mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
124	119	1/4	1/4	2/4	4	1	V65	0	-7.18414	/			Bb	bVII		V65	V		65						Mm7	0	0	1, -2, -5, -3		-3	1	2	4	0.3333333333333333	0.25	0.75	0.25
125	120	0	0	2/4	4	1	I	0.459107	-7.18	/			Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	2	4	0.3333333333333333	0.25	0.75	0.25
125	120	1/4	1/4	2/4	4	1	#viio7/iii	0	-7.18	/			Bb	bVII		#viio7/iii	#vii	o	7		iii				o7	0	0	5, 2, -1, -4		5	5	2	4	0.3333333333333333	0.25	0.75	0.25
126	121	0	0	2/4	4	1	I6	0.104477	-7.18	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	0	12	0.0	0.0	2.0	0.0
127	122	0	0	2/4	4	1	IV	-0.33403	-5.07814	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	2	4	0.3333333333333333	0.25	0.75	0.25
127	122	1/4	1/4	2/4	4	1	I6	0	-5.19522	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	2	4	0.3333333333333333	0.25	0.75	0.25
128	123	0	0	2/4	4	1	IV	0.208954	-4.37911	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	0	6	0.0	0.0	1.0	0.0
128	123	1/4	1/4	2/4	4	1	V	0	-4.10687	/			Bb	bVII		V	V								M	0	0	-3, 1, -2		-3	-3	0	6	0.0	0.0	1.0	0.0
129	124	0	0	2/4	4	1	V2	0	-5.02509	/			Bb	bVII		V2	V		2						Mm7	0	0	-5, -3, 1, -2		-3	-5	2	4	0.3333333333333333	0.25	0.75	0.25
129	124	1/4	1/4	2/4	4	1	I6	0	-4.33643	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	2	4	0.3333333333333333	0.25	0.75	0.25
130	125	0	0	2/4	4	1	viio6/V	0	-4.56598	/			Bb	bVII		viio6/V	vii	o	6		V				o	0	0	-1, -4, 2		2	-1	2	11	0.15384615384615385	0.25	2.0	0.1111111111111111
131	126	0	0	2/4	4	1	V	0	-4.79553	/			Bb	bVII		V	V								M	0	0	-3, 1, -2		-3	-3	4	6	0.4	0.5	1.125	0.3076923076923077
131	126	3/8	3/8	2/4	4	1	v	0	-5.02509	/			Bb	bVII		v	v								m	0	0	-3, -6, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
132	127	0	0	2/4	4	1	IV	0.229553	-4.79553	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	0	6	0.0	0.0	1.0	0.0
132	127	1/4	1/4	2/4	4	1	#viio6/iii	-0.208954	-3.93956	/			Bb	bVII		#viio6/iii	#vii	o	6		iii				o	0	0	2, -1, 5		5	2	3	3	0.5	0.5	0.5	0.5
133	128	0	0	2/4	4	1	iii	0.479706	-2.58239	/			Bb	bVII		iii	iii								m	0	0	0, -3, 1		0	0	2	4	0.3333333333333333	0.25	0.75	0.25
133	128	1/4	1/4	2/4	4	1	V/ii						Bb	bVII		V/ii	V				ii				M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
134	129	0	0	2/4	4	1	V/V						Bb	bVII		V/V	V				V				M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	0.75	0.25
134	129	1/4	1/4	2/4	4	1	V	0.125076	-2.75327	/			Bb	bVII		V	V								M	0	0	-3, 1, -2		-3	-3	3	3	0.5	0.5	0.5	0.5
135	130	0	0	2/4	4	1	I	0.104477	-4.18972	/			Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	2	4	0.3333333333333333	0.25	0.75	0.25
135	130	1/4	1/4	2/4	4	1	IV(+#6)	-0.313431	-4.76249	/			Bb	bVII		IV(+#6)	IV			+#6					M	0	0	-5, -1, -4	5	-5	-5	1	5	0.16666666666666666	0.125	1.125	0.1
136	131	0	0	2/4	4	1	I6	-0.251634	-4.67062	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	0	6	0.0	0.0	1.25	0.0
136	131	1/4	1/4	2/4	4	1	V7	-0.0632787	-3.26957	/			Bb	bVII		V7	V		7						Mm7	0	0	-3, 1, -2, -5		-3	-3	0	5	0.0	0.0	1.0	0.0
137	132	0	0	2/4	4	1	I						Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	7	14	0.3333333333333333	1.0	2.25	0.3076923076923077
139	134	0	0	2/4	4	1	V						Bb	bVII		V	V								M	0	0	-3, 1, -2		-3	-3	4	6	0.4	0.5	1.0	0.3333333333333333
140	135	0	0	2/4	4	1	IV	-0.0632787	-5.7155	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	0	5	0.0	0.0	0.75	0.0
140	135	1/4	1/4	2/4	4	1	I6	0.208954	-5.85807	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	8	7	0.5333333333333333	1.25	1.0	0.5555555555555556
142	137	0	0	2/4	4	1	ii						Bb	bVII		ii	ii								m	0	0	-2, -5, -1		-2	-2	4	6	0.4	0.5	1.0	0.3333333333333333
143	138	0	0	2/4	4	1	I						Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	7	4	0.6363636363636364	1.0	0.75	0.5714285714285714
144	139	0	0	2/4	4	1	V7	0.104477	-4.5645	/			Bb	bVII		V7	V		7						Mm7	0	0	-3, 1, -2, -5		-3	-3	4	8	0.3333333333333333	0.75	1.25	0.375
145	140	0	0	2/4	4	1	I	0	-5.25464	/			Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	1.75	0.0
146	141	0	0	2/4	4	1	V2/IV	0.125076	-6.43606	/			Bb	bVII		V2/IV	V		2		IV				Mm7	0	0	-6, -4, 0, -3		-4	-6	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
147	142	0	0	2/4	4	1	IV6	0.186874	-6.58972	/			Bb	bVII		IV6	IV		6						M	0	0	-1, -4, -5		-5	-1	0	3	0.0	0.0	1.5	0.0
148	143	0	0	2/4	4	1	IV	0.104477	-5.00301	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	1	6	0.14285714285714285	0.125	1.875	0.0625
149	144	0	0	2/4	4	1	V7						Bb	bVII		V7	V		7						Mm7	0	0	-3, 1, -2, -5		-3	-3	4	19	0.17391304347826086	0.5	4.5	0.1
151	146	1/4	1/4	2/4	4	1	I						Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.875	0.0
152	147	0	0	2/4	4	1	V2	0	-4.56598	/			Bb	bVII		V2	V		2						Mm7	0	0	-5, -3, 1, -2		-3	-5	1	4	0.2	0.125	0.625	0.16666666666666666
152	147	1/4	1/4	2/4	4	1	I6	0.229553	-4.56598	/			Bb	bVII		I6	I		6						M	0	0	0, -3, -4		-4	0	0	3	0.0	0.0	0.375	0.0
153	148	0	0	2/4	4	1	I	0	-4.56598	/			Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	2	3	0.4	0.25	0.75	0.25
154	149	0	0	2/4	4	1	V/IV	0.459107	-6.07961	/			Bb	bVII		V/IV	V				IV				M	0	0	-4, 0, -3		-4	-4	2	3	0.4	0.25	0.75	0.25
155	150	0	0	2/4	4	1	IV	0	-6.18852	/			Bb	bVII		IV	IV								M	0	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	1.0	0.0
155	150	1/4	1/4	2/4	4	1	IV6	0	-5.9433	/			Bb	bVII		IV6	IV		6						M	0	0	-1, -4, -5		-5	-1	3	6	0.3333333333333333	0.375	1.625	0.1875
156	151	1/4	1/4	2/4	4	1	V65/V	-0.104477	-4.50123	/			Bb	bVII		V65/V	V		65		V				Mm7	0	0	2, -1, -4, -2		-2	2	0	4	0.0	0.0	0.75	0.0
157	152	0	0	2/4	4	1	V7	0	-4.33643	/			Bb	bVII		V7	V		7						Mm7	0	0	-3, 1, -2, -5		-3	-3	5	26	0.16129032258064516	0.625	6.375	0.08928571428571429
160	155	1/4	1/4	2/4	4	1	I						Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	0	4	0.0	0.0	0.875	0.0
161	156	0	0	2/4	4	1	V7						Bb	bVII		V7	V		7						Mm7	0	0	-3, 1, -2, -5		-3	-3	0	18	0.0	0.0	2.25	0.0
163	158	0	0	2/4	4	1	I						Bb	bVII		I	I								M	0	0	-4, 0, -3		-4	-4	0	5	0.0	0.0	0.625	0.0
163	158	1/4	1/4	2/4	4	1	vi						Bb	bVII		vi	vi								m	0	0	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.5	0.0
164	159	0	0	2/4	4	1	vi						Bb	bVII		vi	vi								m	0	0	-1, -4, 0		-1	-1	2	2	0.5	0.25	0.25	0.5
164	159	1/4	1/4	2/4	4	1	ii						Bb	bVII		ii	ii								m	0	0	-2, -5, -1		-2	-2	0	4	0.0	0.0	0.5	0.0
165	160	0	0	2/4	4	1	V/vi						Bb	bVII		V/vi	V				vi				M	0	0	0, 4, 1		0	0	0	6	0.0	0.0	1.0	0.0
166	161	0	0	2/4	4	1	V/vi						Bb	bVII		V/vi	V				vi				M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
167	162	0	0	2/4	4	1	V65/vi						Bb	bVII		V65/vi	V		65		vi				Mm7	0	0	4, 1, -2, 0		0	4	1	13	0.07142857142857142	0.0625	1.4375	0.041666666666666664
168	163	0	0	2/4	4	1	V43/vi						Bb	bVII		V43/vi	V		43		vi				Mm7	0	0	1, -2, 0, 4		0	1	3	5	0.375	0.1875	0.5	0.2727272727272727
168	163	1/4	1/4	2/4	4	1	vi6						Bb	bVII		vi6	vi		6						m	0	0	-4, 0, -1		-1	-4	1	4	0.2	0.125	0.625	0.16666666666666666
169	164	0	0	2/4	4	1	iii[V65/vi	0	-4.33643	/			Bb	bVII	iii	V65/vi	V		65		vi				Mm7	0	0	4, 1, -2, 0		0	4	1	13	0.07142857142857142	0.0625	1.4375	0.041666666666666664
170	165	0	0	2/4	4	1	#viio/vi	0.229553	-4.56598	/			Bb	bVII		#viio/vi	#vii	o			vi				o	0	0	4, 1, -2		4	4	2	2	0.5	0.1875	0.1875	0.5
170	165	1/8	1/8	2/4	4	1	vi]	0.68866	-4.56598	/			Bb	bVII		vi	vi					]			m	0	0	-1, -4, 0		-1	-1	1	3	0.25	0.0625	0.25	0.2
170	165	1/4	1/4	2/4	4	1	vi64						Bb	bVII		vi64	vi		64						m	0	0	0, -1, -4		-1	0	1	4	0.2	0.125	0.625	0.16666666666666666
171	166	0	0	2/4	4	1	V7/vi						Bb	bVII		V7/vi	V		7		vi				Mm7	0	0	0, 4, 1, -2		0	0	4	18	0.18181818181818182	0.25	1.9375	0.11428571428571428
172	167	1/4	1/4	2/4	4	1	vi						Bb	bVII		vi	vi								m	0	0	-1, -4, 0		-1	-1	2	3	0.4	0.375	0.375	0.5
173	168	0	0	2/4	4	1	V.viio	0	-4.33643	/			Bb	V		viio	vii	o							o	0	0	4, 1, -2		4	4	22	22	0.5	1.6875	1.8125	0.48214285714285715
174	169	3/8	3/8	2/4	4	1	I6						Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	0	4	0.0	0.0	0.5	0.0
175	170	0	0	2/4	4	1	V65	-0.459107	-4.33643	/			Bb	V		V65	V		65						Mm7	0	0	4, 1, -2, 0		0	4	3	10	0.23076923076923078	0.1875	0.8125	0.1875
176	171	0	0	2/4	4	1	I						Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	4	9	0.3076923076923077	0.25	0.75	0.25
177	172	0	0	2/4	4	1	V43						Bb	V		V43	V		43						Mm7	0	0	1, -2, 0, 4		0	1	6	11	0.35294117647058826	0.375	0.875	0.3
178	173	0	0	2/4	4	1	I						Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	7	10	0.4117647058823529	0.4375	0.8125	0.35
179	174	0	0	2/4	4	1	V65						Bb	V		V65	V		65						Mm7	0	0	4, 1, -2, 0		0	4	3	15	0.16666666666666666	0.1875	1.3125	0.125
180	175	0	0	2/4	4	1	I						Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	4	14	0.2222222222222222	0.25	1.25	0.16666666666666666
181	176	0	0	2/4	4	1	V43	0	-3.87732	/			Bb	V		V43	V		43						Mm7	0	0	1, -2, 0, 4		0	1	6	12	0.3333333333333333	0.375	1.125	0.25
182	177	0	0	2/4	4	1	I6	0.229553	-4.33643	/			Bb	V		I6	I		6						M	0	0	3, 0, -1		-1	3	3	7	0.3	0.1875	0.8125	0.1875
183	178	0	0	2/4	4	1	V65/IV						Bb	V		V65/IV	V		65		IV				Mm7	0	0	3, 0, -3, -1		-1	3	3	11	0.21428571428571427	0.1875	1.0625	0.15
184	179	0	0	2/4	4	1	IV						Bb	V		IV	IV								M	0	0	-2, 2, -1		-2	-2	4	9	0.3076923076923077	0.25	0.75	0.25
185	180	0	0	2/4	4	1	V43/IV						Bb	V		V43/IV	V		43		IV				Mm7	0	0	0, -3, -1, 3		-1	0	4	9	0.3076923076923077	0.25	0.75	0.25
186	181	0	0	2/4	4	1	V65/IV/IV						Bb	V		V65/IV/IV	V		65		IV/IV				Mm7	0	0	2, -1, -4, -2		-2	2	3	10	0.23076923076923078	0.1875	0.6875	0.21428571428571427
186	181	3/8	3/8	2/4	4	1	viio6/V						Bb	V		viio6/V	vii	o	6		V				o	0	0	2, -1, 5		5	2	0	5	0.0	0.0	0.375	0.0
187	182	0	0	2/4	4	1	V7/V						Bb	V		V7/V	V		7		V				Mm7	0	0	1, 5, 2, -1		1	1	6	16	0.2727272727272727	0.375	1.625	0.1875
188	183	0	0	2/4	4	1	ii.i						Bb	ii		i	i								m	0	1	0, -3, 1		0	0	5	14	0.2631578947368421	0.3125	1.4375	0.17857142857142858
189	184	0	0	2/4	4	1	#viio2						Bb	ii		#viio2	#vii	o	2						o7	0	1	-4, 5, 2, -1		5	-4	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
189	184	1/4	1/4	2/4	4	1	V7						Bb	ii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1	3	8	0.2727272727272727	0.1875	0.8125	0.1875
190	185	0	0	2/4	4	1	i						Bb	ii		i	i								m	0	1	0, -3, 1		0	0	4	18	0.18181818181818182	0.25	1.75	0.125
191	186	0	0	2/4	4	1	viio7/V	0	-5.4842	/			Bb	ii		viio7/V	vii	o	7		V				o7	0	1	6, 3, 0, -3		6	6	5	18	0.21739130434782608	0.3125	1.6875	0.15625
192	187	0	0	2/4	4	1	v						Bb	ii		v	v								m	0	1	1, -2, 2		1	1	6	17	0.2608695652173913	0.375	1.625	0.1875
193	188	0	0	2/4	4	1	viio65/V						Bb	ii		viio65/V	vii	o	65		V				o7	0	1	3, 0, -3, 6		6	3	5	19	0.20833333333333334	0.3125	1.6875	0.15625
194	189	0	0	2/4	4	1	vi.i	0.104477	-4.38059	/			Bb	vi		i	i								m	0	1	1, -2, 2		1	1	4	12	0.25	0.25	1.25	0.16666666666666666
195	190	0	0	2/4	4	1	V43						Bb	vi		V43	V		43						Mm7	0	1	3, 0, 2, 6		2	3	3	4	0.42857142857142855	0.1875	0.3125	0.375
195	190	1/4	1/4	2/4	4	1	#viio/iv						Bb	vi		#viio/iv	#vii	o			iv				o	0	1	5, 2, -1		5	5	3	4	0.42857142857142855	0.1875	0.3125	0.375
196	191	0	0	2/4	4	1	iv						Bb	vi		iv	iv								m	0	1	0, -3, 1		0	0	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
197	192	0	0	2/4	4	1	V7/iv						Bb	vi		V7/iv	V		7		iv				Mm7	0	1	1, 5, 2, -1		1	1	3	6	0.3333333333333333	0.1875	0.5625	0.25
197	192	1/4	1/4	2/4	4	1	V7/VII						Bb	vi		V7/VII	V		7		VII				Mm7	0	1	0, 4, 1, -2		0	0	3	7	0.3	0.1875	0.5625	0.25
198	193	0	0	2/4	4	1	V.I						Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	5	14	0.2631578947368421	0.3125	1.3125	0.19230769230769232
199	194	0	0	2/4	4	1	viio6	0	-3.82925	/			Bb	V		viio6	vii	o	6						o	0	0	1, -2, 4		4	1	5	5	0.5	0.3125	0.4375	0.4166666666666667
199	194	1/4	1/4	2/4	4	1	V65/IV	0.229553	-5.02509	/			Bb	V		V65/IV	V		65		IV				Mm7	0	0	3, 0, -3, -1		-1	3	3	7	0.3	0.1875	0.5625	0.25
200	195	0	0	2/4	4	1	I.I	0.229553	-5.9433	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	5	14	0.2631578947368421	0.3125	1.4375	0.17857142857142858
201	196	0	0	2/4	4	1	viio6	0.229553	-4.10687	/			Bb	I		viio6	vii	o	6						o	0	0	0, -3, 3		3	0	4	6	0.4	0.25	0.5	0.3333333333333333
201	196	1/4	1/4	2/4	4	1	viio/IV	0	-3.87732	/			Bb	I		viio/IV	vii	o			IV				o	0	0	2, -1, -4		2	2	4	6	0.4	0.25	0.5	0.3333333333333333
202	197	0	0	2/4	4	1	IV						Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	6	0.25	0.125	0.625	0.16666666666666666
202	197	1/4	1/4	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	4	6	0.4	0.25	0.5	0.3333333333333333
203	198	0	0	2/4	4	1	iio/ii						Bb	I		iio/ii	ii	o			ii				o	0	0	2, -1, -4		2	2	3	7	0.3	0.1875	0.5625	0.25
203	198	1/4	1/4	2/4	4	1	#viio/ii						Bb	I		#viio/ii	#vii	o			ii				o	0	0	5, 2, -1		5	5	6	8	0.42857142857142855	0.375	0.625	0.375
204	199	0	0	2/4	4	1	ii						Bb	I		ii	ii								m	0	0	0, -3, 1		0	0	2	7	0.2222222222222222	0.125	0.75	0.14285714285714285
204	199	1/4	1/4	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	2	6	0.25	0.125	0.625	0.16666666666666666
205	200	0	0	2/4	4	1	I\\						Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	2	6	0.25	0.125	0.625	0.16666666666666666
205	200	1/4	1/4	2/4	4	1	vi						Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	5	6	0.45454545454545453	0.3125	0.4375	0.4166666666666667
206	201	0	0	2/4	4	1	#viio6/vi	0	-4.56598	/			Bb	I		#viio6/vi	#vii	o	6		vi				o	0	0	3, 0, 6		6	3	5	10	0.3333333333333333	0.3125	0.6875	0.3125
206	201	1/4	1/4	2/4	4	1	V65/vi	0.229553	-4.10687	/			Bb	I		V65/vi	V		65		vi				Mm7	0	0	6, 3, 0, 2		2	6	1	5	0.16666666666666666	0.0625	0.4375	0.125
206	201	3/8	3/8	2/4	4	1	vi	0.104477	-4.48507	/			Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.25	0.0
206	201	7/16	7/16	2/4	4	1	#viio6/vi	-0.73134	-4.38059	/			Bb	I		#viio6/vi	#vii	o	6		vi				o	0	0	3, 0, 6		6	3	0	4	0.0	0.0	0.25	0.0
207	202	0	0	2/4	4	1	iio/v	0.229553	-4.56598	/			Bb	I		iio/v	ii	o			v				o	0	0	1, -2, -5		1	1	3	11	0.21428571428571427	0.1875	0.8125	0.1875
207	202	1/4	1/4	2/4	4	1	V65/v	0	-4.10687	/			Bb	I		V65/v	V		65		v				Mm7	0	0	4, 1, -2, 0		0	4	4	10	0.2857142857142857	0.25	0.75	0.25
208	203	0	0	2/4	4	1	v6	0.522386	-3.76369	/		ii6/IV	Bb	I		v6	v		6						m	0	0	-4, 0, -1		-1	-4	5	10	0.3333333333333333	0.3125	0.6875	0.3125
208	203	1/4	1/4	2/4	4	1	IV.V7						Bb	IV		V7	V		7						Mm7	0	0	-2, 2, -1, -4		-2	-2	5	10	0.3333333333333333	0.3125	0.6875	0.3125
209	204	0	0	2/4	4	1	I6						Bb	IV		I6	I		6						M	0	0	1, -2, -3		-3	1	4	11	0.26666666666666666	0.25	0.75	0.25
209	204	1/4	1/4	2/4	4	1	ii6						Bb	IV		ii6	ii		6						m	0	0	-4, 0, -1		-1	-4	8	7	0.5333333333333333	0.5	0.5	0.5
210	205	0	0	2/4	4	1	iio6/vi						Bb	IV		iio6/vi	ii	o	6		vi				o	0	0	-1, -4, 2		2	-1	5	10	0.3333333333333333	0.3125	0.6875	0.3125
210	205	1/4	1/4	2/4	4	1	V7/vi						Bb	IV		V7/vi	V		7		vi				Mm7	0	0	1, 5, 2, -1		1	1	5	10	0.3333333333333333	0.3125	0.6875	0.3125
211	206	0	0	2/4	4	1	vi6						Bb	IV		vi6	vi		6						m	0	0	-3, 1, 0		0	-3	5	10	0.3333333333333333	0.3125	0.6875	0.3125
211	206	1/4	1/4	2/4	4	1	vi						Bb	IV		vi	vi								m	0	0	0, -3, 1		0	0	4	11	0.26666666666666666	0.25	0.75	0.25
212	207	0	0	2/4	4	1	#viio7/iii						Bb	IV		#viio7/iii	#vii	o	7		iii				o7	0	0	6, 3, 0, -3		6	6	0	32	0.0	0.0	4.0	0.0
214	209	0	0	2/4	4	1	V7/iii						Bb	IV		V7/iii	V		7		iii				Mm7	0	0	2, 6, 3, 0		2	2	0	16	0.0	0.0	2.0	0.0
215	210	0	0	2/4	4	1	@none						Bb	IV		@none	@none								m	0	0					16	0	1.0	2.0	0.0	1.0
216	211	0	0	2/4	4	1	V7/iii						Bb	IV		V7/iii	V		7		iii				Mm7	0	0	2, 6, 3, 0		2	2	0	16	0.0	0.0	2.0	0.0
217	212	0	0	2/4	4	1	@none						Bb	IV		@none	@none								m	0	0					176	0	1.0	22.0	0.0	1.0
228	223	0	0	2/4	4	1	V/iii						Bb	IV		V/iii	V				iii				M	0	0	2, 6, 3		2	2	0	10	0.0	0.0	1.25	0.0
229	224	0	0	2/4	4	1	V/iii						Bb	IV		V/iii	V				iii				M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
230	225	0	0	2/4	4	1	V65/iii	0	-3.64777	/			Bb	IV		V65/iii	V		65		iii				Mm7	0	0	6, 3, 0, 2		2	6	0	11	0.0	0.0	2.0	0.0
231	226	0	0	2/4	4	1	iii	0	-4.79553	/			Bb	IV		iii	iii								m	0	0	1, -2, 2		1	1	3	9	0.25	0.25	1.75	0.125
232	227	0	0	2/4	4	1	V43/iii						Bb	IV		V43/iii	V		43		iii				Mm7	0	0	3, 0, 2, 6		2	3	1	10	0.09090909090909091	0.0625	1.9375	0.03125
233	228	0	0	2/4	4	1	iii	0	-3.64777	/			Bb	IV		iii	iii								m	0	0	1, -2, 2		1	1	1	8	0.1111111111111111	0.125	1.8125	0.06451612903225806
234	229	0	0	2/4	4	1	V43	-0.229553	-5.4842	/			Bb	IV		V43	V		43						Mm7	0	0	-1, -4, -2, 2		-2	-1	0	11	0.0	0.0	2.0	0.0
235	230	0	0	2/4	4	1	I	0.125076	-6.17137	/			Bb	IV		I	I								M	0	0	-3, 1, -2		-3	-3	3	9	0.25	0.25	1.75	0.125
236	231	0	0	2/4	4	1	ii65	0	-4.79553	/			Bb	IV		ii65	ii		65						mm7	0	0	-4, 0, -3, -1		-1	-4	0	6	0.0	0.0	1.125	0.0
236	231	1/4	1/4	2/4	4	1	V	0.459107	-4.56598	/			Bb	IV		V	V								M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	0.625	0.0
237	232	0	0	2/4	4	1	I\\	0.104477	-6.1567	/			Bb	IV		I	I							\\	M	0	0	-3, 1, -2		-3	-3	0	10	0.0	0.0	1.5	0.0
238	233	0	0	2/4	4	1	ii.V7	0.229553	-6.17286	/			Bb	ii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1	0	15	0.0	0.0	2.5	0.0
239	234	0	0	2/4	4	1	V(64)	0.417909	-5.73879	/			Bb	ii		V(64)	V			64					M	0	1	1, 0, -3		1	1	3	13	0.1875	0.25	2.25	0.1
240	235	0	0	2/4	4	1	V7	0.104477	-5.42536	/			Bb	ii		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1	1	17	0.05555555555555555	0.0625	1.9375	0.03125
241	236	0	0	2/4	4	1	V(64)	0.208954	-5.52984	/			Bb	ii		V(64)	V			64					M	0	1	1, 0, -3		1	1	4	13	0.23529411764705882	0.375	1.5625	0.1935483870967742
242	237	0	0	2/4	4	1	I.V7	0	-4.56598	/			Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	15	0.0	0.0	2.0	0.0
243	238	0	0	2/4	4	1	I	0	-5.02098	/			Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	6	0.25	0.125	1.375	0.08333333333333333
243	238	1/4	1/4	2/4	4	1	vi						Bb	I		vi	vi								m	0	0	1, -2, 2		1	1	1	3	0.25	0.125	0.375	0.25
244	239	0	0	2/4	4	1	ii6						Bb	I		ii6	ii		6						m	0	0	-3, 1, 0		0	-3	2	6	0.25	0.25	0.75	0.25
244	239	1/4	1/4	2/4	4	1	V						Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	8	0.0	0.0	1.0	0.0
245	240	0	0	2/4	4	1	I\\						Bb	I		I	I							\\	M	0	0	-2, 2, -1		-2	-2	0	5	0.0	0.0	1.0	0.0
245	240	1/4	1/4	2/4	4	1	V[V						Bb	I	V	V	V								M	0	0	-1, 3, 0		-1	-1	6	10	0.375	0.75	1.25	0.375
247	242	0	0	2/4	4	1	V7						Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	8	0.0	0.0	1.25	0.0
248	243	0	0	2/4	4	1	I						Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
248	243	1/4	1/4	2/4	4	1	I]						Bb	I		I	I					]			M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.375	0.0
248	243	3/8	3/8	2/4	4	1	viio/V	-2.08954	-2.5	/			Bb	I		viio/V	vii	o			V				o	0	0	4, 1, -2		4	4	0	3	0.0	0.0	0.375	0.0
249	244	0	0	2/4	4	1	V	0.522386	-2.5	/			Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
249	244	1/4	1/4	2/4	4	1	V7/V						Bb	I		V7/V	V		7		V				Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
249	244	3/8	3/8	2/4	4	1	V64						Bb	I		V64	V		64						M	0	0	0, -1, 3		-1	0	0	4	0.0	0.0	0.5	0.0
250	245	0	0	2/4	4	1	V(64)/V						Bb	I		V(64)/V	V			64	V				M	0	0	0, -1, 3		0	0	0	5	0.0	0.0	1.0	0.0
250	245	1/4	1/4	2/4	4	1	V2	0.229553	-4.56598	/			Bb	I		V2	V		2						Mm7	0	0	-3, -1, 3, 0		-1	-3	2	3	0.4	0.25	0.25	0.5
251	246	0	0	2/4	4	1	I6	0	-4.33643	/			Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.875	0.0
251	246	1/4	1/4	2/4	4	1	ii6	0.229553	-4.33643	/			Bb	I		ii6	ii		6						m	0	0	-3, 1, 0		0	-3	1	5	0.16666666666666666	0.0	0.625	0.0
