mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
58	58	171	171	0.0		0	0	Dynamic	6/8	2	1	0						pp									
58	58	171	171	1.0		0	0	Chord	6/8	2	1	1/4			1/4	1	1114										
58	58	172	172	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1115										
58	58	345/2	345/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	1116										
58	58	347/2	347/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1117										
58	58	171	171	0.0		0	0	Dynamic	6/8	3	1	0						pp									
58	58	171	171	1.0		0	0	Chord	6/8	3	1	1/4			1/4	1	1118										
58	58	172	172	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1119										
58	58	345/2	345/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	1120										
58	58	347/2	347/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1121										
58	58	171	171	0.0		0	0	Dynamic	6/8	4	1	0						pp									
58	58	171	171	0.0		0	0	Spanner	6/8	4	1	0															
58	58	171	171	1.0		0	0	Chord	6/8	4	1	1/4			1/4	1	1122										
58	58	172	172	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1123										
58	58	345/2	345/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	1124										
58	58	347/2	347/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1125										
59	59	174	174	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1126										
59	59	349/2	349/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1127										
59	59	175	175	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1128		articStaccatoBelow								
59	59	351/2	351/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1129										
59	59	176	176	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1130		articStaccatoBelow								
59	59	353/2	353/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1131										
59	59	174	174	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1132										
59	59	349/2	349/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1133										
59	59	175	175	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1134		articStaccatoBelow								
59	59	351/2	351/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1135										
59	59	176	176	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1136		articStaccatoBelow								
59	59	353/2	353/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1137										
59	59	174	174	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1138										
59	59	349/2	349/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1139										
59	59	175	175	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1140		articStaccatoBelow								
59	59	351/2	351/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1141										
59	59	176	176	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1142		articStaccatoBelow								
59	59	353/2	353/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1143										
59	59	174	174	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1144										
59	59	349/2	349/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1145										
59	59	175	175	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1146		articStaccatoBelow								
59	59	351/2	351/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1147										
59	59	176	176	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1148		articStaccatoBelow								
59	59	353/2	353/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1149										
60	60	177	177	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1150										
60	60	355/2	355/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1151										
60	60	178	178	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1152										
60	60	357/2	357/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1153										
60	60	179	179	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1154										
60	60	359/2	359/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1155										
60	60	177	177	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1156										
60	60	355/2	355/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1157										
60	60	178	178	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1158										
60	60	357/2	357/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1159										
60	60	179	179	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1160										
60	60	359/2	359/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1161										
60	60	177	177	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1162										
60	60	355/2	355/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1163										
60	60	178	178	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1164										
60	60	357/2	357/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1165										
60	60	179	179	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1166										
60	60	359/2	359/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1167										
60	60	177	177	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1168										
60	60	355/2	355/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1169										
60	60	178	178	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1170										
60	60	357/2	357/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1171										
60	60	179	179	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1172										
60	60	359/2	359/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1173										
61	61	180	180	0.0		0	0	StaffText	6/8	1	1	0								<i>cresc.</i>							
61	61	180	180	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1174										
61	61	361/2	361/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1175										
61	61	181	181	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1176										
61	61	363/2	363/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1177										
61	61	182	182	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1178										
61	61	365/2	365/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1179										
61	61	180	180	0.0		0	0	StaffText	6/8	2	1	0								<i>cresc.</i>							
61	61	180	180	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1180										
61	61	361/2	361/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1181										
61	61	181	181	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1182										
61	61	363/2	363/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1183										
61	61	182	182	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1184										
61	61	365/2	365/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1185										
61	61	180	180	0.0		0	0	StaffText	6/8	3	1	0								<i>cresc.</i>							
61	61	180	180	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1186										
61	61	361/2	361/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1187										
61	61	181	181	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1188										
61	61	363/2	363/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1189										
61	61	182	182	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1190										
61	61	365/2	365/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1191										
61	61	180	180	0.0		0	0	StaffText	6/8	4	1	0								<i>cresc.</i>							
61	61	180	180	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1192										
61	61	361/2	361/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1193										
61	61	181	181	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1194										
61	61	363/2	363/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1195										
61	61	182	182	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1196										
61	61	365/2	365/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1197										
62	62	183	183	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1198										
62	62	367/2	367/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1199										
62	62	184	184	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1200										
62	62	369/2	369/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1201										
62	62	185	185	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1202										
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1203										
62	62	183	183	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1204										
62	62	367/2	367/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1205										
62	62	184	184	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1206										
62	62	369/2	369/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1207										
62	62	185	185	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1208										
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1209										
62	62	183	183	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1210										
62	62	367/2	367/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1211										
62	62	184	184	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1212										
62	62	369/2	369/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1213										
62	62	185	185	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1214										
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1215										
62	62	183	183	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1216										
62	62	367/2	367/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1217										
62	62	184	184	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1218										
62	62	369/2	369/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1219										
62	62	185	185	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1220										
62	62	371/2	371/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1221										
63	63	186	186	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1222										
63	63	373/2	373/2	0.0		1/8	1/8	StaffText	6/8	1	1	0								<i>piu cresc.</i>							
63	63	373/2	373/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1223										
63	63	187	187	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1224										
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1225										
63	63	188	188	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1226										
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1227										
63	63	186	186	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1228										
63	63	373/2	373/2	0.0		1/8	1/8	StaffText	6/8	2	1	0								<i>piu cresc.</i>							
63	63	373/2	373/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1229										
63	63	187	187	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1230										
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1231										
63	63	188	188	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1232										
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1233										
63	63	186	186	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1234										
63	63	373/2	373/2	0.0		1/8	1/8	StaffText	6/8	3	1	0								<i>piu cresc.</i>							
63	63	373/2	373/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1235										
63	63	187	187	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1236										
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1237										
63	63	188	188	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1238										
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1239										
63	63	186	186	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1240										
63	63	373/2	373/2	0.0		1/8	1/8	StaffText	6/8	4	1	0								<i>piu cresc.</i>							
63	63	373/2	373/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1241										
63	63	187	187	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1242										
63	63	375/2	375/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1243										
63	63	188	188	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1244										
63	63	377/2	377/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1245										
64	64	189	189	0.5		0	0	Chord	6/8	1	1	1/8			1/8	1	1246										
64	64	379/2	379/2	0.0		1/8	1/8	Dynamic	6/8	1	1	0						f									
64	64	379/2	379/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	1247										
64	64	190	190	0.5		1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	1248										
64	64	381/2	381/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1249										
64	64	191	191	0.5		1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1250										
64	64	383/2	383/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1251		articStaccatoAbove								
64	64	189	189	0.5		0	0	Chord	6/8	2	1	1/8			1/8	1	1252										
64	64	379/2	379/2	0.0		1/8	1/8	Dynamic	6/8	2	1	0						f									
64	64	379/2	379/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1253										
64	64	190	190	0.5		1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1254										
64	64	381/2	381/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1255										
64	64	191	191	0.5		1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	1256										
64	64	383/2	383/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	1257		articStaccatoAbove								
64	64	189	189	0.5		0	0	Chord	6/8	3	1	1/8			1/8	1	1258										
64	64	379/2	379/2	0.0		1/8	1/8	Dynamic	6/8	3	1	0						f									
64	64	379/2	379/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1259										
64	64	190	190	0.5		1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1260										
64	64	381/2	381/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1261										
64	64	191	191	0.5		1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	1262										
64	64	383/2	383/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	1263		articStaccatoAbove								
64	64	189	189	0.5		0	0	Chord	6/8	4	1	1/8			1/8	1	1264										
64	64	379/2	379/2	0.0		1/8	1/8	Dynamic	6/8	4	1	0						f									
64	64	379/2	379/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	1265										
64	64	190	190	0.5		1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	1266										
64	64	381/2	381/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	1267										
64	64	191	191	0.5		1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	1268										
64	64	383/2	383/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	1269		articStaccatoBelow								
65	65	192	192	0.0		0	0	Dynamic	6/8	1	1	0						sf									
65	65	192	192	0.0		0	0	Dynamic	6/8	1	1	0						sf									
65	65	192	192	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	1270							137			
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1271										
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1272		articStaccatoAbove								
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1273		articStaccatoAbove								
65	65	193	193	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1274		articStaccatoAbove								
65	65	773/4	773/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1275		articStaccatoAbove								
65	65	387/2	387/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1276										
65	65	192	192	0.0		0	0	Dynamic	6/8	3	1	0						sf									
65	65	192	192	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	1277										
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1278							138			
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1279										
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1280							139			
65	65	193	193	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1281										
65	65	773/4	773/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1282							140			
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1283										
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1284							141			
65	65	194	194	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1285										
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1286							142			
65	65	389/2	389/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1287										
65	65	779/4	779/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1288							143			
65	65	192	192	0.0		0	0	Dynamic	6/8	4	1	0						sf									
65	65	192	192	0.25		0	0	Chord	6/8	4	1	1/16			1/16	1	1289										
65	65	769/4	769/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	1290							144			
65	65	385/2	385/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	1291										
65	65	771/4	771/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	1292							145			
65	65	193	193	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	1293										
65	65	773/4	773/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	1294							146			
65	65	387/2	387/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	1295										
65	65	775/4	775/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	1296							147			
65	65	194	194	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1297										
65	65	777/4	777/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1298							148			
65	65	389/2	389/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1299										
65	65	779/4	779/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1300							149			
66	66	195	195	0.0		0	0	Dynamic	6/8	1	1	0						sf									
66	66	195	195	0.25		0	0	Chord	6/8	1	1	1/16			1/16	1	1301							150			
66	66	781/4	781/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	1302										
66	66	391/2	391/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1303		articStaccatoAbove								
66	66	783/4	783/4	0.25		3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1304		articStaccatoAbove								
66	66	196	196	0.25		1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1305		articStaccatoAbove								
66	66	785/4	785/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1306		articStaccatoAbove								
66	66	393/2	393/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	1307										
66	66	195	195	0.0		0	0	Dynamic	6/8	3	1	0						sf									
66	66	195	195	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	1308										
66	66	781/4	781/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1309							151			
66	66	391/2	391/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1310										
66	66	783/4	783/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1311							152			
66	66	196	196	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1312										
66	66	785/4	785/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1313							153			
66	66	393/2	393/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	1314										
66	66	787/4	787/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	1315							154			
66	66	197	197	0.25		1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1316										
66	66	789/4	789/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1317							155			
66	66	395/2	395/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1318										
66	66	791/4	791/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1319										
66	66	195	195	0.0		0	0	Dynamic	6/8	4	1	0						sf									
66	66	195	195	0.25		0	0	Chord	6/8	4	1	1/16			1/16	1	1320										
66	66	781/4	781/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	1321							156			
66	66	391/2	391/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	1322										
66	66	783/4	783/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	1323							157			
66	66	196	196	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	1324										
66	66	785/4	785/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	1325							158			
66	66	393/2	393/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	1326										
66	66	787/4	787/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	1327							159			
66	66	197	197	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1328										
66	66	789/4	789/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1329							160			
66	66	395/2	395/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1330										
66	66	791/4	791/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1331							161			
67	67	399/2	399/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0						sf									
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1332							162			
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1333										
67	67	200	200	0.25		1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	1334		articStaccatoAbove								
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	1335		articStaccatoAbove								
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	1336		articStaccatoAbove								
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	1337		articStaccatoAbove								
67	67	198	198	0.0		0	0	Dynamic	6/8	2	1	0						sf									
67	67	198	198	0.25		0	0	Chord	6/8	2	1	1/16			1/16	1	1338										
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	1339							163			
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	1340										
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	1341							164			
67	67	199	199	0.25		1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	1342										
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	1343							165			
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1344										
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1345							166			
67	67	200	200	0.25		1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1346										
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1347							167			
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1348										
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1349							168			
67	67	198	198	0.0		0	0	Dynamic	6/8	3	1	0						sf									
67	67	198	198	0.25		0	0	Chord	6/8	3	1	1/16			1/16	1	1350							169			
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1351										
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1352		articStaccatoAbove								
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1353		articStaccatoAbove								
67	67	199	199	0.25		1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1354		articStaccatoAbove								
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1355		articStaccatoAbove								
67	67	399/2	399/2	1.5		3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	1356										
67	67	198	198	0.0		0	0	Dynamic	6/8	4	1	0						sf									
67	67	198	198	0.25		0	0	Chord	6/8	4	1	1/16			1/16	1	1357										
67	67	793/4	793/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16			1/16	1	1358							170			
67	67	397/2	397/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16			1/16	1	1359										
67	67	795/4	795/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16			1/16	1	1360							171			
67	67	199	199	0.25		1/4	1/4	Chord	6/8	4	1	1/16			1/16	1	1361										
67	67	797/4	797/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16			1/16	1	1362							172			
67	67	399/2	399/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16			1/16	1	1363										
67	67	799/4	799/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16			1/16	1	1364							173			
67	67	200	200	0.25		1/2	1/2	Chord	6/8	4	1	1/16			1/16	1	1365										
67	67	801/4	801/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16			1/16	1	1366							174			
67	67	401/2	401/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16			1/16	1	1367										
67	67	803/4	803/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16			1/16	1	1368							175			
68	68	201	201	1.5		0	0	Chord	6/8	1	1	3/8			1/4	3/2	1369										
68	68	405/2	405/2	0.0		3/8	3/8	Dynamic	6/8	1	1	0						sf									
68	68	405/2	405/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	1370							176			
68	68	811/4	811/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	1371										
