mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
71	63	533/3	626/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	728							99	
71	63	178	209	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	729							99	
71	63	535/3	628/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	730							99	
71	63	536/3	629/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	731								
71	63	176	207	0.0		0	0	Dynamic	3/4	2	1	0					p							
71	63	176	207	0.0		0	0	Spanner	3/4	2	1	0												
71	63	176	207	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	732								
71	63	178	209	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	733							100	
71	63	176	207	0.0		0	0	Dynamic	3/4	3	1	0					p							
71	63	176	207	0.0		0	0	Spanner	3/4	3	1	0												
71	63	176	207	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	734								
71	63	177	208	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	735								
71	63	176	207	0.0		0	0	Dynamic	3/4	4	1	0					p							
71	63	176	207	0.0		0	0	Spanner	3/4	4	1	0												
71	63	176	207	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	736							101	
71	63	177	208	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	737								
71	63	178	209	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	738		articStaccatoBelow						
72	64	179	210	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	739							102	
72	64	538/3	631/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	740							102	
72	64	539/3	632/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	741								
72	64	180	211	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	742								
72	64	541/3	634/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	743								
72	64	542/3	635/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	744								
72	64	181	212	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	745							103	
72	64	544/3	637/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	746							103	
72	64	545/3	638/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	747								
72	64	179	210	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	748								
72	64	180	211	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	749								
72	64	181	212	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	750								
72	64	179	210	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	751							104	
72	64	359/2	421/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	752								
72	64	180	211	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	753		articStaccatoAbove						
72	64	181	212	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	754		articStaccatoAbove						
73	65	182	213	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	755							105	
73	65	547/3	640/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	756							105	
73	65	548/3	641/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	757							105	
73	65	183	214	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	758							105	
73	65	550/3	643/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	759							105	
73	65	551/3	644/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	760							105	
73	65	184	215	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	761							105	
73	65	553/3	646/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	762							105	
73	65	554/3	647/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	763								
73	65	182	213	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	764								
73	65	183	214	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	765								
73	65	184	215	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	766								
73	65	182	213	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	767							106	
73	65	365/2	427/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	768								
73	65	183	214	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	769		articStaccatoAbove						
73	65	184	215	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	770		articStaccatoAbove						
74	66	185	216	0.0		0	0	StaffText	3/4	1	1	0							<i>cresc.</i>					
74	66	185	216	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	771							107	
74	66	556/3	649/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	772							107	
74	66	557/3	650/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	773							107	
74	66	186	217	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	774							107	
74	66	559/3	652/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	775							107	
74	66	560/3	653/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	776							107	
74	66	187	218	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	777							107	
74	66	562/3	655/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	778							107	
74	66	563/3	656/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	779								
74	66	185	216	0.0		0	0	StaffText	3/4	2	1	0							<i>cresc.</i>					
74	66	185	216	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	780								
74	66	186	217	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	781								
74	66	187	218	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	782								
74	66	185	216	0.0		0	0	StaffText	3/4	4	1	0							<i>cresc.</i>					
74	66	185	216	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	783		articStaccatoAbove						
74	66	186	217	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	784		articStaccatoAbove						
74	66	187	218	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	785		articStaccatoAbove						
75	67	188	219	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	786							108	
75	67	565/3	658/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	787							108	
75	67	566/3	659/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	788							108	
75	67	189	220	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	789							108	
75	67	568/3	661/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	790							108	
75	67	569/3	662/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	791							108	
75	67	190	221	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	792							108	
75	67	571/3	664/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	793							108	
75	67	572/3	665/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	794								
75	67	188	219	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	795								
75	67	189	220	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	796							109	
75	67	190	221	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	797								
75	67	190	221	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p							
75	67	190	221	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	798								
75	67	188	219	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	799							110	
75	67	190	221	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	800								
76	68	191	222	0.0		0	0	Dynamic	3/4	1	1	0					sf							
76	68	191	222	0.0		0	0	Spanner	3/4	1	1	0												18
76	68	191	222	0.3333333333333333		0	0	Chord	3/4	1	1	1/12		1/8	2/3	801							111	18
76	68	574/3	667/3	0.3333333333333333		1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	802							111	18
76	68	575/3	668/3	0.3333333333333333		1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	803							111	18
76	68	192	223	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	804							111	18
76	68	577/3	670/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	805							111	18
76	68	578/3	671/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	806							111	18
76	68	193	224	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	807							111	18
76	68	580/3	673/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	808							111	18
76	68	581/3	674/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	809								18
76	68	191	222	0.0		0	0	Dynamic	3/4	2	1	0					sf							
76	68	191	222	0.0		0	0	Spanner	3/4	2	1	0												19
76	68	191	222	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	810							112	19
76	68	193	224	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	811							112	19
76	68	387/2	449/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	812								19
76	68	191	222	0.0		0	0	Dynamic	3/4	3	1	0					sf							
76	68	191	222	0.0		0	0	Spanner	3/4	3	1	0												20
76	68	191	222	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	813								20
76	68	191	222	0.0		0	0	Dynamic	3/4	4	1	0					sf							
76	68	191	222	0.0		0	0	Spanner	3/4	4	1	0												21
76	68	191	222	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	814							113	21
76	68	193	224	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	815							113	21
76	68	387/2	449/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	816								21
77	69	194	225	0.0		0	0	StaffText	3/4	1	1	0							(Thème russe)					
77	69	194	225	0.0		0	0	Dynamic	3/4	1	1	0					p							
77	69	194	225	0.0		0	0	Spanner	3/4	1	1	0												
77	69	194	225	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	817								
77	69	195	226	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	818		articStaccatoAbove						
77	69	196	227	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	819		articStaccatoAbove						
77	69	194	225	0.0		0	0	Dynamic	3/4	2	1	0					p							
77	69	194	225	0.0		0	0	Spanner	3/4	2	1	0												
77	69	194	225	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	820								
77	69	194	225	0.0		0	0	Dynamic	3/4	3	1	0					p							
77	69	194	225	0.0		0	0	Spanner	3/4	3	1	0												
77	69	194	225	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	821								
77	69	195	226	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	822							114	
77	69	586/3	679/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	823							114	
77	69	587/3	680/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	824							114	
77	69	196	227	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	825							114	
77	69	589/3	682/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	826							114	
77	69	590/3	683/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	827								
77	69	194	225	0.0		0	0	Dynamic	3/4	4	1	0					p							
77	69	194	225	0.0		0	0	Spanner	3/4	4	1	0												
77	69	194	225	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	828								
77	69	196	227	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	829								
78	70	197	228	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	830							115	
78	70	395/2	457/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	831								
78	70	198	229	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	832		articStaccatoAbove						
78	70	199	230	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	833		articStaccatoAbove						
78	70	197	228	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	834							116	
78	70	592/3	685/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	835							116	
78	70	593/3	686/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	836								
78	70	198	229	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	837								
78	70	595/3	688/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	838								
78	70	596/3	689/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	839								
78	70	199	230	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	840							117	
78	70	598/3	691/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	841							117	
78	70	599/3	692/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	842								
78	70	197	228	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	843								
78	70	198	229	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	844								
78	70	199	230	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	845								
79	71	200	231	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	846							118	
79	71	401/2	463/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	847								
79	71	201	232	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	848		articStaccatoAbove						
79	71	202	233	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	849		articStaccatoAbove						
79	71	200	231	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	850							119	
79	71	601/3	694/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	851							119	
79	71	602/3	695/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	852							119	
79	71	201	232	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	853							119	
79	71	604/3	697/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	854							119	
79	71	605/3	698/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	855							119	
79	71	202	233	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	856							119	
79	71	607/3	700/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	857							119	
79	71	608/3	701/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	858								
79	71	200	231	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	859								
79	71	201	232	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	860								
79	71	202	233	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	861								
80	72	203	234	0.0		0	0	StaffText	3/4	1	1	0							<i>cresc.</i>					
80	72	203	234	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	862		articStaccatoAbove						
80	72	204	235	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	863		articStaccatoAbove						
80	72	205	236	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	864		articStaccatoAbove						
80	72	203	234	0.0		0	0	StaffText	3/4	3	1	0							<i>cresc.</i>					
80	72	203	234	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	865							120	
80	72	610/3	703/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	866							120	
80	72	611/3	704/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	867							120	
80	72	204	235	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	868							120	
80	72	613/3	706/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	869							120	
80	72	614/3	707/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	870							120	
80	72	205	236	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	871							120	
80	72	616/3	709/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	872							120	
80	72	617/3	710/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	873								
80	72	203	234	0.0		0	0	StaffText	3/4	4	1	0							<i>cresc.</i>					
80	72	203	234	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	874								
80	72	204	235	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	875							121	
80	72	205	236	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	876								
81	73	206	237	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	877							122	
81	73	208	239	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	878								
81	73	206	237	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	879							123	
81	73	619/3	712/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	880							123	
81	73	620/3	713/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	881							123	
81	73	207	238	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	882							123	
81	73	622/3	715/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	883							123	
81	73	623/3	716/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	884							123	
81	73	208	239	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	885							123	
81	73	625/3	718/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	886							123	
81	73	626/3	719/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	887								
81	73	206	237	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	888								
81	73	207	238	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	889								
81	73	208	239	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	890								
82	74	209	240	0.0		0	0	Dynamic	3/4	1	1	0					p							
82	74	209	240	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	891							124	
82	74	211	242	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	892							124	
82	74	423/2	485/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	893								
82	74	209	240	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	894							125	
82	74	628/3	721/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	895							125	
82	74	629/3	722/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	896							125	
82	74	210	241	0.3333333333333333		1/4	1/4	Chord	3/4	3	1	1/12		1/8	2/3	897							125	
82	74	631/3	724/3	0.3333333333333333		1/3	1/3	Chord	3/4	3	1	1/12		1/8	2/3	898							125	
82	74	632/3	725/3	0.3333333333333333		5/12	5/12	Chord	3/4	3	1	1/12		1/8	2/3	899							125	
82	74	211	242	0.3333333333333333		1/2	1/2	Chord	3/4	3	1	1/12		1/8	2/3	900							125	
82	74	634/3	727/3	0.3333333333333333		7/12	7/12	Chord	3/4	3	1	1/12		1/8	2/3	901							125	
82	74	635/3	728/3	0.3333333333333333		2/3	2/3	Chord	3/4	3	1	1/12		1/8	2/3	902							125	
82	74	209	240	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	903								
82	74	210	241	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	904								
83	75	212	243	0.0		0	0	StaffText	3/4	1	1	0							<i>cresc.</i>					
83	75	212	243	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	905							126	
83	75	214	245	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	906							126	
83	75	429/2	491/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	907								
83	75	212	243	0.0		0	0	StaffText	3/4	3	1	0							<i>cresc.</i>				125	
83	75	212	243	0.3333333333333333		0	0	Chord	3/4	3	1	1/12		1/8	2/3	908							125	
83	75	637/3	730/3	0.3333333333333333		1/12	1/12	Chord	3/4	3	1	1/12		1/8	2/3	909							125	
83	75	638/3	731/3	0.3333333333333333		1/6	1/6	Chord	3/4	3	1	1/12		1/8	2/3	910								
83	75	213	244	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	911								
83	75	214	245	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	912								
83	75	212	243	0.0		0	0	StaffText	3/4	4	1	0							<i>cresc.</i>					
83	75	212	243	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	913								
83	75	213	244	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	914							127	
83	75	640/3	733/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	915							127	
83	75	641/3	734/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	916							127	
83	75	214	245	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	917							127	
83	75	643/3	736/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	918							127	
83	75	644/3	737/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	919							127	
84	76	215	246	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	920							128	
84	76	217	248	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	921							128	
84	76	435/2	497/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	922								
84	76	217	248	0.0		1/2	1/2	StaffText	3/4	2	1	0							<i>cresc.</i>					
84	76	217	248	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	923								
84	76	215	246	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	924							129	
84	76	216	247	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	925							129	
84	76	217	248	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	926								
84	76	215	246	0.3333333333333333		0	0	Chord	3/4	4	1	1/12		1/8	2/3	927							127	
84	76	646/3	739/3	0.3333333333333333		1/12	1/12	Chord	3/4	4	1	1/12		1/8	2/3	928							127	
84	76	647/3	740/3	0.3333333333333333		1/6	1/6	Chord	3/4	4	1	1/12		1/8	2/3	929							127	
84	76	216	247	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	930							127	
84	76	649/3	742/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	931							127	
84	76	650/3	743/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	932							127	
84	76	217	248	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	933							127	
84	76	652/3	745/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	934							127	
84	76	653/3	746/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	935								
85	77	218	249	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	936							130	
85	77	220	251	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	937							130	
85	77	441/2	503/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	938								
85	77	218	249	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	939								
85	77	219	250	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	940								
85	77	218	249	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	941								
85	77	219	250	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	942								
85	77	218	249	0.3333333333333333		0	0	Chord	3/4	4	1	1/12		1/8	2/3	943							131	
85	77	655/3	748/3	0.3333333333333333		1/12	1/12	Chord	3/4	4	1	1/12		1/8	2/3	944							131	
85	77	656/3	749/3	0.3333333333333333		1/6	1/6	Chord	3/4	4	1	1/12		1/8	2/3	945							131	
85	77	219	250	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	946							131	
85	77	658/3	751/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	947							131	
85	77	659/3	752/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	948							131	
85	77	220	251	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	949							131	
85	77	661/3	754/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	950							131	
85	77	662/3	755/3	0.3333333333333333		2/3	2/3	Chord	3/4	4	1	1/12		1/8	2/3	951								
86	78	221	252	0.0		0	0	Dynamic	3/4	1	1	0					f							
86	78	221	252	0.0		0	0	Chord	3/4	1	1	0	grace16after	1/16	1	952								
86	78	221	252	0.0		0	0	Chord	3/4	1	1	0	grace16after	1/16	1	953								
86	78	221	252	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	954		ornamentTrill						
86	78	221	252	0.0		0	0	Dynamic	3/4	2	1	0					f							
86	78	221	252	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	955								
86	78	222	253	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	956								
86	78	223	254	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	957								
86	78	221	252	0.0		0	0	Dynamic	3/4	3	1	0					f							
86	78	221	252	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	958								
86	78	222	253	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	959								
86	78	221	252	0.0		0	0	Dynamic	3/4	4	1	0					f							
86	78	221	252	0.3333333333333333		0	0	Chord	3/4	4	1	1/12		1/8	2/3	960							132	
86	78	664/3	757/3	0.3333333333333333		1/12	1/12	Chord	3/4	4	1	1/12		1/8	2/3	961							132	
86	78	665/3	758/3	0.3333333333333333		1/6	1/6	Chord	3/4	4	1	1/12		1/8	2/3	962							132	
86	78	222	253	0.3333333333333333		1/4	1/4	Chord	3/4	4	1	1/12		1/8	2/3	963							132	
86	78	667/3	760/3	0.3333333333333333		1/3	1/3	Chord	3/4	4	1	1/12		1/8	2/3	964							132	
86	78	668/3	761/3	0.3333333333333333		5/12	5/12	Chord	3/4	4	1	1/12		1/8	2/3	965							132	
86	78	223	254	0.3333333333333333		1/2	1/2	Chord	3/4	4	1	1/12		1/8	2/3	966							132	
86	78	670/3	763/3	0.3333333333333333		7/12	7/12	Chord	3/4	4	1	1/12		1/8	2/3	967							132	
