mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
60	53	837/8	837/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	877													
60	53	419/4	419/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	878										107			
60	53	839/8	839/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	879													
60	53	105	105	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	880										108			
60	53	841/8	841/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	881													
60	53	421/4	421/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	882										109			
60	53	843/8	843/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	883													
60	53	211/2	211/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	884										110			
60	53	845/8	845/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	885													
60	53	423/4	423/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	886										111			
60	53	847/8	847/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	887													
60	53	106	106	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	888										112			
60	53	849/8	849/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	889													
60	53	425/4	425/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	890										113			
60	53	851/8	851/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	891													
60	53	209/2	209/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	892										114			
60	53	837/8	837/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	893													
60	53	419/4	419/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	894										115			
60	53	839/8	839/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	895													
60	53	105	105	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	896										116			
60	53	841/8	841/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	897													
60	53	421/4	421/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	898										117			
60	53	843/8	843/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	899													
60	53	211/2	211/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	900										118			
60	53	845/8	845/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	901													
60	53	423/4	423/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	902										119			
60	53	847/8	847/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	903													
60	53	106	106	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	904										120			
60	53	849/8	849/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	905													
60	53	425/4	425/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	906										121			
60	53	851/8	851/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	907													
60	53	209/2	209/2	0.0		0	0	Dynamic	2/4	3	1	0						p											
60	53	209/2	209/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	908													
60	53	211/2	211/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	909													
60	53	423/4	423/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	910										122			
60	53	106	106	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	911										122			
60	53	425/4	425/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	912													
61	54	213/2	213/2	0.0		0	0	StaffText	2/4	1	1	0								cresc.									
61	54	213/2	213/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	913										123			
61	54	853/8	853/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	914													
61	54	427/4	427/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	915										124			
61	54	855/8	855/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	916													
61	54	107	107	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	917										125			
61	54	857/8	857/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	918													
61	54	429/4	429/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	919										126			
61	54	859/8	859/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	920													
61	54	215/2	215/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	921										127			
61	54	861/8	861/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	922													
61	54	431/4	431/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	923										128			
61	54	863/8	863/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	924													
61	54	108	108	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	925										129			
61	54	865/8	865/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	926													
61	54	433/4	433/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	927										130			
61	54	867/8	867/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	928													
61	54	213/2	213/2	0.0		0	0	StaffText	2/4	2	1	0								cresc.									
61	54	213/2	213/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	929										131			
61	54	853/8	853/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	930													
61	54	427/4	427/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	931										132			
61	54	855/8	855/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	932													
61	54	107	107	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	933										133			
61	54	857/8	857/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	934													
61	54	429/4	429/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	935										134			
61	54	859/8	859/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	936													
61	54	215/2	215/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	937										135			
61	54	861/8	861/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	938													
61	54	431/4	431/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	939										136			
61	54	863/8	863/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	940													
61	54	108	108	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	941										137			
61	54	865/8	865/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	942													
61	54	433/4	433/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	943										138			
61	54	867/8	867/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	944													
61	54	213/2	213/2	0.0		0	0	StaffText	2/4	3	1	0								cresc.									
61	54	213/2	213/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	945													
61	54	215/2	215/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	946													
61	54	431/4	431/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	947										139			
61	54	108	108	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	948										139			
61	54	433/4	433/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	949													
61	54	213/2	213/2	0.0		0	0	StaffText	2/4	4	1	0								cresc.									
61	54	213/2	213/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	950													
61	54	215/2	215/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	951													
61	54	431/4	431/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	952										140			
61	54	108	108	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	953										140			
61	54	433/4	433/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	954													
62	55	217/2	217/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	955										141			
62	55	869/8	869/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	956										141			
62	55	435/4	435/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	957										141			
62	55	871/8	871/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	958										141			
62	55	109	109	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	959										141			
62	55	873/8	873/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	960										141			
62	55	437/4	437/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	961										141			
62	55	875/8	875/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	962										141			
62	55	219/2	219/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	963										141			
62	55	877/8	877/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	964										141			
62	55	439/4	439/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	965										141			
62	55	879/8	879/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	966										141			
62	55	110	110	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	967										141			
62	55	881/8	881/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	968										141			
62	55	441/4	441/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	969										141			
62	55	883/8	883/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	970													
62	55	217/2	217/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	971										142			
62	55	869/8	869/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	972										142			
62	55	435/4	435/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	973										142			
62	55	871/8	871/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	974										142			
62	55	109	109	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	975										142			
62	55	873/8	873/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	976										142			
62	55	437/4	437/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	977										142			
62	55	875/8	875/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	978										142			
62	55	219/2	219/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	979										142			
62	55	877/8	877/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	980										142			
62	55	439/4	439/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	981										142			
62	55	879/8	879/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	982										142			
62	55	110	110	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	983										142			
62	55	881/8	881/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	984										142			
62	55	441/4	441/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	985										142			
62	55	883/8	883/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	986													
62	55	217/2	217/2	2.0		0	0	Chord	2/4	3	1	1/2		1/2	1	987										143			
62	55	217/2	217/2	2.0		0	0	Chord	2/4	4	1	1/2		1/2	1	988										144			
63	56	221/2	221/2	0.0		0	0	Dynamic	2/4	1	1	0						p											
63	56	221/2	221/2	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	989													
63	56	221/2	221/2	0.0		0	0	Dynamic	2/4	2	1	0						p											
63	56	221/2	221/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	990										145			
63	56	885/8	885/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	991										145			
63	56	443/4	443/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	992										145			
63	56	887/8	887/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	993										145			
63	56	111	111	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	994										145			
63	56	889/8	889/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	995										145			
63	56	445/4	445/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	996										145			
63	56	891/8	891/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	997										145			
63	56	223/2	223/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	998										145			
63	56	893/8	893/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	999										145			
63	56	447/4	447/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1000										145			
63	56	895/8	895/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1001										145			
63	56	112	112	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1002										145			
63	56	897/8	897/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1003										145			
63	56	449/4	449/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1004										145			
63	56	899/8	899/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1005													
63	56	221/2	221/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1006										143			
63	56	111	111	0.0		1/8	1/8	Dynamic	2/4	3	1	0						p											
63	56	111	111	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1007													
63	56	112	112	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1008													
63	56	221/2	221/2	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1009										144			
63	56	111	111	0.0		1/8	1/8	Dynamic	2/4	4	1	0						p											
63	56	111	111	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1010													
64	57	225/2	225/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1011										146			
64	57	901/8	901/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1012													
64	57	451/4	451/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1013										147			
64	57	903/8	903/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1014													
64	57	113	113	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1015										148			
64	57	905/8	905/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1016													
64	57	453/4	453/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1017										149			
64	57	907/8	907/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1018													
64	57	227/2	227/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1019										150			
64	57	909/8	909/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1020													
64	57	455/4	455/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1021										151			
64	57	911/8	911/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1022													
64	57	114	114	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1023										152			
64	57	913/8	913/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1024													
64	57	457/4	457/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1025										153			
64	57	915/8	915/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1026													
64	57	225/2	225/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1027										154			
64	57	901/8	901/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1028													
64	57	451/4	451/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1029										155			
64	57	903/8	903/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1030													
64	57	113	113	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1031										156			
64	57	905/8	905/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1032													
64	57	453/4	453/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1033										157			
64	57	907/8	907/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1034													
64	57	227/2	227/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1035										158			
64	57	909/8	909/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1036													
64	57	455/4	455/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1037										159			
64	57	911/8	911/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1038													
64	57	114	114	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1039										160			
64	57	913/8	913/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1040													
64	57	457/4	457/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1041										161			
64	57	915/8	915/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1042													
64	57	225/2	225/2	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	1043										162			
64	57	227/2	227/2	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1044										162			
64	57	455/4	455/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	1045										162			
64	57	114	114	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1046										162			
64	57	457/4	457/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	1047													
65	58	229/2	229/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1048										163			
65	58	917/8	917/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1049													
65	58	459/4	459/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1050										164			
65	58	919/8	919/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1051													
65	58	115	115	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1052										165			
65	58	921/8	921/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1053													
65	58	461/4	461/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1054										166			
65	58	923/8	923/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1055													
65	58	231/2	231/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1056										167			
65	58	925/8	925/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1057													
65	58	463/4	463/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1058										168			
65	58	927/8	927/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1059													
65	58	116	116	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1060										169			
65	58	929/8	929/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1061													
65	58	465/4	465/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1062										170			
65	58	931/8	931/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1063													
65	58	229/2	229/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1064										171			
65	58	917/8	917/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1065													
65	58	459/4	459/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1066										172			
65	58	919/8	919/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1067													
65	58	115	115	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1068										173			
65	58	921/8	921/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1069													
65	58	461/4	461/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1070										174			
65	58	923/8	923/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1071													
65	58	231/2	231/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1072										175			
65	58	925/8	925/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1073													
65	58	463/4	463/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1074										176			
65	58	927/8	927/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1075													
65	58	116	116	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1076										177			
65	58	929/8	929/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1077													
65	58	465/4	465/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1078										178			
65	58	931/8	931/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1079													
65	58	229/2	229/2	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1080			articStaccatoBelow										
65	58	115	115	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1081			articStaccatoBelow										
65	58	231/2	231/2	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1082			articStaccatoBelow										
66	59	233/2	233/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1083										179			
66	59	933/8	933/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1084													
66	59	467/4	467/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1085										180			
66	59	935/8	935/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1086													
66	59	117	117	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1087										181			
66	59	937/8	937/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1088													
66	59	469/4	469/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1089										182			
66	59	939/8	939/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1090													
66	59	235/2	235/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1091										183			
66	59	941/8	941/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1092													
66	59	471/4	471/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1093										184			
66	59	943/8	943/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1094													
66	59	118	118	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1095										185			
66	59	945/8	945/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1096													
66	59	473/4	473/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1097										186			
66	59	947/8	947/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1098													
66	59	233/2	233/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1099										187			
66	59	933/8	933/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1100													
66	59	467/4	467/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1101										188			
66	59	935/8	935/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1102													
66	59	117	117	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1103										189			
66	59	937/8	937/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1104													
66	59	469/4	469/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1105										190			
66	59	939/8	939/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1106													
66	59	235/2	235/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1107										191			
66	59	941/8	941/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1108													
66	59	471/4	471/4	0.125		5/16	5/16	Chord	2/4	2	1	1/32		1/32	1	1109										192			
66	59	943/8	943/8	0.125		11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	1110													
66	59	118	118	0.125		3/8	3/8	Chord	2/4	2	1	1/32		1/32	1	1111										193			
66	59	945/8	945/8	0.125		13/32	13/32	Chord	2/4	2	1	1/32		1/32	1	1112													
66	59	473/4	473/4	0.125		7/16	7/16	Chord	2/4	2	1	1/32		1/32	1	1113										194			
66	59	947/8	947/8	0.125		15/32	15/32	Chord	2/4	2	1	1/32		1/32	1	1114													
66	59	233/2	233/2	0.0		0	0	Dynamic	2/4	4	1	0						p											
66	59	233/2	233/2	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	1115										195			
66	59	235/2	235/2	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1116										195			
66	59	471/4	471/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	1117										195			
66	59	118	118	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1118										195			
66	59	473/4	473/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	1119													
67	60	237/2	237/2	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	1120										196			
67	60	949/8	949/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	1121													
67	60	475/4	475/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	1122										197			
67	60	951/8	951/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	1123													
67	60	119	119	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	1124										198			
67	60	953/8	953/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	1125													
67	60	477/4	477/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	1126										199			
67	60	955/8	955/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	1127													
67	60	239/2	239/2	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	1128										200			
67	60	957/8	957/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	1129													
67	60	479/4	479/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	1130										201			
67	60	959/8	959/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	1131													
67	60	120	120	0.125		3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	1132										202			
67	60	961/8	961/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	1133													
67	60	481/4	481/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1134										203			
67	60	963/8	963/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1135													
67	60	237/2	237/2	0.125		0	0	Chord	2/4	2	1	1/32		1/32	1	1136										204			
67	60	949/8	949/8	0.125		1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	1137													
67	60	475/4	475/4	0.125		1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	1138										205			
67	60	951/8	951/8	0.125		3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	1139													
67	60	119	119	0.125		1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	1140										206			
67	60	953/8	953/8	0.125		5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	1141													
67	60	477/4	477/4	0.125		3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	1142										207			
67	60	955/8	955/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	1143													
67	60	239/2	239/2	0.125		1/4	1/4	Chord	2/4	2	1	1/32		1/32	1	1144										208			
67	60	957/8	957/8	0.125		9/32	9/32	Chord	2/4	2	1	1/32		1/32	1	1145													
