mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
306	306	1222	1222	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3802							
306	306	2447/2	2447/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3803							
306	306	1220	1220	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3804							
306	306	1220	1220	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3805							
306	306	1220	1220	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3806							
307	307	1224	1224	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3807							
307	307	2451/2	2451/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3808							
307	307	1226	1226	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3809							
307	307	2455/2	2455/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3810							
307	307	1224	1224	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3811							
307	307	1224	1224	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3812							
307	307	1224	1224	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3813							
307	307	2451/2	2451/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3814							
307	307	1226	1226	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3815							
307	307	2455/2	2455/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3816							
308	308	1228	1228	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3817							
308	308	2459/2	2459/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3818							
308	308	1230	1230	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3819							
308	308	2463/2	2463/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3820							
308	308	1228	1228	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3821							
308	308	1228	1228	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3822							
308	308	1228	1228	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3823							
309	309	1232	1232	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3824							
309	309	2467/2	2467/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3825							
309	309	1234	1234	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3826							
309	309	2471/2	2471/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3827							
309	309	1232	1232	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3828							
309	309	1232	1232	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3829							
309	309	1232	1232	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3830							
309	309	2467/2	2467/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3831							
309	309	1234	1234	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3832							
309	309	2471/2	2471/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3833							
310	310	1236	1236	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3834		articStaccatoAbove					
310	310	1237	1237	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	3835		articStaccatoAbove					
310	310	1238	1238	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3836				485			
310	310	1239	1239	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3837				485			
310	310	2479/2	2479/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3838							
310	310	1236	1236	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3839							
310	310	1236	1236	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3840							
310	310	1236	1236	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3841							
311	311	1240	1240	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3842		articStaccatoAbove					
311	311	1241	1241	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	3843		articStaccatoAbove					
311	311	1242	1242	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3844				486			
311	311	1243	1243	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3845				486			
311	311	2487/2	2487/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3846							
311	311	1240	1240	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3847							
311	311	1240	1240	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3848							
311	311	1240	1240	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3849							
312	312	1244	1244	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3850		articStaccatoAbove					
312	312	1245	1245	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	3851		articStaccatoAbove					
312	312	1246	1246	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3852				487			
312	312	1247	1247	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3853				487			
312	312	2495/2	2495/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3854							
312	312	1244	1244	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3855		articStaccatoAbove					
312	312	1245	1245	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	3856		articStaccatoAbove					
312	312	1246	1246	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3857				488			
312	312	1247	1247	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3858				488			
312	312	2495/2	2495/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3859							
312	312	1244	1244	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3860							
312	312	1244	1244	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3861							
313	313	1248	1248	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3862		articStaccatoAbove					
313	313	1249	1249	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	3863		articStaccatoAbove					
313	313	1250	1250	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3864				489			
313	313	1251	1251	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	3865				489			
313	313	2503/2	2503/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	3866							
313	313	1248	1248	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3867		articStaccatoAbove					
313	313	1249	1249	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	3868		articStaccatoBelow					
313	313	1250	1250	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3869				490			
313	313	1251	1251	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3870				490			
313	313	2503/2	2503/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3871							
313	313	1248	1248	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3872							
313	313	1248	1248	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3873							
314	314	1252	1252	0.0	0	0	Dynamic	2/2	1	1	0						p						
314	314	1252	1252	4.0	0	0	Chord	2/2	1	1	1			1	1	3874							
314	314	1252	1252	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3875				491			
314	314	1253	1253	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3876				491			
314	314	2507/2	2507/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3877				491			
314	314	1254	1254	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3878				491			
314	314	1255	1255	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3879				491			
314	314	2511/2	2511/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3880							
314	314	1252	1252	0.0	0	0	Dynamic	2/2	3	1	0						p						
315	315	1256	1256	0.0	0	0	StaffText	2/2	1	1	0								<i>cresc.</i>				
315	315	1256	1256	4.0	0	0	Chord	2/2	1	1	1			1	1	3881							
315	315	1256	1256	0.0	0	0	StaffText	2/2	2	1	0								<i>cresc.</i>				
315	315	1256	1256	4.0	0	0	Chord	2/2	2	1	1			1	1	3882							
315	315	1256	1256	0.0	0	0	Dynamic	2/2	4	1	0						p						
315	315	1256	1256	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3883				492			
315	315	1257	1257	0.0	1/4	1/4	StaffText	2/2	4	1	0								<i>cresc.</i>	492			
315	315	1257	1257	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3884				492			
315	315	2515/2	2515/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3885				492			
315	315	1258	1258	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3886				492			
315	315	1259	1259	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3887				492			
315	315	2519/2	2519/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3888							
316	316	1260	1260	4.0	0	0	Chord	2/2	1	1	1			1	1	3889							
316	316	1260	1260	4.0	0	0	Chord	2/2	2	1	1			1	1	3890							
316	316	1260	1260	0.0	0	0	Dynamic	2/2	3	1	0						p						
316	316	1260	1260	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3891				493			
316	316	1261	1261	0.0	1/4	1/4	StaffText	2/2	3	1	0								<i>cresc.</i>	493			
316	316	1261	1261	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	3892				493			
316	316	2523/2	2523/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	3893				493			
316	316	1262	1262	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3894				493			
316	316	1263	1263	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	3895				493			
316	316	2527/2	2527/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	3896							
316	316	1260	1260	4.0	0	0	Chord	2/2	4	1	1			1	1	3897							
317	317	1264	1264	0.0	0	0	Dynamic	2/2	1	1	0						p						
317	317	1264	1264	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	3898				494			
317	317	1265	1265	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	3899				494			
317	317	2531/2	2531/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	3900				494			
317	317	1266	1266	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	3901				494			
317	317	1267	1267	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	3902							
317	317	1264	1264	0.0	0	0	Dynamic	2/2	2	1	0						p						
317	317	1264	1264	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	3903				495			
317	317	1266	1266	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3904				495			
317	317	1267	1267	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	3905							
317	317	1264	1264	0.0	0	0	Dynamic	2/2	3	1	0						p						
317	317	1264	1264	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3906				496			
317	317	1265	1265	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	3907				496			
317	317	1266	1266	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3908				496			
317	317	1267	1267	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	3909							
317	317	1264	1264	0.0	0	0	Dynamic	2/2	4	1	0						p						
317	317	1264	1264	2.0	0	0	Chord	2/2	4	1	1/2			1/2	1	3910							
317	317	1266	1266	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3911							
317	317	1267	1267	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	3912							
318	318	1268	1268	4.0	0	0	Chord	2/2	1	1	1			1	1	3913							
318	318	1268	1268	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	3914				497			
318	318	1269	1269	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	3915				497			
318	318	2539/2	2539/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	3916				497			
318	318	1270	1270	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	3917				497			
318	318	1271	1271	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3918				497			
318	318	2543/2	2543/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3919							
318	318	1268	1268	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3920				498			
318	318	1269	1269	3.0	1/4	1/4	Chord	2/2	3	1	3/4			1/2	3/2	3921							
318	318	1268	1268	4.0	0	0	Chord	2/2	4	1	1			1	1	3922							
319	319	1272	1272	0.0	0	0	StaffText	2/2	1	1	0								<i>cresc.</i>				
319	319	1272	1272	4.0	0	0	Chord	2/2	1	1	1			1	1	3923							
319	319	1272	1272	0.0	0	0	StaffText	2/2	2	1	0								<i>cresc.</i>				
319	319	1272	1272	4.0	0	0	Chord	2/2	2	1	1			1	1	3924							
319	319	1272	1272	0.0	0	0	StaffText	2/2	3	1	0								<i>cresc.</i>				
319	319	1272	1272	4.0	0	0	Chord	2/2	3	1	1			1	1	3925							
319	319	1272	1272	0.0	0	0	StaffText	2/2	4	1	0								<i>cresc.</i>				
319	319	1272	1272	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3926				499			
319	319	1273	1273	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3927				499			
319	319	2547/2	2547/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3928				499			
319	319	1274	1274	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3929				499			
319	319	1275	1275	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3930				499			
319	319	2551/2	2551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3931							
320	320	1276	1276	4.0	0	0	Chord	2/2	1	1	1			1	1	3932							
320	320	1276	1276	4.0	0	0	Chord	2/2	2	1	1			1	1	3933							
320	320	1276	1276	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3934				500			
320	320	1277	1277	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	3935				500			
320	320	2555/2	2555/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	3936				500			
320	320	1278	1278	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3937				500			
320	320	1279	1279	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	3938				500			
320	320	2559/2	2559/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	3939							
320	320	1276	1276	4.0	0	0	Chord	2/2	4	1	1			1	1	3940							
321	321	1280	1280	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	3941							
321	321	1282	1282	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3942							
321	321	1280	1280	0.0	0	0	Dynamic	2/2	2	1	0						p						
321	321	1280	1280	4.0	0	0	Chord	2/2	2	1	1			1	1	3943							
321	321	1280	1280	0.0	0	0	Dynamic	2/2	3	1	0						p						
321	321	1280	1280	4.0	0	0	Chord	2/2	3	1	1			1	1	3944							
321	321	1280	1280	0.0	0	0	Dynamic	2/2	4	1	0						p						
321	321	1280	1280	0.0	0	0	Dynamic	2/2	4	1	0						p						
321	321	1280	1280	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3945				501			
321	321	1281	1281	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3946				501			
321	321	2563/2	2563/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3947				501			
321	321	1282	1282	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3948				501			
321	321	1283	1283	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3949				501			
321	321	2567/2	2567/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3950							
322	322	1284	1284	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	3951							
322	322	1286	1286	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3952							
322	322	1284	1284	4.0	0	0	Chord	2/2	2	1	1			1	1	3953							
322	322	1284	1284	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	3954				502			
322	322	1285	1285	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	3955				502			
322	322	2571/2	2571/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	3956				502			
322	322	1286	1286	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	3957				502			
322	322	1287	1287	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	3958				502			
322	322	2575/2	2575/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	3959							
322	322	1284	1284	4.0	0	0	Chord	2/2	4	1	1			1	1	3960							
323	323	1288	1288	0.0	0	0	StaffText	2/2	1	1	0								<i>dim.</i>				
323	323	1288	1288	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	3961							
323	323	1290	1290	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3962							
323	323	1288	1288	0.0	0	0	StaffText	2/2	2	1	0								<i>dim.</i>				
323	323	1288	1288	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	3963							
323	323	1291	1291	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3964				503			
323	323	2583/2	2583/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3965							
323	323	1288	1288	0.0	0	0	StaffText	2/2	3	1	0								<i>dim.</i>				
323	323	1288	1288	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	3966							
323	323	1291	1291	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	3967				504			
323	323	2583/2	2583/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	3968							
323	323	1288	1288	0.0	0	0	StaffText	2/2	4	1	0								<i>dim.</i>				
323	323	1288	1288	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3969							
323	323	1289	1289	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3970				505			
323	323	2579/2	2579/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3971				505			
323	323	1290	1290	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3972				505			
323	323	1291	1291	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3973				505			
323	323	2583/2	2583/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3974							
324	324	1292	1292	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	3975							
324	324	1294	1294	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3976							
324	324	1292	1292	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	3977							
324	324	1294	1294	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	3978							
324	324	1292	1292	2.0	0	0	Chord	2/2	3	1	1/2			1/2	1	3979							
324	324	1294	1294	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	3980							
324	324	1292	1292	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3981							
324	324	1293	1293	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3982				506			
324	324	2587/2	2587/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3983				506			
324	324	1294	1294	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3984				506			
324	324	1295	1295	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3985				506			
324	324	2591/2	2591/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	3986							
325	325	1296	1296	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	3987							
325	325	1298	1298	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	3988							
325	325	1296	1296	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	3989							
325	325	1299	1299	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	3990				507			
325	325	2599/2	2599/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	3991				507			
325	325	1296	1296	3.0	0	0	Chord	2/2	3	1	3/4			1/2	3/2	3992							
325	325	1299	1299	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	3993				508			
325	325	2599/2	2599/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	3994				508			
325	325	1296	1296	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	3995							
325	325	1297	1297	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	3996				509			
325	325	2595/2	2595/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	3997				509			
325	325	1298	1298	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	3998				509			
325	325	1299	1299	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	3999				509			
325	325	2599/2	2599/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	4000							
326	326	1300	1300	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	4001							
326	326	1302	1302	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	4002							
326	326	1300	1300	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	4003							
326	326	1301	1301	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	4004				510			
326	326	2603/2	2603/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	4005				510			
326	326	1302	1302	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	4006				510			
326	326	1303	1303	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	4007							
326	326	1300	1300	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	4008							
326	326	1303	1303	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	4009				511			
326	326	2607/2	2607/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	4010				511			
326	326	1300	1300	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	4011							
326	326	1301	1301	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	4012				512			
326	326	2603/2	2603/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	4013				512			
326	326	1302	1302	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	4014				512			
326	326	1303	1303	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	4015				512			
326	326	2607/2	2607/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	4016							
327	327	1304	1304	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	4017							
327	327	1306	1306	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4018							
327	327	1307	1307	0.0	3/4	3/4	Dynamic	2/2	1	1	0						pp						
327	327	1307	1307	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4019				513			
327	327	2615/2	2615/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4020				513			
327	327	1304	1304	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	4021							
327	327	1304	1304	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	4022							
327	327	1305	1305	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	4023				514			
327	327	2611/2	2611/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	4024				514			
327	327	1306	1306	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	4025				514			
327	327	1307	1307	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	4026							
327	327	1304	1304	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	4027							
327	327	1305	1305	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	4028				515			
327	327	2611/2	2611/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	4029				515			
327	327	1306	1306	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	4030				515			
327	327	1307	1307	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	4031							
328	328	1308	1308	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	4032		articStaccatoBelow					
328	328	2619/2	2619/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4033		articStaccatoBelow					
328	328	1310	1310	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4034		articStaccatoBelow					
328	328	1311	1311	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4035				516			
328	328	2623/2	2623/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4036				516			
328	328	1308	1308	0.0	0	0	Dynamic	2/2	2	1	0						pp						
328	328	1308	1308	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	4037							
328	328	1308	1308	0.0	0	0	Dynamic	2/2	3	1	0						pp						
328	328	1308	1308	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	4038							
328	328	1308	1308	0.0	0	0	Dynamic	2/2	4	1	0						pp						
328	328	1308	1308	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	4039							
329	329	1312	1312	0.0	0	0	StaffText	2/2	1	1	0								<i>sempre <sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>				
329	329	1312	1312	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	4040		articStaccatoBelow					
329	329	2627/2	2627/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4041		articStaccatoBelow					
329	329	1314	1314	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4042		articStaccatoBelow					
329	329	1315	1315	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4043				517			
329	329	2631/2	2631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4044				517			
329	329	1312	1312	0.0	0	0	StaffText	2/2	2	1	0								<i>sempre <sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>				
329	329	1312	1312	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	4045							
329	329	1312	1312	0.0	0	0	StaffText	2/2	3	1	0								<i>sempre <sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>				
329	329	1312	1312	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	4046							
329	329	1312	1312	0.0	0	0	StaffText	2/2	4	1	0								<i>sempre <sym>dynamicPiano</sym><sym>dynamicPiano</sym></i>				
329	329	1312	1312	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	4047							
330	330	1316	1316	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	4048		articStaccatoBelow					
330	330	2635/2	2635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	4049		articStaccatoBelow					
330	330	1318	1318	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	4050		articStaccatoBelow					
330	330	1319	1319	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	4051				518			
330	330	2639/2	2639/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	4052				518			
330	330	1316	1316	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	4053							
330	330	1316	1316	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	4054							
330	330	1316	1316	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	4055							
