mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
193	193	1543/2	1543/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	2568							
194	194	772	772	4.0	0	0	Chord	2/2	1	1	1			1	1	2569							
194	194	772	772	4.0	0	0	Chord	2/2	2	1	1			1	1	2570							
194	194	772	772	4.0	0	0	Chord	2/2	3	1	1			1	1	2571							
194	194	772	772	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	2572							
194	194	773	773	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2573				264			
194	194	1547/2	1547/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2574				264			
194	194	774	774	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	2575		articStaccatoAbove					
194	194	775	775	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	2576				265			
194	194	1551/2	1551/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	2577				265			
195	195	776	776	4.0	0	0	Chord	2/2	1	1	1			1	1	2578							
195	195	776	776	4.0	0	0	Chord	2/2	2	1	1			1	1	2579							
195	195	776	776	4.0	0	0	Chord	2/2	3	1	1			1	1	2580							
195	195	776	776	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	2581		articStaccatoAbove					
195	195	777	777	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2582				266			
195	195	1555/2	1555/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2583							
195	195	778	778	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	2584		ornamentTrill					
196	196	780	780	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2585							
196	196	781	781	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2586				267			
196	196	1563/2	1563/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2587				267			
196	196	782	782	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2588							
196	196	783	783	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2589				268			
196	196	1567/2	1567/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2590				268			
196	196	780	780	4.0	0	0	Chord	2/2	2	1	1			1	1	2591							
196	196	780	780	4.0	0	0	Chord	2/2	3	1	1			1	1	2592							
196	196	780	780	4.0	0	0	Chord	2/2	4	1	1			1	1	2593							
197	197	784	784	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2594							
197	197	785	785	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2595				269			
197	197	1571/2	1571/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2596							
197	197	786	786	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2597		ornamentTrill					
197	197	784	784	4.0	0	0	Chord	2/2	2	1	1			1	1	2598							
197	197	784	784	4.0	0	0	Chord	2/2	3	1	1			1	1	2599							
197	197	784	784	4.0	0	0	Chord	2/2	4	1	1			1	1	2600							
198	198	788	788	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2601							
198	198	788	788	4.0	0	0	Chord	2/2	2	1	1			1	1	2602							
198	198	788	788	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	2603							
198	198	789	789	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2604				270			
198	198	1579/2	1579/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2605				270			
198	198	790	790	0.5	1/2	1/2	Chord	2/2	3	1	1/8			1/8	1	2606							
198	198	791	791	0.5	3/4	3/4	Chord	2/2	3	1	1/8			1/8	1	2607				271			
198	198	1583/2	1583/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8			1/8	1	2608				271			
198	198	788	788	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	2609							
198	198	789	789	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2610				272			
198	198	1579/2	1579/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2611				272			
198	198	790	790	0.5	1/2	1/2	Chord	2/2	4	1	1/8			1/8	1	2612							
198	198	791	791	0.5	3/4	3/4	Chord	2/2	4	1	1/8			1/8	1	2613				273			
198	198	1583/2	1583/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8			1/8	1	2614				273			
199	199	795	795	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2615							
199	199	792	792	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	2616							
199	199	795	795	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2617							
199	199	792	792	0.5	0	0	Chord	2/2	3	1	1/8			1/8	1	2618							
199	199	793	793	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2619				274			
199	199	1587/2	1587/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2620							
199	199	794	794	0.0	1/2	1/2	StaffText	2/2	3	1	0												
199	199	794	794	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2621		ornamentTrill					
199	199	792	792	0.5	0	0	Chord	2/2	4	1	1/8			1/8	1	2622							
199	199	793	793	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2623				275			
199	199	1587/2	1587/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2624							
199	199	794	794	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	2625		ornamentTrill					
200	200	796	796	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2626							
200	200	797	797	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2627				276			
200	200	1595/2	1595/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2628				276			
200	200	798	798	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2629							
200	200	799	799	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2630				277			
200	200	1599/2	1599/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2631				277			
200	200	796	796	4.0	0	0	Chord	2/2	2	1	1			1	1	2632				278			
200	200	796	796	4.0	0	0	Chord	2/2	3	1	1			1	1	2633							
200	200	796	796	4.0	0	0	Chord	2/2	4	1	1			1	1	2634							
201	201	800	800	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2635							
201	201	801	801	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2636				279			
201	201	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2637							
201	201	802	802	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2638		ornamentTrill					
201	201	800	800	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2639							
201	201	1603/2	1603/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2640							
201	201	802	802	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2641							
201	201	1607/2	1607/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2642							
201	201	800	800	4.0	0	0	Chord	2/2	3	1	1			1	1	2643							
201	201	800	800	4.0	0	0	Chord	2/2	4	1	1			1	1	2644							
202	202	804	804	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2645							
202	202	805	805	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2646				280			
202	202	1611/2	1611/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2647				280			
202	202	806	806	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2648							
202	202	807	807	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2649				281			
202	202	1615/2	1615/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2650				281			
202	202	804	804	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2651							
202	202	804	804	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2652							
202	202	804	804	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2653							
203	203	808	808	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2654							
203	203	809	809	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2655				282			
203	203	1619/2	1619/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2656				282			
203	203	810	810	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2657		ornamentTrill					
203	203	811	811	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2658							
203	203	811	811	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2659							
203	203	811	811	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2660							
204	204	812	812	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2661							
204	204	813	813	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2662				283			
204	204	1627/2	1627/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2663				283			
204	204	814	814	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	2664							
204	204	815	815	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	2665				284			
204	204	1631/2	1631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2666				284			
204	204	812	812	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2667							
204	204	812	812	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2668							
204	204	812	812	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2669							
205	205	816	816	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2670							
205	205	817	817	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	2671				285			
205	205	1635/2	1635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	2672							
205	205	818	818	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2673		ornamentTrill					
205	205	819	819	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2674							
205	205	819	819	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2675							
205	205	819	819	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2676							
206	206	821	821	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2677							
206	206	822	822	0.0	1/2	1/2	Dynamic	2/2	1	1	0						sf						
206	206	822	822	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2678		ornamentTrill					
206	206	820	820	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2679							
206	206	821	821	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2680							
206	206	822	822	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2681							
206	206	820	820	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2682							
206	206	821	821	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	2683							
206	206	822	822	0.0	1/2	1/2	Dynamic	2/2	3	1	0						sf						
206	206	822	822	0.0	1/2	1/2	Dynamic	2/2	3	1	0						sf						
206	206	822	822	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2684							
206	206	820	820	0.0	0	0	Dynamic	2/2	4	1	0						f						
206	206	820	820	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2685							
207	207	825	825	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2686							
207	207	826	826	0.0	1/2	1/2	Dynamic	2/2	1	1	0						sf						
207	207	826	826	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2687		ornamentTrill					
207	207	825	825	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2688							
207	207	826	826	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2689							
207	207	825	825	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	2690							
207	207	826	826	0.0	1/2	1/2	Dynamic	2/2	3	1	0						sf						
207	207	826	826	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2691							
207	207	824	824	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2692							
207	207	826	826	0.0	1/2	1/2	Dynamic	2/2	4	1	0						sf						
208	208	829	829	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2693							
208	208	830	830	0.0	1/2	1/2	Dynamic	2/2	1	1	0						sf						
208	208	830	830	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2694		ornamentTrill					
208	208	829	829	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2695							
208	208	830	830	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2696							
208	208	829	829	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	2697							
208	208	830	830	0.0	1/2	1/2	Dynamic	2/2	3	1	0						sf						
208	208	830	830	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2698							
208	208	828	828	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2699							
208	208	830	830	0.0	1/2	1/2	Dynamic	2/2	4	1	0						sf						
209	209	832	832	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	2700		ornamentTrill					
209	209	834	834	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	2701		ornamentTrill					
209	209	833	833	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	2702							
209	209	835	835	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2703							
209	209	833	833	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	2704							
209	209	835	835	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2705							
209	209	832	832	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2706							
209	209	833	833	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	2707							
209	209	834	834	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2708							
209	209	835	835	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2709							
210	210	836	836	0.0	0	0	Dynamic	2/2	1	1	0						sf						
210	210	836	836	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	2710				286			
210	210	839	839	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2711				286			
210	210	836	836	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2712							
210	210	836	836	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2713							
210	210	837	837	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2714				287			
210	210	1675/2	1675/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2715				287			
210	210	838	838	0.0	1/2	1/2	Dynamic	2/2	3	1	0						sf						
210	210	838	838	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2716							
210	210	836	836	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2717							
210	210	837	837	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2718				288			
210	210	1675/2	1675/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2719				288			
210	210	838	838	0.0	1/2	1/2	Dynamic	2/2	4	1	0						sf						
210	210	838	838	2.0	1/2	1/2	Chord	2/2	4	1	1/2			1/2	1	2720							
211	211	840	840	0.0	0	0	Dynamic	2/2	1	1	0						sf			286			
211	211	840	840	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	2721				286			
211	211	843	843	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2722				286			
211	211	841	841	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2723				289			
211	211	1683/2	1683/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2724				289			
211	211	842	842	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2725				289			
211	211	843	843	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2726							
211	211	840	840	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2727							
211	211	841	841	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2728				290			
211	211	1683/2	1683/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2729				290			
211	211	842	842	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2730				290			
211	211	843	843	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2731							
211	211	840	840	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2732							
211	211	841	841	0.5	1/4	1/4	Chord	2/2	4	1	1/8			1/8	1	2733				291			
211	211	1683/2	1683/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8			1/8	1	2734				291			
211	211	842	842	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2735				291			
211	211	843	843	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2736							
212	212	844	844	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2737							
212	212	845	845	0.0	1/4	1/4	Dynamic	2/2	1	1	0						sf						
212	212	845	845	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	2738				292			
212	212	847	847	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2739				292			
212	212	844	844	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2740							
212	212	845	845	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2741				293			
212	212	1691/2	1691/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2742				293			
212	212	846	846	0.0	1/2	1/2	Dynamic	2/2	2	1	0						sf						
212	212	846	846	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	2743							
212	212	844	844	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2744							
212	212	845	845	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2745				294			
212	212	1691/2	1691/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2746				294			
212	212	846	846	2.0	1/2	1/2	Chord	2/2	3	1	1/2			1/2	1	2747							
212	212	844	844	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2748							
212	212	845	845	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	2749							
212	212	846	846	0.0	1/2	1/2	Dynamic	2/2	4	1	0						sf						
212	212	846	846	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2750							
212	212	847	847	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2751							
213	213	848	848	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	2752				292			
213	213	851	851	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2753				292			
213	213	848	848	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2754							
213	213	849	849	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2755				295			
213	213	1699/2	1699/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2756				295			
213	213	850	850	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2757				295			
213	213	851	851	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2758							
213	213	848	848	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2759							
213	213	849	849	0.5	1/4	1/4	Chord	2/2	3	1	1/8			1/8	1	2760				296			
213	213	1699/2	1699/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8			1/8	1	2761				296			
213	213	850	850	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2762				296			
213	213	851	851	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2763							
213	213	848	848	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2764							
213	213	849	849	1.0	1/4	1/4	Chord	2/2	4	1	1/4			1/4	1	2765							
213	213	850	850	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2766							
213	213	851	851	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2767							
214	214	852	852	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2768							
214	214	853	853	0.0	1/4	1/4	Dynamic	2/2	1	1	0						sf						
214	214	853	853	0.0	1/4	1/4	Spanner	2/2	1	1	0											1	
214	214	853	853	2.0	1/4	1/4	Chord	2/2	1	1	1/2			1/2	1	2769				297		1	
214	214	855	855	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2770				297		1	
214	214	852	852	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2771							
214	214	852	852	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2772							
214	214	852	852	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2773							
215	215	856	856	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2774				297		1	
215	215	857	857	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2775				297		1	
215	215	858	858	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2776				297		1	
215	215	859	859	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2777						1	
215	215	859	859	0.0	3/4	3/4	Dynamic	2/2	2	1	0						p						
215	215	859	859	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2778				298			
215	215	859	859	0.0	3/4	3/4	Dynamic	2/2	3	1	0						p						
215	215	859	859	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2779				299			
215	215	859	859	0.0	3/4	3/4	Dynamic	2/2	4	1	0						p						
215	215	859	859	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2780				300			
216	216	860	860	0.0	0	0	Dynamic	2/2	1	1	0						p						
216	216	860	860	0.0	0	0	Spanner	2/2	1	1	0												
216	216	860	860	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2781				301			
216	216	861	861	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2782				301			
216	216	862	862	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2783				301			
216	216	863	863	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2784				301			
216	216	860	860	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	2785							
216	216	862	862	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2786				302			
216	216	863	863	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2787							
216	216	860	860	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	2788							
216	216	862	862	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2789				303			
216	216	863	863	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2790							
216	216	860	860	1.0	0	0	Chord	2/2	4	1	1/4			1/4	1	2791							
216	216	862	862	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2792				304			
216	216	863	863	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2793							
217	217	864	864	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2794				301			
217	217	865	865	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2795							
217	217	867	867	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2796				305			
217	217	866	866	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2797				306			
217	217	867	867	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2798							
217	217	866	866	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2799				307			
217	217	867	867	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2800							
217	217	866	866	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2801				308			
217	217	867	867	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2802							
218	218	868	868	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2803				305			
218	218	869	869	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2804							
218	218	871	871	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2805				309			
218	218	870	870	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2806				310			
218	218	871	871	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2807							
218	218	870	870	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2808				311			
218	218	871	871	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2809							
218	218	870	870	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2810				312			
218	218	871	871	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2811							
219	219	872	872	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2812				309			
219	219	873	873	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2813							
219	219	875	875	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2814				313			
219	219	874	874	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2815				314			
219	219	875	875	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2816							
219	219	874	874	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2817				315			
219	219	875	875	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2818							
219	219	874	874	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2819				316			
219	219	875	875	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2820							
220	220	876	876	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2821				313			
220	220	877	877	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2822				313			
220	220	878	878	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	2823				313			
220	220	879	879	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2824				313			
220	220	878	878	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2825				317			
220	220	879	879	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2826							
220	220	878	878	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2827				318			
220	220	879	879	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2828							
220	220	878	878	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2829				319			
220	220	879	879	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2830							
221	221	880	880	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2831				313			
221	221	881	881	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2832							
221	221	883	883	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2833				320			
221	221	882	882	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2834				321			
221	221	883	883	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	2835							
221	221	882	882	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	2836				322			
221	221	883	883	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	2837							
221	221	882	882	1.0	1/2	1/2	Chord	2/2	4	1	1/4			1/4	1	2838				323			
221	221	883	883	1.0	3/4	3/4	Chord	2/2	4	1	1/4			1/4	1	2839							
222	222	884	884	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	2840				320			
222	222	885	885	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2841							
222	222	887	887	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	2842				324			
222	222	886	886	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	2843				325			
