mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
49	47	140	140	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	735				
49	47	281/2	281/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	736				
49	47	141	141	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	737				
49	47	283/2	283/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	738				
49	47	142	142	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	739				
49	47	279/2	279/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	740				
49	47	279/2	279/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	741				
49	47	279/2	279/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	742				
50	48		285/2	1.0	1	0	0	Chord	3/4	1	1	1/4	1/4	1	743				
50	48		143	0.5	1	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	744				
50	48		287/2	0.5	1	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	745				
50	48		143	0.5	1	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	746				
50	48		287/2	0.5	1	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	747				
50	48		143	0.5	1	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	748				
50	48		287/2	0.5	1	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	749				
51	48	285/2	144	1.0	2	0	0	Chord	3/4	1	1	1/4	1/4	1	750				
51	48	143	289/2	0.5	2	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	751				
51	48	287/2	145	0.5	2	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	752				
51	48	143	289/2	0.5	2	1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	753				
51	48	287/2	145	0.5	2	1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	754				
51	48	143	289/2	0.5	2	1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	755				
51	48	287/2	145	0.5	2	1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	756				
52	48	145	293/2	0.0		0	5/8	StaffText	3/4	1	1	0						TRIO	
52	48	145	293/2	0.0		0	5/8	Dynamic	3/4	1	1	0				p			
52	48	145	293/2	0.25		0	5/8	Chord	3/4	1	1	1/16	1/16	1	757				2
52	48	581/4	587/4	0.25		1/16	11/16	Chord	3/4	1	1	1/16	1/16	1	758				
53	49	291/2	147	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	759		articStaccatoAbove		
53	49	146	295/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	760				3
53	49	585/4	591/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	761				
53	49	293/2	148	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	762		articStaccatoAbove		
53	49	147	297/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	763				4
53	49	589/4	595/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	764				
53	49	295/2	149	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	765		articStaccatoBelow		
53	49	148	299/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	766				5
53	49	593/4	599/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	767				
54	50	297/2	150	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	768		articStaccatoBelow		
54	50	149	301/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	769				6
54	50	597/4	603/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	770				
54	50	299/2	151	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	771		articStaccatoBelow		
54	50	150	303/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	772				7
54	50	601/4	607/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	773				
54	50	301/2	152	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	774		articStaccatoBelow		
54	50	151	305/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	775				8
54	50	605/4	611/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	776				
54	50	297/2	150	0.0		0	0	Dynamic	3/4	2	1	0				f			
54	50	297/2	150	0.0		0	0	Dynamic	3/4	2	1	0				fp			
54	50	297/2	150	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	777				
54	50	299/2	151	0.0		1/4	1/4	Dynamic	3/4	2	1	0				fp			
54	50	299/2	151	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	778				
54	50	297/2	150	0.0		0	0	Dynamic	3/4	3	1	0				f			
54	50	297/2	150	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	779				
54	50	301/2	152	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p			
54	50	301/2	152	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	780				9
54	50	297/2	150	0.0		0	0	Dynamic	3/4	4	1	0				f			
54	50	297/2	150	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	781				
54	50	301/2	152	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p			
54	50	301/2	152	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	782				10
55	51	303/2	153	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	783		articStaccatoBelow		
55	51	152	307/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	784				11
55	51	609/4	615/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	785				
55	51	305/2	154	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	786		articStaccatoBelow		
55	51	153	309/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	787				12
55	51	613/4	619/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	788				
55	51	307/2	155	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	789		articStaccatoBelow		
55	51	154	311/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	790				13
55	51	617/4	623/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	791				
55	51	303/2	153	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	792				
55	51	305/2	154	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	793				
55	51	307/2	155	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	794				
55	51	303/2	153	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	795				9
55	51	305/2	154	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	796				9
55	51	307/2	155	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	797				
55	51	303/2	153	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	798				10
55	51	305/2	154	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	799				10
55	51	307/2	155	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	800				
56	52	309/2	156	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	801		articStaccatoBelow		
56	52	155	313/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	802				14
56	52	621/4	627/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	803				
56	52	311/2	157	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	804		articStaccatoBelow		
56	52	156	315/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	805				15
56	52	625/4	631/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	806				
56	52	313/2	158	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	807		articStaccatoAbove		
56	52	157	317/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	808				16
56	52	629/4	635/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	809				
56	52	309/2	156	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	810				
56	52	309/2	156	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	811				
56	52	309/2	156	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	812				
57	53	315/2	159	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	813		articStaccatoAbove		
57	53	158	319/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	814				17
57	53	633/4	639/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	815				
57	53	317/2	160	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	816		articStaccatoAbove		
57	53	159	321/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	817				18
57	53	637/4	643/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	818				
57	53	319/2	161	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	819		articStaccatoBelow		
57	53	160	323/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	820				19
57	53	641/4	647/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	821				
58	54	321/2	162	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	822		articStaccatoBelow		
58	54	161	325/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	823				20
58	54	645/4	651/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	824				
58	54	323/2	163	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	825		articStaccatoAbove		
58	54	162	327/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	826				21
58	54	649/4	655/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	827				
58	54	325/2	164	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	828		articStaccatoAbove		
58	54	163	329/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	829				22
58	54	653/4	659/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	830				
58	54	321/2	162	0.0		0	0	Dynamic	3/4	2	1	0				fp			
58	54	321/2	162	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	831		articStaccatoBelow		
58	54	323/2	163	0.0		1/4	1/4	Dynamic	3/4	2	1	0				fp			
58	54	323/2	163	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	832				23
58	54	321/2	162	0.0		0	0	Dynamic	3/4	3	1	0				f			
58	54	321/2	162	0.0		0	0	Dynamic	3/4	3	1	0				f			
58	54	321/2	162	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	833				
58	54	325/2	164	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p			
58	54	325/2	164	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	834				24
58	54	321/2	162	0.0		0	0	Dynamic	3/4	4	1	0				f			
58	54	321/2	162	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	835				
58	54	325/2	164	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p			
58	54	325/2	164	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	836				25
59	55	327/2	165	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	837		articStaccatoAbove		
59	55	164	331/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	838				26
59	55	657/4	663/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	839				
59	55	329/2	166	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	840		articStaccatoAbove		
59	55	165	333/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	841				27
59	55	661/4	667/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	842				
59	55	331/2	167	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	843		articStaccatoBelow		
59	55	166	335/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	844				28
59	55	665/4	671/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	845				
59	55	327/2	165	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	846				23
59	55	329/2	166	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	847				23
59	55	331/2	167	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	848				
59	55	327/2	165	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	849				24
59	55	329/2	166	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	850				24
59	55	331/2	167	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	851				
59	55	327/2	165	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	852				25
59	55	329/2	166	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	853				25
59	55	331/2	167	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	854				
60	56	333/2	168	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	855		articStaccatoBelow		
60	56	167	337/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	856				29
60	56	669/4	675/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	857				
60	56	335/2	169	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	858				
60	56	333/2	168	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	859				
60	56	333/2	168	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	860				
60	56	333/2	168	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	861				
61	56	169	341/2	0.25		0	5/8	Chord	3/4	1	1	1/16	1/16	1	862				30
61	56	677/4	683/4	0.25		1/16	11/16	Chord	3/4	1	1	1/16	1/16	1	863				
62	57	339/2	171	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	864		articStaccatoAbove		
62	57	170	343/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	865				31
62	57	681/4	687/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	866				
62	57	341/2	172	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	867		articStaccatoAbove		
62	57	171	345/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	868				32
62	57	685/4	691/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	869				
62	57	343/2	173	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	870		articStaccatoAbove		
62	57	172	347/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	871				33
62	57	689/4	695/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	872				
62	57	341/2	172	0.0		1/4	1/4	Dynamic	3/4	3	1	0				p			
62	57	341/2	172	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	873				34
62	57	343/2	173	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	874				34
62	57	341/2	172	0.0		1/4	1/4	Dynamic	3/4	4	1	0				p			
62	57	341/2	172	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	875				35
62	57	343/2	173	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	876				35
63	58	345/2	174	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	877		articStaccatoAbove		
63	58	173	349/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	878				36
63	58	693/4	699/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	879				
63	58	347/2	175	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	880		articStaccatoAbove		
63	58	174	351/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	881				37
63	58	697/4	703/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	882				
63	58	349/2	176	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	883		articStaccatoAbove		
63	58	175	353/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	884				38
63	58	701/4	707/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	885				
63	58	347/2	175	0.0		1/4	1/4	Dynamic	3/4	2	1	0				p			
63	58	347/2	175	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	886				39
63	58	349/2	176	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	887				39
63	58	345/2	174	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	888		articStaccatoAbove		
63	58	347/2	175	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	889				40
63	58	349/2	176	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	890				40
63	58	345/2	174	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	891		articStaccatoAbove		
63	58	347/2	175	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	892				41
63	58	349/2	176	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	893				41
64	59	351/2	177	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	894		articStaccatoAbove		
64	59	176	355/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	895				42
64	59	705/4	711/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	896				
64	59	353/2	178	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	897		articStaccatoAbove		
64	59	177	357/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	898				43
64	59	709/4	715/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	899				
64	59	355/2	179	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	900		articStaccatoAbove		
64	59	178	359/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	901				44
64	59	713/4	719/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	902				
64	59	351/2	177	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	903				
64	59	351/2	177	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	904				
64	59	353/2	178	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	905				45
64	59	355/2	179	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	906				45
64	59	351/2	177	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	907				
64	59	353/2	178	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	908				46
64	59	355/2	179	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	909				46
65	60	357/2	180	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	910		articStaccatoBelow		
65	60	179	361/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	911				47
65	60	717/4	723/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	912				
65	60	359/2	181	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	913		articStaccatoAbove		
65	60	180	363/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	914				48
65	60	721/4	727/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	915				
65	60	361/2	182	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	916		articStaccatoAbove		
65	60	181	365/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	917				49
65	60	725/4	731/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	918				
65	60	359/2	181	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	919				50
65	60	361/2	182	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	920				
65	60	357/2	180	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	921		articStaccatoAbove		
65	60	359/2	181	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	922				
65	60	361/2	182	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	923				
65	60	357/2	180	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	924		articStaccatoBelow		
65	60	359/2	181	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	925				51
65	60	361/2	182	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	926				
66	61	363/2	183	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	927		articStaccatoAbove		
66	61	182	367/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	928				52
66	61	729/4	735/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	929				
66	61	365/2	184	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	930		articStaccatoAbove		
66	61	183	369/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	931				53
66	61	733/4	739/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	932				
66	61	367/2	185	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	933		articStaccatoBelow		
66	61	184	371/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	934				54
66	61	737/4	743/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	935				
67	62	369/2	186	0.0		0	0	Dynamic	3/4	1	1	0				fp			
67	62	369/2	186	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	936		articStaccatoBelow		
67	62	185	373/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	937				55
67	62	741/4	747/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	938				
67	62	371/2	187	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	939		articStaccatoAbove		
67	62	186	375/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	940				56
67	62	745/4	751/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	941				
67	62	373/2	188	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	942		articStaccatoAbove		
67	62	187	377/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	943				57
67	62	749/4	755/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	944				
67	62	369/2	186	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	945		articStaccatoBelow		
67	62	371/2	187	0.0		1/4	1/4	Dynamic	3/4	2	1	0				fp			
67	62	371/2	187	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	946				58
67	62	369/2	186	0.0		0	0	Dynamic	3/4	3	1	0				f			
67	62	369/2	186	0.0		0	0	Dynamic	3/4	3	1	0				f			
67	62	369/2	186	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	947				
67	62	373/2	188	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p			
67	62	373/2	188	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	948				59
67	62	369/2	186	0.0		0	0	Dynamic	3/4	4	1	0				f			
67	62	369/2	186	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	949				
67	62	373/2	188	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p			
67	62	373/2	188	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	950				60
68	63	375/2	189	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	951		articStaccatoAbove		
68	63	188	379/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	952				61
68	63	753/4	759/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	953				
68	63	377/2	190	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	954		articStaccatoAbove		
68	63	189	381/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	955				62
68	63	757/4	763/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	956				
68	63	379/2	191	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	957		articStaccatoBelow		
68	63	190	383/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	958				63
68	63	761/4	767/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	959				
68	63	375/2	189	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	960				58
68	63	377/2	190	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	961				58
68	63	379/2	191	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	962				
68	63	375/2	189	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	963				59
68	63	377/2	190	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	964				59
68	63	379/2	191	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	965				
68	63	375/2	189	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	966				60
68	63	377/2	190	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	967				60
68	63	379/2	191	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	968				
69	64		192	0.5	1	0	0	Chord	3/4	1	1	1/8	1/8	1	969		articStaccatoBelow		
69	64		385/2	0.25	1	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	970				64
69	64		771/4	0.25	1	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	971				
69	64		193	1.0	1	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	972				
69	64		192	1.0	1	0	0	Chord	3/4	2	1	1/4	1/4	1	973				
69	64		192	1.0	1	0	0	Chord	3/4	3	1	1/4	1/4	1	974				
69	64		192	1.0	1	0	0	Chord	3/4	4	1	1/4	1/4	1	975				
70	64	381/2	389/2	0.5	2	0	0	Chord	3/4	1	1	1/8	1/8	1	976		articStaccatoBelow		
70	64	191	195	0.25	2	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	977				65
70	64	765/4	781/4	0.25	2	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	978				
70	64	383/2	391/2	0.5	2	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	979				
70	64	192	196	0.0	2	3/8	3/8	Dynamic	3/4	1	1	0				ff			
70	64	192	196	1.0	2	3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	980				
70	64	193	197	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	981				
70	64	381/2	389/2	1.0	2	0	0	Chord	3/4	2	1	1/4	1/4	1	982				
70	64	192	196	0.0	2	3/8	3/8	Dynamic	3/4	2	1	0				ff			
70	64	192	196	1.0	2	3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	983				
70	64	193	197	0.5	2	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	984				
70	64	381/2	389/2	1.0	2	0	0	Chord	3/4	3	1	1/4	1/4	1	985				
70	64	381/2	389/2	1.0	2	0	0	Chord	3/4	4	1	1/4	1/4	1	986				
71	65	387/2	395/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	987				
71	65	194	198	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	988		articStaccatoAbove		
71	65	389/2	397/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	989		articStaccatoAbove		
71	65	195	199	0.0		3/8	3/8	Dynamic	3/4	1	1	0				sf			
71	65	195	199	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	990				
71	65	196	200	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	991				
71	65	387/2	395/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	992				
71	65	194	198	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	993		articStaccatoBelow		
71	65	389/2	397/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	994		articStaccatoBelow		
