mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
107	103	307	307	0.0	0	0	Spanner	3/4	3	1	0													18	
107	103	307	307	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	727									141	18	
107	103	307	307	0.0	0	0	Spanner	3/4	4	1	0													19	
107	103	307	307	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	728									142	19	
108	104	310	310	0.0	0	0	Spanner	3/4	1	1	0														
108	104	310	310	0.0	0	0	Spanner	3/4	1	1	0														22
108	104	310	310	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	729									143		22
108	104	311	311	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	730											22
108	104	312	312	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	731		articStaccatoBelow									22
108	104	310	310	0.0	0	0	Spanner	3/4	2	1	0														
108	104	310	310	0.0	0	0	Spanner	3/4	2	1	0														23
108	104	310	310	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	732											23
108	104	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	733											23
108	104	310	310	0.0	0	0	Spanner	3/4	3	1	0														
108	104	310	310	0.0	0	0	Spanner	3/4	3	1	0														24
108	104	310	310	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	734											24
108	104	312	312	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	735											24
108	104	310	310	0.0	0	0	Spanner	3/4	4	1	0														
108	104	310	310	0.0	0	0	Spanner	3/4	4	1	0														25
108	104	310	310	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	736											25
108	104	312	312	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	737											25
109	105	313	313	0.0	0	0	Spanner	3/4	1	1	0														
109	105	313	313	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	738									144		
109	105	315	315	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	739									144		
109	105	631/2	631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	740											
109	105	313	313	0.0	0	0	Spanner	3/4	2	1	0														
109	105	313	313	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	741		articStaccatoBelow									
109	105	314	314	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	742									145		
109	105	315	315	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	743											
109	105	313	313	0.0	0	0	Spanner	3/4	3	1	0														
109	105	313	313	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	744		articStaccatoBelow									
109	105	314	314	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	745									146		
109	105	315	315	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	746											
109	105	313	313	0.0	0	0	Spanner	3/4	4	1	0														
109	105	313	313	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	747											
109	105	314	314	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	748											
109	105	315	315	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	749											
110	106	316	316	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	750											
110	106	318	318	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	751											
110	106	316	316	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	752											
110	106	318	318	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	753											
110	106	316	316	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	754											
110	106	316	316	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	755											
111	107	319	319	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	756											
111	107	319	319	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	757											
111	107	319	319	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	758									147		
111	107	321	321	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	759											
111	107	319	319	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	760									148		
112	108	322	322	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	761									149		
112	108	323	323	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	762									149		
112	108	324	324	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	763											
112	108	322	322	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	764									150		
112	108	323	323	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	765									150		
112	108	324	324	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	766											
112	108	322	322	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	767											
112	108	324	324	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	768											
112	108	322	322	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	769											
112	108	324	324	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	770											
113	109	325	325	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	771									151		
113	109	326	326	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	772											
113	109	327	327	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	773		articStaccatoAbove									
113	109	325	325	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	774									152		
113	109	326	326	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	775											
113	109	327	327	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	776		articStaccatoBelow									
113	109	325	325	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	777											
113	109	326	326	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	778											
113	109	327	327	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	779											
113	109	325	325	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	780											
113	109	326	326	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	781		articStaccatoAbove									
113	109	327	327	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	782											
113	109	655/2	655/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	783											
114	110	328	328	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	784									153		
114	110	329	329	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	785											
114	110	330	330	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	786		articStaccatoAbove									
114	110	328	328	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	787									154		
114	110	329	329	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	788											
114	110	330	330	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	789		articStaccatoBelow									
114	110	328	328	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	790									155		
114	110	329	329	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	791											
114	110	328	328	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	792											
115	111	331	331	0.0	0	0	Spanner	3/4	1	1	0													20	
115	111	331	331	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	793										20	
115	111	333	333	0.0	1/2	1/2	Spanner	3/4	1	1	0														
115	111	333	333	0.0	1/2	1/2	Spanner	3/4	1	1	0														26
115	111	333	333	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	794											26
115	111	331	331	0.0	0	0	Spanner	3/4	2	1	0													21	
115	111	331	331	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	795										21	
115	111	333	333	0.0	1/2	1/2	Spanner	3/4	2	1	0														
115	111	333	333	0.0	1/2	1/2	Spanner	3/4	2	1	0														27
115	111	333	333	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	796											27
115	111	331	331	0.0	0	0	Spanner	3/4	3	1	0													22	
115	111	331	331	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	797									156	22	
115	111	331	331	0.0	0	0	Spanner	3/4	4	1	0														28
115	111	331	331	0.0	0	0	Spanner	3/4	4	1	0													23	28
115	111	331	331	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	798									157	23	28
116	112	334	334	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	799									158		26
116	112	335	335	0.0	1/4	1/4	Spanner	3/4	1	1	0														
116	112	335	335	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	800											
116	112	336	336	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	801		articStaccatoAbove									
116	112	334	334	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	802									159		27
116	112	335	335	0.0	1/4	1/4	Spanner	3/4	2	1	0														
116	112	335	335	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	803											
116	112	336	336	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	804		articStaccatoBelow									
116	112	334	334	0.0	0	0	Spanner	3/4	3	1	0														
116	112	334	334	0.0	0	0	Spanner	3/4	3	1	0														29
116	112	334	334	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	805											29
116	112	334	334	0.0	0	0	Spanner	3/4	4	1	0														
116	112	334	334	0.0	0	0	Spanner	3/4	4	1	0														
116	112	334	334	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	806											
117	113	337	337	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	807									160		
117	113	339	339	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	808									160		
117	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	809											
117	113	337	337	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	810									161		
117	113	339	339	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	811									161		
117	113	679/2	679/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	812											
117	113	337	337	0.0	0	0	Spanner	3/4	3	1	0														
117	113	337	337	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	813		articStaccatoAbove									
117	113	338	338	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	814									162		
117	113	339	339	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	815											
117	113	337	337	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	816		articStaccatoBelow									
117	113	338	338	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	817		articStaccatoBelow									
117	113	339	339	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	818		articStaccatoBelow									
118	114	340	340	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	819											
118	114	342	342	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	820											
118	114	340	340	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	821											
118	114	342	342	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	822											
118	114	340	340	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	823											
118	114	342	342	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	824											
118	114	340	340	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	825											
119	115	343	343	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	826											
119	115	344	344	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	827									163		
119	115	345	345	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	828									163		
119	115	343	343	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	829											
119	115	344	344	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	830									164		
119	115	345	345	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	831									164		
119	115	343	343	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	832											
119	115	344	344	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	833									165		
119	115	345	345	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	834									165		
119	115	343	343	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	835									166		
119	115	345	345	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	836									166		
120	116	346	346	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	837									163		
120	116	347	347	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	838									163		
120	116	348	348	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	839									163		
120	116	346	346	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	840									164		
120	116	347	347	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	841									164		
120	116	348	348	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	842									164		
120	116	346	346	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	843									165		
120	116	347	347	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	844									165		
120	116	348	348	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	845									165		
120	116	346	346	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	846									166		
120	116	347	347	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	847									166		
120	116	348	348	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	848											
121	117	349	349	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	849									163		
121	117	350	350	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	850									163		
121	117	351	351	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	851											
121	117	349	349	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	852									164		
121	117	350	350	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	853									164		
121	117	351	351	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	854											
121	117	349	349	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	855									165		
121	117	350	350	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	856									165		
121	117	351	351	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	857											
121	117	349	349	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	858											
122	118	352	352	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	859											
122	118	354	354	0.0	1/2	1/2	Dynamic	3/4	1	1	0				pp										
122	118	354	354	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	860											
122	118	352	352	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	861											
122	118	354	354	0.0	1/2	1/2	Dynamic	3/4	2	1	0				pp										
122	118	354	354	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	862											
122	118	352	352	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	863											
122	118	352	352	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	864											
123	119	355	355	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	865											
123	119	355	355	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	866											
123	119	355	355	0.0	0	0	Dynamic	3/4	3	1	0				pp										
123	119	355	355	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	867									167		
123	119	357	357	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	868											
123	119	355	355	0.0	0	0	Dynamic	3/4	4	1	0				pp										
123	119	355	355	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	869											
124	120	358	358	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	870									168		
124	120	359	359	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	871									168		
124	120	360	360	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	872											
124	120	358	358	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	873									169		
124	120	359	359	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	874									169		
124	120	360	360	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	875											
124	120	358	358	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	876											
124	120	358	358	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	877											
125	121	361	361	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	878									170		
125	121	362	362	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	879											
125	121	363	363	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	880		articStaccatoAbove									
125	121	361	361	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	881									171		
125	121	362	362	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	882											
125	121	363	363	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	883		articStaccatoBelow									
125	121	361	361	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	884									172		
125	121	362	362	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	885											
125	121	363	363	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	886		articStaccatoAbove									
125	121	361	361	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	887											
125	121	362	362	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	888											
125	121	363	363	0.5	1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	889											
125	121	727/2	727/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	890											
126	122	364	364	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	891									173		
126	122	365	365	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	892											
126	122	366	366	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
126	122	366	366	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	893		articStaccatoAbove									
126	122	364	364	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	894									174		
126	122	365	365	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	895											
126	122	366	366	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
126	122	366	366	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	896		articStaccatoBelow									
126	122	364	364	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	897									175		
126	122	365	365	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	898											
126	122	366	366	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
126	122	366	366	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	899		articStaccatoAbove									
126	122	364	364	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	900											
126	122	366	366	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
126	122	366	366	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	901		articStaccatoAbove									
127	123	367	367	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	902									176		
127	123	368	368	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	903											
127	123	369	369	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
127	123	369	369	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	904		articStaccatoAbove									
127	123	367	367	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	905									177		
127	123	368	368	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	906											
127	123	369	369	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
127	123	369	369	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	907		articStaccatoAbove									
127	123	367	367	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	908		articStaccatoAbove									
127	123	369	369	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
127	123	369	369	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	909		articStaccatoAbove									
127	123	367	367	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	910		articStaccatoAbove									
127	123	369	369	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
127	123	369	369	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	911		articStaccatoAbove									
128	124	370	370	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	912									178		
128	124	371	371	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	913											
128	124	372	372	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
128	124	372	372	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	914		articStaccatoAbove									
128	124	370	370	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	915									179		
128	124	371	371	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	916											
128	124	372	372	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
128	124	372	372	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	917		articStaccatoAbove									
128	124	370	370	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	918		articStaccatoAbove									
128	124	372	372	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
128	124	372	372	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	919		articStaccatoAbove									
128	124	370	370	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	920		articStaccatoAbove									
128	124	372	372	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
128	124	372	372	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	921		articStaccatoBelow									
129	125	373	373	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	922									180		
129	125	374	374	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	923											
129	125	375	375	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
129	125	375	375	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	924		articStaccatoAbove									
129	125	373	373	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	925									181		
129	125	374	374	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	926											
129	125	375	375	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
129	125	375	375	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	927		articStaccatoAbove									
129	125	373	373	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	928											
129	125	375	375	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
129	125	375	375	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	929											
129	125	373	373	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	930											
129	125	375	375	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
129	125	375	375	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	931											
130	126	376	376	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
130	126	376	376	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	932											
130	126	376	376	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
130	126	376	376	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	933											
130	126	376	376	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
130	126	376	376	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	934											
130	126	376	376	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
130	126	376	376	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	935									182		
131	127	379	379	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	936											
131	127	379	379	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	937											
131	127	379	379	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	938											
131	127	379	379	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	939											
132	128	382	382	0.0	0	0	Dynamic	3/4	1	1	0				p										
132	128	382	382	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	940											
132	128	384	384	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	941		articStaccatoAbove									
132	128	382	382	0.0	0	0	Dynamic	3/4	2	1	0				p										
132	128	382	382	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	942											
132	128	384	384	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	943											
132	128	382	382	0.0	0	0	Dynamic	3/4	3	1	0				p										
132	128	382	382	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	944											
132	128	382	382	0.0	0	0	Dynamic	3/4	4	1	0				p										
132	128	382	382	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	945											
133	129	385	385	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	946									183		
133	129	385	385	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	947									184		
134	130	388	388	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	948									183		
134	130	389	389	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	949									183		
134	130	390	390	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	950											
134	130	388	388	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	951									184		
134	130	389	389	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	952									184		
134	130	390	390	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	953											
135	131	391	391	0.0	0	0	Spanner	3/4	1	1	0													24	
135	131	391	391	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	954									185	24	
135	131	391	391	0.0	0	0	Spanner	3/4	2	1	0													25	
135	131	391	391	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	955									186	25	
135	131	391	391	0.0	0	0	Spanner	3/4	3	1	0													26	
135	131	391	391	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	956									187	26	
135	131	391	391	0.0	0	0	Spanner	3/4	4	1	0													27	
135	131	391	391	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	957									188	27	
136	132	394	394	0.0	0	0	Spanner	3/4	1	1	0														
136	132	394	394	0.0	0	0	Spanner	3/4	1	1	0														30
136	132	394	394	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	958											30
136	132	395	395	0.0	1/4	1/4	Spanner	3/4	1	1	0														
136	132	396	396	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	959											
136	132	394	394	0.0	0	0	Spanner	3/4	2	1	0														
136	132	394	394	0.0	0	0	Spanner	3/4	2	1	0														31
136	132	394	394	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	960											31
136	132	395	395	0.0	1/4	1/4	Spanner	3/4	2	1	0														
136	132	396	396	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	961											
136	132	394	394	0.0	0	0	Spanner	3/4	3	1	0														
136	132	394	394	0.0	0	0	Spanner	3/4	3	1	0														32
136	132	394	394	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	962											32
136	132	395	395	0.0	1/4	1/4	Spanner	3/4	3	1	0														
136	132	394	394	0.0	0	0	Spanner	3/4	4	1	0														
136	132	394	394	0.0	0	0	Spanner	3/4	4	1	0														33
136	132	394	394	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	963											33
136	132	395	395	0.0	1/4	1/4	Spanner	3/4	4	1	0														
137	133	397	397	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	964									189		
137	133	397	397	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	965									190		
138	134	400	400	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	966									189		
138	134	401	401	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	967									189		
138	134	402	402	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	968											
138	134	400	400	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	969									190		
138	134	401	401	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	970									190		
138	134	402	402	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	971											
