mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
34	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	225											
34	32	94	94	0.0	0	0	Spanner	3/4	3	1	0														17
34	32	94	94	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	226									47		17
34	32	95	95	0.0	1/4	1/4	Spanner	3/4	3	1	0														
34	32	95	95	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	227											
34	32	96	96	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	228		articStaccatoBelow									
34	32	94	94	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	229											
35	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	230											
35	33	97	97	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	231											
35	33	97	97	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	232											
35	33	97	97	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	233		articStaccatoBelow									
35	33	99	99	0.0	1/2	1/2	Dynamic	3/4	4	1	0				p										
35	33	99	99	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	234		articStaccatoAbove									
36	34	100	100	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	235									48		
36	34	101	101	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	236											
36	34	102	102	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	237		articStaccatoAbove									
37	35	105	105	0.0	1/2	1/2	Dynamic	3/4	3	1	0				p										
37	35	105	105	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	238											
37	35	103	103	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	239									49		
37	35	104	104	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	240											
38	36	106	106	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	241									50		
38	36	107	107	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	242											
38	36	108	108	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	243		articStaccatoBelow									
38	36	106	106	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	244											
39	37	111	111	0.0	1/2	1/2	Dynamic	3/4	2	1	0				p										
39	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	245											
39	37	109	109	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	246									51		
39	37	110	110	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	247											
39	37	109	109	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	248											
40	38	112	112	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
40	38	112	112	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	249									52		
40	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	250											
40	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	251		articStaccatoAbove									
40	38	112	112	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	252											
40	38	112	112	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	253											
41	39	117	117	0.0	1/2	1/2	Dynamic	3/4	1	1	0				p										
41	39	117	117	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	254											
41	39	115	115	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	255									53		
41	39	116	116	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	256											
41	39	115	115	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
41	39	115	115	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	257											
41	39	115	115	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
41	39	115	115	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	258											
42	40	118	118	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
42	40	118	118	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	259											
42	40	119	119	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	260											
42	40	120	120	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	261		articStaccatoAbove									
42	40	118	118	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	262											
42	40	118	118	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	263									54		
42	40	118	118	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	264									55		
43	41	121	121	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	265									56		
43	41	122	122	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	266											
43	41	123	123	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
43	41	123	123	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	267		articStaccatoAbove									
43	41	121	121	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	268											
43	41	123	123	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
43	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	269		articStaccatoAbove									
43	41	121	121	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	270											
43	41	123	123	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
43	41	123	123	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	271		articStaccatoAbove									
43	41	121	121	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	272											
43	41	123	123	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
43	41	123	123	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	273		articStaccatoAbove									
44	42	124	124	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	274									57		
44	42	125	125	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	275											
44	42	126	126	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
44	42	126	126	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	276		articStaccatoAbove									
44	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	277		articStaccatoAbove									
44	42	126	126	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
44	42	126	126	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	278		articStaccatoAbove									
44	42	124	124	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	279		articStaccatoAbove									
44	42	126	126	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
44	42	126	126	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	280		articStaccatoAbove									
44	42	124	124	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	281		articStaccatoAbove									
44	42	126	126	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
44	42	126	126	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	282		articStaccatoAbove									
45	43	127	127	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	283									58		
45	43	128	128	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	284											
45	43	129	129	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
45	43	129	129	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	285		articStaccatoAbove									
45	43	127	127	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	286		articStaccatoBelow									
45	43	127	127	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	287									59		
45	43	128	128	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	288											
45	43	129	129	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
45	43	129	129	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	289		articStaccatoAbove									
45	43	127	127	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	290											
46	44	130	130	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	291									60		
46	44	131	131	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	292											
46	44	132	132	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
46	44	132	132	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	293		articStaccatoBelow									
46	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	294									61		
46	44	131	131	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	295											
46	44	132	132	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
46	44	132	132	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	296		articStaccatoBelow									
46	44	130	130	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	297									62		
46	44	131	131	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	298											
46	44	132	132	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
46	44	132	132	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	299		articStaccatoBelow									
46	44	130	130	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	300											
47	45	133	133	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	301									63		
47	45	134	134	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	302											
47	45	135	135	0.0	1/2	1/2	Dynamic	3/4	1	1	0				sf										
47	45	135	135	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	303		articStaccatoBelow									
47	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	304									64		
47	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	305											
47	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	306		articStaccatoBelow									
47	45	133	133	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	307									65		
47	45	134	134	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	308											
47	45	135	135	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
47	45	135	135	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
47	45	135	135	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	309		articStaccatoBelow									
47	45	133	133	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	310											
48	46	136	136	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	311									66		
48	46	137	137	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	312											
48	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	313		articStaccatoBelow									
48	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	314									67		
48	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	315											
48	46	138	138	0.0	1/2	1/2	Dynamic	3/4	2	1	0				sf										
48	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	316		articStaccatoBelow									
48	46	136	136	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	317									68		
48	46	137	137	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	318											
48	46	138	138	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
48	46	138	138	0.0	1/2	1/2	Dynamic	3/4	3	1	0				sf										
48	46	138	138	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	319		articStaccatoBelow									
48	46	136	136	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	320											
48	46	138	138	0.0	1/2	1/2	Dynamic	3/4	4	1	0				sf										
48	46	138	138	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	321		articStaccatoBelow									
49	47	139	139	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	322									69		
49	47	139	139	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	323											
49	47	139	139	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	324									70		
49	47	139	139	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	325									71		
49	47	140	140	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	326									71		
49	47	141	141	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	327									71		
50	48	142	142	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	328									72		
50	48	142	142	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	329											
50	48	142	142	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	330											
50	48	142	142	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	331									71		
50	48	143	143	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	332									71		
50	48	144	144	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	333											
51	49	145	145	0.0	0	0	Spanner	3/4	1	1	0													12	
51	49	145	145	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	334										12	
51	49	146	146	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	335									73	12	
51	49	147	147	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	336									73	12	
51	49	145	145	0.0	0	0	Spanner	3/4	2	1	0													13	
51	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	337										13	
51	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	338									74	13	
51	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	339									74	13	
51	49	145	145	0.0	0	0	Spanner	3/4	3	1	0													14	
51	49	145	145	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	340										14	
51	49	145	145	0.0	0	0	Spanner	3/4	4	1	0													15	
51	49	145	145	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	341										15	
52	50	148	148	0.0	0	0	Spanner	3/4	1	1	0												73		
52	50	148	148	0.0	0	0	Spanner	3/4	1	1	0												73		18
52	50	148	148	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	342									73		18
52	50	149	149	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	343									73		18
52	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	344											18
52	50	148	148	0.0	0	0	Spanner	3/4	2	1	0												74		
52	50	148	148	0.0	0	0	Spanner	3/4	2	1	0												74		19
52	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	345									74		19
52	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	346									74		19
52	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	347											19
52	50	148	148	0.0	0	0	Spanner	3/4	3	1	0														
52	50	148	148	0.0	0	0	Spanner	3/4	3	1	0														20
52	50	148	148	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	348									75		20
52	50	150	150	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	349											20
52	50	148	148	0.0	0	0	Spanner	3/4	4	1	0														
52	50	148	148	0.0	0	0	Spanner	3/4	4	1	0														21
52	50	148	148	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	350									76		21
52	50	150	150	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	351											21
53	51	151	151	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
53	51	151	151	0.0	0	0	Spanner	3/4	1	1	0														
53	51	151	151	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	352									77		
53	51	151	151	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
53	51	151	151	0.0	0	0	Spanner	3/4	2	1	0														
53	51	151	151	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	353											
53	51	151	151	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
53	51	151	151	0.0	0	0	Spanner	3/4	3	1	0														
53	51	151	151	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	354									78		
53	51	152	152	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	355									78		
53	51	153	153	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	356									78		
53	51	151	151	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
53	51	151	151	0.0	0	0	Dynamic	3/4	4	1	0				p										
53	51	151	151	0.0	0	0	Spanner	3/4	4	1	0														
53	51	151	151	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	357									79		
53	51	152	152	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	358									79		
53	51	153	153	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	359									79		
54	52	154	154	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	360									80		
54	52	154	154	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	361											
54	52	154	154	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	362									78		
54	52	155	155	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	363									78		
54	52	156	156	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	364											
54	52	154	154	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	365									79		
54	52	155	155	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	366									79		
54	52	156	156	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	367											
55	53	157	157	0.0	0	0	Dynamic	3/4	1	1	0				p										
55	53	157	157	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	368											
55	53	158	158	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	369									81		
55	53	159	159	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	370									81		
55	53	157	157	0.0	0	0	Dynamic	3/4	2	1	0				p										
55	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	371											
55	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	372									82		
55	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	373									82		
55	53	157	157	0.0	0	0	Dynamic	3/4	3	1	0				p										
55	53	157	157	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	374											
55	53	157	157	0.0	0	0	Dynamic	3/4	4	1	0				p										
55	53	157	157	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	375											
56	54	160	160	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	376									81		
56	54	161	161	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	377									81		
56	54	162	162	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	378									81		
56	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	379									82		
56	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	380									82		
56	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	381									82		
56	54	160	160	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	382											
56	54	162	162	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	383									83		
56	54	160	160	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	384											
57	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	385											
57	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	386											
57	55	163	163	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	387											
57	55	164	164	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	388									84		
57	55	165	165	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	389									84		
57	55	163	163	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	390											
58	56	167	167	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	391									85		
58	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	392									85		
58	56	166	166	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	393									84		
58	56	167	167	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	394									84		
58	56	168	168	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	395									84		
58	56	166	166	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	396											
58	56	168	168	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	397									86		
59	57	169	169	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	398		articStaccatoAbove									
59	57	169	169	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	399											
59	57	170	170	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	400									87		
59	57	171	171	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	401									87		
59	57	169	169	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	402											
59	57	170	170	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	403									88		
59	57	171	171	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	404									88		
60	58	173	173	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	405									89		
60	58	174	174	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	406									89		
60	58	174	174	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	407											
60	58	172	172	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	408									87		
60	58	173	173	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	409									87		
60	58	174	174	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	410									87		
60	58	172	172	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	411									88		
60	58	173	173	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	412									88		
60	58	174	174	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	413									88		
61	59	175	175	0.0	0	0	StaffText	3/4	1	1	0						cresc.								
61	59	175	175	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	414		articStaccatoAbove									
61	59	176	176	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	415									90		
61	59	177	177	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	416									90		
61	59	175	175	0.0	0	0	StaffText	3/4	2	1	0						cresc.								
61	59	175	175	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	417		articStaccatoBelow									
61	59	176	176	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	418									91		
61	59	177	177	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	419									91		
61	59	175	175	0.0	0	0	StaffText	3/4	3	1	0						cresc.								
61	59	175	175	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	420											
61	59	176	176	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	421											
61	59	177	177	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	422											
61	59	175	175	0.0	0	0	StaffText	3/4	4	1	0						cresc.								
61	59	175	175	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	423		articStaccatoAbove									
61	59	176	176	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	424									92		
61	59	177	177	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	425									92		
62	60	178	178	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	426		articStaccatoAbove									
62	60	179	179	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	427									93		
62	60	180	180	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	428											
62	60	178	178	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	429									91		
62	60	179	179	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	430									91		
62	60	180	180	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	431											
62	60	178	178	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	432											
62	60	179	179	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	433											
62	60	180	180	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	434											
62	60	178	178	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	435									92		
62	60	179	179	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	436									92		
62	60	180	180	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	437											
63	61	181	181	0.0	0	0	Dynamic	3/4	1	1	0				sfp										
63	61	181	181	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	438									94		
63	61	181	181	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	439											
63	61	181	181	0.0	0	0	Dynamic	3/4	3	1	0				sfp										
63	61	181	181	0.0	0	0	Dynamic	3/4	3	1	0				sfp										
63	61	181	181	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	440									95		
63	61	181	181	0.0	0	0	Dynamic	3/4	4	1	0				sfp										
63	61	181	181	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	441		articStaccatoBelow									
63	61	182	182	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	442		articStaccatoBelow									
63	61	183	183	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	443		articStaccatoBelow									
64	62	184	184	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	444											
64	62	184	184	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	445											
64	62	184	184	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	446											
64	62	184	184	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	447		articStaccatoAbove									
65	62	186	186	0.0	0	1/2	Dynamic	3/4	2	1	0				p										
65	62	186	186	1.0	0	1/2	Chord	3/4	2	1	1/4	1/4	1	448											
66	63	187	187	0.0	0	0	Dynamic	3/4	1	1	0				p										
66	63	187	187	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	449									96		
66	63	187	187	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	450									97		
66	63	375/2	375/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	451									97		
66	63	188	188	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	452									97		
66	63	377/2	377/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	453									97		
66	63	189	189	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	454									97		
66	63	379/2	379/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	455									97		
66	63	187	187	0.0	0	0	Dynamic	3/4	3	1	0				p										
66	63	187	187	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	456									98		
66	63	187	187	0.0	0	0	Dynamic	3/4	4	1	0				p										
66	63	187	187	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	457									99		
67	64	190	190	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	458									96		
67	64	190	190	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	459									97		
67	64	381/2	381/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	460									97		
67	64	191	191	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	461									97		
67	64	383/2	383/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	462									97		
67	64	192	192	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	463									97		
67	64	385/2	385/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	464											
67	64	190	190	3.0	0	0	Chord	3/4	3	1	3/4	1/2	3/2	465									98		
67	64	190	190	3.0	0	0	Chord	3/4	4	1	3/4	1/2	3/2	466									99		
68	65	193	193	0.0	0	0	Dynamic	3/4	1	1	0				sf								96		
68	65	193	193	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	467									96		
68	65	193	193	0.0	0	0	Dynamic	3/4	2	1	0				sf										
68	65	193	193	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	468									100		
