mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
118	117	1877/8	1877/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3232										
118	117	939/4	939/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3233										
118	117	1879/8	1879/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3234										
118	117	235	235	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3235										
118	117	1881/8	1881/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3236										
118	117	941/4	941/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3237										
118	117	1883/8	1883/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3238										
118	117	471/2	471/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3239										
118	117	1885/8	1885/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3240										
118	117	943/4	943/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3241										
118	117	1887/8	1887/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3242										
119	118	236	236	0.0	0	0	Spanner	2/4	1	1	0															24
119	118	236	236	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	3243								575		24
119	118	473/2	473/2	0.375	1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	3244								575		24
119	118	1895/8	1895/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	3245										24
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	1	1	0															
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	1	1	0														37	
119	118	237	237	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	3246								576	37	
119	118	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	3247									37	
119	118	236	236	0.0	0	0	Spanner	2/4	2	1	0															25
119	118	236	236	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3248								577		25
119	118	473/2	473/2	0.375	1/8	1/8	Chord	2/4	2	1	3/32			1/16	3/2	3249								577		25
119	118	1895/8	1895/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	3250										25
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	2	1	0															
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	2	1	0														38	
119	118	237	237	0.75	1/4	1/4	Chord	2/4	2	1	3/16			1/8	3/2	3251								578	38	
119	118	951/4	951/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	3252									38	
119	118	236	236	0.0	0	0	Spanner	2/4	3	1	0															26
119	118	236	236	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3253								579		26
119	118	2833/12	2833/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3254								579		26
119	118	1417/6	1417/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3255								579		26
119	118	945/4	945/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3256								579		26
119	118	709/3	709/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3257								579		26
119	118	2837/12	2837/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3258								579		26
119	118	473/2	473/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3259								579		26
119	118	2839/12	2839/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3260								579		26
119	118	710/3	710/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3261								579		26
119	118	947/4	947/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3262								579		26
119	118	1421/6	1421/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3263								579		26
119	118	2843/12	2843/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3264										26
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	3	1	0															
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	3	1	0														39	
119	118	237	237	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3265								580	39	
119	118	2845/12	2845/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3266								580	39	
119	118	1423/6	1423/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3267								580	39	
119	118	949/4	949/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3268								580	39	
119	118	712/3	712/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3269								580	39	
119	118	2849/12	2849/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3270								580	39	
119	118	475/2	475/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3271								580	39	
119	118	2851/12	2851/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3272								580	39	
119	118	713/3	713/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3273								580	39	
119	118	951/4	951/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3274								580	39	
119	118	1427/6	1427/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3275								580	39	
119	118	2855/12	2855/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3276									39	
119	118	236	236	0.0	0	0	Spanner	2/4	4	1	0															27
119	118	236	236	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3277										27
119	118	1889/8	1889/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3278										27
119	118	945/4	945/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3279										27
119	118	1891/8	1891/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3280										27
119	118	473/2	473/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3281										27
119	118	1893/8	1893/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3282										27
119	118	947/4	947/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3283										27
119	118	1895/8	1895/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3284										27
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	4	1	0															
119	118	237	237	0.0	1/4	1/4	Spanner	2/4	4	1	0														40	
119	118	237	237	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3285									40	
119	118	1897/8	1897/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3286									40	
119	118	949/4	949/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3287									40	
119	118	1899/8	1899/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3288									40	
119	118	475/2	475/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3289									40	
119	118	1901/8	1901/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3290									40	
119	118	951/4	951/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3291									40	
119	118	1903/8	1903/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3292									40	
120	119	238	238	0.0	0	0	StaffText	2/4	1	1	0								<i>cresc.</i>							
120	119	238	238	0.0	0	0	Spanner	2/4	1	1	0															
120	119	238	238	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	3293								581		
120	119	1905/8	1905/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	3294										
120	119	953/4	953/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	3295		articStaccatoAbove						582		
120	119	1907/8	1907/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	3296		articStaccatoAbove								
120	119	477/2	477/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	3297		articStaccatoAbove						583		
120	119	1909/8	1909/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	3298		articStaccatoAbove						583		
120	119	955/4	955/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	3299		articStaccatoAbove						583		
120	119	1911/8	1911/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	3300		articStaccatoAbove								
120	119	239	239	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	3301								584		
120	119	238	238	0.0	0	0	Spanner	2/4	2	1	0															
120	119	238	238	0.125	0	0	Chord	2/4	2	1	1/32			1/32	1	3302								585		
120	119	1905/8	1905/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32			1/32	1	3303										
120	119	953/4	953/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32			1/32	1	3304		articStaccatoAbove						586		
120	119	1907/8	1907/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32			1/32	1	3305		articStaccatoAbove								
120	119	477/2	477/2	0.125	1/8	1/8	Chord	2/4	2	1	1/32			1/32	1	3306		articStaccatoAbove						587		
120	119	1909/8	1909/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32			1/32	1	3307		articStaccatoAbove						587		
120	119	955/4	955/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32			1/32	1	3308		articStaccatoAbove						587		
120	119	1911/8	1911/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	3309		articStaccatoAbove								
120	119	239	239	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	3310								588		
120	119	238	238	0.0	0	0	StaffText	2/4	3	1	0								<i>cresc.</i>							
120	119	238	238	0.0	0	0	Spanner	2/4	3	1	0															
120	119	238	238	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3311								589		
120	119	2857/12	2857/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3312								589		
120	119	1429/6	1429/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3313								589		
120	119	953/4	953/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3314								589		
120	119	715/3	715/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3315								589		
120	119	2861/12	2861/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3316								589		
120	119	477/2	477/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3317								589		
120	119	2863/12	2863/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3318								589		
120	119	716/3	716/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3319								589		
120	119	955/4	955/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3320								589		
120	119	1433/6	1433/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3321								589		
120	119	2867/12	2867/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3322										
120	119	239	239	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3323								590		
120	119	2869/12	2869/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3324								590		
120	119	1435/6	1435/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3325								590		
120	119	957/4	957/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3326								590		
120	119	718/3	718/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3327								590		
120	119	2873/12	2873/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3328								590		
120	119	479/2	479/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3329								590		
120	119	2875/12	2875/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3330								590		
120	119	719/3	719/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3331								590		
120	119	959/4	959/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3332								590		
120	119	1439/6	1439/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3333								590		
120	119	2879/12	2879/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3334										
120	119	238	238	0.0	0	0	StaffText	2/4	4	1	0								<i>cresc.</i>							
120	119	238	238	0.0	0	0	Spanner	2/4	4	1	0															
120	119	238	238	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3335										
120	119	1905/8	1905/8	0.0	1/32	1/32	StaffText	2/4	4	1	0								<i>cresc.</i>							
120	119	1905/8	1905/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3336										
120	119	953/4	953/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3337										
120	119	1907/8	1907/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3338										
120	119	477/2	477/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3339										
120	119	1909/8	1909/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3340										
120	119	955/4	955/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3341										
120	119	1911/8	1911/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3342										
120	119	239	239	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3343										
120	119	1913/8	1913/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3344										
120	119	957/4	957/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3345										
120	119	1915/8	1915/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3346										
120	119	479/2	479/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3347										
120	119	1917/8	1917/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3348										
120	119	959/4	959/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3349										
120	119	1919/8	1919/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3350										
121	120	240	240	0.0	0	0	Dynamic	2/4	1	1	0						sf									
121	120	240	240	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	3351										
121	120	481/2	481/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	3352										
121	120	241	241	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f									
121	120	241	241	0.0	1/4	1/4	Spanner	2/4	1	1	0														41	
121	120	241	241	0.875	1/4	1/4	Chord	2/4	1	1	7/32			1/8	7/4	3353									41	
121	120	1935/8	1935/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	3354									41	
121	120	240	240	0.0	0	0	Dynamic	2/4	2	1	0						sf									
121	120	240	240	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	3355										
121	120	241	241	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f									
121	120	241	241	0.0	1/4	1/4	Spanner	2/4	2	1	0														42	
121	120	241	241	0.875	1/4	1/4	Chord	2/4	2	1	7/32			1/8	7/4	3356									42	
121	120	1935/8	1935/8	0.125	15/32	15/32	Chord	2/4	2	1	1/32			1/32	1	3357									42	
121	120	240	240	0.0	0	0	Dynamic	2/4	3	1	0						f									
121	120	240	240	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3358								591		
121	120	2881/12	2881/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3359								591		
121	120	1441/6	1441/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3360								591		
121	120	961/4	961/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3361								591		
121	120	721/3	721/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3362								591		
121	120	2885/12	2885/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3363								591		
121	120	481/2	481/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3364								591		
121	120	2887/12	2887/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3365								591		
121	120	722/3	722/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3366								591		
121	120	963/4	963/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3367								591		
121	120	1445/6	1445/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3368								591		
121	120	2891/12	2891/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3369										
121	120	241	241	0.0	1/4	1/4	Dynamic	2/4	3	1	0						f									
121	120	241	241	0.0	1/4	1/4	Spanner	2/4	3	1	0														43	
121	120	241	241	0.08333333333333333	1/4	1/4	Chord	2/4	3	1	1/48			1/32	2/3	3370								592	43	
121	120	2893/12	2893/12	0.08333333333333333	13/48	13/48	Chord	2/4	3	1	1/48			1/32	2/3	3371								592	43	
121	120	1447/6	1447/6	0.08333333333333333	7/24	7/24	Chord	2/4	3	1	1/48			1/32	2/3	3372								592	43	
121	120	965/4	965/4	0.08333333333333333	5/16	5/16	Chord	2/4	3	1	1/48			1/32	2/3	3373								592	43	
121	120	724/3	724/3	0.08333333333333333	1/3	1/3	Chord	2/4	3	1	1/48			1/32	2/3	3374								592	43	
121	120	2897/12	2897/12	0.08333333333333333	17/48	17/48	Chord	2/4	3	1	1/48			1/32	2/3	3375								592	43	
121	120	483/2	483/2	0.08333333333333333	3/8	3/8	Chord	2/4	3	1	1/48			1/32	2/3	3376								592	43	
121	120	2899/12	2899/12	0.08333333333333333	19/48	19/48	Chord	2/4	3	1	1/48			1/32	2/3	3377								592	43	
121	120	725/3	725/3	0.08333333333333333	5/12	5/12	Chord	2/4	3	1	1/48			1/32	2/3	3378								592	43	
121	120	967/4	967/4	0.08333333333333333	7/16	7/16	Chord	2/4	3	1	1/48			1/32	2/3	3379								592	43	
121	120	1451/6	1451/6	0.08333333333333333	11/24	11/24	Chord	2/4	3	1	1/48			1/32	2/3	3380								592	43	
121	120	2903/12	2903/12	0.08333333333333333	23/48	23/48	Chord	2/4	3	1	1/48			1/32	2/3	3381									43	
121	120	240	240	0.0	0	0	Dynamic	2/4	4	1	0						f									
121	120	240	240	0.125	0	0	Chord	2/4	4	1	1/32			1/32	1	3382										
121	120	1921/8	1921/8	0.125	1/32	1/32	Chord	2/4	4	1	1/32			1/32	1	3383										
121	120	961/4	961/4	0.125	1/16	1/16	Chord	2/4	4	1	1/32			1/32	1	3384										
121	120	1923/8	1923/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	3385										
121	120	481/2	481/2	0.125	1/8	1/8	Chord	2/4	4	1	1/32			1/32	1	3386										
121	120	1925/8	1925/8	0.125	5/32	5/32	Chord	2/4	4	1	1/32			1/32	1	3387										
121	120	963/4	963/4	0.125	3/16	3/16	Chord	2/4	4	1	1/32			1/32	1	3388										
121	120	1927/8	1927/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	3389										
121	120	241	241	0.0	1/4	1/4	Dynamic	2/4	4	1	0						f									
121	120	241	241	0.0	1/4	1/4	Spanner	2/4	4	1	0														44	
121	120	241	241	0.125	1/4	1/4	Chord	2/4	4	1	1/32			1/32	1	3390									44	
121	120	1929/8	1929/8	0.125	9/32	9/32	Chord	2/4	4	1	1/32			1/32	1	3391									44	
121	120	965/4	965/4	0.125	5/16	5/16	Chord	2/4	4	1	1/32			1/32	1	3392									44	
121	120	1931/8	1931/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	3393									44	
121	120	483/2	483/2	0.125	3/8	3/8	Chord	2/4	4	1	1/32			1/32	1	3394									44	
121	120	1933/8	1933/8	0.125	13/32	13/32	Chord	2/4	4	1	1/32			1/32	1	3395									44	
121	120	967/4	967/4	0.125	7/16	7/16	Chord	2/4	4	1	1/32			1/32	1	3396									44	
121	120	1935/8	1935/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	3397									44	
122	121	242	242	0.0	0	0	Dynamic	2/4	1	1	0						p									
122	121	242	242	0.0	0	0	StaffText	2/4	1	1	0								<i>dim.</i>							
122	121	242	242	0.0	0	0	Spanner	2/4	1	1	0															
122	121	242	242	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	3398								593		
122	121	485/2	485/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	3399								593		
122	121	243	243	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	3400								593		
122	121	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	3401										
122	121	242	242	0.0	0	0	Dynamic	2/4	2	1	0						p									
122	121	242	242	0.0	0	0	StaffText	2/4	2	1	0								<i>dim.</i>							
122	121	242	242	0.0	0	0	Spanner	2/4	2	1	0															
122	121	242	242	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	3402								594		
122	121	485/2	485/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	3403										
122	121	2917/12	2917/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	3404								595		
122	121	1459/6	1459/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	3405								595		
122	121	973/4	973/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	3406								595		
122	121	730/3	730/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	3407								595		
122	121	2921/12	2921/12	0.08333333333333333	17/48	17/48	Chord	2/4	2	1	1/48			1/32	2/3	3408								595		
122	121	487/2	487/2	0.08333333333333333	3/8	3/8	Chord	2/4	2	1	1/48			1/32	2/3	3409								595		
122	121	2923/12	2923/12	0.08333333333333333	19/48	19/48	Chord	2/4	2	1	1/48			1/32	2/3	3410								595		
122	121	731/3	731/3	0.08333333333333333	5/12	5/12	Chord	2/4	2	1	1/48			1/32	2/3	3411								595		
122	121	975/4	975/4	0.08333333333333333	7/16	7/16	Chord	2/4	2	1	1/48			1/32	2/3	3412								595		
122	121	1463/6	1463/6	0.08333333333333333	11/24	11/24	Chord	2/4	2	1	1/48			1/32	2/3	3413								595		
122	121	2927/12	2927/12	0.08333333333333333	23/48	23/48	Chord	2/4	2	1	1/48			1/32	2/3	3414										
122	121	242	242	0.0	0	0	StaffText	2/4	3	1	0								<i>dim.</i>							
122	121	242	242	0.0	0	0	Dynamic	2/4	3	1	0						p									
122	121	242	242	0.0	0	0	Spanner	2/4	3	1	0															
122	121	242	242	0.08333333333333333	0	0	Chord	2/4	3	1	1/48			1/32	2/3	3415								596		
122	121	2905/12	2905/12	0.08333333333333333	1/48	1/48	Chord	2/4	3	1	1/48			1/32	2/3	3416								596		
122	121	1453/6	1453/6	0.08333333333333333	1/24	1/24	Chord	2/4	3	1	1/48			1/32	2/3	3417								596		
122	121	969/4	969/4	0.08333333333333333	1/16	1/16	Chord	2/4	3	1	1/48			1/32	2/3	3418								596		
122	121	727/3	727/3	0.08333333333333333	1/12	1/12	Chord	2/4	3	1	1/48			1/32	2/3	3419								596		
122	121	2909/12	2909/12	0.08333333333333333	5/48	5/48	Chord	2/4	3	1	1/48			1/32	2/3	3420										
122	121	485/2	485/2	0.08333333333333333	1/8	1/8	Chord	2/4	3	1	1/48			1/32	2/3	3421								597		
122	121	2911/12	2911/12	0.08333333333333333	7/48	7/48	Chord	2/4	3	1	1/48			1/32	2/3	3422								597		
122	121	728/3	728/3	0.08333333333333333	1/6	1/6	Chord	2/4	3	1	1/48			1/32	2/3	3423								597		
122	121	971/4	971/4	0.08333333333333333	3/16	3/16	Chord	2/4	3	1	1/48			1/32	2/3	3424								597		
122	121	1457/6	1457/6	0.08333333333333333	5/24	5/24	Chord	2/4	3	1	1/48			1/32	2/3	3425								597		
122	121	2915/12	2915/12	0.08333333333333333	11/48	11/48	Chord	2/4	3	1	1/48			1/32	2/3	3426										
122	121	243	243	0.75	1/4	1/4	Chord	2/4	3	1	3/16			1/8	3/2	3427										
122	121	975/4	975/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	3428										
122	121	242	242	0.0	0	0	Dynamic	2/4	4	1	0						p									
122	121	242	242	0.0	0	0	StaffText	2/4	4	1	0								<i>dim.</i>							
122	121	242	242	0.0	0	0	Spanner	2/4	4	1	0															
122	121	242	242	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	3429								598		
122	121	485/2	485/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	3430								598		
122	121	243	243	0.75	1/4	1/4	Chord	2/4	4	1	3/16			1/8	3/2	3431								598		
122	121	975/4	975/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	3432										
123	122	244	244	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	3433								599		
123	122	489/2	489/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	3434								599		
123	122	245	245	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	3435								599		
123	122	983/4	983/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	3436										
123	122	2929/12	2929/12	0.08333333333333333	1/48	1/48	Chord	2/4	2	1	1/48			1/32	2/3	3437								600		
123	122	1465/6	1465/6	0.08333333333333333	1/24	1/24	Chord	2/4	2	1	1/48			1/32	2/3	3438								600		
123	122	977/4	977/4	0.08333333333333333	1/16	1/16	Chord	2/4	2	1	1/48			1/32	2/3	3439								600		
123	122	733/3	733/3	0.08333333333333333	1/12	1/12	Chord	2/4	2	1	1/48			1/32	2/3	3440								600		
123	122	2933/12	2933/12	0.08333333333333333	5/48	5/48	Chord	2/4	2	1	1/48			1/32	2/3	3441										
123	122	2935/12	2935/12	0.08333333333333333	7/48	7/48	Chord	2/4	2	1	1/48			1/32	2/3	3442								601		
123	122	734/3	734/3	0.08333333333333333	1/6	1/6	Chord	2/4	2	1	1/48			1/32	2/3	3443								601		
123	122	979/4	979/4	0.08333333333333333	3/16	3/16	Chord	2/4	2	1	1/48			1/32	2/3	3444								601		
123	122	1469/6	1469/6	0.08333333333333333	5/24	5/24	Chord	2/4	2	1	1/48			1/32	2/3	3445								601		
123	122	2939/12	2939/12	0.08333333333333333	11/48	11/48	Chord	2/4	2	1	1/48			1/32	2/3	3446										
123	122	2941/12	2941/12	0.08333333333333333	13/48	13/48	Chord	2/4	2	1	1/48			1/32	2/3	3447								602		
123	122	1471/6	1471/6	0.08333333333333333	7/24	7/24	Chord	2/4	2	1	1/48			1/32	2/3	3448								602		
123	122	981/4	981/4	0.08333333333333333	5/16	5/16	Chord	2/4	2	1	1/48			1/32	2/3	3449								602		
123	122	736/3	736/3	0.08333333333333333	1/3	1/3	Chord	2/4	2	1	1/48			1/32	2/3	3450								602		
