mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
55	54	643/4	655/4	0.0		7/16	7/16	StaffText	3/4	4	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
55	54	643/4	655/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	686											
55	54	161	164	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	687											
55	54	647/4	659/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	688											
56	55	162	165	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	689											
56	55	655/4	667/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	690											
56	55	164	167	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	691											
56	55	659/4	671/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	692											
56	55	651/4	663/4	0.0		3/16	3/16	StaffText	3/4	2	1	0							"<font size=""10.0608""/><font face=""Times New Roman""/><i>cresc.</i>"								
56	55	651/4	663/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	693											
56	55	163	166	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	694											
56	55	162	165	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	695											
56	55	655/4	667/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	696											
56	55	164	167	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	697											
56	55	659/4	671/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	698											
56	55	162	165	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	699											
56	55	655/4	667/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	700											
56	55	164	167	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	701											
56	55	659/4	671/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	702											
57	56	165	168	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	703											
57	56	667/4	679/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	704											
57	56	167	170	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	705											
57	56	671/4	683/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	706											
57	56	663/4	675/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	707											
57	56	166	169	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	708											
57	56	165	168	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	709											
57	56	667/4	679/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	710											
57	56	167	170	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	711											
57	56	671/4	683/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	712											
57	56	165	168	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	713											
57	56	667/4	679/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	714											
57	56	167	170	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	715											
57	56	671/4	683/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	716											
58	57	168	171	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	717											
58	57	679/4	691/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	718											
58	57	170	173	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	719											
58	57	683/4	695/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	720											
58	57	675/4	687/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	721											
58	57	169	172	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	722											
58	57	168	171	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	723											
58	57	679/4	691/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	724											
58	57	170	173	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	725											
58	57	683/4	695/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	726											
58	57	168	171	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	727											
58	57	679/4	691/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	728											
58	57	170	173	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	729											
58	57	683/4	695/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	730											
59	58	171	174	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	731											
59	58	687/4	699/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	732											
59	58	172	175	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	733											
59	58	691/4	703/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	734											
59	58	173	176	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	735											
59	58	695/4	707/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	736											
59	58	171	174	0.0		0	0	Dynamic	3/4	2	1	0					sf										
59	58	691/4	703/4	0.0		7/16	7/16	Dynamic	3/4	2	1	0					sf										
59	58	691/4	703/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	737											
59	58	173	176	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	738											
59	58	695/4	707/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	739											
59	58	171	174	0.0		0	0	Dynamic	3/4	3	1	0					sf										
59	58	171	174	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	740											
59	58	687/4	699/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	741											
59	58	172	175	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	742											
59	58	691/4	703/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	743											
59	58	173	176	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	744											
59	58	695/4	707/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	745											
59	58	171	174	0.0		0	0	Dynamic	3/4	4	1	0					sf										
59	58	171	174	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	746											
59	58	687/4	699/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	747											
59	58	172	175	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	748											
59	58	691/4	703/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	749											
59	58	173	176	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	750											
59	58	695/4	707/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	751											
60	59	174	177	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	752											
60	59	699/4	711/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	753											
60	59	175	178	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	754											
60	59	703/4	715/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	755											
60	59	176	179	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	756											
60	59	707/4	719/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	757											
60	59	174	177	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	758											
60	59	699/4	711/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	759											
60	59	175	178	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	760											
60	59	703/4	715/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	761											
60	59	176	179	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	762											
60	59	707/4	719/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	763											
60	59	174	177	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	764											
60	59	699/4	711/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	765											
60	59	175	178	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	766											
60	59	703/4	715/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	767											
60	59	176	179	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	768											
60	59	707/4	719/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	769											
60	59	174	177	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	770											
60	59	699/4	711/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	771											
60	59	175	178	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	772											
60	59	703/4	715/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	773											
60	59	176	179	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	774											
60	59	707/4	719/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	775											
61	60	177	180	0.0		0	0	Dynamic	3/4	1	1	0					ff										
61	60	177	180	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	776											
61	60	711/4	723/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	777											
61	60	178	181	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	778											
61	60	715/4	727/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	779											
61	60	179	182	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	780											
61	60	719/4	731/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	781											
61	60	177	180	0.0		0	0	Dynamic	3/4	2	1	0					ff										
61	60	177	180	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	782											
61	60	711/4	723/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	783											
61	60	178	181	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	784											
61	60	715/4	727/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	785											
61	60	179	182	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	786											
61	60	719/4	731/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	787											
61	60	177	180	0.0		0	0	Dynamic	3/4	3	1	0					ff										
61	60	177	180	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	788											
61	60	711/4	723/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	789											
61	60	178	181	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	790											
61	60	715/4	727/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	791											
61	60	179	182	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	792											
61	60	719/4	731/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	793											
61	60	177	180	0.0		0	0	Dynamic	3/4	4	1	0					ff										
61	60	177	180	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	794											
61	60	711/4	723/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	795											
61	60	178	181	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	796											
61	60	715/4	727/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	797											
61	60	179	182	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	798											
61	60	719/4	731/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	799											
62	61	180	183	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	800											
62	61	723/4	735/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	801											
62	61	181	184	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	802											
62	61	727/4	739/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	803											
62	61	182	185	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	804											
62	61	731/4	743/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	805											
62	61	180	183	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	806											
62	61	723/4	735/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	807											
62	61	181	184	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	808											
62	61	727/4	739/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	809											
62	61	182	185	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	810											
62	61	731/4	743/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	811											
62	61	180	183	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	812											
62	61	723/4	735/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	813											
62	61	181	184	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	814											
62	61	727/4	739/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	815											
62	61	182	185	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	816											
62	61	731/4	743/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	817											
62	61	180	183	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	818											
62	61	723/4	735/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	819											
62	61	181	184	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	820											
62	61	727/4	739/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	821											
62	61	182	185	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	822											
62	61	731/4	743/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	823											
63	62	183	186	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	824											
63	62	735/4	747/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	825											
63	62	184	187	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	826											
63	62	739/4	751/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	827											
63	62	185	188	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	828											
63	62	743/4	755/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	829											
63	62	183	186	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	830											
63	62	735/4	747/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	831											
63	62	184	187	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	832											
63	62	739/4	751/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	833											
63	62	185	188	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	834											
63	62	743/4	755/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	835											
63	62	183	186	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	836											
63	62	735/4	747/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	837											
63	62	184	187	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	838											
63	62	739/4	751/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	839											
63	62	185	188	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	840											
63	62	743/4	755/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	841											
63	62	183	186	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	842											
63	62	735/4	747/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	843											
63	62	184	187	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	844											
63	62	739/4	751/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	845											
63	62	185	188	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	846											
63	62	743/4	755/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	847											
64	63	186	189	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	848											
64	63	747/4	759/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	849											
64	63	187	190	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	850											
64	63	751/4	763/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	851											
64	63	188	191	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	852											
64	63	755/4	767/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	853											
64	63	186	189	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	854											
64	63	747/4	759/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	855											
64	63	187	190	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	856											
64	63	751/4	763/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	857											
64	63	188	191	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	858											
64	63	755/4	767/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	859											
64	63	186	189	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	860											
64	63	747/4	759/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	861											
64	63	187	190	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	862											
64	63	751/4	763/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	863											
64	63	188	191	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	864											
64	63	755/4	767/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	865											
64	63	186	189	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	866											
64	63	747/4	759/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	867											
64	63	187	190	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	868											
64	63	751/4	763/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	869											
64	63	188	191	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	870											
64	63	755/4	767/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	871											
65	64	189	192	0.0		0	0	Dynamic	3/4	1	1	0					pp										
65	64	189	192	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	872											
65	64	759/4	771/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	873											
65	64	190	193	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	874											
65	64	763/4	775/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	875											
65	64	191	194	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	876											
65	64	767/4	779/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	877											
65	64	189	192	0.0		0	0	Dynamic	3/4	2	1	0					pp										
65	64	189	192	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	878											
65	64	759/4	771/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	879											
65	64	190	193	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	880											
65	64	763/4	775/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	881											
65	64	191	194	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	882											
65	64	767/4	779/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	883											
65	64	189	192	0.0		0	0	Dynamic	3/4	3	1	0					pp										
65	64	189	192	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	884											
65	64	759/4	771/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	885											
65	64	190	193	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	886											
65	64	763/4	775/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	887											
65	64	191	194	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	888											
65	64	767/4	779/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	889											
65	64	189	192	0.0		0	0	Dynamic	3/4	4	1	0					pp										
65	64	189	192	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	890											
65	64	759/4	771/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	891											
65	64	190	193	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	892											
65	64	763/4	775/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	893											
65	64	191	194	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	894											
65	64	767/4	779/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	895											
66	65	192	195	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	896											
66	65	771/4	783/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	897											
66	65	193	196	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	898											
66	65	775/4	787/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	899											
66	65	194	197	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	900											
66	65	779/4	791/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	901											
66	65	192	195	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	902											
66	65	771/4	783/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	903											
66	65	193	196	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	904											
66	65	775/4	787/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	905											
66	65	194	197	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	906											
66	65	779/4	791/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	907											
66	65	192	195	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	908											
66	65	771/4	783/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	909											
66	65	193	196	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	910											
66	65	775/4	787/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	911											
66	65	194	197	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	912											
66	65	779/4	791/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	913											
66	65	192	195	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	914											
66	65	771/4	783/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	915											
66	65	193	196	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	916											
66	65	775/4	787/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	917											
66	65	194	197	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	918											
66	65	779/4	791/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	919											
67	66	195	198	0.0		0	0	Dynamic	3/4	1	1	0					f										
67	66	195	198	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	920											
67	66	783/4	795/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	921											
67	66	196	199	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	922											
67	66	787/4	799/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	923											
67	66	197	200	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	924											
67	66	791/4	803/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	925											
67	66	195	198	0.0		0	0	Dynamic	3/4	2	1	0					f										
67	66	195	198	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	926											
67	66	783/4	795/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	927											
67	66	196	199	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	928											
67	66	787/4	799/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	929											
67	66	197	200	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	930											
67	66	791/4	803/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	931											
67	66	195	198	0.0		0	0	Dynamic	3/4	3	1	0					f										
67	66	195	198	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	932											
67	66	783/4	795/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	933											
67	66	196	199	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	934											
67	66	787/4	799/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	935											
67	66	197	200	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	936											
67	66	791/4	803/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	937											
67	66	195	198	0.0		0	0	Dynamic	3/4	4	1	0					f										
67	66	195	198	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	938											
67	66	783/4	795/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	939											
67	66	196	199	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	940											
67	66	787/4	799/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	941											
67	66	197	200	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	942											
67	66	791/4	803/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	943											
68	67	198	201	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	944											
68	67	795/4	807/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	945											
68	67	199	202	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	946											
68	67	799/4	811/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	947											
68	67	200	203	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	948											
68	67	803/4	815/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	949											
68	67	198	201	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	950											
68	67	795/4	807/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	951											
68	67	199	202	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	952											
68	67	799/4	811/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	953											
68	67	200	203	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	954											
68	67	803/4	815/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	955											
68	67	198	201	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	956											
68	67	795/4	807/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	957											
68	67	199	202	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	958											
68	67	799/4	811/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	959											
68	67	200	203	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	960											
68	67	803/4	815/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	961											
68	67	198	201	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	962											
68	67	795/4	807/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	963											
68	67	199	202	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	964											
68	67	799/4	811/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	965											
68	67	200	203	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	966											
68	67	803/4	815/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	967											
69	68	201	204	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	968											
