mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
27	27	104	104	0.0	0	0	Dynamic	4/4	3	1	0					p									
27	27	104	104	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	500										
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	501										
27	27	104	104	0.0	0	0	Dynamic	4/4	4	1	0					p									
27	27	104	104	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	502										
27	27	106	106	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	503										
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	504										
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	505		articStaccatoBelow								
28	28	109	109	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	506		articStaccatoBelow								
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	507		articStaccatoBelow								
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	508									49	
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	509										
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	510		articStaccatoBelow								
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	511		articStaccatoBelow								
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	r16	1/2	1	512										
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	513										
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	514										
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	515										
28	28	108	108	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	516										
28	28	110	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	517										
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	518									50	
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	519										
29	29	113	113	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	520										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	521										
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	r16	1/4	1	522										
29	29	113	113	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
29	29	113	113	2.0	1/4	1/4	Chord	4/4	2	1	1/2	r16	1/2	1	523										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4	r16	1/4	1	524										
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4	r16	1/4	1	525										
29	29	113	113	0.0	1/4	1/4	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	3	1	1/4	r16	1/4	1	526										
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4	r16	1/4	1	527										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	3	1	1/4	r16	1/4	1	528										
29	29	112	112	1.0	0	0	Chord	4/4	4	1	1/4	r16	1/4	1	529										
29	29	113	113	0.0	1/4	1/4	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	4	1	1/4	r16	1/4	1	530										
29	29	114	114	1.0	1/2	1/2	Chord	4/4	4	1	1/4	r16	1/4	1	531										
29	29	115	115	1.0	3/4	3/4	Chord	4/4	4	1	1/4	r16	1/4	1	532										
30	30	116	116	0.0	0	0	StaffText	4/4	1	1	0							rit.							
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	533										
30	30	117	117	0.0	1/4	1/4	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>espress.</i>"							
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	534		articStaccatoBelow							51	
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	535		articStaccatoBelow							51	
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	536		articStaccatoBelow								
30	30	116	116	0.0	0	0	Dynamic	4/4	2	1	0					p									
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	537										
30	30	116	116	0.0	0	0	Dynamic	4/4	3	1	0					p									
30	30	116	116	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	538										
30	30	116	116	0.0	0	0	Dynamic	4/4	4	1	0					p									
30	30	116	116	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	539										
31	31	120	120	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""10.6033""/><font face=""Times New Roman""/><b>A tempo</b>"							
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	540									52	
31	31	241/2	241/2	1.5	1/8	1/8	Chord	4/4	1	1	3/8		1/4	3/2	541										
31	31	120	120	0.0	0	0	Dynamic	4/4	2	1	0					f									
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	542										
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	543										
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	544										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	545										
31	31	120	120	0.0	0	0	Dynamic	4/4	3	1	0					f									
31	31	120	120	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	546										
31	31	121	121	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	547										
31	31	122	122	0.5	1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	548										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	549										
31	31	120	120	0.0	0	0	Dynamic	4/4	4	1	0					f									
31	31	120	120	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	550										
31	31	121	121	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	551										
31	31	122	122	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	552										
31	31	123	123	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	553										
32	32	125	125	0.0	1/4	1/4	Dynamic	4/4	1	1	0					sf									
32	32	125	125	3.0	1/4	1/4	Chord	4/4	1	1	3/4		1/2	3/2	554										
32	32	124	124	0.0	0	0	Dynamic	4/4	2	1	0					fp									
32	32	124	124	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	555										
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	556										
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	557										
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	558										
32	32	125	125	1.0	1/4	1/4	Chord	4/4	2	1	1/4	r16	1/4	1	559										
32	32	126	126	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	560										
32	32	124	124	0.0	0	0	Dynamic	4/4	3	1	0					fp									
32	32	124	124	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	561										
32	32	126	126	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	562										
32	32	124	124	0.0	0	0	Dynamic	4/4	4	1	0					fp									
32	32	124	124	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	563										
32	32	126	126	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	564										
33	33	128	128	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	565									53	
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	566										
33	33	130	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	567										
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	568										
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	569										
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	570										
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	r16	1/2	1	571										
33	33	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	572										
33	33	128	128	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	573										
33	33	130	130	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	574										
33	33	128	128	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	575										
33	33	130	130	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	576										
34	34	132	132	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	577									54	
34	34	265/2	265/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	578										
34	34	133	133	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	579		articStaccatoBelow								
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	580		articStaccatoBelow								
34	34	134	134	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	581										
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2	r16	1/2	1	582										
34	34	134	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	583										
34	34	132	132	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	584										
34	34	134	134	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	585										
34	34	132	132	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	586										
34	34	134	134	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	587										
35	35	136	136	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
35	35	136	136	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	588									55	
35	35	137	137	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	589										
35	35	138	138	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	590										
35	35	277/2	277/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	591		articStaccatoAbove								
35	35	139	139	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	592		articStaccatoAbove								
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	593		articStaccatoAbove								
35	35	136	136	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2	r16	1/2	1	594										
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2	r16	1/2	1	595										
35	35	136	136	0.0	0	0	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
35	35	136	136	2.0	0	0	Chord	4/4	3	1	1/2	r16	1/2	1	596										
35	35	138	138	2.0	1/2	1/2	Chord	4/4	3	1	1/2	r16	1/2	1	597										
35	35	136	136	0.0	0	0	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
35	35	136	136	2.0	0	0	Chord	4/4	4	1	1/2	r16	1/2	1	598										
35	35	138	138	2.0	1/2	1/2	Chord	4/4	4	1	1/2	r16	1/2	1	599										
36	36	140	140	0.0	0	0	StaffText	4/4	1	1	0							rit.							
36	36	140	140	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>dim.</i>"							
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	600									56	
36	36	281/2	281/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	601										
36	36	141	141	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	602		articStaccatoAbove								
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	603		articStaccatoAbove								
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	604		articStaccatoBelow							57	
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	605		articStaccatoBelow							57	
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	606		articStaccatoBelow							57	
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	607		articStaccatoBelow								
36	36	140	140	0.0	0	0	Dynamic	4/4	2	1	0					p									
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	608										
36	36	140	140	0.0	0	0	Dynamic	4/4	3	1	0					p									
36	36	140	140	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	609										
36	36	140	140	0.0	0	0	Dynamic	4/4	4	1	0					p									
36	36	140	140	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	610										
37	37	144	144	0.0	0	0	StaffText	4/4	1	1	0							accel.							
37	37	144	144	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>immer geschwinder"							
37	37	144	144	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	611									58	
37	37	145	145	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	612										
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	613										
37	37	145	145	0.0	1/4	1/4	Dynamic	4/4	2	1	0					pp									
37	37	145	145	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	614		articStaccatoBelow								
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	615		articStaccatoAbove								
37	37	145	145	0.0	1/4	1/4	Dynamic	4/4	3	1	0					pp									
37	37	145	145	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	616		articStaccatoBelow								
37	37	146	146	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	617		articStaccatoAbove								
37	37	145	145	0.0	1/4	1/4	Dynamic	4/4	4	1	0					pp									
37	37	145	145	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	618		articStaccatoAbove								
37	37	146	146	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	619		articStaccatoAbove								
38	38	148	148	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
38	38	148	148	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	620									59	
38	38	149	149	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	621										
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	622										
38	38	149	149	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	623		articStaccatoAbove								
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	624		articStaccatoAbove								
38	38	149	149	0.0	1/4	1/4	StaffText	4/4	3	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	625		articStaccatoAbove								
38	38	150	150	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	626		articStaccatoAbove								
38	38	149	149	0.0	1/4	1/4	StaffText	4/4	4	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"							
38	38	149	149	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	627		articStaccatoAbove								
38	38	150	150	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	628		articStaccatoAbove								
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	629									60	
39	39	153	153	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	630										
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	1	1	0					ff									
39	39	155	155	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	631										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	632		articStaccatoAbove								
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	633		articStaccatoAbove								
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	2	1	0					ff									
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	634										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	635		articStaccatoAbove								
39	39	154	154	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	636		articStaccatoAbove								
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	3	1	0					ff									
39	39	155	155	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	637										
39	39	153	153	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	638		articStaccatoAbove								
39	39	154	154	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	639		articStaccatoAbove								
39	39	155	155	0.0	3/4	3/4	Dynamic	4/4	4	1	0					ff									
39	39	155	155	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	640										
40	40	156	156	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	641									61	
40	40	313/2	313/2	0.0	1/8	1/8	StaffText	2/2	1	1	0							"<font size=""10.6033""/><font face=""Times New Roman""/><b>Presto</b>"						61	
40	40	313/2	313/2	0.0	1/8	1/8	Tempo	2/2	1	1	0								𝅘𝅥=160	160.0	𝅘𝅥	160.0	1.0	61	
40	40	313/2	313/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	642									61	
40	40	157	157	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	643									61	
40	40	315/2	315/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	644										
40	40	158	158	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	645									62	
40	40	317/2	317/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	646									62	
40	40	159	159	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	647									62	
40	40	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	648										
40	40	156	156	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	649										
40	40	156	156	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	650										
40	40	156	156	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	651										
41	41	160	160	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	652									63	
41	41	321/2	321/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	653									63	
41	41	161	161	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	654									63	
41	41	323/2	323/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	655										
41	41	162	162	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	656									64	
41	41	325/2	325/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	657									64	
41	41	163	163	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	658									64	
41	41	327/2	327/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	659										
42	42	164	164	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	660									65	
42	42	329/2	329/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	661									65	
42	42	165	165	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	662									65	
42	42	331/2	331/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	663										
42	42	166	166	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	664									66	
42	42	333/2	333/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	665									66	
42	42	167	167	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	666									66	
42	42	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	667										
43	43	168	168	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	668									67	
43	43	337/2	337/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	669									67	
43	43	169	169	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	670									67	
43	43	339/2	339/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	671									67	
43	43	170	170	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	672									67	
43	43	341/2	341/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	673									67	
43	43	171	171	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	674									67	
43	43	343/2	343/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	675										
44	44	172	172	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	676									68	
44	44	173	173	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	677									68	
44	44	175	175	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	678										
44	44	173	173	0.0	1/4	1/4	Spanner	2/2	2	1	0														8
44	44	173	173	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	679		articStaccatoAbove								8
44	44	174	174	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	680		articStaccatoBelow								8
44	44	175	175	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	681		articStaccatoBelow								8
44	44	173	173	0.0	1/4	1/4	Spanner	2/2	3	1	0														9
44	44	173	173	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	682		articStaccatoBelow								9
44	44	174	174	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	683		articStaccatoBelow								9
44	44	175	175	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	684		articStaccatoAbove								9
44	44	173	173	0.0	1/4	1/4	Spanner	2/2	4	1	0														10
44	44	173	173	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	685		articStaccatoAbove								10
44	44	174	174	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	686		articStaccatoAbove								10
44	44	175	175	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	687		articStaccatoAbove								10
45	45	176	176	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	688									69	
45	45	177	177	3.0	1/4	1/4	Chord	2/2	1	1	3/4		1/2	3/2	689										
45	45	176	176	0.0	0	0	Spanner	2/2	2	1	0														
45	45	177	177	0.0	1/4	1/4	Dynamic	2/2	2	1	0					p									
45	45	177	177	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	690										
45	45	179	179	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	691										
45	45	176	176	0.0	0	0	Spanner	2/2	3	1	0														
45	45	177	177	0.0	1/4	1/4	Dynamic	2/2	3	1	0					p									
45	45	177	177	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	692										
45	45	179	179	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	693										
45	45	176	176	0.0	0	0	Spanner	2/2	4	1	0														
45	45	177	177	0.0	1/4	1/4	Dynamic	2/2	4	1	0					p									
45	45	177	177	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	694										
45	45	179	179	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	695										
46	46	180	180	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""10.6033""/><font face=""Times New Roman""/><b>poco Adagio</b>"							
46	46	180	180	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0		
46	46	180	180	1.5	0	0	Chord	2/2	1	1	3/8		1/4	3/2	696									70	
46	46	363/2	363/2	0.0	3/8	3/8	StaffText	2/2	1	1	0							"<font size=""9.7197""/><font face=""Times New Roman""/>smorzando"							
46	46	363/2	363/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	697										
46	46	182	182	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	698									71	
46	46	183	183	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	699										
