mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
232	231	953	973	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2286						
232	231	950	970	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
233	232	954	974	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
233	232	954	974	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2287						
233	232	956	976	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2288						
233	232	954	974	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>cresc.</i>"			
233	232	954	974	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2289						
233	232	954	974	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2290						
233	232	954	974	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>cresc.</i>"			
233	232	954	974	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2291				230		
233	232	955	975	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2292				230		
233	232	956	976	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2293				230		
233	232	957	977	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2294						
234	233	958	978	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2295						
234	233	960	980	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2296						
234	233	958	978	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2297				231		
234	233	959	979	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2298						
234	233	960	980	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2299				232		
234	233	961	981	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2300						
234	233	958	978	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2301				233		
234	233	959	979	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2302				233		
234	233	960	980	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2303				233		
234	233	961	981	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2304						
234	233	958	978	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2305						
234	233	960	980	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2306						
235	234	962	982	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>p</i></b>"			
235	234	962	982	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2307						
235	234	964	984	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2308						
235	234	962	982	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""12""/><b><i>p</i></b>"			
235	234	962	982	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2309				234		
235	234	963	983	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2310				234		
235	234	964	984	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2311				234		
235	234	965	985	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2312						
235	234	962	982	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>p</i></b>"			
235	234	962	982	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2313				235		
235	234	963	983	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2314				235		
235	234	964	984	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2315				235		
235	234	965	985	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2316						
235	234	962	982	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2317						
235	234	964	984	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2318						
236	235	966	986	4.0		0	0	Chord	4/4	1	1	1			1	1	2319						
236	235	966	986	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2320				236		
236	235	967	987	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2321				236		
236	235	968	988	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2322						
236	235	969	989	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2323		articStaccatoBelow				
236	235	966	986	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2324				237		
236	235	967	987	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2325				237		
236	235	968	988	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2326						
236	235	969	989	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2327		articStaccatoBelow				
236	235	966	986	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2328						
236	235	968	988	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2329						
237	236	970	990	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>cresc.</i>"			
237	236	970	990	4.0		0	0	Chord	4/4	1	1	1			1	1	2330						
237	236	970	990	0.0		0	0	StaffText	4/4	2	1	0								"<font size=""10""/><i>cresc.</i>"			
237	236	970	990	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2331		articStaccatoAbove				
237	236	972	992	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2332		articStaccatoBelow				
237	236	970	990	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>cresc.</i>"			
237	236	970	990	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2333		articStaccatoBelow				
237	236	972	992	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2334		articStaccatoBelow				
237	236	970	990	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2335						
237	236	972	992	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2336		articStaccatoBelow				
237	236	973	993	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2337		articStaccatoAbove				
238	237	974	994	4.0		0	0	Chord	4/4	1	1	1			1	1	2338						
238	237	977	997	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2339						
238	237	977	997	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2340						
238	237	974	994	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2341		articStaccatoAbove				
238	237	975	995	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2342		articStaccatoAbove				
238	237	976	996	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2343		articStaccatoAbove				
238	237	977	997	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2344						
239	238	978	998	4.0		0	0	Chord	4/4	1	1	1			1	1	2345						
239	238	978	998	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2346		articStaccatoAbove				
239	238	980	1000	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2347		articStaccatoBelow				
239	238	978	998	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2348		articStaccatoAbove				
239	238	980	1000	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2349		articStaccatoBelow				
239	238	978	998	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2350						
239	238	980	1000	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2351						
239	238	981	1001	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2352						
240	239	982	1002	3.0		0	0	Chord	4/4	1	1	3/4			1/2	3/2	2353						
240	239	985	1005	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2354		articStaccatoAbove				
240	239	982	1002	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2355						
240	239	983	1003	1.0		1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	2356						
240	239	984	1004	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2357						
240	239	985	1005	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2358						
241	240	986	1006	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>f</i></b>"			
241	240	986	1006	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>f</i></b>"			
241	240	986	1006	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""10""/><i>piu</i>"			
241	240	986	1006	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2359		articStaccatoAbove				
241	240	988	1008	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2360		articStaccatoAbove				
241	240	989	1009	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2361						
241	240	989	1009	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2362						
241	240	986	1006	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
241	240	986	1006	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
241	240	986	1006	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>piu</i>"			
241	240	986	1006	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2363		articStaccatoAbove				
241	240	988	1008	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2364		articStaccatoAbove				
242	241	993	1013	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2365						
242	241	990	1010	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2366		articStaccatoBelow				
242	241	992	1012	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2367		articStaccatoBelow				
242	241	990	1010	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>f</i></b>"			
242	241	990	1010	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""10""/><i>piu</i>"			
242	241	990	1010	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2368		articStaccatoBelow				
242	241	992	1012	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2369		articStaccatoBelow				
242	241	990	1010	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
242	241	990	1010	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""10""/><i>piu</i>"			
242	241	993	1013	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2370						
243	242	994	1014	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2371		articStaccatoAbove				
243	242	996	1016	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2372		articStaccatoAbove				
243	242	997	1017	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2373						
243	242	994	1014	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>f</i></b>"			
243	242	997	1017	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2374						
243	242	994	1014	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>f</i></b>"			
243	242	994	1014	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2375		articStaccatoAbove				
243	242	996	1016	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2376		articStaccatoAbove				
244	243	998	1018	0.0		0	0	StaffText	4/4	1	1	0								"<font size=""12""/><b><i>ff</i></b>"			
244	243	1001	1021	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2377						
244	243	998	1018	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2378		articStaccatoBelow				
244	243	1000	1020	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2379		articStaccatoBelow				
244	243	1001	1021	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2380						
244	243	998	1018	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""12""/><b><i>ff</i></b>"			
244	243	998	1018	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2381		articStaccatoBelow				
244	243	1000	1020	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2382		articStaccatoBelow				
244	243	1001	1021	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2383						
244	243	998	1018	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>ff</i></b>"			
244	243	998	1018	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>ff</i></b>"			
244	243	1001	1021	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2384						
245	244	1002	1022	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2385						
245	244	1003	1023	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2386						
245	244	1004	1024	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2387						
245	244	1005	1025	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2388						
245	244	1002	1022	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2389						
245	244	1003	1023	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2390						
245	244	1004	1024	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2391						
245	244	1005	1025	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2392						
245	244	1002	1022	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2393						
245	244	1003	1023	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2394						
245	244	1004	1024	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2395						
245	244	1005	1025	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2396						
245	244	1002	1022	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>sf</i></b>"			
245	244	1002	1022	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2397						
245	244	1004	1024	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2398						
245	244	1005	1025	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2399						
246	245	1006	1026	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2400						
246	245	1007	1027	1.0		1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2401						
246	245	1008	1028	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2402						
246	245	1009	1029	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2403						
246	245	1006	1026	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2404						
246	245	1007	1027	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2405						
246	245	1008	1028	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2406						
246	245	1009	1029	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2407						
246	245	1006	1026	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2408						
246	245	1007	1027	1.0		1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	2409						
246	245	1008	1028	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2410						
246	245	1009	1029	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2411						
246	245	1006	1026	0.0		0	0	StaffText	4/4	4	1	0								"<font size=""12""/><b><i>sf</i></b>"			
246	245	1006	1026	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2412						
246	245	1008	1028	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2413						
246	245	1009	1029	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2414						
247	246	1010	1030	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2415						
247	246	1012	1032	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2416						
247	246	1010	1030	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2417						
247	246	1012	1032	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2418						
247	246	1010	1030	0.0		0	0	StaffText	4/4	3	1	0								"<font size=""7.7""/>Si repete la seconda
parte al suo piacere."			
247	246	1010	1030	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2419						
247	246	1012	1032	2.0		1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	2420						
247	246	1010	1030	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2421						
247	246	1012	1032	0.0		1/2	1/2	StaffText	4/4	4	1	0								<b>Poco adagio.</b>			
247	246	1012	1032	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2422						
248	247		1034	1.0	1	0	0	Chord	4/4	1	1	1/4			1/4	1	2423						
248	247		1034	1.0	1	0	0	Chord	4/4	2	1	1/4			1/4	1	2424						
248	247		1034	1.0	1	0	0	Chord	4/4	3	1	1/4			1/4	1	2425						
248	247		1034	1.0	1	0	0	Chord	4/4	4	1	1/4			1/4	1	2426						
249	248		1038	1.0	1	0	0	Chord	4/4	1	1	1/4			1/4	1	2427						
249	248		1041	0.0	1	3/4	3/4	StaffText	4/4	1	1	0								<b><i>p</i></b>			
249	248		1041	1.0	1	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2428						
249	248		1038	1.0	1	0	0	Chord	4/4	2	1	1/4			1/4	1	2429						
249	248		1038	1.0	1	0	0	Chord	4/4	3	1	1/4			1/4	1	2430						
249	248		1038	1.0	1	0	0	Chord	4/4	4	1	1/4			1/4	1	2431						
249	248		1040	0.0	1	1/2	1/2	StaffText	4/4	4	1	0								<b>Tempo I.</b>			
249	248		1041	0.0	1	3/4	3/4	StaffText	4/4	4	1	0								<b><i>p</i></b>			
249	248		1041	1.0	1	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2432						
250	249	1014	1042	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2433						
250	249	1016	1044	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2434						
250	249	1017	1045	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2435						
250	249	1017	1045	0.0		3/4	3/4	StaffText	4/4	3	1	0								<b><i>p</i></b>			
250	249	1017	1045	0.0		3/4	3/4	StaffText	4/4	3	1	0								<b><i>p</i></b>			
250	249	1017	1045	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2436						
250	249	1014	1042	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2437						
250	249	1016	1044	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2438						
251	250	1018	1046	3.0		0	0	Chord	4/4	1	1	3/4			1/2	3/2	2439						
251	250	1021	1049	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2440						
251	250	1018	1046	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2441						
251	250	1020	1048	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2442						
251	250	1018	1046	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2443						
251	250	1020	1048	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2444						
251	250	1018	1046	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2445						
251	250	1021	1049	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2446						
252	251	1022	1050	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2447						
252	251	1024	1052	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2448						
252	251	1025	1053	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2449						
252	251	1025	1053	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2450						
252	251	1022	1050	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2451						
252	251	1024	1052	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2452						
253	252	1026	1054	3.0		0	0	Chord	4/4	1	1	3/4			1/2	3/2	2453						
253	252	1029	1057	0.0		3/4	3/4	StaffText	4/4	1	1	0								<b><i>pp</i></b>			
253	252	1029	1057	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2454						
253	252	1026	1054	2.0		0	0	Chord	4/4	2	1	1/2			1/2	1	2455						
253	252	1028	1056	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2456						
253	252	1026	1054	2.0		0	0	Chord	4/4	3	1	1/2			1/2	1	2457						
253	252	1028	1056	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2458						
253	252	1026	1054	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2459						
253	252	1029	1057	0.0		3/4	3/4	StaffText	4/4	4	1	0								<b><i>pp</i></b>			
253	252	1029	1057	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2460						
254	253	1030	1058	2.0		0	0	Chord	4/4	1	1	1/2			1/2	1	2461						
254	253	1032	1060	2.0		1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	2462						
254	253	1031	1059	0.0		1/4	1/4	StaffText	4/4	2	1	0								<b><i>pp</i></b>			
254	253	1031	1059	1.0		1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2463						
254	253	1032	1060	2.0		1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2464						
254	253	1033	1061	0.0		3/4	3/4	StaffText	4/4	3	1	0								<b><i>pp</i></b>			
254	253	1033	1061	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2465						
254	253	1030	1058	2.0		0	0	Chord	4/4	4	1	1/2			1/2	1	2466						
254	253	1032	1060	2.0		1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	2467						
255	254	1034	1062	0.0		0	0	Spanner	4/4	1	1	0										6	
255	254	1034	1062	0.0		0	0	Spanner	4/4	1	1	0										6	19
255	254	1034	1062	3.0		0	0	Chord	4/4	1	1	3/4			1/2	3/2	2468					6	19
255	254	1037	1065	0.0		3/4	3/4	StaffText	4/4	1	1	0								<b><i>pp</i></b>			
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	1	1	0											
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	1	1	0											
255	254	1034	1062	0.0		0	0	Spanner	4/4	2	1	0										7	
255	254	1034	1062	0.0		0	0	Spanner	4/4	2	1	0										7	20
255	254	1034	1062	3.0		0	0	Chord	4/4	2	1	3/4			1/2	3/2	2469					7	20
255	254	1037	1065	0.0		3/4	3/4	StaffText	4/4	2	1	0								<b><i>pp</i></b>			
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	2	1	0											
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	2	1	0											
255	254	1034	1062	0.0		0	0	Spanner	4/4	3	1	0										8	
255	254	1034	1062	0.0		0	0	Spanner	4/4	3	1	0										8	21
255	254	1034	1062	3.0		0	0	Chord	4/4	3	1	3/4			1/2	3/2	2470					8	21
255	254	1037	1065	0.0		3/4	3/4	StaffText	4/4	3	1	0								<b><i>pp</i></b>			
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	3	1	0											
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	3	1	0											
255	254	1034	1062	0.0		0	0	Spanner	4/4	4	1	0										9	
255	254	1034	1062	0.0		0	0	Spanner	4/4	4	1	0										9	22
255	254	1034	1062	3.0		0	0	Chord	4/4	4	1	3/4			1/2	3/2	2471					9	22
255	254	1037	1065	0.0		3/4	3/4	StaffText	4/4	4	1	0								<b><i>pp</i></b>			
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	4	1	0											
255	254	1037	1065	0.0		3/4	3/4	Spanner	4/4	4	1	0											
256	255	1038	1066	0.0		0	0	StaffText	4/4	1	1	0								pizz.			
256	255	1038	1066	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2472						
256	255	1040	1068	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2473						
256	255	1038	1066	0.0		0	0	StaffText	4/4	2	1	0								pizz.			
256	255	1038	1066	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2474						
256	255	1040	1068	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2475						
256	255	1038	1066	0.0		0	0	StaffText	4/4	3	1	0								pizz.			
256	255	1038	1066	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2476						
256	255	1040	1068	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2477						
256	255	1038	1066	0.0		0	0	StaffText	4/4	4	1	0								pizz.			
256	255	1038	1066	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2478						
256	255	1040	1068	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2479						
257	256	1042	1070	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2480						
257	256	1044	1072	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2481						
257	256	1042	1070	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2482						
257	256	1044	1072	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2483						
257	256	1042	1070	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2484						
257	256	1044	1072	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2485						
257	256	1042	1070	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2486						
257	256	1044	1072	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2487						
258	257	1046	1074	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2488						
258	257	1048	1076	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2489						
258	257	1049	1077	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	2490						
258	257	1046	1074	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2491						
258	257	1048	1076	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2492						
258	257	1049	1077	1.0		3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2493						
258	257	1046	1074	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2494						
258	257	1048	1076	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2495						
258	257	1049	1077	1.0		3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	2496						
258	257	1046	1074	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2497						
258	257	1048	1076	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2498						
258	257	1049	1077	1.0		3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	2499						
259	258	1050	1078	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2500						
259	258	1050	1078	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2501						
259	258	1050	1078	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2502						
259	258	1050	1078	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2503						
260	259	1054	1082	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2504						
260	259	1056	1084	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2505						
260	259	1054	1082	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2506						
260	259	1056	1084	1.0		1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2507						
260	259	1054	1082	1.0		0	0	Chord	4/4	3	1	1/4			1/4	1	2508						
260	259	1056	1084	1.0		1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	2509						
260	259	1054	1082	1.0		0	0	Chord	4/4	4	1	1/4			1/4	1	2510						
260	259	1056	1084	1.0		1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	2511						
261	260	1058	1086	1.0		0	0	Chord	4/4	1	1	1/4			1/4	1	2512						
261	260	1060	1088	1.0		1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2513						
261	260	1058	1086	1.0		0	0	Chord	4/4	2	1	1/4			1/4	1	2514						
