mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
142	141	851/2	851/2	0.75		3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	2571							512			
142	141	1705/4	1705/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2572							512			
142	141	853/2	853/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2573							512			
142	141	1707/4	1707/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2574										
142	141	424	424	0.0		0	0	StaffText	6/8	2	1	0							"<font size=""8.2""/>arco"							
142	141	424	424	0.0		0	0	Dynamic	6/8	2	1	0					p									
142	141	424	424	0.0		0	0	StaffText	6/8	2	1	0							"<font size=""8.2""/><i>dolce</i>"							
142	141	424	424	0.75		0	0	Chord	6/8	2	1	3/16		1/8	3/2	2575							513			
142	141	1699/4	1699/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2576							513			
142	141	425	425	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2577							513			
142	141	1701/4	1701/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2578										
142	141	851/2	851/2	0.0		3/8	3/8	StaffText	6/8	3	1	0							"<font size=""8.2""/>arco"							
142	141	1703/4	1703/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2579							514			
142	141	426	426	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2580							514			
142	141	1705/4	1705/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2581										
142	141	424	424	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2582							515			
142	141	1697/4	1697/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2583							515			
142	141	849/2	849/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2584							515			
142	141	1699/4	1699/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2585										
143	142	427	427	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	2586										
143	142	857/2	857/2	0.75		3/8	3/8	Chord	6/8	1	1	3/16		1/8	3/2	2587							516			
143	142	1717/4	1717/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2588							516			
143	142	859/2	859/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2589							516			
143	142	1719/4	1719/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2590										
143	142	427	427	0.75		0	0	Chord	6/8	2	1	3/16		1/8	3/2	2591							517			
143	142	1711/4	1711/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2592							517			
143	142	428	428	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2593							517			
143	142	1713/4	1713/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2594										
143	142	1715/4	1715/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2595							518			
143	142	429	429	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2596							518			
143	142	1717/4	1717/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2597										
143	142	427	427	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2598							519			
143	142	1709/4	1709/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2599							519			
143	142	855/2	855/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2600							519			
143	142	1711/4	1711/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2601										
144	143	430	430	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2602										
144	143	1725/4	1725/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2603										
144	143	863/2	863/2	0.25		3/8	3/8	Chord	6/8	1	1	1/16		1/16	1	2604							520			
144	143	1727/4	1727/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2605							520			
144	143	432	432	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2606							520			
144	143	1729/4	1729/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2607										
144	143	430	430	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2608										
144	143	1721/4	1721/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2609							521			
144	143	861/2	861/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2610							521			
144	143	1723/4	1723/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2611							521			
144	143	431	431	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	2612										
144	143	1725/4	1725/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2613							522			
144	143	863/2	863/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	2614							522			
144	143	1727/4	1727/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2615							522			
144	143	432	432	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2616										
144	143	430	430	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2617										
144	143	1721/4	1721/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2618							523			
144	143	861/2	861/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2619							523			
144	143	1723/4	1723/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2620							523			
144	143	431	431	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2621										
144	143	1729/4	1729/4	0.0		9/16	9/16	Spanner	6/8	4	1	0														54
144	143	1729/4	1729/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	2622							524			54
144	143	865/2	865/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	2623							524			54
144	143	1731/4	1731/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	2624							524			54
145	144	1741/4	1741/4	0.0		9/16	9/16	Spanner	6/8	1	1	0														55
145	144	1741/4	1741/4	0.25		9/16	9/16	Chord	6/8	1	1	1/16		1/16	1	2625							525			55
145	144	871/2	871/2	0.0		5/8	5/8	Spanner	6/8	1	1	0											525		65	55
145	144	871/2	871/2	0.25		5/8	5/8	Chord	6/8	1	1	1/16		1/16	1	2626							525		65	55
145	144	1743/4	1743/4	0.0		11/16	11/16	Spanner	6/8	1	1	0													65	
145	144	1743/4	1743/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2627									65	
145	144	1741/4	1741/4	0.0		9/16	9/16	Spanner	6/8	2	1	0														56
145	144	1741/4	1741/4	0.25		9/16	9/16	Chord	6/8	2	1	1/16		1/16	1	2628							526			56
145	144	871/2	871/2	0.0		5/8	5/8	Spanner	6/8	2	1	0											526		66	56
145	144	871/2	871/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2629							526		66	56
145	144	1743/4	1743/4	0.0		11/16	11/16	Spanner	6/8	2	1	0													66	
145	144	1743/4	1743/4	0.0		11/16	11/16	Spanner	6/8	2	1	0													66, 67	
145	144	1743/4	1743/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2630									66, 67	
145	144	1735/4	1735/4	0.0		3/16	3/16	Spanner	6/8	3	1	0														57
145	144	1735/4	1735/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	2631							527			57
145	144	434	434	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	2632							527			57
145	144	1737/4	1737/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2633							527			57
145	144	869/2	869/2	0.0		3/8	3/8	Spanner	6/8	3	1	0											527			
145	144	869/2	869/2	0.0		3/8	3/8	Spanner	6/8	3	1	0											527		68	
145	144	869/2	869/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	2634							527		68	
145	144	1739/4	1739/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2635							527		68	
145	144	435	435	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2636									68	
145	144	1741/4	1741/4	0.0		9/16	9/16	Spanner	6/8	3	1	0														
145	144	433	433	0.0		0	0	Spanner	6/8	4	1	0											524			
145	144	433	433	0.0		0	0	Spanner	6/8	4	1	0											524		69	
145	144	433	433	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2637							524		69	
145	144	1733/4	1733/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2638							524		69	
145	144	867/2	867/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2639									69	
145	144	1735/4	1735/4	0.0		3/16	3/16	Spanner	6/8	4	1	0														
146	145	436	436	0.0		0	0	Dynamic	6/8	1	1	0					p									
146	145	436	436	0.0		0	0	Spanner	6/8	1	1	0														58
146	145	436	436	0.0		0	0	Spanner	6/8	1	1	0														58
146	145	436	436	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2640										58
146	145	875/2	875/2	0.0		3/8	3/8	Spanner	6/8	1	1	0													70	58
146	145	875/2	875/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2641							528		70	58
146	145	438	438	0.0		1/2	1/2	Spanner	6/8	1	1	0											528		70	
146	145	438	438	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2642							528		70	
146	145	877/2	877/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2643									70	
146	145	436	436	0.0		0	0	Dynamic	6/8	2	1	0					p									
146	145	436	436	0.0		0	0	Spanner	6/8	2	1	0														59
146	145	436	436	0.0		0	0	Spanner	6/8	2	1	0														59
146	145	436	436	0.0		0	0	Spanner	6/8	2	1	0														59
146	145	436	436	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2644										59
146	145	875/2	875/2	0.0		3/8	3/8	Spanner	6/8	2	1	0													71	59
146	145	875/2	875/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2645							529		71	59
146	145	438	438	0.0		1/2	1/2	Spanner	6/8	2	1	0											529		71	
146	145	438	438	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2646							529		71	
146	145	877/2	877/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2647									71	
146	145	436	436	0.0		0	0	Dynamic	6/8	3	1	0					p									
146	145	877/2	877/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2648							530			
146	145	1755/4	1755/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2649							530			
146	145	436	436	0.0		0	0	Dynamic	6/8	4	1	0					p									
146	145	436	436	0.0		0	0	Spanner	6/8	4	1	0														60
146	145	436	436	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2650							531			60
146	145	1745/4	1745/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2651							531			60
146	145	873/2	873/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2652							531			60
146	145	1747/4	1747/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2653							531			60
146	145	437	437	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2654							531			60
146	145	1749/4	1749/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	2655							531			60
146	145	875/2	875/2	0.0		3/8	3/8	Spanner	6/8	4	1	0											531			
146	145	875/2	875/2	0.0		3/8	3/8	Spanner	6/8	4	1	0											531		72	
146	145	875/2	875/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	2656							531		72	
146	145	1751/4	1751/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	2657							531		72	
146	145	438	438	0.25		1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	2658							531		72	
146	145	1753/4	1753/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	2659							531		72	
146	145	877/2	877/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	2660							531		72	
146	145	1755/4	1755/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	2661							531		72	
147	146	439	439	0.0		0	0	Dynamic	6/8	1	1	0					p									
147	146	439	439	0.0		0	0	Spanner	6/8	1	1	0														
147	146	439	439	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2662										
147	146	881/2	881/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2663							532			
147	146	441	441	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2664							532			
147	146	883/2	883/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2665										
147	146	439	439	0.0		0	0	Dynamic	6/8	2	1	0					p									
147	146	439	439	0.0		0	0	Spanner	6/8	2	1	0														
147	146	439	439	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2666										
147	146	881/2	881/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2667							533			
147	146	441	441	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2668							533			
147	146	883/2	883/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2669							533			
147	146	1767/4	1767/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2670										
147	146	439	439	0.25		0	0	Chord	6/8	3	1	1/16		1/16	1	2671							530			
147	146	1757/4	1757/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	2672							530			
147	146	879/2	879/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	2673							530			
147	146	1759/4	1759/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	2674							530			
147	146	440	440	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	2675							530			
147	146	1761/4	1761/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2676							530			
147	146	881/2	881/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	2677							530			
147	146	1763/4	1763/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2678							530			
147	146	441	441	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2679							530			
147	146	1765/4	1765/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2680							530			
147	146	883/2	883/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2681							530			
147	146	1767/4	1767/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2682										
147	146	439	439	0.0		0	0	Dynamic	6/8	4	1	0					p						531			
147	146	439	439	0.0		0	0	Spanner	6/8	4	1	0											531			
147	146	439	439	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2683							531			
147	146	1757/4	1757/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2684							531			
147	146	879/2	879/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2685							531			
147	146	1759/4	1759/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2686							531			
147	146	440	440	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2687							531			
147	146	1761/4	1761/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	2688										
147	146	881/2	881/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	2689										
147	146	441	441	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	2690										
148	147	442	442	0.0		0	0	StaffText	6/8	1	1	0							"<font size=""8.2""/><i>cresc.</i>"							
148	147	442	442	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2691										
148	147	887/2	887/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2692							534			
148	147	444	444	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2693							534			
148	147	889/2	889/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2694										
148	147	442	442	0.0		0	0	StaffText	6/8	2	1	0							"<font size=""8.2""/><i>cresc.</i>"							
148	147	442	442	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2695										
148	147	887/2	887/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2696							535			
148	147	444	444	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2697							535			
148	147	889/2	889/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	2698										
148	147	442	442	0.0		0	0	StaffText	6/8	3	1	0							"<font size=""8.2""/><i>cresc.</i>"							
148	147	442	442	0.25		0	0	Chord	6/8	3	1	1/16		1/16	1	2699							536			
148	147	1769/4	1769/4	0.25		1/16	1/16	Chord	6/8	3	1	1/16		1/16	1	2700							536			
148	147	885/2	885/2	0.25		1/8	1/8	Chord	6/8	3	1	1/16		1/16	1	2701							536			
148	147	1771/4	1771/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	2702							536			
148	147	443	443	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	2703							536			
148	147	1773/4	1773/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2704							536			
148	147	887/2	887/2	0.25		3/8	3/8	Chord	6/8	3	1	1/16		1/16	1	2705							536			
148	147	1775/4	1775/4	0.25		7/16	7/16	Chord	6/8	3	1	1/16		1/16	1	2706							536			
148	147	444	444	0.25		1/2	1/2	Chord	6/8	3	1	1/16		1/16	1	2707							536			
148	147	1777/4	1777/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2708							536			
148	147	889/2	889/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2709							536			
148	147	1779/4	1779/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2710										
148	147	442	442	0.0		0	0	StaffText	6/8	4	1	0							"<font size=""8.2""/><i>cresc.</i>"							
148	147	442	442	3.0		0	0	Chord	6/8	4	1	3/4		1/2	3/2	2711										
149	148	445	445	1.5		0	0	Chord	6/8	1	1	3/8		1/4	3/2	2712										
149	148	893/2	893/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	2713							537			
149	148	447	447	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	2714							537			
149	148	895/2	895/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	2715										
149	148	445	445	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	2716										
149	148	893/2	893/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	2717							538			
149	148	447	447	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	2718							538			
149	148	895/2	895/2	0.25		5/8	5/8	Chord	6/8	2	1	1/16		1/16	1	2719							538			
149	148	1791/4	1791/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2720										
149	148	445	445	1.5		0	0	Chord	6/8	3	1	3/8		1/4	3/2	2721										
149	148	893/2	893/2	0.75		3/8	3/8	Chord	6/8	3	1	3/16		1/8	3/2	2722							539			
149	148	1789/4	1789/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2723										
149	148	895/2	895/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2724							540			
149	148	1791/4	1791/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2725										
149	148	445	445	0.25		0	0	Chord	6/8	4	1	1/16		1/16	1	2726							541			
149	148	1781/4	1781/4	0.25		1/16	1/16	Chord	6/8	4	1	1/16		1/16	1	2727							541			
149	148	891/2	891/2	0.25		1/8	1/8	Chord	6/8	4	1	1/16		1/16	1	2728							541			
149	148	1783/4	1783/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2729							541			
149	148	446	446	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2730							541			
149	148	1785/4	1785/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	2731							541			
149	148	893/2	893/2	0.25		3/8	3/8	Chord	6/8	4	1	1/16		1/16	1	2732							541			
149	148	1787/4	1787/4	0.25		7/16	7/16	Chord	6/8	4	1	1/16		1/16	1	2733							541			
149	148	447	447	0.25		1/2	1/2	Chord	6/8	4	1	1/16		1/16	1	2734							541			
149	148	1789/4	1789/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	2735							541			
149	148	895/2	895/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	2736							541			
149	148	1791/4	1791/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	2737										
150	149	448	448	0.0		0	0	Dynamic	6/8	1	1	0					p									
150	149	448	448	0.0		0	0	Spanner	6/8	1	1	0														61
150	149	448	448	0.25		0	0	Chord	6/8	1	1	1/16		1/16	1	2738							542			61
150	149	1793/4	1793/4	0.0		1/16	1/16	Spanner	6/8	1	1	0											542		73	61
150	149	1793/4	1793/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2739							542		73	61
150	149	897/2	897/2	0.0		1/8	1/8	Spanner	6/8	1	1	0													73	
150	149	897/2	897/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2740									73	
150	149	1795/4	1795/4	0.0		3/16	3/16	Spanner	6/8	1	1	0														
150	149	1797/4	1797/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2741										
150	149	1799/4	1799/4	0.0		7/16	7/16	Spanner	6/8	1	1	0														62
150	149	1799/4	1799/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2742							543			62
150	149	450	450	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2743										62
150	149	1801/4	1801/4	0.0		9/16	9/16	Spanner	6/8	1	1	0														
150	149	1803/4	1803/4	0.0		11/16	11/16	Dynamic	6/8	1	1	0					p									
150	149	1803/4	1803/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2744										
150	149	448	448	0.0		0	0	Dynamic	6/8	2	1	0					p									
150	149	448	448	0.0		0	0	Spanner	6/8	2	1	0														63
150	149	448	448	0.25		0	0	Chord	6/8	2	1	1/16		1/16	1	2745										63
150	149	1793/4	1793/4	0.0		1/16	1/16	Spanner	6/8	2	1	0													74	63
150	149	1793/4	1793/4	0.25		1/16	1/16	Chord	6/8	2	1	1/16		1/16	1	2746							544		74	63
150	149	897/2	897/2	0.0		1/8	1/8	Spanner	6/8	2	1	0													74	
150	149	897/2	897/2	0.25		1/8	1/8	Chord	6/8	2	1	1/16		1/16	1	2747									74	
150	149	1795/4	1795/4	0.0		3/16	3/16	Spanner	6/8	2	1	0														
150	149	1797/4	1797/4	0.25		5/16	5/16	Chord	6/8	2	1	1/16		1/16	1	2748										
150	149	1799/4	1799/4	0.0		7/16	7/16	Spanner	6/8	2	1	0														64
150	149	1799/4	1799/4	0.25		7/16	7/16	Chord	6/8	2	1	1/16		1/16	1	2749							545			64
150	149	450	450	0.25		1/2	1/2	Chord	6/8	2	1	1/16		1/16	1	2750										64
150	149	1801/4	1801/4	0.0		9/16	9/16	Spanner	6/8	2	1	0														
150	149	1803/4	1803/4	0.0		11/16	11/16	Dynamic	6/8	2	1	0					p									
150	149	1803/4	1803/4	0.25		11/16	11/16	Chord	6/8	2	1	1/16		1/16	1	2751										
150	149	448	448	0.0		0	0	Dynamic	6/8	3	1	0					p									
150	149	448	448	0.0		0	0	Spanner	6/8	3	1	0														65
150	149	448	448	0.75		0	0	Chord	6/8	3	1	3/16		1/8	3/2	2752							546			65
150	149	1795/4	1795/4	0.25		3/16	3/16	Chord	6/8	3	1	1/16		1/16	1	2753							546			65
150	149	449	449	0.0		1/4	1/4	Spanner	6/8	3	1	0											546			
150	149	449	449	0.0		1/4	1/4	Spanner	6/8	3	1	0											546		75	
150	149	449	449	0.25		1/4	1/4	Chord	6/8	3	1	1/16		1/16	1	2754							546		75	
150	149	1797/4	1797/4	0.25		5/16	5/16	Chord	6/8	3	1	1/16		1/16	1	2755									75	
150	149	899/2	899/2	0.0		3/8	3/8	Spanner	6/8	3	1	0														
150	149	899/2	899/2	0.0		3/8	3/8	Spanner	6/8	3	1	0														66
150	149	899/2	899/2	0.75		3/8	3/8	Chord	6/8	3	1	3/16		1/8	3/2	2756							547			66
150	149	1801/4	1801/4	0.25		9/16	9/16	Chord	6/8	3	1	1/16		1/16	1	2757							547			66
150	149	901/2	901/2	0.0		5/8	5/8	Spanner	6/8	3	1	0											547			
150	149	901/2	901/2	0.0		5/8	5/8	Spanner	6/8	3	1	0											547		76	
150	149	901/2	901/2	0.25		5/8	5/8	Chord	6/8	3	1	1/16		1/16	1	2758							547		76	
150	149	1803/4	1803/4	0.25		11/16	11/16	Chord	6/8	3	1	1/16		1/16	1	2759									76	
150	149	448	448	0.0		0	0	Dynamic	6/8	4	1	0					p									
150	149	448	448	0.0		0	0	Spanner	6/8	4	1	0														67
150	149	448	448	0.75		0	0	Chord	6/8	4	1	3/16		1/8	3/2	2760							548			67
150	149	1795/4	1795/4	0.25		3/16	3/16	Chord	6/8	4	1	1/16		1/16	1	2761							548			67
150	149	449	449	0.0		1/4	1/4	Spanner	6/8	4	1	0											548			
150	149	449	449	0.0		1/4	1/4	Spanner	6/8	4	1	0											548		77	
150	149	449	449	0.25		1/4	1/4	Chord	6/8	4	1	1/16		1/16	1	2762							548		77	
150	149	1797/4	1797/4	0.25		5/16	5/16	Chord	6/8	4	1	1/16		1/16	1	2763									77	
150	149	899/2	899/2	0.0		3/8	3/8	Spanner	6/8	4	1	0														
150	149	899/2	899/2	0.0		3/8	3/8	Spanner	6/8	4	1	0														68
150	149	899/2	899/2	0.75		3/8	3/8	Chord	6/8	4	1	3/16		1/8	3/2	2764							549			68
150	149	1801/4	1801/4	0.25		9/16	9/16	Chord	6/8	4	1	1/16		1/16	1	2765							549			68
150	149	901/2	901/2	0.0		5/8	5/8	Spanner	6/8	4	1	0											549			
150	149	901/2	901/2	0.0		5/8	5/8	Spanner	6/8	4	1	0											549		78	
150	149	901/2	901/2	0.25		5/8	5/8	Chord	6/8	4	1	1/16		1/16	1	2766							549		78	
150	149	1803/4	1803/4	0.25		11/16	11/16	Chord	6/8	4	1	1/16		1/16	1	2767									78	
151	150	1805/4	1805/4	0.25		1/16	1/16	Chord	6/8	1	1	1/16		1/16	1	2768							550			
151	150	903/2	903/2	0.25		1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	2769										
151	150	1809/4	1809/4	0.25		5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	2770										
151	150	1811/4	1811/4	0.25		7/16	7/16	Chord	6/8	1	1	1/16		1/16	1	2771							551			
151	150	453	453	0.25		1/2	1/2	Chord	6/8	1	1	1/16		1/16	1	2772										
151	150	1815/4	1815/4	0.25		11/16	11/16	Chord	6/8	1	1	1/16		1/16	1	2773										
151	150	451	451	0.0		0	0	Spanner	6/8	2	1	0														
151	150	451	451	0.0		0	0	Spanner	6/8	2	1	0														
151	150	451	451	0.0		0	0	Spanner	6/8	2	1	0														69
151	150	451	451	0.75		0	0	Chord	6/8	2	1	3/16		1/8	3/2	2774							552			69
151	150	1807/4	1807/4	0.25		3/16	3/16	Chord	6/8	2	1	1/16		1/16	1	2775							552			69
151	150	452	452	0.0		1/4	1/4	Spanner	6/8	2	1	0											552		79	
151	150	452	452	0.0		1/4	1/4	Spanner	6/8	2	1	0											552		79	
151	150	452	452	0.25		1/4	1/4	Chord	6/8	2	1	1/16		1/16	1	2776							552		79	
