mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
54	49	389/2	395/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	545												
54	49	195	198	0.0		1/2	1/2	StaffText	2/2	2	1	0								cresc.								
54	49	195	198	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	546												
54	49	391/2	397/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	547												
54	49	196	199	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	548												
54	49	393/2	399/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	549												
54	49	193	196	0.0		0	0	Dynamic	2/2	3	1	0						p										
54	49	193	196	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	550												
54	49	387/2	393/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	551												
54	49	194	197	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	552												
54	49	389/2	395/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	553												
54	49	195	198	0.0		1/2	1/2	StaffText	2/2	3	1	0								cresc.								
54	49	195	198	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	554												
54	49	391/2	397/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	555												
54	49	196	199	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	556												
54	49	393/2	399/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	557												
54	49	193	196	0.0		0	0	Dynamic	2/2	4	1	0						p										
54	49	193	196	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	558												
54	49	387/2	393/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	559												
54	49	194	197	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	560												
54	49	389/2	395/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	561												
54	49	195	198	0.0		1/2	1/2	StaffText	2/2	4	1	0								cresc.								
54	49	195	198	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	562												
54	49	391/2	397/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	563												
54	49	196	199	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	564												
54	49	393/2	399/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	565												
55	50	197	200	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	566												
55	50	395/2	401/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	567												
55	50	198	201	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	568												
55	50	397/2	403/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	569												
55	50	199	202	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	570												
55	50	399/2	405/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	571												
55	50	200	203	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	572												
55	50	401/2	407/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	573												
55	50	197	200	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	574												
55	50	395/2	401/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	575												
55	50	198	201	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	576												
55	50	397/2	403/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	577												
55	50	199	202	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	578												
55	50	399/2	405/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	579												
55	50	200	203	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	580												
55	50	401/2	407/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	581												
55	50	197	200	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	582												
55	50	395/2	401/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	583												
55	50	198	201	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	584												
55	50	397/2	403/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	585												
55	50	199	202	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	586												
55	50	399/2	405/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	587												
55	50	200	203	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	588												
55	50	401/2	407/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	589												
55	50	197	200	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	590												
55	50	395/2	401/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	591												
55	50	198	201	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	592												
55	50	397/2	403/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	593												
55	50	199	202	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	594												
55	50	399/2	405/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	595												
55	50	200	203	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	596												
55	50	401/2	407/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	597												
56	51	201	204	0.0		0	0	Dynamic	2/2	1	1	0						f										
56	51	201	204	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	598												
56	51	403/2	409/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	599												
56	51	202	205	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	600												
56	51	405/2	411/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	601												
56	51	203	206	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	602												
56	51	407/2	413/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	603												
56	51	204	207	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	604												
56	51	409/2	415/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	605												
56	51	201	204	0.0		0	0	Dynamic	2/2	2	1	0						f										
56	51	201	204	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	606												
56	51	403/2	409/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	607												
56	51	202	205	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	608												
56	51	405/2	411/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	609												
56	51	203	206	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	610												
56	51	407/2	413/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	611												
56	51	204	207	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	612												
56	51	409/2	415/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	613												
56	51	201	204	0.0		0	0	Dynamic	2/2	3	1	0						f										
56	51	201	204	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	614												
56	51	403/2	409/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	615												
56	51	202	205	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	616												
56	51	405/2	411/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	617												
56	51	203	206	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	618												
56	51	407/2	413/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	619												
56	51	204	207	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	620												
56	51	409/2	415/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	621												
56	51	201	204	0.0		0	0	Dynamic	2/2	4	1	0						f										
56	51	201	204	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	622												
56	51	403/2	409/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	623												
56	51	202	205	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	624												
56	51	405/2	411/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	625												
56	51	203	206	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	626												
56	51	407/2	413/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	627												
56	51	204	207	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	628												
56	51	409/2	415/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	629												
57	52	205	208	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	630												
57	52	411/2	417/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	631												
57	52	206	209	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	632												
57	52	413/2	419/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	633												
57	52	207	210	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	634												
57	52	415/2	421/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	635												
57	52	208	211	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	636												
57	52	417/2	423/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	637												
57	52	205	208	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	638												
57	52	205	208	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	639												
57	52	205	208	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	640												
57	52	411/2	417/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	641												
57	52	206	209	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	642												
57	52	413/2	419/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	643												
57	52	207	210	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	644												
57	52	415/2	421/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	645												
57	52	208	211	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	646												
57	52	417/2	423/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	647												
58	53	209	212	0.0		0	0	Dynamic	2/2	1	1	0						p										
58	53	209	212	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	648										81		
58	53	419/2	425/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	649												
58	53	210	213	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	650			articStaccatoAbove									
58	53	421/2	427/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	651			articStaccatoAbove									
58	53	211	214	0.0		1/2	1/2	StaffText	2/2	1	1	0								cresc.								
58	53	211	214	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	652										82		
58	53	423/2	429/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	653												
58	53	212	215	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	654			articStaccatoAbove									
58	53	425/2	431/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	655			articStaccatoAbove									
58	53	209	212	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	656												
58	53	419/2	425/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	657												
58	53	210	213	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	658												
58	53	421/2	427/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	659												
58	53	211	214	0.0		1/2	1/2	StaffText	2/2	2	1	0								cresc.								
58	53	211	214	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	660												
58	53	423/2	429/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	661												
58	53	212	215	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	662												
58	53	425/2	431/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	663												
58	53	209	212	0.0		0	0	Dynamic	2/2	3	1	0						p										
58	53	209	212	0.0		0	0	Dynamic	2/2	3	1	0						p										
58	53	209	212	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	664												
58	53	419/2	425/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	665												
58	53	210	213	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	666												
58	53	421/2	427/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	667												
58	53	211	214	0.0		1/2	1/2	StaffText	2/2	3	1	0								cresc.								
58	53	211	214	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	668												
58	53	423/2	429/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	669												
58	53	212	215	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	670												
58	53	425/2	431/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	671												
58	53	209	212	0.0		0	0	Dynamic	2/2	4	1	0						p										
58	53	209	212	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	672												
58	53	419/2	425/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	673												
58	53	210	213	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	674												
58	53	421/2	427/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	675												
58	53	211	214	0.0		1/2	1/2	StaffText	2/2	4	1	0								cresc.								
58	53	211	214	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	676												
58	53	423/2	429/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	677												
58	53	212	215	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	678												
58	53	425/2	431/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	679												
59	54	213	216	0.0		0	0	Chord	2/2	1	1	0	acciaccatura	1/8	1	680												
59	54	213	216	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	681												
59	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	682												
59	54	214	217	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	683												
59	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	684												
59	54	215	218	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	685												
59	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	686												
59	54	216	219	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	687												
59	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	688												
59	54	213	216	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	689												
59	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	690												
59	54	214	217	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	691												
59	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	692												
59	54	215	218	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	693												
59	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	694												
59	54	216	219	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	695												
59	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	696												
59	54	213	216	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	697												
59	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	698												
59	54	214	217	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	699												
59	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	700												
59	54	215	218	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	701												
59	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	702												
59	54	216	219	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	703												
59	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	704												
59	54	213	216	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	705												
59	54	427/2	433/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	706												
59	54	214	217	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	707												
59	54	429/2	435/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	708												
59	54	215	218	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	709												
59	54	431/2	437/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	710												
59	54	216	219	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	711												
59	54	433/2	439/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	712												
60	55	217	220	0.0		0	0	Dynamic	2/2	1	1	0						f										
60	55	217	220	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	713												
60	55	435/2	441/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	714												
60	55	218	221	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	715												
60	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	716												
60	55	219	222	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	717												
60	55	439/2	445/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	718												
60	55	220	223	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	719												
60	55	441/2	447/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	720												
60	55	217	220	0.5		0	0	Chord	2/2	2	1	1/8		1/8	1	721												
60	55	435/2	441/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	722												
60	55	218	221	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	723												
60	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	724												
60	55	219	222	0.5		1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	725												
60	55	439/2	445/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	726												
60	55	220	223	0.5		3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	727												
60	55	441/2	447/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	728												
60	55	217	220	0.0		0	0	Dynamic	2/2	3	1	0						f										
60	55	217	220	0.0		0	0	Dynamic	2/2	3	1	0						f										
60	55	217	220	0.5		0	0	Chord	2/2	3	1	1/8		1/8	1	729												
60	55	435/2	441/2	0.5		1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	730												
60	55	218	221	0.5		1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	731												
60	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	732												
60	55	219	222	0.5		1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	733												
60	55	439/2	445/2	0.5		5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	734												
60	55	220	223	0.5		3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	735												
60	55	441/2	447/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	736												
60	55	217	220	0.0		0	0	Dynamic	2/2	4	1	0						f										
60	55	217	220	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	737												
60	55	435/2	441/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	738												
60	55	218	221	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	739												
60	55	437/2	443/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	740												
60	55	219	222	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	741												
60	55	439/2	445/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	742												
60	55	220	223	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	743												
60	55	441/2	447/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	744												
61	56	221	224	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	745												
61	56	224	227	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p										
61	56	224	227	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	746										83		
61	56	449/2	455/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	747										83		
61	56	221	224	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	748												
61	56	221	224	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	749												
61	56	221	224	0.5		0	0	Chord	2/2	4	1	1/8		1/8	1	750												
61	56	443/2	449/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	751												
61	56	222	225	0.5		1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	752												
61	56	445/2	451/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	753												
61	56	223	226	0.5		1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	754												
61	56	447/2	453/2	0.5		5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	755												
61	56	224	227	0.5		3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	756												
61	56	449/2	455/2	0.5		7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	757												
62	57	225	228	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	758			articStaccatoAbove									
62	57	226	229	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	759			articStaccatoAbove									
62	57	227	230	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	760			articStaccatoAbove									
62	57	228	231	0.0		3/4	3/4	Dynamic	2/2	1	1	0						sf										
62	57	228	231	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	761												
62	57	226	229	0.0		1/4	1/4	Dynamic	2/2	2	1	0						p										
62	57	226	229	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	762			articStaccatoAbove									
62	57	227	230	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	763			articStaccatoBelow									
62	57	228	231	0.0		3/4	3/4	Dynamic	2/2	2	1	0						sf										
62	57	228	231	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	764										84		
62	57	225	228	0.0		0	0	Dynamic	2/2	3	1	0						p										
62	57	225	228	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	765												
62	57	227	230	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	766												
62	57	225	228	0.0		0	0	Dynamic	2/2	4	1	0						p										
62	57	225	228	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	767												
62	57	226	229	1.0		1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	768												
62	57	227	230	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	769												
63	58	229	232	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	770			articStaccatoAbove									
63	58	230	233	1.0		1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	771			articStaccatoAbove									
63	58	231	234	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	772			articStaccatoAbove									
63	58	232	235	0.0		3/4	3/4	Dynamic	2/2	1	1	0						sf										
63	58	232	235	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	773										85		
63	58	229	232	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	774			articStaccatoBelow									
63	58	230	233	1.0		1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	775			articStaccatoBelow									
63	58	231	234	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	776			articStaccatoBelow									
63	58	232	235	0.0		3/4	3/4	Dynamic	2/2	2	1	0						sf										
63	58	232	235	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	777										86		
63	58	229	232	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	778												
63	58	231	234	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	779												
63	58	229	232	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	780												
63	58	231	234	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	781												
64	59	233	236	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	782										85		
64	59	234	237	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	783										85		
64	59	469/2	475/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	784												
64	59	235	238	1.0		1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	785			articStaccatoAbove									
64	59	236	239	1.0		3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	786			articStaccatoAbove									
64	59	233	236	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	787										86		
64	59	234	237	0.5		1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	788										86		
64	59	469/2	475/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	789										86		
64	59	235	238	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	790												
64	59	236	239	1.0		3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	791												
64	59	233	236	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	792												
64	59	235	238	1.0		1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	793												
64	59	233	236	1.0		0	0	Chord	2/2	4	1	1/4		1/4	1	794												
64	59	235	238	1.0		1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	795												
65	60	237	240	1.0		0	0	Chord	2/2	1	1	1/4		1/4	1	796										87		
65	60	238	241	2.0		1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	797												
65	60	240	243	0.0		3/4	3/4	Dynamic	2/2	1	1	0						p										
65	60	240	243	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	798										88		
65	60	481/2	487/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	799												
65	60	237	240	3.0		0	0	Chord	2/2	2	1	3/4		1/2	3/2	800												
65	60	237	240	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	801										89		
65	60	238	241	2.0		1/4	1/4	Chord	2/2	3	1	1/2		1/2	1	802												
65	60	237	240	3.0		0	0	Chord	2/2	4	1	3/4		1/2	3/2	803												
66	61	241	244	0.5		0	0	Chord	2/2	1	1	1/8		1/8	1	804										90		
66	61	483/2	489/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	805												
66	61	242	245	0.5		1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	806			articStaccatoAbove									
66	61	485/2	491/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	807			articStaccatoAbove									
66	61	243	246	0.5		1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	808										91		
66	61	487/2	493/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	809												
66	61	244	247	0.5		3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	810			articStaccatoAbove									
66	61	489/2	495/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	811			articStaccatoAbove									
66	61	241	244	1.0		0	0	Chord	2/2	2	1	1/4		1/4	1	812												
66	61	243	246	1.0		1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	813												
66	61	241	244	0.0		0	0	Dynamic	2/2	3	1	0						p										
66	61	241	244	0.0		0	0	Dynamic	2/2	3	1	0						p										
66	61	241	244	1.0		0	0	Chord	2/2	3	1	1/4		1/4	1	814												
