mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	198							43		
20	20	29	29	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	199									
20	20	57/2	57/2	0.0	0	0	Dynamic	3/8	3	1	0				p								
20	20	57/2	57/2	0.0	0	0	Spanner	3/8	3	1	0												
20	20	57/2	57/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	200							44		
20	20	29	29	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	201							44		
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	202									
20	20	57/2	57/2	0.0	0	0	Dynamic	3/8	4	1	0				p								
20	20	57/2	57/2	0.0	0	0	Spanner	3/8	4	1	0												
20	20	57/2	57/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	203							45		
20	20	29	29	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	204							45		
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	205									
21	21	30	30	0.0	0	0	Spanner	3/8	1	1	0												26
21	21	30	30	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	206							46		26
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	1	1	0										46		
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	1	1	0										46	14	
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	207							46	14	
21	21	31	31	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	208								14	
21	21	125/4	125/4	0.0	5/16	5/16	Spanner	3/8	1	1	0												
21	21	30	30	0.0	0	0	Spanner	3/8	2	1	0												27
21	21	30	30	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	209							47		27
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	2	1	0										47		
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	2	1	0										47	15	
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	210							47	15	
21	21	31	31	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	211								15	
21	21	125/4	125/4	0.0	5/16	5/16	Spanner	3/8	2	1	0												
21	21	30	30	0.0	0	0	Spanner	3/8	3	1	0												28
21	21	30	30	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	212							48		28
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	3	1	0										48		
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	3	1	0										48	16	
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	213							48	16	
21	21	31	31	0.0	1/4	1/4	Spanner	3/8	3	1	0												
21	21	31	31	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	214									
21	21	30	30	0.0	0	0	Spanner	3/8	4	1	0												29
21	21	30	30	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	215							49		29
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	4	1	0										49		
21	21	61/2	61/2	0.0	1/8	1/8	Spanner	3/8	4	1	0										49	17	
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	216							49	17	
21	21	31	31	0.0	1/4	1/4	Spanner	3/8	4	1	0												
21	21	31	31	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	217									
22	22	63/2	63/2	0.0	0	0	Dynamic	3/8	1	1	0				p								
22	22	63/2	63/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	218									
22	22	63/2	63/2	0.0	0	0	Dynamic	3/8	2	1	0				p								
22	22	63/2	63/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	219									
22	22	63/2	63/2	0.0	0	0	Dynamic	3/8	3	1	0				p								
22	22	63/2	63/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	220							50		
22	22	32	32	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	221							50		
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	222									
22	22	63/2	63/2	0.0	0	0	Dynamic	3/8	4	1	0				p								
22	22	63/2	63/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	223							51		
22	22	32	32	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	224							51		
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	225									
23	23	33	33	0.0	0	0	Spanner	3/8	1	1	0												30
23	23	33	33	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	226							52		30
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	227							52		30
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	228							52		30
23	23	34	34	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	229									30
23	23	33	33	0.0	0	0	Spanner	3/8	2	1	0												31
23	23	33	33	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	230							53		31
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	231							53		31
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	232							53		31
23	23	34	34	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	233									31
23	23	33	33	0.0	0	0	Spanner	3/8	3	1	0												32
23	23	33	33	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	234							54		32
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	235							54		32
23	23	34	34	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	236									32
23	23	33	33	0.0	0	0	Spanner	3/8	4	1	0												33
23	23	33	33	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	237							55		33
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	238							55		33
23	23	34	34	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	239									33
24	24	69/2	69/2	0.0	0	0	Dynamic	3/8	1	1	0				p								
24	24	69/2	69/2	0.0	0	0	Spanner	3/8	1	1	0												
24	24	69/2	69/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	240							56		
24	24	35	35	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	241									
24	24	69/2	69/2	0.0	0	0	Dynamic	3/8	2	1	0				p								
24	24	69/2	69/2	0.0	0	0	Spanner	3/8	2	1	0												
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	242							57		
24	24	35	35	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	243									
24	24	69/2	69/2	0.0	0	0	Dynamic	3/8	3	1	0				p								
24	24	69/2	69/2	0.0	0	0	Spanner	3/8	3	1	0												
24	24	69/2	69/2	0.5	0	0	Chord	3/8	3	1	1/8	1/8	1	244							58		
24	24	35	35	0.5	1/8	1/8	Chord	3/8	3	1	1/8	1/8	1	245							58		
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	246									
24	24	69/2	69/2	0.0	0	0	Dynamic	3/8	4	1	0				p								
24	24	69/2	69/2	0.0	0	0	Spanner	3/8	4	1	0												
24	24	69/2	69/2	0.5	0	0	Chord	3/8	4	1	1/8	1/8	1	247							59		
24	24	35	35	0.5	1/8	1/8	Chord	3/8	4	1	1/8	1/8	1	248							59		
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	249									
25	25	36	36	0.0	0	0	StaffText	3/8	1	1	0						<i>cresc.</i>						
25	25	36	36	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	250							60		
25	25	75/2	75/2	0.0	3/8	3/8	StaffText	3/8	2	1	0						<i>cresc.</i>						
25	25	36	36	0.0	0	0	StaffText	3/8	3	1	0						<i>cresc.</i>						
25	25	36	36	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	251							61		
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	252							61		
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	253							61		
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	254							61		
25	25	37	37	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	255							61		
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	256									
25	25	75/2	75/2	0.0	3/8	3/8	StaffText	3/8	4	1	0						<i>cresc.</i>						
26	26	75/2	75/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	257									
26	26	75/2	75/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	258							62		
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	259							62		
26	26	38	38	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	260							62		
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	261							62		
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	262							62		
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	263									
26	26	75/2	75/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	264									
26	26	75/2	75/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	265							63		
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	266							63		
26	26	38	38	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	267							63		
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	268							63		
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	269							63		
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	270									
27	27	39	39	0.0	0	0	Dynamic	3/8	1	1	0				f								
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	271		articStaccatoAbove							
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	272		articStaccatoAbove							
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	273		articStaccatoAbove							
27	27	39	39	0.0	0	0	Dynamic	3/8	2	1	0				f								
27	27	39	39	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	274									
27	27	39	39	0.0	0	0	Dynamic	3/8	3	1	0				f								
27	27	39	39	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	275							64		
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	276							64		
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	277							64		
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	278							64		
27	27	40	40	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	279							64		
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	280									
27	27	39	39	0.0	0	0	Dynamic	3/8	4	1	0				f								
27	27	39	39	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	281									
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	282									
28	28	41	41	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	283									
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	284									
28	28	81/2	81/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	285							65		
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	286							65		
28	28	41	41	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	287							65		
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	288							65		
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	289							65		
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	290									
28	28	81/2	81/2	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	291									
28	28	81/2	81/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	292							66		
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	293							66		
28	28	41	41	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	294							66		
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	295							66		
28	28	83/2	83/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	296							66		
28	28	167/4	167/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	297									
29	29	42	42	0.0	0	0	Dynamic	3/8	1	1	0				p								
29	29	42	42	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	298							67		
29	29	87/2	87/2	0.0	3/8	3/8	StaffText	3/8	1	1	0						<i>cresc.</i>				67		
29	29	42	42	0.0	0	0	Dynamic	3/8	2	1	0				p								
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	299							68		
29	29	169/4	169/4	0.0	1/16	1/16	StaffText	3/8	2	1	0						<i>cresc.</i>				68		
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	300							68		
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	301							68		
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	302							68		
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	303							68		
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	304									
29	29	42	42	0.0	0	0	Dynamic	3/8	3	1	0				p								
29	29	42	42	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	305							69		
29	29	169/4	169/4	0.0	1/16	1/16	StaffText	3/8	3	1	0						<i>cresc.</i>				69		
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	306							69		
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	307							69		
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	308							69		
29	29	43	43	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	309							69		
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	310									
29	29	42	42	0.0	0	0	Dynamic	3/8	4	1	0				p								
29	29	42	42	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	311									
29	29	87/2	87/2	0.0	3/8	3/8	StaffText	3/8	4	1	0						<i>cresc.</i>						
30	30	87/2	87/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	312									
30	30	87/2	87/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	313									
30	30	87/2	87/2	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	314									
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	315							70		
30	30	44	44	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	316							70		
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	317							70		
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	318							70		
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	319									
30	30	87/2	87/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	320							71		
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	321							71		
30	30	44	44	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	322							71		
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	323							71		
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	324							71		
30	30	179/4	179/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	325									
31	31	45	45	0.0	0	0	Dynamic	3/8	1	1	0				f								
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	326		articStaccatoAbove							
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	327		articStaccatoAbove							
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	328		articStaccatoAbove							
31	31	45	45	0.0	0	0	Dynamic	3/8	2	1	0				f								
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	329							72		
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	330							72		
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	331							72		
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	332							72		
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	333							72		
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	334									
31	31	45	45	0.0	0	0	Dynamic	3/8	3	1	0				f								
31	31	45	45	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	335							73		
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	336							73		
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	337							73		
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	338							73		
31	31	46	46	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	339							73		
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	340									
31	31	45	45	0.0	0	0	Dynamic	3/8	4	1	0				f								
31	31	45	45	1.5	0	0	Chord	3/8	4	1	3/8	1/4	3/2	341									
32	32	93/2	93/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	342									
32	32	93/2	93/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	343							74		
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	344							74		
32	32	47	47	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	345							74		
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	346							74		
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	347							74		
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	348							74		
32	32	93/2	93/2	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	349							75		
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	350							75		
32	32	47	47	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	351							75		
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	352							75		
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	353							75		
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	354									
32	32	93/2	93/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	355							76		
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	356							76		
32	32	47	47	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	357							76		
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	358							76		
32	32	95/2	95/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	359							76		
32	32	191/4	191/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	360									
33	33	48	48	0.0	0	0	Dynamic	3/8	1	1	0				p								
33	33	48	48	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	361							77		
33	33	99/2	99/2	0.0	3/8	3/8	StaffText	3/8	1	1	0						<i>cresc.</i>				77		
33	33	48	48	0.0	0	0	Dynamic	3/8	2	1	0				p						74		
33	33	48	48	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	362							74		
33	33	193/4	193/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	363							74		
33	33	97/2	97/2	0.0	1/8	1/8	StaffText	3/8	2	1	0						<i>cresc.</i>				74		
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	364							74		
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	365							74		
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	366							74		
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	367									
33	33	48	48	0.0	0	0	Dynamic	3/8	3	1	0				p								
33	33	48	48	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	368									
33	33	49	49	0.0	1/4	1/4	StaffText	3/8	3	1	0						<i>cresc.</i>						
33	33	49	49	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	369									
33	33	48	48	0.0	0	0	Dynamic	3/8	4	1	0				p								
33	33	48	48	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	370									
33	33	49	49	0.0	1/4	1/4	StaffText	3/8	4	1	0						<i>cresc.</i>						
33	33	49	49	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	371									
34	34	99/2	99/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	372									
34	34	99/2	99/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	373									
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	374									
34	34	99/2	99/2	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	375							78		
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	376							78		
34	34	50	50	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	377							78		
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	378							78		
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	379							78		
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	380									
34	34	99/2	99/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	381							79		
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	382							79		
34	34	50	50	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	383							79		
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	384							79		
34	34	101/2	101/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	385							79		
34	34	203/4	203/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	386									
35	35	51	51	0.0	0	0	Dynamic	3/8	1	1	0				f								
35	35	51	51	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	387		articStaccatoAbove							
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	388		articStaccatoAbove							
35	35	52	52	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	389		articStaccatoAbove							
35	35	51	51	0.0	0	0	Dynamic	3/8	2	1	0				f								
35	35	51	51	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	390							80		
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	391							80		
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	392							80		
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	393							80		
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	394							80		
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	395									
35	35	51	51	0.0	0	0	Dynamic	3/8	3	1	0				f								
35	35	51	51	1.0	0	0	Chord	3/8	3	1	1/4	1/4	1	396									
35	35	52	52	0.5	1/4	1/4	Chord	3/8	3	1	1/8	1/8	1	397									
35	35	51	51	0.0	0	0	Dynamic	3/8	4	1	0				f								
35	35	51	51	1.0	0	0	Chord	3/8	4	1	1/4	1/4	1	398									
35	35	52	52	0.5	1/4	1/4	Chord	3/8	4	1	1/8	1/8	1	399									
36	36	105/2	105/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	400							81		
36	36	53	53	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	401									
36	36	105/2	105/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	402									
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	403									
36	36	105/2	105/2	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	404							82		
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	3	1	1/16	1/16	1	405							82		
36	36	53	53	0.25	1/8	1/8	Chord	3/8	3	1	1/16	1/16	1	406							82		
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	3	1	1/16	1/16	1	407							82		
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	3	1	1/16	1/16	1	408							82		
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	3	1	1/16	1/16	1	409									
36	36	105/2	105/2	0.25	0	0	Chord	3/8	4	1	1/16	1/16	1	410							83		
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	4	1	1/16	1/16	1	411							83		
36	36	53	53	0.25	1/8	1/8	Chord	3/8	4	1	1/16	1/16	1	412							83		
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	4	1	1/16	1/16	1	413							83		
36	36	107/2	107/2	0.25	1/4	1/4	Chord	3/8	4	1	1/16	1/16	1	414							83		
36	36	215/4	215/4	0.25	5/16	5/16	Chord	3/8	4	1	1/16	1/16	1	415									
37	37	54	54	0.0	0	0	Dynamic	3/8	1	1	0				p								
37	37	54	54	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	416							84		
37	37	111/2	111/2	0.0	3/8	3/8	StaffText	3/8	1	1	0						<i>cresc.</i>				84		
37	37	54	54	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	417							85		
37	37	217/4	217/4	0.0	1/16	1/16	StaffText	3/8	2	1	0						<i>cresc.</i>				85		
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	418							85		
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	419							85		
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	420							85		
37	37	55	55	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	421							85		
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	422									
37	37	54	54	0.0	0	0	Dynamic	3/8	3	1	0				p								
37	37	54	54	0.0	0	0	Dynamic	3/8	3	1	0				p								
37	37	54	54	0.25	0	0	Chord	3/8	3	1	1/16	1/16	1	423							86		
37	37	217/4	217/4	0.0	1/16	1/16	StaffText	3/8	3	1	0						<i>cresc.</i>				86		
