mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
46	46	541/3	541/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	747				86			
46	46	542/3	542/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	748				86			
46	46	181	181	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	749				86			
46	46	544/3	544/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	750				86			
46	46	545/3	545/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	751				86			
46	46	182	182	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	752				86			
46	46	547/3	547/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	753				86			
46	46	548/3	548/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	754				86			
46	46	183	183	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	755				86			
46	46	550/3	550/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	756				86			
46	46	551/3	551/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	757							
46	46	180	180	4.0	0	0	Chord	4/4	2	1	1		1	1	758							
46	46	180	180	4.0	0	0	Chord	4/4	3	1	1		1	1	759							
46	46	180	180	4.0	0	0	Chord	4/4	4	1	1		1	1	760							
47	47	184	184	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	761				87			
47	47	553/3	553/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	762				87			
47	47	554/3	554/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	763				87			
47	47	185	185	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	764				87			
47	47	556/3	556/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	765				87			
47	47	557/3	557/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	766				87			
47	47	186	186	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	767				87			
47	47	559/3	559/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	768				87			
47	47	560/3	560/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	769				87			
47	47	187	187	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	770				87			
47	47	562/3	562/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	771				87			
47	47	563/3	563/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	772							
47	47	184	184	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	773							
47	47	184	184	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	774							
47	47	184	184	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	775							
48	48	188	188	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	776				88			
48	48	189	189	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	777				88			
48	48	568/3	568/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	778				88			
48	48	569/3	569/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	779							
48	48	190	190	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	780				89			
48	48	191	191	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	781				89			
48	48	574/3	574/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	782				89			
48	48	575/3	575/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	783							
48	48	188	188	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	784		articStaccatoBelow					
48	48	565/3	565/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	785		articStaccatoBelow					
48	48	566/3	566/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	786		articStaccatoBelow					
48	48	189	189	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	787		articStaccatoBelow					
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	788		articStaccatoBelow					
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	789		articStaccatoBelow					
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	790		articStaccatoBelow					
48	48	191	191	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	791		articStaccatoBelow					
48	48	188	188	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	792		articStaccatoBelow					
48	48	565/3	565/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	793		articStaccatoBelow					
48	48	566/3	566/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	794		articStaccatoBelow					
48	48	189	189	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	795		articStaccatoBelow					
48	48	190	190	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	796		articStaccatoBelow					
48	48	571/3	571/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	797		articStaccatoBelow					
48	48	572/3	572/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	798		articStaccatoBelow					
48	48	191	191	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	799		articStaccatoBelow					
49	49	192	192	3.0	0	0	Chord	4/4	1	1	3/4		1/2	3/2	800				90			
49	49	195	195	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	801							
49	49	192	192	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	802				91			
49	49	193	193	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	803				91			
49	49	580/3	580/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	804				91			
49	49	581/3	581/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	805							
49	49	194	194	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	806				92			
49	49	195	195	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	807				92			
49	49	586/3	586/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	808				92			
49	49	587/3	587/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	809							
49	49	192	192	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	810							
49	49	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	811							
49	49	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	812							
49	49	193	193	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	813							
49	49	194	194	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	814							
49	49	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	815							
49	49	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	816							
49	49	195	195	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	817							
49	49	192	192	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	818							
49	49	577/3	577/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	819							
49	49	578/3	578/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	820							
49	49	193	193	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	821							
49	49	194	194	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	822							
49	49	583/3	583/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	823							
49	49	584/3	584/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	824							
49	49	195	195	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	825							
50	50	196	196	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	826				93			
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	827				93			
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	828				93			
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	829							
50	50	198	198	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	830				94			
50	50	199	199	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	831				94			
50	50	598/3	598/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	832				94			
50	50	599/3	599/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	833							
50	50	196	196	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	834				95			
50	50	197	197	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	835				95			
50	50	592/3	592/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	836				95			
50	50	593/3	593/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	837							
50	50	198	198	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	838				96			
50	50	199	199	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	839				96			
50	50	598/3	598/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	840				96			
50	50	599/3	599/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	841							
50	50	196	196	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	842							
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	843							
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	844							
50	50	197	197	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	845							
50	50	198	198	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	846							
50	50	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	847							
50	50	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	848							
50	50	199	199	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	849							
50	50	196	196	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	850							
50	50	589/3	589/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	851							
50	50	590/3	590/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	852							
50	50	197	197	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	853							
50	50	198	198	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	854							
50	50	595/3	595/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	855							
50	50	596/3	596/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	856							
50	50	199	199	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	857							
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	858				97			
51	51	202	202	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	859				97			
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	860							
51	51	200	200	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	861				98			
51	51	201	201	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	862				98			
51	51	604/3	604/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	863				98			
51	51	605/3	605/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	864							
51	51	202	202	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	865				99			
51	51	607/3	607/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	866				99			
51	51	608/3	608/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	867				99			
51	51	203	203	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	868				99			
51	51	610/3	610/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	869				99			
51	51	611/3	611/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	870							
51	51	200	200	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	871							
51	51	601/3	601/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	872							
51	51	602/3	602/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	873							
51	51	201	201	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	874							
51	51	202	202	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	875							
51	51	607/3	607/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	876							
51	51	608/3	608/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	877							
51	51	203	203	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	878							
51	51	200	200	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	879							
51	51	601/3	601/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	880							
51	51	602/3	602/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	881							
51	51	201	201	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	882							
51	51	202	202	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	883							
51	51	607/3	607/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	884							
51	51	608/3	608/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	885							
51	51	203	203	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	886							
52	52	204	204	0.0	0	0	Spanner	4/4	1	1	0											0
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	887							0
52	52	206	206	1.75	1/2	1/2	Chord	4/4	1	1	7/16		1/4	7/4	888							0
52	52	831/4	831/4	0.0	15/16	15/16	Spanner	4/4	1	1	0											
52	52	831/4	831/4	0.0	15/16	15/16	Chord	4/4	1	1	0	grace16	1/16	1	889							
52	52	831/4	831/4	0.0	15/16	15/16	Chord	4/4	1	1	0	grace16	1/16	1	890							
52	52	831/4	831/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	891							
52	52	204	204	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	892				100			
52	52	206	206	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	893				100			
52	52	204	204	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	894				101			
52	52	206	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	895				101			
52	52	204	204	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	896				102			
52	52	206	206	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	897				102			
53	53	208	208	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	898				103			
53	53	210	210	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	899				103			
53	53	208	208	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	900				100			
53	53	210	210	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	901							
53	53	208	208	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	902				101			
53	53	210	210	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	903							
53	53	208	208	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	904				102			
53	53	210	210	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	905							
54	54	212	212	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	906				103			
54	54	214	214	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	907				103			
54	54	215	215	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	908				103			
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	909							
54	54	212	212	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	910				104			
54	54	214	214	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	911				104			
54	54	215	215	0.75	3/4	3/4	Chord	4/4	2	1	3/16		1/8	3/2	912				104			
54	54	863/4	863/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	913							
54	54	212	212	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	914				105			
54	54	214	214	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	915				105			
54	54	215	215	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	916							
54	54	212	212	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	917				106			
54	54	214	214	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	918				106			
54	54	215	215	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	919							
55	55	216	216	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	920				107			
55	55	218	218	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	921							
55	55	216	216	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	922				108			
55	55	218	218	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	923							
55	55	216	216	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	924				109			
55	55	219	219	0.0	3/4	3/4	Dynamic	4/4	3	1	0					pp						
55	55	219	219	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	925							
55	55	216	216	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	926				110			
55	55	218	218	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	927							
56	56	220	220	0.0	0	0	Dynamic	4/4	2	1	0					pp						
56	56	220	220	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	928							
56	56	222	222	0.0	1/2	1/2	StaffText	4/4	2	1	0							<i>cresc.</i>				
56	56	222	222	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	929							
56	56	220	220	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	930				111			
56	56	222	222	0.0	1/2	1/2	StaffText	4/4	3	1	0							<i>cresc.</i>				
56	56	222	222	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	931							
56	56	220	220	0.0	0	0	Dynamic	4/4	4	1	0					pp						
56	56	220	220	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	932							
56	56	222	222	0.0	1/2	1/2	StaffText	4/4	4	1	0							<i>cresc.</i>				
56	56	222	222	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	933							
57	57	224	224	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	934				112			
57	57	449/2	449/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	935				112			
57	57	899/4	899/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	936				112			
57	57	225	225	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	937				112			
57	57	901/4	901/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	938				112			
57	57	451/2	451/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	939				112			
57	57	903/4	903/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	940				112			
57	57	226	226	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f						
57	57	226	226	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	941							
57	57	227	227	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	942							
57	57	909/4	909/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	943				113			
57	57	455/2	455/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	944				113			
57	57	911/4	911/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	945				113			
57	57	224	224	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	946							
57	57	226	226	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f						
57	57	226	226	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	947							
57	57	224	224	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	948							
57	57	226	226	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f						
57	57	226	226	2.0	1/2	1/2	Chord	4/4	3	1	1/2		1/2	1	949							
57	57	224	224	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	950							
57	57	226	226	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f						
57	57	226	226	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	951							
58	58	228	228	0.0	0	0	Dynamic	4/4	1	1	0					ff			113			
58	58	228	228	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	952				113			
58	58	913/4	913/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	953				113			
58	58	457/2	457/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	954				113			
58	58	915/4	915/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	955				113			
58	58	229	229	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	956				113			
58	58	917/4	917/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	957				113			
58	58	459/2	459/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	958				113			
58	58	919/4	919/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	959				113			
58	58	230	230	0.0	1/2	1/2	Spanner	4/4	1	1	0								113		19	
58	58	230	230	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	960				113		19	
58	58	921/4	921/4	0.0	9/16	9/16	Dynamic	4/4	1	1	0					f			113		19	
58	58	921/4	921/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	961				113		19	
58	58	461/2	461/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	962				113		19	
58	58	923/4	923/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	963				113		19	
58	58	231	231	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	964				113		19	
58	58	925/4	925/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	965				113		19	
58	58	463/2	463/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	966				113		19	
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	967						19	
58	58	228	228	0.0	0	0	StaffText	4/4	2	1	0							sul G.				
58	58	228	228	0.0	0	0	Dynamic	4/4	2	1	0					ff						
58	58	228	228	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	968							
58	58	230	230	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f						
58	58	230	230	0.0	1/2	1/2	Spanner	4/4	2	1	0										20	
58	58	230	230	1.75	1/2	1/2	Chord	4/4	2	1	7/16		1/4	7/4	969						20	
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	970						20	
58	58	228	228	0.0	0	0	Dynamic	4/4	3	1	0					ff						
58	58	228	228	2.0	0	0	Chord	4/4	3	1	1/2		1/2	1	971							
58	58	230	230	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f						
58	58	230	230	0.0	1/2	1/2	Spanner	4/4	3	1	0										21	
58	58	230	230	1.75	1/2	1/2	Chord	4/4	3	1	7/16		1/4	7/4	972						21	
58	58	927/4	927/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	973						21	
58	58	228	228	0.0	0	0	Dynamic	4/4	4	1	0					ff						
58	58	228	228	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	974							
58	58	230	230	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f						
58	58	230	230	0.0	1/2	1/2	Spanner	4/4	4	1	0										22	
58	58	230	230	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	975						22	
59	59	232	232	0.0	0	0	Dynamic	4/4	1	1	0					p						
59	59	232	232	0.0	0	0	Spanner	4/4	1	1	0											
59	59	232	232	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	976				114			
59	59	233	233	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	977				114			
59	59	700/3	700/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	978				114			
59	59	701/3	701/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	979							
59	59	234	234	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	980				115			
59	59	235	235	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	981				115			
59	59	706/3	706/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	982				115			
59	59	707/3	707/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	983							
59	59	232	232	0.0	0	0	Dynamic	4/4	2	1	0					p						
59	59	232	232	0.0	0	0	Spanner	4/4	2	1	0											
59	59	232	232	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	984							
59	59	232	232	0.0	0	0	Dynamic	4/4	3	1	0					p						
59	59	232	232	0.0	0	0	Spanner	4/4	3	1	0											
59	59	232	232	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	985							
59	59	232	232	0.0	0	0	Dynamic	4/4	4	1	0					p						
59	59	232	232	0.0	0	0	Spanner	4/4	4	1	0											
59	59	232	232	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	986		articStaccatoBelow					
59	59	697/3	697/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	987		articStaccatoBelow					
59	59	698/3	698/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	988		articStaccatoBelow					
59	59	233	233	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	989		articStaccatoBelow					
59	59	234	234	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	990		articStaccatoBelow					
59	59	703/3	703/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	991		articStaccatoBelow					
59	59	704/3	704/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	992		articStaccatoBelow					
