mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
59	59	235	235	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	993		articStaccatoBelow					
60	60	236	236	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	994				116			
60	60	238	238	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	995				116			
60	60	239	239	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	996							
60	60	236	236	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	997				117			
60	60	237	237	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	998				117			
60	60	712/3	712/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	999				117			
60	60	713/3	713/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1000							
60	60	238	238	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1001				118			
60	60	239	239	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1002				118			
60	60	718/3	718/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1003				118			
60	60	719/3	719/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1004							
60	60	236	236	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	1005		articStaccatoBelow					
60	60	709/3	709/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	1006		articStaccatoBelow					
60	60	710/3	710/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	1007		articStaccatoBelow					
60	60	237	237	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1008		articStaccatoBelow					
60	60	238	238	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	1009		articStaccatoBelow					
60	60	715/3	715/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	1010		articStaccatoBelow					
60	60	716/3	716/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	1011		articStaccatoBelow					
60	60	239	239	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1012		articStaccatoBelow					
61	61	240	240	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1013							
61	61	242	242	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1014							
61	61	240	240	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1015				119			
61	61	241	241	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1016				119			
61	61	724/3	724/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1017				119			
61	61	725/3	725/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1018							
61	61	242	242	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1019				120			
61	61	243	243	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1020				120			
61	61	730/3	730/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1021				120			
61	61	731/3	731/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1022							
61	61	240	240	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	1023				121			
61	61	241	241	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1024				121			
61	61	724/3	724/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1025				121			
61	61	725/3	725/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1026							
61	61	242	242	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1027				122			
61	61	243	243	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1028				122			
61	61	730/3	730/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1029				122			
61	61	731/3	731/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1030							
61	61	240	240	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	1031		articStaccatoBelow					
61	61	721/3	721/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	1032		articStaccatoBelow					
61	61	722/3	722/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	1033		articStaccatoBelow					
61	61	241	241	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1034		articStaccatoBelow					
61	61	242	242	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	1035		articStaccatoBelow					
61	61	727/3	727/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	1036		articStaccatoBelow					
61	61	728/3	728/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	1037		articStaccatoBelow					
61	61	243	243	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1038		articStaccatoBelow					
62	62	244	244	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1039							
62	62	245	245	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1040				123			
62	62	736/3	736/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1041				123			
62	62	737/3	737/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1042							
62	62	246	246	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1043							
62	62	247	247	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1044				124			
62	62	742/3	742/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1045				124			
62	62	743/3	743/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1046							
62	62	244	244	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1047							
62	62	245	245	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1048				125			
62	62	736/3	736/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1049				125			
62	62	737/3	737/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1050							
62	62	246	246	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1051				126			
62	62	739/3	739/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1052				126			
62	62	740/3	740/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1053				126			
62	62	247	247	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1054				126			
62	62	742/3	742/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1055				126			
62	62	743/3	743/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1056							
62	62	244	244	4.0	0	0	Chord	4/4	3	1	1		1	1	1057							
62	62	244	244	0.3333333333333333	0	0	Chord	4/4	4	1	1/12		1/8	2/3	1058		articStaccatoBelow					
62	62	733/3	733/3	0.3333333333333333	1/12	1/12	Chord	4/4	4	1	1/12		1/8	2/3	1059		articStaccatoBelow					
62	62	734/3	734/3	0.3333333333333333	1/6	1/6	Chord	4/4	4	1	1/12		1/8	2/3	1060		articStaccatoBelow					
62	62	245	245	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1061		articStaccatoBelow					
62	62	246	246	0.3333333333333333	1/2	1/2	Chord	4/4	4	1	1/12		1/8	2/3	1062		articStaccatoBelow					
62	62	739/3	739/3	0.3333333333333333	7/12	7/12	Chord	4/4	4	1	1/12		1/8	2/3	1063		articStaccatoBelow					
62	62	740/3	740/3	0.3333333333333333	2/3	2/3	Chord	4/4	4	1	1/12		1/8	2/3	1064		articStaccatoBelow					
62	62	247	247	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1065		articStaccatoBelow					
63	63	248	248	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	1066							
63	63	748/3	748/3	0.0	1/3	1/3	Dynamic	4/4	1	1	0					pp						
63	63	748/3	748/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1067							
63	63	749/3	749/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1068							
63	63	250	250	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1069				127			
63	63	751/3	751/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1070							
63	63	752/3	752/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1071		articStaccatoAbove					
63	63	248	248	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	1072							
63	63	751/3	751/3	0.0	7/12	7/12	Dynamic	4/4	2	1	0					pp						
63	63	751/3	751/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1073							
63	63	752/3	752/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1074							
63	63	251	251	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1075				128			
63	63	754/3	754/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1076							
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1077		articStaccatoBelow					
63	63	248	248	0.0	0	0	Dynamic	4/4	3	1	0					pp						
63	63	248	248	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1078				129			
63	63	745/3	745/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1079							
63	63	746/3	746/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1080		articStaccatoBelow					
63	63	249	249	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1081				130			
63	63	748/3	748/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1082							
63	63	749/3	749/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1083		articStaccatoBelow					
63	63	250	250	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1084				131			
63	63	751/3	751/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1085							
63	63	752/3	752/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1086		articStaccatoBelow					
63	63	251	251	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1087							
63	63	754/3	754/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1088							
63	63	755/3	755/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1089							
63	63	248	248	0.0	0	0	Dynamic	4/4	4	1	0					pp						
63	63	248	248	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1090				132			
63	63	250	250	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1091							
64	64	760/3	760/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1092							
64	64	761/3	761/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1093							
64	64	254	254	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1094				133			
64	64	763/3	763/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1095							
64	64	764/3	764/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1096		articStaccatoAbove					
64	64	252	252	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1097				134			
64	64	757/3	757/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1098							
64	64	758/3	758/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1099		articStaccatoBelow					
64	64	763/3	763/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1100							
64	64	764/3	764/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1101							
64	64	255	255	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1102				135			
64	64	766/3	766/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1103							
64	64	767/3	767/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1104		articStaccatoBelow					
64	64	252	252	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1105				136			
64	64	757/3	757/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1106							
64	64	758/3	758/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1107		articStaccatoBelow					
64	64	253	253	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1108				137			
64	64	760/3	760/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1109							
64	64	761/3	761/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1110		articStaccatoBelow					
64	64	254	254	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1111				138			
64	64	763/3	763/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1112							
64	64	764/3	764/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1113		articStaccatoBelow					
64	64	255	255	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1114							
64	64	766/3	766/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1115							
64	64	767/3	767/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1116							
64	64	252	252	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1117				139			
64	64	254	254	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1118							
65	65	772/3	772/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1119							
65	65	773/3	773/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1120							
65	65	258	258	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1121				140			
65	65	775/3	775/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1122							
65	65	776/3	776/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1123		articStaccatoAbove					
65	65	256	256	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1124				141			
65	65	769/3	769/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1125							
65	65	770/3	770/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1126		articStaccatoBelow					
65	65	775/3	775/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1127							
65	65	776/3	776/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1128							
65	65	259	259	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1129				142			
65	65	778/3	778/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1130							
65	65	779/3	779/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1131		articStaccatoBelow					
65	65	256	256	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1132				143			
65	65	769/3	769/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1133							
65	65	770/3	770/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1134		articStaccatoBelow					
65	65	257	257	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1135				144			
65	65	772/3	772/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1136							
65	65	773/3	773/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1137		articStaccatoBelow					
65	65	258	258	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1138				145			
65	65	775/3	775/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1139							
65	65	776/3	776/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1140		articStaccatoBelow					
65	65	259	259	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1141							
65	65	778/3	778/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1142							
65	65	779/3	779/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1143							
65	65	256	256	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1144				146			
65	65	258	258	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1145							
66	66	260	260	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>				
66	66	781/3	781/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1146							
66	66	782/3	782/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1147							
66	66	261	261	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1148							
66	66	784/3	784/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1149							
66	66	785/3	785/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1150							
66	66	262	262	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1151				147			
66	66	787/3	787/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1152							
66	66	788/3	788/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1153		articStaccatoAbove					
66	66	263	263	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1154				148			
66	66	790/3	790/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1155							
66	66	791/3	791/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1156		articStaccatoAbove					
66	66	260	260	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>				
66	66	260	260	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1157				149			
66	66	781/3	781/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1158							
66	66	782/3	782/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1159		articStaccatoBelow					
66	66	261	261	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1160							
66	66	784/3	784/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1161							
66	66	785/3	785/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1162							
66	66	262	262	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1163				150			
66	66	787/3	787/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1164							
66	66	788/3	788/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1165		articStaccatoBelow					
66	66	263	263	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1166				151			
66	66	790/3	790/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1167							
66	66	791/3	791/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1168		articStaccatoBelow					
66	66	260	260	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>				
66	66	260	260	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1169				152			
66	66	781/3	781/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1170							
66	66	782/3	782/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1171		articStaccatoBelow					
66	66	261	261	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1172							
66	66	784/3	784/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1173							
66	66	785/3	785/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1174							
66	66	262	262	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1175				153			
66	66	787/3	787/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1176							
66	66	788/3	788/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1177		articStaccatoBelow					
66	66	263	263	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1178							
66	66	790/3	790/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1179							
66	66	791/3	791/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1180							
66	66	260	260	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>				
66	66	260	260	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1181				154			
66	66	262	262	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1182							
67	67	264	264	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1183				155			
67	67	793/3	793/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1184							
67	67	794/3	794/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1185		articStaccatoAbove					
67	67	265	265	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1186							
67	67	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1187							
67	67	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1188							
67	67	266	266	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1189				156			
67	67	799/3	799/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1190							
67	67	800/3	800/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	1191		articStaccatoAbove					
67	67	267	267	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	1192				157			
67	67	802/3	802/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	1193							
67	67	803/3	803/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	1194		articStaccatoAbove					
67	67	264	264	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	1195				158			
67	67	793/3	793/3	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	1196							
67	67	794/3	794/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	1197		articStaccatoBelow					
67	67	265	265	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	1198							
67	67	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	1199							
67	67	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	1200							
67	67	266	266	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	1201				159			
67	67	799/3	799/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	1202							
67	67	800/3	800/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	1203		articStaccatoBelow					
67	67	267	267	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	1204				160			
67	67	802/3	802/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	1205							
67	67	803/3	803/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	1206		articStaccatoBelow					
67	67	264	264	0.3333333333333333	0	0	Chord	4/4	3	1	1/12		1/8	2/3	1207				161			
67	67	793/3	793/3	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12		1/8	2/3	1208							
67	67	794/3	794/3	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12		1/8	2/3	1209		articStaccatoBelow					
67	67	265	265	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12		1/8	2/3	1210							
67	67	796/3	796/3	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12		1/8	2/3	1211							
67	67	797/3	797/3	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12		1/8	2/3	1212							
67	67	266	266	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12		1/8	2/3	1213				162			
67	67	799/3	799/3	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12		1/8	2/3	1214							
67	67	800/3	800/3	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12		1/8	2/3	1215		articStaccatoAbove					
67	67	267	267	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12		1/8	2/3	1216				163			
67	67	802/3	802/3	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12		1/8	2/3	1217							
67	67	803/3	803/3	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12		1/8	2/3	1218		articStaccatoAbove					
67	67	264	264	2.0	0	0	Chord	4/4	4	1	1/2		1/2	1	1219				164			
67	67	266	266	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	1220							
68	68	268	268	0.0	0	0	StaffText	4/4	1	1	0							<i>piu cresc.</i>				
68	68	268	268	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	1221				165			
68	68	805/3	805/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	1222							
68	68	806/3	806/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	1223							
68	68	269	269	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	1224				166			
68	68	808/3	808/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	1225							
68	68	809/3	809/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	1226							
68	68	270	270	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f						
68	68	270	270	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	1227				167			
68	68	811/3	811/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	1228							
