mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	588										
57	57	112	112	0.0	0	0	StaffText	2/4	3	1	0							<i>cresc.</i>							
57	57	112	112	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	589							118			
57	57	449/4	449/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	590										
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	591							119			
57	57	113	113	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	592										
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	593		articStaccatoBelow								
57	57	112	112	0.0	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>							
57	57	112	112	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	594										
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	595							120			
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	596							121			
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	597							121			
58	58	115	115	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	598										
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	599							122			
58	58	114	114	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	600							123			
58	58	229/2	229/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	601							123			
58	58	459/4	459/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	602							123			
58	58	115	115	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	603							123			
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	604							124			
58	58	229/2	229/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	605							125			
58	58	115	115	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	606										
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	607							126			
58	58	114	114	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	608							120			
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	609										
59	59	116	116	0.0	0	0	Dynamic	2/4	1	1	0					f									
59	59	116	116	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	610							127			
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	611										
59	59	116	116	0.0	0	0	Dynamic	2/4	2	1	0					f									
59	59	116	116	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	612										
59	59	233/2	233/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf									
59	59	233/2	233/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	613							128			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	614										
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	615		articStaccatoAbove								
59	59	116	116	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	616										
59	59	233/2	233/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					sf									
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	617							129			
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	618							129			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	619							129			
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	620										
59	59	116	116	0.0	0	0	Dynamic	2/4	4	1	0					f									
59	59	116	116	0.0	0	0	Dynamic	2/4	4	1	0					f									
59	59	116	116	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	621							130			
59	59	233/2	233/2	0.0	1/8	1/8	Dynamic	2/4	4	1	0					sf						130			
59	59	233/2	233/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	622							130			
59	59	467/4	467/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	623							130			
59	59	117	117	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	624							130			
59	59	235/2	235/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	625							131			
60	60	118	118	0.0	0	0	Dynamic	2/4	1	1	0					sf									
60	60	118	118	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	626							132			
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	627										
60	60	237/2	237/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf									
60	60	237/2	237/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	628							133			
60	60	119	119	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	629										
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	630							134			
60	60	118	118	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	631										
60	60	237/2	237/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	632							135			
60	60	475/4	475/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	633							135			
60	60	119	119	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	634							135			
60	60	239/2	239/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	635							136			
60	60	118	118	0.0	0	0	Dynamic	2/4	4	1	0					sf									
60	60	118	118	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	636							137			
61	61	120	120	0.0	0	0	Dynamic	2/4	1	1	0					sf									
61	61	120	120	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	637							138			
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	638										
61	61	120	120	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	639										
61	61	241/2	241/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf									
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	640							139			
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	641							139			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	642							139			
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	643							140			
61	61	120	120	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	644										
61	61	241/2	241/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					sf									
61	61	241/2	241/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	645							141			
61	61	483/4	483/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	646							141			
61	61	121	121	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	647							141			
61	61	243/2	243/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	648							142			
61	61	120	120	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	649							143			
62	62	122	122	0.0	0	0	Dynamic	2/4	1	1	0					sf									
62	62	122	122	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	650							144			
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	651										
62	62	122	122	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	652										
62	62	245/2	245/2	0.0	1/8	1/8	Dynamic	2/4	2	1	0					sf									
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	653							145			
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	654							145			
62	62	123	123	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	655							145			
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	656										
62	62	122	122	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	657										
62	62	245/2	245/2	0.0	1/8	1/8	Dynamic	2/4	3	1	0					sf									
62	62	245/2	245/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	658							146			
62	62	491/4	491/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	659							146			
62	62	123	123	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	660							146			
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	661										
62	62	122	122	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	662										
62	62	247/2	247/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	663										
63	63	124	124	0.0	0	0	Spanner	2/4	1	1	0													18	
63	63	124	124	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	664							147		18	
63	63	124	124	0.0	0	0	Spanner	2/4	2	1	0													19	
63	63	124	124	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	665							148		19	
63	63	125	125	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	666							149		19	
63	63	124	124	0.0	0	0	Spanner	2/4	3	1	0													20	
63	63	124	124	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	667							150		20	
63	63	125	125	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	668							151		20	
63	63	124	124	0.0	0	0	Spanner	2/4	4	1	0													21	
63	63	124	124	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	669									21	
64	64	126	126	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	670							152		18	
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	1	1	0														
64	64	127	127	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	671										
64	64	126	126	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	672							153		19	
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	2	1	0														
64	64	127	127	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	673										
64	64	126	126	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	674							154		20	
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	3	1	0														
64	64	127	127	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	675										
64	64	126	126	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	676							155		21	
64	64	127	127	0.0	1/4	1/4	Spanner	2/4	4	1	0														
64	64	127	127	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	677										
65	65	128	128	0.0	0	0	Dynamic	2/4	4	1	0					pp									
65	65	128	128	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	678										
65	65	129	129	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	679										
66	66	130	130	0.0	0	0	Dynamic	2/4	1	1	0					pp									
66	66	130	130	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	680							156			
66	66	130	130	0.0	0	0	Dynamic	2/4	2	1	0					pp									
66	66	130	130	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	681							157			
66	66	130	130	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	682										
66	66	131	131	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	683										
67	67	132	132	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	684										
67	67	132	132	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	685										
67	67	133	133	0.0	1/4	1/4	Dynamic	2/4	3	1	0					pp									
67	67	133	133	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	686							158			
67	67	132	132	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	687										
67	67	133	133	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	688										
68	68	134	134	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	689										
68	68	134	134	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	690							159			
68	68	135	135	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	691										
68	68	134	134	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	692							160			
68	68	135	135	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	693										
68	68	134	134	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	694										
68	68	135	135	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	695										
69	69	136	136	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	696										
69	69	137	137	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	697										
70	70	138	138	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	698							161			
70	70	138	138	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	699							162			
70	70	138	138	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	700										
70	70	139	139	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	701										
71	71	140	140	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	702										
71	71	140	140	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	703							163			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	704										
71	71	140	140	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	705										
71	71	141	141	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	706										
72	72	142	142	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	707										
72	72	142	142	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	708							164			
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	709										
72	72	142	142	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	710							165			
72	72	143	143	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	711										
72	72	142	142	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	712										
72	72	143	143	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	713										
73	73	144	144	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	714										
73	73	145	145	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	715										
74	74	146	146	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	716										
74	74	146	146	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	717										
74	74	146	146	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	718										
74	74	147	147	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	719										
75	75	148	148	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	720										
75	75	149	149	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	721										
75	75	148	148	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	722										
75	75	149	149	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	723										
75	75	149	149	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	724										
75	75	148	148	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	725										
75	75	149	149	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	726										
76	76	150	150	0.0	0	0	Spanner	2/4	1	1	0												14		
76	76	150	150	0.0	0	0	Spanner	2/4	1	1	0												14	22	
76	76	150	150	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	727								14	22	
76	76	150	150	0.0	0	0	Spanner	2/4	2	1	0													23	
76	76	150	150	0.0	0	0	Spanner	2/4	2	1	0												15	23	
76	76	150	150	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	728								15	23	
76	76	150	150	0.0	0	0	Spanner	2/4	3	1	0													24	
76	76	150	150	0.0	0	0	Spanner	2/4	3	1	0												16	24	
76	76	150	150	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	729								16	24	
76	76	150	150	0.0	0	0	Spanner	2/4	4	1	0													25	
76	76	150	150	0.0	0	0	Spanner	2/4	4	1	0												17	25	
76	76	150	150	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	730								17	25	
77	77	152	152	0.0	0	0	Spanner	2/4	1	1	0														
77	77	152	152	0.0	0	0	Spanner	2/4	1	1	0														
77	77	152	152	0.0	0	0	Spanner	2/4	2	1	0														
77	77	152	152	0.0	0	0	Spanner	2/4	2	1	0														
77	77	152	152	0.0	0	0	Dynamic	2/4	3	1	0					pp									
77	77	152	152	0.0	0	0	Spanner	2/4	3	1	0														
77	77	152	152	0.0	0	0	Spanner	2/4	3	1	0														
77	77	152	152	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	731							166			
77	77	152	152	0.0	0	0	Spanner	2/4	4	1	0														
77	77	152	152	0.0	0	0	Spanner	2/4	4	1	0														
78	78	309/2	309/2	0.0	1/8	1/8	StaffText	2/4	1	1	0							<i>cresc.</i>							
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	732		articStaccatoAbove								
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	733		articStaccatoAbove								
78	78	155	155	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	734		articStaccatoAbove								
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	735		articStaccatoAbove								
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	736		articStaccatoAbove								
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	737										
78	78	154	154	0.0	0	0	StaffText	2/4	3	1	0							<i>cresc.</i>							
78	78	154	154	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	738							167			
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	739										
79	79	156	156	0.0	0	0	Dynamic	2/4	1	1	0					p									
79	79	156	156	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	740										
79	79	625/4	625/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	741		articStaccatoAbove								
79	79	313/2	313/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	742		articStaccatoAbove								
79	79	627/4	627/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	743		articStaccatoAbove								
79	79	157	157	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	744		articStaccatoAbove								
79	79	629/4	629/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	745		articStaccatoAbove								
79	79	156	156	0.0	0	0	Dynamic	2/4	3	1	0					p									
79	79	156	156	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	746							168			
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	747										
80	80	633/4	633/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	748		articStaccatoAbove								
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	749		articStaccatoAbove								
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	750		articStaccatoAbove								
80	80	159	159	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	751		articStaccatoAbove								
80	80	637/4	637/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	752		articStaccatoAbove								
80	80	158	158	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	753							169			
80	80	317/2	317/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	754							169			
80	80	635/4	635/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	755							169			
80	80	159	159	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	756							169			
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	757										
81	81	641/4	641/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							<i>sempre piano</i>							
81	81	641/4	641/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	758		articStaccatoAbove								
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	759		articStaccatoAbove								
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	760		articStaccatoAbove								
81	81	161	161	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	761		articStaccatoAbove								
81	81	645/4	645/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	762		articStaccatoAbove								
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	763		articStaccatoAbove								
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	764		articStaccatoAbove								
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	765							170			
81	81	160	160	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	766										
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	767										
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	768										
81	81	161	161	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	769										
81	81	645/4	645/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	770										
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	771										
82	82	162	162	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	772		articStaccatoBelow								
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	773		articStaccatoBelow								
82	82	653/4	653/4	0.0	5/16	5/16	StaffText	2/4	1	1	0							<i>stacc.</i>							
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	774										
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	775										
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	776										
82	82	162	162	1.5	0	0	Chord	2/4	2	1	3/8		1/4	3/2	777							171			
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	778										
82	82	162	162	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	779										
83	83	164	164	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	780										
83	83	657/4	657/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	781										
83	83	661/4	661/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	782										
83	83	331/2	331/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	783										
83	83	663/4	663/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	784										
83	83	164	164	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	785							172			
83	83	329/2	329/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	786							172			
83	83	659/4	659/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	787							172			
83	83	165	165	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	788							172			
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	789										
83	83	164	164	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	790										
83	83	331/2	331/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	791							173			
84	84	166	166	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	792										
84	84	665/4	665/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	793										
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	794							174			
84	84	166	166	0.0	0	0	StaffText	2/4	2	1	0							<i>cresc.</i>							
84	84	166	166	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	795										
84	84	665/4	665/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	796		articStaccatoBelow								
84	84	333/2	333/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	797		articStaccatoBelow								
84	84	667/4	667/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	798		articStaccatoBelow								
84	84	167	167	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	799		articStaccatoBelow								
84	84	669/4	669/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	800		articStaccatoBelow								
84	84	335/2	335/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	801		articStaccatoBelow								
84	84	671/4	671/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	802		articStaccatoBelow								
84	84	166	166	0.0	0	0	StaffText	2/4	3	1	0							<i>cresc.</i>							
84	84	166	166	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	803										
84	84	166	166	0.0	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>							
84	84	166	166	1.5	0	0	Chord	2/4	4	1	3/8		1/4	3/2	804							175			
84	84	335/2	335/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	805										
85	85	168	168	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	806							176			
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	807										
85	85	673/4	673/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	808		articStaccatoBelow								
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	809		articStaccatoBelow								
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	810		articStaccatoBelow								
85	85	169	169	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	811		articStaccatoBelow								
85	85	677/4	677/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	812		articStaccatoBelow								
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	813		articStaccatoBelow								
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	814		articStaccatoBelow								
85	85	168	168	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	815										
85	85	339/2	339/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	816										
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	817										
85	85	168	168	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	818							177			
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	819							177			
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	820							177			
85	85	169	169	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	821							177			
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	822										
86	86	170	170	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	823							178			
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	824							178			
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	825							178			
86	86	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	826							178			
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	827										
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	828		articStaccatoBelow								
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	829		articStaccatoBelow								
