mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
17	17	129/2	129/2	0.0	1/8	1/8	Chord	4/4	3	1	0	grace16	1/16	1	548									
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	549									
17	17	65	65	0.0	1/4	1/4	Chord	4/4	3	1	0	grace16	1/16	1	550									
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	551		articStaccatoAbove							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	552									
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	553									
17	17	67	67	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	554									
17	17	269/4	269/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	555		articStaccatoBelow							
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	556		articStaccatoBelow							
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	557		articStaccatoBelow							
17	17	64	64	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	558		articStaccatoAbove							
17	17	257/4	257/4	0.125	1/16	1/16	Chord	4/4	4	1	1/32		1/32	1	559									
17	17	515/8	515/8	0.125	3/32	3/32	Chord	4/4	4	1	1/32		1/32	1	560									
17	17	129/2	129/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	561		articStaccatoAbove							
17	17	259/4	259/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	562		articStaccatoAbove							
17	17	65	65	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	563		articStaccatoAbove							
17	17	131/2	131/2	0.0	3/8	3/8	Dynamic	4/4	4	1	0					fp								
17	17	131/2	131/2	0.0	3/8	3/8	Dynamic	4/4	4	1	0					fp								
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	564									
17	17	66	66	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	565									
17	17	67	67	0.75	3/4	3/4	Chord	4/4	4	1	3/16		1/8	3/2	566									
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	567		articStaccatoBelow							
18	18	68	68	0.0	0	0	StaffText	4/4	1	1	0							<i>dim.</i>						
18	18	68	68	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	568		articStaccatoAbove							
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	569		articStaccatoAbove							
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	570		articStaccatoAbove							
18	18	275/4	275/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32		1/32	1	571							45		
18	18	551/8	551/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32		1/32	1	572									
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	573									
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	574		articStaccatoAbove							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	575		articStaccatoAbove							
18	18	283/4	283/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	576							46		
18	18	567/8	567/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	577									
18	18	71	71	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	578		articStaccatoAbove							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	579		articStaccatoAbove							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	580		articStaccatoAbove							
18	18	287/4	287/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	581							47		
18	18	575/8	575/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	582									
18	18	68	68	0.0	0	0	StaffText	4/4	2	1	0							<i>dim.</i>						
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0					pp								
18	18	68	68	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	583		articStaccatoBelow							
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	584		articStaccatoBelow							
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	585		articStaccatoBelow							
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	586		articStaccatoBelow							
18	18	69	69	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	587		articStaccatoBelow							
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	588		articStaccatoBelow							
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	589		articStaccatoBelow							
18	18	279/4	279/4	0.125	7/16	7/16	Chord	4/4	2	1	1/32		1/32	1	590							48		
18	18	559/8	559/8	0.125	15/32	15/32	Chord	4/4	2	1	1/32		1/32	1	591									
18	18	70	70	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	592		articStaccatoBelow							
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	593		articStaccatoBelow							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	594		articStaccatoBelow							
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	595		articStaccatoBelow							
18	18	71	71	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	596		articStaccatoBelow							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	597		articStaccatoBelow							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	598		articStaccatoBelow							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	599		articStaccatoBelow							
18	18	68	68	0.0	0	0	StaffText	4/4	3	1	0							<i>dim.</i>						
18	18	68	68	0.0	0	0	Dynamic	4/4	3	1	0					pp								
18	18	68	68	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	600									
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	601		articStaccatoAbove							
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	602		articStaccatoAbove							
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	603		articStaccatoAbove							
18	18	70	70	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	604		articStaccatoAbove							
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	605		articStaccatoAbove							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	606		articStaccatoAbove							
18	18	283/4	283/4	0.125	11/16	11/16	Chord	4/4	3	1	1/32		1/32	1	607							49		
18	18	567/8	567/8	0.125	23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	608									
18	18	71	71	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	609		articStaccatoBelow							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	610		articStaccatoBelow							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	611		articStaccatoBelow							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	612		articStaccatoBelow							
18	18	68	68	0.0	0	0	StaffText	4/4	4	1	0							<i>dim.</i>						
18	18	68	68	0.0	0	0	Dynamic	4/4	4	1	0					pp								
18	18	68	68	0.0	0	0	Dynamic	4/4	4	1	0					pp								
18	18	68	68	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	613		articStaccatoBelow							
18	18	273/4	273/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	614		articStaccatoBelow							
18	18	137/2	137/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	615		articStaccatoBelow							
18	18	275/4	275/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	616		articStaccatoBelow							
18	18	69	69	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	617		articStaccatoAbove							
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	618		articStaccatoAbove							
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	619		articStaccatoAbove							
18	18	279/4	279/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	620		articStaccatoAbove							
18	18	70	70	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	621		articStaccatoAbove							
18	18	281/4	281/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	622		articStaccatoAbove							
18	18	141/2	141/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	623		articStaccatoAbove							
18	18	283/4	283/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	624		articStaccatoAbove							
18	18	71	71	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	625		articStaccatoBelow							
18	18	285/4	285/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	626		articStaccatoBelow							
18	18	143/2	143/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	627		articStaccatoBelow							
18	18	287/4	287/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	628		articStaccatoBelow							
19	19	72	72	0.0	0	0	StaffText	4/4	1	1	0							<i>cresc.</i>						
19	19	72	72	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	629		articStaccatoAbove							
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	630		articStaccatoAbove							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	631		articStaccatoAbove							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	632		articStaccatoAbove							
19	19	73	73	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	633		articStaccatoAbove							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	634		articStaccatoAbove							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	635		articStaccatoAbove							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	636		articStaccatoAbove							
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	637		articAccentAbove							
19	19	72	72	0.0	0	0	StaffText	4/4	2	1	0							<i>cresc.</i>						
19	19	72	72	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	638		articStaccatoBelow							
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	639		articStaccatoBelow							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	640		articStaccatoBelow							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	641		articStaccatoBelow							
19	19	73	73	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	642		articStaccatoBelow							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	643		articStaccatoBelow							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	644		articStaccatoBelow							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	645		articStaccatoBelow							
19	19	72	72	0.0	0	0	StaffText	4/4	3	1	0							<i>cresc.</i>						
19	19	72	72	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	646		articStaccatoBelow							
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	647		articStaccatoBelow							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	648		articStaccatoBelow							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	649		articStaccatoBelow							
19	19	73	73	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	650		articStaccatoBelow							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	651		articStaccatoBelow							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	652		articStaccatoBelow							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	653		articStaccatoBelow							
19	19	72	72	0.0	0	0	StaffText	4/4	4	1	0							<i>cresc.</i>						
19	19	72	72	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	654		articStaccatoBelow							
19	19	289/4	289/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	655		articStaccatoBelow							
19	19	145/2	145/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	656		articStaccatoBelow							
19	19	291/4	291/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	657		articStaccatoBelow							
19	19	73	73	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	658		articStaccatoBelow							
19	19	293/4	293/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	659		articStaccatoBelow							
19	19	147/2	147/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	660		articStaccatoBelow							
19	19	295/4	295/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	661		articStaccatoBelow							
20	20	76	76	0.0	0	0	Dynamic	4/4	1	1	0					p								
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	662							50		
20	20	77	77	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	663							50		
20	20	311/4	311/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	664							50		
20	20	623/8	623/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	665									
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	666		articStaccatoAbove							
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	667		articStaccatoAbove							
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	668		articStaccatoAbove							
20	20	76	76	0.0	0	0	Dynamic	4/4	2	1	0					p								
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	669							51		
20	20	78	78	0.75	1/2	1/2	Chord	4/4	2	1	3/16		1/8	3/2	670							51		
20	20	315/4	315/4	0.125	11/16	11/16	Chord	4/4	2	1	1/32		1/32	1	671							51		
20	20	631/8	631/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	672									
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	673		articStaccatoBelow							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	674		articStaccatoBelow							
20	20	76	76	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	675		articStaccatoAbove							
20	20	305/4	305/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	676		articStaccatoAbove							
20	20	153/2	153/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	677		articStaccatoAbove							
20	20	307/4	307/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	678		articStaccatoAbove							
20	20	77	77	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	679		articStaccatoAbove							
20	20	309/4	309/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	680		articStaccatoAbove							
20	20	155/2	155/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	681		articStaccatoAbove							
20	20	311/4	311/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	682		articStaccatoAbove							
20	20	78	78	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	683		articStaccatoAbove							
20	20	313/4	313/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	684		articStaccatoAbove							
20	20	157/2	157/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	685		articStaccatoAbove							
20	20	315/4	315/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	686		articStaccatoAbove							
20	20	79	79	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	687		articStaccatoAbove							
20	20	317/4	317/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	688		articStaccatoAbove							
20	20	159/2	159/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	689		articStaccatoAbove							
20	20	319/4	319/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	690		articStaccatoAbove							
20	20	76	76	0.0	0	0	Dynamic	4/4	4	1	0					p								
20	20	76	76	0.0	0	0	Dynamic	4/4	4	1	0					p								
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	691									
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	692									
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	693									
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	694									
21	21	80	80	0.0	0	0	StaffText	4/4	1	1	0							<i>poco</i>						
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	695							52		
21	21	81	81	0.0	1/4	1/4	StaffText	4/4	1	1	0							<i>cresc.</i>				52		
21	21	81	81	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	696							52		
21	21	327/4	327/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	697							52		
21	21	655/8	655/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	698									
21	21	82	82	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	699							53		
21	21	331/4	331/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	700							53		
21	21	663/8	663/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	701									
21	21	83	83	0.0	3/4	3/4	StaffText	4/4	1	1	0							<i>dim.</i>						
21	21	83	83	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	702							54		
21	21	335/4	335/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	703							54		
21	21	671/8	671/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	704									
21	21	80	80	0.0	0	0	StaffText	4/4	2	1	0							<i>poco</i>						
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	705		articStaccatoAbove							
21	21	161/2	161/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							<i>cresc.</i>						
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	706		articStaccatoAbove							
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	707		articStaccatoBelow							
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	708		articStaccatoBelow							
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	709		articStaccatoBelow							
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	710		articStaccatoBelow							
21	21	82	82	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	711		articStaccatoBelow							
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	712		articStaccatoBelow							
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	713		articStaccatoBelow							
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	714		articStaccatoBelow							
21	21	83	83	0.0	3/4	3/4	StaffText	4/4	2	1	0							<i>dim.</i>						
21	21	83	83	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	715		articStaccatoBelow							
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	716		articStaccatoBelow							
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	717		articStaccatoBelow							
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	718		articStaccatoBelow							
21	21	80	80	0.0	0	0	StaffText	4/4	3	1	0							<i>poco</i>						
21	21	80	80	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	719		articStaccatoBelow							
21	21	321/4	321/4	0.0	1/16	1/16	StaffText	4/4	3	1	0							<i>cresc.</i>						
21	21	321/4	321/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	720		articStaccatoBelow							
21	21	161/2	161/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	721		articStaccatoBelow							
21	21	323/4	323/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	722		articStaccatoBelow							
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	723							55		
21	21	82	82	0.75	1/2	1/2	Chord	4/4	3	1	3/16		1/8	3/2	724							55		
21	21	331/4	331/4	0.125	11/16	11/16	Chord	4/4	3	1	1/32		1/32	1	725							55		
21	21	663/8	663/8	0.125	23/32	23/32	Chord	4/4	3	1	1/32		1/32	1	726									
21	21	83	83	0.0	3/4	3/4	StaffText	4/4	3	1	0							<i>dim.</i>						
21	21	83	83	0.75	3/4	3/4	Chord	4/4	3	1	3/16		1/8	3/2	727							56		
21	21	335/4	335/4	0.125	15/16	15/16	Chord	4/4	3	1	1/32		1/32	1	728							56		
21	21	671/8	671/8	0.125	31/32	31/32	Chord	4/4	3	1	1/32		1/32	1	729									
21	21	80	80	0.0	0	0	StaffText	4/4	4	1	0							<i>poco</i>						
21	21	161/2	161/2	0.0	1/8	1/8	StaffText	4/4	4	1	0							<i>cresc.</i>						
21	21	161/2	161/2	0.0	1/8	1/8	Chord	4/4	4	1	0	grace16	1/16	1	730									
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	731									
21	21	163/2	163/2	0.0	3/8	3/8	Chord	4/4	4	1	0	grace16	1/16	1	732									
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	733									
21	21	165/2	165/2	0.0	5/8	5/8	Chord	4/4	4	1	0	grace16	1/16	1	734									
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	735									
21	21	167/2	167/2	0.0	7/8	7/8	StaffText	4/4	4	1	0							<i>dim.</i>						
21	21	167/2	167/2	0.0	7/8	7/8	Chord	4/4	4	1	0	grace16	1/16	1	736									
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	737									
22	22	84	84	0.0	0	0	Dynamic	4/4	1	1	0					p								
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	738									
22	22	85	85	0.0	1/4	1/4	StaffText	4/4	1	1	0							<i>poco</i>						
22	22	85	85	0.0	1/4	1/4	StaffText	4/4	1	1	0							<i>cresc.</i>						
22	22	85	85	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	739									
22	22	683/8	683/8	0.125	11/32	11/32	Chord	4/4	1	1	1/32		1/32	1	740									
22	22	171/2	171/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	741									
22	22	687/8	687/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	742									
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	743									
22	22	699/8	699/8	0.0	27/32	27/32	StaffText	4/4	1	1	0							<i>dim.</i>						
22	22	699/8	699/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	744									
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	745									
22	22	703/8	703/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	746									
22	22	84	84	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	747									
22	22	337/4	337/4	0.0	1/16	1/16	StaffText	4/4	2	1	0							<i>poco</i>						
22	22	675/8	675/8	0.125	3/32	3/32	Chord	4/4	2	1	1/32		1/32	1	748									
22	22	169/2	169/2	0.0	1/8	1/8	StaffText	4/4	2	1	0							<i>cresc.</i>						
22	22	169/2	169/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	749									
22	22	679/8	679/8	0.125	7/32	7/32	Chord	4/4	2	1	1/32		1/32	1	750									
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	751									
22	22	691/8	691/8	0.125	19/32	19/32	Chord	4/4	2	1	1/32		1/32	1	752									
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	753									
22	22	695/8	695/8	0.125	23/32	23/32	Chord	4/4	2	1	1/32		1/32	1	754									
22	22	87	87	0.0	3/4	3/4	StaffText	4/4	2	1	0							<i>dim.</i>						
22	22	87	87	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	755									
22	22	84	84	0.0	0	0	Dynamic	4/4	3	1	0					p								
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	756		articStaccatoBelow							
22	22	169/2	169/2	0.0	1/8	1/8	StaffText	4/4	3	1	0							<i>poco</i>						
22	22	169/2	169/2	0.0	1/8	1/8	StaffText	4/4	3	1	0							<i>cresc.</i>						
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	757		articStaccatoBelow							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	758		articStaccatoBelow							
22	22	87	87	0.0	3/4	3/4	StaffText	4/4	3	1	0							<i>dim.</i>						
22	22	87	87	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	759		articStaccatoAbove							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	760		articStaccatoAbove							
22	22	84	84	0.0	0	0	Dynamic	4/4	4	1	0					p								
22	22	84	84	0.0	0	0	Dynamic	4/4	4	1	0					p								
22	22	84	84	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	761							57		
22	22	85	85	0.0	1/4	1/4	StaffText	4/4	4	1	0							<i>poco</i>				57		
22	22	85	85	0.0	1/4	1/4	StaffText	4/4	4	1	0							<i>cresc.</i>				57		
22	22	85	85	0.75	1/4	1/4	Chord	4/4	4	1	3/16		1/8	3/2	762							57		
22	22	343/4	343/4	0.125	7/16	7/16	Chord	4/4	4	1	1/32		1/32	1	763							57		
22	22	687/8	687/8	0.125	15/32	15/32	Chord	4/4	4	1	1/32		1/32	1	764									
22	22	86	86	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	765		articStaccatoBelow							
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	766		articStaccatoBelow							
22	22	87	87	0.0	3/4	3/4	StaffText	4/4	4	1	0							<i>dim.</i>						
