mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible
24	23	93	93	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	285						
24	23	187/2	187/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	286						
24	23	94	94	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	287						
24	23	189/2	189/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	288						
24	23	95	95	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	289						
24	23	191/2	191/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	290						
25	24	96	96	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	291		articStaccatoAbove				
25	24	97	97	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	292		articStaccatoAbove				
25	24	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	293		articStaccatoAbove				
25	24	99	99	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	294		articStaccatoAbove				
25	24	96	96	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	295		articStaccatoAbove				
25	24	97	97	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	296		articStaccatoAbove				
25	24	98	98	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	297		articStaccatoAbove				
25	24	99	99	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	298		articStaccatoAbove				
25	24	96	96	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	299						
25	24	193/2	193/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	300						
25	24	97	97	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	301						
25	24	195/2	195/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	302						
25	24	98	98	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	303						
25	24	197/2	197/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	304						
25	24	99	99	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	305						
25	24	199/2	199/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	306						
26	25	100	100	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	307		articStaccatoAbove				
26	25	101	101	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	308		articStaccatoAbove				
26	25	102	102	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	309		articStaccatoAbove				
26	25	103	103	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	310		articStaccatoAbove				
26	25	100	100	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	311		articStaccatoAbove				
26	25	101	101	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	312		articStaccatoAbove				
26	25	102	102	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	313		articStaccatoAbove				
26	25	103	103	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	314		articStaccatoAbove				
26	25	100	100	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	315						
26	25	201/2	201/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	316						
26	25	101	101	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	317						
26	25	203/2	203/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	318						
26	25	102	102	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	319						
26	25	205/2	205/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	320						
26	25	103	103	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	321						
26	25	207/2	207/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	322						
27	26	104	104	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	323		articStaccatoAbove				
27	26	105	105	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	324		articStaccatoAbove				
27	26	106	106	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	325		articStaccatoAbove				
27	26	107	107	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	326		articStaccatoAbove				
27	26	104	104	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	327		articStaccatoAbove				
27	26	105	105	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	328		articStaccatoAbove				
27	26	106	106	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	329		articStaccatoAbove				
27	26	107	107	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	330		articStaccatoAbove				
27	26	104	104	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	331						
27	26	209/2	209/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	332						
27	26	105	105	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	333						
27	26	211/2	211/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	334						
27	26	106	106	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	335						
27	26	213/2	213/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	336						
27	26	107	107	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	337						
27	26	215/2	215/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	338						
28	27	108	108	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	339		articStaccatoAbove				
28	27	109	109	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	340		articStaccatoAbove				
28	27	110	110	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	341		articStaccatoAbove				
28	27	111	111	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	342		articStaccatoAbove				
28	27	108	108	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	343		articStaccatoAbove				
28	27	109	109	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	344		articStaccatoAbove				
28	27	110	110	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	345		articStaccatoAbove				
28	27	111	111	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	346		articStaccatoAbove				
28	27	108	108	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	347						
28	27	217/2	217/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	348						
28	27	109	109	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	349						
28	27	219/2	219/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	350						
28	27	110	110	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	351						
28	27	221/2	221/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	352						
28	27	111	111	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	353						
28	27	223/2	223/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	354						
29	28	112	112	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	355		articStaccatoAbove				
29	28	113	113	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	356		articStaccatoAbove				
29	28	114	114	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	357		articStaccatoAbove				
29	28	115	115	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	358		articStaccatoAbove				
29	28	112	112	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	359		articStaccatoAbove				
29	28	113	113	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	360		articStaccatoAbove				
29	28	114	114	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	361		articStaccatoAbove				
29	28	115	115	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	362		articStaccatoAbove				
29	28	112	112	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	363						
29	28	225/2	225/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	364						
29	28	113	113	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	365						
29	28	227/2	227/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	366						
29	28	114	114	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	367						
29	28	229/2	229/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	368						
29	28	115	115	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	369						
29	28	231/2	231/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	370						
30	29	116	116	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	371		articStaccatoAbove				
30	29	117	117	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	372		articStaccatoBelow				
30	29	118	118	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	373		articStaccatoBelow				
30	29	119	119	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	374		articStaccatoAbove				
30	29	116	116	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	375		articStaccatoAbove				
30	29	117	117	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	376		articStaccatoAbove				
30	29	118	118	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	377		articStaccatoBelow				
30	29	119	119	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	378		articStaccatoAbove				
30	29	116	116	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	379						
30	29	233/2	233/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	380						
30	29	117	117	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	381						
30	29	235/2	235/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	382						
30	29	118	118	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	383						
30	29	237/2	237/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	384						
30	29	119	119	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	385						
30	29	239/2	239/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	386						
31	30	120	120	0.0	0	0	Dynamic	2/2	1	1	0					f					
31	30	120	120	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	387						
31	30	121	121	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	388						
31	30	122	122	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	389						
31	30	245/2	245/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	390						
31	30	123	123	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	391						
31	30	247/2	247/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	392						
31	30	120	120	1.0	0	0	Chord	2/2	2	1	1/4		1/4	1	393						
31	30	121	121	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	394						
31	30	122	122	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	395						
31	30	245/2	245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	396						
31	30	123	123	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	397						
31	30	247/2	247/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	398						
31	30	120	120	0.0	0	0	Dynamic	2/2	3	1	0					f					
31	30	120	120	0.0	0	0	Dynamic	2/2	3	1	0					f					
31	30	120	120	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	399						
31	30	241/2	241/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	400						
31	30	121	121	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	401						
31	30	243/2	243/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	402						
31	30	122	122	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	403						
31	30	245/2	245/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	404						
31	30	123	123	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	405						
31	30	247/2	247/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	406						
31	30	120	120	0.0	0	0	Dynamic	2/2	4	1	0					f					
31	30	120	120	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	407						
31	30	241/2	241/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	408						
31	30	121	121	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	409						
31	30	243/2	243/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	410						
31	30	122	122	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	411						
31	30	245/2	245/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	412						
31	30	123	123	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	413						
31	30	247/2	247/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	414						
32	31	124	124	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	415						
32	31	249/2	249/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	416						
32	31	125	125	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	417						
32	31	253/2	253/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	418						
32	31	127	127	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	419						
32	31	255/2	255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	420						
32	31	124	124	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	421						
32	31	249/2	249/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	422						
32	31	125	125	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	423						
32	31	253/2	253/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	424						
32	31	127	127	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	425						
32	31	255/2	255/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	426						
32	31	124	124	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	427						
32	31	249/2	249/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	428						
32	31	125	125	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	429						
32	31	251/2	251/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	430						
32	31	126	126	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	431						
32	31	253/2	253/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	432						
32	31	127	127	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	433						
32	31	255/2	255/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	434						
32	31	124	124	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	435						
32	31	249/2	249/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	436						
32	31	125	125	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	437						
32	31	251/2	251/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	438						
32	31	126	126	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	439						
32	31	253/2	253/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	440						
32	31	127	127	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	441						
32	31	255/2	255/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	442						
33	32	128	128	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	443						
33	32	257/2	257/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	444						
33	32	129	129	1.0	1/4	1/4	Chord	2/2	1	1	1/4		1/4	1	445						
33	32	261/2	261/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	446						
33	32	131	131	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	447						
33	32	263/2	263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	448						
33	32	128	128	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	449						
33	32	257/2	257/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	450						
33	32	129	129	1.0	1/4	1/4	Chord	2/2	2	1	1/4		1/4	1	451						
33	32	261/2	261/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	452						
33	32	131	131	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	453						
33	32	263/2	263/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	454						
33	32	128	128	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	455						
33	32	257/2	257/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	456						
33	32	129	129	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	457						
33	32	259/2	259/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	458						
33	32	130	130	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	459						
33	32	261/2	261/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	460						
33	32	131	131	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	461						
33	32	263/2	263/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	462						
33	32	128	128	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	463						
33	32	257/2	257/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	464						
33	32	129	129	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	465						
33	32	259/2	259/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	466						
33	32	130	130	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	467						
33	32	261/2	261/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	468						
33	32	131	131	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	469						
33	32	263/2	263/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	470						
34	33	132	132	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	471						
34	33	265/2	265/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	472						
34	33	133	133	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	473						
34	33	267/2	267/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	474						
34	33	134	134	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	475						
34	33	269/2	269/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	476						
34	33	135	135	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	477						
34	33	271/2	271/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	478						
34	33	132	132	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	479						
34	33	265/2	265/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	480						
34	33	133	133	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	481						
34	33	267/2	267/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	482						
34	33	134	134	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	483						
34	33	269/2	269/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	484						
34	33	135	135	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	485						
34	33	271/2	271/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	486						
34	33	132	132	0.5	0	0	Chord	2/2	3	1	1/8		1/8	1	487						
34	33	265/2	265/2	0.5	1/8	1/8	Chord	2/2	3	1	1/8		1/8	1	488						
34	33	133	133	0.5	1/4	1/4	Chord	2/2	3	1	1/8		1/8	1	489						
34	33	267/2	267/2	0.5	3/8	3/8	Chord	2/2	3	1	1/8		1/8	1	490						
34	33	134	134	0.5	1/2	1/2	Chord	2/2	3	1	1/8		1/8	1	491						
34	33	269/2	269/2	0.5	5/8	5/8	Chord	2/2	3	1	1/8		1/8	1	492						
34	33	135	135	0.5	3/4	3/4	Chord	2/2	3	1	1/8		1/8	1	493						
34	33	271/2	271/2	0.5	7/8	7/8	Chord	2/2	3	1	1/8		1/8	1	494						
34	33	132	132	0.5	0	0	Chord	2/2	4	1	1/8		1/8	1	495						
34	33	265/2	265/2	0.5	1/8	1/8	Chord	2/2	4	1	1/8		1/8	1	496						
34	33	133	133	0.5	1/4	1/4	Chord	2/2	4	1	1/8		1/8	1	497						
34	33	267/2	267/2	0.5	3/8	3/8	Chord	2/2	4	1	1/8		1/8	1	498						
34	33	134	134	0.5	1/2	1/2	Chord	2/2	4	1	1/8		1/8	1	499						
34	33	269/2	269/2	0.5	5/8	5/8	Chord	2/2	4	1	1/8		1/8	1	500						
34	33	135	135	0.5	3/4	3/4	Chord	2/2	4	1	1/8		1/8	1	501						
34	33	271/2	271/2	0.5	7/8	7/8	Chord	2/2	4	1	1/8		1/8	1	502						
35	34	136	136	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	503						
35	34	273/2	273/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	504						
35	34	137	137	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	505						
35	34	275/2	275/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	506						
35	34	138	138	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	507						
35	34	277/2	277/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	508						
35	34	139	139	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	509						
35	34	279/2	279/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	510						
35	34	136	136	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	511						
35	34	273/2	273/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	512						
35	34	137	137	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	513						
35	34	275/2	275/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	514						
35	34	138	138	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	515						
35	34	277/2	277/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	516						
35	34	139	139	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	517						
35	34	279/2	279/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	518						
35	34	136	136	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	519		articStaccatoAbove				
35	34	137	137	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	520		articStaccatoBelow				
35	34	138	138	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	521		articStaccatoBelow				
35	34	139	139	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	522		articStaccatoBelow				
35	34	136	136	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	523		articStaccatoBelow				
35	34	137	137	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	524		articStaccatoBelow				
35	34	138	138	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	525		articStaccatoBelow				
35	34	139	139	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	526		articStaccatoBelow				
36	35	140	140	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	527						
36	35	281/2	281/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	528						
36	35	141	141	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	529						
36	35	283/2	283/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	530						
36	35	142	142	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	531						
36	35	285/2	285/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	532						
36	35	143	143	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	533						
36	35	287/2	287/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	534						
36	35	140	140	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	535						
36	35	281/2	281/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	536						
36	35	141	141	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	537						
36	35	283/2	283/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	538						
36	35	142	142	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	539						
36	35	285/2	285/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	540						
36	35	143	143	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	541						
36	35	287/2	287/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	542						
36	35	140	140	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	543						
36	35	141	141	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	544						
36	35	142	142	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	545						
36	35	143	143	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	546						
36	35	140	140	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	547						
36	35	141	141	1.0	1/4	1/4	Chord	2/2	4	1	1/4		1/4	1	548						
36	35	142	142	1.0	1/2	1/2	Chord	2/2	4	1	1/4		1/4	1	549						
36	35	143	143	1.0	3/4	3/4	Chord	2/2	4	1	1/4		1/4	1	550						
37	36	144	144	0.5	0	0	Chord	2/2	1	1	1/8		1/8	1	551						
37	36	289/2	289/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8		1/8	1	552						
37	36	145	145	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	553						
37	36	291/2	291/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	554						
37	36	146	146	0.5	1/2	1/2	Chord	2/2	1	1	1/8		1/8	1	555						
37	36	293/2	293/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8		1/8	1	556						
37	36	147	147	0.5	3/4	3/4	Chord	2/2	1	1	1/8		1/8	1	557						
37	36	295/2	295/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	558						
37	36	144	144	0.5	0	0	Chord	2/2	2	1	1/8		1/8	1	559						
37	36	289/2	289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8		1/8	1	560						
37	36	145	145	0.5	1/4	1/4	Chord	2/2	2	1	1/8		1/8	1	561						
37	36	291/2	291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8		1/8	1	562						
37	36	146	146	0.5	1/2	1/2	Chord	2/2	2	1	1/8		1/8	1	563						
37	36	293/2	293/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8		1/8	1	564						
37	36	147	147	0.5	3/4	3/4	Chord	2/2	2	1	1/8		1/8	1	565						
37	36	295/2	295/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8		1/8	1	566						
37	36	144	144	1.0	0	0	Chord	2/2	3	1	1/4		1/4	1	567						
37	36	145	145	1.0	1/4	1/4	Chord	2/2	3	1	1/4		1/4	1	568						
37	36	146	146	1.0	1/2	1/2	Chord	2/2	3	1	1/4		1/4	1	569						
37	36	147	147	1.0	3/4	3/4	Chord	2/2	3	1	1/4		1/4	1	570						
37	36	144	144	1.0	0	0	Chord	2/2	4	1	1/4		1/4	1	571						
