mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	TextLine	TextLine_Sul C	crescendo_hairpin	decrescendo_hairpin	Trill:trill
254	254	2027/4	2027/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4411												
254	254	507	507	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	4412												
254	254	2031/4	2031/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4413												
254	254	506	506	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4414												
254	254	2027/4	2027/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4415												
254	254	507	507	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4416												
254	254	2031/4	2031/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4417												
254	254	506	506	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4418												
254	254	2025/4	2025/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4419		articStaccatoAbove										
254	254	1013/2	1013/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4420												
254	254	507	507	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4421												
254	254	2029/4	2029/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4422												
254	254	1015/2	1015/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4423												
254	254	506	506	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4424												
254	254	2025/4	2025/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4425		articStaccatoAbove										
254	254	1013/2	1013/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4426												
254	254	507	507	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4427												
254	254	2029/4	2029/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4428												
254	254	1015/2	1015/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4429												
255	255	508	508	0.0	0	0	StaffText	2/4	1	1	0							<i>cresc.</i>									
255	255	508	508	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	4430												
255	255	2035/4	2035/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4431												
255	255	509	509	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	4432												
255	255	2039/4	2039/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4433												
255	255	508	508	0.0	0	0	StaffText	2/4	2	1	0							<i>cresc.</i>									
255	255	508	508	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4434												
255	255	2035/4	2035/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4435												
255	255	509	509	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4436												
255	255	2039/4	2039/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4437												
255	255	508	508	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4438												
255	255	2033/4	2033/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4439												
255	255	1017/2	1017/2	0.0	1/8	1/8	StaffText	2/4	3	1	0							<i>cresc.</i>									
255	255	1017/2	1017/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4440												
255	255	509	509	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4441												
255	255	2037/4	2037/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4442												
255	255	1019/2	1019/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4443												
255	255	508	508	0.0	0	0	StaffText	2/4	4	1	0							<i>cresc.</i>									
255	255	508	508	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4444												
255	255	2033/4	2033/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4445												
255	255	1017/2	1017/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4446												
255	255	509	509	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4447												
255	255	2037/4	2037/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4448												
255	255	1019/2	1019/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4449												
256	256	510	510	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	4450												
256	256	2043/4	2043/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4451												
256	256	511	511	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	4452												
256	256	2047/4	2047/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4453												
256	256	510	510	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4454												
256	256	2043/4	2043/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4455												
256	256	511	511	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4456												
256	256	2047/4	2047/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4457												
256	256	510	510	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4458												
256	256	2041/4	2041/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4459												
256	256	1021/2	1021/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4460												
256	256	511	511	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4461												
256	256	2045/4	2045/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4462												
256	256	1023/2	1023/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4463												
256	256	510	510	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4464												
256	256	2041/4	2041/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4465												
256	256	1021/2	1021/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4466												
256	256	511	511	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4467												
256	256	2045/4	2045/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4468												
256	256	1023/2	1023/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4469												
257	257	512	512	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	4470												
257	257	2051/4	2051/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4471												
257	257	513	513	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	4472												
257	257	2055/4	2055/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4473												
257	257	512	512	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4474												
257	257	2051/4	2051/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4475												
257	257	513	513	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4476												
257	257	2055/4	2055/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4477												
257	257	512	512	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4478												
257	257	2049/4	2049/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4479												
257	257	1025/2	1025/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4480												
257	257	513	513	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4481												
257	257	2053/4	2053/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4482												
257	257	1027/2	1027/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4483												
257	257	512	512	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4484												
257	257	2049/4	2049/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4485												
257	257	1025/2	1025/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4486												
257	257	513	513	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4487												
257	257	2053/4	2053/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4488												
257	257	1027/2	1027/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4489												
258	258	514	514	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	4490												
258	258	2059/4	2059/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4491												
258	258	515	515	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	4492												
258	258	2063/4	2063/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4493												
258	258	514	514	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4494												
258	258	2059/4	2059/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4495												
258	258	515	515	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4496												
258	258	2063/4	2063/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4497												
258	258	514	514	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4498												
258	258	2057/4	2057/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4499												
258	258	1029/2	1029/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	4500												
258	258	515	515	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4501												
258	258	2061/4	2061/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4502												
258	258	1031/2	1031/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	4503												
258	258	514	514	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4504												
258	258	2057/4	2057/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4505												
258	258	1029/2	1029/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	4506												
258	258	515	515	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4507												
258	258	2061/4	2061/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4508												
258	258	1031/2	1031/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	4509												
259	259	516	516	0.0	0	0	Dynamic	2/4	1	1	0					f											
259	259	516	516	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4510		articStaccatoAbove										
259	259	2065/4	2065/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0					sf											
259	259	2065/4	2065/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	4511												
259	259	517	517	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4512		articStaccatoAbove										
259	259	2069/4	2069/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	4513												
259	259	516	516	0.0	0	0	Dynamic	2/4	2	1	0					f											
259	259	516	516	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	4514		articStaccatoAbove										
259	259	2065/4	2065/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0					sf											
259	259	2065/4	2065/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	4515												
259	259	517	517	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4516		articStaccatoAbove										
259	259	2069/4	2069/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	4517												
259	259	516	516	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4518												
259	259	2065/4	2065/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8		1/8	1	4519												
259	259	2067/4	2067/4	0.5	3/16	3/16	Chord	2/4	3	1	1/8		1/8	1	4520												
259	259	2069/4	2069/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8		1/8	1	4521												
259	259	2071/4	2071/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4522												
259	259	516	516	0.0	0	0	Dynamic	2/4	4	1	0					f											
259	259	516	516	0.0	0	0	Dynamic	2/4	4	1	0					f											
259	259	516	516	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4523												
259	259	2065/4	2065/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	4524												
259	259	2067/4	2067/4	0.5	3/16	3/16	Chord	2/4	4	1	1/8		1/8	1	4525												
259	259	2069/4	2069/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	4526												
259	259	2071/4	2071/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4527												
260	260	518	518	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4528		articStaccatoAbove										
260	260	2073/4	2073/4	0.75	1/16	1/16	Chord	2/4	1	1	3/16		1/8	3/2	4529												
260	260	519	519	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4530		articStaccatoAbove										
260	260	2077/4	2077/4	0.75	5/16	5/16	Chord	2/4	1	1	3/16		1/8	3/2	4531												
260	260	518	518	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	4532		articStaccatoAbove										
260	260	2073/4	2073/4	0.75	1/16	1/16	Chord	2/4	2	1	3/16		1/8	3/2	4533												
260	260	519	519	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4534		articStaccatoAbove										
260	260	2077/4	2077/4	0.75	5/16	5/16	Chord	2/4	2	1	3/16		1/8	3/2	4535												
260	260	518	518	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4536												
260	260	2073/4	2073/4	0.5	1/16	1/16	Chord	2/4	3	1	1/8		1/8	1	4537												
260	260	2075/4	2075/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4538												
260	260	519	519	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4539												
260	260	2077/4	2077/4	0.5	5/16	5/16	Chord	2/4	3	1	1/8		1/8	1	4540												
260	260	2079/4	2079/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4541												
260	260	518	518	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4542												
260	260	2073/4	2073/4	0.5	1/16	1/16	Chord	2/4	4	1	1/8		1/8	1	4543												
260	260	2075/4	2075/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4544												
260	260	519	519	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4545												
260	260	2077/4	2077/4	0.5	5/16	5/16	Chord	2/4	4	1	1/8		1/8	1	4546												
260	260	2079/4	2079/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4547												
261	261	520	520	0.0	0	0	Dynamic	2/4	1	1	0					ff											
261	261	520	520	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4548												
261	261	2081/4	2081/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4549												
261	261	1041/2	1041/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4550												
261	261	521	521	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4551												
261	261	2085/4	2085/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4552												
261	261	1043/2	1043/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4553												
261	261	520	520	0.0	0	0	Dynamic	2/4	2	1	0					ff											
261	261	520	520	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4554												
261	261	2083/4	2083/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4555												
261	261	521	521	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4556												
261	261	2087/4	2087/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4557												
261	261	520	520	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	4558												
261	261	2083/4	2083/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4559												
261	261	521	521	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	4560												
261	261	2087/4	2087/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4561												
261	261	520	520	0.0	0	0	Dynamic	2/4	4	1	0					ff											
261	261	520	520	0.0	0	0	Dynamic	2/4	4	1	0					ff											
261	261	520	520	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	4562												
261	261	2083/4	2083/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4563												
261	261	521	521	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	4564												
261	261	2087/4	2087/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4565												
262	262	522	522	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4566												
262	262	2089/4	2089/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4567												
262	262	1045/2	1045/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4568												
262	262	2091/4	2091/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4569												
262	262	523	523	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4570												
262	262	2093/4	2093/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4571												
262	262	1047/2	1047/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4572												
262	262	2095/4	2095/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4573												
262	262	522	522	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	4574												
262	262	2089/4	2089/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4575												
262	262	1045/2	1045/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4576												
262	262	2091/4	2091/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4577												
262	262	523	523	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4578												
262	262	2093/4	2093/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4579												
262	262	1047/2	1047/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4580												
262	262	2095/4	2095/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4581												
262	262	522	522	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4582												
262	262	2089/4	2089/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4583												
262	262	1045/2	1045/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	4584												
262	262	2091/4	2091/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4585												
262	262	523	523	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4586												
262	262	2093/4	2093/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4587												
262	262	1047/2	1047/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	4588												
262	262	2095/4	2095/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4589												
262	262	522	522	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4590												
262	262	2089/4	2089/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4591												
262	262	1045/2	1045/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4592												
262	262	2091/4	2091/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4593												
262	262	523	523	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4594												
262	262	2093/4	2093/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4595												
262	262	1047/2	1047/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4596												
262	262	2095/4	2095/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4597												
263	263	524	524	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	4598												
263	263	524	524	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	4599												
263	263	524	524	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	4600												
263	263	524	524	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	4601												
264	264	526	526	0.0	0	0	Dynamic	2/4	1	1	0					ff											
264	264	526	526	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4602												
264	264	2105/4	2105/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4603												
264	264	1053/2	1053/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4604												
264	264	527	527	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4605												
264	264	2109/4	2109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4606												
264	264	1055/2	1055/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	4607												
264	264	526	526	0.75	0	0	Chord	2/4	2	1	3/16		1/8	3/2	4608												
264	264	2107/4	2107/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4609												
264	264	527	527	0.75	1/4	1/4	Chord	2/4	2	1	3/16		1/8	3/2	4610												
264	264	2111/4	2111/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4611												
264	264	526	526	0.0	0	0	Dynamic	2/4	3	1	0					ff											
264	264	526	526	0.75	0	0	Chord	2/4	3	1	3/16		1/8	3/2	4612												
264	264	2107/4	2107/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4613												
264	264	527	527	0.75	1/4	1/4	Chord	2/4	3	1	3/16		1/8	3/2	4614												
264	264	2111/4	2111/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4615												
264	264	526	526	0.0	0	0	Dynamic	2/4	4	1	0					ff											
264	264	526	526	0.0	0	0	Dynamic	2/4	4	1	0					ff											
264	264	526	526	0.75	0	0	Chord	2/4	4	1	3/16		1/8	3/2	4616												
264	264	2107/4	2107/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4617												
264	264	527	527	0.75	1/4	1/4	Chord	2/4	4	1	3/16		1/8	3/2	4618												
264	264	2111/4	2111/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4619												
265	265	528	528	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	4620												
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	4621												
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	4622												
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	4623												
265	265	529	529	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	4624												
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	4625												
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	4626												
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	4627												
265	265	528	528	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	4628												
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	4629												
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	4630												
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	4631												
265	265	529	529	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	4632												
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	4633												
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4634												
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4635												
265	265	528	528	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	4636												
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	4637												
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	4638												
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	4639												
265	265	529	529	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	4640												
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	4641												
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	4642												
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	4643												
265	265	528	528	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	4644												
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	4645												
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	4646												
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	4647												
265	265	529	529	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	4648												
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	4649												
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	4650												
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	4651												
266	266	530	530	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	4652												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4653												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4654												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4655												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4656												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4657												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4658												
266	266	1061/2	1061/2	0.0	1/8	1/8	Chord	2/4	1	1	0	grace16	1/16	1	4659												
266	266	1061/2	1061/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	4660												
266	266	530	530	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	4661												
266	266	531	531	0.0	1/4	1/4	Dynamic	2/4	2	1	0					pp											
266	266	531	531	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	4662							782					
266	266	1063/2	1063/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	4663							782					
266	266	2127/4	2127/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	4664												
266	266	530	530	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	4665												
266	266	530	530	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	4666												
267	267	532	532	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	4667		articStaccatoBelow										
267	267	1065/2	1065/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	4668		articStaccatoBelow										
267	267	533	533	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	4669		articStaccatoBelow										
267	267	1067/2	1067/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	4670		articStaccatoBelow										
268	268	535	535	0.0	1/4	1/4	Dynamic	2/4	1	1	0					pp											
268	268	535	535	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	4671							783					
