mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin
35	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	523					
35	33	98	98	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	524					
35	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	525					
35	33	99	99	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	526					
35	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	527					
35	33	97	97	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	528					
35	33	195/2	195/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	529					
35	33	98	98	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	530					
35	33	197/2	197/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	531					
35	33	99	99	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	532					
35	33	199/2	199/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	533					
36	34	100	100	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	534		articStaccatoBelow			
36	34	201/2	201/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	535		articStaccatoBelow			
36	34	101	101	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	536					
36	34	100	100	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	537					
36	34	203/2	203/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	538		articStaccatoBelow			
36	34	102	102	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	539		articStaccatoAbove			
36	34	205/2	205/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	540		articStaccatoAbove			
36	34	100	100	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	541					
36	34	205/2	205/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	542		articStaccatoAbove			
36	34	100	100	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	543					
36	34	203/2	203/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	544		articStaccatoBelow			
36	34	102	102	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	545		articStaccatoBelow			
36	34	205/2	205/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	546		articStaccatoBelow			
37	35	103	103	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	547					
37	35	207/2	207/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	548		articStaccatoAbove			
37	35	104	104	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	549					
37	35	103	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	550					
37	35	209/2	209/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	551					
37	35	105	105	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	552					
37	35	211/2	211/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	553					
37	35	103	103	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	554					
37	35	211/2	211/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	555		articStaccatoAbove			
37	35	103	103	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	556					
37	35	209/2	209/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	557					
37	35	105	105	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	558					
37	35	211/2	211/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	559					
38	36	106	106	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	560					
38	36	213/2	213/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	561		articStaccatoAbove			
38	36	107	107	0.0		1/4	1/4	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>		
38	36	107	107	2.0		1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	562					
38	36	106	106	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	563					
38	36	107	107	0.0		1/4	1/4	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>		
38	36	215/2	215/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	564					
38	36	108	108	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	565					
38	36	217/2	217/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	566					
38	36	106	106	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	567					
38	36	107	107	0.0		1/4	1/4	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>		
38	36	215/2	215/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	568					
38	36	108	108	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	569					
38	36	217/2	217/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	570					
38	36	106	106	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	571					
38	36	107	107	0.0		1/4	1/4	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>		
38	36	215/2	215/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	572					
38	36	108	108	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	573					
38	36	217/2	217/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	574					
39	37	109	109	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	575					
39	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	576		articStaccatoAbove			
39	37	110	110	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	577		articStaccatoAbove			
39	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	578		articStaccatoAbove			
39	37	111	111	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	579		articStaccatoAbove			
39	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	580		articStaccatoAbove			
39	37	109	109	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	581					
39	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	582					
39	37	110	110	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	583					
39	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	584					
39	37	111	111	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	585					
39	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	586					
39	37	109	109	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	587					
39	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	588					
39	37	110	110	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	589					
39	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	590					
39	37	111	111	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	591					
39	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	592					
39	37	109	109	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	593					
39	37	219/2	219/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	594					
39	37	110	110	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	595					
39	37	221/2	221/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	596					
39	37	111	111	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	597					
39	37	223/2	223/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	598					
40	38	112	112	0.0		0	0	Dynamic	3/4	1	1	0					p				
40	38	112	112	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	599					
40	38	112	112	0.0		0	0	Dynamic	3/4	2	1	0					p				
40	38	112	112	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	600					
40	38	112	112	0.0		0	0	Dynamic	3/4	3	1	0					p				
40	38	112	112	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	601					
40	38	113	113	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	602		articStaccatoAbove			
40	38	227/2	227/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	603				84	
40	38	455/4	455/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	604				84	
40	38	114	114	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	605				84	
40	38	112	112	0.0		0	0	Dynamic	3/4	4	1	0					p				
40	38	112	112	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	606		articStaccatoBelow			
40	38	225/2	225/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	607		articStaccatoBelow			
40	38	113	113	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	608		articStaccatoBelow			
40	38	227/2	227/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	609		articStaccatoBelow			
40	38	114	114	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	610		articStaccatoBelow			
40	38	229/2	229/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	611		articStaccatoBelow			
41	39	116	116	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	612		articStaccatoBelow			
41	39	233/2	233/2	0.25		3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	613				85	
41	39	467/4	467/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	614				85	
41	39	117	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	615				85	
41	39	115	115	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	616				84	
41	39	116	116	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	617					
41	39	115	115	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	618					
41	39	231/2	231/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	619					
41	39	116	116	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	620					
41	39	233/2	233/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	621					
41	39	117	117	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	622					
41	39	235/2	235/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	623					
42	40	119	119	0.0		1/4	1/4	StaffText	3/4	1	1	0							<b><i>cresc.</i></b>		
42	40	119	119	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	624		articStaccatoAbove			
42	40	239/2	239/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	625				86	
42	40	479/4	479/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	626				86	
42	40	120	120	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	627				86	
42	40	118	118	0.0		0	0	StaffText	3/4	2	1	0							<b><i>cresc.</i></b>	85	
42	40	118	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	628				85	
42	40	119	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	629					
42	40	118	118	0.0		0	0	StaffText	3/4	4	1	0							<b><i>cresc.</i></b>		
42	40	118	118	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	630					
42	40	237/2	237/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	631					
42	40	119	119	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	632					
42	40	239/2	239/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	633					
42	40	120	120	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	634					
42	40	241/2	241/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	635					
43	41	121	121	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	636				86	
43	41	122	122	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	637					
43	41	123	123	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	638					
43	41	123	123	0.0		1/2	1/2	Chord	3/4	1	1	0	grace16after	1/16	1	639					
43	41	123	123	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	640		ornamentTrill		87	
43	41	123	123	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	641		articStaccatoBelow			
43	41	247/2	247/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	642				88	
43	41	495/4	495/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	643					
43	41	122	122	0.0		1/4	1/4	StaffText	3/4	3	1	0							<b><i>cresc.</i></b>		
43	41	122	122	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	644		articStaccatoAbove			
43	41	245/2	245/2	0.25		3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	645				89	
43	41	491/4	491/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	646				89	
43	41	123	123	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	647				89, 90	
43	41	121	121	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	648					
43	41	243/2	243/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	649					
43	41	122	122	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	650					
43	41	245/2	245/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	651					
43	41	123	123	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	652					
43	41	247/2	247/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	653					
44	42	124	124	0.0		0	0	Dynamic	3/4	1	1	0					f				
44	42	124	124	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	654		articStaccatoAbove			
44	42	249/2	249/2	0.25		1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	655				91	
44	42	499/4	499/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	656					
44	42	125	125	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	657		articStaccatoAbove			
44	42	251/2	251/2	0.25		3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	658				92	
44	42	503/4	503/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	659					
44	42	126	126	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	660		articStaccatoBelow			
44	42	253/2	253/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	661				93	
44	42	507/4	507/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	662				93	
44	42	124	124	0.0		0	0	Dynamic	3/4	2	1	0					f				
44	42	124	124	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	663					
44	42	126	126	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	664		articStaccatoBelow			
44	42	253/2	253/2	0.25		5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	665				94	
44	42	507/4	507/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	666				94	
44	42	124	124	0.0		0	0	Dynamic	3/4	3	1	0					f				
44	42	124	124	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	667					
44	42	126	126	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	668		articStaccatoAbove			
44	42	253/2	253/2	0.25		5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	669				95	
44	42	507/4	507/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	670				95	
44	42	124	124	0.0		0	0	Dynamic	3/4	4	1	0					f				
44	42	124	124	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	671					
44	42	126	126	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	672		articStaccatoAbove			
44	42	253/2	253/2	0.25		5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	673				96	
44	42	507/4	507/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	674				96	
45	43	127	127	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	675					
45	43	127	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	676					
45	43	127	127	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	677					
45	43	127	127	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	678					
46	43	129	129	0.0		0	1/2	StaffText	3/4	1	1	0							"<font size=""16""/><b>Trio</b>"		
46	43	129	129	1.0		0	1/2	Chord	3/4	1	1	1/4		1/4	1	679					
47	44	130	130	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	680					
47	44	130	130	0.0		0	0	Dynamic	3/4	2	1	0					fp				
47	44	130	130	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	681					
47	44	130	130	0.0		0	0	Dynamic	3/4	3	1	0					fp				
47	44	130	130	0.0		0	0	Dynamic	3/4	3	1	0					fp				
47	44	130	130	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	682					
47	44	130	130	0.0		0	0	Dynamic	3/4	4	1	0					fp				
47	44	130	130	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	683					
48	45	133	133	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	684		articStaccatoBelow			
48	45	134	134	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	685		articStaccatoBelow			
48	45	135	135	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	686		ornamentTrill		97	
48	45	271/2	271/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	687				97	
48	45	543/4	543/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	688					
48	45	133	133	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	689		articStaccatoBelow			
48	45	134	134	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	690		articStaccatoBelow			
48	45	135	135	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	691		articStaccatoBelow			
48	45	133	133	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	692		articStaccatoBelow			
48	45	134	134	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	693		articStaccatoBelow			
48	45	135	135	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	694		articStaccatoBelow			
48	45	133	133	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	695		articStaccatoBelow			
48	45	134	134	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	696		articStaccatoBelow			
48	45	135	135	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	697		articStaccatoBelow			
49	46	136	136	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	698		articStaccatoBelow			
49	46	137	137	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	699		articStaccatoBelow			
49	46	138	138	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	700		ornamentTrill		98	
49	46	277/2	277/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	701				98	
49	46	555/4	555/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	702					
49	46	136	136	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	703					
49	46	137	137	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	704					
49	46	138	138	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	705					
49	46	136	136	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	706					
49	46	137	137	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	707					
49	46	138	138	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	708					
49	46	136	136	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	709					
49	46	137	137	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	710					
49	46	138	138	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	711					
50	47	139	139	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	712					
50	47	139	139	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	713					
50	47	139	139	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	714					
50	47	139	139	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	715					
51	48	142	142	0.0		0	0	Dynamic	3/4	1	1	0					fp				
51	48	142	142	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	716					
51	48	142	142	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	717					
51	48	142	142	0.0		0	0	Dynamic	3/4	3	1	0					fp				
51	48	142	142	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	718					
51	48	142	142	0.0		0	0	Dynamic	3/4	4	1	0					fp				
51	48	142	142	0.0		0	0	Dynamic	3/4	4	1	0					fp				
51	48	142	142	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	719					
52	49	145	145	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	720					
52	49	146	146	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	721					
52	49	147	147	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	722		ornamentTrill		99	
52	49	295/2	295/2	0.25		5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	723				99	
52	49	591/4	591/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	724					
52	49	145	145	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	725					
52	49	146	146	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	726					
52	49	147	147	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	727					
52	49	145	145	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	728					
52	49	146	146	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	729					
52	49	147	147	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	730					
52	49	145	145	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	731					
52	49	146	146	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	732					
52	49	147	147	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	733					
53	50	148	148	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	734					
53	50	149	149	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	735					
53	50	150	150	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	736				100	
53	50	603/4	603/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	737					
