mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
53	53	283/2	313/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	826							159		
53	53	142	157	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	827									
53	53	285/2	315/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	828							160		
53	53	143	158	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	829							160		
53	53	287/2	317/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	830									
53	53	141	156	0.0		0	0	Dynamic	6/8	4	1	0					p								
53	53	141	156	0.0		0	0	Dynamic	6/8	4	1	0					p								
53	53	141	156	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	831									
53	53	142	157	0.0		1/4	1/4	StaffText	6/8	4	1	0							"<font size=""11""/>pizz."						
53	53	285/2	315/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	832									
54	54	144	159	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	833							161		
54	54	145	160	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	834							161		
54	54	291/2	321/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	835							161		
54	54	146	161	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	836							161		
54	54	293/2	323/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	837									
54	54	144	159	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	838							162		
54	54	289/2	319/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	839							162		
54	54	145	160	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	840									
54	54	291/2	321/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	841							163		
54	54	146	161	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	842							163		
54	54	293/2	323/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	843									
54	54	144	159	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	844							164		
54	54	289/2	319/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	845							164		
54	54	145	160	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	846									
54	54	291/2	321/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	847							165		
54	54	146	161	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	848							165		
54	54	293/2	323/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	849									
54	54	144	159	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	850									
54	54	291/2	321/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	851									
55	55	147	162	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	852							166		
55	55	148	163	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	853							166		
55	55	297/2	327/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	854							166		
55	55	149	164	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	855							166		
55	55	299/2	329/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	856									
55	55	147	162	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	857									
55	55	147	162	1.0		0	0	Chord	6/8	2	2	1/4		1/4	1	858									
55	55	147	162	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	859							167		
55	55	295/2	325/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	860							167		
55	55	148	163	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	861									
55	55	297/2	327/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	862							168		
55	55	149	164	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	863							168		
55	55	299/2	329/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	864									
55	55	147	162	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	865									
55	55	297/2	327/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	866									
56	56	150	165	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	867									
56	56	151	166	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	868							169		
56	56	303/2	333/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	869									
56	56	151	166	0.0		1/4	1/4	Dynamic	6/8	2	1	0					sfp								
56	56	305/2	335/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					p								
56	56	305/2	335/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	870									
56	56	150	165	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	871							170		
56	56	301/2	331/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	872							170		
56	56	151	166	0.0		1/4	1/4	Dynamic	6/8	3	1	0					sfp								
56	56	151	166	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	873									
56	56	303/2	333/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	874							171		
56	56	152	167	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	875							171		
56	56	305/2	335/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	876									
56	56	150	165	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	877									
56	56	303/2	333/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	878									
57	57	153	168	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	879									
57	57	154	169	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	880							172		
57	57	309/2	339/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	881									
57	57	153	168	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	882									
57	57	154	169	0.0		1/4	1/4	Dynamic	6/8	2	1	0					sfp								
57	57	311/2	341/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	883									
57	57	153	168	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	884							173		
57	57	307/2	337/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	885							173		
57	57	154	169	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	886									
57	57	309/2	339/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	887							174		
57	57	155	170	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	888							174		
57	57	311/2	341/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	889									
57	57	153	168	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	890									
57	57	154	169	0.0		1/4	1/4	Dynamic	6/8	4	1	0					sfp								
57	57	309/2	339/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	891									
58	58	156	171	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	892									
58	58	157	172	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	893							175		
58	58	315/2	345/2	1.5		3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	894									
58	58	156	171	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	895									
58	58	157	172	0.0		1/4	1/4	Dynamic	6/8	2	1	0					sfp								
58	58	317/2	347/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	896									
58	58	156	171	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	897							176		
58	58	313/2	343/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	898							176		
58	58	157	172	0.0		1/4	1/4	Dynamic	6/8	3	1	0					sfp								
58	58	157	172	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	899									
58	58	315/2	345/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	900							177		
58	58	158	173	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	901							177		
58	58	317/2	347/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	902									
58	58	156	171	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	903									
58	58	315/2	345/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	904									
59	59	159	174	0.0		0	0	StaffText	6/8	1	1	0							<i>dim.</i>						
59	59	159	174	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	905							178		
59	59	160	175	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	906							178		
59	59	321/2	351/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	907							178		
59	59	323/2	353/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	908									
59	59	159	174	0.0		0	0	StaffText	6/8	2	1	0							<i>dim.</i>						
59	59	159	174	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	909									
59	59	319/2	349/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	910							179		
59	59	160	175	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	911							179		
59	59	321/2	351/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	912									
59	59	323/2	353/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	913							180		
59	59	159	174	0.0		0	0	StaffText	6/8	3	1	0							<i>dim.</i>						
59	59	159	174	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	914							181		
59	59	319/2	349/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	915							181		
59	59	160	175	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	916									
59	59	321/2	351/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	917							182		
59	59	161	176	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	918							182		
59	59	323/2	353/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	919									
59	59	159	174	0.0		0	0	StaffText	6/8	4	1	0							<i>dim.</i>						
59	59	159	174	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	920									
59	59	321/2	351/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	921									
60	60	162	177	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	922							183		
60	60	163	178	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	923							183		
60	60	327/2	357/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	924							183		
60	60	329/2	359/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	925									
60	60	162	177	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	926									
60	60	163	178	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	927									
60	60	327/2	357/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	928									
60	60	329/2	359/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	929							184		
60	60	162	177	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	930							185		
60	60	325/2	355/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	931							185		
60	60	163	178	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	932									
60	60	327/2	357/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	933							186		
60	60	164	179	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	934							186		
60	60	329/2	359/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	935									
60	60	162	177	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	936									
60	60	327/2	357/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	937									
61	61	165	180	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	938									
61	61	333/2	363/2	1.0		3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	939									
61	61	165	180	0.0		0	0	Dynamic	6/8	2	1	0					pp								
61	61	165	180	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	940									
61	61	333/2	363/2	1.0		3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	941									
61	61	165	180	0.0		0	0	Dynamic	6/8	3	1	0					pp								
61	61	165	180	0.0		0	0	Dynamic	6/8	3	1	0					pp								
61	61	165	180	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	942									
61	61	333/2	363/2	1.0		3/8	3/8	Chord	6/8	3	1	1/4		1/4	1	943									
61	61	165	180	0.0		0	0	Dynamic	6/8	4	1	0					pp								
61	61	165	180	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	944									
61	61	333/2	363/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	945									
62	62	168	183	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	946									
62	62	168	183	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	947									
62	62	168	183	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	948									
62	62	168	183	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	949									
62	62	169	184	0.0		1/4	1/4	StaffText	6/8	4	1	0							"<font size=""11""/>arco"						
62	62	169	184	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	950							187		
62	62	339/2	369/2	0.0		3/8	3/8	Dynamic	6/8	4	1	0					sfp						187		
62	62	339/2	369/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	951							187		
62	62	170	185	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	952							187		
62	62	341/2	371/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	953									
63	63	173	188	0.0		1/2	1/2	Dynamic	6/8	2	1	0					sfp								
63	63	347/2	377/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	954									
63	63	173	188	0.0		1/2	1/2	Dynamic	6/8	3	1	0					sfp								
63	63	347/2	377/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	955									
63	63	171	186	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	956							188		
63	63	343/2	373/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	957							188		
63	63	172	187	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	958									
63	63	345/2	375/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	959							189		
63	63	173	188	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	960							189		
63	63	347/2	377/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sfp						189		
63	63	347/2	377/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	961							189		
64	64	174	189	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	962							190		
64	64	175	190	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	963									
64	64	353/2	383/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	964									
64	64	174	189	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	965							191		
64	64	175	190	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	966									
64	64	353/2	383/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					sfp								
64	64	353/2	383/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	967									
64	64	174	189	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	968							189		
64	64	349/2	379/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	969							189		
64	64	175	190	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	970									
64	64	351/2	381/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	971							192		
64	64	176	191	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	972							192		
64	64	353/2	383/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sfp						192		
64	64	353/2	383/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sfp						192		
64	64	353/2	383/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	973							192		
65	65	177	192	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	974							193		
65	65	178	193	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	975									
65	65	359/2	389/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	976									
65	65	177	192	1.0		0	0	Chord	6/8	3	1	1/4		1/4	1	977							194		
65	65	178	193	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	978									
65	65	359/2	389/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	979									
65	65	177	192	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	980							192		
65	65	355/2	385/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	981							192		
65	65	178	193	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	982									
65	65	357/2	387/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	983							195		
65	65	179	194	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	984							195		
65	65	359/2	389/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	985							195		
66	66	180	195	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	986							196		
66	66	361/2	391/2	0.5		1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	987							196		
66	66	181	196	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	988									
66	66	363/2	393/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	989							197		
66	66	182	197	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	990							197		
66	66	365/2	395/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	991									
66	66	180	195	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	992							198		
66	66	361/2	391/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	993							198		
66	66	181	196	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	994									
66	66	363/2	393/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	995							199		
66	66	182	197	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	996							199		
66	66	365/2	395/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	997									
66	66	180	195	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	998							195		
66	66	361/2	391/2	0.5		1/8	1/8	Chord	6/8	4	1	1/8		1/8	1	999							195		
66	66	181	196	0.5		1/4	1/4	Chord	6/8	4	1	1/8		1/8	1	1000							195		
66	66	363/2	393/2	0.5		3/8	3/8	Chord	6/8	4	1	1/8		1/8	1	1001							195		
66	66	182	197	0.5		1/2	1/2	Chord	6/8	4	1	1/8		1/8	1	1002							195		
66	66	365/2	395/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1003									
67	67	183	198	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1004									
67	67	183	198	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1005									
67	67	367/2	397/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1006							200		
67	67	184	199	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1007							200		
67	67	369/2	399/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1008							200		
67	67	185	200	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1009							200		
67	67	371/2	401/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1010									
67	67	183	198	0.5		0	0	Chord	6/8	4	1	1/8		1/8	1	1011									
68	68	377/2	407/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					sfp								
68	68	377/2	407/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1012									
68	68	377/2	407/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					sfp								
68	68	377/2	407/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1013									
68	68	186	201	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1014							201		
68	68	373/2	403/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1015							201		
68	68	187	202	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1016									
68	68	375/2	405/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1017							202		
68	68	188	203	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1018							202		
68	68	377/2	407/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1019							202		
68	68	186	201	0.0		0	0	StaffText	6/8	4	1	0							"<font size=""11""/>pizz."						
68	68	377/2	407/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sf								
68	68	377/2	407/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sfp								
68	68	377/2	407/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1020									
69	69	189	204	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1021							203		
69	69	190	205	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1022									
69	69	383/2	413/2	0.0		5/8	5/8	Dynamic	6/8	1	1	0					sfp								
69	69	383/2	413/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1023									
69	69	189	204	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1024									
69	69	190	205	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1025									
69	69	383/2	413/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					sfp								
69	69	383/2	413/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1026									
69	69	189	204	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1027							202		
69	69	379/2	409/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1028							202		
69	69	190	205	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1029									
69	69	381/2	411/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1030							204		
69	69	191	206	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1031							204		
69	69	383/2	413/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1032							204		
69	69	189	204	0.0		0	0	Dynamic	6/8	4	1	0					p								
69	69	189	204	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1033									
69	69	383/2	413/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sf								
69	69	383/2	413/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sfp								
69	69	383/2	413/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1034									
70	70	192	207	1.0		0	0	Chord	6/8	1	1	1/4		1/4	1	1035									
70	70	193	208	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1036									
70	70	389/2	419/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1037									
70	70	192	207	1.5		0	0	Chord	6/8	2	1	3/8		1/4	3/2	1038									
70	70	389/2	419/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					sfp								
70	70	389/2	419/2	0.0		5/8	5/8	Dynamic	6/8	2	1	0					sfp								
70	70	389/2	419/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1039									
70	70	192	207	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1040							204		
70	70	385/2	415/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1041							204		
70	70	193	208	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1042									
70	70	387/2	417/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1043							205		
70	70	194	209	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1044							205		
70	70	389/2	419/2	0.0		5/8	5/8	Dynamic	6/8	3	1	0					sfp						205		
70	70	389/2	419/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1045							205		
70	70	192	207	0.0		0	0	Dynamic	6/8	4	1	0					p								
70	70	192	207	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1046									
70	70	389/2	419/2	0.0		5/8	5/8	Dynamic	6/8	4	1	0					sf								
70	70	389/2	419/2	0.5		5/8	5/8	Chord	6/8	4	1	1/8		1/8	1	1047									
71	71	195	210	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1048							206		
71	71	391/2	421/2	0.5		1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1049							206		
71	71	196	211	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1050									
71	71	393/2	423/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1051							207		
71	71	197	212	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1052							207		
71	71	395/2	425/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1053							208		
71	71	195	210	1.0		0	0	Chord	6/8	2	1	1/4		1/4	1	1054									
71	71	196	211	0.5		1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1055									
71	71	393/2	423/2	0.5		3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1056							209		
71	71	197	212	0.5		1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	1057							209		
71	71	395/2	425/2	0.5		5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1058									
71	71	195	210	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1059							205		
71	71	391/2	421/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1060							205		
71	71	196	211	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1061									
71	71	393/2	423/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1062							210		
71	71	197	212	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1063							210		
71	71	395/2	425/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1064									
71	71	195	210	0.0		0	0	Dynamic	6/8	4	1	0					p								
71	71	195	210	1.0		0	0	Chord	6/8	4	1	1/4		1/4	1	1065									
71	71	393/2	423/2	1.0		3/8	3/8	Chord	6/8	4	1	1/4		1/4	1	1066									
72	72	198	213	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1067									
72	72	199	214	0.5		1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1068									
72	72	399/2	429/2	0.5		3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1069							211		
72	72	200	215	0.5		1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1070							211		
72	72	401/2	431/2	0.5		5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1071									
72	72	198	213	0.5		0	0	Chord	6/8	2	1	1/8		1/8	1	1072									
72	72	198	213	0.5		0	0	Chord	6/8	3	1	1/8		1/8	1	1073							212		
72	72	397/2	427/2	0.5		1/8	1/8	Chord	6/8	3	1	1/8		1/8	1	1074							212		
72	72	199	214	0.5		1/4	1/4	Chord	6/8	3	1	1/8		1/8	1	1075									
72	72	399/2	429/2	0.5		3/8	3/8	Chord	6/8	3	1	1/8		1/8	1	1076							213		
72	72	200	215	0.5		1/2	1/2	Chord	6/8	3	1	1/8		1/8	1	1077							213		
72	72	401/2	431/2	0.5		5/8	5/8	Chord	6/8	3	1	1/8		1/8	1	1078									
72	72	198	213	0.0		0	0	StaffText	6/8	4	1	0							"<font size=""11""/>arco"						
72	72	198	213	3.0		0	0	Chord	6/8	4	1	3/4		1/2	3/2	1079									
73	73	201	216	0.5		0	0	Chord	6/8	1	1	1/8		1/8	1	1080							214		
