mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
28	28	125	125	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	698							
28	28	251/2	251/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	699							
28	28	243/2	243/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	700							
29	29	126	126	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	701					93		
29	29	253/2	253/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	702					93		
29	29	507/4	507/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	703					93		
29	29	127	127	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	704					93		
29	29	509/4	509/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	705							
29	29	255/2	255/2	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	706					94		
29	29	511/4	511/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	707					94		
29	29	128	128	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	708					94		
29	29	513/4	513/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	709					94		
29	29	257/2	257/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	710					94		
29	29	515/4	515/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	711							
29	29	129	129	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	712					95		
29	29	517/4	517/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	713					95		
29	29	259/2	259/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	714					95		
29	29	519/4	519/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	715					95		
29	29	130	130	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	716					95		
29	29	521/4	521/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	717							
29	29	126	126	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	718					96		
29	29	253/2	253/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	719							
29	29	127	127	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	720		articStaccatoBelow					
29	29	255/2	255/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	721					97		
29	29	128	128	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	722							
29	29	257/2	257/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	723		articStaccatoBelow					
29	29	129	129	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	724					98		
29	29	259/2	259/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	725							
29	29	130	130	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	726		articStaccatoBelow					
29	29	126	126	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	727					99		
29	29	255/2	255/2	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	728					99		
29	29	129	129	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	729							
29	29	126	126	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	730					100		
29	29	255/2	255/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	731					100		
29	29	129	129	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	732							
30	30	261/2	261/2	0.25	0	0	Chord	9/8	1	1	1/16			1/16	1	733					101		
30	30	523/4	523/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	734					101		
30	30	131	131	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	735					101		
30	30	525/4	525/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	736					101		
30	30	263/2	263/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	737					101		
30	30	527/4	527/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	738					101		
30	30	132	132	0.25	3/8	3/8	Chord	9/8	1	1	1/16			1/16	1	739					101		
30	30	529/4	529/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	740					101		
30	30	265/2	265/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	741					101		
30	30	531/4	531/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	742					101		
30	30	133	133	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	743					101		
30	30	533/4	533/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	744					101		
30	30	267/2	267/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	745					101		
30	30	535/4	535/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	746					101		
30	30	134	134	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	747					101		
30	30	537/4	537/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	748					101		
30	30	269/2	269/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	749					101		
30	30	539/4	539/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	750							
30	30	261/2	261/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	751							
30	30	261/2	261/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	752							
30	30	261/2	261/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	753							
31	31	135	135	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	754					102		
31	31	136	136	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	755					102		
31	31	545/4	545/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	756							
31	31	273/2	273/2	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	757					103		
31	31	275/2	275/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	758					103		
31	31	551/4	551/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	759							
31	31	138	138	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	760							
31	31	273/2	273/2	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	761					104		
31	31	275/2	275/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	762					104		
31	31	551/4	551/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	763					104		
31	31	138	138	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	764							
31	31	135	135	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	765							
31	31	273/2	273/2	1.0	3/8	3/8	Chord	9/8	3	1	1/4			1/4	1	766							
31	31	275/2	275/2	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	767					105		
31	31	551/4	551/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	768					105		
31	31	138	138	0.25	3/4	3/4	Chord	9/8	3	1	1/16			1/16	1	769					105		
31	31	553/4	553/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	770					105		
31	31	277/2	277/2	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	771					105		
31	31	555/4	555/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	772					105		
31	31	139	139	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	773					105		
31	31	557/4	557/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	774							
31	31	135	135	0.25	0	0	Chord	9/8	4	1	1/16			1/16	1	775					106		
31	31	541/4	541/4	0.25	1/16	1/16	Chord	9/8	4	1	1/16			1/16	1	776					106		
31	31	271/2	271/2	0.25	1/8	1/8	Chord	9/8	4	1	1/16			1/16	1	777					106		
31	31	543/4	543/4	0.25	3/16	3/16	Chord	9/8	4	1	1/16			1/16	1	778					106		
31	31	136	136	0.25	1/4	1/4	Chord	9/8	4	1	1/16			1/16	1	779					106		
31	31	545/4	545/4	0.25	5/16	5/16	Chord	9/8	4	1	1/16			1/16	1	780					106		
31	31	273/2	273/2	0.25	3/8	3/8	Chord	9/8	4	1	1/16			1/16	1	781					106		
31	31	547/4	547/4	0.25	7/16	7/16	Chord	9/8	4	1	1/16			1/16	1	782					106		
31	31	137	137	0.25	1/2	1/2	Chord	9/8	4	1	1/16			1/16	1	783					106		
31	31	549/4	549/4	0.25	9/16	9/16	Chord	9/8	4	1	1/16			1/16	1	784					106		
31	31	275/2	275/2	0.25	5/8	5/8	Chord	9/8	4	1	1/16			1/16	1	785					106		
31	31	551/4	551/4	0.25	11/16	11/16	Chord	9/8	4	1	1/16			1/16	1	786					106		
31	31	138	138	0.25	3/4	3/4	Chord	9/8	4	1	1/16			1/16	1	787					106		
31	31	553/4	553/4	0.25	13/16	13/16	Chord	9/8	4	1	1/16			1/16	1	788					106		
31	31	277/2	277/2	0.25	7/8	7/8	Chord	9/8	4	1	1/16			1/16	1	789					106		
31	31	555/4	555/4	0.25	15/16	15/16	Chord	9/8	4	1	1/16			1/16	1	790					106		
31	31	139	139	0.25	1	1	Chord	9/8	4	1	1/16			1/16	1	791					106		
31	31	557/4	557/4	0.25	17/16	17/16	Chord	9/8	4	1	1/16			1/16	1	792							
32	32	279/2	279/2	0.0	0	0	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>				
32	32	279/2	279/2	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	793					107		
32	32	285/2	285/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	794							
32	32	279/2	279/2	0.0	0	0	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>				
32	32	279/2	279/2	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	795					108		
32	32	559/4	559/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	796					108		
32	32	140	140	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	797					108		
32	32	561/4	561/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	798					108		
32	32	281/2	281/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	799					108		
32	32	563/4	563/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	800					108		
32	32	141	141	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	801					108		
32	32	565/4	565/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	802					108		
32	32	283/2	283/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	803					108		
32	32	567/4	567/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	804					108		
32	32	142	142	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	805					108		
32	32	569/4	569/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	806					108		
32	32	285/2	285/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	807							
32	32	279/2	279/2	0.0	0	0	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>				
32	32	279/2	279/2	0.25	0	0	Chord	9/8	3	1	1/16			1/16	1	808					109		
32	32	559/4	559/4	0.25	1/16	1/16	Chord	9/8	3	1	1/16			1/16	1	809					109		
32	32	140	140	0.25	1/8	1/8	Chord	9/8	3	1	1/16			1/16	1	810					109		
32	32	561/4	561/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	811					109		
32	32	281/2	281/2	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	812					109		
32	32	563/4	563/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	813					109		
32	32	141	141	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	814					109		
32	32	565/4	565/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	815					109		
32	32	283/2	283/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	816					109		
32	32	567/4	567/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	817					109		
32	32	142	142	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	818					109		
32	32	569/4	569/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	819					109		
32	32	285/2	285/2	0.25	3/4	3/4	Chord	9/8	3	1	1/16			1/16	1	820					109		
32	32	571/4	571/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	821					109		
32	32	143	143	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	822					109		
32	32	573/4	573/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	823					109		
32	32	287/2	287/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	824					109		
32	32	575/4	575/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	825							
32	32	279/2	279/2	0.0	0	0	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>				
32	32	279/2	279/2	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	826					110		
32	32	141	141	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	827					110		
32	32	285/2	285/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	828							
33	33	144	144	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	829					111		
33	33	291/2	291/2	0.0	3/8	3/8	Dynamic	9/8	1	1	0						sf						
33	33	291/2	291/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	830							
33	33	147	147	0.0	3/4	3/4	Spanner	9/8	1	1	0											7	
33	33	147	147	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	831						7	
33	33	295/2	295/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	832						7	
33	33	148	148	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	833						7	
33	33	144	144	0.25	0	0	Chord	9/8	2	1	1/16			1/16	1	834					112		
33	33	577/4	577/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16			1/16	1	835					112		
33	33	289/2	289/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16			1/16	1	836					112		
33	33	579/4	579/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	837					112		
33	33	145	145	0.25	1/4	1/4	Chord	9/8	2	1	1/16			1/16	1	838					112		
33	33	581/4	581/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16			1/16	1	839							
33	33	291/2	291/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	840					113		
33	33	147	147	0.0	3/4	3/4	Spanner	9/8	2	1	0										113	8	
33	33	147	147	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	841					113	8	
33	33	144	144	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	842							
33	33	291/2	291/2	0.0	3/8	3/8	Dynamic	9/8	3	1	0						sf						
33	33	291/2	291/2	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	843					114		
33	33	583/4	583/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	844					114		
33	33	146	146	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	845					114		
33	33	585/4	585/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	846					114		
33	33	293/2	293/2	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	847					114		
33	33	587/4	587/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	848							
33	33	147	147	0.0	3/4	3/4	Spanner	9/8	3	1	0											9	
33	33	147	147	1.0	3/4	3/4	Chord	9/8	3	1	1/4			1/4	1	849						9	
33	33	148	148	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	850					115	9	
33	33	144	144	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	851							
33	33	291/2	291/2	0.0	3/8	3/8	Dynamic	9/8	4	1	0						sf						
33	33	291/2	291/2	0.0	3/8	3/8	Dynamic	9/8	4	1	0						sf						
33	33	291/2	291/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	852							
33	33	147	147	0.0	3/4	3/4	Spanner	9/8	4	1	0											10	
33	33	147	147	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	853						10	
34	34	297/2	297/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
34	34	297/2	297/2	0.0	0	0	Spanner	9/8	1	1	0												
34	34	297/2	297/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	854							
34	34	303/2	303/2	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	855					116		
34	34	607/4	607/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	856					116		
34	34	152	152	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	857					116		
34	34	609/4	609/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	858					116		
34	34	305/2	305/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	859					116		
34	34	611/4	611/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	860							
34	34	297/2	297/2	0.0	0	0	Spanner	9/8	2	1	0												
34	34	297/2	297/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	861							
34	34	150	150	0.25	3/8	3/8	Chord	9/8	2	1	1/16			1/16	1	862					117		
34	34	601/4	601/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16			1/16	1	863					117		
34	34	301/2	301/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16			1/16	1	864					117		
34	34	603/4	603/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	865					117		
34	34	151	151	0.25	5/8	5/8	Chord	9/8	2	1	1/16			1/16	1	866					117		
34	34	605/4	605/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16			1/16	1	867							
34	34	303/2	303/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16			1/16	1	868					118		
34	34	607/4	607/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16			1/16	1	869					118		
34	34	152	152	0.25	7/8	7/8	Chord	9/8	2	1	1/16			1/16	1	870					118		
34	34	609/4	609/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	871					118		
34	34	305/2	305/2	0.25	1	1	Chord	9/8	2	1	1/16			1/16	1	872					118		
34	34	611/4	611/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16			1/16	1	873							
34	34	297/2	297/2	0.0	0	0	Dynamic	9/8	3	1	0						p				115		
34	34	297/2	297/2	0.0	0	0	Dynamic	9/8	3	1	0						p				115		
34	34	297/2	297/2	0.0	0	0	Spanner	9/8	3	1	0										115		
34	34	297/2	297/2	0.25	0	0	Chord	9/8	3	1	1/16			1/16	1	874					115		
34	34	595/4	595/4	0.25	1/16	1/16	Chord	9/8	3	1	1/16			1/16	1	875					115		
34	34	149	149	0.25	1/8	1/8	Chord	9/8	3	1	1/16			1/16	1	876					115		
34	34	597/4	597/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	877					115		
34	34	299/2	299/2	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	878					115		
34	34	599/4	599/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	879							
34	34	150	150	0.25	3/8	3/8	Chord	9/8	3	1	1/16			1/16	1	880					119		
34	34	601/4	601/4	0.25	7/16	7/16	Chord	9/8	3	1	1/16			1/16	1	881					119		
34	34	301/2	301/2	0.25	1/2	1/2	Chord	9/8	3	1	1/16			1/16	1	882					119		
34	34	603/4	603/4	0.25	9/16	9/16	Chord	9/8	3	1	1/16			1/16	1	883					119		
34	34	151	151	0.25	5/8	5/8	Chord	9/8	3	1	1/16			1/16	1	884					119		
34	34	605/4	605/4	0.25	11/16	11/16	Chord	9/8	3	1	1/16			1/16	1	885							
34	34	303/2	303/2	0.25	3/4	3/4	Chord	9/8	3	1	1/16			1/16	1	886					120		
34	34	607/4	607/4	0.25	13/16	13/16	Chord	9/8	3	1	1/16			1/16	1	887					120		
34	34	152	152	0.25	7/8	7/8	Chord	9/8	3	1	1/16			1/16	1	888					120		
34	34	609/4	609/4	0.25	15/16	15/16	Chord	9/8	3	1	1/16			1/16	1	889					120		
34	34	305/2	305/2	0.25	1	1	Chord	9/8	3	1	1/16			1/16	1	890					120		
34	34	611/4	611/4	0.25	17/16	17/16	Chord	9/8	3	1	1/16			1/16	1	891							
34	34	297/2	297/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
34	34	297/2	297/2	0.0	0	0	Spanner	9/8	4	1	0												
34	34	297/2	297/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	892		articStaccatoBelow					
34	34	303/2	303/2	1.0	3/4	3/4	Chord	9/8	4	1	1/4			1/4	1	893					121		
34	34	305/2	305/2	0.25	1	1	Chord	9/8	4	1	1/16			1/16	1	894					121		
34	34	611/4	611/4	0.25	17/16	17/16	Chord	9/8	4	1	1/16			1/16	1	895							
35	35	153	153	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	896					122		
35	35	309/2	309/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	897					122		
35	35	156	156	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	898							
35	35	153	153	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	899							
35	35	307/2	307/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	900							
35	35	154	154	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	901		articStaccatoBelow					
35	35	309/2	309/2	3.0	3/8	3/8	Chord	9/8	2	1	3/4			1/2	3/2	902							
35	35	153	153	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	903							
35	35	307/2	307/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	904							
35	35	154	154	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	905							
35	35	309/2	309/2	3.0	3/8	3/8	Chord	9/8	3	1	3/4			1/2	3/2	906							
35	35	153	153	0.25	0	0	Chord	9/8	4	1	1/16			1/16	1	907					123		
35	35	613/4	613/4	0.25	1/16	1/16	Chord	9/8	4	1	1/16			1/16	1	908					123		
35	35	307/2	307/2	0.25	1/8	1/8	Chord	9/8	4	1	1/16			1/16	1	909					123		
35	35	615/4	615/4	0.25	3/16	3/16	Chord	9/8	4	1	1/16			1/16	1	910					123		
35	35	154	154	0.25	1/4	1/4	Chord	9/8	4	1	1/16			1/16	1	911					123		
35	35	617/4	617/4	0.25	5/16	5/16	Chord	9/8	4	1	1/16			1/16	1	912					123		
35	35	309/2	309/2	0.25	3/8	3/8	Chord	9/8	4	1	1/16			1/16	1	913					123		
35	35	619/4	619/4	0.25	7/16	7/16	Chord	9/8	4	1	1/16			1/16	1	914					123		
35	35	155	155	0.25	1/2	1/2	Chord	9/8	4	1	1/16			1/16	1	915					123		
35	35	621/4	621/4	0.25	9/16	9/16	Chord	9/8	4	1	1/16			1/16	1	916					123		
35	35	311/2	311/2	0.25	5/8	5/8	Chord	9/8	4	1	1/16			1/16	1	917					123		
35	35	623/4	623/4	0.25	11/16	11/16	Chord	9/8	4	1	1/16			1/16	1	918					123		
35	35	156	156	0.25	3/4	3/4	Chord	9/8	4	1	1/16			1/16	1	919					123		
35	35	625/4	625/4	0.25	13/16	13/16	Chord	9/8	4	1	1/16			1/16	1	920					123		
35	35	313/2	313/2	0.25	7/8	7/8	Chord	9/8	4	1	1/16			1/16	1	921					123		
35	35	627/4	627/4	0.25	15/16	15/16	Chord	9/8	4	1	1/16			1/16	1	922					123		
35	35	157	157	0.25	1	1	Chord	9/8	4	1	1/16			1/16	1	923					123		
35	35	629/4	629/4	0.25	17/16	17/16	Chord	9/8	4	1	1/16			1/16	1	924							
36	36	315/2	315/2	0.0	0	0	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>				
36	36	315/2	315/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	925					124		
36	36	158	158	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	926							
36	36	317/2	317/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	927							
36	36	159	159	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	928					125		
36	36	321/2	321/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	929							
36	36	315/2	315/2	0.0	0	0	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>				
36	36	315/2	315/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	930							
36	36	158	158	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	931							
36	36	317/2	317/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	932		articStaccatoBelow					
36	36	159	159	3.0	3/8	3/8	Chord	9/8	2	1	3/4			1/2	3/2	933							
36	36	315/2	315/2	0.0	0	0	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>				
36	36	315/2	315/2	0.75	0	0	Chord	9/8	3	1	3/16			1/8	3/2	934					126		
36	36	633/4	633/4	0.25	3/16	3/16	Chord	9/8	3	1	1/16			1/16	1	935					126		
36	36	317/2	317/2	0.25	1/4	1/4	Chord	9/8	3	1	1/16			1/16	1	936					126		
36	36	635/4	635/4	0.25	5/16	5/16	Chord	9/8	3	1	1/16			1/16	1	937							
36	36	159	159	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	938					127		
36	36	321/2	321/2	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	939							
36	36	315/2	315/2	0.0	0	0	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>				
36	36	315/2	315/2	0.25	0	0	Chord	9/8	4	1	1/16			1/16	1	940					128		
36	36	631/4	631/4	0.25	1/16	1/16	Chord	9/8	4	1	1/16			1/16	1	941					128		
36	36	158	158	0.25	1/8	1/8	Chord	9/8	4	1	1/16			1/16	1	942					128		
36	36	633/4	633/4	0.25	3/16	3/16	Chord	9/8	4	1	1/16			1/16	1	943					128		
36	36	317/2	317/2	0.25	1/4	1/4	Chord	9/8	4	1	1/16			1/16	1	944					128		
36	36	635/4	635/4	0.25	5/16	5/16	Chord	9/8	4	1	1/16			1/16	1	945							
36	36	159	159	0.25	3/8	3/8	Chord	9/8	4	1	1/16			1/16	1	946					129		
36	36	637/4	637/4	0.25	7/16	7/16	Chord	9/8	4	1	1/16			1/16	1	947					129		
36	36	319/2	319/2	0.25	1/2	1/2	Chord	9/8	4	1	1/16			1/16	1	948					129		
36	36	639/4	639/4	0.25	9/16	9/16	Chord	9/8	4	1	1/16			1/16	1	949					129		
36	36	160	160	0.25	5/8	5/8	Chord	9/8	4	1	1/16			1/16	1	950					129		
36	36	641/4	641/4	0.25	11/16	11/16	Chord	9/8	4	1	1/16			1/16	1	951					129		
36	36	321/2	321/2	0.25	3/4	3/4	Chord	9/8	4	1	1/16			1/16	1	952					129		
36	36	643/4	643/4	0.25	13/16	13/16	Chord	9/8	4	1	1/16			1/16	1	953					129		
36	36	161	161	0.25	7/8	7/8	Chord	9/8	4	1	1/16			1/16	1	954					129		
36	36	645/4	645/4	0.25	15/16	15/16	Chord	9/8	4	1	1/16			1/16	1	955					129		
36	36	323/2	323/2	0.25	1	1	Chord	9/8	4	1	1/16			1/16	1	956					129		
36	36	647/4	647/4	0.25	17/16	17/16	Chord	9/8	4	1	1/16			1/16	1	957							
37	37	162	162	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	958							
