mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	slur	decrescendo_hairpin	crescendo_hairpin
9	9	38	38	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	265					25		
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	266					25		
9	9	39	39	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	267					25		
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	268					25		
9	9	40	40	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	269							
9	9	36	36	0.0	0	0	Dynamic	9/8	3	1	0						p						
9	9	36	36	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	270							
9	9	73/2	73/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	271							
9	9	37	37	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	272		articStaccatoBelow					
9	9	75/2	75/2	1.5	3/8	3/8	Chord	9/8	3	1	3/8			1/4	3/2	273					26		
9	9	39	39	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	274					26		
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	275					26		
9	9	40	40	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	276							
9	9	36	36	0.0	0	0	Dynamic	9/8	4	1	0						p						
9	9	36	36	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	277							
9	9	38	38	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	278					27		
9	9	77/2	77/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	279					27		
9	9	39	39	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	280					27		
9	9	79/2	79/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	281					27		
9	9	40	40	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	282							
10	10	81/2	81/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	283							
10	10	42	42	0.0	3/8	3/8	Spanner	9/8	1	1	0												4
10	10	42	42	1.0	3/8	3/8	Chord	9/8	1	1	1/4			1/4	1	284					28		4
10	10	43	43	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	285					28		4
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	1	1	0										28		
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	1	1	0										28	4	
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	286					28	4	
10	10	44	44	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	287					28	4	
10	10	89/2	89/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	288						4	
10	10	81/2	81/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	289							
10	10	42	42	0.0	3/8	3/8	Spanner	9/8	2	1	0												5
10	10	42	42	1.0	3/8	3/8	Chord	9/8	2	1	1/4			1/4	1	290					29		5
10	10	43	43	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	291					29		5
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	2	1	0										29		
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	2	1	0										29	5	
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	292					29	5	
10	10	44	44	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	293					29	5	
10	10	89/2	89/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	294						5	
10	10	81/2	81/2	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	295							
10	10	42	42	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	296							
10	10	85/2	85/2	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	297		articStaccatoBelow			30		
10	10	43	43	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	298		articStaccatoBelow					
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	299					31		
10	10	44	44	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	300					31		
10	10	89/2	89/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	301							
10	10	81/2	81/2	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	302					32		
10	10	41	41	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	303					32		
10	10	83/2	83/2	0.0	1/4	1/4	Spanner	9/8	4	1	0										32		6
10	10	83/2	83/2	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	304					32		6
10	10	42	42	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	305					32		6
10	10	85/2	85/2	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	306					32		6
10	10	43	43	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	307					32		6
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	4	1	0										32		
10	10	87/2	87/2	0.0	3/4	3/4	Spanner	9/8	4	1	0										32	6	
10	10	87/2	87/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	308					32	6	
10	10	44	44	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	309					32	6	
10	10	89/2	89/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	310						6	
11	11	45	45	0.0	0	0	Spanner	9/8	1	1	0												
11	11	45	45	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	311							
11	11	48	48	0.0	3/4	3/4	Dynamic	9/8	1	1	0						pp						
11	11	48	48	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	312					33		
11	11	45	45	0.0	0	0	Spanner	9/8	2	1	0												
11	11	45	45	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	313							
11	11	48	48	0.0	3/4	3/4	Dynamic	9/8	2	1	0						pp						
11	11	48	48	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	314					34		
11	11	45	45	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	315							
11	11	48	48	0.0	3/4	3/4	Dynamic	9/8	3	1	0						pp						
11	11	48	48	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	316					35		
11	11	45	45	0.0	0	0	Spanner	9/8	4	1	0												
11	11	45	45	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	317							
11	11	48	48	0.0	3/4	3/4	Dynamic	9/8	4	1	0						pp						
11	11	48	48	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	318							
12	12	99/2	99/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	319							
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8			1/4	3/2	320							
12	12	99/2	99/2	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	321							
12	12	105/2	105/2	0.0	3/4	3/4	Dynamic	9/8	2	1	0						sf						
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	322					36		
12	12	99/2	99/2	1.0	0	0	Chord	9/8	3	1	1/4			1/4	1	323							
12	12	105/2	105/2	0.0	3/4	3/4	Dynamic	9/8	3	1	0						sf						
12	12	105/2	105/2	0.0	3/4	3/4	Dynamic	9/8	3	1	0						sf						
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	3	1	3/8			1/4	3/2	324							
12	12	99/2	99/2	1.0	0	0	Chord	9/8	4	1	1/4			1/4	1	325							
12	12	105/2	105/2	0.0	3/4	3/4	Dynamic	9/8	4	1	0						sf						
12	12	105/2	105/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	326							
13	13	54	54	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	327					37		
13	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	328					37		
13	13	55	55	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	329					37		
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	330							
13	13	56	56	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	331					38		
13	13	225/4	225/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	332					38		
13	13	113/2	113/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	333					38		
13	13	227/4	227/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	334					38		
13	13	57	57	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	335					38		
13	13	229/4	229/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	336					38		
13	13	115/2	115/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	337					38		
13	13	231/4	231/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	338					38		
13	13	58	58	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	339					38		
13	13	233/4	233/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	340							
13	13	54	54	0.0	0	0	Dynamic	9/8	2	1	0						p						
13	13	54	54	1.0	0	0	Chord	9/8	2	1	1/4			1/4	1	341							
13	13	56	56	0.0	1/2	1/2	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>				
13	13	56	56	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	342					39		
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	343					39		
13	13	57	57	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	344					39		
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	345					39		
13	13	58	58	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	346							
13	13	54	54	0.0	0	0	Dynamic	9/8	3	1	0						p						
13	13	54	54	0.0	0	0	Dynamic	9/8	3	1	0						p						
13	13	54	54	1.5	0	0	Chord	9/8	3	1	3/8			1/4	3/2	347					40		
13	13	111/2	111/2	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	348					40		
13	13	56	56	0.0	1/2	1/2	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>		40		
13	13	56	56	0.0	1/2	1/2	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>		40		
13	13	56	56	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	349					40		
13	13	113/2	113/2	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	350					40		
13	13	57	57	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	351					40		
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	352					40		
13	13	58	58	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	353							
13	13	54	54	0.0	0	0	Dynamic	9/8	4	1	0						p						
13	13	54	54	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	354							
13	13	109/2	109/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	355							
13	13	55	55	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	356							
13	13	111/2	111/2	0.0	3/8	3/8	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>				
13	13	111/2	111/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	357							
13	13	57	57	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	358							
13	13	115/2	115/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	359							
13	13	58	58	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	360							
14	14	117/2	117/2	0.0	0	0	Dynamic	9/8	1	1	0						pp						
14	14	117/2	117/2	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	361					41		
14	14	59	59	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	362		articStaccatoBelow			41		
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	363		articStaccatoBelow					
14	14	60	60	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	364							
14	14	121/2	121/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	365							
14	14	61	61	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	366							
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	367							
14	14	62	62	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	368							
14	14	125/2	125/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	369							
14	14	117/2	117/2	0.0	0	0	Dynamic	9/8	2	1	0						pp						
14	14	117/2	117/2	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	370		articStaccatoBelow			42		
14	14	59	59	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	371		articStaccatoBelow			42		
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	372		articStaccatoBelow					
14	14	60	60	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	373							
14	14	121/2	121/2	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	374							
14	14	61	61	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	375							
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	376							
14	14	62	62	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	377							
14	14	125/2	125/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	378							
14	14	117/2	117/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	379		articStaccatoBelow			43		
14	14	59	59	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	380		articStaccatoBelow			43		
14	14	119/2	119/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	381		articStaccatoBelow					
14	14	60	60	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	382							
14	14	121/2	121/2	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	383							
14	14	61	61	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	384							
14	14	123/2	123/2	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	385							
14	14	62	62	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	386							
14	14	125/2	125/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	387							
14	14	117/2	117/2	0.0	0	0	Dynamic	9/8	4	1	0						pp						
14	14	117/2	117/2	0.0	0	0	Dynamic	9/8	4	1	0						pp						
14	14	117/2	117/2	3.0	0	0	Chord	9/8	4	1	3/4			1/2	3/2	388							
14	14	123/2	123/2	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	389							
15	15	63	63	0.5	0	0	Chord	9/8	1	1	1/8			1/8	1	390							
15	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8			1/8	1	391							
15	15	64	64	0.5	1/4	1/4	Chord	9/8	1	1	1/8			1/8	1	392							
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	393							
15	15	65	65	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	394							
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	395							
15	15	66	66	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	396							
15	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	397							
15	15	67	67	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	398							
15	15	63	63	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	399							
15	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	400							
15	15	64	64	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	401							
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	402							
15	15	65	65	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	403							
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	404							
15	15	66	66	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	405							
15	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	406							
15	15	67	67	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	407							
15	15	63	63	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	408							
15	15	127/2	127/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	409							
15	15	64	64	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	410							
15	15	129/2	129/2	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	411							
15	15	65	65	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	412							
15	15	131/2	131/2	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	413							
15	15	66	66	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	414							
15	15	133/2	133/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	415							
15	15	67	67	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	416							
15	15	63	63	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	417					44		
15	15	129/2	129/2	1.5	3/8	3/8	Chord	9/8	4	1	3/8			1/4	3/2	418					44		
15	15	66	66	1.5	3/4	3/4	Chord	9/8	4	1	3/8			1/4	3/2	419							
16	16	135/2	135/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
16	16	135/2	135/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	420							
16	16	135/2	135/2	0.0	0	0	Dynamic	9/8	2	1	0						p						
16	16	135/2	135/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	421					45		
16	16	69	69	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	422					45		
16	16	141/2	141/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	423							
16	16	135/2	135/2	0.0	0	0	Dynamic	9/8	3	1	0						p						
16	16	135/2	135/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	424							
16	16	68	68	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	425							
16	16	137/2	137/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	426							
16	16	69	69	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	427							
16	16	139/2	139/2	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	428							
16	16	70	70	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	429							
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	430							
16	16	71	71	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	431							
16	16	143/2	143/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	432							
16	16	135/2	135/2	0.0	0	0	Dynamic	9/8	4	1	0						p						
16	16	135/2	135/2	3.0	0	0	Chord	9/8	4	1	3/4			1/2	3/2	433					46		
16	16	141/2	141/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	434					46		
16	16	71	71	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	435					46		
16	16	143/2	143/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	436							
17	17	72	72	3.0	0	0	Chord	9/8	1	1	3/4			1/2	3/2	437					47		
17	17	75	75	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	438					47		
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	439					47		
17	17	76	76	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	440							
17	17	72	72	0.5	0	0	Chord	9/8	2	1	1/8			1/8	1	441							
17	17	145/2	145/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8			1/8	1	442							
17	17	73	73	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	443							
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	2	1	1/8			1/8	1	444							
17	17	74	74	0.5	1/2	1/2	Chord	9/8	2	1	1/8			1/8	1	445							
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	446							
17	17	75	75	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	447							
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	448							
17	17	76	76	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	449							
17	17	72	72	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	450							
17	17	145/2	145/2	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	451							
17	17	73	73	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	452							
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	453							
17	17	74	74	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	454							
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	455							
17	17	75	75	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	456							
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	457							
17	17	76	76	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	458							
17	17	72	72	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	459					48		
17	17	147/2	147/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	460					48		
17	17	74	74	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	461					48		
17	17	149/2	149/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	462					48		
17	17	75	75	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	463					48		
17	17	151/2	151/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	464					48		
17	17	76	76	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	465							
18	18	153/2	153/2	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	466					49		
18	18	78	78	0.5	3/8	3/8	Chord	9/8	1	1	1/8			1/8	1	467					49		
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	1	1	1/8			1/8	1	468					49		
18	18	79	79	0.5	5/8	5/8	Chord	9/8	1	1	1/8			1/8	1	469					49		
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	1	1	1/8			1/8	1	470					49		
18	18	80	80	0.5	7/8	7/8	Chord	9/8	1	1	1/8			1/8	1	471					49		
18	18	161/2	161/2	0.5	1	1	Chord	9/8	1	1	1/8			1/8	1	472							
18	18	153/2	153/2	3.0	0	0	Chord	9/8	2	1	3/4			1/2	3/2	473					50		
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	474					50		
18	18	80	80	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	475					50		
18	18	161/2	161/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	476							
18	18	153/2	153/2	0.5	0	0	Chord	9/8	3	1	1/8			1/8	1	477							
18	18	77	77	0.5	1/8	1/8	Chord	9/8	3	1	1/8			1/8	1	478							
18	18	155/2	155/2	0.5	1/4	1/4	Chord	9/8	3	1	1/8			1/8	1	479							
18	18	78	78	0.5	3/8	3/8	Chord	9/8	3	1	1/8			1/8	1	480							
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	3	1	1/8			1/8	1	481							
18	18	79	79	0.5	5/8	5/8	Chord	9/8	3	1	1/8			1/8	1	482							
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	483					51		
18	18	80	80	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	484					51		
18	18	161/2	161/2	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	485							
18	18	153/2	153/2	1.5	0	0	Chord	9/8	4	1	3/8			1/4	3/2	486					52		
18	18	78	78	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	487							
18	18	157/2	157/2	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	488							
18	18	79	79	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	489							
18	18	159/2	159/2	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	490							
18	18	80	80	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	491							
18	18	161/2	161/2	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	492							
19	19	81	81	0.0	0	0	StaffText	9/8	1	1	0								<b><i>Cresc.</i></b>				
19	19	81	81	1.5	0	0	Chord	9/8	1	1	3/8			1/4	3/2	493							
19	19	165/2	165/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8			1/4	3/2	494					53		
19	19	84	84	0.25	3/4	3/4	Chord	9/8	1	1	1/16			1/16	1	495					53		
19	19	337/4	337/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	496					53		
19	19	169/2	169/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	497					53		
19	19	339/4	339/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	498					53		
19	19	85	85	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	499					53		
19	19	341/4	341/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	500							
19	19	81	81	0.0	0	0	StaffText	9/8	2	1	0								<b><i>Cresc.</i></b>				
19	19	81	81	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	501							
19	19	165/2	165/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	502							
19	19	84	84	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	503							
19	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	2	1	1/8			1/8	1	504							
19	19	85	85	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	505							
19	19	81	81	0.0	0	0	StaffText	9/8	3	1	0								<b><i>Cresc.</i></b>				
19	19	81	81	3.0	0	0	Chord	9/8	3	1	3/4			1/2	3/2	506					54		
19	19	84	84	0.5	3/4	3/4	Chord	9/8	3	1	1/8			1/8	1	507					54		
19	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	3	1	1/8			1/8	1	508							
19	19	85	85	0.5	1	1	Chord	9/8	3	1	1/8			1/8	1	509							
19	19	81	81	0.0	0	0	StaffText	9/8	4	1	0								<b><i>Cresc.</i></b>				
19	19	81	81	0.5	0	0	Chord	9/8	4	1	1/8			1/8	1	510							
19	19	163/2	163/2	0.5	1/8	1/8	Chord	9/8	4	1	1/8			1/8	1	511							
19	19	82	82	0.5	1/4	1/4	Chord	9/8	4	1	1/8			1/8	1	512							
19	19	165/2	165/2	0.5	3/8	3/8	Chord	9/8	4	1	1/8			1/8	1	513							
19	19	83	83	0.5	1/2	1/2	Chord	9/8	4	1	1/8			1/8	1	514							
19	19	167/2	167/2	0.5	5/8	5/8	Chord	9/8	4	1	1/8			1/8	1	515							
19	19	84	84	0.5	3/4	3/4	Chord	9/8	4	1	1/8			1/8	1	516							
19	19	169/2	169/2	0.5	7/8	7/8	Chord	9/8	4	1	1/8			1/8	1	517							
19	19	85	85	0.5	1	1	Chord	9/8	4	1	1/8			1/8	1	518							
20	20	171/2	171/2	0.0	0	0	Dynamic	9/8	1	1	0						p						
20	20	171/2	171/2	1.0	0	0	Chord	9/8	1	1	1/4			1/4	1	519							
