mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
187	187	553	559	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1966							222		
187	187	1109/2	1121/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1967									
187	187	552	558	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1968									
187	187	2211/4	2235/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1969									
187	187	553	559	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1970							223		
187	187	1109/2	1121/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1971									
188	188	555	561	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1972									
188	188	2223/4	2247/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1973									
188	188	556	562	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1974							224		
188	188	1115/2	1127/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1975									
188	188	555	561	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1976									
188	188	2223/4	2247/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1977									
188	188	556	562	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1978							225		
188	188	1115/2	1127/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1979									
188	188	555	561	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1980									
188	188	2223/4	2247/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1981									
188	188	556	562	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1982									
188	188	2227/4	2251/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1983									
188	188	557	563	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1984									
188	188	2231/4	2255/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1985									
188	188	555	561	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1986									
188	188	2223/4	2247/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1987									
188	188	556	562	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1988									
188	188	2227/4	2251/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1989									
188	188	557	563	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1990									
188	188	2231/4	2255/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1991									
189	189	558	564	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1992									
189	189	2235/4	2259/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1993									
189	189	559	565	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1994							226		
189	189	1121/2	1133/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1995									
189	189	558	564	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1996									
189	189	2235/4	2259/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1997									
189	189	559	565	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1998							227		
189	189	1121/2	1133/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1999									
189	189	558	564	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2000									
189	189	2235/4	2259/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2001									
189	189	559	565	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	2002									
189	189	2239/4	2263/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	2003									
189	189	560	566	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	2004									
189	189	2243/4	2267/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	2005									
189	189	558	564	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2006									
189	189	2235/4	2259/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2007									
189	189	559	565	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2008									
189	189	2239/4	2263/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2009									
189	189	560	566	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2010									
189	189	2243/4	2267/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2011									
190	190	561	567	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2012									
190	190	2247/4	2271/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2013									
190	190	562	568	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2014									
190	190	2251/4	2275/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2015									
190	190	563	569	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2016									
190	190	2255/4	2279/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2017									
190	190	561	567	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2018									
190	190	2247/4	2271/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2019									
190	190	562	568	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2020									
190	190	2251/4	2275/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2021									
190	190	563	569	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2022									
190	190	2255/4	2279/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	2023									
190	190	561	567	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2024									
190	190	2247/4	2271/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2025									
190	190	562	568	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	2026							228		
190	190	1127/2	1139/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	2027									
190	190	561	567	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2028									
190	190	2247/4	2271/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2029									
190	190	562	568	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	2030							229		
190	190	1127/2	1139/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	2031									
191	191	564	570	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2032									
191	191	2259/4	2283/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2033									
191	191	565	571	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2034									
191	191	2263/4	2287/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2035									
191	191	566	572	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2036									
191	191	2267/4	2291/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2037									
191	191	564	570	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2038									
191	191	2259/4	2283/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2039									
191	191	565	571	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2040									
191	191	2263/4	2287/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2041									
191	191	566	572	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2042									
191	191	2267/4	2291/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	2043									
191	191	564	570	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2044									
191	191	2259/4	2283/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2045									
191	191	565	571	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	2046							230		
191	191	1133/2	1145/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	2047									
191	191	564	570	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2048									
191	191	2259/4	2283/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2049									
191	191	565	571	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	2050							231		
191	191	1133/2	1145/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	2051									
192	192	567	573	0.0		0	0	Dynamic	3/4	1	1	0				ff								
192	192	567	573	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2052									
192	192	2271/4	2295/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2053									
192	192	568	574	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	2054							232		
192	192	1139/2	1151/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2055									
192	192	567	573	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2056									
192	192	2271/4	2295/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2057									
192	192	568	574	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	2058							233		
192	192	1139/2	1151/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2059									
192	192	567	573	0.0		0	0	Dynamic	3/4	3	1	0				ff								
192	192	567	573	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2060									
192	192	568	574	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	2061									
192	192	567	573	0.0		0	0	Dynamic	3/4	4	1	0				ff								
192	192	567	573	0.0		0	0	Dynamic	3/4	4	1	0				ff								
192	192	567	573	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2062									
192	192	568	574	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	2063									
193	193	570	576	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2064									
193	193	2283/4	2307/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2065									
193	193	571	577	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	2066							234		
193	193	1145/2	1157/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2067									
193	193	570	576	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2068									
193	193	2283/4	2307/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2069									
193	193	571	577	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	2070							235		
193	193	1145/2	1157/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2071									
193	193	570	576	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2072									
193	193	2283/4	2307/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2073									
193	193	571	577	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	2074							236		
193	193	1145/2	1157/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	2075									
193	193	570	576	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2076									
193	193	571	577	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	2077									
194	194	573	579	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2078									
194	194	2295/4	2319/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2079									
194	194	574	580	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2080									
194	194	2299/4	2323/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2081									
194	194	575	581	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2082									
194	194	2303/4	2327/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2083									
194	194	573	579	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2084									
194	194	2295/4	2319/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2085									
194	194	574	580	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2086									
194	194	2299/4	2323/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2087									
194	194	575	581	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2088									
194	194	2303/4	2327/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	2089									
194	194	573	579	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2090									
194	194	2295/4	2319/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2091									
194	194	574	580	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	2092									
194	194	2299/4	2323/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	2093									
194	194	575	581	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	2094									
194	194	2303/4	2327/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	2095									
194	194	573	579	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2096									
194	194	2295/4	2319/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2097									
194	194	574	580	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2098									
194	194	2299/4	2323/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2099									
194	194	575	581	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2100									
194	194	2303/4	2327/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2101									
195	195	576	582	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2102									
195	195	2307/4	2331/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2103									
195	195	577	583	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2104									
195	195	2311/4	2335/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2105									
195	195	578	584	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2106									
195	195	2315/4	2339/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2107									
195	195	576	582	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2108									
195	195	2307/4	2331/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2109									
195	195	577	583	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2110									
195	195	2311/4	2335/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2111									
195	195	578	584	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2112									
195	195	2315/4	2339/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	2113									
195	195	576	582	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2114									
195	195	2307/4	2331/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2115									
195	195	577	583	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	2116									
195	195	2311/4	2335/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	2117									
195	195	578	584	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	2118									
195	195	2315/4	2339/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	2119									
195	195	576	582	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2120									
195	195	2307/4	2331/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2121									
195	195	577	583	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2122									
195	195	2311/4	2335/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2123									
195	195	578	584	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2124									
195	195	2315/4	2339/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2125									
196	196	579	585	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2126									
196	196	2319/4	2343/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2127									
196	196	580	586	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
196	196	580	586	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	2128							237		
196	196	1163/2	1175/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2129									
196	196	580	586	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	2130							238		
196	196	1163/2	1175/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2131									
196	196	580	586	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
196	196	580	586	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
196	196	580	586	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	2132							239		
196	196	1163/2	1175/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	2133									
196	196	580	586	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
196	196	580	586	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	2134									
197	197	582	588	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2135									
197	197	2331/4	2355/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2136									
197	197	583	589	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
197	197	583	589	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	2137							240		
197	197	1169/2	1181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2138									
197	197	583	589	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
197	197	583	589	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	2139							241		
197	197	1169/2	1181/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	2140									
197	197	583	589	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
197	197	583	589	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	2141							242		
197	197	1169/2	1181/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	2142									
197	197	583	589	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
197	197	583	589	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	2143									
198	198	585	591	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2144									
198	198	2343/4	2367/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2145									
198	198	586	592	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	2146		articStaccatoAbove							
198	198	585	591	0.0		0	0	Dynamic	3/4	2	1	0				ff								
198	198	585	591	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2147									
198	198	2343/4	2367/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2148									
198	198	586	592	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2149		articStaccatoBelow							
198	198	585	591	0.0		0	0	Dynamic	3/4	3	1	0				ff								
198	198	585	591	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2150									
198	198	2343/4	2367/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2151									
198	198	586	592	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2152		articStaccatoBelow							
198	198	585	591	0.0		0	0	Dynamic	3/4	4	1	0				ff								
198	198	585	591	0.0		0	0	Dynamic	3/4	4	1	0				ff								
198	198	585	591	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2153									
198	198	2343/4	2367/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2154									
198	198	586	592	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2155		articStaccatoBelow							
199	199	588	594	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2156									
199	199	2355/4	2379/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2157									
199	199	589	595	1.0		1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	2158		articStaccatoAbove							
199	199	588	594	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2159									
199	199	2355/4	2379/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2160									
199	199	589	595	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2161		articStaccatoAbove							
199	199	588	594	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2162									
199	199	2355/4	2379/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2163									
199	199	589	595	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2164		articStaccatoAbove							
199	199	588	594	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2165									
199	199	2355/4	2379/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2166									
199	199	589	595	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2167		articStaccatoBelow							
200	200	591	597	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2168									
200	200	2367/4	2391/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2169									
200	200	592	598	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2170									
200	200	2371/4	2395/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2171									
200	200	593	599	0.0		1/2	1/2	Dynamic	3/4	1	1	0				sf								
200	200	593	599	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2172									
200	200	591	597	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2173									
200	200	592	598	2.0		1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	2174									
200	200	591	597	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2175									
200	200	592	598	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
200	200	592	598	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	2176									
200	200	591	597	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2177									
200	200	2367/4	2391/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2178									
200	200	592	598	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
200	200	592	598	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2179									
200	200	2371/4	2395/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2180									
200	200	593	599	0.0		1/2	1/2	Dynamic	3/4	4	1	0				sf								
200	200	593	599	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2181									
200	200	2375/4	2399/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2182									
201	201	594	600	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2183									
201	201	2379/4	2403/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2184									
201	201	595	601	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2185									
201	201	2383/4	2407/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2186									
201	201	596	602	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2187									
201	201	2387/4	2411/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2188									
201	201	594	600	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2189									
201	201	2379/4	2403/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2190									
201	201	595	601	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2191									
201	201	2383/4	2407/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2192									
201	201	596	602	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	2193									
201	201	2387/4	2411/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	2194									
201	201	594	600	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	2195									
201	201	2379/4	2403/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	2196									
201	201	595	601	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	2197									
201	201	2383/4	2407/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	2198									
201	201	596	602	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	2199									
201	201	2387/4	2411/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	2200									
201	201	594	600	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2201									
201	201	2379/4	2403/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2202									
201	201	595	601	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2203									
201	201	2383/4	2407/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2204									
201	201	596	602	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2205									
201	201	2387/4	2411/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2206									
202	202	597	603	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2207									
202	202	2391/4	2415/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2208									
202	202	598	604	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2209									
202	202	2395/4	2419/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2210									
202	202	599	605	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2211									
202	202	2399/4	2423/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2212									
202	202	597	603	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2213									
202	202	2391/4	2415/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2214									
202	202	598	604	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	2215									
202	202	2395/4	2419/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	2216									
202	202	599	605	0.0		1/2	1/2	Dynamic	3/4	2	1	0				sf								
202	202	599	605	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2217									
202	202	597	603	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2218									
202	202	598	604	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	2219									
202	202	597	603	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	2220									
202	202	2391/4	2415/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	2221									
202	202	598	604	0.0		1/4	1/4	Dynamic	3/4	4	1	0				fz								
202	202	598	604	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	2222									
202	202	2395/4	2419/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	2223									
202	202	599	605	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	2224									
202	202	2399/4	2423/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	2225									
203	203	600	606	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2226									
203	203	2403/4	2427/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	2227									
203	203	601	607	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2228									
203	203	2407/4	2431/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	2229									
203	203	602	608	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2230									
203	203	2411/4	2435/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	2231									
203	203	600	606	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	2232									
203	203	2403/4	2427/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	2233									
