mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
118	118	1383/4	1407/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1152									
118	118	346	352	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1153									
118	118	1387/4	1411/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1154									
118	118	347	353	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1155									
118	118	1391/4	1415/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1156									
118	118	345	351	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1157									
118	118	346	352	0.0		1/4	1/4	StaffText	3/4	4	1	0						<i>cresc.</i>						
118	118	346	352	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1158									
118	118	695/2	707/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1159									
119	119	348	354	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1160									
119	119	1395/4	1419/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1161									
119	119	349	355	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1162									
119	119	1399/4	1423/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1163									
119	119	350	356	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1164									
119	119	1403/4	1427/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1165									
119	119	348	354	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1166									
119	119	1395/4	1419/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1167									
119	119	349	355	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1168									
119	119	1399/4	1423/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1169									
119	119	350	356	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1170									
119	119	1403/4	1427/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1171									
119	119	348	354	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1172									
119	119	1399/4	1423/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1173									
119	119	350	356	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1174									
119	119	1403/4	1427/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1175									
119	119	348	354	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1176									
119	119	1395/4	1419/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1177									
119	119	349	355	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1178									
119	119	1399/4	1423/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1179									
119	119	350	356	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1180									
119	119	1403/4	1427/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1181									
120	120	351	357	0.0		0	0	Dynamic	3/4	1	1	0				f								
120	120	351	357	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1182									
120	120	1407/4	1431/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1183									
120	120	352	358	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
120	120	352	358	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1184							138		
120	120	707/2	719/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1185									
120	120	351	357	0.0		0	0	Dynamic	3/4	2	1	0				f								
120	120	351	357	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1186									
120	120	1407/4	1431/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1187									
120	120	352	358	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
120	120	352	358	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1188							139		
120	120	707/2	719/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1189									
120	120	351	357	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1190									
120	120	352	358	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1191									
120	120	351	357	0.0		0	0	Dynamic	3/4	4	1	0				f								
120	120	351	357	0.0		0	0	Dynamic	3/4	4	1	0				f								
120	120	351	357	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1192									
120	120	352	358	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
120	120	352	358	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
120	120	352	358	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1193									
121	121	354	360	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1194									
121	121	1419/4	1443/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1195									
121	121	355	361	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
121	121	355	361	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1196							140		
121	121	713/2	725/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1197									
121	121	354	360	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1198									
121	121	1419/4	1443/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1199									
121	121	355	361	0.0		1/4	1/4	Dynamic	3/4	2	1	0				sf								
121	121	355	361	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1200							141		
121	121	713/2	725/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1201									
121	121	354	360	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1202							142		
121	121	355	361	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf						142		
121	121	355	361	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1203							142		
121	121	356	362	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1204									
121	121	354	360	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1205									
121	121	355	361	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
121	121	355	361	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1206									
122	122	357	363	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1207		articStaccatoAbove							
122	122	1431/4	1455/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1208		articStaccatoAbove							
122	122	358	364	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1209		articStaccatoAbove							
122	122	1435/4	1459/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1210		articStaccatoAbove							
122	122	359	365	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1211		articStaccatoAbove							
122	122	1439/4	1463/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1212		articStaccatoAbove							
122	122	357	363	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1213		articStaccatoAbove							
122	122	1431/4	1455/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1214		articStaccatoAbove							
122	122	358	364	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1215		articStaccatoAbove							
122	122	1435/4	1459/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1216		articStaccatoAbove							
122	122	359	365	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1217		articStaccatoAbove							
122	122	1439/4	1463/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1218		articStaccatoAbove							
122	122	357	363	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1219									
122	122	1431/4	1455/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1220									
122	122	358	364	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1221							143		
122	122	719/2	731/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1222									
122	122	357	363	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1223									
122	122	1431/4	1455/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1224									
122	122	358	364	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1225							144		
122	122	719/2	731/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1226									
123	123	360	366	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1227									
123	123	1443/4	1467/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1228									
123	123	361	367	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1229									
123	123	1447/4	1471/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1230									
123	123	362	368	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1231									
123	123	1451/4	1475/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1232									
123	123	360	366	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1233									
123	123	1443/4	1467/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1234									
123	123	361	367	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1235									
123	123	1447/4	1471/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1236									
123	123	362	368	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1237									
123	123	1451/4	1475/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1238									
123	123	360	366	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1239									
123	123	1443/4	1467/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1240									
123	123	361	367	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1241							145		
123	123	725/2	737/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1242									
123	123	360	366	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1243									
123	123	1443/4	1467/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1244									
123	123	361	367	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1245							146		
123	123	725/2	737/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1246									
124	124	363	369	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1247									
124	124	1455/4	1479/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1248									
124	124	364	370	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1249							147		
124	124	731/2	743/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1250									
124	124	363	369	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1251									
124	124	1455/4	1479/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1252									
124	124	364	370	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1253							148		
124	124	731/2	743/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1254									
124	124	363	369	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1255									
124	124	1455/4	1479/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1256									
124	124	364	370	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1257									
124	124	1459/4	1483/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1258									
124	124	365	371	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1259									
124	124	1463/4	1487/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1260									
124	124	363	369	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1261									
124	124	1455/4	1479/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1262									
124	124	364	370	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1263									
124	124	1459/4	1483/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1264									
124	124	365	371	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1265									
124	124	1463/4	1487/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1266									
125	125	366	372	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1267									
125	125	1467/4	1491/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1268									
125	125	367	373	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1269							149		
125	125	737/2	749/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1270									
125	125	366	372	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1271									
125	125	1467/4	1491/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1272									
125	125	367	373	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1273							150		
125	125	737/2	749/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1274									
125	125	366	372	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1275									
125	125	1467/4	1491/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1276									
125	125	367	373	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1277									
125	125	1471/4	1495/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1278									
125	125	368	374	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1279									
125	125	1475/4	1499/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1280									
125	125	366	372	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1281									
125	125	1467/4	1491/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1282									
125	125	367	373	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1283									
125	125	1471/4	1495/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1284									
125	125	368	374	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1285									
125	125	1475/4	1499/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1286									
126	126	369	375	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1287									
126	126	1479/4	1503/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1288									
126	126	370	376	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1289									
126	126	1483/4	1507/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1290									
126	126	371	377	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1291									
126	126	1487/4	1511/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1292									
126	126	369	375	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1293									
126	126	1479/4	1503/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1294									
126	126	370	376	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1295									
126	126	1483/4	1507/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1296									
126	126	371	377	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1297									
126	126	1487/4	1511/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1298									
126	126	369	375	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1299									
126	126	1479/4	1503/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1300									
126	126	370	376	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1301							151		
126	126	743/2	755/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1302									
126	126	369	375	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1303									
126	126	1479/4	1503/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1304									
126	126	370	376	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1305							152		
126	126	743/2	755/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1306									
127	127	372	378	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1307									
127	127	1491/4	1515/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1308									
127	127	373	379	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1309									
127	127	1495/4	1519/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1310									
127	127	374	380	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1311									
127	127	1499/4	1523/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1312									
127	127	372	378	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1313									
127	127	1491/4	1515/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1314									
127	127	373	379	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1315									
127	127	1495/4	1519/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1316									
127	127	374	380	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1317									
127	127	1499/4	1523/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1318									
127	127	372	378	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1319									
127	127	1491/4	1515/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1320									
127	127	373	379	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1321							153		
127	127	749/2	761/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1322									
127	127	372	378	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1323									
127	127	1491/4	1515/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1324									
127	127	373	379	1.5		1/4	1/4	Chord	3/4	4	1	3/8	1/4	3/2	1325							154		
127	127	749/2	761/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	1326									
128	128	375	381	0.0		0	0	Dynamic	3/4	1	1	0				ff								
128	128	375	381	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1327									
128	128	1503/4	1527/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1328									
128	128	376	382	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1329							155		
128	128	755/2	767/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1330									
128	128	375	381	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1331									
128	128	1503/4	1527/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1332									
128	128	376	382	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1333							156		
128	128	755/2	767/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1334									
128	128	375	381	0.0		0	0	Dynamic	3/4	3	1	0				ff								
128	128	375	381	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	1335									
128	128	376	382	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	1336									
128	128	375	381	0.0		0	0	Dynamic	3/4	4	1	0				ff								
128	128	375	381	0.0		0	0	Dynamic	3/4	4	1	0				ff								
128	128	375	381	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1337									
128	128	376	382	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1338									
129	129	378	384	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1339									
129	129	1515/4	1539/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1340									
129	129	379	385	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1341							157		
129	129	761/2	773/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1342									
129	129	378	384	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1343									
129	129	1515/4	1539/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1344									
129	129	379	385	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1345							158		
129	129	761/2	773/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1346									
129	129	378	384	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1347									
129	129	1515/4	1539/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1348									
129	129	379	385	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1349							159		
129	129	761/2	773/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1350									
129	129	378	384	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	1351									
129	129	379	385	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1352									
130	130	381	387	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1353									
130	130	1527/4	1551/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1354									
130	130	382	388	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1355									
130	130	1531/4	1555/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1356									
130	130	383	389	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1357									
130	130	1535/4	1559/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1358									
130	130	381	387	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1359									
130	130	1527/4	1551/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1360									
130	130	382	388	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1361									
130	130	1531/4	1555/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1362									
130	130	383	389	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1363									
130	130	1535/4	1559/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1364									
130	130	381	387	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1365									
130	130	1527/4	1551/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1366									
130	130	382	388	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1367									
130	130	1531/4	1555/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1368									
130	130	383	389	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1369									
130	130	1535/4	1559/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1370									
130	130	381	387	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1371									
130	130	1527/4	1551/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1372									
130	130	382	388	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1373									
130	130	1531/4	1555/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1374									
130	130	383	389	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1375									
130	130	1535/4	1559/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1376									
131	131	384	390	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1377									
131	131	1539/4	1563/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1378									
131	131	385	391	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	1379									
131	131	1543/4	1567/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	1380									
131	131	386	392	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	1381									
131	131	1547/4	1571/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	1382									
131	131	384	390	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	1383									
131	131	1539/4	1563/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	1384									
131	131	385	391	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	1385									
131	131	1543/4	1567/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	1386									
131	131	386	392	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	1387									
131	131	1547/4	1571/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	1388									
131	131	384	390	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	1389									
131	131	1539/4	1563/4	0.25		3/16	3/16	Chord	3/4	3	1	1/16	1/16	1	1390									
131	131	385	391	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	1391									
131	131	1543/4	1567/4	0.25		7/16	7/16	Chord	3/4	3	1	1/16	1/16	1	1392									
131	131	386	392	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	1393									
131	131	1547/4	1571/4	0.25		11/16	11/16	Chord	3/4	3	1	1/16	1/16	1	1394									
131	131	384	390	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	1395									
131	131	1539/4	1563/4	0.25		3/16	3/16	Chord	3/4	4	1	1/16	1/16	1	1396									
131	131	385	391	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	1397									
131	131	1543/4	1567/4	0.25		7/16	7/16	Chord	3/4	4	1	1/16	1/16	1	1398									
131	131	386	392	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	1399									
131	131	1547/4	1571/4	0.25		11/16	11/16	Chord	3/4	4	1	1/16	1/16	1	1400									
132	132	387	393	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1401									
132	132	1551/4	1575/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1402									
132	132	388	394	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
132	132	388	394	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1403							160		
132	132	779/2	791/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1404									
132	132	388	394	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1405							161		
132	132	779/2	791/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1406									
132	132	388	394	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
132	132	388	394	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
132	132	388	394	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1407							162		
132	132	779/2	791/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	1408									
132	132	388	394	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf								
132	132	388	394	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	1409									
133	133	390	396	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	1410									
133	133	1563/4	1587/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1411									
133	133	391	397	0.0		1/4	1/4	Dynamic	3/4	1	1	0				sf								
133	133	391	397	1.5		1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	1412							163		
133	133	785/2	797/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	1413									
133	133	391	397	1.5		1/4	1/4	Chord	3/4	2	1	3/8	1/4	3/2	1414							164		
133	133	785/2	797/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	1415									
133	133	391	397	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
133	133	391	397	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf								
133	133	391	397	1.5		1/4	1/4	Chord	3/4	3	1	3/8	1/4	3/2	1416							165		
