mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin	decrescendo_hairpin
81	80	320	320	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	951				143		
81	80	641/2	641/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	952				143		
81	80	321	321	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	953						
81	80	637/2	637/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	954						
81	80	639/2	639/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	955						
81	80	641/2	641/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	956						
81	80	635/2	635/2	4.0		0	0	Chord	2/2	3	1	1	1	1	957						
82	81	643/2	643/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	958						
82	81	643/2	643/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	959						
82	81	322	322	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	960						
82	81	645/2	645/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	961						
82	81	323	323	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	962						
82	81	647/2	647/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	963				144		
82	81	324	324	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	964						
82	81	649/2	649/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	965		articStaccatoAbove				
82	81	325	325	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	966		articStaccatoAbove				
82	81	643/2	643/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	967						
83	82	653/2	653/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	968				145		
83	82	327	327	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	969				145		
83	82	655/2	655/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	970				145		
83	82	328	328	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	971				145		
83	82	657/2	657/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	972				145		
83	82	329	329	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	973						
83	82	651/2	651/2	4.0		0	0	Chord	2/2	2	1	1	1	1	974						
83	82	653/2	653/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	975						
83	82	655/2	655/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	976						
83	82	657/2	657/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	977						
84	83	659/2	659/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	978						
84	83	659/2	659/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	979						
84	83	659/2	659/2	0.5		0	0	Chord	2/2	3	1	1/8	1/8	1	980						
84	83	330	330	0.5		1/8	1/8	Chord	2/2	3	1	1/8	1/8	1	981						
84	83	661/2	661/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	982						
84	83	331	331	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	983						
84	83	663/2	663/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	984				146		
84	83	332	332	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	985						
84	83	665/2	665/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	986		articStaccatoAbove				
84	83	333	333	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	987		articStaccatoAbove				
84	83	659/2	659/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	988						
85	84	669/2	669/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	989				147		
85	84	335	335	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	990				147		
85	84	671/2	671/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	991				147		
85	84	336	336	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	992				147		
85	84	673/2	673/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	993				147		
85	84	337	337	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	994						
85	84	669/2	669/2	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	995						
85	84	671/2	671/2	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	996						
85	84	673/2	673/2	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	997						
85	84	667/2	667/2	4.0		0	0	Chord	2/2	3	1	1	1	1	998						
86	85	675/2	675/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	999						
86	85	675/2	675/2	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	1000						
86	85	338	338	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1001						
86	85	677/2	677/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1002						
86	85	339	339	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1003						
86	85	679/2	679/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1004				148		
86	85	340	340	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1005						
86	85	681/2	681/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1006		articStaccatoAbove				
86	85	341	341	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1007		articStaccatoAbove				
86	85	675/2	675/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	1008						
87	86	685/2	685/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1009				149		
87	86	343	343	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1010				149		
87	86	687/2	687/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1011				149		
87	86	344	344	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1012				149		
87	86	689/2	689/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1013				149		
87	86	345	345	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1014						
87	86	683/2	683/2	4.0		0	0	Chord	2/2	2	1	1	1	1	1015						
87	86	685/2	685/2	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1016						
87	86	687/2	687/2	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1017						
87	86	689/2	689/2	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1018						
88	87	691/2	691/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1019						
88	87	691/2	691/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1020						
88	87	693/2	693/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	1021				150		
88	87	347	347	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	1022				150		
88	87	695/2	695/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	1023				150		
88	87	348	348	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	1024				150		
88	87	697/2	697/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	1025				150		
88	87	349	349	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	1026						
88	87	691/2	691/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1027						
89	88	701/2	701/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1028				151		
89	88	351	351	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1029				151		
89	88	703/2	703/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1030				151		
89	88	352	352	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1031				151		
89	88	705/2	705/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1032				151		
89	88	353	353	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1033						
89	88	701/2	701/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1034				152		
89	88	351	351	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1035				152		
89	88	703/2	703/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1036				152		
89	88	352	352	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1037				152		
89	88	705/2	705/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1038				152		
89	88	353	353	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1039						
89	88	699/2	699/2	4.0		0	0	Chord	2/2	3	1	1	1	1	1040						
89	88	699/2	699/2	4.0		0	0	Chord	2/2	4	1	1	1	1	1041						
90	89	707/2	707/2	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	1042						
90	89	707/2	707/2	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1043						
90	89	707/2	707/2	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	1044						
90	89	709/2	709/2	0.5		1/4	1/4	Chord	2/2	3	1	1/8	1/8	1	1045				153		
90	89	355	355	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	1046				153		
90	89	711/2	711/2	0.5		1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	1047				153		
90	89	356	356	0.5		5/8	5/8	Chord	2/2	3	1	1/8	1/8	1	1048				153		
90	89	713/2	713/2	0.5		3/4	3/4	Chord	2/2	3	1	1/8	1/8	1	1049				153		
90	89	357	357	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	1050						
90	89	707/2	707/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1051						
91	90	717/2	717/2	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1052				154		
91	90	359	359	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1053				154		
91	90	719/2	719/2	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1054				154		
91	90	360	360	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1055				154		
91	90	721/2	721/2	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1056				154		
91	90	361	361	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1057						
91	90	717/2	717/2	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1058				155		
91	90	359	359	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1059				155		
91	90	719/2	719/2	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1060				155		
91	90	360	360	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	1061				155		
91	90	721/2	721/2	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	1062				155		
91	90	361	361	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	1063						
91	90	715/2	715/2	4.0		0	0	Chord	2/2	3	1	1	1	1	1064						
91	90	715/2	715/2	4.0		0	0	Chord	2/2	4	1	1	1	1	1065						
92	91	723/2	723/2	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
92	91	723/2	723/2	4.0		0	0	Chord	2/2	1	1	1	1	1	1066				156		
92	91	723/2	723/2	0.0		0	0	StaffText	2/2	2	1	0						cresc.			
92	91	723/2	723/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1067						
92	91	727/2	727/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1068				157		
92	91	723/2	723/2	0.0		0	0	StaffText	2/2	3	1	0						cresc.			
92	91	723/2	723/2	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	1069						
92	91	727/2	727/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	1070				158		
92	91	723/2	723/2	0.0		0	0	StaffText	2/2	4	1	0						cresc.			
92	91	723/2	723/2	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1071						
92	91	725/2	725/2	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	1072				159		
92	91	363	363	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	1073				159		
92	91	727/2	727/2	0.5		1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	1074				159		
92	91	364	364	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	1075				159		
92	91	729/2	729/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	1076				159		
92	91	365	365	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	1077				159		
93	92	731/2	731/2	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1078				156		
93	92	735/2	735/2	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1079						
93	92	731/2	731/2	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1080				157		
93	92	735/2	735/2	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1081						
93	92	731/2	731/2	2.0		0	0	Chord	2/2	3	1	1/2	1/2	1	1082				158		
93	92	735/2	735/2	2.0		1/2	1/2	Chord	2/2	3	1	1/2	1/2	1	1083						
93	92	731/2	731/2	0.5		0	0	Chord	2/2	4	1	1/8	1/8	1	1084				159		
93	92	366	366	0.5		1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	1085				159		
93	92	733/2	733/2	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	1086				159		
93	92	367	367	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	1087				159		
93	92	735/2	735/2	0.5		1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	1088				159		
93	92	368	368	0.5		5/8	5/8	Chord	2/2	4	1	1/8	1/8	1	1089				159		
93	92	737/2	737/2	0.5		3/4	3/4	Chord	2/2	4	1	1/8	1/8	1	1090				159		
93	92	369	369	0.5		7/8	7/8	Chord	2/2	4	1	1/8	1/8	1	1091						
94	93		739/2	0.0	1	0	0	Dynamic	2/2	1	1	0				p					
94	93		739/2	4.0	1	0	0	Chord	2/2	1	1	1	1	1	1092						
94	93		739/2	0.0	1	0	0	Dynamic	2/2	2	1	0				p					
94	93		739/2	4.0	1	0	0	Chord	2/2	2	1	1	1	1	1093						
94	93		739/2	0.0	1	0	0	Dynamic	2/2	3	1	0				p					
94	93		739/2	4.0	1	0	0	Chord	2/2	3	1	1	1	1	1094						
94	93		739/2	0.0	1	0	0	Dynamic	2/2	4	1	0				p					
94	93		739/2	4.0	1	0	0	Chord	2/2	4	1	1	1	1	1095						
95	94		747/2	2.0	1	0	0	Chord	2/2	1	1	1/2	1/2	1	1096						
95	94		751/2	0.5	1	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1097						
95	94		747/2	2.0	1	0	0	Chord	2/2	2	1	1/2	1/2	1	1098						
95	94		751/2	0.5	1	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1099						
95	94		747/2	2.0	1	0	0	Chord	2/2	3	1	1/2	1/2	1	1100						
95	94		751/2	0.5	1	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	1101						
95	94		747/2	2.0	1	0	0	Chord	2/2	4	1	1/2	1/2	1	1102						
95	94		751/2	0.5	1	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	1103						
96	93	739/2	376	0.0	2	0	0	Dynamic	2/2	1	1	0				p					
96	93	739/2	376	0.0	2	0	0	Spanner	2/2	1	1	0								0	
96	93	739/2	376	4.0	2	0	0	Chord	2/2	1	1	1	1	1	1104					0	
96	93	739/2	376	0.0	2	0	0	Dynamic	2/2	2	1	0				p					
96	93	739/2	376	0.0	2	0	0	Spanner	2/2	2	1	0								1	
96	93	739/2	376	4.0	2	0	0	Chord	2/2	2	1	1	1	1	1105					1	
96	93	739/2	376	0.0	2	0	0	Dynamic	2/2	3	1	0				p					
96	93	739/2	376	0.0	2	0	0	Spanner	2/2	3	1	0								2	
96	93	739/2	376	4.0	2	0	0	Chord	2/2	3	1	1	1	1	1106					2	
96	93	739/2	376	0.0	2	0	0	Dynamic	2/2	4	1	0				p					
96	93	739/2	376	0.0	2	0	0	Spanner	2/2	4	1	0								3	
96	93	739/2	376	4.0	2	0	0	Chord	2/2	4	1	1	1	1	1107					3	
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	1	1	0									
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	1	1	0									1
97	94	747/2	380	2.0	2	0	0	Chord	2/2	1	1	1/2	1/2	1	1108						1
97	94	751/2	382	0.5	2	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1109						1
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	2	1	0									
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	2	1	0									2
97	94	747/2	380	2.0	2	0	0	Chord	2/2	2	1	1/2	1/2	1	1110						2
97	94	751/2	382	0.5	2	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	1111						2
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	3	1	0									
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	3	1	0									3
97	94	747/2	380	2.0	2	0	0	Chord	2/2	3	1	1/2	1/2	1	1112						3
97	94	751/2	382	0.5	2	1/2	1/2	Chord	2/2	3	1	1/8	1/8	1	1113						3
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	4	1	0									
97	94	747/2	380	0.0	2	0	0	Spanner	2/2	4	1	0									4
97	94	747/2	380	2.0	2	0	0	Chord	2/2	4	1	1/2	1/2	1	1114						4
97	94	751/2	382	0.5	2	1/2	1/2	Chord	2/2	4	1	1/8	1/8	1	1115						4
98	94	376	765/2	0.0		0	5/8	Spanner	2/2	1	1	0									
98	94	376	765/2	0.0		0	5/8	Spanner	2/2	2	1	0									
98	94	376	765/2	0.0		0	5/8	Dynamic	2/2	3	1	0				f					
98	94	376	765/2	0.0		0	5/8	Spanner	2/2	3	1	0									
98	94	376	765/2	0.5		0	5/8	Chord	2/2	3	1	1/8	1/8	1	1116		articStaccatoAbove				
98	94	753/2	383	0.5		1/8	3/4	Chord	2/2	3	1	1/8	1/8	1	1117		articStaccatoAbove				
98	94	377	767/2	0.5		1/4	7/8	Chord	2/2	3	1	1/8	1/8	1	1118		articStaccatoAbove				
98	94	376	765/2	0.0		0	5/8	Spanner	2/2	4	1	0									
99	95	380	773/2	0.0		5/8	5/8	Dynamic	2/2	1	1	0				f					
99	95	380	773/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1119		articStaccatoAbove				
99	95	761/2	387	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1120		articStaccatoAbove				
99	95	381	775/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1121		articStaccatoAbove				
99	95	755/2	384	4.0		0	0	Chord	2/2	3	1	1	1	1	1122				160		
99	95	378	769/2	0.0		1/8	1/8	Dynamic	2/2	4	1	0				f					
99	95	378	769/2	0.5		1/8	1/8	Chord	2/2	4	1	1/8	1/8	1	1123		articStaccatoBelow				
99	95	757/2	385	0.5		1/4	1/4	Chord	2/2	4	1	1/8	1/8	1	1124		articStaccatoBelow				
99	95	379	771/2	0.5		3/8	3/8	Chord	2/2	4	1	1/8	1/8	1	1125		articStaccatoBelow				
99	95	759/2	386	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1126				161		
100	96	763/2	388	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	1127						
100	96	767/2	390	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1128						
100	96	384	781/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1129						
100	96	769/2	391	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1130						
100	96	385	783/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1131						
100	96	382	777/2	0.0		1/8	1/8	Dynamic	2/2	2	1	0				f					
100	96	382	777/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	1132		articStaccatoBelow				
100	96	765/2	389	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	1133		articStaccatoBelow				
100	96	383	779/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	1134		articStaccatoBelow				
100	96	767/2	390	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1135				162		
100	96	769/2	391	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1136						
100	96	763/2	388	3.0		0	0	Chord	2/2	3	1	3/4	1/2	3/2	1137				163		
100	96	769/2	391	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1138						
100	96	763/2	388	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1139				161		
100	96	765/2	389	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1140				161		
100	96	767/2	390	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1141				161		
100	96	769/2	391	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1142						
101	97	771/2	392	0.0		0	0	Dynamic	2/2	1	1	0				sf					
101	97	771/2	392	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1143				164		
101	97	386	785/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1144						
101	97	773/2	393	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1145		articStaccatoAbove				
101	97	387	787/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1146		articStaccatoAbove				
101	97	775/2	394	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1147		articStaccatoAbove				
101	97	388	789/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1148		articStaccatoAbove				
101	97	777/2	395	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1149		articStaccatoAbove				
101	97	389	791/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1150		articStaccatoAbove				
101	97	771/2	392	0.0		0	0	Dynamic	2/2	2	1	0				sf					
101	97	771/2	392	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1151				165		
101	97	775/2	394	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1152						
101	97	771/2	392	0.0		0	0	Dynamic	2/2	3	1	0				sf					
101	97	771/2	392	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	1153				166		
101	97	387	787/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	1154						
101	97	775/2	394	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	1155				167		
101	97	389	791/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	1156						
101	97	771/2	392	0.0		0	0	Dynamic	2/2	4	1	0				sf					
101	97	771/2	392	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	1157				168		
101	97	775/2	394	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1158						
102	98	779/2	396	0.0		0	0	Dynamic	2/2	1	1	0				sf					
102	98	779/2	396	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1159				169		
102	98	390	793/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1160						
102	98	781/2	397	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1161		articStaccatoAbove				
102	98	391	795/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1162		articStaccatoAbove				
102	98	783/2	398	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1163		articStaccatoAbove				
102	98	392	797/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1164		articStaccatoAbove				
102	98	785/2	399	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1165		articStaccatoAbove				
102	98	393	799/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1166		articStaccatoAbove				
102	98	779/2	396	0.0		0	0	Dynamic	2/2	2	1	0				sf					
102	98	779/2	396	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	1167						
102	98	783/2	398	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1168						
102	98	779/2	396	0.0		0	0	Dynamic	2/2	3	1	0				sf					
102	98	779/2	396	1.5		0	0	Chord	2/2	3	1	3/8	1/4	3/2	1169						
102	98	391	795/2	0.5		3/8	3/8	Chord	2/2	3	1	1/8	1/8	1	1170						
102	98	783/2	398	1.5		1/2	1/2	Chord	2/2	3	1	3/8	1/4	3/2	1171						
102	98	393	799/2	0.5		7/8	7/8	Chord	2/2	3	1	1/8	1/8	1	1172						
102	98	779/2	396	0.0		0	0	Dynamic	2/2	4	1	0				sf					
102	98	779/2	396	2.0		0	0	Chord	2/2	4	1	1/2	1/2	1	1173						
102	98	783/2	398	2.0		1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1174						
103	99	787/2	400	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	1175				170		
103	99	394	801/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	1176						
103	99	789/2	401	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	1177		articStaccatoAbove				
103	99	395	803/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	1178		articStaccatoAbove				
103	99	791/2	402	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	1179		articStaccatoAbove				
103	99	396	805/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	1180		articStaccatoAbove				
103	99	793/2	403	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	1181		articStaccatoAbove				
103	99	397	807/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	1182		articStaccatoAbove				
103	99	787/2	400	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	1183						
103	99	789/2	401	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	1184						
103	99	791/2	402	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	1185						
103	99	793/2	403	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	1186						
103	99	787/2	400	1.0		0	0	Chord	2/2	3	1	1/4	1/4	1	1187						
103	99	789/2	401	1.0		1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1188						
103	99	791/2	402	1.0		1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1189						
103	99	793/2	403	1.0		3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1190						
103	99	787/2	400	1.0		0	0	Chord	2/2	4	1	1/4	1/4	1	1191						
103	99	789/2	401	1.0		1/4	1/4	Chord	2/2	4	1	1/4	1/4	1	1192						
103	99	791/2	402	1.0		1/2	1/2	Chord	2/2	4	1	1/4	1/4	1	1193						
103	99	793/2	403	1.0		3/4	3/4	Chord	2/2	4	1	1/4	1/4	1	1194						
104	100	795/2	404	0.0		0	0	Dynamic	2/2	1	1	0				p					
104	100	795/2	404	4.0		0	0	Chord	2/2	1	1	1	1	1	1195						
104	100	795/2	404	0.0		0	0	Dynamic	2/2	2	1	0				p					
104	100	795/2	404	4.0		0	0	Chord	2/2	2	1	1	1	1	1196				171		
104	100	795/2	404	0.0		0	0	Dynamic	2/2	3	1	0				p					
104	100	795/2	404	4.0		0	0	Chord	2/2	3	1	1	1	1	1197						
104	100	795/2	404	0.0		0	0	Dynamic	2/2	4	1	0				p					
104	100	795/2	404	4.0		0	0	Chord	2/2	4	1	1	1	1	1198				172		
105	101	803/2	408	0.0		0	0	StaffText	2/2	1	1	0						cresc.			
