mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	752			118		
49	49	97	97	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	753			118		
49	49	195/2	195/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	754					
49	49	96	96	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	755			119		
49	49	193/2	193/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	756			119		
49	49	97	97	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	757					
50	50	98	98	0.0	0	0	StaffText	2/4	1	1	0						<b><i>pp</i></b>			
50	50	98	98	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	758			120		
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	759					
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	760	articStaccatoAbove				
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	761	articStaccatoAbove				
50	50	99	99	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	762			121		
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	763					
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	764	articStaccatoAbove				
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	765	articStaccatoAbove				
50	50	98	98	0.0	0	0	StaffText	2/4	2	1	0						<b><i>pp</i></b>			
50	50	98	98	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	766					
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	767					
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	768					
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	769					
50	50	99	99	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	770					
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	771					
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	772					
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	773					
50	50	98	98	0.0	0	0	StaffText	2/4	3	1	0						<b><i>pp</i></b>			
50	50	98	98	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	774					
50	50	393/4	393/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	775					
50	50	197/2	197/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	776					
50	50	395/4	395/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	777					
50	50	99	99	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	778					
50	50	397/4	397/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	779					
50	50	199/2	199/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	780					
50	50	399/4	399/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	781					
50	50	98	98	0.0	0	0	StaffText	2/4	4	1	0						<b><i>pp</i></b>			
50	50	98	98	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	782					
50	50	197/2	197/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	783	articStaccatoBelow				
50	50	99	99	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	784	articStaccatoBelow				
50	50	199/2	199/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	785	articStaccatoBelow				
51	51	100	100	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	786			122		
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	787					
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	788	articStaccatoAbove				
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	789	articStaccatoAbove				
51	51	101	101	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	790	articStaccatoAbove				
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	791	articStaccatoAbove				
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	792	articStaccatoAbove				
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	793					
51	51	100	100	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	794					
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	795					
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	796					
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	797					
51	51	101	101	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	798					
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	799					
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	800					
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	801					
51	51	100	100	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	802					
51	51	401/4	401/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	803					
51	51	201/2	201/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	804					
51	51	403/4	403/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	805					
51	51	101	101	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	806					
51	51	405/4	405/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	807					
51	51	203/2	203/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	808					
51	51	407/4	407/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	809					
51	51	100	100	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	810					
51	51	201/2	201/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	811					
51	51	101	101	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	812					
51	51	203/2	203/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	813					
52	52	102	102	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	814			123		
52	52	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	815					
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	816	articStaccatoAbove				
52	52	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	817			124		
52	52	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	818					
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	819	articStaccatoAbove				
52	52	103	103	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	820			125		
52	52	619/6	619/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	821					
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	822	articStaccatoAbove				
52	52	207/2	207/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	823			126		
52	52	311/3	311/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	824					
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	825	articStaccatoAbove				
52	52	102	102	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	826					
52	52	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	827					
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	828					
52	52	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	829					
52	52	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	830					
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	831					
52	52	103	103	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	832					
52	52	619/6	619/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	833					
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	834					
52	52	207/2	207/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	835					
52	52	311/3	311/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	836					
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	837					
52	52	102	102	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	838					
52	52	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	839					
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	840					
52	52	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	841					
52	52	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	842					
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	843					
52	52	103	103	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	844					
52	52	619/6	619/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	845					
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	846					
52	52	207/2	207/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	847					
52	52	311/3	311/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	848					
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	849					
52	52	102	102	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	850					
52	52	613/6	613/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	851					
52	52	307/3	307/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	852					
52	52	205/2	205/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	853					
52	52	308/3	308/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	854					
52	52	617/6	617/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	855					
52	52	103	103	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	856					
52	52	619/6	619/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	857					
52	52	310/3	310/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	858					
52	52	207/2	207/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	859					
52	52	311/3	311/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	860					
52	52	623/6	623/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	861					
53	53	104	104	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""7.8""/><i>cresc.</i>"			
53	53	104	104	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	862					
53	53	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	863					
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	864					
53	53	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	865					
53	53	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	866					
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	867					
53	53	105	105	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	868			127		
53	53	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	869			127		
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	870			127		
53	53	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	871			127		
53	53	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	872			127		
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	873					
53	53	104	104	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""7.8""/><i>cresc.</i>"			
53	53	104	104	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	874					
53	53	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	875					
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	876					
53	53	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	877					
53	53	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	878					
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	879					
53	53	105	105	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	880					
53	53	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	881					
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	882					
53	53	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	883					
53	53	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	884					
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	885					
53	53	104	104	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""8.5""/><i>cresc.</i>"			
53	53	104	104	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	886					
53	53	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	887					
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	888					
53	53	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	889					
53	53	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	890					
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	891					
53	53	105	105	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	892					
53	53	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	893					
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	894					
53	53	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	895					
53	53	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	896					
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	897					
53	53	104	104	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""7.8""/><i>cresc.</i>"			
53	53	104	104	0.16666666666666666	0	0	Chord	2/4	4	1	1/24		1/16	2/3	898					
53	53	625/6	625/6	0.16666666666666666	1/24	1/24	Chord	2/4	4	1	1/24		1/16	2/3	899					
53	53	313/3	313/3	0.16666666666666666	1/12	1/12	Chord	2/4	4	1	1/24		1/16	2/3	900					
53	53	209/2	209/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	901					
53	53	314/3	314/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	902					
53	53	629/6	629/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	903					
53	53	105	105	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	904					
53	53	631/6	631/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	905					
53	53	316/3	316/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	906					
53	53	211/2	211/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	907					
53	53	317/3	317/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	908					
53	53	635/6	635/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	909					
54	54	106	106	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""7.8""/><i>cresc.</i>"			
54	54	106	106	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	910			128		
54	54	107	107	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	911			128		
54	54	643/6	643/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	912			128		
54	54	322/3	322/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	913			128		
54	54	215/2	215/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	914			128		
54	54	323/3	323/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	915			128		
54	54	647/6	647/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	916					
54	54	106	106	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
54	54	106	106	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	917					
54	54	107	107	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	918					
54	54	106	106	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""8.5""/><i>cresc.</i>"			
54	54	106	106	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	919			129		
54	54	107	107	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	920					
54	54	106	106	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""7.8""/><i>cresc.</i>"			
54	54	106	106	2.0	0	0	Chord	2/4	4	1	1/2		1/2	1	921					
55	55	108	108	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	922	articStaccatoAbove				
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	923	articStaccatoAbove				
55	55	109	109	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	924	articStaccatoAbove				
55	55	108	108	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
55	55	108	108	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	925	articStaccatoBelow				
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	926	articStaccatoBelow				
55	55	109	109	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	927			130		
55	55	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	928			130		
55	55	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	929			130		
55	55	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	930			130		
55	55	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	931			130		
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	932					
55	55	108	108	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
55	55	108	108	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	933	articStaccatoBelow				
55	55	217/2	217/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	934	articStaccatoBelow				
55	55	109	109	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	935	articStaccatoBelow				
55	55	108	108	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
55	55	108	108	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	936					
55	55	109	109	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	937					
55	55	655/6	655/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	938					
55	55	328/3	328/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	939					
55	55	219/2	219/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	940					
55	55	329/3	329/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	941					
55	55	659/6	659/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	942					
56	56	110	110	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""7.8""/><i>cresc.</i>"			
56	56	661/6	661/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	943			131		
56	56	331/3	331/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	944			131		
56	56	221/2	221/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	945			131		
56	56	332/3	332/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	946			131		
56	56	665/6	665/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	947			131		
56	56	111	111	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	948			131		
56	56	667/6	667/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	949			131		
56	56	334/3	334/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	950			131		
56	56	223/2	223/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	951			131		
56	56	335/3	335/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	952			131		
56	56	671/6	671/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	953					
56	56	110	110	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""7.8""/><i>cresc.</i>"			
56	56	110	110	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	954			132		
56	56	111	111	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	955					
56	56	110	110	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""7.8""/><i>cresc.</i>"			
56	56	110	110	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	956					
56	56	110	110	1.0	0	0	Chord	2/4	3	2	1/4		1/4	1	957			133		
56	56	111	111	1.0	1/4	1/4	Chord	2/4	3	2	1/4		1/4	1	958					
56	56	110	110	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""7.8""/><i>cresc.</i>"			
56	56	110	110	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	959			134		
56	56	111	111	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	960			134		
57	57	112	112	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	961	articStaccatoAbove				
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	962	articStaccatoAbove				
57	57	113	113	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	963	articStaccatoAbove				
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	964	articStaccatoAbove				
57	57	112	112	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	965			135		
57	57	673/6	673/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	966			135		
57	57	337/3	337/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	967			135		
57	57	225/2	225/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	968			135		
57	57	338/3	338/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	969			135		
57	57	677/6	677/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	970					
57	57	113	113	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	971	articStaccatoBelow				
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	972	articStaccatoBelow				
57	57	112	112	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	973	articStaccatoBelow				
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	974	articStaccatoBelow				
57	57	113	113	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	975			136		
57	57	679/6	679/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	976			136		
57	57	340/3	340/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	977			136		
57	57	227/2	227/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	978			136		
57	57	341/3	341/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	979			136		
57	57	683/6	683/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	980					
57	57	112	112	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	981	articStaccatoBelow				
57	57	225/2	225/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	982	articStaccatoBelow				
57	57	113	113	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	983	articStaccatoBelow				
57	57	227/2	227/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	984	articStaccatoBelow				
58	58	114	114	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>f</i></b>"			
58	58	114	114	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	985	articStaccatoAbove				
58	58	923/8	923/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	986			137		
58	58	231/2	231/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	987			137		
58	58	463/4	463/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	988			137		
58	58	114	114	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>f</i></b>"			
58	58	114	114	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	989	articStaccatoBelow				
58	58	231/2	231/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	990					
