mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	slur	decrescendo_hairpin	crescendo_hairpin
151	151	601/2	601/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2658					
151	151	301	301	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2659					
151	151	603/2	603/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2660					
152	152	302	302	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	2661			323		
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	2662					
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2663	articStaccatoBelow				
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2664	articStaccatoBelow				
152	152	303	303	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	2665	articStaccatoAbove				
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	2666	articStaccatoAbove				
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2667	articStaccatoAbove				
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2668	articStaccatoAbove				
152	152	302	302	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	2669					
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	2670					
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2671					
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2672					
152	152	303	303	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	2673					
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	2674					
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2675					
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2676					
152	152	302	302	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	2677					
152	152	1209/4	1209/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	2678					
152	152	605/2	605/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2679					
152	152	1211/4	1211/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2680					
152	152	303	303	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	2681					
152	152	1213/4	1213/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	2682					
152	152	607/2	607/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2683					
152	152	1215/4	1215/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2684					
152	152	302	302	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2685					
152	152	605/2	605/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2686					
152	152	303	303	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2687					
152	152	607/2	607/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2688					
153	153	304	304	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2689					
153	153	1825/6	1825/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2690					
153	153	913/3	913/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2691					
153	153	609/2	609/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2692					
153	153	914/3	914/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2693					
153	153	1829/6	1829/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2694					
153	153	305	305	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2695					
153	153	1831/6	1831/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2696					
153	153	916/3	916/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2697					
153	153	611/2	611/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2698					
153	153	917/3	917/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2699					
153	153	1835/6	1835/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2700					
153	153	304	304	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	2701					
153	153	1825/6	1825/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	2702					
153	153	913/3	913/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	2703					
153	153	609/2	609/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2704					
153	153	914/3	914/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2705					
153	153	1829/6	1829/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2706					
153	153	305	305	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2707					
153	153	1831/6	1831/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2708					
153	153	916/3	916/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2709					
153	153	611/2	611/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2710					
153	153	917/3	917/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2711					
153	153	1835/6	1835/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2712					
153	153	304	304	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	2713					
153	153	1825/6	1825/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	2714					
153	153	913/3	913/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	2715					
153	153	609/2	609/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	2716					
153	153	914/3	914/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	2717					
153	153	1829/6	1829/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	2718					
153	153	305	305	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2719					
153	153	1831/6	1831/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2720					
153	153	916/3	916/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2721					
153	153	611/2	611/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2722					
153	153	917/3	917/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2723					
153	153	1835/6	1835/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2724					
153	153	609/2	609/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	2725					
153	153	914/3	914/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	2726					
153	153	1829/6	1829/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	2727					
153	153	611/2	611/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	2728					
153	153	917/3	917/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	2729					
153	153	1835/6	1835/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	2730					
154	154	306	306	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
154	154	306	306	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	2731					
154	154	1837/6	1837/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2732					
154	154	919/3	919/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2733					
154	154	613/2	613/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2734					
154	154	920/3	920/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2735					
154	154	1841/6	1841/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2736					
154	154	307	307	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2737			324		
154	154	1843/6	1843/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2738			324		
154	154	922/3	922/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2739			324		
154	154	615/2	615/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2740			324		
154	154	923/3	923/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2741			324		
154	154	1847/6	1847/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2742					
154	154	306	306	0.16666666666666666	0	0	Chord	2/4	2	1	1/24		1/16	2/3	2743					
154	154	1837/6	1837/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	2744					
154	154	919/3	919/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	2745					
154	154	613/2	613/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	2746					
154	154	920/3	920/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	2747					
154	154	1841/6	1841/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	2748					
154	154	307	307	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2749					
154	154	1843/6	1843/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2750					
154	154	922/3	922/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2751					
154	154	615/2	615/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2752					
154	154	923/3	923/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2753					
154	154	1847/6	1847/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2754					
154	154	306	306	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
154	154	306	306	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
154	154	306	306	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
154	154	306	306	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	2755					
154	154	1837/6	1837/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	2756					
154	154	919/3	919/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	2757					
154	154	613/2	613/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	2758					
154	154	920/3	920/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	2759					
154	154	1841/6	1841/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	2760					
154	154	307	307	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2761					
154	154	1843/6	1843/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2762					
154	154	922/3	922/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2763					
154	154	615/2	615/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2764					
154	154	923/3	923/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2765					
154	154	1847/6	1847/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2766					
154	154	306	306	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
154	154	613/2	613/2	0.16666666666666666	1/8	1/8	Chord	2/4	4	1	1/24		1/16	2/3	2767					
154	154	920/3	920/3	0.16666666666666666	1/6	1/6	Chord	2/4	4	1	1/24		1/16	2/3	2768					
154	154	1841/6	1841/6	0.16666666666666666	5/24	5/24	Chord	2/4	4	1	1/24		1/16	2/3	2769					
154	154	307	307	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	2770					
154	154	1843/6	1843/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	2771					
154	154	922/3	922/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	2772					
154	154	615/2	615/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	2773					
154	154	923/3	923/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	2774					
154	154	1847/6	1847/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	2775	articStaccatoAbove				
155	155	308	308	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
155	155	308	308	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	2776					
155	155	309	309	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2777			325		
155	155	1855/6	1855/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2778			325		
155	155	928/3	928/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2779			325		
155	155	619/2	619/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2780			325		
155	155	929/3	929/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2781			325		
155	155	1859/6	1859/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2782					
155	155	308	308	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
155	155	308	308	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	2783					
155	155	308	308	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
155	155	308	308	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2784			326		
155	155	309	309	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	2785					
155	155	308	308	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
155	155	308	308	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	2786			327		
155	155	309	309	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2787					
156	156	310	310	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>p</i></b>"			
156	156	310	310	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2788	articStaccatoAbove				
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2789	articStaccatoAbove				
156	156	311	311	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2790	articStaccatoAbove				
156	156	310	310	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
156	156	310	310	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2791	articStaccatoBelow				
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2792	articStaccatoBelow				
156	156	311	311	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2793			328		
156	156	1867/6	1867/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2794			328		
156	156	934/3	934/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2795			328		
156	156	623/2	623/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2796			328		
156	156	935/3	935/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2797			328		
156	156	1871/6	1871/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2798					
156	156	310	310	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2799	articStaccatoAbove				
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	2800	articStaccatoAbove				
156	156	311	311	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2801	articStaccatoAbove				
156	156	623/2	623/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2802					
156	156	310	310	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
156	156	310	310	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"			
156	156	310	310	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2803	articStaccatoAbove				
156	156	621/2	621/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2804	articStaccatoAbove				
156	156	311	311	0.16666666666666666	1/4	1/4	Chord	2/4	4	1	1/24		1/16	2/3	2805			329		
156	156	1867/6	1867/6	0.16666666666666666	7/24	7/24	Chord	2/4	4	1	1/24		1/16	2/3	2806			329		
156	156	934/3	934/3	0.16666666666666666	1/3	1/3	Chord	2/4	4	1	1/24		1/16	2/3	2807			329		
156	156	623/2	623/2	0.16666666666666666	3/8	3/8	Chord	2/4	4	1	1/24		1/16	2/3	2808			329		
156	156	935/3	935/3	0.16666666666666666	5/12	5/12	Chord	2/4	4	1	1/24		1/16	2/3	2809			329		
156	156	1871/6	1871/6	0.16666666666666666	11/24	11/24	Chord	2/4	4	1	1/24		1/16	2/3	2810					
157	157	312	312	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
157	157	1873/6	1873/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	2811			330		
157	157	937/3	937/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	2812			330		
157	157	625/2	625/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	2813			330		
157	157	938/3	938/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	2814			330		
157	157	1877/6	1877/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	2815			330		
157	157	313	313	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	2816			330		
157	157	1879/6	1879/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	2817			330		
157	157	940/3	940/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	2818			330		
157	157	627/2	627/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	2819			330		
157	157	941/3	941/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	2820			330		
157	157	1883/6	1883/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	2821					
157	157	312	312	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	2822			331		
157	157	313	313	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	2823					
157	157	312	312	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
157	157	312	312	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
157	157	312	312	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	2824					
157	157	313	313	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2825			332		
157	157	1879/6	1879/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2826			332		
157	157	940/3	940/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2827			332		
157	157	627/2	627/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2828			332		
157	157	941/3	941/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2829			332		
157	157	1883/6	1883/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2830					
157	157	312	312	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""10""/><b><i>cresc.</i></b>"			
157	157	312	312	1.0	0	0	Chord	2/4	4	1	1/4		1/4	1	2831			333		
157	157	313	313	1.0	1/4	1/4	Chord	2/4	4	1	1/4		1/4	1	2832					
158	158	314	314	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2833	articStaccatoAbove				
158	158	629/2	629/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	2834	articStaccatoAbove				
158	158	315	315	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2835	articStaccatoAbove				
158	158	631/2	631/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	2836	articStaccatoAbove				
158	158	314	314	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2837	articStaccatoBelow				
158	158	629/2	629/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	2838	articStaccatoBelow				
158	158	315	315	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	2839					
158	158	1891/6	1891/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	2840			334		
158	158	946/3	946/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	2841			334		
158	158	631/2	631/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	2842			334		
158	158	947/3	947/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	2843			334		
158	158	1895/6	1895/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	2844					
158	158	314	314	0.16666666666666666	0	0	Chord	2/4	3	1	1/24		1/16	2/3	2845			335		
158	158	1885/6	1885/6	0.16666666666666666	1/24	1/24	Chord	2/4	3	1	1/24		1/16	2/3	2846			335		
158	158	943/3	943/3	0.16666666666666666	1/12	1/12	Chord	2/4	3	1	1/24		1/16	2/3	2847			335		
158	158	629/2	629/2	0.16666666666666666	1/8	1/8	Chord	2/4	3	1	1/24		1/16	2/3	2848			335		
158	158	944/3	944/3	0.16666666666666666	1/6	1/6	Chord	2/4	3	1	1/24		1/16	2/3	2849			335		
158	158	1889/6	1889/6	0.16666666666666666	5/24	5/24	Chord	2/4	3	1	1/24		1/16	2/3	2850					
158	158	315	315	0.16666666666666666	1/4	1/4	Chord	2/4	3	1	1/24		1/16	2/3	2851			336		
158	158	1891/6	1891/6	0.16666666666666666	7/24	7/24	Chord	2/4	3	1	1/24		1/16	2/3	2852			336		
158	158	946/3	946/3	0.16666666666666666	1/3	1/3	Chord	2/4	3	1	1/24		1/16	2/3	2853			336		
158	158	631/2	631/2	0.16666666666666666	3/8	3/8	Chord	2/4	3	1	1/24		1/16	2/3	2854			336		
158	158	947/3	947/3	0.16666666666666666	5/12	5/12	Chord	2/4	3	1	1/24		1/16	2/3	2855			336		
158	158	1895/6	1895/6	0.16666666666666666	11/24	11/24	Chord	2/4	3	1	1/24		1/16	2/3	2856					
158	158	314	314	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2857	articStaccatoBelow				
158	158	629/2	629/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	2858	articStaccatoBelow				
158	158	315	315	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2859	articStaccatoBelow				
158	158	631/2	631/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2860	articStaccatoAbove				
159	159	316	316	0.0	0	0	StaffText	2/4	1	1	0						"<font size=""12""/><b><i>f</i></b>"			
159	159	316	316	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2861	articStaccatoAbove				
159	159	2539/8	2539/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2862			337		
159	159	635/2	635/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2863			337		
159	159	1271/4	1271/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2864			337		
159	159	316	316	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2865	articStaccatoAbove				
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2866			338		
159	159	316	316	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>f</i></b>"			
159	159	316	316	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2867	articStaccatoBelow				
159	159	635/2	635/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2868			339		
159	159	316	316	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
159	159	316	316	0.0	0	0	StaffText	2/4	4	1	0						"<font size=""12""/><b><i>f</i></b>"			
159	159	316	316	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	2869	articStaccatoBelow				
160	160	318	318	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	2870	articStaccatoAbove				
160	160	318	318	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
160	160	318	318	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	2871	articStaccatoBelow				
160	160	2555/8	2555/8	0.125	11/32	11/32	Chord	2/4	2	1	1/32		1/32	1	2872			340		
160	160	639/2	639/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2873			340		
160	160	1279/4	1279/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2874			340		
160	160	318	318	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
160	160	318	318	0.0	0	0	StaffText	2/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"			
160	160	318	318	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	2875	articStaccatoAbove				
160	160	2555/8	2555/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32		1/32	1	2876			341		
160	160	639/2	639/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2877			341		
160	160	1279/4	1279/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2878			341		
160	160	639/2	639/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2879			342		
161	161	2571/8	2571/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	2880			343		
161	161	643/2	643/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2881			343		
161	161	1287/4	1287/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2882			343		
161	161	320	320	0.0	0	0	StaffText	2/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"			
