mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
182	167	1004/3	1007/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2302											24
183	168	335	336	2.0		0	0	Chord	2/4	1	1	1/2		1/2	1	2303											
183	168	335	336	0.0		0	0	Spanner	2/4	2	1	0															
183	168	335	336	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2304											
183	168	1006/3	1009/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2305											
183	168	1007/3	1010/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2306											
183	168	336	337	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2307											
183	168	1009/3	1012/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2308											
183	168	1010/3	1013/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2309											
183	168	335	336	0.0		0	0	Spanner	2/4	3	1	0															
183	168	335	336	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2310											
183	168	1006/3	1009/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2311											
183	168	1007/3	1010/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2312											
183	168	336	337	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2313											
183	168	1009/3	1012/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2314											
183	168	1010/3	1013/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2315											
183	168	335	336	0.0		0	0	Spanner	2/4	4	1	0															
183	168	335	336	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	2316											
183	168	1006/3	1009/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	2317											
183	168	1007/3	1010/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	2318											
183	168	336	337	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	2319											
183	168	1009/3	1012/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	2320											
183	168	1010/3	1013/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2321											
184	169	337	338	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	2322									184		
184	169	1012/3	1015/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	2323									184		
184	169	1013/3	1016/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2324									184		
184	169	338	339	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2325		articStaccatoAbove									
184	169	677/2	679/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0					pp										
184	169	677/2	679/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2326									185		
184	169	1355/4	1359/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2327									185		
184	169	337	338	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	2328											
184	169	677/2	679/2	0.0		3/8	3/8	Dynamic	2/4	2	1	0					pp										
184	169	677/2	679/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2329									186		
184	169	1355/4	1359/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2330									186		
184	169	337	338	1.0		0	0	Chord	2/4	3	1	1/4		1/4	1	2331											
184	169	677/2	679/2	0.0		3/8	3/8	Dynamic	2/4	3	1	0					pp										
184	169	677/2	679/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2332									187		
184	169	1355/4	1359/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2333									187		
184	169	337	338	1.0		0	0	Chord	2/4	4	1	1/4		1/4	1	2334											
185	170	339	340	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2335		articStaccatoAbove									
185	170	679/2	681/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2336									188		
185	170	1359/4	1363/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2337									188		
185	170	340	341	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2338		articStaccatoAbove									
185	170	681/2	683/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2339									189		
185	170	1363/4	1367/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2340									189		
185	170	339	340	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2341		articStaccatoBelow									
185	170	681/2	683/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2342									190		
185	170	1363/4	1367/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2343									190		
185	170	339	340	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2344		articStaccatoAbove									
185	170	681/2	683/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2345									191		
185	170	1363/4	1367/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2346									191		
185	170	679/2	681/2	0.0		1/8	1/8	Dynamic	2/4	4	1	0					pp										
185	170	679/2	681/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2347									192		
185	170	1359/4	1363/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2348									192		
185	170	340	341	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2349		articStaccatoAbove									
186	171	341	342	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2350		articStaccatoAbove									
186	171	683/2	685/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2351									193		
186	171	1367/4	1371/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2352									193		
186	171	342	343	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2353		articStaccatoAbove									
186	171	685/2	687/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2354									194		
186	171	1371/4	1375/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2355									194		
186	171	341	342	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2356		articStaccatoAbove									
186	171	685/2	687/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2357									195		
186	171	1371/4	1375/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2358									195		
186	171	341	342	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2359		articStaccatoAbove									
186	171	685/2	687/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2360									196		
186	171	1371/4	1375/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2361									196		
186	171	683/2	685/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2362									197		
186	171	1367/4	1371/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2363									197		
186	171	342	343	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2364		articStaccatoAbove									
187	172	343	344	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2365		articStaccatoAbove									
187	172	687/2	689/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2366									198		
187	172	1375/4	1379/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2367									198		
187	172	344	345	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2368		articStaccatoAbove									
187	172	689/2	691/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2369									199		
187	172	1379/4	1383/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2370									199		
187	172	343	344	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2371		articStaccatoAbove									
187	172	689/2	691/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2372									200		
187	172	1379/4	1383/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2373									200		
187	172	343	344	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2374		articStaccatoAbove									
187	172	689/2	691/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2375									201		
187	172	1379/4	1383/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2376									201		
187	172	687/2	689/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2377									202		
187	172	1375/4	1379/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2378									202		
187	172	344	345	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2379		articStaccatoAbove									
188	173	345	346	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2380		articStaccatoAbove									
188	173	691/2	693/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2381									203		
188	173	1383/4	1387/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2382									203		
188	173	346	347	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2383		articStaccatoAbove									
188	173	693/2	695/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2384									204		
188	173	1387/4	1391/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2385									204		
188	173	345	346	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2386		articStaccatoBelow									
188	173	693/2	695/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2387									205		
188	173	1387/4	1391/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2388									205		
188	173	345	346	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2389		articStaccatoAbove									
188	173	693/2	695/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2390									206		
188	173	1387/4	1391/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2391									206		
188	173	691/2	693/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2392									207		
188	173	1383/4	1387/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2393									207		
188	173	346	347	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2394		articStaccatoAbove									
189	174	347	348	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2395		articStaccatoAbove									
189	174	695/2	697/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2396									208		
189	174	1391/4	1395/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2397									208		
189	174	348	349	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2398		articStaccatoAbove									
189	174	697/2	699/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2399									209		
189	174	1395/4	1399/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2400									209		
189	174	347	348	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2401		articStaccatoBelow									
189	174	697/2	699/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2402									210		
189	174	1395/4	1399/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2403									210		
189	174	347	348	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2404		articStaccatoAbove									
189	174	697/2	699/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2405									211		
189	174	1395/4	1399/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2406									211		
189	174	695/2	697/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2407									212		
189	174	1391/4	1395/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2408									212		
189	174	348	349	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2409		articStaccatoAbove									
190	175	349	350	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2410		articStaccatoAbove									
190	175	699/2	701/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2411									213		
190	175	1399/4	1403/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2412		articStaccatoAbove							213		
190	175	350	351	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2413		articStaccatoAbove									
190	175	701/2	703/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2414									214		
190	175	1403/4	1407/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2415									214		
190	175	349	350	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2416		articStaccatoAbove									
190	175	701/2	703/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	2417									215		
190	175	1403/4	1407/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	2418									215		
190	175	349	350	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2419		articStaccatoAbove									
190	175	701/2	703/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	2420									216		
190	175	1403/4	1407/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	2421									216		
190	175	699/2	701/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2422									217		
190	175	1399/4	1403/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2423									217		
190	175	350	351	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2424		articStaccatoAbove									
191	176	351	352	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2425		articStaccatoAbove									
191	176	703/2	705/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	2426									218		
191	176	1407/4	1411/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	2427									218		
191	176	352	353	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	2428		articStaccatoAbove									
191	176	705/2	707/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	2429									219		
191	176	1411/4	1415/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	2430											
191	176	351	352	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2431		articStaccatoBelow									
191	176	703/2	705/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	2432									220		
191	176	1407/4	1411/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	2433									220		
191	176	352	353	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	2434		articStaccatoBelow									
191	176	705/2	707/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	2435		articStaccatoBelow									
191	176	351	352	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	2436		articStaccatoAbove									
191	176	703/2	705/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	2437									221		
191	176	1407/4	1411/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	2438									221		
191	176	352	353	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	2439		articStaccatoAbove									
191	176	705/2	707/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	2440		articStaccatoAbove									
191	176	703/2	705/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	2441									222		
191	176	1407/4	1411/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	2442									222		
191	176	352	353	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	2443		articStaccatoAbove									
191	176	705/2	707/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	2444		articStaccatoAbove									
192	177	353	354	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	2445		articStaccatoAbove									
192	177	354	355	0.0		1/4	1/4	StaffText	2/4	1	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc. poco a poco</i>"								
192	177	354	355	0.0		1/4	1/4	StaffText	2/4	1	1	0							"<font size=""10.0453""/><font face=""Times New Roman""/><b>accel.</b>"								
192	177	354	355	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2446		articStaccatoBelow									
192	177	1063/3	1066/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	2447		articStaccatoBelow									
192	177	1064/3	1067/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	2448		articStaccatoBelow									
192	177	353	354	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	2449											
192	177	354	355	0.0		1/4	1/4	StaffText	2/4	2	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc. poco a poco</i>"								
192	177	354	355	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2450		articStaccatoBelow									
192	177	1063/3	1066/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2451											
192	177	1064/3	1067/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2452											
192	177	353	354	0.0		0	0	StaffText	2/4	3	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc. poco a poco</i>"								
192	177	353	354	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2453		articStaccatoBelow									
192	177	1060/3	1063/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2454		articStaccatoBelow									
192	177	1061/3	1064/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2455		articStaccatoBelow									
192	177	354	355	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2456		articStaccatoBelow									
192	177	1063/3	1066/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2457		articStaccatoBelow									
192	177	1064/3	1067/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2458											
192	177	353	354	0.0		0	0	StaffText	2/4	4	1	0							"<font size=""9.2082""/><font face=""Times New Roman""/><i>cresc. poco a poco</i>"								
192	177	353	354	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	2459		articStaccatoAbove									
192	177	1060/3	1063/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	2460		articStaccatoAbove									
192	177	1061/3	1064/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	2461		articStaccatoAbove									
192	177	354	355	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	2462		articStaccatoAbove									
192	177	1063/3	1066/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	2463		articStaccatoAbove									
192	177	1064/3	1067/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2464		articStaccatoAbove									
193	178	355	356	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	2465		articStaccatoBelow									
193	178	1066/3	1069/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	2466		articStaccatoBelow									
193	178	1067/3	1070/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2467		articStaccatoBelow									
193	178	356	357	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2468		articStaccatoAbove									
193	178	1069/3	1072/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	2469		articStaccatoAbove									
193	178	1070/3	1073/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	2470		articStaccatoAbove									
193	178	355	356	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2471											
193	178	1066/3	1069/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2472											
193	178	1067/3	1070/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2473											
193	178	356	357	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2474											
193	178	1069/3	1072/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2475											
193	178	1070/3	1073/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2476											
193	178	355	356	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2477		articStaccatoBelow									
193	178	1066/3	1069/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2478		articStaccatoBelow									
193	178	1067/3	1070/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2479		articStaccatoBelow									
193	178	356	357	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2480		articStaccatoBelow									
193	178	1069/3	1072/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2481		articStaccatoBelow									
193	178	1070/3	1073/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2482											
193	178	355	356	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	2483		articStaccatoAbove									
193	178	1066/3	1069/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	2484		articStaccatoAbove									
193	178	1067/3	1070/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	2485		articStaccatoAbove									
193	178	356	357	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	2486		articStaccatoAbove									
193	178	1069/3	1072/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	2487		articStaccatoAbove									
193	178	1070/3	1073/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2488		articStaccatoAbove									
194	179	357	358	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	2489											
194	179	1072/3	1075/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	2490											
194	179	1073/3	1076/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2491											
194	179	358	359	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2492											
194	179	1075/3	1078/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	2493											
194	179	1076/3	1079/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	2494											
194	179	357	358	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2495											
194	179	1072/3	1075/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2496											
194	179	1073/3	1076/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2497											
194	179	358	359	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2498											
194	179	1075/3	1078/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2499											
194	179	1076/3	1079/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2500											
194	179	357	358	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2501											
194	179	1072/3	1075/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2502											
194	179	1073/3	1076/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2503											
194	179	358	359	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2504											
194	179	1075/3	1078/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2505											
194	179	1076/3	1079/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2506											
194	179	357	358	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	2507											
194	179	1072/3	1075/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	2508											
194	179	1073/3	1076/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	2509											
194	179	358	359	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	2510											
194	179	1075/3	1078/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	2511											
194	179	1076/3	1079/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2512											
195	180	359	360	0.3333333333333333		0	0	Chord	2/4	1	1	1/12		1/8	2/3	2513											
195	180	1078/3	1081/3	0.3333333333333333		1/12	1/12	Chord	2/4	1	1	1/12		1/8	2/3	2514											
195	180	1079/3	1082/3	0.3333333333333333		1/6	1/6	Chord	2/4	1	1	1/12		1/8	2/3	2515											
195	180	360	361	0.3333333333333333		1/4	1/4	Chord	2/4	1	1	1/12		1/8	2/3	2516											
195	180	1081/3	1084/3	0.3333333333333333		1/3	1/3	Chord	2/4	1	1	1/12		1/8	2/3	2517											
195	180	1082/3	1085/3	0.3333333333333333		5/12	5/12	Chord	2/4	1	1	1/12		1/8	2/3	2518											
195	180	359	360	0.3333333333333333		0	0	Chord	2/4	2	1	1/12		1/8	2/3	2519											
195	180	1078/3	1081/3	0.3333333333333333		1/12	1/12	Chord	2/4	2	1	1/12		1/8	2/3	2520											
195	180	1079/3	1082/3	0.3333333333333333		1/6	1/6	Chord	2/4	2	1	1/12		1/8	2/3	2521											
195	180	360	361	0.3333333333333333		1/4	1/4	Chord	2/4	2	1	1/12		1/8	2/3	2522											
195	180	1081/3	1084/3	0.3333333333333333		1/3	1/3	Chord	2/4	2	1	1/12		1/8	2/3	2523											
195	180	1082/3	1085/3	0.3333333333333333		5/12	5/12	Chord	2/4	2	1	1/12		1/8	2/3	2524											
195	180	359	360	0.3333333333333333		0	0	Chord	2/4	3	1	1/12		1/8	2/3	2525											
195	180	1078/3	1081/3	0.3333333333333333		1/12	1/12	Chord	2/4	3	1	1/12		1/8	2/3	2526											
195	180	1079/3	1082/3	0.3333333333333333		1/6	1/6	Chord	2/4	3	1	1/12		1/8	2/3	2527											
195	180	360	361	0.3333333333333333		1/4	1/4	Chord	2/4	3	1	1/12		1/8	2/3	2528											
195	180	1081/3	1084/3	0.3333333333333333		1/3	1/3	Chord	2/4	3	1	1/12		1/8	2/3	2529											
195	180	1082/3	1085/3	0.3333333333333333		5/12	5/12	Chord	2/4	3	1	1/12		1/8	2/3	2530											
195	180	359	360	0.3333333333333333		0	0	Chord	2/4	4	1	1/12		1/8	2/3	2531											
195	180	1078/3	1081/3	0.3333333333333333		1/12	1/12	Chord	2/4	4	1	1/12		1/8	2/3	2532											
195	180	1079/3	1082/3	0.3333333333333333		1/6	1/6	Chord	2/4	4	1	1/12		1/8	2/3	2533											
195	180	360	361	0.3333333333333333		1/4	1/4	Chord	2/4	4	1	1/12		1/8	2/3	2534											
195	180	1081/3	1084/3	0.3333333333333333		1/3	1/3	Chord	2/4	4	1	1/12		1/8	2/3	2535											
195	180	1082/3	1085/3	0.3333333333333333		5/12	5/12	Chord	2/4	4	1	1/12		1/8	2/3	2536											
