mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
68	61	243/2	243/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	673											
68	61	245/2	245/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	674											
68	61	121	121	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	675											
68	61	485/4	485/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	676											
68	61	243/2	243/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	677											
68	61	487/4	487/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	678											
68	61	122	122	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	679											
68	61	489/4	489/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	680											
68	61	245/2	245/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	681											
68	61	491/4	491/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	682											
68	61	243/2	243/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	683											
68	61	245/2	245/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	684											
68	61	121	121	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	685											
68	61	485/4	485/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	686											
68	61	243/2	243/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	687											
68	61	487/4	487/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	688											
68	61	122	122	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	689											
68	61	489/4	489/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	690											
68	61	245/2	245/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	691											
68	61	491/4	491/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	692											
69	62	247/2	247/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	693											
69	62	249/2	249/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	694											
69	62	123	123	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	695											
69	62	493/4	493/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	696											
69	62	247/2	247/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	697											
69	62	495/4	495/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	698											
69	62	124	124	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	699											
69	62	497/4	497/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	700											
69	62	249/2	249/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	701											
69	62	499/4	499/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	702											
69	62	247/2	247/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	703											
69	62	249/2	249/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	704											
69	62	123	123	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	705											
69	62	493/4	493/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	706											
69	62	247/2	247/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	707											
69	62	495/4	495/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	708											
69	62	124	124	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	709											
69	62	497/4	497/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	710											
69	62	249/2	249/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	711											
69	62	499/4	499/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	712											
70	63	251/2	251/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	713											
70	63	253/2	253/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	714											
70	63	125	125	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	715											
70	63	501/4	501/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	716											
70	63	251/2	251/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	717											
70	63	503/4	503/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	718											
70	63	126	126	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	719											
70	63	505/4	505/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	720											
70	63	253/2	253/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	721											
70	63	507/4	507/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	722											
70	63	251/2	251/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	723											
70	63	253/2	253/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	724											
70	63	125	125	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	725											
70	63	501/4	501/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	726											
70	63	251/2	251/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	727											
70	63	503/4	503/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	728											
70	63	126	126	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	729											
70	63	505/4	505/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	730											
70	63	253/2	253/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	731											
70	63	507/4	507/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	732											
71	64	255/2	255/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	733											
71	64	257/2	257/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	734											
71	64	127	127	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	735											
71	64	509/4	509/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	736											
71	64	255/2	255/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	737											
71	64	511/4	511/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	738											
71	64	128	128	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	739											
71	64	513/4	513/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	740											
71	64	257/2	257/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	741											
71	64	515/4	515/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	742											
71	64	255/2	255/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	743											
71	64	257/2	257/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	744											
71	64	127	127	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	745											
71	64	509/4	509/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	746											
71	64	255/2	255/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	747											
71	64	511/4	511/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	748											
71	64	128	128	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	749											
71	64	513/4	513/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	750											
71	64	257/2	257/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	751											
71	64	515/4	515/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	752											
72	65	259/2	259/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	753											
72	65	261/2	261/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	754											
72	65	129	129	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	755											
72	65	517/4	517/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	756											
72	65	259/2	259/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	757											
72	65	519/4	519/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	758											
72	65	130	130	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	759											
72	65	521/4	521/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	760											
72	65	261/2	261/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	761											
72	65	523/4	523/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	762											
72	65	259/2	259/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	763											
72	65	261/2	261/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	764											
72	65	129	129	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	765											
72	65	517/4	517/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	766											
72	65	259/2	259/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	767											
72	65	519/4	519/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	768											
72	65	130	130	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	769											
72	65	521/4	521/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	770											
72	65	261/2	261/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	771											
72	65	523/4	523/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	772											
73	66	263/2	263/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	773											
73	66	265/2	265/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	774											
73	66	131	131	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	775											
73	66	525/4	525/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	776											
73	66	263/2	263/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	777											
73	66	527/4	527/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	778											
73	66	132	132	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	779											
73	66	529/4	529/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	780											
73	66	265/2	265/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	781											
73	66	531/4	531/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	782											
73	66	263/2	263/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	783											
73	66	265/2	265/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	784											
73	66	131	131	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	785											
73	66	525/4	525/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	786											
73	66	263/2	263/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	787											
73	66	527/4	527/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	788											
73	66	132	132	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	789											
73	66	529/4	529/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	790											
73	66	265/2	265/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	791											
73	66	531/4	531/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	792											
74	67	267/2	267/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	793											
74	67	269/2	269/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	794											
74	67	133	133	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	795											
74	67	533/4	533/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	796											
74	67	267/2	267/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	797											
74	67	535/4	535/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	798											
74	67	134	134	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	799											
74	67	537/4	537/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	800											
74	67	269/2	269/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	801											
74	67	539/4	539/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	802											
74	67	267/2	267/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	803											
74	67	269/2	269/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	804											
74	67	133	133	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	805											
74	67	533/4	533/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	806											
74	67	267/2	267/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	807											
74	67	535/4	535/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	808											
74	67	134	134	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	809											
74	67	537/4	537/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	810											
74	67	269/2	269/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	811											
74	67	539/4	539/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	812											
75	68	271/2	271/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	813											
75	68	135	135	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	814											
75	68	271/2	271/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	815											
75	68	135	135	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	816											
76	68	136	136	0.0		0	1/4	Dynamic	2/4	2	1	0					f										
76	68	136	136	0.25		0	1/4	Chord	2/4	2	1	1/16		1/16	1	817											
76	68	545/4	545/4	0.25		1/16	5/16	Chord	2/4	2	1	1/16		1/16	1	818											
76	68	273/2	273/2	0.25		1/8	3/8	Chord	2/4	2	1	1/16		1/16	1	819											
76	68	547/4	547/4	0.25		3/16	7/16	Chord	2/4	2	1	1/16		1/16	1	820											
77	69	275/2	275/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	821											
77	69	277/2	277/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	822											
77	69	137	137	0.0		0	0	Dynamic	2/4	2	1	0					sf										
77	69	137	137	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	823											
77	69	549/4	549/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	824											
77	69	275/2	275/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	825											
77	69	551/4	551/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	826											
77	69	138	138	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	827											
77	69	553/4	553/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	828											
77	69	277/2	277/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	829											
77	69	555/4	555/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	830											
77	69	275/2	275/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	831											
77	69	277/2	277/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	832											
77	69	137	137	0.0		0	0	Dynamic	2/4	4	1	0					f										
77	69	137	137	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	833											
77	69	549/4	549/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	834											
77	69	275/2	275/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	835											
77	69	551/4	551/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	836											
77	69	138	138	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf										
77	69	138	138	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	837											
77	69	553/4	553/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	838											
77	69	277/2	277/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	839											
77	69	555/4	555/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	840											
78	70	279/2	279/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	841											
78	70	281/2	281/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	842											
78	70	139	139	0.0		0	0	Dynamic	2/4	2	1	0					sf										
78	70	139	139	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	843											
78	70	557/4	557/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	844											
78	70	279/2	279/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	845											
78	70	559/4	559/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	846											
78	70	140	140	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	847											
78	70	561/4	561/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	848											
78	70	281/2	281/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	849											
78	70	563/4	563/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	850											
78	70	279/2	279/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	851											
78	70	281/2	281/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	852											
78	70	139	139	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	853											
78	70	557/4	557/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	854											
78	70	279/2	279/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	855											
78	70	559/4	559/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	856											
78	70	140	140	0.0		1/4	1/4	Dynamic	2/4	4	1	0					sf										
78	70	140	140	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	857											
78	70	561/4	561/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	858											
78	70	281/2	281/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	859											
78	70	563/4	563/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	860											
79	71	283/2	283/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	861											
79	71	569/4	569/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	862											
79	71	285/2	285/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	863											
79	71	571/4	571/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	864											
79	71	141	141	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	865											
79	71	565/4	565/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	866											
79	71	283/2	283/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	867											
79	71	567/4	567/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	868											
79	71	142	142	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	869											
79	71	283/2	283/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	870											
79	71	569/4	569/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	871											
79	71	285/2	285/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	872											
79	71	571/4	571/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	873											
79	71	141	141	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	874											
79	71	565/4	565/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	875											
79	71	283/2	283/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	876											
79	71	567/4	567/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	877											
79	71	142	142	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	878											
80	72	143	143	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	879											
80	72	573/4	573/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	880											
80	72	287/2	287/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	881											
80	72	575/4	575/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	882											
80	72	144	144	0.0		1/4	1/4	Dynamic	2/4	2	1	0					p										
80	72	144	144	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	883											
80	72	577/4	577/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	884											
80	72	289/2	289/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	885											
80	72	579/4	579/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	886											
80	72	143	143	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	887											
80	72	573/4	573/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	888											
80	72	287/2	287/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	889											
80	72	575/4	575/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	890											
80	72	144	144	0.0		1/4	1/4	Dynamic	2/4	4	1	0					p										
80	72	144	144	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	891											
81	73	146	146	0.0		1/4	1/4	Dynamic	2/4	1	1	0					p										
81	73	146	146	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	892											
81	73	585/4	585/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	893											
81	73	293/2	293/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	894											
81	73	587/4	587/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	895											
81	73	145	145	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	896											
81	73	581/4	581/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	897											
81	73	291/2	291/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	898											
81	73	583/4	583/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	899											
81	73	146	146	0.0		1/4	1/4	Dynamic	2/4	3	1	0					p										
81	73	146	146	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	900											
81	73	585/4	585/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	901											
81	73	293/2	293/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	902											
81	73	587/4	587/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	903											
82	74	147	147	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	904											
82	74	589/4	589/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	905											
82	74	295/2	295/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	906											
82	74	591/4	591/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	907											
82	74	148	148	0.0		1/4	1/4	Dynamic	2/4	2	1	0					p										
82	74	148	148	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	908											
82	74	593/4	593/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	909											
82	74	297/2	297/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	910											
82	74	595/4	595/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	911											
82	74	147	147	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	912											
82	74	589/4	589/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	913											
82	74	295/2	295/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	914											
82	74	591/4	591/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	915											
82	74	148	148	0.0		1/4	1/4	Dynamic	2/4	4	1	0					p										
82	74	148	148	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	916											
82	74	593/4	593/4	0.25		5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	917											
82	74	297/2	297/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	918											
82	74	595/4	595/4	0.25		7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	919											
83	75	150	150	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	920											
83	75	601/4	601/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	921											
83	75	301/2	301/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	922											
83	75	603/4	603/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	923											
83	75	149	149	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	924											
83	75	597/4	597/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	925											
83	75	299/2	299/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	926											
83	75	599/4	599/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	927											
83	75	150	150	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	928											
83	75	601/4	601/4	0.25		5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	929											
83	75	301/2	301/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	930											
83	75	603/4	603/4	0.25		7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	931											
83	75	149	149	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	932											
83	75	597/4	597/4	0.25		1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	933											
83	75	299/2	299/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	934											
83	75	599/4	599/4	0.25		3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	935											
83	75	150	150	0.0		1/4	1/4	Dynamic	2/4	4	1	0					p										
84	76	151	151	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	936											
84	76	605/4	605/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	937											
84	76	303/2	303/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	938											
84	76	607/4	607/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	939											
84	76	305/2	305/2	0.0		3/8	3/8	Dynamic	2/4	1	1	0					f										
84	76	305/2	305/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	940											
84	76	152	152	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	941											
84	76	609/4	609/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	942											
84	76	305/2	305/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	943											
84	76	611/4	611/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	944											
84	76	151	151	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	945											
84	76	605/4	605/4	0.25		1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	946											
84	76	303/2	303/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	947											
84	76	607/4	607/4	0.25		3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	948											
84	76	152	152	0.0		1/4	1/4	Dynamic	2/4	3	1	0					f										
84	76	305/2	305/2	0.0		3/8	3/8	Dynamic	2/4	3	1	0					f										
84	76	305/2	305/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	949											
