mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
91	90	1321/4	1321/4	0.25		13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	1269							185			
91	90	661/2	661/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	1270							185			
91	90	1323/4	1323/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	1271										
91	90	327	327	0.0		0	0	Dynamic	4/4	3	1	0					f									
91	90	1309/4	1309/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1272							186			
91	90	655/2	655/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1273							186			
91	90	1311/4	1311/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1274							186			
91	90	328	328	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1275							186			
91	90	1313/4	1313/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1276							186			
91	90	657/2	657/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1277							186			
91	90	1315/4	1315/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1278										
91	90	329	329	0.0		1/2	1/2	Dynamic	4/4	3	1	0					f									
91	90	329	329	0.0		1/2	1/2	Dynamic	4/4	3	1	0					f									
91	90	1317/4	1317/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1279							187			
91	90	659/2	659/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1280							187			
91	90	1319/4	1319/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1281							187			
91	90	330	330	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1282							187			
91	90	1321/4	1321/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1283							187			
91	90	661/2	661/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1284							187			
91	90	1323/4	1323/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1285										
91	90	327	327	0.0		0	0	Dynamic	4/4	4	1	0					f									
91	90	327	327	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1286										
91	90	655/2	655/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1287										
91	90	328	328	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1288										
91	90	657/2	657/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1289										
91	90	329	329	0.0		1/2	1/2	Dynamic	4/4	4	1	0					f									
91	90	329	329	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1290										
91	90	659/2	659/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1291										
91	90	330	330	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1292										
91	90	661/2	661/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1293										
92	91	331	331	0.0		0	0	Dynamic	4/4	1	1	0					p									
92	91	331	331	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1294										
92	91	332	332	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1295										
92	91	333	333	2.0		1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1296										
92	91	331	331	0.0		0	0	Dynamic	4/4	2	1	0					p									
92	91	331	331	0.5		0	0	Chord	4/4	2	1	1/8		1/8	1	1297										
92	91	334	334	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1298										
92	91	331	331	0.0		0	0	Dynamic	4/4	3	1	0					p									
92	91	331	331	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1299										
92	91	334	334	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1300										
92	91	331	331	0.0		0	0	Dynamic	4/4	4	1	0					p									
92	91	331	331	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1301										
92	91	334	334	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1302										
93	92	335	335	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1303										
93	92	336	336	1.0		1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	1304							188			
93	92	337	337	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1305		ornamentTrill					188			
93	92	338	338	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1306							188			
93	92	677/2	677/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1307										
93	92	335	335	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1308							189			
93	92	336	336	1.0		1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	1309							189			
93	92	337	337	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1310							189			
93	92	338	338	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1311							189			
93	92	677/2	677/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1312										
93	92	335	335	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	1313							190			
93	92	336	336	1.0		1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	1314							190			
93	92	337	337	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1315							190			
93	92	338	338	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1316							190			
93	92	677/2	677/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1317										
93	92	335	335	1.0		0	0	Chord	4/4	4	1	1/4		1/4	1	1318							191			
93	92	336	336	1.0		1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	1319							191			
93	92	337	337	1.0		1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	1320							191			
93	92	338	338	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1321							191			
93	92	677/2	677/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1322										
94	93	339	339	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1323										
94	93	341	341	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1324							192			
94	93	683/2	683/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1325							192			
94	93	1367/4	1367/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1326							192			
94	93	342	342	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1327							192			
94	93	1369/4	1369/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1328							192			
94	93	685/2	685/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1329							192			
94	93	1371/4	1371/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1330										
94	93	339	339	0.25		0	0	Chord	4/4	2	1	1/16		1/16	1	1331							193			
94	93	1357/4	1357/4	0.25		1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	1332							193			
94	93	679/2	679/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	1333							193			
94	93	1359/4	1359/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	1334							193			
94	93	340	340	0.25		1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	1335							193			
94	93	1361/4	1361/4	0.25		5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	1336							193			
94	93	681/2	681/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	1337							193			
94	93	1363/4	1363/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	1338										
94	93	341	341	1.0		1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	1339							194			
94	93	342	342	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1340										
94	93	339	339	4.0		0	0	Chord	4/4	3	1	1		1	1	1341										
94	93	339	339	4.0		0	0	Chord	4/4	4	1	1		1	1	1342										
95	94	343	343	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1343							195			
95	94	1373/4	1373/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1344							195			
95	94	687/2	687/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1345							195			
95	94	1375/4	1375/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1346							195			
95	94	344	344	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1347							195			
95	94	1377/4	1377/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1348							195			
95	94	689/2	689/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1349							195			
95	94	1379/4	1379/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1350							195			
95	94	345	345	0.25		1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	1351							195			
95	94	1381/4	1381/4	0.25		9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	1352							195			
95	94	691/2	691/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	1353							195			
95	94	1383/4	1383/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	1354							195			
95	94	346	346	0.25		3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	1355							195			
95	94	1385/4	1385/4	0.25		13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	1356							195			
95	94	693/2	693/2	0.25		7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	1357							195			
95	94	1387/4	1387/4	0.25		15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	1358										
95	94	343	343	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1359										
95	94	346	346	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1360							196			
95	94	343	343	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1361										
95	94	345	345	1.0		1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	1362										
95	94	346	346	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1363										
95	94	693/2	693/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1364										
95	94	1387/4	1387/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1365										
95	94	343	343	4.0		0	0	Chord	4/4	4	1	1		1	1	1366										
96	95	347	347	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1367							197			
96	95	1389/4	1389/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1368							197			
96	95	695/2	695/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1369							197			
96	95	1391/4	1391/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1370							197			
96	95	348	348	0.25		1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	1371							197			
96	95	1393/4	1393/4	0.25		5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	1372							197			
96	95	697/2	697/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	1373							197			
96	95	1395/4	1395/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1374										
96	95	349	349	1.0		1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	1375							198			
96	95	350	350	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1376										
96	95	347	347	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1377										
96	95	350	350	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1378							199			
96	95	347	347	2.0		0	0	Chord	4/4	3	1	1/2		1/2	1	1379										
96	95	349	349	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1380							200			
96	95	699/2	699/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1381							200			
96	95	1399/4	1399/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1382										
96	95	350	350	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1383							201			
96	95	1401/4	1401/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1384							201			
96	95	701/2	701/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1385							201			
96	95	1403/4	1403/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1386										
96	95	347	347	4.0		0	0	Chord	4/4	4	1	1		1	1	1387										
97	96	351	351	3.0		0	0	Chord	4/4	1	1	3/4		1/2	3/2	1388										
97	96	354	354	1.0		3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1389										
97	96	351	351	3.0		0	0	Chord	4/4	2	1	3/4		1/2	3/2	1390										
97	96	354	354	1.0		3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1391										
97	96	351	351	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	1392							202			
97	96	1405/4	1405/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1393							202			
97	96	703/2	703/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1394							202			
97	96	1407/4	1407/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1395							202			
97	96	352	352	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1396							202			
97	96	1409/4	1409/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1397							202			
97	96	705/2	705/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1398							202			
97	96	1411/4	1411/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1399							202			
97	96	353	353	0.25		1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	1400							202			
97	96	1413/4	1413/4	0.25		9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	1401							202			
97	96	707/2	707/2	0.25		5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	1402							202			
97	96	1415/4	1415/4	0.25		11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	1403							202			
97	96	354	354	0.25		3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	1404							202			
97	96	1417/4	1417/4	0.25		13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	1405							202			
97	96	709/2	709/2	0.25		7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	1406							202			
97	96	1419/4	1419/4	0.25		15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	1407										
97	96	351	351	4.0		0	0	Chord	4/4	4	1	1		1	1	1408										
98	97	355	355	0.0		0	0	StaffText	4/4	1	1	0							<i>cresc.</i>							
98	97	355	355	2.0		0	0	Chord	4/4	1	1	1/2		1/2	1	1409										
98	97	357	357	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1410										
98	97	715/2	715/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1411		articStaccatoAbove								
98	97	358	358	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1412		articStaccatoAbove								
98	97	717/2	717/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1413		articStaccatoAbove								
98	97	355	355	0.0		0	0	StaffText	4/4	2	1	0							<i>cresc.</i>							
98	97	355	355	2.0		0	0	Chord	4/4	2	1	1/2		1/2	1	1414										
98	97	357	357	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1415										
98	97	715/2	715/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1416		articStaccatoBelow								
98	97	358	358	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1417		articStaccatoBelow								
98	97	717/2	717/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1418		articStaccatoBelow								
98	97	355	355	0.0		0	0	StaffText	4/4	3	1	0							<i>cresc.</i>							
98	97	355	355	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	1419							203			
98	97	1421/4	1421/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1420							203			
98	97	711/2	711/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1421							203			
98	97	1423/4	1423/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1422							203			
98	97	356	356	0.25		1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	1423							203			
98	97	1425/4	1425/4	0.25		5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	1424							203			
98	97	713/2	713/2	0.25		3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	1425							203			
98	97	1427/4	1427/4	0.25		7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	1426							203			
98	97	357	357	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1427										
98	97	715/2	715/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1428										
98	97	358	358	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1429										
98	97	717/2	717/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1430										
98	97	355	355	0.0		0	0	StaffText	4/4	4	1	0							<i>cresc.</i>							
98	97	355	355	2.0		0	0	Chord	4/4	4	1	1/2		1/2	1	1431										
98	97	357	357	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1432										
98	97	715/2	715/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1433							204			
98	97	1431/4	1431/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1434							204			
98	97	358	358	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1435							204			
98	97	1433/4	1433/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1436							204			
98	97	717/2	717/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1437							204			
98	97	1435/4	1435/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1438										
99	98	359	359	4.0		0	0	Chord	4/4	1	1	1		1	1	1439		ornamentTrill								
99	98	359	359	4.0		0	0	Chord	4/4	2	1	1		1	1	1440		ornamentTrill								
99	98	359	359	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1441										
99	98	360	360	3.0		1/4	1/4	Chord	4/4	3	1	3/4		1/2	3/2	1442		ornamentTrill								
99	98	359	359	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	1443							205			
99	98	1437/4	1437/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1444							205			
99	98	719/2	719/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1445							205			
99	98	1439/4	1439/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1446							205			
99	98	360	360	0.25		1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	1447							205			
99	98	1441/4	1441/4	0.25		5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	1448							205			
99	98	721/2	721/2	0.25		3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	1449							205			
99	98	1443/4	1443/4	0.25		7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	1450							205			
99	98	361	361	0.25		1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	1451							205			
99	98	1445/4	1445/4	0.25		9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	1452							205			
99	98	723/2	723/2	0.25		5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	1453							205			
99	98	1447/4	1447/4	0.25		11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	1454							205			
99	98	362	362	0.25		3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	1455							205			
99	98	1449/4	1449/4	0.25		13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	1456							205			
99	98	725/2	725/2	0.25		7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	1457							205			
99	98	1451/4	1451/4	0.25		15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	1458										
100	99	363	363	0.0		0	0	Dynamic	4/4	1	1	0					f									
100	99	363	363	1.0		0	0	Chord	4/4	1	1	1/4		1/4	1	1459										
100	99	363	363	0.0		0	0	Dynamic	4/4	2	1	0					f									
100	99	363	363	1.0		0	0	Chord	4/4	2	1	1/4		1/4	1	1460										
100	99	363	363	0.0		0	0	Dynamic	4/4	3	1	0					f									
100	99	363	363	1.0		0	0	Chord	4/4	3	1	1/4		1/4	1	1461										
100	99	363	363	0.0		0	0	Dynamic	4/4	4	1	0					f									
100	99	363	363	0.25		0	0	Chord	4/4	4	1	1/16		1/16	1	1462							206			
100	99	1453/4	1453/4	0.25		1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	1463							206			
100	99	727/2	727/2	0.25		1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	1464							206			
100	99	1455/4	1455/4	0.25		3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	1465										
100	99	364	364	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1466		articStaccatoBelow								
100	99	729/2	729/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1467		articStaccatoBelow								
100	99	365	365	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1468		articStaccatoBelow								
100	99	731/2	731/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1469		articStaccatoBelow								
100	99	366	366	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1470		articStaccatoBelow								
100	99	733/2	733/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1471		articStaccatoBelow								
101	100	367	367	0.25		0	0	Chord	4/4	3	1	1/16		1/16	1	1472							207			
101	100	1469/4	1469/4	0.25		1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	1473							207			
101	100	735/2	735/2	0.25		1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	1474							207			
101	100	1471/4	1471/4	0.25		3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	1475										
101	100	368	368	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1476		articStaccatoBelow								
101	100	737/2	737/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1477		articStaccatoBelow								
101	100	369	369	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1478		articStaccatoBelow								
101	100	739/2	739/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1479		articStaccatoBelow								
101	100	370	370	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1480		articStaccatoBelow								
101	100	741/2	741/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1481		articStaccatoBelow								
101	100	367	367	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1482		articStaccatoBelow								
101	100	735/2	735/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1483		articStaccatoBelow								
101	100	368	368	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1484		articStaccatoBelow								
101	100	737/2	737/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1485		articStaccatoBelow								
101	100	369	369	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1486		articStaccatoBelow								
101	100	739/2	739/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1487		articStaccatoBelow								
101	100	370	370	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1488		articStaccatoBelow								
101	100	741/2	741/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1489		articStaccatoBelow								
102	101	371	371	0.0		0	0	Dynamic	4/4	1	1	0					f									
102	101	371	371	0.25		0	0	Chord	4/4	1	1	1/16		1/16	1	1490							208			
102	101	1485/4	1485/4	0.25		1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	1491							208			
102	101	743/2	743/2	0.25		1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	1492							208			
102	101	1487/4	1487/4	0.25		3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	1493										
102	101	372	372	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1494		articStaccatoBelow								
102	101	745/2	745/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1495		articStaccatoBelow								
102	101	373	373	0.5		1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1496		articStaccatoBelow								
102	101	747/2	747/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1497		articStaccatoBelow								
102	101	374	374	0.0		3/4	3/4	Dynamic	4/4	1	1	0					sf									
102	101	374	374	0.5		3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1498		articStaccatoBelow								
102	101	749/2	749/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1499		articStaccatoBelow								
102	101	373	373	0.5		1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	1500		articStaccatoBelow								
102	101	747/2	747/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	1501		articStaccatoBelow								
102	101	374	374	0.5		3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	1502		articStaccatoBelow								
102	101	749/2	749/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	1503		articStaccatoBelow								
102	101	371	371	0.5		0	0	Chord	4/4	3	1	1/8		1/8	1	1504		articStaccatoBelow								
102	101	743/2	743/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	1505		articStaccatoBelow								
102	101	372	372	0.5		1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	1506		articStaccatoBelow								
102	101	745/2	745/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	1507		articStaccatoBelow								
102	101	373	373	0.5		1/2	1/2	Chord	4/4	3	1	1/8		1/8	1	1508		articStaccatoBelow								
102	101	747/2	747/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8		1/8	1	1509		articStaccatoBelow								
102	101	374	374	0.0		3/4	3/4	Dynamic	4/4	3	1	0					sf									
102	101	374	374	0.5		3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	1510		articStaccatoBelow								
102	101	749/2	749/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	1511		articStaccatoBelow								
102	101	371	371	0.5		0	0	Chord	4/4	4	1	1/8		1/8	1	1512		articStaccatoBelow								
102	101	743/2	743/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	1513		articStaccatoBelow								
102	101	372	372	0.5		1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	1514		articStaccatoBelow								
102	101	745/2	745/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	1515		articStaccatoBelow								
102	101	373	373	0.5		1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	1516		articStaccatoBelow								
102	101	747/2	747/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	1517		articStaccatoBelow								
102	101	374	374	0.0		3/4	3/4	Dynamic	4/4	4	1	0					sf									
102	101	374	374	0.0		3/4	3/4	Dynamic	4/4	4	1	0					sf									
102	101	374	374	0.5		3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	1518		articStaccatoBelow								
102	101	749/2	749/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	1519		articStaccatoBelow								
103	102	375	375	0.5		0	0	Chord	4/4	1	1	1/8		1/8	1	1520		articStaccatoBelow								
103	102	751/2	751/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1521		articStaccatoBelow								
103	102	376	376	0.0		1/4	1/4	Dynamic	4/4	1	1	0					sf									
103	102	376	376	0.5		1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1522		articStaccatoBelow								
