mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
146	144	427	433	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1546	articStaccatoBelow						
146	144	428	434	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1547						100	
146	144	857/2	869/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1548						100	
146	144	429	435	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1549						100	
146	144	859/2	871/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1550							
146	144	427	433	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1551	articStaccatoBelow						
146	144	428	434	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1552						101	
146	144	857/2	869/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1553						101	
146	144	429	435	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1554						101	
146	144	859/2	871/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1555							
147	145	430	436	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>sf</i></b>"					
147	145	430	436	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1556							
147	145	431	437	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1557							
147	145	432	438	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1558							
147	145	430	436	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1559							
147	145	431	437	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1560						102	
147	145	863/2	875/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1561						102	
147	145	432	438	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1562						102	
147	145	865/2	877/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1563							
147	145	430	436	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1564							
147	145	431	437	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1565						103	
147	145	863/2	875/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1566						103	
147	145	432	438	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1567						103	
147	145	865/2	877/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1568							
147	145	430	436	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1569							
147	145	431	437	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1570						104	
147	145	863/2	875/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1571						104	
147	145	432	438	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1572						104	
147	145	865/2	877/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1573							
148	146	433	439	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>sf</i></b>"					
148	146	433	439	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1574							
148	146	433	439	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1575							
148	146	434	440	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1576						105	
148	146	869/2	881/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1577						105	
148	146	435	441	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1578						105	
148	146	871/2	883/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1579							
148	146	433	439	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1580							
148	146	434	440	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1581						106	
148	146	869/2	881/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1582						106	
148	146	435	441	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1583						106	
148	146	871/2	883/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1584							
148	146	433	439	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1585							
148	146	434	440	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1586						107	
148	146	869/2	881/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1587						107	
148	146	435	441	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1588						107	
148	146	871/2	883/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1589							
149	147	436	442	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1590							
149	147	437	443	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1591	articStaccatoBelow						
149	147	438	444	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1592	articStaccatoAbove						
149	147	436	442	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1593							
149	147	437	443	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1594						108	
149	147	875/2	887/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1595						108	
149	147	438	444	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1596						108	
149	147	877/2	889/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1597							
149	147	436	442	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1598							
149	147	437	443	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1599						109	
149	147	875/2	887/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1600						109	
149	147	438	444	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1601						109	
149	147	877/2	889/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1602							
149	147	436	442	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1603							
149	147	437	443	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1604						110	
149	147	875/2	887/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1605						110	
149	147	438	444	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1606						110	
149	147	877/2	889/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1607							
150	148	439	445	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>sf</i></b>"					
150	148	439	445	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1608	articStaccatoAbove						
150	148	440	446	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1609	articStaccatoBelow						
150	148	441	447	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1610	articStaccatoAbove						
150	148	439	445	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1611							
150	148	440	446	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1612						111	
150	148	881/2	893/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1613						111	
150	148	441	447	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1614						111	
150	148	883/2	895/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1615							
150	148	439	445	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1616							
150	148	440	446	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1617						112	
150	148	881/2	893/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1618						112	
150	148	441	447	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1619						112	
150	148	883/2	895/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1620							
150	148	439	445	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1621							
150	148	440	446	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1622						113	
150	148	881/2	893/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1623						113	
150	148	441	447	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1624						113	
150	148	883/2	895/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1625							
151	149	442	448	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1626							
151	149	443	449	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1627							
151	149	444	450	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1628							
151	149	442	448	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1629							
151	149	443	449	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1630						114	
151	149	887/2	899/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1631						114	
151	149	444	450	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1632						114	
151	149	889/2	901/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1633							
151	149	442	448	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1634							
151	149	443	449	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1635						115	
151	149	887/2	899/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1636						115	
151	149	444	450	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1637						115	
151	149	889/2	901/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1638							
151	149	442	448	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1639							
151	149	443	449	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1640						116	
151	149	887/2	899/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1641						116	
151	149	444	450	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1642						116	
151	149	889/2	901/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1643							
152	150	445	451	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1644							
152	150	446	452	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1645							
152	150	447	453	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1646							
152	150	445	451	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1647							
152	150	446	452	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1648						117	
152	150	893/2	905/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1649						117	
152	150	447	453	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1650						117	
152	150	895/2	907/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1651							
152	150	445	451	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1652							
152	150	446	452	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1653						118	
152	150	893/2	905/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1654						118	
152	150	447	453	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1655						118	
152	150	895/2	907/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1656							
152	150	445	451	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1657							
152	150	446	452	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1658						119	
152	150	893/2	905/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1659						119	
152	150	447	453	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1660						119	
152	150	895/2	907/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1661							
153	151	448	454	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1662							
153	151	449	455	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1663							
153	151	450	456	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1664							
153	151	448	454	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1665							
153	151	449	455	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1666						120	
153	151	899/2	911/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1667						120	
153	151	450	456	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1668						120	
153	151	901/2	913/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1669							
153	151	448	454	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1670							
153	151	449	455	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1671						121	
153	151	899/2	911/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1672						121	
153	151	450	456	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1673						121	
153	151	901/2	913/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1674							
153	151	448	454	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1675							
153	151	449	455	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1676						122	
153	151	899/2	911/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1677						122	
153	151	450	456	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1678						122	
153	151	901/2	913/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1679							
154	152	451	457	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1680							
154	152	452	458	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1681							
154	152	453	459	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1682							
154	152	451	457	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1683							
154	152	452	458	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1684						123	
154	152	905/2	917/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1685						123	
154	152	453	459	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1686						123	
154	152	907/2	919/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1687							
154	152	451	457	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1688							
154	152	452	458	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1689						124	
154	152	905/2	917/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1690						124	
154	152	453	459	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1691						124	
154	152	907/2	919/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1692							
154	152	451	457	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1693							
154	152	452	458	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1694						125	
154	152	905/2	917/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1695						125	
154	152	453	459	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1696						125	
154	152	907/2	919/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1697							
155	153	454	460	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1698							
155	153	455	461	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1699							
155	153	456	462	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1700							
155	153	454	460	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1701							
155	153	455	461	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1702						126	
155	153	911/2	923/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1703						126	
155	153	456	462	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1704						126	
155	153	913/2	925/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1705							
155	153	454	460	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1706							
155	153	455	461	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1707						127	
155	153	911/2	923/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1708						127	
155	153	456	462	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1709						127	
155	153	913/2	925/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1710							
155	153	454	460	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1711							
155	153	455	461	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1712						128	
155	153	911/2	923/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1713						128	
155	153	456	462	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1714						128	
155	153	913/2	925/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1715							
156	154	457	463	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>sf</i></b>"					
156	154	457	463	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1716							
156	154	457	463	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1717							
156	154	458	464	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1718						129	
156	154	917/2	929/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1719						129	
156	154	459	465	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1720						129	
156	154	919/2	931/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1721							
156	154	457	463	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1722							
156	154	458	464	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1723						130	
156	154	917/2	929/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1724						130	
156	154	459	465	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1725						130	
156	154	919/2	931/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1726							
156	154	457	463	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1727							
156	154	458	464	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1728						131	
156	154	917/2	929/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1729						131	
156	154	459	465	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1730						131	
156	154	919/2	931/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1731							
157	155	460	466	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1732							
157	155	461	467	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1733	articStaccatoBelow						
157	155	462	468	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1734	articStaccatoAbove						
157	155	460	466	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1735							
157	155	461	467	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1736						132	
157	155	923/2	935/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1737						132	
157	155	462	468	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1738						132	
157	155	925/2	937/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1739							
157	155	460	466	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1740							
157	155	461	467	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1741						133	
157	155	923/2	935/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1742						133	
157	155	462	468	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1743						133	
157	155	925/2	937/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1744							
157	155	460	466	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1745							
157	155	461	467	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1746						134	
157	155	923/2	935/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1747						134	
157	155	462	468	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1748						134	
157	155	925/2	937/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1749							
158	156	463	469	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1750	articStaccatoAbove						
158	156	464	470	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1751	articStaccatoBelow						
158	156	465	471	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1752	articStaccatoAbove						
158	156	463	469	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1753							
158	156	464	470	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1754						135	
158	156	929/2	941/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1755						135	
158	156	465	471	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1756						135	
158	156	931/2	943/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1757							
158	156	463	469	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1758							
158	156	464	470	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1759						136	
158	156	929/2	941/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1760						136	
158	156	465	471	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1761						136	
158	156	931/2	943/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1762							
158	156	463	469	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1763							
158	156	464	470	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1764						137	
158	156	929/2	941/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1765						137	
158	156	465	471	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1766						137	
158	156	931/2	943/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1767							
159	157	466	472	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1768							
159	157	467	473	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1769							
159	157	468	474	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1770							
159	157	466	472	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1771							
159	157	467	473	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1772						138	
159	157	935/2	947/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1773						138	
159	157	468	474	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1774						138	
159	157	937/2	949/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1775							
159	157	466	472	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1776							
159	157	467	473	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1777						139	
159	157	935/2	947/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1778						139	
159	157	468	474	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1779						139	
159	157	937/2	949/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1780							
159	157	466	472	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1781							
159	157	467	473	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1782						140	
159	157	935/2	947/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1783						140	
159	157	468	474	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1784						140	
159	157	937/2	949/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1785							
160	158	469	475	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1786							
160	158	470	476	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1787							
160	158	471	477	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1788							
160	158	469	475	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1789							
160	158	470	476	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1790						141	
160	158	941/2	953/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1791						141	
160	158	471	477	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1792						141	
160	158	943/2	955/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1793							
160	158	469	475	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1794							
160	158	470	476	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1795						142	
160	158	941/2	953/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1796						142	
160	158	471	477	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1797						142	
160	158	943/2	955/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1798							
160	158	469	475	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1799							
160	158	470	476	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1800						143	
160	158	941/2	953/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1801						143	
160	158	471	477	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1802						143	
160	158	943/2	955/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1803							
161	159	472	478	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1804							
161	159	473	479	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1805						144	
161	159	474	480	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1806							
161	159	472	478	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1807							
161	159	473	479	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1808						145	
161	159	947/2	959/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1809						145	
161	159	474	480	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1810						145	
161	159	949/2	961/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1811							
161	159	472	478	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1812							
161	159	473	479	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1813						146	
161	159	947/2	959/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1814						146	
161	159	474	480	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1815						146	
161	159	949/2	961/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1816							
161	159	472	478	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1817							
161	159	473	479	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1818						147	
161	159	947/2	959/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1819						147	
161	159	474	480	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1820						147	
161	159	949/2	961/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1821							
162	160	475	481	0.0		0	0	Chord	3/4	1	1	0	grace16	1/16	1	1822							
162	160	475	481	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1823	articStaccatoAbove						
162	160	476	482	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1824	articStaccatoAbove						
162	160	477	483	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1825	articStaccatoAbove						
162	160	475	481	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1826							
162	160	476	482	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1827						148	
162	160	953/2	965/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1828						148	
162	160	477	483	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1829						148	
