mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	tempo_visible	slur	decrescendo_hairpin
239	237	708	714	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2792							
239	237	706	712	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
239	237	706	712	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2793							
239	237	707	713	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2794							
239	237	706	712	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>dim.</i>"					
239	237	706	712	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2795							
239	237	707	713	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2796							
240	238	709	715	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
240	238	709	715	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2797							
240	238	711	717	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2798							
240	238	709	715	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
240	238	709	715	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2799							
240	238	711	717	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2800							
240	238	709	715	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2801							
240	238	710	716	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	2802							
240	238	709	715	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2803							
240	238	710	716	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	2804							
241	239	712	718	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2805							
241	239	714	720	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2806							
241	239	712	718	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2807							
241	239	714	720	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2808							
241	239	712	718	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2809							
241	239	713	719	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2810	articStaccatoBelow						
241	239	714	720	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2811	articStaccatoBelow						
241	239	712	718	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2812							
241	239	713	719	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2813	articStaccatoBelow						
241	239	714	720	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2814	articStaccatoBelow						
242	240	715	721	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""12""/><b><i>pp</i></b>"					
242	240	715	721	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2815	articStaccatoAbove						
242	240	716	722	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2816	articStaccatoAbove						
242	240	717	723	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2817	articStaccatoAbove						
242	240	715	721	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>pp</i></b>"					
242	240	715	721	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2818	articStaccatoAbove						
242	240	716	722	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2819	articStaccatoAbove						
242	240	717	723	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2820	articStaccatoBelow						
242	240	715	721	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>pp</i></b>"					
242	240	715	721	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2821	articStaccatoBelow						
242	240	716	722	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2822	articStaccatoBelow						
242	240	717	723	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2823	articStaccatoBelow						
242	240	715	721	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>pp</i></b>"					
242	240	715	721	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2824	articStaccatoBelow						
243	241	718	724	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2825	articStaccatoAbove						
243	241	718	724	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2826	articStaccatoBelow						
243	241	718	724	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2827	articStaccatoBelow						
243	241	719	725	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2828	articStaccatoBelow						
243	241	720	726	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2829	articStaccatoBelow						
244	242	722	728	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2830	articStaccatoAbove						
244	242	723	729	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2831	articStaccatoAbove						
244	242	722	728	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2832	articStaccatoBelow						
244	242	723	729	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2833	articStaccatoBelow						
244	242	722	728	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2834	articStaccatoBelow						
244	242	723	729	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2835	articStaccatoBelow						
244	242	721	727	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2836	articStaccatoBelow						
245	243	724	730	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2837	articStaccatoAbove						
245	243	724	730	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2838							
245	243	725	731	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2839							
245	243	726	732	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2840							
245	243	724	730	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2841							
245	243	725	731	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2842							
245	243	726	732	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2843							
245	243	725	731	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2844	articStaccatoBelow						
245	243	726	732	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2845	articStaccatoBelow						
246	244	728	734	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2846							
246	244	729	735	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2847							
246	244	727	733	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2848							
246	244	728	734	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2849							
246	244	729	735	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2850							
246	244	727	733	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2851							
246	244	728	734	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2852							
246	244	729	735	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2853							
246	244	727	733	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2854	articStaccatoBelow						
246	244	728	734	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2855	articStaccatoBelow						
246	244	729	735	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2856	articStaccatoBelow						
247	245	730	736	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2857	articStaccatoAbove						
247	245	731	737	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2858	articStaccatoAbove						
247	245	732	738	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2859	articStaccatoAbove						
247	245	730	736	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2860	articStaccatoAbove						
247	245	731	737	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2861	articStaccatoAbove						
247	245	732	738	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2862	articStaccatoAbove						
247	245	730	736	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2863							
247	245	731	737	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2864							
247	245	732	738	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2865							
247	245	730	736	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2866							
247	245	731	737	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2867							
247	245	732	738	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2868							
248	246	733	739	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2869						295	
248	246	734	740	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2870							
248	246	735	741	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2871	articStaccatoAbove						
248	246	733	739	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2872						296	
248	246	734	740	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2873							
248	246	735	741	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2874	articStaccatoAbove						
248	246	733	739	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2875						297	
248	246	734	740	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2876							
248	246	735	741	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2877	articStaccatoAbove						
248	246	733	739	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2878							
248	246	734	740	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2879							
248	246	735	741	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2880							
249	247	736	742	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2881	articStaccatoAbove						
249	247	737	743	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2882	articStaccatoAbove						
249	247	738	744	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2883	articStaccatoAbove						
249	247	736	742	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2884	articStaccatoBelow						
249	247	737	743	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2885	articStaccatoBelow						
249	247	738	744	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2886	articStaccatoBelow						
249	247	736	742	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2887							
249	247	736	742	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2888							
250	248	739	745	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2889							
250	248	739	745	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2890							
250	248	740	746	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2891	articStaccatoBelow						
250	248	741	747	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2892	articStaccatoAbove						
250	248	740	746	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2893	articStaccatoAbove						
250	248	741	747	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2894	articStaccatoAbove						
251	249	743	749	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2895							
251	249	744	750	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2896							
251	249	743	749	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2897							
251	249	744	750	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2898							
251	249	742	748	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2899							
251	249	742	748	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2900							
252	250	745	751	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2901							
252	250	745	751	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2902							
252	250	746	752	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2903							
252	250	747	753	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2904							
252	250	746	752	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2905							
252	250	747	753	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2906							
253	251	749	755	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2907							
253	251	750	756	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2908							
253	251	749	755	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2909							
253	251	750	756	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2910							
253	251	748	754	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2911							
253	251	748	754	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2912							
254	252	751	757	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2913							
254	252	752	758	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2914							
254	252	753	759	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2915							
254	252	751	757	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2916							
254	252	752	758	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2917							
254	252	753	759	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2918							
254	252	752	758	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2919							
254	252	753	759	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2920							
254	252	752	758	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2921							
254	252	753	759	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2922							
255	253	754	760	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2923							
255	253	755	761	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2924							
255	253	756	762	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2925							
255	253	754	760	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2926							
255	253	755	761	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2927							
255	253	756	762	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2928							
255	253	754	760	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2929							
255	253	755	761	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2930							
255	253	756	762	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2931							
255	253	754	760	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2932	articStaccatoAbove						
255	253	755	761	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2933	articStaccatoAbove						
255	253	756	762	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2934	articStaccatoAbove						
256	254	757	763	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2935							
256	254	758	764	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2936							
256	254	759	765	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2937							
256	254	757	763	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2938							
256	254	758	764	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2939							
256	254	759	765	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2940							
256	254	757	763	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2941							
256	254	758	764	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2942							
256	254	759	765	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2943							
256	254	757	763	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2944						298	
256	254	758	764	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2945							
256	254	759	765	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2946	articStaccatoAbove						
257	255	760	766	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2947	articStaccatoAbove						
257	255	761	767	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2948	articStaccatoAbove						
257	255	762	768	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2949	articStaccatoAbove						
257	255	760	766	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2950	articStaccatoAbove						
257	255	761	767	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2951	articStaccatoBelow						
257	255	762	768	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2952	articStaccatoAbove						
257	255	760	766	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2953	articStaccatoBelow						
257	255	761	767	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2954	articStaccatoAbove						
257	255	762	768	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2955	articStaccatoAbove						
257	255	760	766	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2956	articStaccatoAbove						
257	255	761	767	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2957	articStaccatoAbove						
257	255	762	768	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2958	articStaccatoAbove						
258	256	763	769	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>cresc.</i>"					
258	256	763	769	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2959						299	
258	256	764	770	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2960							
258	256	765	771	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2961	articStaccatoAbove						
258	256	763	769	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>cresc.</i>"					
258	256	763	769	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2962						300	
258	256	764	770	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2963							
258	256	765	771	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2964	articStaccatoBelow						
258	256	763	769	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>cresc.</i>"					
258	256	763	769	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2965						301	
258	256	764	770	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2966							
258	256	765	771	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2967	articStaccatoBelow						
258	256	763	769	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2968						302	
258	256	764	770	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2969							
258	256	765	771	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2970	articStaccatoBelow						
259	257	766	772	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2971						303	
259	257	767	773	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2972							
259	257	768	774	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2973	articStaccatoAbove						
259	257	766	772	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2974						304	
259	257	767	773	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2975							
259	257	768	774	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2976	articStaccatoBelow						
259	257	766	772	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2977						305	
259	257	767	773	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2978							
259	257	768	774	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2979	articStaccatoBelow						
259	257	766	772	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2980	articStaccatoBelow						
259	257	767	773	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2981	articStaccatoBelow						
259	257	768	774	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2982	articStaccatoBelow						
260	258	769	775	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2983						306	
260	258	770	776	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2984							
260	258	771	777	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2985	articStaccatoAbove						
260	258	769	775	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2986						307	
260	258	770	776	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2987							
260	258	771	777	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2988	articStaccatoBelow						
260	258	769	775	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2989						308	
260	258	770	776	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2990							
260	258	771	777	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2991	articStaccatoBelow						
260	258	769	775	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2992	articStaccatoBelow						
260	258	770	776	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2993	articStaccatoBelow						
260	258	771	777	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2994	articStaccatoBelow						
261	259	772	778	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>dim.</i>"					
261	259	772	778	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2995						309	
261	259	773	779	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2996							
261	259	774	780	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2997	articStaccatoAbove						
261	259	772	778	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>dim.</i>"					
261	259	772	778	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2998	articStaccatoAbove					310	
261	259	773	779	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2999	articStaccatoBelow						
261	259	774	780	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3000	articStaccatoAbove						
261	259	772	778	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>dim.</i>"					
261	259	772	778	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	3001						311	
261	259	773	779	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3002							
261	259	774	780	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3003	articStaccatoBelow						
261	259	772	778	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	3004						312	
261	259	773	779	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3005							
261	259	774	780	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3006	articStaccatoBelow						
262	260	775	781	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	3007							
262	260	776	782	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3008							
262	260	777	783	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3009							
262	260	775	781	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	3010	articStaccatoBelow						
262	260	776	782	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3011	articStaccatoBelow						
262	260	777	783	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3012	articStaccatoBelow						
262	260	775	781	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	3013	articStaccatoBelow						
262	260	776	782	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3014	articStaccatoBelow						
262	260	777	783	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3015	articStaccatoAbove						
262	260	775	781	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	3016	articStaccatoBelow						
262	260	776	782	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3017	articStaccatoBelow						
262	260	777	783	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3018	articStaccatoBelow						
263	261	778	784	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	3019						313	
263	261	779	785	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3020							
263	261	780	786	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3021	articStaccatoAbove						
263	261	778	784	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	3022						314	
263	261	779	785	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3023							
263	261	780	786	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3024							
263	261	778	784	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	3025						315	
263	261	779	785	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3026							
263	261	780	786	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3027	articStaccatoBelow						
263	261	778	784	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	3028						316	
263	261	779	785	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3029							
263	261	780	786	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3030	articStaccatoBelow						
264	262	781	787	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	3031							
264	262	782	788	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3032							
264	262	783	789	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3033							
264	262	781	787	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"					
264	262	781	787	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""12""/><b><i>p</i></b>"					
264	262	781	787	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>sempre</i>"					
264	262	781	787	0.0		0	0	StaffText	3/4	2	1	0						"<font size=""10""/><i>sempre</i>"					
264	262	781	787	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	3034	articStaccatoBelow						
264	262	782	788	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3035	articStaccatoBelow						
264	262	783	789	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3036	articStaccatoBelow						
264	262	781	787	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""12""/><b><i>p</i></b>"					
264	262	781	787	0.0		0	0	StaffText	3/4	3	1	0						"<font size=""10""/><i>sempre</i>"					
264	262	781	787	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	3037	articStaccatoBelow						
264	262	782	788	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	3038	articStaccatoBelow						
264	262	783	789	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	3039	articStaccatoAbove						
264	262	781	787	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""12""/><b><i>p</i></b>"					
264	262	781	787	0.0		0	0	StaffText	3/4	4	1	0						"<font size=""10""/><i>sempre</i>"					
264	262	781	787	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	3040	articStaccatoBelow						
264	262	782	788	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	3041	articStaccatoBelow						
264	262	783	789	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	3042	articStaccatoBelow						
265	263	784	790	0.0		0	0	StaffText	3/4	1	1	0						"<font size=""10""/><i>piu</i>"					
265	263	784	790	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	3043						317	
265	263	785	791	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	3044							
265	263	786	792	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	3045	articStaccatoAbove						
265	263	784	790	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	3046						318	
265	263	785	791	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	3047							
265	263	786	792	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	3048							
