quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
405	4.5	91	91	0	0	9/8	4	1		@none		d	I		@none		@none							m	1	0				
819/2	1.0	92	92	0	0	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
821/2	0.5	92	92	1/4	1/4	9/8	4	1		V(64)		d	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
411	2.666999999999973	92	92	3/8	3/8	9/8	4	1		V		d	I		V		V							M	1	0	1, 5, 2		1	1
1241/3	0.33300000000002683	92	92	25/24	25/24	9/8	4	1		V2		d	I		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
414	1.25	93	93	0	0	9/8	4	1		I6		d	I		I6		I		6					M	1	0	4, 1, 0		0	4
1661/4	0.25	93	93	5/16	5/16	9/8	4	1		viio6		d	I		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
831/2	1.5	93	93	3/8	3/8	9/8	4	1		I		d	I		I		I							M	1	0	0, 4, 1		0	0
417	1.0	93	93	3/4	3/4	9/8	4	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
418	0.5	93	93	1	1	9/8	4	1		V65/vi		d	I		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
837/2	1.0	94	94	0	0	9/8	4	1		vi		d	I		vi		vi							m	1	0	3, 0, 4		3	3
839/2	0.5	94	94	1/4	1/4	9/8	4	1		ii6		d	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
420	1.5	94	94	3/8	3/8	9/8	4	1		V(64)		d	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
843/2	0.75	94	94	3/4	3/4	9/8	4	1		V7(6)		d	I		V7(6)		V		7	6				Mm7	1	0	1, 5, 4, -1		1	1
1689/4	0.75	94	94	15/16	15/16	9/8	4	1		V7		d	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
423	1.0	95	95	0	0	9/8	4	1		i.i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
424	2.0	95	95	1/4	1/4	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
426	1.5	95	95	3/4	3/4	9/8	4	1		#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
855/2	1.5	96	96	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
429	1.5	96	96	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
861/2	1.5	96	96	3/4	3/4	9/8	4	1		V43		d	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
432	1.5	97	97	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
867/2	1.5	97	97	3/8	3/8	9/8	4	1		i6		d	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
435	6.0	97	97	3/4	3/4	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
441	1.5	99	99	0	0	9/8	4	1		ii%7		d	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
885/2	3.0	99	99	3/8	3/8	9/8	4	1		#viio65		d	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
891/2	4.5	100	100	0	0	9/8	4	1		#viio6		d	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
450	4.5	101	101	0	0	9/8	4	1		i6(2)		d	i		i6(2)		i		6	2				m	1	1	-3, 1, 2		0	-3
909/2	4.5	102	102	0	0	9/8	4	1		bII6		d	i		bII6		bII		6					M	1	1	-1, -4, -5		-5	-1
459	4.5	103	103	0	0	9/8	4	1		#viio65/iv		d	i		#viio65/iv		#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
927/2	4.5	104	104	0	0	9/8	4	1		iv6		d	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
468	3.0	105	105	0	0	9/8	4	1		viio7/V		d	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
471	1.5	105	105	3/4	3/4	9/8	4	1		V		d	i		V		V							M	1	1	1, 5, 2		1	1
945/2	4.5	106	106	0	0	9/8	4	1		i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
477	1.0	107	107	0	0	9/8	4	1		V7(6)		d	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
478	0.5	107	107	1/4	1/4	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
957/2	3.0	107	107	3/8	3/8	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
963/2	1.0	108	108	0	0	9/8	4	1		V7(6)		d	i		V7(6)		V		7	6				Mm7	1	1	1, 5, -3, -1		1	1
965/2	0.5	108	108	1/4	1/4	9/8	4	1		V7		d	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
483	3.0	108	108	3/8	3/8	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
486	4.5	109	109	0	0	9/8	4	1		V7(+9)		d	i		V7(+9)		V		7	+9				Mm7	1	1	1, 5, 2, -1	-4	1	1
981/2	1.5	110	110	0	0	9/8	4	1		i		d	i		i		i							m	1	1	0, -3, 1		0	0
492	3.0	110	110	3/8	3/8	9/8	4	1		i\\		d	i		i		i						\\	m	1	1	0, -3, 1		0	0
