quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1389/2	1.0	237	232	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
1391/2	2.0	237	232	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
1395/2	1.0	238	233	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
1397/2	2.0	238	233	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
1401/2	1.0	239	234	0	0	3/4	4	1		ii		c	i		ii	ii							m	1	1	2, -1, 3		2	2
1403/2	2.0	239	234	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
1407/2	1.0	240	235	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
1409/2	2.0	240	235	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
1413/2	1.0	241	236	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1415/2	2.0	241	236	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
1419/2	1.0	242	237	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
1421/2	2.0	242	237	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1425/2	3.0	243	238	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1431/2	3.0	244	239	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
1437/2	3.0	245	240	0	0	3/4	4	1		ii%65/v		c	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
1443/2	3.0	246	241	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1449/2	2.0	247	242	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1453/2	1.0	247	242	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1455/2	2.0	248	243	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1459/2	1.0	248	243	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1461/2	2.0	249	244	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1465/2	1.0	249	244	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1467/2	2.0	250	245	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
1471/2	1.0	250	245	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1473/2	3.0	251	246	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
1479/2	21.0	252	247	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
1521/2	3.0	259	254	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
1527/2	6.0	260	255	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
1539/2	3.0	262	257	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
1545/2	3.0	263	258	0	0	3/4	4	1		V.ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
1551/2	3.0	264	259	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
1557/2	3.0	265	260	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
1563/2	3.0	266	261	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
1569/2	3.0	267	262	0	0	3/4	4	1		ii		c	V		ii	ii							m	1	0	2, -1, 3		2	2
1575/2	3.0	268	263	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
1581/2	3.0	269	264	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
1587/2	3.0	270	265	0	0	3/4	4	1		I.I		c	I		I	I							M	1	0	0, 4, 1		0	0
1593/2	3.0	271	266	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
1599/2	3.0	272	267	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
1605/2	3.0	273	268	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
1611/2	3.0	274	269	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
1617/2	3.0	275	270	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
1623/2	3.0	276	271	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
1629/2	1.0	277	272	0	0	3/4	4	1		V(4)		c	I		V(4)	V			4				M	1	0	1, 0, 2		1	1
1631/2	1.0	277	272	1/4	1/4	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
1633/2	1.0	277	272	1/2	1/2	3/4	4	1		I6		c	I		I6	I		6					M	1	0	4, 1, 0		0	4
1635/2	3.0	278	273	0	0	3/4	4	1		IV6		c	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
1641/2	3.0	279	274	0	0	3/4	4	1		viio6/V		c	I		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
1647/2	3.0	280	275	0	0	3/4	4	1		V.I		c	V		I	I							M	1	0	0, 4, 1		0	0
1653/2	3.0	281	276	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
1659/2	3.0	282	277	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
1665/2	6.0	283	278	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
1677/2	3.0	285	280	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
1683/2	3.0	286	281	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
1689/2	3.0	287	282	0	0	3/4	4	1		I\\		c	V		I	I						\\	M	1	0	0, 4, 1		0	0
1695/2	6.0	288	283	0	0	3/4	4	1		v.i		c	v		i	i							m	1	1	0, -3, 1		0	0
1707/2	3.0	290	285	0	0	3/4	4	1		iio		c	v		iio	ii	o						o	1	1	2, -1, -4		2	2
1713/2	3.0	291	286	0	0	3/4	4	1		III		c	v		III	III							M	1	1	-3, 1, -2		-3	-3
1719/2	3.0	292	287	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
1725/2	3.0	293	288	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
1731/2	3.0	294	289	0	0	3/4	4	1		iv/V		c	v		iv/V	iv				V			m	1	1	0, -3, 1		0	0
1737/2	3.0	295	290	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
1743/2	3.0	296	291	0	0	3/4	4	1		V/V		c	v		V/V	V				V			M	1	1	2, 6, 3		2	2
1749/2	3.0	297	292	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
1755/2	3.0	298	293	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
1761/2	3.0	299	294	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
1767/2	6.0	300	295	0	0	3/4	4	1		ii.i		c	ii		i	i							m	1	1	0, -3, 1		0	0
1779/2	3.0	302	297	0	0	3/4	4	1		ii7		c	ii		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
1785/2	3.0	303	298	0	0	3/4	4	1		III		c	ii		III	III							M	1	1	-3, 1, -2		-3	-3
1791/2	3.0	304	299	0	0	3/4	4	1		I.V6		c	I		V6	V		6					M	1	0	5, 2, 1		1	5
1797/2	3.0	305	300	0	0	3/4	4	1		V64		c	I		V64	V		64					M	1	0	2, 1, 5		1	2
1803/2	6.0	306	301	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
1815/2	3.0	308	303	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
1821/2	9.0	309	304	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
1839/2	3.0	312	307	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
1845/2	3.0	313	308	0	0	3/4	4	1		ii7		c	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
1851/2	3.0	314	309	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
1857/2	3.0	315	310	0	0	3/4	4	1		iii7		c	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
1863/2	3.0	316	311	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
1869/2	3.0	317	312	0	0	3/4	4	1		V65(6)		c	I		V65(6)	V		65	6				Mm7	1	0	5, 4, -1, 1		1	5
1875/2	3.0	318	313	0	0	3/4	4	1		ii6		c	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
1881/2	3.0	319	314	0	0	3/4	4	1		I(4)		c	I		I(4)	I			4				M	1	0	0, -1, 1		0	0
1887/2	3.0	320	315	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
1893/2	3.0	321	316	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
1899/2	3.0	322	317	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
1905/2	3.0	323	318	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
1911/2	3.0	324	319	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
1917/2	3.0	325	320	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
1923/2	3.0	326	321	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
1929/2	6.0	327	322	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
1941/2	3.0	329	324	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
1947/2	3.0	330	325	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
1953/2	3.0	331	326	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
1959/2	3.0	332	327	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
1965/2	3.0	333	328	0	0	3/4	4	1		iii		c	I		iii	iii							m	1	0	4, 1, 5		4	4
1971/2	3.0	334	329	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
1977/2	3.0	335	330	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
1983/2	3.0	336	331	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
1989/2	3.0	337	332	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
1995/2	3.0	338	333	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
2001/2	13.5	339	334	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
1014	9.5	344	338	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
2047/2	1.0	347	341	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
2049/2	13.5	348	342	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1038	9.5	352	346	3/8	3/8	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2095/2	1.0	355	349	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
2097/2	13.5	356	350	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1062	1.5	360	354	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2127/2	1.5	361	355	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1065	1.5	361	355	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2133/2	1.5	362	356	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1068	1.5	362	356	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2139/2	1.5	363	357	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1071	1.5	363	357	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2145/2	1.5	364	358	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
1074	1.5	364	358	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
2151/2	1.5	365	359	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
1077	1.5	365	359	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
2157/2	1.5	366	360	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
1080	1.5	366	360	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
2163/2	1.5	367	361	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
1083	1.5	367	361	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
2169/2	1.5	368	362	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
1086	1.5	368	362	3/8	3/8	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
2175/2	6.0	369	363	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
2187/2	6.0	371	365	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
2199/2	6.0	373	367	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
2211/2	9.0	375	369	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
2229/2	3.0	378	372	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
2235/2	3.0	379	373	0	0	3/4	4	1		iv.vii%65		c	iv		vii%65	vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
2241/2	3.0	380	374	0	0	3/4	4	1		ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2247/2	6.0	381	375	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2259/2	9.0	383	377	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
2277/2	6.0	386	380	0	0	3/4	4	1		i.#viio7		c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
2289/2	3.0	388	382	0	0	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2295/2	9.0	389	383	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2313/2	6.0	392	386	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
2325/2	3.0	394	388	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
2331/2	3.0	395	389	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
2337/2	3.0	396	390	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2343/2	3.0	397	391	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
2349/2	3.0	398	392	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2355/2	3.0	399	393	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
2361/2	3.0	400	394	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
2367/2	3.0	401	395	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
2373/2	3.0	402	396	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
2379/2	3.0	403	397	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
2385/2	3.0	404	398	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
2391/2	3.0	405	399	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
2397/2	3.0	406	400	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
2403/2	3.0	407	401	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
2409/2	2.0	408	402	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
2413/2	1.0	408	402	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
2415/2	1.0	409	403	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
2417/2	2.0	409	403	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2421/2	1.0	410	404	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2423/2	2.0	410	404	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2427/2	1.0	411	405	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
2429/2	2.0	411	405	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
2433/2	1.0	412	406	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
2435/2	2.0	412	406	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2439/2	1.0	413	407	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2441/2	2.0	413	407	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2445/2	1.0	414	408	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2447/2	2.0	414	408	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
2451/2	1.0	415	409	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
2453/2	2.0	415	409	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
2457/2	1.0	416	410	0	0	3/4	4	1		iio7		c	i		iio7	ii	o	7					o7	1	1	2, -1, -4, -7		2	2
2459/2	2.0	416	410	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2463/2	1.0	417	411	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2465/2	2.0	417	411	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2469/2	1.0	418	412	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2471/2	2.0	418	412	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2475/2	1.0	419	413	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2477/2	2.0	419	413	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2481/2	1.0	420	414	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2483/2	5.0	420	414	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2493/2	3.0	422	416	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2499/2	3.0	423	417	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
2505/2	3.0	424	418	0	0	3/4	4	1		V43		c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2511/2	2.0	425	419	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2515/2	1.0	425	419	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2517/2	2.0	426	420	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2521/2	1.0	426	420	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2523/2	2.0	427	421	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2527/2	1.0	427	421	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2529/2	2.0	428	422	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
2533/2	1.0	428	422	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2535/2	3.0	429	423	0	0	3/4	4	1		VI6(7)		c	i		VI6(7)	VI		6	7				M	1	1	0, -3, 1		-4	0
2541/2	12.0	430	424	0	0	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2565/2	3.0	434	428	0	0	3/4	4	1		bII.V2		c	bII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
2571/2	3.0	435	429	0	0	3/4	4	1		I6		c	bII		I6	I		6					M	1	0	4, 1, 0		0	4
2577/2	3.0	436	430	0	0	3/4	4	1		V64		c	bII		V64	V		64					M	1	0	2, 1, 5		1	2
2583/2	1.5	437	431	0	0	3/4	4	1		I(2)		c	bII		I(2)	I			2				M	1	0	2, 4, 1		0	2
1293	1.5	437	431	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
2589/2	1.5	438	432	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1296	1.5	438	432	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
2595/2	1.5	439	433	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1299	1.5	439	433	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
2601/2	1.5	440	434	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
1302	1.5	440	434	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
2607/2	6.0	441	435	0	0	3/4	4	1		vi		c	bII		vi	vi							m	1	0	3, 0, 4		3	3
2619/2	6.0	443	437	0	0	3/4	4	1		VI	V/iii	c	bII		VI	VI							M	1	0	3, 7, 4		3	3
2631/2	3.0	445	439	0	0	3/4	4	1		iii.V		c	iii		V	V							M	1	1	1, 5, 2		1	1
2637/2	3.0	446	440	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
2643/2	3.0	447	441	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
2649/2	3.0	448	442	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2655/2	3.0	449	443	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
2661/2	3.0	450	444	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
2667/2	3.0	451	445	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
2673/2	3.0	452	446	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2679/2	24.0	453	447	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
2727/2	3.0	461	455	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2733/2	9.0	462	456	0	0	3/4	4	1		V7		c	iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2751/2	18.0	465	459	0	0	3/4	4	1		V43		c	iii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
2787/2	3.0	471	465	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2793/2	3.0	472	466	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
2799/2	3.0	473	467	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
