quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
712	2.0	362	357	0	0	2/4	4	1		I6		Bb	IV		I6	I		6						M	0	0	4, 1, 0		0	4
714	1.0	363	358	0	0	2/4	4	1		V2		Bb	IV		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
715	1.0	363	358	1/4	1/4	2/4	4	1		I6		Bb	IV		I6	I		6						M	0	0	4, 1, 0		0	4
716	1.0	364	359	0	0	2/4	4	1		ii2		Bb	IV		ii2	ii		2						mm7	0	0	0, 2, -1, 3		2	0
717	1.0	364	359	1/4	1/4	2/4	4	1		V43		Bb	IV		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
718	1.0	365	360	0	0	2/4	4	1		I(4)		Bb	IV		I(4)	I			4					M	0	0	0, -1, 1		0	0
719	1.0	365	360	1/4	1/4	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
720	0.5	366	361	0	0	2/4	4	1		I.I(64)		Bb	I		I(64)	I			64					M	0	0	0, -1, 3		0	0
1441/2	1.5	366	361	1/8	1/8	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
722	1.0	367	362	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
723	1.0	367	362	1/4	1/4	2/4	4	1		V2/IV		Bb	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
724	1.0	368	363	0	0	2/4	4	1		IV6		Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
725	1.0	368	363	1/4	1/4	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
726	1.0	369	364	0	0	2/4	4	1		#viio7/iii		Bb	I		#viio7/iii	#vii	o	7		iii				o7	0	0	9, 6, 3, 0		9	9
727	3.0	369	364	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
730	1.0	371	366	0	0	2/4	4	1		V2		Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
731	1.0	371	366	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
732	1.0	372	367	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
733	1.0	372	367	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
734	1.0	373	368	0	0	2/4	4	1		V2		Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
735	1.0	373	368	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
736	2.0	374	369	0	0	2/4	4	1		viio6/V		Bb	I		viio6/V	vii	o	6		V				o	0	0	3, 0, 6		6	3
738	2.0	375	370	0	0	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
740	1.0	376	371	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
741	1.0	376	371	1/4	1/4	2/4	4	1		#viio2/iii		Bb	I		#viio2/iii	#vii	o	2		iii				o7	0	0	0, 9, 6, 3		9	0
742	1.0	377	372	0	0	2/4	4	1		V/vi		Bb	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
743	1.0	377	372	1/4	1/4	2/4	4	1		#viio/ii		Bb	I		#viio/ii	#vii	o			ii				o	0	0	7, 4, 1		7	7
744	1.0	378	373	0	0	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
745	1.0	378	373	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
746	1.0	379	374	0	0	2/4	4	1		vi		Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
747	1.0	379	374	1/4	1/4	2/4	4	1		V7/V		Bb	I		V7/V	V		7		V				Mm7	0	0	2, 6, 3, 0		2	2
748	1.0	380	375	0	0	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
749	1.0	380	375	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
750	4.0	381	376	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
754	2.0	383	378	0	0	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
756	1.0	384	379	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
757	1.0	384	379	1/4	1/4	2/4	4	1		#viio7/iii		Bb	I		#viio7/iii	#vii	o	7		iii				o7	0	0	9, 6, 3, 0		9	9
758	2.0	385	380	0	0	2/4	4	1		iii		Bb	I		iii	iii								m	0	0	4, 1, 5		4	4
760	2.0	386	381	0	0	2/4	4	1		V65		Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
762	1.0	387	382	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
763	1.0	387	382	1/4	1/4	2/4	4	1		V65		Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
764	1.0	388	383	0	0	2/4	4	1		I64		Bb	I		I64	I		64						M	0	0	1, 0, 4		0	1
765	1.0	388	383	1/4	1/4	2/4	4	1		V65		Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
766	2.0	389	384	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
768	2.0	390	385	0	0	2/4	4	1		V2/IV		Bb	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
770	2.0	391	386	0	0	2/4	4	1		IV6		Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
772	2.0	392	387	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
774	5.0	393	388	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
779	1.0	395	390	1/4	1/4	2/4	4	1		I\\		Bb	I		I	I							\\	M	0	0	0, 4, 1		0	0
780	1.0	396	391	0	0	2/4	4	1		V43		Bb	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
781	3.0	396	391	1/4	1/4	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
784	2.0	398	393	0	0	2/4	4	1		V2/IV		Bb	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
786	1.0	399	394	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
787	2.0	399	394	1/4	1/4	2/4	4	1		IV6		Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
789	1.0	400	395	1/4	1/4	2/4	4	1		V65/V		Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
790	7.0	401	396	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
797	1.0	404	399	1/4	1/4	2/4	4	1		I\\		Bb	I		I	I							\\	M	0	0	0, 4, 1		0	0
798	5.0	405	400	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
803	1.0	407	402	1/4	1/4	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
804	1.0	408	403	0	0	2/4	4	1		vi		Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
805	1.0	408	403	1/4	1/4	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
806	1.0	409	404	0	0	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
807	1.0	409	404	1/4	1/4	2/4	4	1		V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
808	1.0	410	405	0	0	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
809	1.0	410	405	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
810	1.0	411	406	0	0	2/4	4	1		V2		Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
811	1.0	411	406	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
812	1.0	412	407	0	0	2/4	4	1		vi6		Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
813	1.0	412	407	1/4	1/4	2/4	4	1		IV6		Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
814	1.0	413	408	0	0	2/4	4	1		ii6		Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
815	1.0	413	408	1/4	1/4	2/4	4	1		viio6		Bb	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
816	1.0	414	409	0	0	2/4	4	1		V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
817	1.0	414	409	1/4	1/4	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
818	4.0	415	410	0	0	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
822	4.0	417	412	0	0	2/4	4	1		viio43		Bb	I		viio43	vii	o	43						o7	0	0	-1, -4, 5, 2		5	-1
826	2.0	419	414	0	0	2/4	4	1		V[I		Bb	I	V	I	I								M	0	0	0, 4, 1		0	0
828	4.0	420	415	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
832	4.0	422	417	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
836	4.0	424	419	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
840	2.0	426	421	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
842	2.0	427	422	0	0	2/4	4	1		#viio7/ii		Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	7, 4, 1, -2		7	7
844	4.0	428	423	0	0	2/4	4	1		viio7/V		Bb	I		viio7/V	vii	o	7		V				o7	0	0	6, 3, 0, -3		6	6
848	4.0	430	425	0	0	2/4	4	1		viio7		Bb	I		viio7	vii	o	7						o7	0	0	5, 2, -1, -4		5	5
852	2.0	432	427	0	0	2/4	4	1		#viio7/ii		Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	7, 4, 1, -2		7	7
854	2.0	433	428	0	0	2/4	4	1		viio7/V		Bb	I		viio7/V	vii	o	7		V				o7	0	0	6, 3, 0, -3		6	6
856	2.0	434	429	0	0	2/4	4	1		viio7		Bb	I		viio7	vii	o	7						o7	0	0	5, 2, -1, -4		5	5
858	2.0	435	430	0	0	2/4	4	1		#viio7/ii		Bb	I		#viio7/ii	#vii	o	7		ii				o7	0	0	7, 4, 1, -2		7	7
860	1.0	436	431	0	0	2/4	4	1		IV]		Bb	I		IV	IV					]			M	0	0	-1, 3, 0		-1	-1
861	4.0	436	431	1/4	1/4	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
865	3.0	438	433	1/4	1/4	2/4	4	1		V65/IV		Bb	I		V65/IV	V		65		IV				Mm7	0	0	4, 1, -2, 0		0	4
868	1.0	440	435	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
869	0.5	440	435	1/4	1/4	2/4	4	1		IV6		Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
1739/2	0.5	440	435	3/8	3/8	2/4	4	1		iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
870	1.0	441	436	0	0	2/4	4	1		V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
871	2.0	441	436	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
873	3.0	442	437	1/4	1/4	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
876	2.0	444	439	0	0	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
878	2.0	445	440	0	0	2/4	4	1		V+6/vi		Bb	I		V+6/vi	V	+	6		vi				+	0	0	8, 12, 4		4	8
880	2.0	446	441	0	0	2/4	4	1		V7/ii		Bb	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
882	2.0	447	442	0	0	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
884	2.0	448	443	0	0	2/4	4	1		V/ii		Bb	I		V/ii	V				ii				M	0	0	3, 7, 4		3	3
886	2.0	449	444	0	0	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
888	2.0	450	445	0	0	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
890	2.0	451	446	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
892	1.0	452	447	0	0	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
893	1.0	452	447	1/4	1/4	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
894	2.0	453	448	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
896	0.5	454	449	0	0	2/4	4	1		vi		Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
1793/2	0.5	454	449	1/8	1/8	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
897	1.0	454	449	1/4	1/4	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
898	1.0	455	450	0	0	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
899	0.5	455	450	1/4	1/4	2/4	4	1		viio/IV		Bb	I		viio/IV	vii	o			IV				o	0	0	4, 1, -2		4	4
1799/2	0.5	455	450	3/8	3/8	2/4	4	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
900	1.0	456	451	0	0	2/4	4	1		IV.IV		Bb	IV		IV	IV								M	0	0	-1, 3, 0		-1	-1
901	1.0	456	451	1/4	1/4	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
902	1.0	457	452	0	0	2/4	4	1		I6		Bb	IV		I6	I		6						M	0	0	4, 1, 0		0	4
903	0.5	457	452	1/4	1/4	2/4	4	1		V6		Bb	IV		V6	V		6						M	0	0	5, 2, 1		1	5
1807/2	0.5	457	452	3/8	3/8	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
904	0.5	458	453	0	0	2/4	4	1		vi		Bb	IV		vi	vi								m	0	0	3, 0, 4		3	3
1809/2	0.5	458	453	1/8	1/8	2/4	4	1		V65/V		Bb	IV		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
905	1.0	458	453	1/4	1/4	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
906	0.5	459	454	0	0	2/4	4	1		vi6(2)		Bb	IV		vi6(2)	vi		6	2					m	0	0	0, 4, 5		3	0
1813/2	0.5	459	454	1/8	1/8	2/4	4	1		vi6		Bb	IV		vi6	vi		6						m	0	0	0, 4, 3		3	0
907	1.0	459	454	1/4	1/4	2/4	4	1		V2/vi		Bb	IV		V2/vi	V		2		vi				Mm7	0	0	2, 4, 8, 5		4	2
908	1.0	460	455	0	0	2/4	4	1		vi6	I.ii6	Bb	IV		vi6	vi		6						m	0	0	0, 4, 3		3	0
909	1.0	460	455	1/4	1/4	2/4	4	1		V65/V		Bb	IV		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
910	2.0	461	456	0	0	2/4	4	1		V7		Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
912	0.5	462	457	0	0	2/4	4	1		V65		Bb	IV		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
1825/2	1.5	462	457	1/8	1/8	2/4	4	1		I\\		Bb	IV		I	I							\\	M	0	0	0, 4, 1		0	0
914	2.5	463	458	0	0	2/4	4	1		V2		Bb	IV		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
1833/2	1.5	464	459	1/8	1/8	2/4	4	1		I6		Bb	IV		I6	I		6						M	0	0	4, 1, 0		0	4
918	2.0	465	460	0	0	2/4	4	1		V2		Bb	IV		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
920	0.5	466	461	0	0	2/4	4	1		V43		Bb	IV		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
1841/2	0.5	466	461	1/8	1/8	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
921	0.5	466	461	1/4	1/4	2/4	4	1		V2/IV		Bb	IV		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
1843/2	0.5	466	461	3/8	3/8	2/4	4	1		IV6		Bb	IV		IV6	IV		6						M	0	0	3, 0, -1		-1	3
922	0.5	467	462	0	0	2/4	4	1		iv6		Bb	IV		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
1845/2	0.5	467	462	1/8	1/8	2/4	4	1		V(64)		Bb	IV		V(64)	V			64					M	0	0	1, 0, 4		1	1
923	3.0	467	462	1/4	1/4	2/4	4	1		V7		Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
926	0.5	469	464	0	0	2/4	4	1		V65		Bb	IV		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
1853/2	1.5	469	464	1/8	1/8	2/4	4	1		I\\		Bb	IV		I	I							\\	M	0	0	0, 4, 1		0	0
928	2.0	470	465	0	0	2/4	4	1		V7		Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
930	0.5	471	466	0	0	2/4	4	1		V65		Bb	IV		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
1861/2	1.5	471	466	1/8	1/8	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
932	2.0	472	467	0	0	2/4	4	1		V7		Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
934	1.0	473	468	0	0	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
935	2.0	473	468	1/4	1/4	2/4	4	1		V7		Bb	IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
937	1.0	474	469	1/4	1/4	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
938	1.0	475	470	0	0	2/4	4	1		vi	IV.I	Bb	IV		vi	vi								m	0	0	3, 0, 4		3	3
939	1.0	475	470	1/4	1/4	2/4	4	1		IV		Bb	IV		IV	IV								M	0	0	-1, 3, 0		-1	-1
940	1.0	476	471	0	0	2/4	4	1		ii		Bb	IV		ii	ii								m	0	0	2, -1, 3		2	2
941	2.0	476	471	1/4	1/4	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
943	1.0	477	472	1/4	1/4	2/4	4	1		ii		Bb	IV		ii	ii								m	0	0	2, -1, 3		2	2
944	1.0	478	473	0	0	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
945	2.0	478	473	1/4	1/4	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
947	2.0	479	474	1/4	1/4	2/4	4	1		V7/ii		Bb	IV		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
949	2.0	480	475	1/4	1/4	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
951	1.0	481	476	1/4	1/4	2/4	4	1		I.V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
952	1.0	482	477	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
953	1.5	482	477	1/4	1/4	2/4	4	1		ii		Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
1909/2	0.5	483	478	1/8	1/8	2/4	4	1		V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
955	1.0	483	478	1/4	1/4	2/4	4	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
956	1.0	484	479	0	0	2/4	4	1		vi		Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
957	1.0	484	479	1/4	1/4	2/4	4	1		IV.vi		Bb	IV		vi	vi								m	0	0	3, 0, 4		3	3
958	1.0	485	480	0	0	2/4	4	1		ii		Bb	IV		ii	ii								m	0	0	2, -1, 3		2	2
959	1.0	485	480	1/4	1/4	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
960	1.0	486	481	0	0	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
961	1.0	486	481	1/4	1/4	2/4	4	1		IV		Bb	IV		IV	IV								M	0	0	-1, 3, 0		-1	-1
962	1.0	487	482	0	0	2/4	4	1		V6		Bb	IV		V6	V		6						M	0	0	5, 2, 1		1	5
963	2.0	487	482	1/4	1/4	2/4	4	1		I		Bb	IV		I	I								M	0	0	0, 4, 1		0	0
965	1.5	488	483	1/4	1/4	2/4	4	1		V65/ii		Bb	IV		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
1933/2	0.5	489	484	1/8	1/8	2/4	4	1		V		Bb	IV		V	V								M	0	0	1, 5, 2		1	1
967	2.0	489	484	1/4	1/4	2/4	4	1		V64		Bb	IV		V64	V		64						M	0	0	2, 1, 5		1	2
969	1.0	490	485	1/4	1/4	2/4	4	1		I.V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
970	1.0	491	486	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
971	1.0	491	486	1/4	1/4	2/4	4	1		V43		Bb	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
972	1.0	492	487	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
973	1.0	492	487	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
974	1.0	493	488	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
975	1.0	493	488	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
976	1.0	494	489	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
977	1.0	494	489	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
978	1.0	495	490	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
979	1.0	495	490	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
980	1.0	496	491	0	0	2/4	4	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
981	2.0	496	491	1/4	1/4	2/4	4	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
983	1.0	497	492	1/4	1/4	2/4	4	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
984	2.0	498	493	0	0	2/4	4	1		I\\		Bb	I		I	I							\\	M	0	0	0, 4, 1		0	0
