quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
349/2	0.5	44	44	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	1.0	44	44	3/4	3/4	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
176	0.5	45	45	0	0	4/4	4	1		V.ii		Db	V		ii	ii							m	0	0	2, -1, 3		2	2
353/2	0.5	45	45	1/8	1/8	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
177	1.0	45	45	1/4	1/4	4/4	4	1		I		Db	V		I	I							M	0	0	0, 4, 1		0	0
178	1.0	45	45	1/2	1/2	4/4	4	1		V		Db	V		V	V							M	0	0	1, 5, 2		1	1
179	1.0	45	45	3/4	3/4	4/4	4	1		I.V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	1.0	46	46	0	0	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
181	1.0	46	46	1/4	1/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
182	0.5	46	46	1/2	1/2	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
365/2	0.5	46	46	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
183	3.0	46	46	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
186	1.0	47	47	1/2	1/2	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
187	1.0	47	47	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
188	1.0	48	48	0	0	4/4	4	1		V43/ii		Db	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
189	1.0	48	48	1/4	1/4	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
190	2.0	48	48	1/2	1/2	4/4	4	1		V65/IV		Db	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
192	2.0	49	49	0	0	4/4	4	1		@none		Db	I		@none	@none							m	0	0				
194	1.0	49	49	1/2	1/2	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
195	1.0	49	49	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
196	1.0	50	50	0	0	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
197	1.0	50	50	1/4	1/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
198	0.5	50	50	1/2	1/2	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
397/2	0.5	50	50	5/8	5/8	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
199	0.5	50	50	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
399/2	0.5	50	50	7/8	7/8	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
200	0.5	51	51	0	0	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
401/2	0.5	51	51	1/8	1/8	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
201	0.5	51	51	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
403/2	0.5	51	51	3/8	3/8	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
202	0.5	51	51	1/2	1/2	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
405/2	0.5	51	51	5/8	5/8	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
203	0.5	51	51	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
407/2	0.5	51	51	7/8	7/8	4/4	4	1		I64		Db	I		I64	I		64					M	0	0	1, 0, 4		0	1
204	0.5	52	52	0	0	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
409/2	0.5	52	52	1/8	1/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
205	0.5	52	52	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
411/2	2.5	52	52	3/8	3/8	4/4	4	1		V6/vi		Db	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
208	1.0	53	53	0	0	4/4	4	1		VI.V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
209	1.0	53	53	1/4	1/4	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
210	1.0	53	53	1/2	1/2	4/4	4	1		V43		Db	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
211	0.25	53	53	3/4	3/4	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
845/4	0.25	53	53	13/16	13/16	4/4	4	1		IV6		Db	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
423/2	0.25	53	53	7/8	7/8	4/4	4	1		V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
847/4	0.25	53	53	15/16	15/16	4/4	4	1		V65		Db	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
212	0.25	54	54	0	0	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
849/4	0.25	54	54	1/16	1/16	4/4	4	1		viio6		Db	VI		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
425/2	0.25	54	54	1/8	1/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
851/4	0.25	54	54	3/16	3/16	4/4	4	1		viio43		Db	VI		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
213	0.25	54	54	1/4	1/4	4/4	4	1		viio7(b4)/ii		Db	VI		viio7(b4)/ii	vii	o	7	b4	ii			o7	0	0	0, -8, -6, -9		0	0
853/4	0.25	54	54	5/16	5/16	4/4	4	1		V65/V		Db	VI		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
427/2	0.25	54	54	3/8	3/8	4/4	4	1		V(64)		Db	VI		V(64)	V			64				M	0	0	1, 0, 4		1	1
855/4	0.25	54	54	7/16	7/16	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
214	2.0	54	54	1/2	1/2	4/4	4	1		V(+b9)		Db	VI		V(+b9)	V			+b9				M	0	0	1, 5, 2	-4	1	1
216	2.0	55	55	0	0	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
218	2.0	55	55	1/2	1/2	4/4	4	1		V7/V		Db	VI		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
220	2.0	56	56	0	0	4/4	4	1		V		Db	VI		V	V							M	0	0	1, 5, 2		1	1
222	1.0	56	56	1/2	1/2	4/4	4	1		V(64)		Db	VI		V(64)	V			64				M	0	0	1, 0, 4		1	1
223	1.0	56	56	3/4	3/4	4/4	4	1		V7		Db	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
224	1.0	57	57	0	0	4/4	4	1		I		Db	VI		I	I							M	0	0	0, 4, 1		0	0
225	1.0	57	57	1/4	1/4	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
226	0.5	57	57	1/2	1/2	4/4	4	1		V43		Db	VI		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
453/2	0.5	57	57	5/8	5/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
227	0.5	57	57	3/4	3/4	4/4	4	1		V2		Db	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
455/2	0.5	57	57	7/8	7/8	4/4	4	1		I6		Db	VI		I6	I		6					M	0	0	4, 1, 0		0	4
228	1.0	58	58	0	0	4/4	4	1		vi.iv		Db	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
229	1.0	58	58	1/4	1/4	4/4	4	1		iv6		Db	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
230	0.5	59	58	0	1/2	4/4	4	1		iv6		Db	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
461/2	0.5	59	58	1/8	5/8	4/4	4	1		V7/III		Db	vi		V7/III	V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
231	0.875	59	58	1/4	3/4	4/4	4	1		iv64		Db	vi		iv64	iv		64					m	0	1	0, -1, -4		-1	0
1855/8	0.125	59	58	15/32	31/32	4/4	4	1		i		Db	vi		i	i							m	0	1	0, -3, 1		0	0
232	1.0	60	59	0	0	4/4	4	1		I.V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
233	1.0	60	59	1/4	1/4	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
234	1.0	60	59	1/2	1/2	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
235	1.0	60	59	3/4	3/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
236	1.0	61	60	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
237	1.0	61	60	1/4	1/4	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
238	0.5	61	60	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
477/2	0.5	61	60	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
239	0.25	61	60	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
957/4	0.25	61	60	13/16	13/16	4/4	4	1		vi6		Db	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
479/2	0.5	61	60	7/8	7/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
240	1.0	62	61	0	0	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
241	1.0	62	61	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
242	1.0	62	61	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
243	1.0	62	61	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
244	1.0	63	62	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
245	1.0	63	62	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
246	1.0	63	62	1/2	1/2	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
247	1.0	63	62	3/4	3/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
248	0.5	64	63	0	0	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
497/2	0.5	64	63	1/8	1/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
249	1.0	64	63	1/4	1/4	4/4	4	1		V43/IV		Db	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
250	0.5	64	63	1/2	1/2	4/4	4	1		IV	IV.I	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
501/2	0.5	64	63	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
251	0.5	64	63	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
503/2	0.5	64	63	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
252	1.0	65	64	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
253	1.0	65	64	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
254	1.0	65	64	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
255	1.0	65	64	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
256	1.0	66	65	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
257	1.0	66	65	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
258	1.0	66	65	1/2	1/2	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
259	1.0	66	65	3/4	3/4	4/4	4	1		V\\		Db	I		V	V						\\	M	0	0	1, 5, 2		1	1
260	2.5	67	66	0	0	4/4	4	1		@none		Db	I		@none	@none							m	0	0				
525/2	1.0	68	67	0	0	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
527/2	1.0	68	67	1/4	1/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
529/2	0.5	68	67	1/2	1/2	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
265	0.5	68	67	5/8	5/8	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
531/2	0.5	68	67	3/4	3/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
266	0.5	68	67	7/8	7/8	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
533/2	0.75	69	68	0	0	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
1069/4	0.25	69	68	3/16	3/16	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
535/2	0.5	69	68	1/4	1/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
268	0.5	69	68	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
537/2	0.5	69	68	1/2	1/2	4/4	4	1		ii65		Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
269	0.5	69	68	5/8	5/8	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
539/2	0.5	69	68	3/4	3/4	4/4	4	1		I\\		Db	I		I	I						\\	M	0	0	0, 4, 1		0	0
270	0.5	69	68	7/8	7/8	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
541/2	0.5	70	69	0	0	4/4	4	1		vii		Db	I		vii	vii							m	0	0	5, 2, 6		5	5
271	0.5	70	69	1/8	1/8	4/4	4	1		V/vi		Db	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
543/2	0.5	70	69	1/4	1/4	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
272	0.5	70	69	3/8	3/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
545/2	0.5	70	69	1/2	1/2	4/4	4	1		V6/vi		Db	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
273	0.5	70	69	5/8	5/8	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
547/2	1.0	70	69	3/4	3/4	4/4	4	1		iii.#viio2		Db	iii		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
549/2	1.0	71	70	0	0	4/4	4	1		V7		Db	iii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
551/2	1.0	71	70	1/4	1/4	4/4	4	1		V43/iv		Db	iii		V43/iv	V		43		iv			Mm7	0	1	1, -2, 0, 4		0	1
553/2	1.0	71	70	1/2	1/2	4/4	4	1		viio7/V		Db	iii		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
555/2	1.0	71	70	3/4	3/4	4/4	4	1		#viio43		Db	iii		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
557/2	2.0	72	71	0	0	4/4	4	1		#i.#viio2		Db	#i		#viio2	#vii	o	2					o7	0	1	-4, 5, 2, -1		5	-4
561/2	4.0	72	71	1/2	1/2	4/4	4	1		#viio43		Db	#i		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
569/2	1.0	73	72	1/2	1/2	4/4	4	1		V		Db	#i		V	V							M	0	1	1, 5, 2		1	1
571/2	0.75	73	72	3/4	3/4	4/4	4	1		V7		Db	#i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
1145/4	0.25	73	72	15/16	15/16	4/4	4	1		VI+		Db	#i		VI+	VI	+						+	0	1	-4, 0, 4		-4	-4
573/2	2.0	74	73	0	0	4/4	4	1		I.viio7/V		Db	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
577/2	1.75	74	73	1/2	1/2	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
1161/4	0.25	74	73	15/16	15/16	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
581/2	2.0	75	74	0	0	4/4	4	1		V2(9)		Db	I		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
585/2	2.0	75	74	1/2	1/2	4/4	4	1		V7/vi		Db	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
589/2	2.0	76	75	0	0	4/4	4	1		V7/ii		Db	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
593/2	2.0	76	75	1/2	1/2	4/4	4	1		V7/V		Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
597/2	2.0	77	76	0	0	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
601/2	2.0	77	76	1/2	1/2	4/4	4	1		V7/IV		Db	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
605/2	0.5	78	77	0	0	4/4	4	1		iiio6		Db	I		iiio6	iii	o	6					o	0	0	1, -2, 4		4	1
303	2.0	78	77	1/8	1/8	4/4	4	1		I(64)		Db	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
305	0.5	78	77	5/8	5/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
611/2	1.0	78	77	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
613/2	0.5	79	78	0	0	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
307	0.5	79	78	1/8	1/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
615/2	1.0	79	78	1/4	1/4	4/4	4	1		V(64)		Db	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
617/2	1.0	79	78	1/2	1/2	4/4	4	1		V2		Db	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
619/2	1.0	79	78	3/4	3/4	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
621/2	0.5	80	79	0	0	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
311	0.5	80	79	1/8	1/8	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
623/2	0.5	80	79	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
312	0.5	80	79	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
625/2	0.25	80	79	1/2	1/2	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1251/4	0.25	80	79	9/16	9/16	4/4	4	1		VI64/ii		Db	I		VI64/ii	VI		64		ii			M	0	0	-1, -2, 2		-2	-1
313	0.5	80	79	5/8	5/8	4/4	4	1		V43/ii		Db	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
627/2	0.5	80	79	3/4	3/4	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
314	0.5	80	79	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
629/2	1.0	81	80	0	0	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
631/2	1.0	81	80	1/4	1/4	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
633/2	0.5	81	80	1/2	1/2	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
317	0.5	81	80	5/8	5/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
635/2	0.25	81	80	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
1271/4	0.25	81	80	13/16	13/16	4/4	4	1		vi		Db	I		vi	vi							m	0	0	3, 0, 4		3	3
318	0.5	81	80	7/8	7/8	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
637/2	4.0	82	81	0	0	4/4	4	1		V/ii		Db	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
645/2	0.5	83	82	0	0	4/4	4	1		V/ii		Db	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
323	0.5	83	82	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
647/2	0.5	83	82	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
324	0.5	83	82	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
649/2	0.5	83	82	1/2	1/2	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
325	0.5	83	82	5/8	5/8	4/4	4	1		viio		Db	I		viio	vii	o						o	0	0	5, 2, -1		5	5
651/2	0.25	83	82	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
1303/4	0.25	83	82	13/16	13/16	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
326	0.5	83	82	7/8	7/8	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
653/2	0.5	84	83	0	0	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
327	0.25	84	83	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
1309/4	0.25	84	83	3/16	3/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
655/2	0.5	84	83	1/4	1/4	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
328	0.25	84	83	3/8	3/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
1313/4	0.25	84	83	7/16	7/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
657/2	0.5	84	83	1/2	1/2	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
329	0.25	84	83	5/8	5/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
1317/4	0.25	84	83	11/16	11/16	4/4	4	1		VI6/ii		Db	I		VI6/ii	VI		6		ii			M	0	0	2, -1, -2		-2	2
659/2	0.5	84	83	3/4	3/4	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
330	0.25	84	83	7/8	7/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
1321/4	0.25	84	83	15/16	15/16	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
661/2	0.5	85	84	0	0	4/4	4	1		V6/ii		Db	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
331	0.5	85	84	1/8	1/8	4/4	4	1		ii		Db	I		ii	ii							m	0	0	2, -1, 3		2	2
663/2	0.5	85	84	1/4	1/4	4/4	4	1		V6		Db	I		V6	V		6					M	0	0	5, 2, 1		1	5
332	0.5	85	84	3/8	3/8	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
665/2	0.5	85	84	1/2	1/2	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
333	0.5	85	84	5/8	5/8	4/4	4	1		V65		Db	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
667/2	0.5	85	84	3/4	3/4	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
334	0.5	85	84	7/8	7/8	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
669/2	0.5	86	85	0	0	4/4	4	1		IV6		Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
335	0.5	86	85	1/8	1/8	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
671/2	0.5	86	85	1/4	1/4	4/4	4	1		V		Db	I		V	V							M	0	0	1, 5, 2		1	1
336	0.5	86	85	3/8	3/8	4/4	4	1		#viio7/ii		Db	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
673/2	0.5	86	85	1/2	1/2	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
337	0.5	86	85	5/8	5/8	4/4	4	1		#viio65/ii		Db	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
675/2	0.25	86	85	3/4	3/4	4/4	4	1		ii6		Db	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
1351/4	0.25	86	85	13/16	13/16	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
338	0.25	86	85	7/8	7/8	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
1353/4	0.25	86	85	15/16	15/16	4/4	4	1		V7		Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
677/2	1.0	87	86	0	0	4/4	4	1		I		Db	I		I	I							M	0	0	0, 4, 1		0	0
679/2	1.0	87	86	1/4	1/4	4/4	4	1		IV		Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
681/2	1.0	87	86	1/2	1/2	4/4	4	1		I6		Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
683/2	1.0	87	86	3/4	3/4	4/4	4	1		V43		Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
685/2	1.0	88	87	0	0	4/4	4	1		I[I		Db	I	I	I	I							M	0	0	0, 4, 1		0	0
687/2	1.0	88	87	1/4	1/4	4/4	4	1		V7/IV		Db	I	I	V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
689/2	1.0	88	87	1/2	1/2	4/4	4	1		IV		Db	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
691/2	1.0	88	87	3/4	3/4	4/4	4	1		I6]		Db	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
693/2	2.125	89	88	0	0	4/4	4	1		V2/IV		Db	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
