mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
72	71	0	0	4/4	1	1	I		0	-4.91052	dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
72	71	1/4	1/4	4/4	1	1	I(+6)		0	-4.11739	dcml	Bb	bVI		I(+6)		I			+6			M	0	0	0, 4, 1	3	0	0
72	71	1/2	1/2	4/4	1	1	V64(+2)		-0.210351	-3.3179	dcml	Bb	bVI		V64(+2)		V		64	+2			M	0	0	2, 1, 5	3	1	2
72	71	3/4	3/4	4/4	1	1	V64		0	-3.74934	dcml	Bb	bVI		V64		V		64				M	0	0	2, 1, 5		1	2
73	72	0	0	4/4	1	1	iii		0	-3.93296	dcml	Bb	bVI		iii		iii						m	0	0	4, 1, 5		4	4
73	72	1/4	1/4	4/4	1	1	I6		0	-3.97035	dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
73	72	1/2	1/2	4/4	1	1	V2		-0.109976	-3.73854	dcml	Bb	bVI		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
73	72	3/4	3/4	4/4	1	1	V		0.00960114	-3.55066	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
74	73	0	0	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
74	73	1/2	1/2	4/4	1	1	V6				dcml	Bb	bVI		V6		V		6				M	0	0	5, 2, 1		1	5
75	74	0	0	4/4	1	1	vi		0	-4.17	dcml	Bb	bVI		vi		vi						m	0	0	3, 0, 4		3	3
75	74	1/4	1/4	4/4	1	1	V		-0.0205987	-4.17	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
75	74	1/2	1/2	4/4	1	1	#viio/V		-2.82359	-4.16735	dcml	Bb	bVI		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
75	74	3/4	3/4	4/4	1	1	V2		-0.23095	-4.17	dcml	Bb	bVI		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	0	0	4/4	1	1	I6				dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
76	75	1/4	1/4	4/4	1	1	ii6				dcml	Bb	bVI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
76	75	1/2	1/2	4/4	1	1	V(64)				dcml	Bb	bVI		V(64)		V			64			M	0	0	1, 0, 4		1	1
76	75	3/4	3/4	4/4	1	1	V				dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
77	76	0	0	4/4	1	1	I\\				dcml	Bb	bVI		I		I					\\	M	0	0	0, 4, 1		0	0
77	76	1/4	1/4	4/4	1	1	ii				dcml	Bb	bVI		ii		ii						m	0	0	2, -1, 3		2	2
77	76	1/2	1/2	4/4	1	1	V				dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
77	76	3/4	3/4	4/4	1	1	V65				dcml	Bb	bVI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
78	77	0	0	4/4	1	1	I6				dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
78	77	1/2	1/2	4/4	1	1	V		-0.208954	-4.62784	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
79	78	0	0	4/4	1	1	vi				dcml	Bb	bVI		vi		vi						m	0	0	3, 0, 4		3	3
79	78	1/4	1/4	4/4	1	1	viio7				dcml	Bb	bVI		viio7		vii	o	7				o7	0	0	5, 2, -1, -4		5	5
79	78	1/2	1/2	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
79	78	3/4	3/4	4/4	1	1	V2/vi				dcml	Bb	bVI		V2/vi		V		2		vi		Mm7	0	0	2, 4, 8, 5		4	2
80	79	0	0	4/4	1	1	vi6				dcml	Bb	bVI		vi6		vi		6				m	0	0	0, 4, 3		3	0
80	79	1/4	1/4	4/4	1	1	V/V				dcml	Bb	bVI		V/V		V				V		M	0	0	2, 6, 3		2	2
80	79	1/2	1/2	4/4	1	1	V				dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
80	79	3/4	3/4	4/4	1	1	V6				dcml	Bb	bVI		V6		V		6				M	0	0	5, 2, 1		1	5
81	80	0	0	4/4	1	1	vi				dcml	Bb	bVI		vi		vi						m	0	0	3, 0, 4		3	3
81	80	1/4	1/4	4/4	1	1	V				dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
81	80	1/2	1/2	4/4	1	1	I6				dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
82	81	0	0	4/4	1	1	V64		0	-3.41821	dcml	Bb	bVI		V64		V		64				M	0	0	2, 1, 5		1	2
82	81	1/4	1/4	4/4	1	1	I6				dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
82	81	1/2	1/2	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
82	81	3/4	3/4	4/4	1	1	ii		0	-4.10687	dcml	Bb	bVI		ii		ii						m	0	0	2, -1, 3		2	2
83	82	0	0	4/4	1	1	V65		0.104477	-3.02239	dcml	Bb	bVI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
83	82	1/4	1/4	4/4	1	1	V6/vi		-0.0426799	-4.31023	dcml	Bb	bVI		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
83	82	1/2	1/2	4/4	1	1	vi		-0.104477	-3.23134	dcml	Bb	bVI		vi		vi						m	0	0	3, 0, 4		3	3
83	82	3/4	3/4	4/4	1	1	V6/V		-0.272233	-3.47853	dcml	Bb	bVI		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
84	83	0	0	4/4	1	1	V				dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
84	83	1/4	1/4	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
84	83	1/2	1/2	4/4	1	1	#viio/V		0	-5.02509	dcml	Bb	bVI		#viio/V		#vii	o			V		o	0	0	13, 10, 7		13	13
84	83	3/4	3/4	4/4	1	1	V/iii		0	-3.41821	dcml	Bb	bVI		V/iii		V				iii		M	0	0	5, 9, 6		5	5
85	84	0	0	4/4	1	1	V6/vi				dcml	Bb	bVI		V6/vi		V		6		vi		M	0	0	8, 5, 4		4	8
85	84	1/4	1/4	4/4	1	1	vi				dcml	Bb	bVI		vi		vi						m	0	0	3, 0, 4		3	3
85	84	1/2	1/2	4/4	1	1	IV				dcml	Bb	bVI		IV		IV						M	0	0	-1, 3, 0		-1	-1
85	84	3/4	3/4	4/4	1	1	viio6				dcml	Bb	bVI		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
85	84	7/8	7/8	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
86	85	0	0	4/4	1	1	viio		0.229553	-4.25197	dcml	Bb	bVI		viio		vii	o					o	0	0	5, 2, -1		5	5
86	85	1/8	1/8	4/4	1	1	V43/V		0	-4.23583	dcml	Bb	bVI		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
86	85	1/4	1/4	4/4	1	1	V		-0.104477	-4.06716	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
86	85	3/8	3/8	4/4	1	1	VM2		-1.25002	-5.51495	dcml	Bb	bVI		VM2		V	M	2				MM7	0	0	6, 1, 5, 2		1	6
86	85	1/2	1/2	4/4	1	1	V2		0	-4.58954	dcml	Bb	bVI		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
86	85	5/8	5/8	4/4	1	1	vi43		0.208954	-4.69402	dcml	Bb	bVI		vi43		vi		43				mm7	0	0	4, 1, 3, 0		3	4
86	85	3/4	3/4	4/4	1	1	iii2		0.505344	-6.62662	dcml	Bb	bVI		iii2		iii		2				mm7	0	0	2, 4, 1, 5		4	2
86	85	7/8	7/8	4/4	1	1	IM7		0.714298	-6.84051	dcml	Bb	bVI		IM7		I	M	7				MM7	0	0	0, 4, 1, 5		0	0
87	86	0	0	4/4	1	1	V6		-0.68866	-6.07286	dcml	Bb	bVI		V6		V		6				M	0	0	5, 2, 1		1	5
87	86	1/8	1/8	4/4	1	1	vi7		-0.104477	-6.1567	dcml	Bb	bVI		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
87	86	1/4	1/4	4/4	1	1	V		0.208954	-6.58356	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
87	86	3/8	3/8	4/4	1	1	V6/V		-0.892872	-7.36246	dcml	Bb	bVI		V6/V		V		6		V		M	0	0	6, 3, 2		2	6
87	86	1/2	1/2	4/4	1	1	V2		-0.104477	-6.47013	dcml	Bb	bVI		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
87	86	5/8	5/8	4/4	1	1	V64		-0.73134	-4.69402	dcml	Bb	bVI		V64		V		64				M	0	0	2, 1, 5		1	2
87	86	3/4	3/4	4/4	1	1	I		-0.104477	-4.69402	dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
87	86	7/8	7/8	4/4	1	1	V6		-0.208954	-4.06716	dcml	Bb	bVI		V6		V		6				M	0	0	5, 2, 1		1	5
88	87	0	0	4/4	1	1	I		-0.104477	-3.96268	dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
88	87	1/2	1/2	4/4	1	1	IV		-0.229553	-4.56598	dcml	Bb	bVI		IV		IV						M	0	0	-1, 3, 0		-1	-1
89	88	0	0	4/4	1	1	I6		-0.104477	-4.62926	dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
89	88	1/2	1/2	4/4	1	1	viio6		-0.229553	-5.25464	dcml	Bb	bVI		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
90	89	0	0	4/4	1	1	I		0.313431	-6.52748	dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
90	89	1/2	1/2	4/4	1	1	V43		-0.0205987	-6.54809	dcml	Bb	bVI		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
90	89	3/4	3/4	4/4	1	1	V7		0	-6.67909	dcml	Bb	bVI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
91	90	0	0	4/4	1	1	I\\		0.104477	-6.17137	dcml	Bb	bVI		I		I					\\	M	0	0	0, 4, 1		0	0
91	90	1/4	1/4	4/4	1	1	V2/IV				dcml	Bb	bVI		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
91	90	5/8	5/8	4/4	1	1	IV				dcml	Bb	bVI		IV		IV						M	0	0	-1, 3, 0		-1	-1
92	91	0	0	4/4	1	1	@none				dcml	Bb	bVI		@none		@none						m	0	0				
92	91	1/4	1/4	4/4	1	1	V2/IV		1.56716	-2.60448	dcml	Bb	bVI		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
92	91	5/8	5/8	4/4	1	1	IV				dcml	Bb	bVI		IV		IV						M	0	0	-1, 3, 0		-1	-1
95	94	0	0	4/4	1	1	@none		0.208954	-3.95971	dcml	Bb	bVI		@none		@none						m	0	0				
96	95	1/4	1/4	4/4	1	1	V		0	-3.44029	dcml	Bb	bVI		V		V						M	0	0	1, 5, 2		1	1
96	95	3/4	3/4	4/4	1	1	I		-0.208954	-3.64925	dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
97	96	0	0	3/4	1	1	V6(+4)				dcml	Bb	bVI		V6(+4)		V		6	+4			M	0	0	5, 2, 1	0	1	5
97	96	1/4	1/4	3/4	1	1	V2/IV				dcml	Bb	bVI		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
97	96	1/2	1/2	3/4	1	1	IV6				dcml	Bb	bVI		IV6		IV		6				M	0	0	3, 0, -1		-1	3
98	97	0	0	3/4	1	1	I6				dcml	Bb	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
98	97	1/4	1/4	3/4	1	1	V64				dcml	Bb	bVI		V64		V		64				M	0	0	2, 1, 5		1	2
99	98	1/4	1/4	4/4	1	1	I				dcml	Bb	bVI		I		I						M	0	0	0, 4, 1		0	0
100	99	0	0	3/4	1	1	III.I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
101	100	0	0	3/4	1	1	V6(+4)		-1.88059	-2.60448	dcml	Bb	III		V6(+4)		V		6	+4			M	0	0	5, 2, 1	0	1	5
101	100	1/4	1/4	3/4	1	1	V2/IV				dcml	Bb	III		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
101	100	1/2	1/2	3/4	1	1	I6				dcml	Bb	III		I6		I		6				M	0	0	4, 1, 0		0	4
101	100	5/8	5/8	3/4	1	1	viio				dcml	Bb	III		viio		vii	o					o	0	0	5, 2, -1		5	5
102	101	0	0	3/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
102	101	1/4	1/4	3/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
103	102	0	0	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
104	103	5/8	5/8	3/4	1	1	viio				dcml	Bb	III		viio		vii	o					o	0	0	5, 2, -1		5	5
105	104	0	0	3/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
105	104	1/4	1/4	3/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
105	104	5/8	5/8	3/4	1	1	viio		0	-1.97761	dcml	Bb	III		viio		vii	o					o	0	0	5, 2, -1		5	5
106	105	0	0	3/4	1	1	V65		0.104477	-1.76866	dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
106	105	1/4	1/4	3/4	1	1	I		0	-1.87314	dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
106	105	5/8	5/8	3/4	1	1	viio		0	-1.1418	dcml	Bb	III		viio		vii	o					o	0	0	5, 2, -1		5	5
107	106	0	0	4/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
107	106	1/4	1/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
107	106	1/2	1/2	4/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
107	106	3/4	3/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
108	107	0	0	4/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
108	107	1/4	1/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
108	107	1/2	1/2	4/4	1	1	V65				dcml	Bb	III		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
108	107	3/4	3/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
109	108	0	0	4/4	1	1	I64				dcml	Bb	III		I64		I		64				M	0	0	1, 0, 4		0	1
109	108	1/4	1/4	4/4	1	1	I6				dcml	Bb	III		I6		I		6				M	0	0	4, 1, 0		0	4
109	108	1/2	1/2	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
109	108	3/4	3/4	4/4	1	1	I6				dcml	Bb	III		I6		I		6				M	0	0	4, 1, 0		0	4
110	109	1/4	1/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
110	109	1/2	1/2	4/4	1	1	I64				dcml	Bb	III		I64		I		64				M	0	0	1, 0, 4		0	1
110	109	3/4	3/4	4/4	1	1	I				dcml	Bb	III		I		I						M	0	0	0, 4, 1		0	0
111	110	0	0	4/4	1	1	IV6		0	-1.45523	dcml	Bb	III		IV6		IV		6				M	0	0	3, 0, -1		-1	3
111	110	1/4	1/4	4/4	1	1	V2/IV		0	-1.66418	dcml	Bb	III		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
111	110	1/2	1/2	4/4	1	1	IV6		0.104477	-1.87314	dcml	Bb	III		IV6		IV		6				M	0	0	3, 0, -1		-1	3
111	110	3/4	3/4	4/4	1	1	V2/IV		0	-1.55971	dcml	Bb	III		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
112	111	0	0	4/4	1	1	IV6		0	-1.66418	dcml	Bb	III		IV6		IV		6				M	0	0	3, 0, -1		-1	3
112	111	1/4	1/4	4/4	1	1	V2/IV		0	-1.76866	dcml	Bb	III		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
112	111	1/2	1/2	4/4	1	1	IV6		0	-2.08209	dcml	Bb	III		IV6		IV		6				M	0	0	3, 0, -1		-1	3
112	111	3/4	3/4	4/4	1	1	V2/IV		0.104477	-2.08209	dcml	Bb	III		V2/IV		V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
113	112	0	0	4/4	1	1	VI.V2(4)		0.208954	-3.93912	dcml	Bb	VI		V2(4)		V		2	4			Mm7	0	0	-1, 1, 0, 2		1	-1
113	112	1/4	1/4	4/4	1	1	V		0.938816	-3.84807	dcml	Bb	VI		V		V						M	0	0	1, 5, 2		1	1
113	112	1/2	1/2	4/4	1	1	V2(4)				dcml	Bb	VI		V2(4)		V		2	4			Mm7	0	0	-1, 1, 0, 2		1	-1
113	112	3/4	3/4	4/4	1	1	V				dcml	Bb	VI		V		V						M	0	0	1, 5, 2		1	1
114	113	0	0	4/4	1	1	ii6				dcml	Bb	VI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
114	113	1/4	1/4	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
114	113	1/2	1/2	4/4	1	1	ii6				dcml	Bb	VI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
114	113	3/4	3/4	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
115	114	1/4	1/4	4/4	1	1	I\\				dcml	Bb	VI		I		I					\\	M	0	0	0, 4, 1		0	0
115	114	1/2	1/2	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
115	114	3/4	3/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
116	115	0	0	4/4	1	1	I6(+4)		-1.3582	-3.66837	dcml	Bb	VI		I6(+4)		I		6	+4			M	0	0	4, 1, 0	-1	0	4
116	115	1/4	1/4	4/4	1	1	V7		0.0205987	-3.14598	dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
116	115	1/2	1/2	4/4	1	1	V(64)		-1.88059	-2.5	dcml	Bb	VI		V(64)		V			64			M	0	0	1, 0, 4		1	1
116	115	3/4	3/4	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
117	116	0	0	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
117	116	1/4	1/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
117	116	1/2	1/2	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
117	116	3/4	3/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
118	117	0	0	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
118	117	1/4	1/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
118	117	1/2	1/2	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
118	117	3/4	3/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
119	118	0	0	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
119	118	1/4	1/4	4/4	1	1	I64				dcml	Bb	VI		I64		I		64				M	0	0	1, 0, 4		0	1
119	118	1/2	1/2	4/4	1	1	I6				dcml	Bb	VI		I6		I		6				M	0	0	4, 1, 0		0	4
119	118	3/4	3/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
120	119	0	0	4/4	1	1	I6				dcml	Bb	VI		I6		I		6				M	0	0	4, 1, 0		0	4
120	119	1/4	1/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
121	120	0	0	4/4	1	1	viio(2)				dcml	Bb	VI		viio(2)		vii	o		2			o	0	0	0, 2, -1		5	0
121	120	1/4	1/4	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
121	120	1/2	1/2	4/4	1	1	V65(4)				dcml	Bb	VI		V65(4)		V		65	4			Mm7	0	0	0, 2, -1, 1		1	0
121	120	3/4	3/4	4/4	1	1	V65				dcml	Bb	VI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
122	121	0	0	4/4	1	1	V7		0.459107	-4.10687	dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
123	122	0	0	4/4	1	1	I(74)				dcml	Bb	VI		I(74)		I			74			M	0	0	0, -1, 1	5	0	0
123	122	1/4	1/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
123	122	1/2	1/2	4/4	1	1	vi7		0	-3.64537	dcml	Bb	VI		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
123	122	3/4	3/4	4/4	1	1	V7		0	-2.91791	dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
124	123	0	0	4/4	1	1	I(74)				dcml	Bb	VI		I(74)		I			74			M	0	0	0, -1, 1	5	0	0
124	123	1/4	1/4	4/4	1	1	I				dcml	Bb	VI		I		I						M	0	0	0, 4, 1		0	0
124	123	1/2	1/2	4/4	1	1	vi7		0.166274	-3.83464	dcml	Bb	VI		vi7		vi		7				mm7	0	0	3, 0, 4, 1		3	3
124	123	3/4	3/4	4/4	1	1	V7				dcml	Bb	VI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
125	124	0	0	4/4	1	1	ii.#viio64(2)		-4.38804	-2.29105	dcml	Bb	ii		#viio64(2)		#vii	o	64	2			o	0	1	-1, 0, 2		5	-1
125	124	1/4	1/4	4/4	1	1	#viio6				dcml	Bb	ii		#viio6		#vii	o	6				o	0	1	2, -1, 5		5	2
125	124	1/2	1/2	4/4	1	1	#viio64(2)		-2.82088	-2.39552	dcml	Bb	ii		#viio64(2)		#vii	o	64	2			o	0	1	-1, 0, 2		5	-1
125	124	3/4	3/4	4/4	1	1	V43				dcml	Bb	ii		V43		V		43				Mm7	0	1	2, -1, 1, 5		1	2
126	125	0	0	4/4	1	1	i(9)		-1.3376	-3.68381	dcml	Bb	ii		i(9)		i			9			m	0	1	0, -3, 1	2	0	0
126	125	1/4	1/4	4/4	1	1	V(4)		-0.104477	-6.02327	dcml	Bb	ii		V(4)		V			4			M	0	1	1, 0, 2		1	1
126	125	1/2	1/2	4/4	1	1	V(+6)		-0.417909	-6.71684	dcml	Bb	ii		V(+6)		V			+6			M	0	1	1, 5, 2	-3	1	1
126	125	3/4	3/4	4/4	1	1	V(4)		0.522386	-6.48901	dcml	Bb	ii		V(4)		V			4			M	0	1	1, 0, 2		1	1
127	126	0	0	4/4	1	1	i(9)		0	-6.40241	dcml	Bb	ii		i(9)		i			9			m	0	1	0, -3, 1	2	0	0
127	126	1/4	1/4	4/4	1	1	V7(4)		0.104477	-6.86412	dcml	Bb	ii		V7(4)		V		7	4			Mm7	0	1	1, 0, 2, -1		1	1
127	126	1/2	1/2	4/4	1	1	V(+6)		-0.417909	-6.77853	dcml	Bb	ii		V(+6)		V			+6			M	0	1	1, 5, 2	-3	1	1
127	126	3/4	3/4	4/4	1	1	V(64)		0	-5.00745	dcml	Bb	ii		V(64)		V			64			M	0	1	1, 0, -3		1	1
128	127	0	0	4/4	1	1	i6(2)				dcml	Bb	ii		i6(2)		i		6	2			m	0	1	-3, 1, 2		0	-3
128	127	1/4	1/4	4/4	1	1	i64				dcml	Bb	ii		i64		i		64				m	0	1	1, 0, -3		0	1
128	127	1/2	1/2	4/4	1	1	i6(2)				dcml	Bb	ii		i6(2)		i		6	2			m	0	1	-3, 1, 2		0	-3
128	127	3/4	3/4	4/4	1	1	i64				dcml	Bb	ii		i64		i		64				m	0	1	1, 0, -3		0	1
129	128	0	0	4/4	1	1	i6(2)				dcml	Bb	ii		i6(2)		i		6	2			m	0	1	-3, 1, 2		0	-3
129	128	1/4	1/4	4/4	1	1	V7(4)				dcml	Bb	ii		V7(4)		V		7	4			Mm7	0	1	1, 0, 2, -1		1	1
129	128	1/2	1/2	4/4	1	1	i6				dcml	Bb	ii		i6		i		6				m	0	1	-3, 1, 0		0	-3
129	128	3/4	3/4	4/4	1	1	i64				dcml	Bb	ii		i64		i		64				m	0	1	1, 0, -3		0	1
130	129	0	0	4/4	1	1	V.V6(9)		-2.2985	-3.27105	dcml	Bb	V		V6(9)		V		6	9			M	0	0	5, 2, 1	3	1	5
130	129	1/4	1/4	4/4	1	1	V6		-0.208954	-3.34925	dcml	Bb	V		V6		V		6				M	0	0	5, 2, 1		1	5
130	129	1/2	1/2	4/4	1	1	V6(2)				dcml	Bb	V		V6(2)		V		6	2			M	0	0	5, 2, 3		1	5
130	129	3/4	3/4	4/4	1	1	V6				dcml	Bb	V		V6		V		6				M	0	0	5, 2, 1		1	5
131	130	0	0	4/4	1	1	V(9)				dcml	Bb	V		V(9)		V			9			M	0	0	1, 5, 2	3	1	1
131	130	1/4	1/4	4/4	1	1	V				dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
131	130	1/2	1/2	4/4	1	1	V6(9)		0	-3.63288	dcml	Bb	V		V6(9)		V		6	9			M	0	0	5, 2, 1	3	1	5
131	130	3/4	3/4	4/4	1	1	V				dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
132	131	0	0	4/4	1	1	V				dcml	Bb	V		V		V						M	0	0	1, 5, 2		1	1
132	131	1/4	1/4	4/4	1	1	V6				dcml	Bb	V		V6		V		6				M	0	0	5, 2, 1		1	5
132	131	1/2	1/2	4/4	1	1	I.ii				dcml	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
132	131	3/4	3/4	4/4	1	1	ii6				dcml	Bb	I		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
133	132	0	0	4/4	1	1	ii		0	-5.4842	dcml	Bb	I		ii		ii						m	0	0	2, -1, 3		2	2
133	132	3/4	3/4	4/4	1	1	V7		0.104477	-6.05222	dcml	Bb	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
134	133	1/4	1/4	4/4	1	1	V43		0.104477	-7.66	dcml	Bb	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
134	133	1/2	1/2	4/4	1	1	V7(6)		-1.46268	-7.66	dcml	Bb	I		V7(6)		V		7	6			Mm7	0	0	1, 5, 4, -1		1	1
134	133	5/8	5/8	4/4	1	1	V2		0.208954	-7.66217	dcml	Bb	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
134	133	3/4	3/4	4/4	1	1	I6		-0.208954	-7.66	dcml	Bb	I		I6		I		6				M	0	0	4, 1, 0		0	4
134	133	7/8	7/8	4/4	1	1	I6(+62)		0	-7.66	dcml	Bb	I		I6(+62)		I		6	+62			M	0	0	4, 1, 2	3	0	4
135	134	0	0	4/4	1	1	I		0.145676	-5.6777	dcml	Bb	I		I		I						M	0	0	0, 4, 1		0	0
