quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	regex_match	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
296	1.0	111	103	0	0	3/4	4	1		1	V65	dcml	e	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
297	1.0	111	103	1/4	1/4	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
298	1.0	111	103	1/2	1/2	3/4	4	1		1	V7	dcml	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
299	1.0	112	104	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
300	3.0	112	104	1/4	1/4	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
303	1.0	113	105	1/4	1/4	3/4	4	1		1	IV	dcml	e	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
304	1.0	113	105	1/2	1/2	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
305	1.0	114	106	0	0	3/4	4	1		1	ii7	dcml	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
306	2.0	114	106	1/4	1/4	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
308	2.0	115	107	0	0	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
310	1.0	115	107	1/2	1/2	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
311	3.0	116	108	0	0	3/4	4	1		1	ii7	dcml	e	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
314	3.0	117	109	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
317	1.0	118	110	0	0	3/4	4	1		1	I(9)	dcml	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
318	1.0	118	110	1/4	1/4	3/4	4	1		1	I64(9)	dcml	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
319	2.0	118	110	1/2	1/2	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
321	1.0	119	111	1/4	1/4	3/4	4	1		1	V7(4)	dcml	e	I		V7(4)	V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
322	1.0	119	111	1/2	1/2	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
323	1.0	120	112	0	0	3/4	4	1		1	I(9)	dcml	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
324	1.0	120	112	1/4	1/4	3/4	4	1		1	I64	dcml	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
325	1.0	120	112	1/2	1/2	3/4	4	1		1	I(9)	dcml	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
326	3.0	121	113	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
329	3.0	122	114	0	0	3/4	4	1		1	I(9)	dcml	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
332	3.0	123	115	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
335	2.0	124	116	0	0	3/4	4	1		1	I(9)	dcml	e	I		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
337	1.0	124	116	1/2	1/2	3/4	4	1		1	I64	dcml	e	I		I64	I		64					M	1	0	1, 0, 4		0	1
338	1.0	125	117	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
339	4.0	125	117	1/4	1/4	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
343	1.0	126	118	1/2	1/2	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
344	1.0	127	119	0	0	3/4	4	1		1	vi	dcml	e	I		vi	vi							m	1	0	3, 0, 4		3	3
345	1.0	127	119	1/4	1/4	3/4	4	1		1	viio7/vi	dcml	e	I		viio7/vi	vii	o	7		vi			o7	1	0	1, -2, -5, -8		1	1
346	1.0	127	119	1/2	1/2	3/4	4	1		1	vi	dcml	e	I		vi	vi							m	1	0	3, 0, 4		3	3
347	1.0	128	120	0	0	3/4	4	1		1	viio	dcml	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
348	1.0	128	120	1/4	1/4	3/4	4	1		1	vi6	dcml	e	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
349	1.0	128	120	1/2	1/2	3/4	4	1		1	viio	dcml	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
350	1.0	129	121	0	0	3/4	4	1		1	vi	dcml	e	I		vi	vi							m	1	0	3, 0, 4		3	3
351	1.0	129	121	1/4	1/4	3/4	4	1		1	I64(9)	dcml	e	I		I64(9)	I		64	9				M	1	0	1, 0, 4	2	0	1
352	1.0	129	121	1/2	1/2	3/4	4	1		1	IV7	dcml	e	I		IV7	IV		7					Mm7	1	0	-1, 3, 0, -3		-1	-1
353	3.0	130	122	0	0	3/4	4	1		1	V2	dcml	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
356	1.0	131	123	0	0	3/4	4	1		1	I6	dcml	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
357	1.0	131	123	1/4	1/4	3/4	4	1		1	V43	dcml	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
358	1.0	131	123	1/2	1/2	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
359	1.0	132	124	0	0	3/4	4	1		1	viio	dcml	e	I		viio	vii	o						o	1	0	5, 2, -1		5	5
360	1.0	132	124	1/4	1/4	3/4	4	1		1	IV(6)	dcml	e	I		IV(6)	IV			6				M	1	0	-1, 3, 2		-1	-1
361	1.0	132	124	1/2	1/2	3/4	4	1		1	V65(4)	dcml	e	I		V65(4)	V		65	4				Mm7	1	0	0, 2, -1, 1		1	0
362	2.0	133	125	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
364	1.0	133	125	1/2	1/2	3/4	4	1		1	vi	dcml	e	I		vi	vi							m	1	0	3, 0, 4		3	3
365	3.0	134	126	0	0	3/4	4	1		1	V7	dcml	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
368	4.0	135	127	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
372	2.0	136	128	1/4	1/4	3/4	4	1		1	V43	dcml	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
374	4.0	137	129	0	0	3/4	4	1		1	I	dcml	e	I		I	I							M	1	0	0, 4, 1		0	0
378	2.0	138	130	1/4	1/4	3/4	4	1		1	V43	dcml	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
380	6.0	139	131	0	0	3/4	4	1		1	i	dcml	e	I		i	i							m	1	0	0, -3, 1		0	0
386	1.0	141	133	0	0	3/4	4	1		1	i\\	dcml	e	I		i	i						\\	m	1	0	0, -3, 1		0	0
387	5.0	141	133	1/4	1/4	3/4	4	1		1	i	dcml	e	I		i	i							m	1	0	0, -3, 1		0	0
