mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
103	103	0	0	4/4	1	1	V65			dcml	Eb	VI		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
103	103	1/2	1/2	4/4	1	1	V2			dcml	Eb	VI		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
104	104	0	0	4/4	1	1	I6			dcml	Eb	VI		I6	I		6				M	0	0	4, 1, 0		0	4
104	104	1/2	1/2	4/4	1	1	ii64			dcml	Eb	VI		ii64	ii		64				m	0	0	3, 2, -1		2	3
104	104	7/8	7/8	4/4	1	1	V65			dcml	Eb	VI		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
105	105	0	0	4/4	1	1	I			dcml	Eb	VI		I	I						M	0	0	0, 4, 1		0	0
105	105	1/4	1/4	4/4	1	1	V			dcml	Eb	VI		V	V						M	0	0	1, 5, 2		1	1
105	105	1/2	1/2	4/4	1	1	V2	0.0750724	-2.57291	dcml	Eb	VI		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
105	105	7/8	7/8	4/4	1	1	V			dcml	Eb	VI		V	V						M	0	0	1, 5, 2		1	1
106	106	0	0	4/4	1	1	I6			dcml	Eb	VI		I6	I		6				M	0	0	4, 1, 0		0	4
106	106	3/8	3/8	4/4	1	1	V7	-0.118891	-3.45113	dcml	Eb	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
106	106	1/2	1/2	4/4	1	1	ii64	-0.118891	-3.45113	dcml	Eb	VI		ii64	ii		64				m	0	0	3, 2, -1		2	3
106	106	7/8	7/8	4/4	1	1	V65			dcml	Eb	VI		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
107	107	0	0	4/4	1	1	I			dcml	Eb	VI		I	I						M	0	0	0, 4, 1		0	0
107	107	3/8	3/8	4/4	1	1	V2/IV			dcml	Eb	VI		V2/IV	V		2		IV		Mm7	0	0	-2, 0, 4, 1		0	-2
107	107	1/2	1/2	4/4	1	1	IV6			dcml	Eb	VI		IV6	IV		6				M	0	0	3, 0, -1		-1	3
107	107	7/8	7/8	4/4	1	1	IV			dcml	Eb	VI		IV	IV						M	0	0	-1, 3, 0		-1	-1
108	108	0	0	4/4	1	1	I6	0	-3.34506	dcml	Eb	VI		I6	I		6				M	0	0	4, 1, 0		0	4
108	108	3/8	3/8	4/4	1	1	I			dcml	Eb	VI		I	I						M	0	0	0, 4, 1		0	0
108	108	1/2	1/2	4/4	1	1	V7			dcml	Eb	VI		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
109	109	0	0	4/4	1	1	I\\			dcml	Eb	VI		I	I					\\	M	0	0	0, 4, 1		0	0
110	110	0	0	4/4	1	1	I6			dcml	Eb	VI		I6	I		6				M	0	0	4, 1, 0		0	4
111	111	0	0	4/4	1	1	I64			dcml	Eb	VI		I64	I		64				M	0	0	1, 0, 4		0	1
112	112	0	0	4/4	1	1	V7/IV	-0.409791	-3.72937	dcml	Eb	VI		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
113	113	0	0	4/4	1	1	iv64			dcml	Eb	VI		iv64	iv		64				m	0	0	0, -1, -4		-1	0
114	114	0	0	4/4	1	1	viio7/biii			dcml	Eb	VI		viio7/biii	vii	o	7		biii		o7	0	0	-5, -8, -11, -14		-5	-5
115	115	0	0	4/4	1	1	V65/biii			dcml	Eb	VI		V65/biii	V		65		biii		Mm7	0	0	2, -1, -4, -2		-2	2
116	116	0	0	4/4	1	1	.biii			dcml	Eb	VI		biii	biii						m	0	0	-3, -6, -2		-3	-3
117	117	0	0	4/4	1	1	V43/biii			dcml	Eb	VI		V43/biii	V		43		biii		Mm7	0	0	-1, -4, -2, 2		-2	-1
118	118	0	0	4/4	1	1	.biii6			dcml	Eb	VI		biii6	biii		6				m	0	0	-6, -2, -3		-3	-6
119	119	0	0	4/4	1	1	V/biii			dcml	Eb	VI		V/biii	V				biii		M	0	0	-2, 2, -1		-2	-2
120	120	0	0	4/4	1	1	.biii			dcml	Eb	VI		biii	biii						m	0	0	-3, -6, -2		-3	-3
121	121	0	0	4/4	1	1	V/biii			dcml	Eb	VI		V/biii	V				biii		M	0	0	-2, 2, -1		-2	-2
122	122	0	0	4/4	1	1	viio7/bVII			dcml	Eb	VI		viio7/bVII	vii	o	7		bVII		o7	0	0	3, 0, -3, -6		3	3
123	123	0	0	4/4	1	1	I.V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
129	129	0	0	4/4	1	1	V65			dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
130	130	0	0	4/4	1	1	V43			dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
131	131	0	0	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
132	132	0	0	4/4	1	1	V65			dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
133	133	0	0	4/4	1	1	V43			dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
134	134	1/2	1/2	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
138	138	0	0	4/4	1	1	V43			dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
138	138	1/2	1/2	4/4	1	1	V7	0	-4.03563	dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
139	139	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
140	140	0	0	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
141	141	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
141	141	1/2	1/2	4/4	1	1	V43	0	-3.49805	dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
142	142	0	0	4/4	1	1	I[I	0	-3.69766	dcml	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
142	142	1/2	1/2	4/4	1	1	I6	0	-3.19863	dcml	Eb	I	I	I6	I		6				M	0	0	4, 1, 0		0	4
142	142	3/4	3/4	4/4	1	1	V65/IV			dcml	Eb	I	I	V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
143	143	0	0	4/4	1	1	IV			dcml	Eb	I	I	IV	IV						M	0	0	-1, 3, 0		-1	-1
143	143	1/2	1/2	4/4	1	1	IV6			dcml	Eb	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
144	144	0	0	4/4	1	1	V65			dcml	Eb	I	I	V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
144	144	1/2	1/2	4/4	1	1	V7	0	-2.95366	dcml	Eb	I	I	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
145	145	0	0	4/4	1	1	I(#2)	0	-3.31658	dcml	Eb	I	I	I(#2)	I			#2			M	0	0	0, 9, 1		0	0
145	145	1/4	1/4	4/4	1	1	I]			dcml	Eb	I	I	I	I						M	0	0	0, 4, 1		0	0
145	145	1/2	1/2	4/4	1	1	V7	0.178852	-2.76828	dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
146	146	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
146	146	1/2	1/2	4/4	1	1	V65/IV	0	-4.60701	dcml	Eb	I		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
147	147	0	0	4/4	1	1	IV	-0.475566	-3.80781	dcml	Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
147	147	1/2	1/2	4/4	1	1	ii7	0	-4.54895	dcml	Eb	I		ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
148	148	0	0	4/4	1	1	ii65	0.614686	-3.72937	dcml	Eb	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
148	148	1/2	1/2	4/4	1	1	V	0	-4.41027	dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
149	149	0	0	4/4	1	1	I	0	-7.41044	dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
149	149	1/2	1/2	4/4	1	1	V6	0.204895	-7.88879	dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
150	150	0	0	4/4	1	1	I6	0.204895	-8.29937	dcml	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
150	150	1/2	1/2	4/4	1	1	V43	-0.204895	-8.16343	dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
151	151	0	0	4/4	1	1	V(64)	0	-6.73268	dcml	Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
151	151	1/2	1/2	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
152	152	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
152	152	1/2	1/2	4/4	1	1	viio6			dcml	Eb	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
153	153	0	0	4/4	1	1	viio65/ii			dcml	Eb	I		viio65/ii	vii	o	65		ii		o7	0	0	-3, -6, -9, 0		0	-3
154	154	0	0	4/4	1	1	V7/ii			dcml	Eb	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
154	154	1/2	1/2	4/4	1	1	ii			dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
155	155	0	0	4/4	1	1	V65			dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
155	155	1/4	1/4	4/4	1	1	V43			dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
155	155	1/2	1/2	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
155	155	3/4	3/4	4/4	1	1	ii65			dcml	Eb	I		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
156	156	0	0	4/4	1	1	V(64)			dcml	Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
156	156	1/2	1/2	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
156	156	7/8	7/8	4/4	1	1	V\\			dcml	Eb	I		V	V					\\	M	0	0	1, 5, 2		1	1
157	157	0	0	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
158	158	0	0	4/4	1	1	V43/iii			dcml	Eb	I		V43/iii	V		43		iii		Mm7	0	0	6, 3, 5, 9		5	6
158	158	1/2	1/2	4/4	1	1	V7/vi	0	-3.88282	dcml	Eb	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
159	159	0	0	4/4	1	1	vi			dcml	Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
159	159	1/2	1/2	4/4	1	1	iv%43			dcml	Eb	I		iv%43	iv	%	43				%7	0	0	5, -3, -1, -2		-1	5
160	160	0	0	4/4	1	1	V(64)/iii	0.118891	-3.80781	dcml	Eb	I		V(64)/iii	V			64	iii		M	0	0	5, 4, 1		5	5
160	160	1/2	1/2	4/4	1	1	V7/iii	0.118891	-3.57002	dcml	Eb	I		V7/iii	V		7		iii		Mm7	0	0	5, 9, 6, 3		5	5
161	161	0	0	4/4	1	1	iii			dcml	Eb	I		iii	iii						m	0	0	4, 1, 5		4	4
162	162	0	0	4/4	1	1	V7/iii			dcml	Eb	I		V7/iii	V		7		iii		Mm7	0	0	5, 9, 6, 3		5	5
162	162	1/2	1/2	4/4	1	1	V7/vi			dcml	Eb	I		V7/vi	V		7		vi		Mm7	0	0	4, 8, 5, 2		4	4
163	163	0	0	4/4	1	1	vi			dcml	Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
163	163	1/2	1/2	4/4	1	1	vii%65	-1.93006	-3.06915	dcml	Eb	I		vii%65	vii	%	65				%7	0	0	4, 11, 3, 5		5	4
163	163	3/4	3/4	4/4	1	1	vii%43	0.0328878	-2.69224	dcml	Eb	I		vii%43	vii	%	43				%7	0	0	11, 3, 5, 4		5	11
164	164	0	0	4/4	1	1	V(64)/vi			dcml	Eb	I		V(64)/vi	V			64	vi		M	0	0	4, 3, 0		4	4
164	164	1/2	1/2	4/4	1	1	V/vi			dcml	Eb	I		V/vi	V				vi		M	0	0	4, 8, 5		4	4
165	165	0	0	4/4	1	1	vi			dcml	Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
165	165	1/2	1/2	4/4	1	1	VI2/ii			dcml	Eb	I		VI2/ii	VI		2		ii		Mm7	0	0	-4, -2, 2, -1		-2	-4
166	166	0	0	4/4	1	1	iio/ii			dcml	Eb	I		iio/ii	ii	o			ii		o	0	0	4, 1, -2		4	4
166	166	1/2	1/2	4/4	1	1	V2/ii			dcml	Eb	I		V2/ii	V		2		ii		Mm7	0	0	1, 3, 7, 4		3	1
167	167	0	0	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
167	167	1/2	1/2	4/4	1	1	V2			dcml	Eb	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
168	168	0	0	4/4	1	1	V.IV6	0	-5.02456	dcml	Eb	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
168	168	1/4	1/4	4/4	1	1	iv6	0.237783	-4.84777	dcml	Eb	V		iv6	iv		6				m	0	0	-4, 0, -1		-1	-4
168	168	1/2	1/2	4/4	1	1	V7	0.135945	-4.82084	dcml	Eb	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
169	169	0	0	4/4	1	1	I	0	-3.68891	dcml	Eb	V		I	I						M	0	0	0, 4, 1		0	0
169	169	1/2	1/2	4/4	1	1	I.viio2	-0.0328878	-0.751998	dcml	Eb	I		viio2	vii	o	2				o7	0	0	-4, 5, 2, -1		5	-4
170	170	1/2	1/2	4/4	1	1	viio65/V			dcml	Eb	I		viio65/V	vii	o	65		V		o7	0	0	3, 0, -3, 6		6	3
171	171	0	0	4/4	1	1	V	0	-3.29844	dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
171	171	1/2	1/2	4/4	1	1	viio43			dcml	Eb	I		viio43	vii	o	43				o7	0	0	-1, -4, 5, 2		5	-1
173	173	0	0	4/4	1	1	viio7/V			dcml	Eb	I		viio7/V	vii	o	7		V		o7	0	0	6, 3, 0, -3		6	6
174	174	0	0	4/4	1	1	V2(9)			dcml	Eb	I		V2(9)	V		2	9			Mm7	0	0	-1, 1, 5, 2	3	1	-1
174	174	5/8	5/8	4/4	1	1	V2			dcml	Eb	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
174	174	7/8	7/8	4/4	1	1	#viio6/ii	-2.45874	-2.7049	dcml	Eb	I		#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
175	175	0	0	4/4	1	1	ii	1.02448	-2.7049	dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
175	175	1/8	1/8	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
175	175	1/2	1/2	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
175	175	3/4	3/4	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
176	176	0	0	4/4	1	1	I\\			dcml	Eb	I		I	I					\\	M	0	0	0, 4, 1		0	0
176	176	5/8	5/8	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
176	176	7/8	7/8	4/4	1	1	vii/ii			dcml	Eb	I		vii/ii	vii				ii		m	0	0	0, -3, 1		0	0
177	177	0	0	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
177	177	1/4	1/4	4/4	1	1	V65			dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
177	177	1/2	1/2	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
177	177	3/4	3/4	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
178	178	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
181	181	0	0	4/4	1	1	I6			dcml	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
181	181	1/2	1/2	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	4/4	1	1	I6	0.118891	-4.57916	dcml	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
182	182	1/2	1/2	4/4	1	1	I	0	-6.53117	dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
182	182	3/4	3/4	4/4	1	1	vi	-0.204895	-5.45364	dcml	Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
183	183	0	0	4/4	1	1	V65/V	0	-4.23421	dcml	Eb	I		V65/V	V		65		V		Mm7	0	0	6, 3, 0, 2		2	6
183	183	1/2	1/2	4/4	1	1	vii%65			dcml	Eb	I		vii%65	vii	%	65				%7	0	0	4, 11, 3, 5		5	4
183	183	3/4	3/4	4/4	1	1	V2			dcml	Eb	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
184	184	0	0	4/4	1	1	I6			dcml	Eb	I		I6	I		6				M	0	0	4, 1, 0		0	4
184	184	3/4	3/4	4/4	1	1	iio/ii			dcml	Eb	I		iio/ii	ii	o			ii		o	0	0	4, 1, -2		4	4
185	185	0	0	4/4	1	1	V65/ii			dcml	Eb	I		V65/ii	V		65		ii		Mm7	0	0	7, 4, 1, 3		3	7
186	186	0	0	4/4	1	1	ii(94)			dcml	Eb	I		ii(94)	ii			94			m	0	0	2, 1, 3	4	2	2
186	186	1/4	1/4	4/4	1	1	ii			dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
187	187	0	0	4/4	1	1	V43	0	-4.64081	dcml	Eb	I		V43	V		43				Mm7	0	0	2, -1, 1, 5		1	2
187	187	1/2	1/2	4/4	1	1	V65	0	-4.86616	dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
188	188	0	0	4/4	1	1	I(4)	0	-3.73942	dcml	Eb	I		I(4)	I			4			M	0	0	0, -1, 1		0	0
188	188	1/4	1/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
188	188	3/4	3/4	4/4	1	1	V/IV			dcml	Eb	I		V/IV	V				IV		M	0	0	0, 4, 1		0	0
189	189	0	0	4/4	1	1	V43/vi			dcml	Eb	I		V43/vi	V		43		vi		Mm7	0	0	5, 2, 4, 8		4	5
189	189	1/2	1/2	4/4	1	1	V7/ii			dcml	Eb	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
190	190	0	0	4/4	1	1	ii			dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
190	190	1/4	1/4	4/4	1	1	ii6	0	-3.42956	dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
190	190	3/4	3/4	4/4	1	1	V64/iii	-3.21007	-2.38111	dcml	Eb	I		V64/iii	V		64		iii		M	0	0	6, 5, 9		5	6
191	191	0	0	4/4	1	1	V(64)			dcml	Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
191	191	1/2	1/2	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
192	192	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
192	192	3/4	3/4	4/4	1	1	V7/IV			dcml	Eb	I		V7/IV	V		7		IV		Mm7	0	0	0, 4, 1, -2		0	0
193	193	0	0	4/4	1	1	V43/vi			dcml	Eb	I		V43/vi	V		43		vi		Mm7	0	0	5, 2, 4, 8		4	5
193	193	1/2	1/2	4/4	1	1	V7/ii			dcml	Eb	I		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
194	194	0	0	4/4	1	1	ii			dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
195	195	0	0	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
196	196	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
196	196	5/8	5/8	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
196	196	3/4	3/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
197	197	1/8	1/8	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
197	197	5/8	5/8	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
198	198	0	0	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
198	198	1/8	1/8	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
198	198	5/8	5/8	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
199	199	0	0	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
199	199	1/8	1/8	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
199	199	5/8	5/8	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
199	199	7/8	7/8	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
200	200	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
204	204	5/8	5/8	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
204	204	3/4	3/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
205	205	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
205	205	1/2	1/2	4/4	1	1	V6/vi			dcml	Eb	I		V6/vi	V		6		vi		M	0	0	8, 5, 4		4	8
205	205	3/4	3/4	4/4	1	1	vi			dcml	Eb	I		vi	vi						m	0	0	3, 0, 4		3	3
206	206	1/2	1/2	4/4	1	1	#viio7/iii			dcml	Eb	I		#viio7/iii	#vii	o	7		iii		o7	0	0	9, 6, 3, 0		9	9
206	206	3/4	3/4	4/4	1	1	V65/iii			dcml	Eb	I		V65/iii	V		65		iii		Mm7	0	0	9, 6, 3, 5		5	9
211	211	0	0	4/4	1	1	#viio43/ii	-2.7345	-2.85667	dcml	Eb	I		#viio43/ii	#vii	o	43		ii		o7	0	0	1, -2, 7, 4		7	1
212	212	1/2	1/2	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
213	213	0	0	4/4	1	1	viio	-0.475566	-2.73778	dcml	Eb	I		viio	vii	o					o	0	0	5, 2, -1		5	5
214	214	1/2	1/2	4/4	1	1	ii			dcml	Eb	I		ii	ii						m	0	0	2, -1, 3		2	2
215	215	0	0	4/4	1	1	#viio7/ii			dcml	Eb	I		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
217	217	0	0	4/4	1	1	V[V7			dcml	Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
218	218	0	0	4/4	1	1	I			dcml	Eb	I	V	I	I						M	0	0	0, 4, 1		0	0
219	219	0	0	4/4	1	1	V7			dcml	Eb	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
220	220	0	0	4/4	1	1	I			dcml	Eb	I	V	I	I						M	0	0	0, 4, 1		0	0
221	221	0	0	4/4	1	1	#viio7/V]			dcml	Eb	I	V	#viio7/V	#vii	o	7		V		o7	0	0	13, 10, 7, 4		13	13
225	225	0	0	4/4	1	1	viio43			dcml	Eb	I		viio43	vii	o	43				o7	0	0	-1, -4, 5, 2		5	-1
229	229	0	0	4/4	1	1	#viio65/ii			dcml	Eb	I		#viio65/ii	#vii	o	65		ii		o7	0	0	4, 1, -2, 7		7	4
232	232	1/2	1/2	4/4	1	1	V43/ii			dcml	Eb	I		V43/ii	V		43		ii		Mm7	0	0	4, 1, 3, 7		3	4
233	233	0	0	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
234	234	0	0	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
234	234	1/2	1/2	4/4	1	1	iii6			dcml	Eb	I		iii6	iii		6				m	0	0	1, 5, 4		4	1
236	236	0	0	4/4	1	1	vi7(9)			dcml	Eb	I		vi7(9)	vi		7	9			mm7	0	0	3, 0, 4, 1	5	3	3
236	236	1/4	1/4	4/4	1	1	vi7			dcml	Eb	I		vi7	vi		7				mm7	0	0	3, 0, 4, 1		3	3
236	236	1/2	1/2	4/4	1	1	IV6			dcml	Eb	I		IV6	IV		6				M	0	0	3, 0, -1		-1	3
237	237	3/4	3/4	4/4	1	1	IV			dcml	Eb	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
238	238	0	0	4/4	1	1	V65			dcml	Eb	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
240	240	0	0	4/4	1	1	I(9)			dcml	Eb	I		I(9)	I			9			M	0	0	0, 4, 1	2	0	0
240	240	1/4	1/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
240	240	3/4	3/4	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
241	241	0	0	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
242	242	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
242	242	3/4	3/4	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
243	243	0	0	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
244	244	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
244	244	3/4	3/4	4/4	1	1	ii6			dcml	Eb	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
245	245	0	0	4/4	1	1	V(64)			dcml	Eb	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
245	245	1/2	1/2	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
246	246	0	0	4/4	1	1	I\\	0	-3.9267	dcml	Eb	I		I	I					\\	M	0	0	0, 4, 1		0	0
246	246	5/8	5/8	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
246	246	3/4	3/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
247	247	0	0	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
247	247	1/8	1/8	4/4	1	1	V6			dcml	Eb	I		V6	V		6				M	0	0	5, 2, 1		1	5
247	247	1/4	1/4	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
247	247	1/2	1/2	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
247	247	5/8	5/8	4/4	1	1	V7			dcml	Eb	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
248	248	0	0	4/4	1	1	V			dcml	Eb	I		V	V						M	0	0	1, 5, 2		1	1
248	248	1/8	1/8	4/4	1	1	I			dcml	Eb	I		I	I						M	0	0	0, 4, 1		0	0
