quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
306	3.0	103	103	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
309	3.0	104	104	0	0	3/4	4	1		1	viio6/VI		dcml	a	i		viio6/VI		vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
312	1.0	105	105	0	0	3/4	4	1		1	VI(b4+2)		dcml	a	i		VI(b4+2)		VI			b4+2				M	1	1	-4, -5, -3	-2	-4	-4
313	2.0	105	105	1/4	1/4	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
315	1.0	106	106	0	0	3/4	4	1		1	V(74)/III		dcml	a	i		V(74)/III		V			74	III			M	1	1	-2, -3, -1	-4	-2	-2
316	2.0	106	106	1/4	1/4	3/4	4	1		1	V(64)/III		dcml	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
318	1.0	107	107	0	0	3/4	4	1		1	V(9)/III		dcml	a	i		V(9)/III		V			9	III			M	1	1	-2, 2, -1	0	-2	-2
319	1.5	107	107	1/4	1/4	3/4	4	1		1	V7/III		dcml	a	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
641/2	3.5	107	107	5/8	5/8	3/4	4	1		1	iv		dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
324	3.0	109	109	0	0	3/4	4	1		1	V6/iv		dcml	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
327	1.0	110	110	0	0	3/4	4	1		1	v(4)		dcml	a	i		v(4)		v			4				m	1	1	1, 0, 2		1	1
328	2.0	110	110	1/4	1/4	3/4	4	1		1	v		dcml	a	i		v		v							m	1	1	1, -2, 2		1	1
330	2.5	111	111	0	0	3/4	4	1		1	V6/V		dcml	a	i		V6/V		V		6		V			M	1	1	6, 3, 2		2	6
665/2	0.5	111	111	5/8	5/8	3/4	4	1		1	#viio43		dcml	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
333	3.0	112	112	0	0	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
336	1.0	113	113	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
337	1.0	113	113	1/4	1/4	3/4	4	1		1	V65		dcml	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
338	1.0	113	113	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
339	3.0	114	114	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
342	1.5	115	115	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
687/2	1.0	115	115	3/8	3/8	3/4	4	1		1	V7/iv		dcml	a	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
689/2	3.5	115	115	5/8	5/8	3/4	4	1		1	iv		dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
348	3.0	117	117	0	0	3/4	4	1		1	V6/iv		dcml	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
351	3.0	118	118	0	0	3/4	4	1		1	v		dcml	a	i		v		v							m	1	1	1, -2, 2		1	1
354	2.5	119	119	0	0	3/4	4	1		1	V6/v		dcml	a	i		V6/v		V		6		v			M	1	1	6, 3, 2		2	6
713/2	0.5	119	119	5/8	5/8	3/4	4	1		1	#viio43		dcml	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
357	3.0	120	120	0	0	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
360	2.0	121	121	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
362	1.0	121	121	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
363	3.0	122	122	0	0	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
366	1.0	123	123	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
367	2.0	123	123	1/4	1/4	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
369	2.0	124	124	0	0	3/4	4	1		1	V65/VI		dcml	a	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
371	1.0	124	124	1/2	1/2	3/4	4	1		1	V65/VI		dcml	a	i		V65/VI		V		65		VI			Mm7	1	1	1, -2, -5, -3		-3	1
372	9.0	125	125	0	0	3/4	4	1		1	III6	V6/VI	dcml	a	i		III6		III		6					M	1	1	1, -2, -3		-3	1
381	9.0	128	128	0	0	3/4	4	1		1	III.V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
390	3.0	131	131	0	0	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
393	2.0	132	132	0	0	3/4	4	1		1	I[I64		dcml	a	III	I	I64		I		64					M	1	0	1, 0, 4		0	1
395	0.5	132	132	1/2	1/2	3/4	4	1		1	viio64		dcml	a	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
791/2	0.5	132	132	5/8	5/8	3/4	4	1		1	I6		dcml	a	III	I	I6		I		6					M	1	0	4, 1, 0		0	4
396	1.5	133	133	0	0	3/4	4	1		1	ii6		dcml	a	III	I	ii6		ii		6					m	1	0	-1, 3, 2		2	-1
795/2	0.5	133	133	3/8	3/8	3/4	4	1		1	viio6		dcml	a	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
398	0.5	133	133	1/2	1/2	3/4	4	1		1	vi65		dcml	a	III	I	vi65		vi		65					mm7	1	0	0, 4, 1, 3		3	0
797/2	0.5	133	133	5/8	5/8	3/4	4	1		1	viio6		dcml	a	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
399	1.5	134	134	0	0	3/4	4	1		1	I6		dcml	a	III	I	I6		I		6					M	1	0	4, 1, 0		0	4
801/2	0.5	134	134	3/8	3/8	3/4	4	1		1	iii6		dcml	a	III	I	iii6		iii		6					m	1	0	1, 5, 4		4	1
401	0.5	134	134	1/2	1/2	3/4	4	1		1	viio		dcml	a	III	I	viio		vii	o						o	1	0	5, 2, -1		5	5
803/2	0.5	134	134	5/8	5/8	3/4	4	1		1	I		dcml	a	III	I	I		I							M	1	0	0, 4, 1		0	0
402	1.5	135	135	0	0	3/4	4	1		1	ii		dcml	a	III	I	ii		ii							m	1	0	2, -1, 3		2	2
807/2	0.5	135	135	3/8	3/8	3/4	4	1		1	viio64		dcml	a	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
404	0.5	135	135	1/2	1/2	3/4	4	1		1	vi6		dcml	a	III	I	vi6		vi		6					m	1	0	0, 4, 3		3	0
809/2	0.5	135	135	5/8	5/8	3/4	4	1		1	viio6]		dcml	a	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
405	0.5	136	136	0	0	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
811/2	0.5	136	136	1/8	1/8	3/4	4	1		1	I64		dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
406	0.5	136	136	1/4	1/4	3/4	4	1		1	V6/V		dcml	a	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
813/2	0.5	136	136	3/8	3/8	3/4	4	1		1	viio64		dcml	a	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
407	0.5	136	136	1/2	1/2	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
815/2	0.5	136	136	5/8	5/8	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
408	0.5	137	137	0	0	3/4	4	1		1	@none		dcml	a	III		@none		@none							m	1	0				
817/2	0.5	137	137	1/8	1/8	3/4	4	1		1	viio6		dcml	a	III		viio6		vii	o	6					o	1	0	2, -1, 5		5	2
409	0.5	137	137	1/4	1/4	3/4	4	1		1	@none		dcml	a	III		@none		@none							m	1	0				
819/2	0.5	137	137	3/8	3/8	3/4	4	1		1	vi6		dcml	a	III		vi6		vi		6					m	1	0	0, 4, 3		3	0
410	0.5	137	137	1/2	1/2	3/4	4	1		1	V/V		dcml	a	III		V/V		V				V			M	1	0	2, 6, 3		2	2
821/2	0.5	137	137	5/8	5/8	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
411	0.5	138	138	0	0	3/4	4	1		1	V2/IV		dcml	a	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
823/2	0.5	138	138	1/8	1/8	3/4	4	1		1	IV6		dcml	a	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
412	0.5	138	138	1/4	1/4	3/4	4	1		1	#viio/vi		dcml	a	III		#viio/vi		#vii	o			vi			o	1	0	8, 5, 2		8	8
825/2	0.5	138	138	3/8	3/8	3/4	4	1		1	iii6		dcml	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
413	0.5	138	138	1/2	1/2	3/4	4	1		1	V/ii		dcml	a	III		V/ii		V				ii			M	1	0	3, 7, 4		3	3
827/2	0.5	138	138	5/8	5/8	3/4	4	1		1	ii6		dcml	a	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
414	0.5	139	139	0	0	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
829/2	0.5	139	139	1/8	1/8	3/4	4	1		1	i6		dcml	a	III		i6		i		6					m	1	0	-3, 1, 0		0	-3
415	1.0	139	139	1/4	1/4	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
416	1.0	139	139	1/2	1/2	3/4	4	1		1	V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
417	0.5	140	140	0	0	3/4	4	1		1	V		dcml	a	III		V		V							M	1	0	1, 5, 2		1	1
835/2	0.5	140	140	1/8	1/8	3/4	4	1		1	V(64)		dcml	a	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
418	1.0	140	140	1/4	1/4	3/4	4	1		1	V2		dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
419	1.0	140	140	1/2	1/2	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
420	1.0	141	141	0	0	3/4	4	1		1	V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
421	1.0	141	141	1/4	1/4	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
422	1.0	141	141	1/2	1/2	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
423	0.5	142	142	0	0	3/4	4	1		1	vi		dcml	a	III		vi		vi							m	1	0	3, 0, 4		3	3
847/2	0.5	142	142	1/8	1/8	3/4	4	1		1	IV6(+2)		dcml	a	III		IV6(+2)		IV		6	+2				M	1	0	3, 0, -1	1	-1	3
424	0.5	142	142	1/4	1/4	3/4	4	1		1	V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
849/2	0.5	142	142	3/8	3/8	3/4	4	1		1	iii6		dcml	a	III		iii6		iii		6					m	1	0	1, 5, 4		4	1
425	0.5	142	142	1/2	1/2	3/4	4	1		1	V2(#4)		dcml	a	III		V2(#4)		V		2	#4				Mm7	1	0	-1, 1, 5, 7		1	-1
851/2	0.5	142	142	5/8	5/8	3/4	4	1		1	V2		dcml	a	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
426	1.0	143	143	0	0	3/4	4	1		1	I6		dcml	a	III		I6		I		6					M	1	0	4, 1, 0		0	4
427	1.0	143	143	1/4	1/4	3/4	4	1		1	i6		dcml	a	III		i6		i		6					m	1	0	-3, 1, 0		0	-3
428	5.0	143	143	1/2	1/2	3/4	4	1		1	V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
433	6.0	145	145	1/4	1/4	3/4	4	1		1	V65		dcml	a	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
439	2.0	147	147	1/4	1/4	3/4	4	1		1	V43		dcml	a	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
441	3.0	148	148	0	0	3/4	4	1		1	V2/V		dcml	a	III		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
444	1.0	149	149	0	0	3/4	4	1		1	i.#viio		dcml	a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
445	2.0	149	149	1/4	1/4	3/4	4	1		1	i(+4)		dcml	a	i		i(+4)		i			+4				m	1	1	0, -3, 1	-1	0	0
447	1.0	150	150	0	0	3/4	4	1		1	#viio6/iv		dcml	a	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
448	0.5	150	150	1/4	1/4	3/4	4	1		1	IV6		dcml	a	i		IV6		IV		6					M	1	1	3, 0, -1		-1	3
897/2	0.5	150	150	3/8	3/8	3/4	4	1		1	#viio		dcml	a	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
449	0.5	150	150	1/2	1/2	3/4	4	1		1	#viio64		dcml	a	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
899/2	0.5	150	150	5/8	5/8	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
450	1.0	151	151	0	0	3/4	4	1		1	#viio6		dcml	a	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
451	1.0	151	151	1/4	1/4	3/4	4	1		1	i6(+4)		dcml	a	i		i6(+4)		i		6	+4				m	1	1	-3, 1, 0	-1	0	-3
452	0.5	151	151	1/2	1/2	3/4	4	1		1	#viio65		dcml	a	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
905/2	0.5	151	151	5/8	5/8	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
453	2.0	152	152	0	0	3/4	4	1		1	#viio65		dcml	a	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
455	4.0	152	152	1/2	1/2	3/4	4	1		1	#viio43		dcml	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
459	1.0	154	154	0	0	3/4	4	1		1	iv.#viio		dcml	a	iv		#viio		#vii	o						o	1	1	5, 2, -1		5	5
460	5.0	154	154	1/4	1/4	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
465	3.0	156	156	0	0	3/4	4	1		1	#viio7		dcml	a	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
468	1.0	157	157	0	0	3/4	4	1		1	I6		dcml	a	iv		I6		I		6					M	1	1	4, 1, 0		0	4
469	1.0	157	157	1/4	1/4	3/4	4	1		1	ii%65		dcml	a	iv		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
470	0.5	157	157	1/2	1/2	3/4	4	1		1	viio43/V		dcml	a	iv		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
941/2	0.5	157	157	5/8	5/8	3/4	4	1		1	V6		dcml	a	iv		V6		V		6					M	1	1	5, 2, 1		1	5
471	1.0	158	158	0	0	3/4	4	1		1	I6		dcml	a	iv		I6		I		6					M	1	1	4, 1, 0		0	4
472	1.0	158	158	1/4	1/4	3/4	4	1		1	ii%65		dcml	a	iv		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
473	0.5	158	158	1/2	1/2	3/4	4	1		1	viio43/V		dcml	a	iv		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
947/2	0.5	158	158	5/8	5/8	3/4	4	1		1	V6		dcml	a	iv		V6		V		6					M	1	1	5, 2, 1		1	5
474	1.0	159	159	0	0	3/4	4	1		1	I6		dcml	a	iv		I6		I		6					M	1	1	4, 1, 0		0	4
475	2.0	159	159	1/4	1/4	3/4	4	1		1	ii%65		dcml	a	iv		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
477	1.0	160	160	0	0	3/4	4	1		1	VI6(+6)		dcml	a	iv		VI6(+6)		VI		6	+6				M	1	1	0, -3, -4	-1	-4	0
478	3.0	160	160	1/4	1/4	3/4	4	1		1	#viio65		dcml	a	iv		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
481	2.0	161	161	1/4	1/4	3/4	4	1		1	i6		dcml	a	iv		i6		i		6					m	1	1	-3, 1, 0		0	-3
483	0.5	162	162	0	0	3/4	4	1		1	VI		dcml	a	iv		VI		VI							M	1	1	-4, 0, -3		-4	-4
967/2	0.5	162	162	1/8	1/8	3/4	4	1		1	iv7		dcml	a	iv		iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
484	2.0	162	162	1/4	1/4	3/4	4	1		1	V		dcml	a	iv		V		V							M	1	1	1, 5, 2		1	1
486	1.0	163	163	0	0	3/4	4	1		1	#viio2		dcml	a	iv		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
487	2.0	163	163	1/4	1/4	3/4	4	1		1	i64		dcml	a	iv		i64		i		64					m	1	1	1, 0, -3		0	1
489	4.0	164	164	0	0	3/4	4	1		1	#viio7		dcml	a	iv		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
493	2.0	165	165	1/4	1/4	3/4	4	1		1	V65		dcml	a	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
495	3.0	166	166	0	0	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
498	3.0	167	167	0	0	3/4	4	1		1	V43		dcml	a	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
501	3.0	168	168	0	0	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
504	3.0	169	169	0	0	3/4	4	1		1	V43		dcml	a	iv		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
507	2.0	170	170	0	0	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
509	1.0	170	170	1/2	1/2	3/4	4	1		1	iv43		dcml	a	iv		iv43		iv		43					mm7	1	1	0, -3, -1, -4		-1	0
510	2.0	171	171	0	0	3/4	4	1		1	V6(2)/III		dcml	a	iv		V6(2)/III		V		6	2	III			M	1	1	2, -1, 0		-2	2
512	1.0	171	171	1/2	1/2	3/4	4	1		1	V6/III		dcml	a	iv		V6/III		V		6		III			M	1	1	2, -1, -2		-2	2
513	3.0	172	172	0	0	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
516	2.0	173	173	0	0	3/4	4	1		1	V43(4)		dcml	a	iv		V43(4)		V		43	4				Mm7	1	1	2, -1, 1, 0		1	2
518	1.0	173	173	1/2	1/2	3/4	4	1		1	V43(+b2)		dcml	a	iv		V43(+b2)		V		43	+b2				Mm7	1	1	2, -1, 1, 5	-11	1	2
519	2.0	174	174	0	0	3/4	4	1		1	i(4)		dcml	a	iv		i(4)		i			4				m	1	1	0, -1, 1		0	0
521	1.0	174	174	1/2	1/2	3/4	4	1		1	i		dcml	a	iv		i		i							m	1	1	0, -3, 1		0	0
522	3.0	175	175	0	0	3/4	4	1		1	V6		dcml	a	iv		V6		V		6					M	1	1	5, 2, 1		1	5
525	3.0	176	176	0	0	3/4	4	1		1	i.i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
528	2.0	177	177	0	0	3/4	4	1		1	V64(4)		dcml	a	i		V64(4)		V		64	4				M	1	1	2, 1, 0		1	2
530	1.0	177	177	1/2	1/2	3/4	4	1		1	V43		dcml	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
531	3.0	178	178	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
534	3.0	179	179	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
537	3.0	180	180	0	0	3/4	4	1		1	V43/VI		dcml	a	i		V43/VI		V		43		VI			Mm7	1	1	-2, -5, -3, 1		-3	-2
540	1.0	181	181	0	0	3/4	4	1		1	VI(b4+2)		dcml	a	i		VI(b4+2)		VI			b4+2				M	1	1	-4, -5, -3	-2	-4	-4
541	2.0	181	181	1/4	1/4	3/4	4	1		1	VI		dcml	a	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
543	2.5	182	182	0	0	3/4	4	1		1	V(64)/III		dcml	a	i		V(64)/III		V			64	III			M	1	1	-2, -3, 1		-2	-2
1091/2	3.0	182	182	5/8	5/8	3/4	4	1		1	V/III		dcml	a	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
1097/2	3.5	183	183	5/8	5/8	3/4	4	1		1	iv		dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
552	2.0	185	185	0	0	3/4	4	1		1	V6/iv		dcml	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
554	1.0	185	185	1/2	1/2	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
555	3.0	186	186	0	0	3/4	4	1		1	v		dcml	a	i		v		v							m	1	1	1, -2, 2		1	1
558	2.0	187	187	0	0	3/4	4	1		1	V/v		dcml	a	i		V/v		V				v			M	1	1	2, 6, 3		2	2
560	1.0	187	187	1/2	1/2	3/4	4	1		1	#viio43		dcml	a	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
561	1.0	188	188	0	0	3/4	4	1		1	V6/iv		dcml	a	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
562	1.0	188	188	1/4	1/4	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
563	1.0	188	188	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
564	1.0	189	189	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
565	1.0	189	189	1/4	1/4	3/4	4	1		1	V43		dcml	a	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
566	1.0	189	189	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
567	1.0	190	190	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
568	1.0	190	190	1/4	1/4	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
569	1.0	190	190	1/2	1/2	3/4	4	1		1	V7		dcml	a	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
570	3.0	191	191	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
573	2.0	192	192	0	0	3/4	4	1		1	i(6)		dcml	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
575	1.0	192	192	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
576	3.0	193	193	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
579	3.0	194	194	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
582	3.0	195	195	0	0	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
585	1.5	196	196	0	0	3/4	4	1		1	i(6)		dcml	a	i		i(6)		i			6				m	1	1	0, -3, -4		0	0
1173/2	1.5	196	196	3/8	3/8	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
588	1.0	197	197	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
589	1.0	197	197	1/4	1/4	3/4	4	1		1	V65		dcml	a	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
590	1.0	197	197	1/2	1/2	3/4	4	1		1	i		dcml	a	i		i		i							m	1	1	0, -3, 1		0	0
591	1.0	198	198	0	0	3/4	4	1		1	iv		dcml	a	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
592	1.0	198	198	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
593	1.0	198	198	1/2	1/2	3/4	4	1		1	V		dcml	a	i		V		V							M	1	1	1, 5, 2		1	1
594	0.5	199	199	0	0	3/4	4	1		1	i\\		dcml	a	i		i		i						\\	m	1	1	0, -3, 1		0	0
1189/2	0.5	199	199	1/8	1/8	3/4	4	1		1	viio6/V		dcml	a	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
595	0.5	199	199	1/4	1/4	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1191/2	0.5	199	199	3/8	3/8	3/4	4	1		1	viio6/V		dcml	a	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
596	1.0	199	199	1/2	1/2	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
597	3.0	200	200	0	0	3/4	4	1		1	VI(7)		dcml	a	i		VI(7)		VI			7				M	1	1	-4, 0, -3	1	-4	-4
600	0.5	201	201	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1201/2	0.5	201	201	1/8	1/8	3/4	4	1		1	viio6/V		dcml	a	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
601	0.5	201	201	1/4	1/4	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1203/2	0.5	201	201	3/8	3/8	3/4	4	1		1	#vio6		dcml	a	i		#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0
602	1.0	201	201	1/2	1/2	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
603	3.0	202	202	0	0	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
606	0.5	203	203	0	0	3/4	4	1		1	i6		dcml	a	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
1213/2	0.5	203	203	1/8	1/8	3/4	4	1		1	#vio6		dcml	a	i		#vio6		#vi	o	6					o	1	1	0, -3, 3		3	0
607	0.5	203	203	1/4	1/4	3/4	4	1		1	V6		dcml	a	i		V6		V		6					M	1	1	5, 2, 1		1	5
1215/2	1.0	203	203	3/8	3/8	3/4	4	1		1	i6(#7)		dcml	a	i		i6(#7)		i		6	#7				m	1	1	-3, 1, 5		0	-3
1217/2	0.5	203	203	5/8	5/8	3/4	4	1		1	bi7		dcml	a	i		bi7		bi		7					mm7	1	1	-7, -10, -6, -9		-7	-7
609	2.5	204	204	0	0	3/4	4	1		1	III.V7		dcml	a	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1223/2	0.5	204	204	5/8	5/8	3/4	4	1		1	I64		dcml	a	III		I64		I		64					M	1	0	1, 0, 4		0	1
612	1.0	205	205	0	0	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
613	1.0	205	205	1/4	1/4	3/4	4	1		1	V6		dcml	a	III		V6		V		6					M	1	0	5, 2, 1		1	5
614	1.0	205	205	1/2	1/2	3/4	4	1		1	I		dcml	a	III		I		I							M	1	0	0, 4, 1		0	0
615	1.0	206	206	0	0	3/4	4	1		1	IV		dcml	a	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
