mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
177	177	1/4	1/4	4/4	1	1	IV				dcml	F	bVI		IV		IV						M	0	0	-1, 3, 0		-1	-1
178	178	0	0	4/4	1	1	V7(64)		-0.5	-3	dcml	F	bVI		V7(64)		V		7	64			Mm7	0	0	1, 0, 4, -1		1	1
179	179	0	0	4/4	1	1	V7		0	-2.79268	dcml	F	bVI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
180	180	0	0	4/4	1	1	I\\				dcml	F	bVI		I		I					\\	M	0	0	0, 4, 1		0	0
181	181	0	0	4/4	1	1	V7				dcml	F	bVI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	4/4	1	1	I6				dcml	F	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
183	183	0	0	4/4	1	1	V7				dcml	F	bVI		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
184	184	0	0	4/4	1	1	V/ii				dcml	F	bVI		V/ii		V				ii		M	0	0	3, 7, 4		3	3
185	185	0	0	4/4	1	1	ii				dcml	F	bVI		ii		ii						m	0	0	2, -1, 3		2	2
186	186	1/2	1/2	4/4	1	1	V/ii		-0.153048	-3.87743	dcml	F	bVI		V/ii		V				ii		M	0	0	3, 7, 4		3	3
187	187	0	0	4/4	1	1	ii				dcml	F	bVI		ii		ii						m	0	0	2, -1, 3		2	2
187	187	1/4	1/4	4/4	1	1	V7/ii				dcml	F	bVI		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
187	187	1/2	1/2	4/4	1	1	ii6		-1.5	-3	dcml	F	bVI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
188	188	1/2	1/2	4/4	1	1	V/vi		0.153048	-6.04692	dcml	F	bVI		V/vi		V				vi		M	0	0	4, 8, 5		4	4
190	190	0	0	4/4	1	1	vi				dcml	F	bVI		vi		vi						m	0	0	3, 0, 4		3	3
191	191	1/2	1/2	4/4	1	1	V65/vi				dcml	F	bVI		V65/vi		V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
192	192	0	0	4/4	1	1	vi				dcml	F	bVI		vi		vi						m	0	0	3, 0, 4		3	3
192	192	1/2	1/2	4/4	1	1	I				dcml	F	bVI		I		I						M	0	0	0, 4, 1		0	0
193	193	1/2	1/2	4/4	1	1	.bVII				dcml	F	bVI		bVII		bVII						M	0	0	-2, 2, -1		-2	-2
194	194	0	0	4/4	1	1	#io7				dcml	F	bVI		#io7		#i	o	7				o7	0	0	7, 4, 1, -2		7	7
194	194	1/2	1/2	4/4	1	1	#io65				dcml	F	bVI		#io65		#i	o	65				o7	0	0	4, 1, -2, 7		7	4
195	195	0	0	4/4	1	1	ii				dcml	F	bVI		ii		ii						m	0	0	2, -1, 3		2	2
195	195	1/2	1/2	4/4	1	1	ii6				dcml	F	bVI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
196	196	0	0	4/4	1	1	#io6(7)				dcml	F	bVI		#io6(7)		#i	o	6	7			o	0	0	4, 1, 5		7	4
196	196	1/2	1/2	4/4	1	1	#io6				dcml	F	bVI		#io6		#i	o	6				o	0	0	4, 1, 7		7	4
197	197	0	0	4/4	1	1	ii6				dcml	F	bVI		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
197	197	1/2	1/2	4/4	1	1	.bVII				dcml	F	bVI		bVII		bVII						M	0	0	-2, 2, -1		-2	-2
198	198	0	0	4/4	1	1	#vo7				dcml	F	bVI		#vo7		#v	o	7				o7	0	0	8, 5, 2, -1		8	8
198	198	1/2	1/2	4/4	1	1	vi				dcml	F	bVI		vi		vi						m	0	0	3, 0, 4		3	3
199	199	1/2	1/2	4/4	1	1	V65/vi				dcml	F	bVI		V65/vi		V		65		vi		Mm7	0	0	8, 5, 2, 4		4	8
200	200	0	0	4/4	1	1	vi(9)				dcml	F	bVI		vi(9)		vi			9			m	0	0	3, 0, 4	5	3	3
200	200	1/2	1/2	4/4	1	1	vi6				dcml	F	bVI		vi6		vi		6				m	0	0	0, 4, 3		3	0
201	201	1/2	1/2	4/4	1	1	V/iii		0	-3.01278	dcml	F	bVI		V/iii		V				iii		M	0	0	5, 9, 6		5	5
202	202	0	0	4/4	1	1	V7/iii		0	-4.18352	dcml	F	bVI		V7/iii		V		7		iii		Mm7	0	0	5, 9, 6, 3		5	5
203	203	0	0	4/4	1	1	iii(4)		0.153048	-5.25486	dcml	F	bVI		iii(4)		iii			4			m	0	0	4, 3, 5		4	4
203	203	1/2	1/2	4/4	1	1	iii6				dcml	F	bVI		iii6		iii		6				m	0	0	1, 5, 4		4	1
204	204	1/2	1/2	4/4	1	1	V2/iii				dcml	F	bVI		V2/iii		V		2		iii		Mm7	0	0	3, 5, 9, 6		5	3
205	205	0	0	4/4	1	1	iii6(7)				dcml	F	bVI		iii6(7)		iii		6	7			m	0	0	1, 5, 2		4	1
205	205	1/2	1/2	4/4	1	1	iii64				dcml	F	bVI		iii64		iii		64				m	0	0	5, 4, 1		4	5
206	206	0	0	4/4	1	1	IV6(7)		0	-2.85304	dcml	F	bVI		IV6(7)		IV		6	7			M	0	0	3, 0, 4		-1	3
206	206	1/2	1/2	4/4	1	1	IV64				dcml	F	bVI		IV64		IV		64				M	0	0	0, -1, 3		-1	0
207	207	0	0	4/4	1	1	III7(4)		0.292684	-3.67074	dcml	F	bVI		III7(4)		III		7	4			Mm7	0	0	4, 3, 5, 2		4	4
207	207	1/2	1/2	4/4	1	1	III7		-0.272567	-3.62497	dcml	F	bVI		III7		III		7				Mm7	0	0	4, 8, 5, 2		4	4
208	208	1/2	1/2	4/4	1	1	V.viio64		0	-3	dcml	F	V		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
209	209	0	0	4/4	1	1	I6(7)		0.166459	-4.91523	dcml	F	V		I6(7)		I		6	7			M	0	0	4, 1, 5		0	4
209	209	1/2	1/2	4/4	1	1	I64		0.153048	-4.79571	dcml	F	V		I64		I		64				M	0	0	1, 0, 4		0	1
210	210	0	0	4/4	1	1	#viio43		-0.173165	-4.82254	dcml	F	V		#viio43		#vii	o	43				o7	0	0	6, 3, 12, 9		12	6
215	215	0	0	4/4	1	1	#viio7		0.00670604	-2.24755	dcml	F	V		#viio7		#vii	o	7				o7	0	0	12, 9, 6, 3		12	12
216	216	3/4	3/4	4/4	1	1	#viio2				dcml	F	V		#viio2		#vii	o	2				o7	0	0	3, 12, 9, 6		12	3
217	217	1/4	1/4	4/4	1	1	V[V				dcml	F	V	V	V		V						M	0	0	1, 5, 2		1	1
219	219	0	0	4/4	1	1	V64				dcml	F	V	V	V64		V		64				M	0	0	2, 1, 5		1	2
220	220	0	0	4/4	1	1	I6				dcml	F	V	V	I6		I		6				M	0	0	4, 1, 0		0	4
221	221	0	0	4/4	1	1	V]				dcml	F	V	V	V		V						M	0	0	1, 5, 2		1	1
222	222	0	0	4/4	1	1	I				dcml	F	V		I		I						M	0	0	0, 4, 1		0	0
223	223	0	0	4/4	1	1	vio65				dcml	F	V		vio65		vi	o	65				o7	0	0	0, -3, -6, 3		3	0
224	224	0	0	4/4	1	1	v				dcml	F	V		v		v						m	0	0	1, -2, 2		1	1
224	224	3/4	3/4	4/4	1	1	i				dcml	F	V		i		i						m	0	0	0, -3, 1		0	0
225	225	0	0	4/4	1	1	v6				dcml	F	V		v6		v		6				m	0	0	-2, 2, 1		1	-2
225	225	3/4	3/4	4/4	1	1	v				dcml	F	V		v		v						m	0	0	1, -2, 2		1	1
226	226	0	0	4/4	1	1	V/V				dcml	F	V		V/V		V				V		M	0	0	2, 6, 3		2	2
226	226	3/4	3/4	4/4	1	1	v		0.153048	-4.94876	dcml	F	V		v		v						m	0	0	1, -2, 2		1	1
227	227	0	0	4/4	1	1	ii6		0	-4.64267	dcml	F	V		ii6		ii		6				m	0	0	-1, 3, 2		2	-1
227	227	3/4	3/4	4/4	1	1	ii				dcml	F	V		ii		ii						m	0	0	2, -1, 3		2	2
228	228	0	0	4/4	1	1	V/ii		0.153048	-4.64267	dcml	F	V		V/ii		V				ii		M	0	0	3, 7, 4		3	3
228	228	3/4	3/4	4/4	1	1	ii64		-0.132931	-4.99571	dcml	F	V		ii64		ii		64				m	0	0	3, 2, -1		2	3
229	229	0	0	4/4	1	1	vi		-0.139636	-5.13534	dcml	F	V		vi		vi						m	0	0	3, 0, 4		3	3
229	229	3/4	3/4	4/4	1	1	vi64		-0.704887	-4.64267	dcml	F	V		vi64		vi		64				m	0	0	4, 3, 0		3	4
230	230	0	0	4/4	1	1	V/vi		0	-4.64267	dcml	F	V		V/vi		V				vi		M	0	0	4, 8, 5		4	4
230	230	3/4	3/4	4/4	1	1	vi		-0.153048	-5.25486	dcml	F	V		vi		vi						m	0	0	3, 0, 4		3	3
231	231	0	0	4/4	1	1	iii6		0.153048	-4.79571	dcml	F	V		iii6		iii		6				m	0	0	1, 5, 4		4	1
231	231	3/4	3/4	4/4	1	1	iii				dcml	F	V		iii		iii						m	0	0	4, 1, 5		4	4
232	232	0	0	4/4	1	1	I.V7		0.153048	-3.72438	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
235	235	1/2	1/2	4/4	1	1	V[V6		0	-3.5	dcml	F	I	V	V6		V		6				M	0	0	5, 2, 1		1	5
236	236	0	0	4/4	1	1	viio		0	-3.5	dcml	F	I	V	viio		vii	o					o	0	0	5, 2, -1		5	5
236	236	3/4	3/4	4/4	1	1	I		0	-3.5	dcml	F	I	V	I		I						M	0	0	0, 4, 1		0	0
237	237	1/4	1/4	4/4	1	1	viio		0	-3.5	dcml	F	I	V	viio		vii	o					o	0	0	5, 2, -1		5	5
237	237	3/4	3/4	4/4	1	1	I6		0	-3.5	dcml	F	I	V	I6		I		6				M	0	0	4, 1, 0		0	4
238	238	1/4	1/4	4/4	1	1	IV		0	-5.75	dcml	F	I	V	IV		IV						M	0	0	-1, 3, 0		-1	-1
238	238	1/2	1/2	4/4	1	1	I64		0.0986739	-5.75	dcml	F	I	V	I64		I		64				M	0	0	1, 0, 4		0	1
239	239	0	0	4/4	1	1	viio		-0.306095	-6.75	dcml	F	I	V	viio		vii	o					o	0	0	5, 2, -1		5	5
240	240	0	0	4/4	1	1	viio]		0.306095	-6.32619	dcml	F	I	V	viio		vii	o					o	0	0	5, 2, -1		5	5
242	242	0	0	4/4	1	1	I6		0.0134111	-6.67252	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
243	243	0	0	4/4	1	1	IV				dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
243	243	1/4	1/4	4/4	1	1	IV6				dcml	F	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
243	243	1/2	1/2	4/4	1	1	I64				dcml	F	I		I64		I		64				M	0	0	1, 0, 4		0	1
244	244	0	0	4/4	1	1	IV6				dcml	F	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
244	244	1/4	1/4	4/4	1	1	IV				dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
244	244	1/2	1/2	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
245	245	0	0	4/4	1	1	IV				dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
245	245	1/4	1/4	4/4	1	1	IV6				dcml	F	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
245	245	1/2	1/2	4/4	1	1	#viio65/V		-1.22438	-2.5	dcml	F	I		#viio65/V		#vii	o	65		V		o7	0	0	10, 7, 4, 13		13	10
246	246	0	0	4/4	1	1	#viio7/vi				dcml	F	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
246	246	1/2	1/2	4/4	1	1	#viio65/vi				dcml	F	I		#viio65/vi		#vii	o	65		vi		o7	0	0	5, 2, -1, 8		8	5
247	247	0	0	4/4	1	1	#viio2/vii				dcml	F	I		#viio2/vii		#vii	o	2		vii		o7	0	0	1, 10, 7, 4		10	1
247	247	1/4	1/4	4/4	1	1	#viio7/vii				dcml	F	I		#viio7/vii		#vii	o	7		vii		o7	0	0	10, 7, 4, 1		10	10
247	247	1/2	1/2	4/4	1	1	#viio43/V				dcml	F	I		#viio43/V		#vii	o	43		V		o7	0	0	7, 4, 13, 10		13	7
248	248	0	0	4/4	1	1	viio		0	-3.19072	dcml	F	I		viio		vii	o					o	0	0	5, 2, -1		5	5
248	248	1/4	1/4	4/4	1	1	#viio64/vi		-2.06815	-3.23502	dcml	F	I		#viio64/vi		#vii	o	64		vi		o	0	0	2, 8, 5		8	2
248	248	1/2	1/2	4/4	1	1	#viio7/vii		0	-3.48674	dcml	F	I		#viio7/vii		#vii	o	7		vii		o7	0	0	10, 7, 4, 1		10	10
249	249	0	0	4/4	1	1	#viio7/ii		0.0986739	-3.48674	dcml	F	I		#viio7/ii		#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
249	249	1/4	1/4	4/4	1	1	#viio64/ii		0.0986739	-3.48674	dcml	F	I		#viio64/ii		#vii	o	64		ii		o	0	0	1, 7, 4		7	1
249	249	1/2	1/2	4/4	1	1	#viio43/iii		0.350396	-3.54112	dcml	F	I		#viio43/iii		#vii	o	43		iii		o7	0	0	3, 0, 9, 6		9	3
250	250	0	0	4/4	1	1	#viio65/iii		0	-5.71952	dcml	F	I		#viio65/iii		#vii	o	65		iii		o7	0	0	6, 3, 0, 9		9	6
252	252	0	0	4/4	1	1	iii6		0	-4.33657	dcml	F	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
253	253	0	0	4/4	1	1	V		0	-3.37805	dcml	F	I		V		V						M	0	0	1, 5, 2		1	1
254	254	0	0	4/4	1	1	I64		0	-3	dcml	F	I		I64		I		64				M	0	0	1, 0, 4		0	1
259	259	0	0	4/4	1	1	I				dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
260	260	0	0	4/4	1	1	I64				dcml	F	I		I64		I		64				M	0	0	1, 0, 4		0	1
260	260	1/2	1/2	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
269	269	0	0	4/4	1	1	#viio2/IV		0	-3.37805	dcml	F	I		#viio2/IV		#vii	o	2		IV		o7	0	0	2, 11, 8, 5		11	2
273	273	0	0	4/4	1	1	.bVI.V2		-0.0134111	-5.59448	dcml	F	bVI		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
279	279	0	0	4/4	1	1	I6				dcml	F	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
280	280	0	0	4/4	1	1	I				dcml	F	bVI		I		I						M	0	0	0, 4, 1		0	0
282	282	0	0	4/4	1	1	V65				dcml	F	bVI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
283	283	0	0	4/4	1	1	I6				dcml	F	bVI		I6		I		6				M	0	0	4, 1, 0		0	4
284	284	0	0	4/4	1	1	I				dcml	F	bVI		I		I						M	0	0	0, 4, 1		0	0
286	286	0	0	4/4	1	1	V65				dcml	F	bVI		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
287	287	0	0	4/4	1	1	I				dcml	F	bVI		I		I						M	0	0	0, 4, 1		0	0
287	287	3/4	3/4	4/4	1	1	vi6				dcml	F	bVI		vi6		vi		6				m	0	0	0, 4, 3		3	0
288	288	0	0	4/4	1	1	#vo				dcml	F	bVI		#vo		#v	o					o	0	0	8, 5, 2		8	8
289	289	0	0	4/4	1	1	vi				dcml	F	bVI		vi		vi						m	0	0	3, 0, 4		3	3
290	290	0	0	4/4	1	1	I.V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
290	290	3/4	3/4	4/4	1	1	iv				dcml	F	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
292	292	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
292	292	1/2	1/2	4/4	1	1	iv				dcml	F	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
293	293	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
293	293	1/4	1/4	4/4	1	1	iv				dcml	F	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
293	293	1/2	1/2	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
293	293	3/4	3/4	4/4	1	1	iv				dcml	F	I		iv		iv						m	0	0	-1, -4, 0		-1	-1
294	294	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
294	294	1/2	1/2	4/4	1	1	i				dcml	F	I		i		i						m	0	0	0, -3, 1		0	0
294	294	3/4	3/4	4/4	1	1	viio6/V		-3.45359	-2.40133	dcml	F	I		viio6/V		vii	o	6		V		o	0	0	3, 0, 6		6	3
294	294	7/8	7/8	4/4	1	1	V7/V		-0.394696	-2.40133	dcml	F	I		V7/V		V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
295	295	0	0	4/4	1	1	V\\				dcml	F	I		V		V					\\	M	0	0	1, 5, 2		1	1
296	296	0	0	4/4	1	1	V.I				dcml	F	V		I		I						M	0	0	0, 4, 1		0	0
296	296	3/4	3/4	4/4	1	1	I6				dcml	F	V		I6		I		6				M	0	0	4, 1, 0		0	4
297	297	0	0	4/4	1	1	IV				dcml	F	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
297	297	1/2	1/2	4/4	1	1	I6				dcml	F	V		I6		I		6				M	0	0	4, 1, 0		0	4
297	297	3/4	3/4	4/4	1	1	V				dcml	F	V		V		V						M	0	0	1, 5, 2		1	1
298	298	0	0	4/4	1	1	IV				dcml	F	V		IV		IV						M	0	0	-1, 3, 0		-1	-1
298	298	1/4	1/4	4/4	1	1	I6				dcml	F	V		I6		I		6				M	0	0	4, 1, 0		0	4
298	298	1/2	1/2	4/4	1	1	ii				dcml	F	V		ii		ii						m	0	0	2, -1, 3		2	2
298	298	3/4	3/4	4/4	1	1	V		0	-2.64634	dcml	F	V		V		V						M	0	0	1, 5, 2		1	1
299	299	0	0	4/4	1	1	I				dcml	F	V		I		I						M	0	0	0, 4, 1		0	0
300	300	0	0	4/4	1	1	ii%65				dcml	F	V		ii%65		ii	%	65				%7	0	0	1, 8, 0, 2		2	1
301	301	0	0	4/4	1	1	I6		-0.292684	-3.37805	dcml	F	V		I6		I		6				M	0	0	4, 1, 0		0	4
302	302	0	0	4/4	1	1	#viio2/v				dcml	F	V		#viio2/v		#vii	o	2		v		o7	0	0	-3, 6, 3, 0		6	-3
303	303	0	0	4/4	1	1	I.IV6(+2)				dcml	F	I		IV6(+2)		IV		6	+2			M	0	0	3, 0, -1	1	-1	3
304	304	0	0	4/4	1	1	iv6(+#4+2)				dcml	F	I		iv6(+#4+2)		iv		6	+#4+2			m	0	0	-4, 0, -1	12, 1	-1	-4
305	305	0	0	4/4	1	1	V(64)		0	-3.37805	dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
306	306	0	0	4/4	1	1	V7		0	-3.08537	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
307	307	0	0	4/4	1	1	I[I6		0	-1.61193	dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
307	307	3/4	3/4	4/4	1	1	V2		0	-1.21724	dcml	F	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
308	308	0	0	4/4	1	1	I6		0	-1.01989	dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
308	308	1/4	1/4	4/4	1	1	V2		0	-0.822543	dcml	F	I	I	V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
308	308	1/2	1/2	4/4	1	1	I6]		0	-1.01989	dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
309	309	0	0	4/4	1	1	IV				dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
309	309	1/2	1/2	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
309	309	3/4	3/4	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
310	310	0	0	4/4	1	1	I				dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
310	310	1/4	1/4	4/4	1	1	IV				dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
310	310	1/2	1/2	4/4	1	1	V(64)				dcml	F	I		V(64)		V			64			M	0	0	1, 0, 4		1	1
310	310	3/4	3/4	4/4	1	1	V65				dcml	F	I		V65		V		65				Mm7	0	0	5, 2, -1, 1		1	5
311	311	0	0	4/4	1	1	I[I6				dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
311	311	3/4	3/4	4/4	1	1	V43				dcml	F	I	I	V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
312	312	0	0	4/4	1	1	I6]				dcml	F	I	I	I6		I		6				M	0	0	4, 1, 0		0	4
313	313	0	0	4/4	1	1	IV		0	-6.28	dcml	F	I		IV		IV						M	0	0	-1, 3, 0		-1	-1
313	313	1/4	1/4	4/4	1	1	ii7		0	-6.28	dcml	F	I		ii7		ii		7				mm7	0	0	2, -1, 3, 0		2	2
313	313	1/2	1/2	4/4	1	1	V7		-0.279273	-6.28	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
314	314	0	0	4/4	1	1	I		0.108747	-5.37	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
314	314	1/4	1/4	4/4	1	1	viio6		0.0986739	-5.37	dcml	F	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
314	314	1/2	1/2	4/4	1	1	I6		0.197348	-5.37	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
314	314	3/4	3/4	4/4	1	1	V43		0	-5.37	dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
315	315	0	0	4/4	1	1	I		-0.0986739	-5.37	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
315	315	1/4	1/4	4/4	1	1	viio6		0	-5.37	dcml	F	I		viio6		vii	o	6				o	0	0	2, -1, 5		5	2
315	315	1/2	1/2	4/4	1	1	I6		-0.0986739	-5.37	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
315	315	3/4	3/4	4/4	1	1	V43		-1.08541	-5.87	dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
316	316	0	0	4/4	1	1	I6		0.197348	-5.95359	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
316	316	1/4	1/4	4/4	1	1	viio64		0.0986739	-6.35	dcml	F	I		viio64		vii	o	64				o	0	0	-1, 5, 2		5	-1
316	316	1/2	1/2	4/4	1	1	iii6		0.197348	-5.65757	dcml	F	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
316	316	3/4	3/4	4/4	1	1	V2		0.6	-5.96	dcml	F	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
317	317	0	0	4/4	1	1	I6		0	-6.96	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
317	317	1/4	1/4	4/4	1	1	viio(4)		0.197348	-6.96	dcml	F	I		viio(4)		vii	o		4			o	0	0	5, 4, -1		5	5
317	317	1/2	1/2	4/4	1	1	iii6		0.0986739	-6.96	dcml	F	I		iii6		iii		6				m	0	0	1, 5, 4		4	1
317	317	3/4	3/4	4/4	1	1	V2		0	-7.16	dcml	F	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
318	318	0	0	4/4	1	1	I6		0.146342	-6.59202	dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
318	318	1/2	1/2	4/4	1	1	V2		0.459143	-6.53229	dcml	F	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
319	319	0	0	4/4	1	1	I64		0.153048	-6.47924	dcml	F	I		I64		I		64				M	0	0	1, 0, 4		0	1
319	319	1/2	1/2	4/4	1	1	IV6		0.153048	-6.0201	dcml	F	I		IV6		IV		6				M	0	0	3, 0, -1		-1	3
320	320	0	0	4/4	1	1	V43				dcml	F	I		V43		V		43				Mm7	0	0	2, -1, 1, 5		1	2
321	321	0	0	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
322	322	0	0	4/4	1	1	V2				dcml	F	I		V2		V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
323	323	0	0	4/4	1	1	I6				dcml	F	I		I6		I		6				M	0	0	4, 1, 0		0	4
324	324	0	0	4/4	1	1	V43/V				dcml	F	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
327	327	0	0	4/4	1	1	V43/V				dcml	F	I		V43/V		V		43		V		Mm7	0	0	3, 0, 2, 6		2	3
328	328	0	0	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
330	330	0	0	4/4	1	1	I\\				dcml	F	I		I		I					\\	M	0	0	0, 4, 1		0	0
331	331	0	0	4/4	1	1	I		0	-3.5	dcml	F	I		I		I						M	0	0	0, 4, 1		0	0
332	332	0	0	4/4	1	1	V7/ii		0	-6.63229	dcml	F	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
333	333	0	0	4/4	1	1	#viio7/vi		-0.789392	-2.88135	dcml	F	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
333	333	1/2	1/2	4/4	1	1	V7		1.02439	-3.03102	dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
334	334	0	0	4/4	1	1	V7/ii		0	-2.99337	dcml	F	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
335	335	0	0	4/4	1	1	#viio7/vi		-1.31708	-2.5	dcml	F	I		#viio7/vi		#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
335	335	1/2	1/2	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
336	336	0	0	4/4	1	1	V7/ii		0	-4.25	dcml	F	I		V7/ii		V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
337	337	0	0	4/4	1	1	ii		0	-4.25	dcml	F	I		ii		ii						m	0	0	2, -1, 3		2	2
337	337	1/2	1/2	4/4	1	1	viio2		-0.157916	-4.25	dcml	F	I		viio2		vii	o	2				o7	0	0	-4, 5, 2, -1		5	-4
338	338	0	0	4/4	1	1	V7				dcml	F	I		V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
340	340	0	0	4/4	1	1	I[I64				dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
341	341	0	0	4/4	1	1	V7				dcml	F	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
342	342	0	0	4/4	1	1	I64				dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
343	343	0	0	4/4	1	1	V7				dcml	F	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
344	344	0	0	4/4	1	1	I64				dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
344	344	1/2	1/2	4/4	1	1	V7				dcml	F	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
345	345	0	0	4/4	1	1	I64				dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
345	345	1/2	1/2	4/4	1	1	V7				dcml	F	I	I	V7		V		7				Mm7	0	0	1, 5, 2, -1		1	1
346	346	0	0	4/4	1	1	I64]				dcml	F	I	I	I64		I		64				M	0	0	1, 0, 4		0	1
