mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
82	82	3/4	3/4	2/2	1	1	@none			dcml	Eb	V		@none		@none							m	0	0				
84	84	3/4	3/4	2/2	1	1	vii%7	-3.59035	-2.5	dcml	Eb	V		vii%7		vii	%	7					%7	0	0	5, 4, 11, 3		5	5
84	84	7/8	7/8	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
85	85	0	0	2/2	1	1	viio/ii			dcml	Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
85	85	1/2	1/2	2/2	1	1	ii			dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
85	85	3/4	3/4	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
86	86	0	0	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
86	86	1/2	1/2	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
86	86	3/4	3/4	2/2	1	1	@none			dcml	Eb	V		@none		@none							m	0	0				
90	90	1/2	1/2	2/2	1	1	I.I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	91	0	0	2/2	1	1	vi7	-0.543992	-3.62227	dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
91	91	1/8	1/8	2/2	1	1	viio	-0.326395	-4.08358	dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
92	92	1/8	1/8	2/2	1	1	I	0	-3.68732	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
93	93	0	0	2/2	1	1	viio7/vi	-5.22233	-3.23066	dcml	Eb	I		viio7/vi		vii	o	7		vi			o7	0	0	1, -2, -5, -8		1	1
93	93	1/8	1/8	2/2	1	1	I	0	-3.50465	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
94	94	0	0	2/2	1	1	I+6	0	-3.46402	dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
95	95	0	0	2/2	1	1	I+	0	-2.95666	dcml	Eb	I		I+		I	+						+	0	0	0, 4, 8		0	0
96	96	0	0	2/2	1	1	I+64	-0.138894	-3.59808	dcml	Eb	I		I+64		I	+	64					+	0	0	8, 0, 4		0	8
96	96	1/2	1/2	2/2	1	1	vi			dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
97	97	0	0	2/2	1	1	@none			dcml	Eb	I		@none		@none							m	0	0				
101	101	1/2	1/2	2/2	1	1	I[I	0	-4.41	dcml	Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
101	101	3/4	3/4	2/2	1	1	ii65	0	-4.41	dcml	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
102	102	0	0	2/2	1	1	V/V	0	-4.40884	dcml	Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
102	102	1/4	1/4	2/2	1	1	v	0	-4.41	dcml	Eb	I		v		v							m	0	0	1, -2, 2		1	1
102	102	1/2	1/2	2/2	1	1	I6	0	-4.41	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
103	103	0	0	2/2	1	1	I+6	-1.52318	-4.41	dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
103	103	1/4	1/4	2/2	1	1	IV	-1.41438	-4.41	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
103	103	1/2	1/2	2/2	1	1	IV6	-1.63198	-4.41	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
103	103	3/4	3/4	2/2	1	1	viio6/IV	-1.41438	-4.41	dcml	Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
104	104	0	0	2/2	1	1	viio2/IV]	0.979186	-4.41	dcml	Eb	I		viio2/IV		vii	o	2		IV	]		o7	0	0	-5, 4, 1, -2		4	-5
104	104	1/2	1/2	2/2	1	1	V6/ii	0.543992	-4.41	dcml	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
105	105	0	0	2/2	1	1	ii	0	-4.41	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
105	105	3/4	3/4	2/2	1	1	.bVII6	-1.12501	-2.5	dcml	Eb	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
106	106	0	0	2/2	1	1	VI.I(764)	-0.750006	-3.72944	dcml	Eb	VI		I(764)		I			764				M	0	0	0, -1, 3	5	0	0
106	106	1/4	1/4	2/2	1	1	I			dcml	Eb	VI		I		I							M	0	0	0, 4, 1		0	0
107	107	0	0	2/2	1	1	V[I	-0.187501	-3.0625	dcml	Eb	VI	V	I		I							M	0	0	0, 4, 1		0	0
108	108	1/2	1/2	2/2	1	1	V7	0	-5.39281	dcml	Eb	VI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
108	108	3/4	3/4	2/2	1	1	I	1.60188	-4.50233	dcml	Eb	VI		I		I							M	0	0	0, 4, 1		0	0
109	109	0	0	2/2	1	1	IV64	0	-6.44474	dcml	Eb	VI		IV64		IV		64					M	0	0	0, -1, 3		-1	0
109	109	1/4	1/4	2/2	1	1	I	0.82178	-6.59248	dcml	Eb	VI		I		I							M	0	0	0, 4, 1		0	0
109	109	1/2	1/2	2/2	1	1	viio6	-1.22688	-5.55343	dcml	Eb	VI		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
109	109	3/4	3/4	2/2	1	1	I	-0.375003	-5.50483	dcml	Eb	VI		I		I							M	0	0	0, 4, 1		0	0
110	110	0	0	2/2	1	1	V64	-0.301924	-4.37982	dcml	Eb	VI		V64		V		64					M	0	0	2, 1, 5		1	2
110	110	1/4	1/4	2/2	1	1	@none	-0.870388	-4.60626	dcml	Eb	VI		@none		@none							m	0	0				
110	110	1/2	1/2	2/2	1	1	V6	0	-4.53078	dcml	Eb	VI		V6		V		6					M	0	0	5, 2, 1		1	5
110	110	3/4	3/4	2/2	1	1	V64]	-0.108798	-3.47919	dcml	Eb	VI		V64		V		64			]		M	0	0	2, 1, 5		1	2
111	111	0	0	2/2	1	1	vi.i			dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
112	112	0	0	2/2	1	1	i(9)			dcml	Eb	vi		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
112	112	1/4	1/4	2/2	1	1	i6			dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
112	112	1/2	1/2	2/2	1	1	V2			dcml	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
112	112	3/4	3/4	2/2	1	1	i6			dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
113	113	0	0	2/2	1	1	iv6	-0.761589	-2.7176	dcml	Eb	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
113	113	1/4	1/4	2/2	1	1	i64	-0.435194	-3.18064	dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
113	113	1/2	1/2	2/2	1	1	iv	0	-2.93519	dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
113	113	3/4	3/4	2/2	1	1	i6	-0.217597	-3.04399	dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
114	114	0	0	2/2	1	1	@none	-0.997698	-5.47762	dcml	Eb	vi		@none		@none							m	0	1				
114	114	1/4	1/4	2/2	1	1	i	0.562504	-5.60493	dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
114	114	1/2	1/2	2/2	1	1	viio	0	-4.93752	dcml	Eb	vi		viio		vii	o						o	0	1	-2, -5, -8		-2	-2
114	114	3/4	3/4	2/2	1	1	i	-0.060191	-4.90742	dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
115	115	0	0	2/2	1	1	V(6)	-0.187501	-4.93752	dcml	Eb	vi		V(6)		V			6				M	0	1	1, 5, -3		1	1
115	115	1/4	1/4	2/2	1	1	V	0.375003	-4.56252	dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
115	115	1/2	1/2	2/2	1	1	V(4)			dcml	Eb	vi		V(4)		V			4				M	0	1	1, 0, 2		1	1
115	115	3/4	3/4	2/2	1	1	V			dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
116	116	0	0	2/2	1	1	V(9)			dcml	Eb	vi		V(9)		V			9				M	0	1	1, 5, 2	-4	1	1
116	116	1/4	1/4	2/2	1	1	V6			dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
116	116	1/2	1/2	2/2	1	1	V2/V			dcml	Eb	vi		V2/V		V		2		V			Mm7	0	1	0, 2, 6, 3		2	0
116	116	3/4	3/4	2/2	1	1	V6			dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
117	117	0	0	2/2	1	1	i6			dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
117	117	1/4	1/4	2/2	1	1	V64			dcml	Eb	vi		V64		V		64					M	0	1	2, 1, 5		1	2
117	117	1/2	1/2	2/2	1	1	i			dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
117	117	3/4	3/4	2/2	1	1	V6			dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
118	118	0	0	2/2	1	1	@none	-3.04636	-3.68524	dcml	Eb	vi		@none		@none							m	0	1				
118	118	1/4	1/4	2/2	1	1	V	0	-4.12191	dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
118	118	1/2	1/2	2/2	1	1	#viio/V	-2.17597	-3.58798	dcml	Eb	vi		#viio/V		#vii	o			V			o	0	1	13, 10, 7		13	13
118	118	3/4	3/4	2/2	1	1	V	0	-3.47919	dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
119	119	0	0	2/2	1	1	@none	0.199085	-4.83689	dcml	Eb	vi		@none		@none							m	0	1				
119	119	1/2	1/2	2/2	1	1	i	0.326395	-4.84463	dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
119	119	3/4	3/4	2/2	1	1	V6	0	-4.02318	dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
120	120	0	0	2/2	1	1	ii%43	-0.187501	-6.06733	dcml	Eb	vi		ii%43		ii	%	43					%7	0	1	8, 0, 2, 1		2	8
120	120	1/4	1/4	2/2	1	1	i64	0.187501	-6.14281	dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
120	120	1/2	1/2	2/2	1	1	V2	0	-6.14281	dcml	Eb	vi		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
120	120	3/4	3/4	2/2	1	1	V43			dcml	Eb	vi		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
121	121	0	0	2/2	1	1	i6			dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
121	121	1/2	1/2	2/2	1	1	iv	0	-2.72644	dcml	Eb	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
122	122	0	0	2/2	1	1	i6			dcml	Eb	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
122	122	1/2	1/2	2/2	1	1	i			dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
123	123	0	0	2/2	1	1	V			dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
123	123	1/2	1/2	2/2	1	1	i64			dcml	Eb	vi		i64		i		64					m	0	1	1, 0, -3		0	1
124	124	0	0	2/2	1	1	V			dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
124	124	1/2	1/2	2/2	1	1	V6(2)			dcml	Eb	vi		V6(2)		V		6	2				M	0	1	5, 2, -4		1	5
124	124	3/4	3/4	2/2	1	1	V6	2.03708	-2.45366	dcml	Eb	vi		V6		V		6					M	0	1	5, 2, 1		1	5
125	125	0	0	2/2	1	1	V2/iv	0.217597	-3.80558	dcml	Eb	vi		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
125	125	1/2	1/2	2/2	1	1	iv64	0	-3.80558	dcml	Eb	vi		iv64		iv		64					m	0	1	0, -1, -4		-1	0
126	126	0	0	2/2	1	1	V2/iv	-0.187501	-5.24665	dcml	Eb	vi		V2/iv		V		2		iv			Mm7	0	1	-2, 0, 4, 1		0	-2
126	126	1/2	1/2	2/2	1	1	ii.V43(4)	-2.25467	-4.99771	dcml	Eb	ii		V43(4)		V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
126	126	3/4	3/4	2/2	1	1	V43	0.334696	-5.07091	dcml	Eb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
127	127	0	0	2/2	1	1	i	0.108798	-5.17244	dcml	Eb	ii		i		i							m	0	1	0, -3, 1		0	0
127	127	1/2	1/2	2/2	1	1	V2	-0.239048	-5.69343	dcml	Eb	ii		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
131	131	0	0	2/2	1	1	II.I	0.217597	-5.76395	dcml	Eb	II		I		I							M	0	0	0, 4, 1		0	0
131	131	1/2	1/2	2/2	1	1	V2	0.0873475	-6.01983	dcml	Eb	II		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
135	135	0	0	2/2	1	1	I.V65/V	-0.0486075	-4.46867	dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
135	135	1/2	1/2	2/2	1	1	V	0	-3.81251	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
136	136	0	0	2/2	1	1	V65/IV	0	-3.86544	dcml	Eb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
136	136	1/2	1/2	2/2	1	1	IV	-0.030096	-3.33564	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
137	137	0	0	2/2	1	1	ii	0	-3.12962	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
137	137	1/2	1/2	2/2	1	1	iiio			dcml	Eb	I		iiio		iii	o						o	0	0	4, 1, -2		4	4
138	138	0	0	2/2	1	1	V65/ii	-0.108798	-4.42406	dcml	Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
138	138	1/2	1/2	2/2	1	1	ii	0	-3.33029	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
139	139	0	0	2/2	1	1	V65	0.344907	-3.64558	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
139	139	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
140	140	0	0	2/2	1	1	IV.V+65/IV	0.108798	-3.55804	dcml	Eb	IV		V+65/IV		V	+	65		IV			+7	0	0	4, 8, -2, 0		0	4
140	140	1/2	1/2	2/2	1	1	IV	-0.120887	-2.86266	dcml	Eb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
141	141	0	0	2/2	1	1	V[I6			dcml	Eb	IV	V	I6		I		6					M	0	0	4, 1, 0		0	4
141	141	1/2	1/2	2/2	1	1	#viio2/V			dcml	Eb	IV		#viio2/V		#vii	o	2		V			o7	0	0	4, 13, 10, 7		13	4
142	142	0	0	2/2	1	1	viio65			dcml	Eb	IV		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
142	142	1/2	1/2	2/2	1	1	IV			dcml	Eb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
143	143	0	0	2/2	1	1	#viio7/V			dcml	Eb	IV		#viio7/V		#vii	o	7		V			o7	0	0	13, 10, 7, 4		13	13
143	143	1/2	1/2	2/2	1	1	viio7	0	-3.00233	dcml	Eb	IV		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
145	145	0	0	2/2	1	1	I]			dcml	Eb	IV		I		I					]		M	0	0	0, 4, 1		0	0
145	145	1/2	1/2	2/2	1	1	I(64)			dcml	Eb	IV		I(64)		I			64				M	0	0	0, -1, 3		0	0
146	146	0	0	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
146	146	1/2	1/2	2/2	1	1	I(64)			dcml	Eb	IV		I(64)		I			64				M	0	0	0, -1, 3		0	0
147	147	0	0	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
147	147	1/2	1/2	2/2	1	1	#ivo6			dcml	Eb	IV		#ivo6		#iv	o	6					o	0	0	3, 0, 6		6	3
148	148	0	0	2/2	1	1	vi7			dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
148	148	1/2	1/2	2/2	1	1	V7			dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
149	149	0	0	2/2	1	1	I64			dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
149	149	1/4	1/4	2/2	1	1	viio	-0.84621	-2.5	dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
149	149	1/2	1/2	2/2	1	1	#viio6/V	-1.20887	-2.5	dcml	Eb	IV		#viio6/V		#vii	o	6		V			o	0	0	10, 7, 13		13	10
149	149	3/4	3/4	2/2	1	1	V	0	-3.81	dcml	Eb	IV		V		V							M	0	0	1, 5, 2		1	1
150	150	0	0	2/2	1	1	vi7	-0.109741	-2.72042	dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
150	150	1/4	1/4	2/2	1	1	V6			dcml	Eb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
150	150	1/2	1/2	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
150	150	3/4	3/4	2/2	1	1	viio6	-1.32976	-2.5	dcml	Eb	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
151	151	0	0	2/2	1	1	I6	0	-3.12381	dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
151	151	1/2	1/2	2/2	1	1	viio64	-1.65049	-3.89282	dcml	Eb	IV		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
151	151	3/4	3/4	2/2	1	1	I	0	-2.99905	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
152	152	0	0	2/2	1	1	I64	0	-3.06143	dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
152	152	1/4	1/4	2/2	1	1	vii6			dcml	Eb	IV		vii6		vii		6					m	0	0	2, 6, 5		5	2
152	152	1/2	1/2	2/2	1	1	V43			dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
153	153	0	0	2/2	1	1	I	0	-3.18619	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
153	153	1/2	1/2	2/2	1	1	V7	0	-3.56048	dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	154	0	0	2/2	1	1	V(64)	0	-3.93476	dcml	Eb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
154	154	1/2	1/2	2/2	1	1	V7	0	-3.68524	dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
155	155	0	0	2/2	1	1	V(64)	0.120887	-3.4671	dcml	Eb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
155	155	1/2	1/2	2/2	1	1	V[viio6/V	-0.187501	-4.15338	dcml	Eb	IV	V	viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
156	156	0	0	2/2	1	1	V]	0	-3.58798	dcml	Eb	IV		V		V					]		M	0	0	1, 5, 2		1	1
156	156	1/4	1/4	2/2	1	1	V7(119)	-0.737665	-4.50071	dcml	Eb	IV		V7(119)		V		7	119				Mm7	0	0	1, 5, 2, -1	0, 3	1	1
156	156	3/4	3/4	2/2	1	1	viio	0.67105	-4.42331	dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
157	157	0	0	2/2	1	1	I	-0.120887	-4.19242	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
157	157	1/4	1/4	2/2	1	1	viio	-0.967098	-4.07153	dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
157	157	1/2	1/2	2/2	1	1	vi7	0.187501	-4.0296	dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
157	157	3/4	3/4	2/2	1	1	V7	0	-4.07153	dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
158	158	0	0	2/2	1	1	vi7	-0.108546	-4.28372	dcml	Eb	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
158	158	1/4	1/4	2/2	1	1	V64	-0.308388	-4.13324	dcml	Eb	IV		V64		V		64					M	0	0	2, 1, 5		1	2
158	158	1/2	1/2	2/2	1	1	I	0.296048	-4.3997	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
158	158	3/4	3/4	2/2	1	1	V65	-0.375003	-4.91573	dcml	Eb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
159	159	0	0	2/2	1	1	I	0.120887	-4.55508	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
159	159	1/4	1/4	2/2	1	1	V7/ii	-1.45065	-4.62913	dcml	Eb	IV		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
159	159	1/2	1/2	2/2	1	1	.biio64	-0.296048	-4.62913	dcml	Eb	IV		biio64		bii	o	64					o	0	0	-11, -5, -8		-5	-11
159	159	3/4	3/4	2/2	1	1	V7	1.81331	-4.67597	dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
160	160	1/4	1/4	2/2	1	1	I	0	-3.25481	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
160	160	1/2	1/2	2/2	1	1	I\\	0	-3.7077	dcml	Eb	IV		I		I						\\	M	0	0	0, 4, 1		0	0
161	161	0	0	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
162	162	0	0	2/2	1	1	I64			dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
162	162	1/2	1/2	2/2	1	1	I6			dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
163	163	0	0	2/2	1	1	V6			dcml	Eb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
164	164	0	0	2/2	1	1	V(94)			dcml	Eb	IV		V(94)		V			94				M	0	0	1, 0, 2	3	1	1
164	164	1/2	1/2	2/2	1	1	V			dcml	Eb	IV		V		V							M	0	0	1, 5, 2		1	1
165	165	0	0	2/2	1	1	I	0	-2.98355	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
165	165	3/4	3/4	2/2	1	1	I64	0	-3.89687	dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
166	166	1/4	1/4	2/2	1	1	#viio7/vi	-3.26395	-2.5	dcml	Eb	IV		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
166	166	1/2	1/2	2/2	1	1	vi			dcml	Eb	IV		vi		vi							m	0	0	3, 0, 4		3	3
166	166	3/4	3/4	2/2	1	1	IV+6			dcml	Eb	IV		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
167	167	0	0	2/2	1	1	IV	0	-3.18619	dcml	Eb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
167	167	1/4	1/4	2/2	1	1	V2			dcml	Eb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
168	168	0	0	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
168	168	1/4	1/4	2/2	1	1	V7			dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
168	168	1/2	1/2	2/2	1	1	I\\			dcml	Eb	IV		I		I						\\	M	0	0	0, 4, 1		0	0
168	168	3/4	3/4	2/2	1	1	V43			dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
169	169	0	0	2/2	1	1	I	0	-3.06143	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
169	169	1/2	1/2	2/2	1	1	I6	0	-2.74952	dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
170	170	1/4	1/4	2/2	1	1	V43			dcml	Eb	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
170	170	1/2	1/2	2/2	1	1	I64			dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
170	170	3/4	3/4	2/2	1	1	I.V6/ii	-0.120887	-3.42022	dcml	Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
171	171	0	0	2/2	1	1	ii	0.187501	-3.99822	dcml	Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
171	171	1/4	1/4	2/2	1	1	iii	-0.120887	-4.28477	dcml	Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
171	171	1/2	1/2	2/2	1	1	ii6	0	-3.10444	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
171	171	3/4	3/4	2/2	1	1	V	0	-3.10444	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
172	172	0	0	2/2	1	1	I(94)	-1.08798	-3.87238	dcml	Eb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
172	172	1/4	1/4	2/2	1	1	I(+#7)			dcml	Eb	I		I(+#7)		I			+#7				M	0	0	0, 4, 1	12	0	0
172	172	1/2	1/2	2/2	1	1	I\\			dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
172	172	3/4	3/4	2/2	1	1	IV.V2	0	-4.12	dcml	Eb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
173	173	0	0	2/2	1	1	I6	0	-4.12	dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
173	173	1/4	1/4	2/2	1	1	viio6	-1.32976	-4.12	dcml	Eb	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
173	173	1/2	1/2	2/2	1	1	I	0	-4.12191	dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
173	173	3/4	3/4	2/2	1	1	I64	0	-4.12	dcml	Eb	IV		I64		I		64					M	0	0	1, 0, 4		0	1
174	174	0	0	2/2	1	1	ii7	0	-4.12	dcml	Eb	IV		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
174	174	1/4	1/4	2/2	1	1	viio	0	-4.12	dcml	Eb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
174	174	1/2	1/2	2/2	1	1	I			dcml	Eb	IV		I		I							M	0	0	0, 4, 1		0	0
174	174	3/4	3/4	2/2	1	1	ii64			dcml	Eb	IV		ii64		ii		64					m	0	0	3, 2, -1		2	3
175	175	1/4	1/4	2/2	1	1	V2			dcml	Eb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
175	175	3/4	3/4	2/2	1	1	V7			dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
176	176	0	0	2/2	1	1	V(64)	-1.45065	-2.5	dcml	Eb	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
176	176	1/4	1/4	2/2	1	1	V7			dcml	Eb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
177	177	0	0	2/2	1	1	I6(13)	-1.57153	-2.5	dcml	Eb	IV		I6(13)		I		6	13				M	0	0	4, 1, 0	3	0	4
177	177	1/4	1/4	2/2	1	1	I6			dcml	Eb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
177	177	3/4	3/4	2/2	1	1	I+6			dcml	Eb	IV		I+6		I	+	6					+	0	0	4, 8, 0		0	4
