mc	mn	quarterbeats	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
48	48	513/2	7/8	7/8	4/4	4	1	V7	Ab	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	257	0	0	4/4	4	1	viio2	Ab	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
49	49	515/2	1/8	1/8	4/4	4	1	V7	Ab	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	258	1/4	1/4	4/4	4	1	viio2	Ab	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
49	49	517/2	3/8	3/8	4/4	4	1	V7	Ab	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	259	1/2	1/2	4/4	4	1	I\\	Ab	V		I		I						\\	M	0	0	0, 4, 1		0	0
49	49	519/2	5/8	5/8	4/4	4	1	I(64)	Ab	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
49	49	260	3/4	3/4	4/4	4	1	V7/IV	Ab	V		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
49	49	521/2	7/8	7/8	4/4	4	1	I(64)	Ab	V		I(64)		I			64				M	0	0	0, -1, 3		0	0
50	50	261	0	0	4/4	4	1	I.V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	265	0	0	4/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
51	51	266	1/4	1/4	4/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	267	1/2	1/2	4/4	4	1	V43/IV	Ab	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
51	51	268	3/4	3/4	4/4	4	1	V7/IV	Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
52	52	269	0	0	4/4	4	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
52	52	271	1/2	1/2	4/4	4	1	iv6	Ab	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
52	52	272	3/4	3/4	4/4	4	1	V65/V	Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
53	53	273	0	0	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
53	53	274	1/4	1/4	4/4	4	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
53	53	1099/4	7/16	7/16	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	53	2199/8	15/32	15/32	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
53	53	276	3/4	3/4	4/4	4	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
53	53	553/2	7/8	7/8	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	277	0	0	4/4	4	1	V2/IV	Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
54	54	278	1/4	1/4	4/4	4	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
54	54	279	1/2	1/2	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	54	280	3/4	3/4	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	281	0	0	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	55	282	1/4	1/4	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	283	1/2	1/2	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
55	55	284	3/4	3/4	4/4	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
55	55	569/2	7/8	7/8	4/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	285	0	0	4/4	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
56	56	571/2	1/8	1/8	4/4	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
56	56	573/2	3/8	3/8	4/4	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
56	56	288	3/4	3/4	4/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	56	577/2	7/8	7/8	4/4	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
57	57	289	0	0	4/4	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
57	57	291	1/2	1/2	4/4	4	1	V2/IV	Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
58	58	293	0	0	4/4	4	1	iv6	Ab	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
58	58	295	1/2	1/2	4/4	4	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
58	58	591/2	5/8	5/8	4/4	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
58	58	296	3/4	3/4	4/4	4	1	#vo2	Ab	I		#vo2		#v	o	2					o7	0	0	-1, 8, 5, 2		8	-1
58	58	593/2	7/8	7/8	4/4	4	1	V65/V	Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
59	59	297	0	0	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
59	59	298	1/4	1/4	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	299	1/2	1/2	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
59	59	300	3/4	3/4	4/4	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
60	60	301	0	0	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
60	60	603/2	1/8	1/8	4/4	4	1	V2/IV	Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
60	60	302	1/4	1/4	4/4	4	1	IV6	Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	605/2	3/8	3/8	4/4	4	1	iv6	Ab	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
60	60	303	1/2	1/2	4/4	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
60	60	304	3/4	3/4	4/4	4	1	V2(6)	Ab	I		V2(6)		V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
60	60	609/2	7/8	7/8	4/4	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
61	61	305	0	0	4/4	4	1	I6(2)	Ab	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
61	61	611/2	1/8	1/8	4/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
61	61	306	1/4	1/4	4/4	4	1	V2(4)	Ab	I		V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
61	61	613/2	3/8	3/8	4/4	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
61	61	307	1/2	1/2	4/4	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
61	61	308	3/4	3/4	4/4	4	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
62	62	309	0	0	2/2	4	1	#V.I	Ab	#V		I		I							M	0	0	0, 4, 1		0	0
62	62	312	3/4	3/4	2/2	4	1	#viio43/V	Ab	#V		#viio43/V		#vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
63	63	313	0	0	2/2	4	1	V6(2)	Ab	#V		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
63	63	314	1/4	1/4	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
63	63	315	1/2	1/2	2/2	4	1	V2	Ab	#V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
64	64	317	0	0	2/2	4	1	I6	Ab	#V		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	318	1/4	1/4	2/2	4	1	IV	Ab	#V		IV		IV							M	0	0	-1, 3, 0		-1	-1
64	64	1275/4	7/16	7/16	2/2	4	1	ii65	Ab	#V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
64	64	319	1/2	1/2	2/2	4	1	V(4)	Ab	#V		V(4)		V			4				M	0	0	1, 0, 2		1	1
64	64	320	3/4	3/4	2/2	4	1	Fr6	Ab	#V		Fr6	Fr	V		43	b5	V			Fr	0	0	-4, 0, 2, 6		2	-4
65	65	321	0	0	2/2	4	1	V(4)	Ab	#V		V(4)		V			4				M	0	0	1, 0, 2		1	1
65	65	322	1/4	1/4	2/2	4	1	#viio7/V	Ab	#V		#viio7/V		#vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
65	65	323	1/2	1/2	2/2	4	1	V(b64)	Ab	#V		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
65	65	647/2	5/8	5/8	2/2	4	1	V	Ab	#V		V		V							M	0	0	1, 5, 2		1	1
65	65	324	3/4	3/4	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
65	65	649/2	7/8	7/8	2/2	4	1	V65	Ab	#V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	66	325	0	0	2/2	4	1	I64(11)	Ab	#V		I64(11)		I		64	11				M	0	0	1, 0, 4	-1	0	1
66	66	651/2	1/8	1/8	2/2	4	1	I64	Ab	#V		I64		I		64					M	0	0	1, 0, 4		0	1
66	66	326	1/4	1/4	2/2	4	1	I	Ab	#V		I		I							M	0	0	0, 4, 1		0	0
66	66	327	1/2	1/2	2/2	4	1	#viio43/V	Ab	#V		#viio43/V		#vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
67	67	329	0	0	2/2	4	1	V6(2)	Ab	#V		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
67	67	330	1/4	1/4	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
67	67	331	1/2	1/2	2/2	4	1	V43	Ab	#V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
68	68	333	0	0	2/2	4	1	I	Ab	#V		I		I							M	0	0	0, 4, 1		0	0
68	68	335	1/2	1/2	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
68	68	336	3/4	3/4	2/2	4	1	V43/V	Ab	#V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
69	69	337	0	0	2/2	4	1	Ger6	Ab	#V		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
69	69	679/2	5/8	5/8	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
70	70	343	1/2	1/2	2/2	4	1	V43	Ab	#V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
71	71	345	0	0	2/2	4	1	#viio7/ii	Ab	#V		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
71	71	347	1/2	1/2	2/2	4	1	#viio65/ii	Ab	#V		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
72	72	349	0	0	2/2	4	1	viio6	Ab	#V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
72	72	350	1/4	1/4	2/2	4	1	V7	Ab	#V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	351	1/2	1/2	2/2	4	1	viio2	Ab	#V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
73	73	353	0	0	2/2	4	1	bVI	Ab	#V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
73	73	709/2	3/8	3/8	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
73	73	711/2	5/8	5/8	2/2	4	1	I	Ab	#V		I		I							M	0	0	0, 4, 1		0	0
74	74	357	0	0	2/2	4	1	V43	Ab	#V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
74	74	359	1/2	1/2	2/2	4	1	V65	Ab	#V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	360	3/4	3/4	2/2	4	1	I	Ab	#V		I		I							M	0	0	0, 4, 1		0	0
74	74	721/2	7/8	7/8	2/2	4	1	viio6	Ab	#V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
75	75	361	0	0	2/2	4	1	I6	Ab	#V		I6		I		6					M	0	0	4, 1, 0		0	4
75	75	725/2	3/8	3/8	2/2	4	1	V43	Ab	#V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
75	75	363	1/2	1/2	2/2	4	1	#viio/ii	Ab	#V		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
75	75	364	3/4	3/4	2/2	4	1	#viio6/ii	Ab	#V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
76	76	365	0	0	2/2	4	1	viio6	Ab	#V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
76	76	366	1/4	1/4	2/2	4	1	viio2	Ab	#V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
77	77	369	0	0	2/2	4	1	bVI	Ab	#V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
77	77	741/2	3/8	3/8	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
77	77	743/2	5/8	5/8	2/2	4	1	I64	Ab	#V		I64		I		64					M	0	0	1, 0, 4		0	1
77	77	372	3/4	3/4	2/2	4	1	bVI	Ab	#V		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
77	77	745/2	7/8	7/8	2/2	4	1	V6	Ab	#V		V6		V		6					M	0	0	5, 2, 1		1	5
78	78	373	0	0	2/2	4	1	I[V2/IV	Ab	#V	I	V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
78	78	374	1/4	1/4	2/2	4	1	IV6	Ab	#V	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
78	78	749/2	3/8	3/8	2/2	4	1	iv6	Ab	#V	I	iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
78	78	375	1/2	1/2	2/2	4	1	I64(4)	Ab	#V	I	I64(4)		I		64	4				M	0	0	1, 0, -1		0	1
78	78	376	3/4	3/4	2/2	4	1	V65(2)/V	Ab	#V	I	V65(2)/V		V		65	2	V			Mm7	0	0	6, 3, 0, 4		2	6
78	78	753/2	7/8	7/8	2/2	4	1	V65/V	Ab	#V	I	V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
79	79	377	0	0	2/2	4	1	ii%65	Ab	#V	I	ii%65		ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
79	79	755/2	1/8	1/8	2/2	4	1	I6	Ab	#V	I	I6		I		6					M	0	0	4, 1, 0		0	4
79	79	378	1/4	1/4	2/2	4	1	V2]	Ab	#V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
80	80	379	0	3/4	12/8	4	1	I\\	Ab	#V		I		I						\\	M	0	0	0, 4, 1		0	0
81	81	765/2	1/8	1/8	12/8	4	1	I.V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
81	81	767/2	3/8	3/8	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
81	81	385	3/4	3/4	12/8	4	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
82	82	388	0	0	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	779/2	3/8	3/8	12/8	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
82	82	391	3/4	3/4	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	83	394	0	0	12/8	4	1	#viio43(2)/ii	Ab	I		#viio43(2)/ii		#vii	o	43	2	ii			o7	0	0	1, -2, 2, 4		7	1
83	83	789/2	1/8	1/8	12/8	4	1	#viio65/ii	Ab	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
83	83	791/2	3/8	3/8	12/8	4	1	#viio43/ii	Ab	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
83	83	793/2	5/8	5/8	12/8	4	1	#viio7/ii	Ab	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
83	83	397	3/4	3/4	12/8	4	1	ii6(2)	Ab	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
83	83	795/2	7/8	7/8	12/8	4	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
83	83	797/2	9/8	9/8	12/8	4	1	ii64	Ab	I		ii64		ii		64					m	0	0	3, 2, -1		2	3
83	83	799/2	11/8	11/8	12/8	4	1	ii6	Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	84	400	0	0	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
84	84	803/2	3/8	3/8	12/8	4	1	#viio43/V	Ab	I		#viio43/V		#vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
84	84	403	3/4	3/4	12/8	4	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
84	84	811/2	11/8	11/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	406	0	0	12/8	4	1	I[I64	Ab	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
86	86	412	0	0	12/8	4	1	V7	Ab	I	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	418	0	0	12/8	4	1	I64]	Ab	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
87	87	837/2	1/8	1/8	12/8	4	1	V6/vi	Ab	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
87	87	419	1/4	1/4	12/8	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
87	87	420	1/2	1/2	12/8	4	1	V43/vi	Ab	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
87	87	841/2	5/8	5/8	12/8	4	1	vi6	Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
87	87	421	3/4	3/4	12/8	4	1	V6/ii	Ab	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
87	87	843/2	7/8	7/8	12/8	4	1	V(2)	Ab	I		V(2)		V			2				M	0	0	3, 5, 2		1	3
87	87	422	1	1	12/8	4	1	V	Ab	I		V		V							M	0	0	1, 5, 2		1	1
87	87	845/2	9/8	9/8	12/8	4	1	V.V7	Ab	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	424	0	0	12/8	4	1	I[V2	Ab	V	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
88	88	427	3/4	3/4	12/8	4	1	I	Ab	V	I	I		I							M	0	0	0, 4, 1		0	0
88	88	855/2	7/8	7/8	12/8	4	1	I]	Ab	V	I	I		I							M	0	0	0, 4, 1		0	0
88	88	428	1	1	12/8	4	1	I.vi7	Ab	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
88	88	857/2	9/8	9/8	12/8	4	1	vi	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
88	88	429	5/4	5/4	12/8	4	1	V6	Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
88	88	859/2	11/8	11/8	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
89	89	430	0	0	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
89	89	863/2	3/8	3/8	12/8	4	1	V65	Ab	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
89	89	433	3/4	3/4	12/8	4	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
89	89	1737/4	17/16	17/16	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
89	89	869/2	9/8	9/8	12/8	4	1	V7(4)	Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
89	89	1743/4	23/16	23/16	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	90	436	0	0	12/8	4	1	V2/ii	Ab	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
90	90	873/2	1/8	1/8	12/8	4	1	V7/ii	Ab	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
91	91	442	0	0	12/8	4	1	V43/V	Ab	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
91	91	895/2	11/8	11/8	12/8	4	1	V65/V	Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
92	92	448	0	0	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
92	92	899/2	3/8	3/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	92	451	3/4	3/4	12/8	4	1	V(64)	Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
92	92	903/2	7/8	7/8	12/8	4	1	V6	Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
92	92	452	1	1	12/8	4	1	vi65	Ab	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
92	92	905/2	9/8	9/8	12/8	4	1	#vio65	Ab	I		#vio65		#vi	o	65					o7	0	0	7, 4, 1, 10		10	7
92	92	453	5/4	5/4	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
92	92	907/2	11/8	11/8	12/8	4	1	I64	Ab	I		I64		I		64					M	0	0	1, 0, 4		0	1
93	93	454	0	0	12/8	4	1	#vi65	Ab	I		#vi65		#vi		65					mm7	0	0	7, 11, 8, 10		10	7
93	93	909/2	1/8	1/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	457	3/4	3/4	12/8	4	1	vi65	Ab	I		vi65		vi		65					mm7	0	0	0, 4, 1, 3		3	0
94	94	460	0	0	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
94	94	461	1/4	1/4	12/8	4	1	#viio65/ii	Ab	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
94	94	463	3/4	3/4	12/8	4	1	v43	Ab	I		v43		v		43					mm7	0	0	2, -1, 1, -2		1	2
94	94	929/2	9/8	9/8	12/8	4	1	#vo43	Ab	I		#vo43		#v	o	43					o7	0	0	2, -1, 8, 5		8	2
94	94	931/2	11/8	11/8	12/8	4	1	vi43	Ab	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
95	95	466	0	0	12/8	4	1	V65/V	Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
95	95	469	3/4	3/4	12/8	4	1	V43/V	Ab	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
95	95	941/2	9/8	9/8	12/8	4	1	V2/V	Ab	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
95	95	943/2	11/8	11/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
96	96	472	0	0	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
96	96	947/2	3/8	3/8	12/8	4	1	V2	Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
96	96	1899/4	11/16	11/16	12/8	4	1	V64	Ab	I		V64		V		64					M	0	0	2, 1, 5		1	2
96	96	475	3/4	3/4	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
96	96	953/2	9/8	9/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	478	0	0	12/8	4	1	V43/IV	Ab	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
97	97	959/2	3/8	3/8	12/8	4	1	IV	Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	97	480	1/2	1/2	12/8	4	1	iv	Ab	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
97	97	481	3/4	3/4	12/8	4	1	I6	Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
97	97	965/2	9/8	9/8	12/8	4	1	V7	Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
98	98	484	0	0	12/8	4	1	I	Ab	I		I		I							M	0	0	0, 4, 1		0	0
98	98	971/2	3/8	3/8	12/8	4	1	V43	Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
98	98	487	3/4	3/4	12/8	4	1	I\\	Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
99	99	490	0	0	12/8	4	1	IV.I6	Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
99	99	983/2	3/8	3/8	12/8	4	1	V2	Ab	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
99	99	493	3/4	3/4	12/8	4	1	I6	Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
99	99	989/2	9/8	9/8	12/8	4	1	V	Ab	IV		V		V							M	0	0	1, 5, 2		1	1
100	100	496	0	0	12/8	4	1	I	Ab	IV		I		I							M	0	0	0, 4, 1		0	0
100	100	1007/2	15/8	15/8	12/8	4	1	vi	Ab	IV		vi		vi							m	0	0	3, 0, 4		3	3
100	100	505	9/4	9/4	12/8	4	1	IV6	Ab	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
100	100	506	5/2	5/2	12/8	4	1	I6	Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
101	101	502	0	0	12/8	4	1	vi7	Ab	IV		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
101	101	1007/2	3/8	3/8	12/8	4	1	V6	Ab	IV		V6		V		6					M	0	0	5, 2, 1		1	5
101	101	505	3/4	3/4	12/8	4	1	V2	Ab	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
102	102	508	0	0	12/8	4	1	I6(4)	Ab	IV		I6(4)		I		6	4				M	0	0	-1, 1, 0		0	-1
102	102	1019/2	3/8	3/8	12/8	4	1	I6	Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
102	102	511	3/4	3/4	12/8	4	1	vi64	Ab	IV		vi64		vi		64					m	0	0	4, 3, 0		3	4
102	102	1025/2	9/8	9/8	12/8	4	1	ii6	Ab	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
103	103	514	0	0	12/8	4	1	I(2)	Ab	IV		I(2)		I			2				M	0	0	2, 4, 1		0	2
103	103	515	1/4	1/4	12/8	4	1	I	Ab	IV		I		I							M	0	0	0, 4, 1		0	0
103	103	1031/2	3/8	3/8	12/8	4	1	V(6)	Ab	IV		V(6)		V			6				M	0	0	1, 5, 4		1	1
103	103	1033/2	5/8	5/8	12/8	4	1	V	Ab	IV		V		V							M	0	0	1, 5, 2		1	1
103	103	1037/2	9/8	9/8	12/8	4	1	V	Ab	IV		V		V							M	0	0	1, 5, 2		1	1
