mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
172	172	257	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	#I		V(64)	V			64					M	0	0	1, 0, 4		1	1
172	172	515/2	0.5	1/4	1/4	3/8	4	1	V2	Bb	#I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
173	173	258	0.5	0	0	3/8	4	1	I6(9)	Bb	#I		I6(9)	I		6	9					M	0	0	4, 1, 0	2	0	4
173	173	517/2	0.5	1/8	1/8	3/8	4	1	V7	Bb	#I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
173	173	259	0.5	1/4	1/4	3/8	4	1	vi	Bb	#I		vi	vi								m	0	0	3, 0, 4		3	3
174	174	519/2	0.5	0	0	3/8	4	1	IV	Bb	#I		IV	IV								M	0	0	-1, 3, 0		-1	-1
174	174	260	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	#I		V(64)	V			64					M	0	0	1, 0, 4		1	1
174	174	521/2	0.5	1/4	1/4	3/8	4	1	V2	Bb	#I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
175	175	261	0.5	0	0	3/8	4	1	I6	Bb	#I		I6	I		6						M	0	0	4, 1, 0		0	4
175	175	523/2	1.5	1/8	1/8	3/8	4	1	ii6	Bb	#I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
176	176	263	1.0	1/8	1/8	3/8	4	1	V7	Bb	#I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
177	177	264	1.5	0	0	3/8	4	1	I\\	Bb	#I		I	I							\\	M	0	0	0, 4, 1		0	0
178	178	531/2	1.5	0	0	3/8	4	1	V65	Bb	#I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
179	179	267	1.5	0	0	3/8	4	1	I	Bb	#I		I	I								M	0	0	0, 4, 1		0	0
180	180	537/2	1.5	0	0	3/8	4	1	V	Bb	#I		V	V								M	0	0	1, 5, 2		1	1
181	181	270	1.5	0	0	3/8	4	1	vi	Bb	#I		vi	vi								m	0	0	3, 0, 4		3	3
182	182	543/2	1.5	0	0	3/8	4	1	iii	Bb	#I		iii	iii								m	0	0	4, 1, 5		4	4
183	183	273	1.5	0	0	3/8	4	1	V/iii	Bb	#I		V/iii	V				iii				M	0	0	5, 9, 6		5	5
184	184	549/2	1.5	0	0	3/8	4	1	bVI.iii	Bb	bVI		iii	iii								m	0	0	4, 1, 5		4	4
185	185	276	1.5	0	0	3/8	4	1	I	Bb	bVI		I	I								M	0	0	0, 4, 1		0	0
186	186	555/2	1.5	0	0	3/8	4	1	V65	Bb	bVI		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
187	187	279	0.5	0	0	3/8	4	1	I	Bb	bVI		I	I								M	0	0	0, 4, 1		0	0
187	187	559/2	1.0	1/8	1/8	3/8	4	1	vi	Bb	bVI		vi	vi								m	0	0	3, 0, 4		3	3
188	188	561/2	1.5	0	0	3/8	4	1	V65/vi	Bb	bVI		V65/vi	V		65		vi				Mm7	0	0	8, 5, 2, 4		4	8
189	189	282	1.5	0	0	3/8	4	1	vi	Bb	bVI		vi	vi								m	0	0	3, 0, 4		3	3
190	190	567/2	1.5	0	0	3/8	4	1	v.iv	Bb	v		iv	iv								m	0	1	-1, -4, 0		-1	-1
191	191	285	6.0	0	0	3/8	4	1	V	Bb	v		V	V								M	0	1	1, 5, 2		1	1
195	195	291	1.0	0	0	3/8	4	1	V	Bb	v		V	V								M	0	1	1, 5, 2		1	1
195	195	292	1.5	1/4	1/4	3/8	4	1	v	Bb	v		v	v								m	0	1	1, -2, 2		1	1
196	196	587/2	0.5	1/4	1/4	3/8	4	1	#io43	Bb	v		#io43	#i	o	43						o7	0	1	1, -2, 7, 4		7	1
197	197	294	1.5	0	0	3/8	4	1	V/V	Bb	v		V/V	V				V				M	0	1	2, 6, 3		2	2
198	198	591/2	2.5	0	0	3/8	4	1	V/V	Bb	v		V/V	V				V				M	0	1	2, 6, 3		2	2
199	199	298	0.5	1/4	1/4	3/8	4	1	iii.iv	Bb	iii		iv	iv								m	0	1	-1, -4, 0		-1	-1
200	200	597/2	1.0	0	0	3/8	4	1	iv	Bb	iii		iv	iv								m	0	1	-1, -4, 0		-1	-1
200	200	599/2	0.5	1/4	1/4	3/8	4	1	V43	Bb	iii		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
201	201	300	3.0	0	0	3/8	4	1	i	Bb	iii		i	i								m	0	1	0, -3, 1		0	0
203	203	303	3.0	0	0	3/8	4	1	#viio43/V	Bb	iii		#viio43/V	#vii	o	43		V				o7	0	1	0, -3, 6, 3		6	0
205	205	306	3.0	0	0	3/8	4	1	#viio2/iv	Bb	iii		#viio2/iv	#vii	o	2		iv				o7	0	1	-5, 4, 1, -2		4	-5
207	207	309	1.5	0	0	3/8	4	1	#viio43/iv	Bb	iii		#viio43/iv	#vii	o	43		iv				o7	0	1	-2, -5, 4, 1		4	-2
208	208	621/2	1.5	0	0	3/8	4	1	#viio7/iv	Bb	iii		#viio7/iv	#vii	o	7		iv				o7	0	1	4, 1, -2, -5		4	4
209	209	312	1.5	0	0	3/8	4	1	#viio2/iv	Bb	iii		#viio2/iv	#vii	o	2		iv				o7	0	1	-5, 4, 1, -2		4	-5
210	210	627/2	1.5	0	0	3/8	4	1	vii.viio7/V	Bb	vii		viio7/V	vii	o	7		V				o7	0	1	6, 3, 0, -3		6	6
211	211	315	1.5	0	0	3/8	4	1	i64	Bb	vii		i64	i		64						m	0	1	1, 0, -3		0	1
212	212	633/2	1.5	0	0	3/8	4	1	i64	Bb	vii		i64	i		64						m	0	1	1, 0, -3		0	1
213	213	318	1.0	0	0	3/8	4	1	i6	Bb	vii		i6	i		6						m	0	1	-3, 1, 0		0	-3
213	213	319	2.0	1/4	1/4	3/8	4	1	iv	Bb	vii		iv	iv								m	0	1	-1, -4, 0		-1	-1
215	215	321	1.5	0	0	3/8	4	1	iv	Bb	vii		iv	iv								m	0	1	-1, -4, 0		-1	-1
216	216	645/2	1.5	0	0	3/8	4	1	i6	Bb	vii		i6	i		6						m	0	1	-3, 1, 0		0	-3
217	217	324	1.0	0	0	3/8	4	1	iv	Bb	vii		iv	iv								m	0	1	-1, -4, 0		-1	-1
217	217	325	0.5	1/4	1/4	3/8	4	1	V65	Bb	vii		V65	V		65						Mm7	0	1	5, 2, -1, 1		1	5
218	218	651/2	3.0	0	0	3/8	4	1	#viio7/iv	Bb	vii		#viio7/iv	#vii	o	7		iv				o7	0	1	4, 1, -2, -5		4	4
220	220	657/2	1.0	0	0	3/8	4	1	vi.#viio7	Bb	vi		#viio7	#vii	o	7						o7	0	1	5, 2, -1, -4		5	5
220	220	659/2	2.0	1/4	1/4	3/8	4	1	#viio7/iv	Bb	vi		#viio7/iv	#vii	o	7		iv				o7	0	1	4, 1, -2, -5		4	4
222	222	663/2	1.5	0	0	3/8	4	1	iv	Bb	vi		iv	iv								m	0	1	-1, -4, 0		-1	-1
223	223	333	1.0	0	0	3/8	4	1	iv	Bb	vi		iv	iv								m	0	1	-1, -4, 0		-1	-1
223	223	334	1.0	1/4	1/4	3/8	4	1	iio6	Bb	vi		iio6	ii	o	6						o	0	1	-1, -4, 2		2	-1
224	224	335	1.0	1/8	1/8	3/8	4	1	V7	Bb	vi		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
225	225	336	0.5	0	0	3/8	4	1	V43	Bb	vi		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
225	225	673/2	0.5	1/8	1/8	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
225	225	337	0.25	1/4	1/4	3/8	4	1	iv6	Bb	vi		iv6	iv		6						m	0	1	-4, 0, -1		-1	-4
225	225	1349/4	0.25	5/16	5/16	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
226	226	675/2	1.0	0	0	3/8	4	1	I.viio6	Bb	I		viio6	vii	o	6						o	0	0	2, -1, 5		5	2
226	226	677/2	0.5	1/4	1/4	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
227	227	339	0.25	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
227	227	1357/4	0.25	1/16	1/16	3/8	4	1	ii64	Bb	I		ii64	ii		64						m	0	0	3, 2, -1		2	3
227	227	679/2	0.25	1/8	1/8	3/8	4	1	IV6	Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
227	227	1359/4	0.25	3/16	3/16	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
227	227	340	0.25	1/4	1/4	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
227	227	1361/4	0.25	5/16	5/16	3/8	4	1	IV64	Bb	I		IV64	IV		64						M	0	0	0, -1, 3		-1	0
228	228	681/2	1.5	0	0	3/8	4	1	V2/IV	Bb	I		V2/IV	V		2		IV				Mm7	0	0	-2, 0, 4, 1		0	-2
229	229	342	1.5	0	0	3/8	4	1	IV	Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
230	230	687/2	1.5	0	0	3/8	4	1	V7/IV	Bb	I		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
231	231	345	0.75	0	0	3/8	4	1	V7/ii	Bb	I		V7/ii	V		7		ii				Mm7	0	0	3, 7, 4, 1		3	3
231	231	1383/4	0.25	3/16	3/16	3/8	4	1	V2/ii	Bb	I		V2/ii	V		2		ii				Mm7	0	0	1, 3, 7, 4		3	1
231	231	346	0.25	1/4	1/4	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
231	231	1385/4	0.25	5/16	5/16	3/8	4	1	#viio6/ii	Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	4, 1, 7		7	4
232	232	693/2	0.25	0	0	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
232	232	1387/4	0.25	1/16	1/16	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
232	232	347	0.25	1/8	1/8	3/8	4	1	vii%7	Bb	I		vii%7	vii	%	7						%7	0	0	5, 2, -1, 3		5	5
232	232	1389/4	0.25	3/16	3/16	3/8	4	1	#vii%7/V	Bb	I		#vii%7/V	#vii	%	7		V				%7	0	0	6, 3, 0, 4		6	6
232	232	695/2	0.25	1/4	1/4	3/8	4	1	V6	Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
232	232	1391/4	0.25	5/16	5/16	3/8	4	1	vio	Bb	I		vio	vi	o							o	0	0	3, 0, -3		3	3
233	233	348	0.25	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
233	233	1393/4	0.25	1/16	1/16	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
233	233	697/2	0.25	1/8	1/8	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
233	233	1395/4	0.25	3/16	3/16	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
233	233	349	0.25	1/4	1/4	3/8	4	1	V6	Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
233	233	1397/4	0.25	5/16	5/16	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
234	234	699/2	0.25	0	0	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
234	234	1399/4	0.25	1/16	1/16	3/8	4	1	vii%7/V	Bb	I		vii%7/V	vii	%	7		V				%7	0	0	6, 3, 0, 4		6	6
234	234	350	0.25	1/8	1/8	3/8	4	1	viio43/V	Bb	I		viio43/V	vii	o	43		V				o7	0	0	0, -3, 6, 3		6	0
234	234	1401/4	0.25	3/16	3/16	3/8	4	1	V6	Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
234	234	701/2	0.25	1/4	1/4	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
234	234	1403/4	0.5	5/16	5/16	3/8	4	1	V	Bb	I		V	V								M	0	0	1, 5, 2		1	1
235	235	1405/4	0.5	1/16	1/16	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
235	235	1407/4	0.25	3/16	3/16	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
235	235	352	0.5	1/4	1/4	3/8	4	1	vii%7/I	Bb	I		vii%7/I	vii	%	7		I				%7	0	0	5, 2, -1, 3		5	5
236	236	705/2	0.25	0	0	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
236	236	1411/4	0.25	1/16	1/16	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
236	236	353	0.25	1/8	1/8	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
236	236	1413/4	0.25	3/16	3/16	3/8	4	1	V65/V	Bb	I		V65/V	V		65		V				Mm7	0	0	6, 3, 0, 2		2	6
236	236	707/2	0.5	1/4	1/4	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
237	237	354	3.0	0	0	3/8	4	1	#viio7/vi	Bb	I		#viio7/vi	#vii	o	7		vi				o7	0	0	8, 5, 2, -1		8	8
239	239	357	1.5	0	0	3/8	4	1	bVI.I[I6	Bb	bVI	I	I6	I		6						M	0	0	4, 1, 0		0	4
240	240	717/2	1.5	0	0	3/8	4	1	I64	Bb	bVI		I64	I		64						M	0	0	1, 0, 4		0	1
241	241	360	1.0	0	0	3/8	4	1	ii	Bb	bVI		ii	ii								m	0	0	2, -1, 3		2	2
241	241	361	0.5	1/4	1/4	3/8	4	1	V64	Bb	bVI		V64	V		64						M	0	0	2, 1, 5		1	2
242	242	723/2	1.5	0	0	3/8	4	1	I]	Bb	bVI		I	I					]			M	0	0	0, 4, 1		0	0
243	243	363	0.5	0	0	3/8	4	1	V6	Bb	bVI		V6	V		6						M	0	0	5, 2, 1		1	5
243	243	727/2	1.0	1/8	1/8	3/8	4	1	V2	Bb	bVI		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
244	244	729/2	1.5	0	0	3/8	4	1	I6	Bb	bVI		I6	I		6						M	0	0	4, 1, 0		0	4
245	245	366	0.5	0	0	3/8	4	1	bIII.iii	Bb	bIII		iii	iii								m	0	0	4, 1, 5		4	4
245	245	733/2	0.5	1/8	1/8	3/8	4	1	ii	Bb	bIII		ii	ii								m	0	0	2, -1, 3		2	2
245	245	367	0.5	1/4	1/4	3/8	4	1	V	Bb	bIII		V	V								M	0	0	1, 5, 2		1	1
246	246	735/2	1.5	0	0	3/8	4	1	I[I6	Bb	bIII	I	I6	I		6						M	0	0	4, 1, 0		0	4
247	247	369	1.5	0	0	3/8	4	1	I64	Bb	bIII		I64	I		64						M	0	0	1, 0, 4		0	1
248	248	741/2	1.0	0	0	3/8	4	1	ii	Bb	bIII		ii	ii								m	0	0	2, -1, 3		2	2
248	248	743/2	0.5	1/4	1/4	3/8	4	1	V64]	Bb	bIII		V64	V		64			]			M	0	0	2, 1, 5		1	2
249	249	372	1.5	0	0	3/8	4	1	I6	Bb	bIII		I6	I		6						M	0	0	4, 1, 0		0	4
250	250	747/2	1.5	0	0	3/8	4	1	V7	Bb	bIII		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
251	251	375	1.5	0	0	3/8	4	1	I	Bb	bIII		I	I								M	0	0	0, 4, 1		0	0
252	252	753/2	0.5	0	0	3/8	4	1	bVII.I6	Bb	bVII		I6	I		6						M	0	0	4, 1, 0		0	4
252	252	377	0.5	1/8	1/8	3/8	4	1	ii	Bb	bVII		ii	ii								m	0	0	2, -1, 3		2	2
252	252	755/2	0.5	1/4	1/4	3/8	4	1	V7	Bb	bVII		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
253	253	378	3.0	0	0	3/8	4	1	I[I	Bb	bVII	I	I	I								M	0	0	0, 4, 1		0	0
255	255	381	1.0	0	0	3/8	4	1	ii	Bb	bVII		ii	ii								m	0	0	2, -1, 3		2	2
255	255	382	0.5	1/4	1/4	3/8	4	1	V	Bb	bVII		V	V								M	0	0	1, 5, 2		1	1
256	256	765/2	1.0	0	0	3/8	4	1	I	Bb	bVII		I	I								M	0	0	0, 4, 1		0	0
256	256	767/2	0.5	1/4	1/4	3/8	4	1	V7/IV	Bb	bVII		V7/IV	V		7		IV				Mm7	0	0	0, 4, 1, -2		0	0
257	257	384	3.0	0	0	3/8	4	1	V65/ii	Bb	bVII		V65/ii	V		65		ii				Mm7	0	0	7, 4, 1, 3		3	7
259	259	387	0.5	0	0	3/8	4	1	I.I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
259	259	775/2	0.5	1/8	1/8	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
259	259	388	0.5	1/4	1/4	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
260	260	777/2	0.5	0	0	3/8	4	1	IV	Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
260	260	389	0.5	1/8	1/8	3/8	4	1	V(64)	Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
260	260	779/2	0.5	1/4	1/4	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
261	261	390	0.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
261	261	781/2	0.5	1/8	1/8	3/8	4	1	V43	Bb	I		V43	V		43						Mm7	0	0	2, -1, 1, 5		1	2
261	261	391	0.5	1/4	1/4	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
262	262	783/2	0.5	0	0	3/8	4	1	IV(2)	Bb	I		IV(2)	IV			2					M	0	0	1, 3, 0		-1	1
262	262	392	0.5	1/8	1/8	3/8	4	1	I64	Bb	I		I64	I		64						M	0	0	1, 0, 4		0	1
262	262	785/2	0.5	1/4	1/4	3/8	4	1	V2	Bb	I		V2	V		2						Mm7	0	0	-1, 1, 5, 2		1	-1
263	263	393	0.5	0	0	3/8	4	1	I6	Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
263	263	787/2	1.5	1/8	1/8	3/8	4	1	viio64	Bb	I		viio64	vii	o	64						o	0	0	-1, 5, 2		5	-1
264	264	395	1.0	1/8	1/8	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
265	265	396	6.0	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
269	269	402	1.5	0	0	3/8	4	1	V43/vi	Bb	I		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
270	270	807/2	1.5	0	0	3/8	4	1	V43/vi	Bb	I		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
271	271	405	1.5	0	0	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
272	272	813/2	1.5	0	0	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
273	273	408	3.0	0	0	3/8	4	1	V/vi	Bb	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
275	275	411	1.5	0	0	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
276	276	825/2	1.5	0	0	3/8	4	1	V43/vi	Bb	I		V43/vi	V		43		vi				Mm7	0	0	5, 2, 4, 8		4	5
277	277	414	1.5	0	0	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
278	278	831/2	1.0	0	0	3/8	4	1	ii6	Bb	I		ii6	ii		6						m	0	0	-1, 3, 2		2	-1
278	278	833/2	0.375	1/4	1/4	3/8	4	1	IV7(4)	Bb	I		IV7(4)	IV		7	4					Mm7	0	0	-1, 5, 0, -3		-1	-1
278	278	3335/8	0.125	11/32	11/32	3/8	4	1	IV7	Bb	I		IV7	IV		7						Mm7	0	0	-1, 3, 0, -3		-1	-1
279	279	417	1.25	0	0	3/8	4	1	V/vi	Bb	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
279	279	1673/4	0.25	5/16	5/16	3/8	4	1	IV6	Bb	I		IV6	IV		6						M	0	0	3, 0, -1		-1	3
280	280	837/2	1.25	0	0	3/8	4	1	V6/vi	Bb	I		V6/vi	V		6		vi				M	0	0	8, 5, 4		4	8
280	280	1679/4	0.25	5/16	5/16	3/8	4	1	IV7	Bb	I		IV7	IV		7						Mm7	0	0	-1, 3, 0, -3		-1	-1
281	281	420	1.5	0	0	3/8	4	1	V/vi	Bb	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
282	282	843/2	1.0	0	0	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
282	282	845/2	0.5	1/4	1/4	3/8	4	1	#viio6/V	Bb	I		#viio6/V	#vii	o	6		V				o	0	0	3, 0, 6		6	3
283	283	423	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
284	284	849/2	1.0	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
284	284	851/2	0.25	1/4	1/4	3/8	4	1	vi6	Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
284	284	1703/4	0.25	5/16	5/16	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
285	285	426	1.5	0	0	3/8	4	1	V/vi	Bb	I		V/vi	V				vi				M	0	0	4, 8, 5		4	4
286	286	855/2	1.0	0	0	3/8	4	1	vi	Bb	I		vi	vi								m	0	0	3, 0, 4		3	3
286	286	857/2	0.5	1/4	1/4	3/8	4	1	#viio6/V	Bb	I		#viio6/V	#vii	o	6		V				o	0	0	3, 0, 6		6	3
287	287	429	1.5	0	0	3/8	4	1	V7	Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
288	288	861/2	1.0	0	0	3/8	4	1	I	Bb	I		I	I								M	0	0	0, 4, 1		0	0
288	288	863/2	0.25	1/4	1/4	3/8	4	1	vi6	Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
288	288	1727/4	0.25	5/16	5/16	3/8	4	1	ii	Bb	I		ii	ii								m	0	0	2, -1, 3		2	2
289	289	432	1.5	0	0	3/8	4	1	V7/vi	Bb	I		V7/vi	V		7		vi				Mm7	0	0	4, 8, 5, 2		4	4
290	290	867/2	1.5	0	0	3/8	4	1	vi.i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
291	291	435	0.5	0	0	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
291	291	871/2	0.25	1/8	1/8	3/8	4	1	V	Bb	vi		V	V								M	0	1	1, 5, 2		1	1
291	291	1743/4	0.25	3/16	3/16	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
291	291	436	1.0	1/4	1/4	3/8	4	1	V	Bb	vi		V	V								M	0	1	1, 5, 2		1	1
292	292	437	0.25	1/8	1/8	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
292	292	1749/4	0.25	3/16	3/16	3/8	4	1	V	Bb	vi		V	V								M	0	1	1, 5, 2		1	1
292	292	875/2	1.0	1/4	1/4	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
293	293	877/2	0.25	1/8	1/8	3/8	4	1	V	Bb	vi		V	V								M	0	1	1, 5, 2		1	1
293	293	1755/4	0.25	3/16	3/16	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
293	293	439	0.5	1/4	1/4	3/8	4	1	V	Bb	vi		V	V								M	0	1	1, 5, 2		1	1
294	294	879/2	0.5	0	0	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
294	294	440	1.5	1/8	1/8	3/8	4	1	bII	Bb	vi		bII	bII								M	0	1	-5, -1, -4		-5	-5
295	295	883/2	0.5	1/8	1/8	3/8	4	1	V7	Bb	vi		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
295	295	442	0.875	1/4	1/4	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
296	296	3543/8	1.625	3/32	3/32	3/8	4	1	bII	Bb	vi		bII	bII								M	0	1	-5, -1, -4		-5	-5
297	297	889/2	0.5	1/8	1/8	3/8	4	1	V7	Bb	vi		V7	V		7						Mm7	0	1	1, 5, 2, -1		1	1
297	297	445	5.0	1/4	1/4	3/8	4	1	i	Bb	vi		i	i								m	0	1	0, -3, 1		0	0
301	301	450	4.0	0	0	3/8	4	1	@none	Bb	vi		@none	@none								m	0	1				
303	303	454	0.5	1/4	1/4	3/8	4	1	V.I	Bb	V		I	I								M	0	0	0, 4, 1		0	0
304	304	909/2	1.5	0	0	3/8	4	1	I[I	Bb	V	I	I	I								M	0	0	0, 4, 1		0	0
305	305	456	1.5	0	0	3/8	4	1	IV	Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
306	306	915/2	1.5	0	0	3/8	4	1	V	Bb	V		V	V								M	0	0	1, 5, 2		1	1
307	307	459	1.0	0	0	3/8	4	1	I	Bb	V		I	I								M	0	0	0, 4, 1		0	0
307	307	460	0.5	1/4	1/4	3/8	4	1	V7	Bb	V		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
308	308	921/2	1.0	0	0	3/8	4	1	I]	Bb	V		I	I					]			M	0	0	0, 4, 1		0	0
308	308	923/2	0.5	1/4	1/4	3/8	4	1	V	Bb	V		V	V								M	0	0	1, 5, 2		1	1
309	309	462	1.0	0	0	3/8	4	1	I	Bb	V		I	I								M	0	0	0, 4, 1		0	0
309	309	463	1.5	1/4	1/4	3/8	4	1	IV	Bb	V		IV	IV								M	0	0	-1, 3, 0		-1	-1
310	310	929/2	0.5	1/4	1/4	3/8	4	1	V	Bb	V		V	V								M	0	0	1, 5, 2		1	1
311	311	465	2.5	0	0	3/8	4	1	I	Bb	V		I	I								M	0	0	0, 4, 1		0	0
312	312	935/2	0.5	1/4	1/4	3/8	4	1	V	Bb	V		V	V								M	0	0	1, 5, 2		1	1
313	313	468	1.5	0	0	3/8	4	1	I	Bb	V		I	I								M	0	0	0, 4, 1		0	0
314	314	939/2	1.5	0	0	3/8	4	1	vii.iv7	Bb	vii		iv7	iv		7						mm7	0	1	-1, -4, 0, -3		-1	-1
315	315	471	1.5	0	0	3/8	4	1	V	Bb	vii		V	V								M	0	1	1, 5, 2		1	1
316	316	945/2	1.5	0	0	3/8	4	1	III	Bb	vii		III	III								M	0	1	-3, 1, -2		-3	-3
317	317	474	3.0	0	0	3/8	4	1	V43	Bb	vii		V43	V		43						Mm7	0	1	2, -1, 1, 5		1	2
319	319	477	1.5	0	0	3/8	4	1	#IV.I	Bb	#IV		I	I								M	0	0	0, 4, 1		0	0
320	320	957/2	1.5	0	0	3/8	4	1	I	Bb	#IV		I	I								M	0	0	0, 4, 1		0	0
321	321	480	1.0	0	0	3/8	4	1	IV	Bb	#IV		IV	IV								M	0	0	-1, 3, 0		-1	-1
321	321	481	0.5	1/4	1/4	3/8	4	1	V	Bb	#IV		V	V								M	0	0	1, 5, 2		1	1
322	322	963/2	1.5	0	0	3/8	4	1	I	Bb	#IV		I	I								M	0	0	0, 4, 1		0	0
323	323	483	3.0	0	0	3/8	4	1	V7	Bb	#IV		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
