mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
99	98	0	0	6/8	1	1	i[i	0	-4.36532	dcml	f	i	i	i		i							m	1	1	0, -3, 1		0	0
101	100	0	0	6/8	1	1	#viio7	0.301438	-5.06845	dcml	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
101	100	3/8	3/8	6/8	1	1	i	0.195123	-3.67074	dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
102	101	0	0	6/8	1	1	#viio7	-0.231401	-3.66948	dcml	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
102	101	3/8	3/8	6/8	1	1	i	0	-3.67074	dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
102	101	5/8	5/8	6/8	1	1	i]	0.0888065	-4.06181	dcml	f	i		i		i					]		m	1	1	0, -3, 1		0	0
103	102	0	0	6/8	1	1	V[V(64)	0	-5.2109	dcml	f	i	V	V(64)		V			64				M	1	1	1, 0, -3		1	1
103	102	1/8	1/8	6/8	1	1	V65	1.59852	-5.13709	dcml	f	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
103	102	1/4	1/4	6/8	1	1	i	0.390245	-3.86586	dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
103	102	3/8	3/8	6/8	1	1	i6	0.195123	-3.47561	dcml	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
103	102	1/2	1/2	6/8	1	1	V64	0.195123	-3.93125	dcml	f	i		V64		V		64					M	1	1	2, 1, 5		1	2
103	102	5/8	5/8	6/8	1	1	i6			dcml	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
104	103	0	0	6/8	1	1	V7			dcml	f	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
104	103	3/8	3/8	6/8	1	1	V2]	0.208884	-6.47007	dcml	f	i		V2		V		2			]		Mm7	1	1	-1, 1, 5, 2		1	-1
104	103	1/2	1/2	6/8	1	1	i6	-0.0312711	-5.67522	dcml	f	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
104	103	5/8	5/8	6/8	1	1	i			dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
105	104	0	0	6/8	1	1	i[#viio7/iv			dcml	f	i	i	#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
106	105	0	0	6/8	1	1	iv6]			dcml	f	i		iv6		iv		6			]		m	1	1	-4, 0, -1		-1	-4
107	106	0	0	6/8	1	1	ii[#viio7/V			dcml	f	i	ii	#viio7/V		#vii	o	7		V			o7	1	1	13, 10, 7, 4		13	13
108	107	0	0	6/8	1	1	V6]			dcml	f	i		V6		V		6			]		M	1	1	5, 2, 1		1	5
109	108	0	0	6/8	1	1	#viio2			dcml	f	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
111	110	0	0	6/8	1	1	VI			dcml	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
112	111	0	0	6/8	1	1	iv			dcml	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
113	112	0	0	6/8	1	1	V6/iv	0	-3.67267	dcml	f	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
114	113	0	0	6/8	1	1	iv	-0.73171	-4.2561	dcml	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
114	113	3/8	3/8	6/8	1	1	V	0	-3.67074	dcml	f	i		V		V							M	1	1	1, 5, 2		1	1
115	114	0	0	6/8	1	1	VI			dcml	f	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
116	115	0	0	6/8	1	1	iv			dcml	f	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
117	116	0	0	6/8	1	1	V6/iv			dcml	f	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
118	117	0	0	6/8	1	1	ii%65	0	-4.81104	dcml	f	i		ii%65		ii	%	65					%7	1	1	1, 8, 0, 2		2	1
118	117	3/8	3/8	6/8	1	1	V	0	-4.96014	dcml	f	i		V		V							M	1	1	1, 5, 2		1	1
119	118	0	0	6/8	1	1	ii%65	0	-4.88559	dcml	f	i		ii%65		ii	%	65					%7	1	1	1, 8, 0, 2		2	1
119	118	3/8	3/8	6/8	1	1	V			dcml	f	i		V		V							M	1	1	1, 5, 2		1	1
120	119	0	0	6/8	1	1	ii%65	0.195123	-3.67074	dcml	f	i		ii%65		ii	%	65					%7	1	1	1, 8, 0, 2		2	1
120	119	3/8	3/8	6/8	1	1	V(42)	0	-3.67074	dcml	f	i		V(42)		V			42				M	1	1	-4, 0, 2		1	-4
121	120	0	0	6/8	1	1	ii%43			dcml	f	i		ii%43		ii	%	43					%7	1	1	8, 0, 2, 1		2	8
122	121	0	0	6/8	1	1	V			dcml	f	i		V		V							M	1	1	1, 5, 2		1	1
123	122	0	0	6/8	1	1	V			dcml	f	i		V		V							M	1	1	1, 5, 2		1	1
124	123	0	0	6/8	1	1	i[i			dcml	f	i	i	i		i							m	1	1	0, -3, 1		0	0
124	123	3/8	3/8	6/8	1	1	#viio43/iv	0	-3.88275	dcml	f	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
125	124	0	0	6/8	1	1	#viio7	0.195123	-3.39462	dcml	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
126	125	0	0	6/8	1	1	i			dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
126	125	3/8	3/8	6/8	1	1	#viio43/iv	0	-3.85257	dcml	f	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
127	126	0	0	6/8	1	1	#viio7	1.01189	-3.70079	dcml	f	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
128	127	0	0	6/8	1	1	i			dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
128	127	3/8	3/8	6/8	1	1	ii%2	-0.993127	-2.97319	dcml	f	i		ii%2		ii	%	2					%7	1	1	0, 2, 1, 8		2	0
129	128	0	0	6/8	1	1	i			dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
129	128	3/8	3/8	6/8	1	1	ii%2	0.106316	-3.11578	dcml	f	i		ii%2		ii	%	2					%7	1	1	0, 2, 1, 8		2	0
130	129	0	0	6/8	1	1	i			dcml	f	i		i		i							m	1	1	0, -3, 1		0	0
133	132	0	0	6/8	1	1	I]\\			dcml	f	i		I		I					]	\\	M	1	1	0, 4, 1		0	0
134	133	0	0	2/2	1	1	I.V[viio64/vii			dcml	f	I	V	viio64/vii		vii	o	64		vii			o	1	0	-3, 3, 0		3	-3
134	133	1/2	1/2	2/2	1	1	viio64			dcml	f	I		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
135	134	0	0	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
135	134	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
137	136	0	0	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
137	136	5/8	5/8	2/2	1	1	I]			dcml	f	I		I		I					]		M	1	0	0, 4, 1		0	0
137	136	3/4	3/4	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
138	137	0	0	2/2	1	1	I[I			dcml	f	I	I	I		I							M	1	0	0, 4, 1		0	0
138	137	1/2	1/2	2/2	1	1	III+			dcml	f	I		III+		III	+						+	1	0	4, 8, 12		4	4
139	138	0	0	2/2	1	1	IV			dcml	f	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
139	138	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
140	139	0	0	2/2	1	1	I(9)			dcml	f	I		I(9)		I			9				M	1	0	0, 4, 1	2	0	0
140	139	1/8	1/8	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
140	139	1/2	1/2	2/2	1	1	III+			dcml	f	I		III+		III	+						+	1	0	4, 8, 12		4	4
141	140	0	0	2/2	1	1	IV			dcml	f	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
141	140	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
142	141	0	0	2/2	1	1	I]	0.195123	-4.2561	dcml	f	I		I		I					]		M	1	0	0, 4, 1		0	0
142	141	1/2	1/2	2/2	1	1	V7	0	-5.03659	dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
143	142	0	0	2/2	1	1	I	0	-4.06098	dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
143	142	1/2	1/2	2/2	1	1	V7	0.292684	-4.54879	dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
144	143	0	0	2/2	1	1	I	0.390245	-3.28049	dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
144	143	1/2	1/2	2/2	1	1	V7	0.292684	-4.10976	dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
145	144	0	0	2/2	1	1	I	0	-3.67074	dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
145	144	1/2	1/2	2/2	1	1	V	0	-4.84147	dcml	f	I		V		V							M	1	0	1, 5, 2		1	1
146	145	0	0	2/2	1	1	#viio/V	0.00500674	-5.33303	dcml	f	I		#viio/V		#vii	o			V			o	1	0	13, 10, 7		13	13
147	146	0	0	2/2	1	1	V7/V			dcml	f	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
148	147	0	0	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
149	148	0	0	2/2	1	1	vi			dcml	f	I		vi		vi							m	1	0	3, 0, 4		3	3
149	148	1/2	1/2	2/2	1	1	IV	-0.258043	-5.08043	dcml	f	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
150	149	0	0	2/2	1	1	V(64)	0.292684	-6.01221	dcml	f	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
151	150	0	0	2/2	1	1	V7	0	-7.62197	dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
152	151	0	0	2/2	1	1	I\\			dcml	f	I		I		I						\\	M	1	0	0, 4, 1		0	0
152	151	1/2	1/2	2/2	1	1	V7/IV			dcml	f	I		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
153	152	0	0	2/2	1	1	IV			dcml	f	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
153	152	1/2	1/2	2/2	1	1	V7/IV			dcml	f	I		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
154	153	0	0	2/2	1	1	IV			dcml	f	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
154	153	1/2	1/2	2/2	1	1	V7/V			dcml	f	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
155	154	0	0	2/2	1	1	V	0	-4.2561	dcml	f	I		V		V							M	1	0	1, 5, 2		1	1
155	154	1/2	1/2	2/2	1	1	V7/V	-0.146342	-5.2805	dcml	f	I		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
156	155	0	0	2/2	1	1	V	0	-4.10976	dcml	f	I		V		V							M	1	0	1, 5, 2		1	1
157	156	0	0	2/2	1	1	ii(#7)			dcml	f	I		ii(#7)		ii			#7				m	1	0	2, -1, 3	7	2	2
157	156	1/2	1/2	2/2	1	1	ii			dcml	f	I		ii		ii							m	1	0	2, -1, 3		2	2
157	156	3/4	3/4	2/2	1	1	V			dcml	f	I		V		V							M	1	0	1, 5, 2		1	1
158	157	0	0	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
159	158	0	0	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
160	159	0	0	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
161	160	0	0	2/2	1	1	ii(#7)			dcml	f	I		ii(#7)		ii			#7				m	1	0	2, -1, 3	7	2	2
161	160	1/2	1/2	2/2	1	1	ii			dcml	f	I		ii		ii							m	1	0	2, -1, 3		2	2
162	161	0	0	2/2	1	1	I(#9)	0	-3.73007	dcml	f	I		I(#9)		I			#9				M	1	0	0, 4, 1	9	0	0
162	161	1/2	1/2	2/2	1	1	V(64)	0	-4.38611	dcml	f	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
163	162	0	0	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
164	163	0	0	2/2	1	1	I(7)	-0.298257	-5.61355	dcml	f	I		I(7)		I			7				M	1	0	0, 4, 1	5	0	0
164	163	1/2	1/2	2/2	1	1	I	1.23007	-5.96384	dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
165	164	0	0	2/2	1	1	V2(+4)			dcml	f	I		V2(+4)		V		2	+4				Mm7	1	0	-1, 1, 5, 2	0	1	-1
165	164	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
166	165	0	0	2/2	1	1	I6			dcml	f	I		I6		I		6					M	1	0	4, 1, 0		0	4
166	165	3/4	3/4	2/2	1	1	I64			dcml	f	I		I64		I		64					M	1	0	1, 0, 4		0	1
167	166	0	0	2/2	1	1	V2(+4)			dcml	f	I		V2(+4)		V		2	+4				Mm7	1	0	-1, 1, 5, 2	0	1	-1
167	166	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
168	167	0	0	2/2	1	1	I6			dcml	f	I		I6		I		6					M	1	0	4, 1, 0		0	4
168	167	3/4	3/4	2/2	1	1	I64			dcml	f	I		I64		I		64					M	1	0	1, 0, 4		0	1
169	168	0	0	2/2	1	1	@none			dcml	f	I		@none		@none							m	1	0				
169	168	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
170	169	0	0	2/2	1	1	I6			dcml	f	I		I6		I		6					M	1	0	4, 1, 0		0	4
170	169	1/2	1/2	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
172	171	0	0	2/2	1	1	I	0	-7.0366	dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
173	172	0	0	2/2	1	1	V7			dcml	f	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
174	173	0	0	2/2	1	1	I			dcml	f	I		I		I							M	1	0	0, 4, 1		0	0
175	174	0	0	2/2	1	1	V			dcml	f	I		V		V							M	1	0	1, 5, 2		1	1
176	175	0	0	2/2	1	1	I\\	0	-5.42684	dcml	f	I		I		I						\\	M	1	0	0, 4, 1		0	0
