mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
99	99	99	99a	393/2	393/2	0.5	1/8	1/8	2/4	4	1	V7(b9)		F	V		V7(b9)	V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
99	99	99	99a	197	197	1.5	1/4	1/4	2/4	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
100	100	100	100a	397/2	397/2	0.5	1/8	1/8	2/4	4	1	V7(b9)		F	V		V7(b9)	V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
100	100	100	100a	199	199	0.5	1/4	1/4	2/4	4	1	I		F	V		I	I							M	0	0	0, 4, 1		0	0
100	100	100	100a	399/2	399/2	3.5	3/8	3/8	2/4	4	1	i.iv6		F	i		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
102	102	102	102a	203	203	2.375	1/4	1/4	2/4	4	1	V7		F	i		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
103	103	103	103a	1643/8	1643/8	0.625	11/32	11/32	2/4	4	1	V2		F	i		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
104	104	104	104a	206	206	0.5	0	0	2/4	4	1	I.I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
104	104	104	104a	413/2	413/2	0.5	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
104	104	104	104a	207	207	0.5	1/4	1/4	2/4	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
104	104	104	104a	415/2	415/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
105	105	105	105a	208	208	1.5	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
105	105	105	105a	419/2	419/2	0.5	3/8	3/8	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
106	106	106	106a	210	210	0.25	0	0	2/4	4	1	I	V	F	I		I	I							M	0	0	0, 4, 1		0	0
106	106	106	106a	841/4	841/4	0.75	1/16	1/16	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
106	106	106	106a	211	211	0.5	1/4	1/4	2/4	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
106	106	106	106a	423/2	423/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
107	107	107	107a	212	212	0.5	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
107	107	107	107a	425/2	425/2	1.0	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
107	107	107	107a	427/2	427/2	0.5	3/8	3/8	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	108	108	108a	214	214	0.375	0	0	2/4	4	1	I	V	F	I		I	I							M	0	0	0, 4, 1		0	0
108	108	108	108a	1715/8	1715/8	0.625	3/32	3/32	2/4	4	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
108	108	108	108a	215	215	0.375	1/4	1/4	2/4	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
108	108	108	108a	1723/8	1723/8	0.625	11/32	11/32	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	109	109	109a	216	216	1.0	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
109	109	109	109a	217	217	0.5	1/4	1/4	2/4	4	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
109	109	109	109a	435/2	435/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
110	110	110	110a	218	218	8.0	0	0	2/4	4	1	@none		F	I		@none	@none							m	0	0				
114	114	114	114a	226	226	1.0	0	0	2/4	4	1	ii.#viio7		F	ii		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
114	114	114	114a	227	227	0.5	1/4	1/4	2/4	4	1	i64		F	ii		i64	i		64					m	0	1	1, 0, -3		0	1
114	114	114	114a	455/2	455/2	0.5	3/8	3/8	2/4	4	1	VI		F	ii		VI	VI							M	0	1	-4, 0, -3		-4	-4
115	115	115	115a	228	228	0.5	0	0	2/4	4	1	V		F	ii		V	V							M	0	1	1, 5, 2		1	1
115	115	115	115a	457/2	457/2	1.0	1/8	1/8	2/4	4	1	V2		F	ii		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
115	115	115	115a	459/2	459/2	0.5	3/8	3/8	2/4	4	1	i		F	ii		i	i							m	0	1	0, -3, 1		0	0
116	116	116	116a	230	230	1.0	0	0	2/4	4	1	VII		F	ii		VII	VII							M	0	1	-2, 2, -1		-2	-2
116	116	116	116a	231	231	1.0	1/4	1/4	2/4	4	1	V43/III		F	ii		V43/III	V		43		III			Mm7	0	1	-1, -4, -2, 2		-2	-1
117	117	117	117a	232	232	0.5	0	0	2/4	4	1	III(b4)		F	ii		III(b4)	III			b4				M	0	1	-3, -11, -2		-3	-3
117	117	117	117a	465/2	465/2	0.5	1/8	1/8	2/4	4	1	III		F	ii		III	III							M	0	1	-3, 1, -2		-3	-3
117	117	117	117a	233	233	3.0	1/4	1/4	2/4	4	1	@none		F	ii		@none	@none							m	0	1				
119	119	119	119a	236	236	0.5	0	0	2/4	4	1	V		F	ii		V	V							M	0	1	1, 5, 2		1	1
119	119	119	119a	473/2	473/2	1.0	1/8	1/8	2/4	4	1	VI		F	ii		VI	VI							M	0	1	-4, 0, -3		-4	-4
119	119	119	119a	475/2	475/2	2.5	3/8	3/8	2/4	4	1	V7/III		F	ii		V7/III	V		7		III			Mm7	0	1	-2, 2, -1, -4		-2	-2
121	121	121	121a	240	240	1.0	0	0	2/4	4	1	I.viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
121	121	121	121a	241	241	4.0	1/4	1/4	2/4	4	1	V[viio		F	I	V	viio	vii	o						o	0	0	5, 2, -1		5	5
123	123	123	123a	245	245	0.5	1/4	1/4	2/4	4	1	I		F	I	V	I	I							M	0	0	0, 4, 1		0	0
123	123	123	123a	491/2	491/2	0.5	3/8	3/8	2/4	4	1	i		F	I	V	i	i							m	0	0	0, -3, 1		0	0
124	124	124	124a	246	246	1.0	0	0	2/4	4	1	V2/V		F	I	V	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
124	124	124	124a	247	247	1.0	1/4	1/4	2/4	4	1	viio]		F	I	V	viio	vii	o						o	0	0	5, 2, -1		5	5
125	125	125	125a	248	248	4.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
127	127	127	127a	252	252	3.25	0	0	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
128	128	128	128a	1021/4	1021/4	0.75	5/16	5/16	2/4	4	1	V43/V		F	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
129	129	129	129a	256	256	2.0	0	0	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
130	130	130	130a	258	258	1.0	0	0	2/4	4	1	V(4)/V		F	I		V(4)/V	V			4	V			M	0	0	2, 1, 3		2	2
130	130	130	130a	259	259	1.0	1/4	1/4	2/4	4	1	V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
131	131	131	131a	260	260	1.0	0	0	2/4	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
131	131	131	131a	261	261	1.0	1/4	1/4	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	132	132	132a	262	262	1.0	0	0	2/4	4	1	I(4)		F	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
132	132	132	132a	263	263	2.0	1/4	1/4	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
133	133	133	133a	265	265	1.0	1/4	1/4	2/4	4	1	V+/vi		F	I		V+/vi	V	+			vi			+	0	0	4, 8, 12		4	4
134	134	134	134a	266	266	1.0	0	0	2/4	4	1	#viio43/ii		F	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
134	134	134	134a	267	267	0.5	1/4	1/4	2/4	4	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
134	134	134	134a	535/2	535/2	1.0	3/8	3/8	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
135	135	135	135a	537/2	537/2	0.5	1/8	1/8	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
135	135	135	135a	269	269	0.5	1/4	1/4	2/4	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
135	135	135	135a	539/2	539/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
136	136	136	136a	270	270	1.0	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
136	136	136	136a	271	271	1.0	1/4	1/4	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
137	137	137	137a	272	272	1.0	0	0	2/4	4	1	V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
137	137	137	137a	273	273	1.0	1/4	1/4	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
138	138	138	138a	274	274	0.5	0	0	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
138	138	138	138a	549/2	549/2	0.5	1/8	1/8	2/4	4	1	viio64		F	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
138	138	138	138a	275	275	0.5	1/4	1/4	2/4	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
138	138	138	138a	551/2	551/2	0.5	3/8	3/8	2/4	4	1	V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
139	139	139	139a	276	276	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
139	139	139	139a	277	277	1.0	1/4	1/4	2/4	4	1	V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
140	140	140	140a	278	278	2.0	0	0	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
141	141	141	141a	280	280	4.0	0	0	2/4	4	1	V7/IV		F	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
143	143	143	143a	284	284	0.5	0	0	2/4	4	1	IV64		F	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
143	143	143	143a	569/2	569/2	1.5	1/8	1/8	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
144	144	144	144a	286	286	2.5	0	0	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
145	145	145	145a	577/2	577/2	0.5	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
145	145	145	145a	289	289	0.5	1/4	1/4	2/4	4	1	I(64)		F	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
145	145	145	145a	579/2	579/2	0.5	3/8	3/8	2/4	4	1	VII		F	I		VII	VII							M	0	0	5, 9, 6		5	5
146	146	146	146a	290	290	0.5	0	0	2/4	4	1	V43/vi		F	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
146	146	146	146a	581/2	581/2	0.5	1/8	1/8	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
146	146	146	146a	291	291	0.5	1/4	1/4	2/4	4	1	V7/V		F	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
146	146	146	146a	583/2	583/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
147	147	147	147a	292	292	2.0	0	0	2/4	4	1	#viio/iii		F	I		#viio/iii	#vii	o			iii			o	0	0	9, 6, 3		9	9
148	148	148	148a	294	294	1.0	0	0	2/4	4	1	iii		F	I		iii	iii							m	0	0	4, 1, 5		4	4
148	148	148	148a	295	295	0.5	1/4	1/4	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
148	148	148	148a	591/2	591/2	0.5	3/8	3/8	2/4	4	1	viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
149	149	149	149a	296	296	0.5	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
149	149	149	149a	593/2	593/2	1.0	1/8	1/8	2/4	4	1	V43/vi		F	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
149	149	149	149a	595/2	595/2	0.5	3/8	3/8	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
150	150	150	150a	298	298	0.5	0	0	2/4	4	1	V6/vi		F	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
150	150	150	150a	597/2	597/2	0.5	1/8	1/8	2/4	4	1	V7/vi		F	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
150	150	150	150a	299	299	0.5	1/4	1/4	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
150	150	150	150a	599/2	599/2	0.5	3/8	3/8	2/4	4	1	#viio7/iii		F	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
151	151	151	151a	300	300	1.0	0	0	2/4	4	1	V7/vi		F	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
151	151	151	151a	301	301	1.0	1/4	1/4	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
152	152	152	152a	302	302	0.25	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
152	152	152	152a	1209/4	1209/4	0.5	1/16	1/16	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
152	152	152	152a	1211/4	1211/4	0.5	3/16	3/16	2/4	4	1	I(64)		F	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
152	152	152	152a	1213/4	1213/4	0.5	5/16	5/16	2/4	4	1	I[viio6/V		F	I	I	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
152	152	152	152a	1215/4	1215/4	0.25	7/16	7/16	2/4	4	1	I]		F	I	I	I	I							M	0	0	0, 4, 1		0	0
153	153	153	153a	304	304	0.5	0	0	2/4	4	1	V+/vi		F	I		V+/vi	V	+			vi			+	0	0	4, 8, 12		4	4
153	153	153	153a	609/2	609/2	0.5	1/8	1/8	2/4	4	1	vi64		F	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
153	153	153	153a	305	305	1.0	1/4	1/4	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
154	154	154	154a	306	306	0.5	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
154	154	154	154a	613/2	613/2	0.5	1/8	1/8	2/4	4	1	I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
154	154	154	154a	307	307	0.5	1/4	1/4	2/4	4	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
154	154	154	154a	615/2	615/2	0.5	3/8	3/8	2/4	4	1	V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
155	155	155	155a	308	308	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
155	155	155	155a	309	309	1.0	1/4	1/4	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
156	156	156	156a	310	310	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
156	156	156	156a	621/2	621/2	0.5	1/8	1/8	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
156	156	156	156a	311	311	1.0	1/4	1/4	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
157	157	157	157a	312	312	0.5	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
157	157	157	157a	625/2	625/2	0.5	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
157	157	157	157a	313	313	1.0	1/4	1/4	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
158	158	158	158a	314	314	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
158	158	158	158a	629/2	629/2	0.5	1/8	1/8	2/4	4	1	ii65		F	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
158	158	158	158a	315	315	0.5	1/4	1/4	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
158	158	158	158a	631/2	631/2	0.5	3/8	3/8	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	159	159	159a	316	316	1.5	0	0	2/4	4	1	#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
159	159	159	159a	635/2	635/2	0.5	3/8	3/8	2/4	4	1	V2/ii		F	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
160	160	160	160a	318	318	1.0	0	0	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
160	160	160	160a	319	319	1.0	1/4	1/4	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
161	161	161	161a	320	320	1.5	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
161	161	161	161a	643/2	643/2	0.5	3/8	3/8	2/4	4	1	V2/ii		F	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
162	162	162	162a	322	322	1.5	0	0	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
162	162	162	162a	647/2	647/2	2.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
164	164	164	164a	326	326	1.0	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
164	164	164	164a	327	327	0.5	1/4	1/4	2/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
164	164	164	164a	655/2	655/2	0.5	3/8	3/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
165	165	165	165a	328	328	2.0	0	0	2/4	4	1	V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
166	166	166	166a	330	330	1.0	0	0	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
166	166	166	166a	331	331	1.0	1/4	1/4	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
167	167	167	167a	332	332	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
167	167	167	167a	333	333	1.0	1/4	1/4	2/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
168	168	168	168a	334	334	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
168	168	168	168a	335	335	0.5	1/4	1/4	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
168	168	168	168a	671/2	671/2	0.5	3/8	3/8	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
169	169	169	169a	336	336	1.0	0	0	2/4	4	1	V6/V		F	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
169	169	169	169a	337	337	1.0	1/4	1/4	2/4	4	1	vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
170	170	170	170a	338	338	1.0	0	0	2/4	4	1	V65		F	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
170	170	170	170a	339	339	0.75	1/4	1/4	2/4	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
170	170	170	170a	1359/4	1359/4	0.25	7/16	7/16	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
171	171	171	171a	340	340	2.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
172	172	172	172a	342	342	0.5	0	0	2/4	4	1	V7(#2)		F	I		V7(#2)	V		7	#2				Mm7	0	0	1, 10, 2, -1		1	1
172	172	172	172a	685/2	685/2	0.5	1/8	1/8	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
172	172	172	172a	343	343	1.0	1/4	1/4	2/4	4	1	V65(4)		F	I		V65(4)	V		65	4				Mm7	0	0	0, 2, -1, 1		1	0
173	173	173	173a	344	344	2.0	0	0	2/4	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
174	174	174	174a	346	346	2.0	0	0	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	175	175	175a	348	348	2.0	0	0	2/4	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
176	176	176	176a	350	350	2.25	0	0	2/4	4	1	viio64		F	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
177	177	177	177a	1409/4	1409/4	1.75	1/16	1/16	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	178	178	178a	354	354	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
178	178	178	178a	355	355	1.0	1/4	1/4	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
179	179	179	179a	356	356	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
179	179	179	179a	713/2	713/2	0.5	1/8	1/8	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
179	179	179	179a	357	357	0.5	1/4	1/4	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
179	179	179	179a	715/2	715/2	0.3333333333333144	3/8	3/8	2/4	4	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
179	179	179	179a	2147/6	2147/6	0.16666666666668561	11/24	11/24	2/4	4	1	viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
180	180	180	180a	358	358	1.0	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
180	180	180	180a	359	359	1.0	1/4	1/4	2/4	4	1	V43		F	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
181	181	181	181a	360	360	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
181	181	181	181a	721/2	721/2	0.5	1/8	1/8	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
181	181	181	181a	361	361	0.5	1/4	1/4	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
181	181	181	181a	723/2	723/2	2.5	3/8	3/8	2/4	4	1	v6		F	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
183	183	183	183a	364	364	2.0	0	0	2/4	4	1	#viio2/ii		F	I		#viio2/ii	#vii	o	2		ii			o7	0	0	-2, 7, 4, 1		7	-2
184	184	184	184a	366	366	2.0	0	0	2/4	4	1	bVII		F	I		bVII	bVII							M	0	0	-2, 2, -1		-2	-2
185	185	185	185a	368	368	1.0	0	0	2/4	4	1	viio/IV		F	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
185	185	185	185a	369	369	1.0	1/4	1/4	2/4	4	1	V2/IV		F	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
186	186	186	186a	370	370	1.0	0	0	2/4	4	1	IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
186	186	186	186a	371	371	1.0	1/4	1/4	2/4	4	1	V65/IV		F	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
187	187	187	187a	372	372	1.5	0	0	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
187	187	187	187a	747/2	747/2	0.5	3/8	3/8	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
188	188	188	188a	374	374	1.0	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
188	188	188	188a	375	375	0.5	1/4	1/4	2/4	4	1	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
188	188	188	188a	751/2	751/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
189	189	189	189a	376	376	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	189	189a	753/2	753/2	0.5	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
189	189	189	189a	377	377	0.5	1/4	1/4	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
189	189	189	189a	755/2	755/2	0.5	3/8	3/8	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
190	190	190	190a	378	378	0.5	0	0	2/4	4	1	I	V	F	I		I	I							M	0	0	0, 4, 1		0	0
190	190	190	190a	757/2	757/2	0.25	1/8	1/8	2/4	4	1	ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	190	190a	1515/4	1515/4	0.25	3/16	3/16	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
190	190	190	190a	379	379	0.25	1/4	1/4	2/4	4	1	V(64)		F	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
190	190	190	190a	1517/4	1517/4	0.25	5/16	5/16	2/4	4	1	V7		F	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
190	190	190	190a	759/2	759/2	0.5	3/8	3/8	2/4	4	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
191	191	191	191a	380	380	0.5	0	0	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
191	191	191	191a	761/2	761/2	0.5	1/8	1/8	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
191	191	191	191a	381	381	0.5	1/4	1/4	2/4	4	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
191	191	191	191a	763/2	763/2	0.5	3/8	3/8	2/4	4	1	IV		F	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
192	192	192	192a	382	382	0.5	0	0	2/4	4	1	I		F	I		I	I							M	0	0	0, 4, 1		0	0
192	192	192	192a	765/2	765/2	0.5	1/8	1/8	2/4	4	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
192	192	192	192a	383	383	0.5	1/4	1/4	2/4	4	1	V(4)		F	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
192	192	192	192a	767/2	767/2	0.5	3/8	3/8	2/4	4	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
193	193	193	193a	384	384	2.0	0	0	2/4	4	1	I\\		F	I		I	I						\\	M	0	0	0, 4, 1		0	0
