mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
236	236	313	236a	1249	941	1.0	1/4	1/4	4/4	4	1	vi7		Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
236	236	313	236a	1250	942	5.0	1/2	1/2	4/4	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
237	237	314	237a	1255	947	1.0	3/4	3/4	4/4	4	1	IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
238	238	315	238a	1256	948	8.0	0	0	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
240	240	317	240a	1264	956	1.0	0	0	4/4	4	1	I(9)		Eb	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
240	240	317	240a	1265	957	2.0	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
240	240	317	240a	1267	959	1.0	3/4	3/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
241	241	318	241a	1268	960	4.0	0	0	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
242	242	319	242a	1272	964	3.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
242	242	319	242a	1275	967	1.0	3/4	3/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
243	243	320	243a	1276	968	4.0	0	0	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
244	244	321	244a	1280	972	3.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
244	244	321	244a	1283	975	1.0	3/4	3/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
245	245	322	245a	1284	976	2.0	0	0	4/4	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
245	245	322	245a	1286	978	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
246	246	323	246a	1288	980	2.5	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
246	246	323	246a	2581/2	1965/2	0.5	5/8	5/8	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
246	246	323	246a	1291	983	1.0	3/4	3/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	324	247a	1292	984	0.5	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	324	247a	2585/2	1969/2	0.5	1/8	1/8	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
247	247	324	247a	1293	985	1.0	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	324	247a	1294	986	0.5	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	324	247a	2589/2	1973/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
248	248	325	248a	1296	988	0.5	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
248	248	325	248a	2593/2	1977/2	2.0	1/8	1/8	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
248	248	325	248a	2597/2	1981/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
249	249	326	249a	1300	992	0.5	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
249	249	326	249a	2601/2	1985/2	2.0	1/8	1/8	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
249	249	326	249a	2605/2	1989/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
250	250	327	250a	1304	996	1.0	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
250	250	327	250a	1305	997	1.5	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
250	250	327	250a	2613/2	1997/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
251	251	328	251a	1308	1000	15.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
254	254	331	254a	1323	1015	1.0	3/4	3/4	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
255	255	332	255a	1324	1016	15.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
258	258	335	258a	1339	1031	1.0	3/4	3/4	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
259	259	336	259a	1340	1032	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
259	259	336	259a	1342	1034	1.0	1/2	1/2	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
259	259	336	259a	1343	1035	1.0	3/4	3/4	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
260	260	337	260a	1344	1036	3.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
260	260	337	260a	1347	1039	1.0	3/4	3/4	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
261	261	338	261a	1348	1040	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
261	261	338	261a	1350	1042	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
262	262	339	262a	1352	1044	4.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
