mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
51	46	104	46b	187	91	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
52	47	105	47b	189	93	2.0	0	0	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	48	106	48b	191	95	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
54	48	107	48b	192	96	1.0	0	1/4	2/4	4	1		V.V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	49	108	49a	193	97	1.0	0	0	2/4	4	1		iio64		Eb	V		iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
55	49	108	49a	194	98	1.0	1/4	1/4	2/4	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	50	109	50a	195	99	1.0	0	0	2/4	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	50	109	50a	196	100	1.0	1/4	1/4	2/4	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	51	110	51a	197	101	1.0	0	0	2/4	4	1		Ger6/vi		Eb	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
57	51	110	51a	198	102	1.0	1/4	1/4	2/4	4	1		V/vi		Eb	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	52	111	52a	199	103	2.0	0	0	2/4	4	1		V7/vi		Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
59	53	112	53a	201	105	8.0	0	0	2/4	4	1		I.V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	57	116	57a	209	113	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	58	117	58a	211	115	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	59	118	59a	213	117	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	60	119	60a	215	119	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
54	48	120	60a	216	96	1.0	0	1/4	2/4	4	1		V.V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	49	121	49b	217	97	1.0	0	0	2/4	4	1		iio64		Eb	V		iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
55	49	121	49b	218	98	1.0	1/4	1/4	2/4	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	50	122	50b	219	99	1.0	0	0	2/4	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	50	122	50b	220	100	1.0	1/4	1/4	2/4	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	51	123	51b	221	101	1.0	0	0	2/4	4	1		Ger6/vi		Eb	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
57	51	123	51b	222	102	1.0	1/4	1/4	2/4	4	1		V/vi		Eb	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	52	124	52b	223	103	2.0	0	0	2/4	4	1		V7/vi		Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
59	53	125	53b	225	105	8.0	0	0	2/4	4	1		I.V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	57	129	57b	233	113	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	58	130	58b	235	115	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	59	131	59b	237	117	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	60	132	60b	239	119	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
67	60	133	60b	240	120	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	61	134	61a	241	121	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
69	62	135	62a	243	123	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	63	136	63a	245	125	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
71	64	137	64a	247	127	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	65	138	65a	249	129	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
72	65	138	65a	250	130	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	66	139	66a	251	131	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
74	67	140	67a	253	133	1.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
74	67	140	67a	254	134	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	67	140	67a	509/2	269/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
75	68	141	68a	255	135	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
67	60	142	68a	256	120	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	61	143	61b	257	121	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
69	62	144	62b	259	123	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	63	145	63b	261	125	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
71	64	146	64b	263	127	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	65	147	65b	265	129	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
72	65	147	65b	266	130	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	66	148	66b	267	131	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
74	67	149	67b	269	133	1.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
74	67	149	67b	270	134	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	67	149	67b	541/2	269/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
75	68	150	68b	271	135	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
76	68	151	68b	272	136	1.0	0	1/4	2/4	4	1		V7/vi		Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
77	69	152	69a	273	137	1.0	0	0	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
77	69	152	69a	274	138	1.0	1/4	1/4	2/4	4	1		V65/V		Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
78	70	153	70a	275	139	1.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
78	70	153	70a	276	140	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	71	154	71a	277	141	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
79	71	154	71a	278	142	5.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
82	74	157	74a	283	147	6.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
85	77	160	77a	289	153	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
86	78	161	78a	291	155	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	79	162	79a	293	157	2.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	80	163	80a	295	159	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
76	68	164	80a	296	136	1.0	0	1/4	2/4	4	1		V7/vi		Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
77	69	165	69b	297	137	1.0	0	0	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
77	69	165	69b	298	138	1.0	1/4	1/4	2/4	4	1		V65/V		Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
78	70	166	70b	299	139	1.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
78	70	166	70b	300	140	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	71	167	71b	301	141	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
79	71	167	71b	302	142	5.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
82	74	170	74b	307	147	6.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
85	77	173	77b	313	153	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
86	78	174	78b	315	155	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	79	175	79b	317	157	2.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	80	176	80b	319	159	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
89	80	177	80b	320	160	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
90	81	178	81a	321	161	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	82	179	82a	323	163	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
91	82	179	82a	324	164	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	83	180	83a	325	165	1.0	0	0	2/4	4	1		ii(4)		Eb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
92	83	180	83a	326	166	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
93	84	181	84a	327	167	1.0	0	0	2/4	4	1		V(6)		Eb	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
93	84	181	84a	328	168	1.0	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
94	85	182	85a	329	169	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	86	183	86a	331	171	2.0	0	0	2/4	4	1		I(4)		Eb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
96	87	184	87a	333	173	1.0	0	0	2/4	4	1		vi.V7(4)/V		Eb	vi		V7(4)/V		V		7	4	V			Mm7	0	1	2, 1, 3, 0		2	2
96	87	184	87a	334	174	1.0	1/4	1/4	2/4	4	1		V7/V		Eb	vi		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
97	88	185	88a	335	175	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
89	80	186	88a	336	160	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
90	81	187	81b	337	161	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	82	188	82b	339	163	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
91	82	188	82b	340	164	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	83	189	83b	341	165	1.0	0	0	2/4	4	1		ii(4)		Eb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
92	83	189	83b	342	166	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
93	84	190	84b	343	167	1.0	0	0	2/4	4	1		V(6)		Eb	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
93	84	190	84b	344	168	1.0	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
94	85	191	85b	345	169	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	86	192	86b	347	171	2.0	0	0	2/4	4	1		I(4)		Eb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
96	87	193	87b	349	173	1.0	0	0	2/4	4	1		vi.V7(4)/V		Eb	vi		V7(4)/V		V		7	4	V			Mm7	0	1	2, 1, 3, 0		2	2
96	87	193	87b	350	174	1.0	1/4	1/4	2/4	4	1		V7/V		Eb	vi		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
97	88	194	88b	351	175	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
98	88	195	88b	352	176	1.0	0	1/4	2/4	4	1		I.V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
99	89	196	89a	353	177	1.0	0	0	2/4	4	1		vi[V7/ii		Eb	I	vi	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
99	89	196	89a	354	178	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I	vi	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	90	197	90a	355	179	1.0	0	0	2/4	4	1		V7/vi		Eb	I	vi	V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
100	90	197	90a	356	180	1.0	1/4	1/4	2/4	4	1		vi]		Eb	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
101	91	198	91a	357	181	1.0	0	0	2/4	4	1		#V[V/vii		Eb	I	#V	V/vii		V				vii			M	0	0	6, 10, 7		6	6
101	91	198	91a	358	182	2.0	1/4	1/4	2/4	4	1		vii		Eb	I	#V	vii		vii							m	0	0	5, 2, 6		5	5
102	92	199	92a	360	184	1.0	1/4	1/4	2/4	4	1		viio7]		Eb	I	#V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
103	93	200	93a	361	185	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	93	200	93a	362	186	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
104	94	201	94a	363	187	3.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	95	202	95a	366	190	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	96	203	96a	367	191	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	97	204	97a	369	193	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	98	205	98a	371	195	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
108	98	205	98a	372	196	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
109	99	206	99a	373	197	1.0	0	0	2/4	4	1		V43(2)		Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
109	99	206	99a	374	198	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	100	207	100a	375	199	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
98	88	208	100a	376	176	1.0	0	1/4	2/4	4	1		I.V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
99	89	209	89b	377	177	1.0	0	0	2/4	4	1		vi[V7/ii		Eb	I	vi	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
99	89	209	89b	378	178	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I	vi	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	90	210	90b	379	179	1.0	0	0	2/4	4	1		V7/vi		Eb	I	vi	V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
100	90	210	90b	380	180	1.0	1/4	1/4	2/4	4	1		vi]		Eb	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
101	91	211	91b	381	181	1.0	0	0	2/4	4	1		#V[V/vii		Eb	I	#V	V/vii		V				vii			M	0	0	6, 10, 7		6	6
101	91	211	91b	382	182	2.0	1/4	1/4	2/4	4	1		vii		Eb	I	#V	vii		vii							m	0	0	5, 2, 6		5	5
102	92	212	92b	384	184	1.0	1/4	1/4	2/4	4	1		viio7]		Eb	I	#V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
103	93	213	93b	385	185	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	93	213	93b	386	186	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
104	94	214	94b	387	187	3.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	95	215	95b	390	190	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	96	216	96b	391	191	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	97	217	97b	393	193	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	98	218	98b	395	195	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
108	98	218	98b	396	196	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
109	99	219	99b	397	197	1.0	0	0	2/4	4	1		V43(2)		Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
109	99	219	99b	398	198	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	100	220	100b	399	199	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
111	100	221	100b	400	200	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
112	101	222	101a	401	201	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
112	101	222	101a	402	202	1.0	1/4	1/4	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	102	223	102a	403	203	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
114	103	224	103a	405	205	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
115	104	225	104a	407	207	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
116	105	226	105a	409	209	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
116	105	226	105a	410	210	1.0	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
117	106	227	106a	411	211	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
118	107	228	107a	413	213	1.5	0	0	2/4	4	1		IV(7)		Eb	I		IV(7)		IV			7				M	0	0	-1, 3, 0	4	-1	-1
118	107	228	107a	829/2	429/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
119	108	229	108a	415	215	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
111	100	230	108a	416	200	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
112	101	231	101b	417	201	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
112	101	231	101b	418	202	1.0	1/4	1/4	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	102	232	102b	419	203	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
114	103	233	103b	421	205	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
115	104	234	104b	423	207	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
116	105	235	105b	425	209	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
116	105	235	105b	426	210	1.0	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
117	106	236	106b	427	211	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
118	107	237	107b	429	213	1.5	0	0	2/4	4	1		IV(7)		Eb	I		IV(7)		IV			7				M	0	0	-1, 3, 0	4	-1	-1
118	107	237	107b	861/2	429/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
119	108	238	108b	431	215	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
120	108	239	108b	432	216	1.0	0	1/4	2/4	4	1		viio6/IV		Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
121	109	240	109a	433	217	1.0	0	0	2/4	4	1		V7/ii		Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
121	109	240	109a	434	218	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
122	110	241	110a	435	219	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	110	241	110a	436	220	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
123	111	242	111a	437	221	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
123	111	242	111a	438	222	1.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	243	112a	439	223	1.0	0	0	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	243	112a	440	224	7.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	116	247	116a	447	231	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
129	117	248	117a	449	233	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
130	118	249	118a	451	235	1.0	0	0	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	118	249	118a	452	236	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
131	119	250	119a	453	237	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	120	251	120a	455	239	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
120	108	252	120a	456	216	1.0	0	1/4	2/4	4	1		viio6/IV		Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
121	109	253	109b	457	217	1.0	0	0	2/4	4	1		V7/ii		Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
121	109	253	109b	458	218	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
122	110	254	110b	459	219	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	110	254	110b	460	220	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
123	111	255	111b	461	221	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
123	111	255	111b	462	222	1.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	256	112b	463	223	1.0	0	0	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	256	112b	464	224	7.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	116	260	116b	471	231	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
129	117	261	117b	473	233	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
130	118	262	118b	475	235	1.0	0	0	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	118	262	118b	476	236	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
131	119	263	119b	477	237	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	120	264	120b	479	239	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
133	120	265	120b	480	240	4.5	0	1/4	2/4	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
135	122	267	122a	969/2	489/2	0.5	3/8	3/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	268	123a	485	245	0.5	0	0	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
