quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
72	0.25	25	25	0	0	3/4	1	1	1/16	1/16	1	-1	1	67		324
72	1.0	25	25	0	0	3/4	2	1	1/4	1/4	1		1	67		336
289/4	0.25	25	25	1/16	1/16	3/4	1	1	1/16	1/16	1		3	69		325
145/2	0.5	25	25	1/8	1/8	3/4	3	1	1/8	1/8	1		3	57		339
145/2	0.25	25	25	1/8	1/8	3/4	1	1	1/16	1/16	1		5	71		326
291/4	0.25	25	25	3/16	3/16	3/4	1	1	1/16	1/16	1		0	72		327
73	1.5	25	25	1/4	1/4	3/4	4	1	3/8	1/4	3/2		1	55		345
73	0.5	25	25	1/4	1/4	3/4	3	1	1/8	1/8	1		5	59		340
73	0.25	25	25	1/4	1/4	3/4	1	1	1/16	1/16	1		2	74		328
293/4	0.25	25	25	5/16	5/16	3/4	1	1	1/16	1/16	1		4	76		329
147/2	0.5	25	25	3/8	3/8	3/4	3	1	1/8	1/8	1		1	55		341
147/2	0.25	25	25	3/8	3/8	3/4	1	1	1/16	1/16	1		6	78		330
295/4	0.25	25	25	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79		331
74	0.5	25	25	1/2	1/2	3/4	3	1	1/8	1/8	1		0	60		342
74	0.25	25	25	1/2	1/2	3/4	1	1	1/16	1/16	1		3	81		332
297/4	0.25	25	25	9/16	9/16	3/4	1	1	1/16	1/16	1		5	83		333
149/2	0.5	25	25	5/8	5/8	3/4	4	1	1/8	1/8	1		6	54		346
149/2	0.5	25	25	5/8	5/8	3/4	3	1	1/8	1/8	1		3	57		343
149/2	0.5	25	25	5/8	5/8	3/4	2	1	1/8	1/8	1		0	60		337
149/2	0.5	25	25	5/8	5/8	3/4	2	1	1/8	1/8	1		2	62		337
149/2	0.25	25	25	5/8	5/8	3/4	1	1	1/16	1/16	1		0	84		334
299/4	0.25	25	25	11/16	11/16	3/4	1	1	1/16	1/16	1		3	81		335
75	1.5	26	26	0	0	3/4	4	1	3/8	1/4	3/2		3	57		367
75	1.5	26	26	0	0	3/4	3	1	3/8	1/4	3/2		0	60		363
75	1.5	26	26	0	0	3/4	2	1	3/8	1/4	3/2		2	62		359
75	0.25	26	26	0	0	3/4	1	1	1/16	1/16	1		1	79		347
301/4	0.25	26	26	1/16	1/16	3/4	1	1	1/16	1/16	1		6	78		348
151/2	0.25	26	26	1/8	1/8	3/4	1	1	1/16	1/16	1		4	76		349
303/4	0.25	26	26	3/16	3/16	3/4	1	1	1/16	1/16	1		6	78		350
76	0.25	26	26	1/4	1/4	3/4	1	1	1/16	1/16	1		3	81		351
305/4	0.25	26	26	5/16	5/16	3/4	1	1	1/16	1/16	1		1	79		352
153/2	0.5	26	26	3/8	3/8	3/4	4	1	1/8	1/8	1		1	55		368
153/2	0.5	26	26	3/8	3/8	3/4	3	1	1/8	1/8	1		5	59		364
153/2	0.5	26	26	3/8	3/8	3/4	2	1	1/8	1/8	1		1	67		360
153/2	0.25	26	26	3/8	3/8	3/4	1	1	1/16	1/16	1		6	78		353
307/4	0.25	26	26	7/16	7/16	3/4	1	1	1/16	1/16	1		1	79		354
77	0.5	26	26	1/2	1/2	3/4	4	1	1/8	1/8	1		-1	53		369
77	0.5	26	26	1/2	1/2	3/4	3	1	1/8	1/8	1		0	60		365
77	0.5	26	26	1/2	1/2	3/4	2	1	1/8	1/8	1		3	69		361
77	0.25	26	26	1/2	1/2	3/4	1	1	1/16	1/16	1		3	81		355
309/4	0.25	26	26	9/16	9/16	3/4	1	1	1/16	1/16	1		1	79		356
155/2	0.5	26	26	5/8	5/8	3/4	4	1	1/8	1/8	1		2	50		370
155/2	0.5	26	26	5/8	5/8	3/4	3	1	1/8	1/8	1		2	62		366
155/2	0.5	26	26	5/8	5/8	3/4	2	1	1/8	1/8	1		5	71		362
155/2	0.25	26	26	5/8	5/8	3/4	1	1	1/16	1/16	1		5	83		357
311/4	0.25	26	26	11/16	11/16	3/4	1	1	1/16	1/16	1		1	79		358
78	1.0	27	27	0	0	3/4	4	1	1/4	1/4	1		0	48		395
78	1.0	27	27	0	0	3/4	3	1	1/4	1/4	1		4	64		389
78	0.5	27	27	0	0	3/4	2	1	1/8	1/8	1		0	72		378
78	1.5	27	27	0	0	3/4	1	1	3/8	1/4	3/2		0	84		371
157/2	0.25	27	27	1/8	1/8	3/4	2	1	1/16	1/16	1		1	79		379
315/4	0.25	27	27	3/16	3/16	3/4	2	1	1/16	1/16	1		3	81		380
79	1.0	27	27	1/4	1/4	3/4	4	1	1/4	1/4	1		0	60		396
79	1.0	27	27	1/4	1/4	3/4	3	1	1/4	1/4	1		4	64		390
79	0.25	27	27	1/4	1/4	3/4	2	1	1/16	1/16	1		1	79		381
317/4	0.25	27	27	5/16	5/16	3/4	2	1	1/16	1/16	1		3	81		382
159/2	0.25	27	27	3/8	3/8	3/4	2	1	1/16	1/16	1		1	79		383
159/2	0.25	27	27	3/8	3/8	3/4	1	1	1/16	1/16	1		2	86		372
319/4	0.25	27	27	7/16	7/16	3/4	2	1	1/16	1/16	1		3	81		384
319/4	0.25	27	27	7/16	7/16	3/4	1	1	1/16	1/16	1		0	84		373
80	0.25	27	27	1/2	1/2	3/4	4	1	1/16	1/16	1		2	62		397
80	0.25	27	27	1/2	1/2	3/4	3	1	1/16	1/16	1		-1	65		391
80	0.25	27	27	1/2	1/2	3/4	2	1	1/16	1/16	1		1	79		385
80	0.25	27	27	1/2	1/2	3/4	1	1	1/16	1/16	1		5	83		374
321/4	0.25	27	27	9/16	9/16	3/4	4	1	1/16	1/16	1		0	60		398
321/4	0.25	27	27	9/16	9/16	3/4	3	1	1/16	1/16	1		4	64		392
321/4	0.25	27	27	9/16	9/16	3/4	2	1	1/16	1/16	1		3	81		386
321/4	0.25	27	27	9/16	9/16	3/4	1	1	1/16	1/16	1		0	84		375
161/2	0.25	27	27	5/8	5/8	3/4	4	1	1/16	1/16	1		5	59		399
161/2	0.25	27	27	5/8	5/8	3/4	3	1	1/16	1/16	1		2	62		393
161/2	0.25	27	27	5/8	5/8	3/4	2	1	1/16	1/16	1		5	83		387
161/2	0.25	27	27	5/8	5/8	3/4	1	1	1/16	1/16	1		2	86		376
323/4	0.25	27	27	11/16	11/16	3/4	4	1	1/16	1/16	1		3	57		400
323/4	0.25	27	27	11/16	11/16	3/4	3	1	1/16	1/16	1		0	60		394
323/4	0.25	27	27	11/16	11/16	3/4	2	1	1/16	1/16	1		0	84		388
323/4	0.25	27	27	11/16	11/16	3/4	1	1	1/16	1/16	1		4	88		377
81	1.0	28	28	0	0	3/4	4	1	1/4	1/4	1		1	55		410
81	1.0	28	28	0	0	3/4	3	1	1/4	1/4	1		5	59		407
81	1.0	28	28	0	0	3/4	2	1	1/4	1/4	1		2	86		404
81	1.0	28	28	0	0	3/4	1	1	1/4	1/4	1		-1	89		401
82	1.0	28	28	1/4	1/4	3/4	4	1	1/4	1/4	1		8	56		411
82	1.0	28	28	1/4	1/4	3/4	3	1	1/4	1/4	1		5	59		408
82	1.0	28	28	1/4	1/4	3/4	2	1	1/4	1/4	1		2	74		405
82	1.0	28	28	1/4	1/4	3/4	1	1	1/4	1/4	1		-1	77		402
83	1.0	28	28	1/2	1/2	3/4	4	1	1/4	1/4	1		3	57		412
83	1.0	28	28	1/2	1/2	3/4	3	1	1/4	1/4	1		0	60		409
83	1.0	28	28	1/2	1/2	3/4	2	1	1/4	1/4	1		0	72		406
83	1.0	28	28	1/2	1/2	3/4	1	1	1/4	1/4	1		4	76		403
84	1.0	29	29	0	0	3/4	4	1	1/4	1/4	1		-1	53		427
84	0.5	29	29	0	0	3/4	3	1	1/8	1/8	1		0	60		421
84	1.5	29	29	0	0	3/4	2	1	3/8	1/4	3/2		0	72		417
84	1.5	29	29	0	0	3/4	1	1	3/8	1/4	3/2		2	74		413
169/2	0.5	29	29	1/8	1/8	3/4	3	1	1/8	1/8	1		3	57		422
85	1.0	29	29	1/4	1/4	3/4	4	1	1/4	1/4	1		6	54		428
85	0.5	29	29	1/4	1/4	3/4	3	1	1/8	1/8	1		2	62		423
171/2	0.5	29	29	3/8	3/8	3/4	3	1	1/8	1/8	1		3	57		424
171/2	0.5	29	29	3/8	3/8	3/4	2	1	1/8	1/8	1		0	72		418
171/2	0.5	29	29	3/8	3/8	3/4	1	1	1/8	1/8	1		3	81		414
86	1.0	29	29	1/2	1/2	3/4	4	1	1/4	1/4	1		1	55		429
86	0.5	29	29	1/2	1/2	3/4	3	1	1/8	1/8	1		5	59		425
86	0.5	29	29	1/2	1/2	3/4	2	1	1/8	1/8	1		5	71		419
86	0.5	29	29	1/2	1/2	3/4	1	1	1/8	1/8	1		1	79		415
173/2	0.5	29	29	5/8	5/8	3/4	3	1	1/8	1/8	1		2	62		426
173/2	0.5	29	29	5/8	5/8	3/4	2	1	1/8	1/8	1		5	71		420
173/2	0.5	29	29	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	77		416
87	1.0	30	30	0	0	3/4	4	1	1/4	1/4	1		8	56		444
87	0.5	30	30	0	0	3/4	3	1	1/8	1/8	1		4	64		438
87	0.5	30	30	0	0	3/4	2	1	1/8	1/8	1		5	71		434
87	1.5	30	30	0	0	3/4	1	1	3/8	1/4	3/2		4	76		430
175/2	0.5	30	30	1/8	1/8	3/4	3	1	1/8	1/8	1		5	59		439
175/2	0.5	30	30	1/8	1/8	3/4	2	1	1/8	1/8	1		2	74		435
88	2.0	30	30	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57		445
88	0.5	30	30	1/4	1/4	3/4	3	1	1/8	1/8	1		4	64		440
88	1.5	30	30	1/4	1/4	3/4	2	1	3/8	1/4	3/2		0	72		436
177/2	0.5	30	30	3/8	3/8	3/4	3	1	1/8	1/8	1		0	60		441
177/2	0.5	30	30	3/8	3/8	3/4	1	1	1/8	1/8	1		0	84		431
89	0.5	30	30	1/2	1/2	3/4	3	1	1/8	1/8	1		4	64		442
89	0.5	30	30	1/2	1/2	3/4	1	1	1/8	1/8	1		5	83		432
179/2	0.5	30	30	5/8	5/8	3/4	3	1	1/8	1/8	1	1	-1	65		443
179/2	0.5	30	30	5/8	5/8	3/4	2	1	1/8	1/8	1		0	72		437
179/2	0.5	30	30	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81		433
90	1.5	31	31	0	0	3/4	4	1	3/8	1/4	3/2		5	59		461
90	0.5	31	31	0	0	3/4	3	1	1/8	1/8	1	-1	-1	65		455
90	0.5	31	31	0	0	3/4	2	1	1/8	1/8	1		2	74		450
90	1.5	31	31	0	0	3/4	1	1	3/8	1/4	3/2		1	79		446
181/2	0.5	31	31	1/8	1/8	3/4	3	1	1/8	1/8	1		2	62		456
181/2	1.0	31	31	1/8	1/8	3/4	2	1	1/4	1/4	1		-1	77		451
91	0.5	31	31	1/4	1/4	3/4	3	1	1/8	1/8	1		1	67		457
183/2	0.5	31	31	3/8	3/8	3/4	4	1	1/8	1/8	1		5	59		462
183/2	0.5	31	31	3/8	3/8	3/4	3	1	1/8	1/8	1		2	62		458
183/2	0.5	31	31	3/8	3/8	3/4	2	1	1/8	1/8	1		-1	77		452
183/2	0.5	31	31	3/8	3/8	3/4	1	1	1/8	1/8	1		-1	89		447
92	0.5	31	31	1/2	1/2	3/4	4	1	1/8	1/8	1		0	60		463
92	0.5	31	31	1/2	1/2	3/4	3	1	1/8	1/8	1		4	64		459
92	0.5	31	31	1/2	1/2	3/4	2	1	1/8	1/8	1		4	76		453
92	0.5	31	31	1/2	1/2	3/4	1	1	1/8	1/8	1		4	88		448
185/2	0.5	31	31	5/8	5/8	3/4	4	1	1/8	1/8	1	1	0	60		464
185/2	0.5	31	31	5/8	5/8	3/4	3	1	1/8	1/8	1		4	64		460
185/2	0.5	31	31	5/8	5/8	3/4	2	1	1/8	1/8	1	1	1	79		454
185/2	0.5	31	31	5/8	5/8	3/4	1	1	1/8	1/8	1		0	84		449
93	0.5	32	32	0	0	3/4	4	1	1/8	1/8	1	-1	0	60		483
93	0.5	32	32	0	0	3/4	3	1	1/8	1/8	1		-1	65		477
93	0.5	32	32	0	0	3/4	2	1	1/8	1/8	1	-1	1	79		471
93	0.5	32	32	0	0	3/4	1	1	1/8	1/8	1		5	83		465
187/2	0.5	32	32	1/8	1/8	3/4	4	1	1/8	1/8	1		-1	53		484
187/2	0.25	32	32	1/8	1/8	3/4	3	1	1/16	1/16	1		0	60		478
187/2	0.5	32	32	1/8	1/8	3/4	2	1	1/8	1/8	1		-1	77		472
187/2	0.5	32	32	1/8	1/8	3/4	1	1	1/8	1/8	1		3	81		466
375/4	0.25	32	32	3/16	3/16	3/4	3	1	1/16	1/16	1		2	62		479
94	0.5	32	32	1/4	1/4	3/4	4	1	1/8	1/8	1		1	55		485
94	0.5	32	32	1/4	1/4	3/4	3	1	1/8	1/8	1		4	64		480
94	0.5	32	32	1/4	1/4	3/4	2	1	1/8	1/8	1		4	76		473
94	0.5	32	32	1/4	1/4	3/4	1	1	1/8	1/8	1		1	79		467
189/2	1.0	32	32	3/8	3/8	3/4	3	1	1/4	1/4	1		1	67		481
189/2	1.0	32	32	3/8	3/8	3/4	4	1	1/4	1/4	1		1	67		486
189/2	0.5	32	32	3/8	3/8	3/4	2	1	1/8	1/8	1		0	72		474
189/2	0.5	32	32	3/8	3/8	3/4	1	1	1/8	1/8	1		4	76		468
95	0.5	32	32	1/2	1/2	3/4	2	1	1/8	1/8	1		2	74		475
95	0.5	32	32	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77		469
191/2	0.5	32	32	5/8	5/8	3/4	4	1	1/8	1/8	1		-1	65		487
191/2	0.5	32	32	5/8	5/8	3/4	3	1	1/8	1/8	1		1	67		482
191/2	0.5	32	32	5/8	5/8	3/4	2	1	1/8	1/8	1		5	71		476
191/2	0.5	32	32	5/8	5/8	3/4	1	1	1/8	1/8	1		2	74		470
96	1.0	33	33	0	0	3/4	4	1	1/4	1/4	1		4	64		501
96	1.0	33	33	0	0	3/4	3	1	1/4	1/4	1		1	67		495
96	1.0	33	33	0	0	3/4	2	1	1/4	1/4	1		0	72		489
96	3.0	33	33	0	0	3/4	1	1	3/4	1/2	3/2	1	1	79		488
97	0.25	33	33	1/4	1/4	3/4	4	1	1/16	1/16	1		-1	65		502
97	0.25	33	33	1/4	1/4	3/4	3	1	1/16	1/16	1		1	67		496
97	0.25	33	33	1/4	1/4	3/4	2	1	1/16	1/16	1		5	71		490
389/4	0.25	33	33	5/16	5/16	3/4	4	1	1/16	1/16	1		4	64		503
389/4	0.25	33	33	5/16	5/16	3/4	3	1	1/16	1/16	1		3	69		497
389/4	0.25	33	33	5/16	5/16	3/4	2	1	1/16	1/16	1		0	72		491
195/2	0.25	33	33	3/8	3/8	3/4	4	1	1/16	1/16	1		2	62		504
195/2	0.25	33	33	3/8	3/8	3/4	3	1	1/16	1/16	1		5	71		498
195/2	0.25	33	33	3/8	3/8	3/4	2	1	1/16	1/16	1		2	74		492
391/4	0.25	33	33	7/16	7/16	3/4	4	1	1/16	1/16	1		0	60		505
391/4	0.25	33	33	7/16	7/16	3/4	3	1	1/16	1/16	1		0	72		499
391/4	0.25	33	33	7/16	7/16	3/4	2	1	1/16	1/16	1		4	76		493
98	0.25	33	33	1/2	1/2	3/4	4	1	1/16	1/16	1		5	59		506
98	1.0	33	33	1/2	1/2	3/4	3	1	1/4	1/4	1		2	74		500
98	1.0	33	33	1/2	1/2	3/4	2	1	1/4	1/4	1		-1	77		494
393/4	0.25	33	33	9/16	9/16	3/4	4	1	1/16	1/16	1		3	57		507
197/2	0.25	33	33	5/8	5/8	3/4	4	1	1/16	1/16	1		1	55		508
395/4	0.25	33	33	11/16	11/16	3/4	4	1	1/16	1/16	1		-1	53		509
99	0.25	34	34	0	0	3/4	4	1	1/16	1/16	1		4	52		517
99	2.0	34	34	0	0	3/4	3	1	1/2	1/2	1		2	74		515
99	2.0	34	34	0	0	3/4	2	1	1/2	1/2	1		-1	77		513
99	2.0	34	34	0	0	3/4	1	1	1/2	1/2	1	-1	1	79		510
397/4	0.25	34	34	1/16	1/16	3/4	4	1	1/16	1/16	1		2	50		518
199/2	0.25	34	34	1/8	1/8	3/4	4	1	1/16	1/16	1		0	48		519
399/4	0.25	34	34	3/16	3/16	3/4	4	1	1/16	1/16	1		5	47		520
100	0.25	34	34	1/4	1/4	3/4	4	1	1/16	1/16	1		3	45		521
401/4	0.25	34	34	5/16	5/16	3/4	4	1	1/16	1/16	1		1	43		522
201/2	0.25	34	34	3/8	3/8	3/4	4	1	1/16	1/16	1		-1	41		523
403/4	0.25	34	34	7/16	7/16	3/4	4	1	1/16	1/16	1		4	40		524
101	0.25	34	34	1/2	1/2	3/4	4	1	1/16	1/16	1		2	38		525
101	1.0	34	34	1/2	1/2	3/4	3	1	1/4	1/4	1	1	1	55		516
101	1.0	34	34	1/2	1/2	3/4	2	1	1/4	1/4	1		-1	65		514
101	0.5	34	34	1/2	1/2	3/4	1	1	1/8	1/8	1		3	81		511
405/4	0.25	34	34	9/16	9/16	3/4	4	1	1/16	1/16	1		4	40		526
203/2	0.25	34	34	5/8	5/8	3/4	4	1	1/16	1/16	1		-1	41		527
203/2	0.5	34	34	5/8	5/8	3/4	1	1	1/8	1/8	1		5	83		512
407/4	0.25	34	34	11/16	11/16	3/4	4	1	1/16	1/16	1		2	38		528
102	0.5	35	35	0	0	3/4	4	1	1/8	1/8	1		0	36		554
102	0.5	35	35	0	0	3/4	3	1	1/8	1/8	1	-1	1	55		544
102	0.5	35	35	0	0	3/4	2	1	1/8	1/8	1		4	64		534
102	1.0	35	35	0	0	3/4	1	1	1/4	1/4	1		0	84		529
205/2	0.5	35	35	1/8	1/8	3/4	4	1	1/8	1/8	1		0	48		555
205/2	0.5	35	35	1/8	1/8	3/4	3	1	1/8	1/8	1		1	55		545
205/2	0.5	35	35	1/8	1/8	3/4	2	1	1/8	1/8	1		4	76		535
103	0.25	35	35	1/4	1/4	3/4	4	1	1/16	1/16	1		5	47		556
103	0.25	35	35	1/4	1/4	3/4	3	1	1/16	1/16	1		2	62		546
103	0.25	35	35	1/4	1/4	3/4	2	1	1/16	1/16	1		-1	77		536
413/4	0.25	35	35	5/16	5/16	3/4	4	1	1/16	1/16	1		0	48		557
413/4	0.25	35	35	5/16	5/16	3/4	3	1	1/16	1/16	1		0	60		547
413/4	0.25	35	35	5/16	5/16	3/4	2	1	1/16	1/16	1		4	76		537
207/2	0.25	35	35	3/8	3/8	3/4	4	1	1/16	1/16	1		2	50		558
207/2	0.25	35	35	3/8	3/8	3/4	3	1	1/16	1/16	1		5	59		548
207/2	0.25	35	35	3/8	3/8	3/4	2	1	1/16	1/16	1		2	74		538
415/4	0.25	35	35	7/16	7/16	3/4	4	1	1/16	1/16	1		4	52		559
415/4	0.25	35	35	7/16	7/16	3/4	3	1	1/16	1/16	1		3	57		549
415/4	0.25	35	35	7/16	7/16	3/4	2	1	1/16	1/16	1		0	72		539
104	0.25	35	35	1/2	1/2	3/4	4	1	1/16	1/16	1		-1	53		560
104	0.25	35	35	1/2	1/2	3/4	3	1	1/16	1/16	1		1	55		550
104	0.25	35	35	1/2	1/2	3/4	2	1	1/16	1/16	1		5	71		540
104	0.25	35	35	1/2	1/2	3/4	1	1	1/16	1/16	1		5	83		530
417/4	0.25	35	35	9/16	9/16	3/4	4	1	1/16	1/16	1		4	52		561
417/4	0.25	35	35	9/16	9/16	3/4	3	1	1/16	1/16	1		3	57		551
417/4	0.25	35	35	9/16	9/16	3/4	2	1	1/16	1/16	1		0	72		541
417/4	0.25	35	35	9/16	9/16	3/4	1	1	1/16	1/16	1		0	84		531
209/2	0.25	35	35	5/8	5/8	3/4	4	1	1/16	1/16	1		2	50		562
209/2	0.25	35	35	5/8	5/8	3/4	3	1	1/16	1/16	1		5	59		552
209/2	0.25	35	35	5/8	5/8	3/4	2	1	1/16	1/16	1		2	74		542
209/2	0.25	35	35	5/8	5/8	3/4	1	1	1/16	1/16	1		2	86		532
419/4	0.25	35	35	11/16	11/16	3/4	4	1	1/16	1/16	1		0	48		563
419/4	0.25	35	35	11/16	11/16	3/4	3	1	1/16	1/16	1		0	60		553
419/4	0.25	35	35	11/16	11/16	3/4	2	1	1/16	1/16	1		4	76		543
419/4	0.25	35	35	11/16	11/16	3/4	1	1	1/16	1/16	1		4	88		533
105	0.25	36	36	0	0	3/4	4	1	1/16	1/16	1		5	47		575
105	3.0	36	36	0	0	3/4	3	1	3/4	1/2	3/2	1	2	62		574
105	3.0	36	36	0	0	3/4	2	1	3/4	1/2	3/2	1	-1	77		573
105	1.0	36	36	0	0	3/4	1	1	1/4	1/4	1	1	-1	89		564
421/4	0.25	36	36	1/16	1/16	3/4	4	1	1/16	1/16	1		0	48		576
211/2	0.25	36	36	1/8	1/8	3/4	4	1	1/16	1/16	1		5	47		577
423/4	0.25	36	36	3/16	3/16	3/4	4	1	1/16	1/16	1		3	45		578
106	2.0	36	36	1/4	1/4	3/4	4	1	1/2	1/2	1	1	1	43		579
106	0.25	36	36	1/4	1/4	3/4	1	1	1/16	1/16	1	-1	-1	89		565
425/4	0.25	36	36	5/16	5/16	3/4	1	1	1/16	1/16	1		4	88		566
213/2	0.25	36	36	3/8	3/8	3/4	1	1	1/16	1/16	1		2	86		567
427/4	0.25	36	36	7/16	7/16	3/4	1	1	1/16	1/16	1		0	84		568
107	0.25	36	36	1/2	1/2	3/4	1	1	1/16	1/16	1		5	83		569
429/4	0.25	36	36	9/16	9/16	3/4	1	1	1/16	1/16	1		0	84		570
215/2	0.25	36	36	5/8	5/8	3/4	1	1	1/16	1/16	1		2	86		571
431/4	0.25	36	36	11/16	11/16	3/4	1	1	1/16	1/16	1		5	83		572
108	2.0	37	37	0	0	3/4	4	1	1/2	1/2	1	-1	1	43		596
108	1.0	37	37	0	0	3/4	3	1	1/4	1/4	1	-1	2	62		594
108	1.0	37	37	0	0	3/4	2	1	1/4	1/4	1	-1	-1	77		592
108	0.25	37	37	0	0	3/4	1	1	1/16	1/16	1		1	79		580
433/4	0.25	37	37	1/16	1/16	3/4	1	1	1/16	1/16	1		3	81		581
217/2	0.25	37	37	1/8	1/8	3/4	1	1	1/16	1/16	1		-1	77		582
435/4	0.25	37	37	3/16	3/16	3/4	1	1	1/16	1/16	1		2	74		583
109	2.0	37	37	1/4	1/4	3/4	3	1	1/2	1/2	1	1	1	55		595
109	2.0	37	37	1/4	1/4	3/4	2	1	1/2	1/2	1	1	-1	65		593
109	0.25	37	37	1/4	1/4	3/4	1	1	1/16	1/16	1		0	72		584
437/4	0.25	37	37	5/16	5/16	3/4	1	1	1/16	1/16	1		2	74		585
219/2	0.25	37	37	3/8	3/8	3/4	1	1	1/16	1/16	1		5	71		586
439/4	0.25	37	37	7/16	7/16	3/4	1	1	1/16	1/16	1		1	67		587
110	1.0	37	37	1/2	1/2	3/4	4	1	1/4	1/4	1	1	1	43		597
110	0.25	37	37	1/2	1/2	3/4	1	1	1/16	1/16	1		0	72		588
441/4	0.25	37	37	9/16	9/16	3/4	1	1	1/16	1/16	1		2	74		589
221/2	0.25	37	37	5/8	5/8	3/4	1	1	1/16	1/16	1		5	71		590
443/4	0.25	37	37	11/16	11/16	3/4	1	1	1/16	1/16	1		1	67		591
111	1.0	38	38	0	0	3/4	4	1	1/4	1/4	1	-1	1	43		610
111	0.5	38	38	0	0	3/4	3	1	1/8	1/8	1	-1	1	55		602
111	2.0	38	38	0	0	3/4	2	1	1/2	1/2	1	-1	-1	65		600
111	2.0	38	38	0	0	3/4	1	1	1/2	1/2	1		2	74		598
223/2	0.25	38	38	1/8	1/8	3/4	3	1	1/16	1/16	1		1	55		603
447/4	0.25	38	38	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		604
112	1.0	38	38	1/4	1/4	3/4	4	1	1/4	1/4	1		1	43		611
112	0.25	38	38	1/4	1/4	3/4	3	1	1/16	1/16	1		1	55		605
449/4	0.25	38	38	5/16	5/16	3/4	3	1	1/16	1/16	1		3	57		606
225/2	0.25	38	38	3/8	3/8	3/4	3	1	1/16	1/16	1		1	55		607
451/4	0.25	38	38	7/16	7/16	3/4	3	1	1/16	1/16	1		3	57		608
113	1.0	38	38	1/2	1/2	3/4	4	1	1/4	1/4	1		0	36		612
113	1.0	38	38	1/2	1/2	3/4	3	1	1/4	1/4	1		1	55		609
113	1.0	38	38	1/2	1/2	3/4	2	1	1/4	1/4	1		4	64		601
113	1.0	38	38	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72		599
114	1.0	39	39	0	0	3/4	4	1	1/4	1/4	1		-1	41		621
114	0.75	39	39	0	0	3/4	1	1	3/16	1/8	3/2		3	57		613
114	1.0	39	39	0	0	3/4	3	1	1/4	1/4	1		3	57		620
114	1.0	39	39	0	0	3/4	2	1	1/4	1/4	1		0	60		619
114	0.75	39	39	0	0	3/4	1	1	3/16	1/8	3/2		-1	65		613
459/4	0.25	39	39	3/16	3/16	3/4	1	1	1/16	1/16	1		-1	65		614
115	0.5	39	39	1/4	1/4	3/4	1	1	1/8	1/8	1		3	69		615
231/2	0.5	39	39	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72		616
116	0.5	39	39	1/2	1/2	3/4	1	1	1/8	1/8	1		-1	77		617
233/2	0.5	39	39	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81		618
117	0.5	40	40	0	0	3/4	1	1	1/8	1/8	1		0	84		622
235/2	0.5	40	40	1/8	1/8	3/4	1	1	1/8	1/8	1		3	81		623
118	0.5	40	40	1/4	1/4	3/4	1	1	1/8	1/8	1		-1	77		624
237/2	0.5	40	40	3/8	3/8	3/4	3	1	1/8	1/8	1		0	60		628
237/2	0.5	40	40	3/8	3/8	3/4	1	1	1/8	1/8	1		0	72		625
119	0.5	40	40	1/2	1/2	3/4	3	1	1/8	1/8	1		3	57		629
119	0.5	40	40	1/2	1/2	3/4	1	1	1/8	1/8	1		3	69		626
239/2	0.5	40	40	5/8	5/8	3/4	3	1	1/8	1/8	1		-1	53		630
239/2	0.5	40	40	5/8	5/8	3/4	1	1	1/8	1/8	1		-1	65		627
120	1.5	41	41	0	0	3/4	3	1	3/8	1/4	3/2		0	48		636
120	1.5	41	41	0	0	3/4	1	1	3/8	1/4	3/2		0	60		631
243/2	0.5	41	41	3/8	3/8	3/4	4	1	1/8	1/8	1		-1	41		640
243/2	0.5	41	41	3/8	3/8	3/4	3	1	1/8	1/8	1		3	57		637
243/2	0.5	41	41	3/8	3/8	3/4	1	1	1/8	1/8	1		0	60		632
122	0.5	41	41	1/2	1/2	3/4	4	1	1/8	1/8	1		4	40		641
122	0.5	41	41	1/2	1/2	3/4	3	1	1/8	1/8	1		1	55		638
122	0.5	41	41	1/2	1/2	3/4	1	1	1/8	1/8	1		0	60		633
245/2	0.5	41	41	5/8	5/8	3/4	4	1	1/8	1/8	1		1	43		642
245/2	0.5	41	41	5/8	5/8	3/4	3	1	1/8	1/8	1		-2	58		639
245/2	0.5	41	41	5/8	5/8	3/4	1	1	1/8	1/8	1		0	60		634
245/2	0.5	41	41	5/8	5/8	3/4	2	1	1/8	1/8	1		4	64		635
123	1.5	42	42	0	0	3/4	4	1	3/8	1/4	3/2		-1	41		656
123	0.5	42	42	0	0	3/4	3	1	1/8	1/8	1		3	57		649
123	1.5	42	42	0	0	3/4	1	1	3/8	1/4	3/2		0	60		643
123	1.0	42	42	0	0	3/4	2	1	1/4	1/4	1		-1	65		647
247/2	0.25	42	42	1/8	1/8	3/4	3	1	1/16	1/16	1		1	55		650
495/4	0.25	42	42	3/16	3/16	3/4	3	1	1/16	1/16	1		3	57		651
124	0.5	42	42	1/4	1/4	3/4	3	1	1/8	1/8	1		-1	53		652
