quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
275/4	0.25	23	23	11/16	11/16	6/8	3	1	1/16	1/16	1		6	54		313
275/4	0.25	23	23	11/16	11/16	6/8	2	1	1/16	1/16	1		8	56		309
275/4	0.25	23	23	11/16	11/16	6/8	1	1	1/16	1/16	1		12	60		305
69	1.0	24	24	0	0	6/8	4	1	1/4	1/4	1		7	37		336
69	1.0	24	24	0	0	6/8	3	1	1/4	1/4	1		4	52		330
69	1.0	24	24	0	0	6/8	2	1	1/4	1/4	1		8	56		324
69	1.0	24	24	0	0	6/8	1	1	1/4	1/4	1		7	61		318
281/4	0.25	24	24	5/16	5/16	6/8	4	1	1/16	1/16	1		8	44		337
281/4	0.25	24	24	5/16	5/16	6/8	3	1	1/16	1/16	1		4	52		331
281/4	0.25	24	24	5/16	5/16	6/8	2	1	1/16	1/16	1		8	56		325
281/4	0.25	24	24	5/16	5/16	6/8	1	1	1/16	1/16	1		7	61		319
141/2	0.5	24	24	3/8	3/8	6/8	4	1	1/8	1/8	1		8	44		338
141/2	0.5	24	24	3/8	3/8	6/8	3	1	1/8	1/8	1		9	51		332
141/2	0.5	24	24	3/8	3/8	6/8	2	1	1/8	1/8	1		12	60		326
141/2	0.5	24	24	3/8	3/8	6/8	1	1	1/8	1/8	1		9	63		320
285/4	0.25	24	24	9/16	9/16	6/8	4	1	1/16	1/16	1		8	44		339
285/4	0.25	24	24	9/16	9/16	6/8	3	1	1/16	1/16	1		9	51		333
285/4	0.25	24	24	9/16	9/16	6/8	2	1	1/16	1/16	1		12	60		327
285/4	0.25	24	24	9/16	9/16	6/8	1	1	1/16	1/16	1		3	69		321
143/2	0.25	24	24	5/8	5/8	6/8	4	1	1/16	1/16	1		8	44		340
143/2	0.25	24	24	5/8	5/8	6/8	3	1	1/16	1/16	1		9	51		334
143/2	0.25	24	24	5/8	5/8	6/8	2	1	1/16	1/16	1		12	60		328
143/2	0.25	24	24	5/8	5/8	6/8	1	1	1/16	1/16	1		8	68		322
287/4	0.25	24	24	11/16	11/16	6/8	4	1	1/16	1/16	1		8	44		341
287/4	0.25	24	24	11/16	11/16	6/8	3	1	1/16	1/16	1		8	56		335
287/4	0.25	24	24	11/16	11/16	6/8	2	1	1/16	1/16	1		5	59		329
287/4	0.25	24	24	11/16	11/16	6/8	1	1	1/16	1/16	1		9	63		323
72	1.0	25	25	0	0	6/8	4	1	1/4	1/4	1		4	40		354
72	1.0	25	25	0	0	6/8	3	1	1/4	1/4	1		8	56		350
72	1.0	25	25	0	0	6/8	2	1	1/4	1/4	1		5	59		346
72	1.0	25	25	0	0	6/8	1	1	1/4	1/4	1		4	64		342
293/4	0.25	25	25	5/16	5/16	6/8	4	1	1/16	1/16	1		4	52		355
293/4	0.25	25	25	5/16	5/16	6/8	2	1	1/16	1/16	1		8	56		347
293/4	0.25	25	25	5/16	5/16	6/8	3	1	1/16	1/16	1		5	59		351
293/4	0.25	25	25	5/16	5/16	6/8	1	1	1/16	1/16	1		4	64		343
147/2	1.0	25	25	3/8	3/8	6/8	4	1	1/4	1/4	1		6	54		356
147/2	1.0	25	25	3/8	3/8	6/8	2	1	1/4	1/4	1		3	57		348
147/2	1.0	25	25	3/8	3/8	6/8	3	1	1/4	1/4	1		5	59		352
147/2	1.0	25	25	3/8	3/8	6/8	1	1	1/4	1/4	1		9	63		344
299/4	0.25	25	25	11/16	11/16	6/8	4	1	1/16	1/16	1		6	54		357
299/4	0.25	25	25	11/16	11/16	6/8	2	1	1/16	1/16	1		3	57		349
299/4	0.25	25	25	11/16	11/16	6/8	3	1	1/16	1/16	1		5	59		353
299/4	0.25	25	25	11/16	11/16	6/8	1	1	1/16	1/16	1		9	63		345
75	1.0	26	26	0	0	6/8	4	1	1/4	1/4	1		4	52		376
75	1.0	26	26	0	0	6/8	2	1	1/4	1/4	1		8	56		364
75	1.0	26	26	0	0	6/8	3	1	1/4	1/4	1		5	59		370
75	1.0	26	26	0	0	6/8	1	1	1/4	1/4	1		8	68		358
305/4	0.25	26	26	5/16	5/16	6/8	4	1	1/16	1/16	1		4	52		377
305/4	0.25	26	26	5/16	5/16	6/8	3	1	1/16	1/16	1		8	56		371
305/4	0.25	26	26	5/16	5/16	6/8	2	1	1/16	1/16	1		4	64		365
305/4	0.25	26	26	5/16	5/16	6/8	1	1	1/16	1/16	1		8	68		359
153/2	0.5	26	26	3/8	3/8	6/8	4	1	1/8	1/8	1		5	47		378
153/2	0.5	26	26	3/8	3/8	6/8	3	1	1/8	1/8	1		6	54		372
153/2	0.5	26	26	3/8	3/8	6/8	2	1	1/8	1/8	1		9	63		366
153/2	0.5	26	26	3/8	3/8	6/8	1	1	1/8	1/8	1		5	71		360
309/4	0.25	26	26	9/16	9/16	6/8	4	1	1/16	1/16	1		3	45		379
309/4	0.25	26	26	9/16	9/16	6/8	3	1	1/16	1/16	1		6	54		373
309/4	0.25	26	26	9/16	9/16	6/8	2	1	1/16	1/16	1		9	63		367
309/4	0.25	26	26	9/16	9/16	6/8	1	1	1/16	1/16	1		5	71		361
155/2	0.25	26	26	5/8	5/8	6/8	4	1	1/16	1/16	1		8	44		380
155/2	0.25	26	26	5/8	5/8	6/8	3	1	1/16	1/16	1		4	52		374
155/2	0.25	26	26	5/8	5/8	6/8	2	1	1/16	1/16	1		4	64		368
155/2	0.25	26	26	5/8	5/8	6/8	1	1	1/16	1/16	1		5	71		362
311/4	0.25	26	26	11/16	11/16	6/8	4	1	1/16	1/16	1		6	42		381
311/4	0.25	26	26	11/16	11/16	6/8	3	1	1/16	1/16	1		3	57		375
311/4	0.25	26	26	11/16	11/16	6/8	2	1	1/16	1/16	1		9	63		369
311/4	0.25	26	26	11/16	11/16	6/8	1	1	1/16	1/16	1		5	71		363
78	1.0	27	27	0	0	6/8	4	1	1/4	1/4	1		11	41		394
78	1.0	27	27	0	0	6/8	3	1	1/4	1/4	1		8	56		390
78	1.0	27	27	0	0	6/8	2	1	1/4	1/4	1		2	62		386
78	1.0	27	27	0	0	6/8	1	1	1/4	1/4	1		5	71		382
317/4	0.25	27	27	5/16	5/16	6/8	4	1	1/16	1/16	1		11	41		395
317/4	0.25	27	27	5/16	5/16	6/8	3	1	1/16	1/16	1		8	68		391
317/4	0.25	27	27	5/16	5/16	6/8	2	1	1/16	1/16	1		5	71		387
317/4	0.25	27	27	5/16	5/16	6/8	1	1	1/16	1/16	1		2	74		383
159/2	1.0	27	27	3/8	3/8	6/8	4	1	1/4	1/4	1		11	41		396
159/2	1.0	27	27	3/8	3/8	6/8	3	1	1/4	1/4	1		8	68		392
159/2	1.0	27	27	3/8	3/8	6/8	2	1	1/4	1/4	1		5	71		388
159/2	1.0	27	27	3/8	3/8	6/8	1	1	1/4	1/4	1		7	73		384
323/4	0.25	27	27	11/16	11/16	6/8	4	1	1/16	1/16	1		11	41		397
323/4	0.25	27	27	11/16	11/16	6/8	3	1	1/16	1/16	1		8	68		393
323/4	0.25	27	27	11/16	11/16	6/8	2	1	1/16	1/16	1		5	71		389
323/4	0.25	27	27	11/16	11/16	6/8	1	1	1/16	1/16	1		7	73		385
81	1.0	28	28	0	0	6/8	4	1	1/4	1/4	1		10	46		410
81	1.0	28	28	0	0	6/8	3	1	1/4	1/4	1		1	55		406
81	1.0	28	28	0	0	6/8	2	1	1/4	1/4	1		4	64		402
81	1.0	28	28	0	0	6/8	3	1	1/4	1/4	1		1	67		406
81	1.0	28	28	0	0	6/8	1	1	1/4	1/4	1		7	73		398
329/4	0.25	28	28	5/16	5/16	6/8	4	1	1/16	1/16	1		10	46		411
329/4	0.25	28	28	5/16	5/16	6/8	3	1	1/16	1/16	1		7	61		407
329/4	0.25	28	28	5/16	5/16	6/8	2	1	1/16	1/16	1		4	76		403
329/4	0.25	28	28	5/16	5/16	6/8	1	1	1/16	1/16	1		1	79		399
165/2	1.0	28	28	3/8	3/8	6/8	4	1	1/4	1/4	1		10	46		412
165/2	1.0	28	28	3/8	3/8	6/8	3	1	1/4	1/4	1		7	61		408
165/2	1.0	28	28	3/8	3/8	6/8	2	1	1/4	1/4	1		4	76		404
165/2	1.0	28	28	3/8	3/8	6/8	1	1	1/4	1/4	1		1	79		400
335/4	0.25	28	28	11/16	11/16	6/8	4	1	1/16	1/16	1		10	46		413
335/4	0.25	28	28	11/16	11/16	6/8	3	1	1/16	1/16	1		7	61		409
335/4	0.25	28	28	11/16	11/16	6/8	2	1	1/16	1/16	1		4	64		405
335/4	0.25	28	28	11/16	11/16	6/8	1	1	1/16	1/16	1		6	78		401
84	1.0	29	29	0	0	6/8	4	1	1/4	1/4	1		12	48		426
84	1.0	29	29	0	0	6/8	3	1	1/4	1/4	1		3	57		422
84	1.0	29	29	0	0	6/8	2	1	1/4	1/4	1		9	63		418
84	1.0	29	29	0	0	6/8	1	1	1/4	1/4	1		6	78		414
341/4	0.25	29	29	5/16	5/16	6/8	4	1	1/16	1/16	1		3	45		427
341/4	0.25	29	29	5/16	5/16	6/8	3	1	1/16	1/16	1		12	72		423
341/4	0.25	29	29	5/16	5/16	6/8	2	1	1/16	1/16	1		6	78		419
341/4	0.25	29	29	5/16	5/16	6/8	1	1	1/16	1/16	1		9	87		415
171/2	1.0	29	29	3/8	3/8	6/8	4	1	1/4	1/4	1		3	45		428
171/2	1.0	29	29	3/8	3/8	6/8	3	1	1/4	1/4	1		12	72		424
171/2	1.0	29	29	3/8	3/8	6/8	2	1	1/4	1/4	1		6	78		420
171/2	1.0	29	29	3/8	3/8	6/8	1	1	1/4	1/4	1		9	87		416
347/4	0.25	29	29	11/16	11/16	6/8	4	1	1/16	1/16	1		13	43		429
347/4	0.25	29	29	11/16	11/16	6/8	3	1	1/16	1/16	1		10	58		425
347/4	0.25	29	29	11/16	11/16	6/8	2	1	1/16	1/16	1		4	64		421
347/4	0.25	29	29	11/16	11/16	6/8	2	1	1/16	1/16	1		7	73		421
347/4	0.25	29	29	11/16	11/16	6/8	1	1	1/16	1/16	1		4	88		417
87	1.0	30	30	0	0	6/8	4	1	1/4	1/4	1		8	44		448
87	1.0	30	30	0	0	6/8	3	1	1/4	1/4	1		8	56		442
87	1.0	30	30	0	0	6/8	2	1	1/4	1/4	1		4	64		436
87	1.0	30	30	0	0	6/8	2	1	1/4	1/4	1		7	73		436
87	1.0	30	30	0	0	6/8	1	1	1/4	1/4	1		4	88		430
353/4	0.25	30	30	5/16	5/16	6/8	4	1	1/16	1/16	1		9	51		449
353/4	0.25	30	30	5/16	5/16	6/8	3	1	1/16	1/16	1		8	56		443
353/4	0.25	30	30	5/16	5/16	6/8	2	1	1/16	1/16	1		6	66		437
353/4	0.25	30	30	5/16	5/16	6/8	1	1	1/16	1/16	1		12	84		431
177/2	0.5	30	30	3/8	3/8	6/8	4	1	1/8	1/8	1		7	49		450
177/2	0.5	30	30	3/8	3/8	6/8	3	1	1/8	1/8	1		8	56		444
177/2	0.5	30	30	3/8	3/8	6/8	2	1	1/8	1/8	1		4	64		438
177/2	0.5	30	30	3/8	3/8	6/8	1	1	1/8	1/8	1		7	85		432
357/4	0.25	30	30	9/16	9/16	6/8	4	1	1/16	1/16	1		6	42		451
357/4	0.25	30	30	9/16	9/16	6/8	3	1	1/16	1/16	1		3	57		445
357/4	0.25	30	30	9/16	9/16	6/8	2	1	1/16	1/16	1		7	61		439
357/4	0.25	30	30	9/16	9/16	6/8	1	1	1/16	1/16	1		7	85		433
179/2	0.25	30	30	5/8	5/8	6/8	4	1	1/16	1/16	1		6	42		452
179/2	0.25	30	30	5/8	5/8	6/8	3	1	1/16	1/16	1		8	56		446
179/2	0.25	30	30	5/8	5/8	6/8	2	1	1/16	1/16	1		11	65		440
179/2	0.25	30	30	5/8	5/8	6/8	1	1	1/16	1/16	1		5	83		434
359/4	0.25	30	30	11/16	11/16	6/8	4	1	1/16	1/16	1		6	42		453
359/4	0.25	30	30	11/16	11/16	6/8	3	1	1/16	1/16	1		3	57		447
359/4	0.25	30	30	11/16	11/16	6/8	2	1	1/16	1/16	1		6	66		441
359/4	0.25	30	30	11/16	11/16	6/8	1	1	1/16	1/16	1		3	81		435
90	1.0	31	31	0	0	6/8	4	1	1/4	1/4	1		8	44		472
90	1.0	31	31	0	0	6/8	3	1	1/4	1/4	1		7	61		466
90	1.0	31	31	0	0	6/8	2	1	1/4	1/4	1		4	64		460
90	1.0	31	31	0	0	6/8	1	1	1/4	1/4	1		8	80		454
365/4	0.25	31	31	5/16	5/16	6/8	4	1	1/16	1/16	1		9	51		473
365/4	0.25	31	31	5/16	5/16	6/8	3	1	1/16	1/16	1		6	54		467
365/4	0.25	31	31	5/16	5/16	6/8	2	1	1/16	1/16	1		12	60		461
365/4	0.25	31	31	5/16	5/16	6/8	1	1	1/16	1/16	1		8	68		455
183/2	0.5	31	31	3/8	3/8	6/8	4	1	1/8	1/8	1		7	49		474
183/2	0.5	31	31	3/8	3/8	6/8	3	1	1/8	1/8	1		4	52		468
183/2	0.5	31	31	3/8	3/8	6/8	2	1	1/8	1/8	1		7	61		462
183/2	0.5	31	31	3/8	3/8	6/8	2	1	1/8	1/8	1		4	64		462
183/2	0.5	31	31	3/8	3/8	6/8	1	1	1/8	1/8	1		8	68		456
369/4	0.25	31	31	9/16	9/16	6/8	4	1	1/16	1/16	1		7	49		475
369/4	0.25	31	31	9/16	9/16	6/8	3	1	1/16	1/16	1		11	53		469
369/4	0.25	31	31	9/16	9/16	6/8	1	1	1/16	1/16	1		7	61		457
369/4	0.25	31	31	9/16	9/16	6/8	2	1	1/16	1/16	1		7	61		463
185/2	0.25	31	31	5/8	5/8	6/8	4	1	1/16	1/16	1		5	47		476
185/2	0.25	31	31	5/8	5/8	6/8	3	1	1/16	1/16	1		11	53		470
185/2	0.25	31	31	5/8	5/8	6/8	2	1	1/16	1/16	1		7	61		464
185/2	0.25	31	31	5/8	5/8	6/8	1	1	1/16	1/16	1		11	65		458
371/4	0.25	31	31	11/16	11/16	6/8	4	1	1/16	1/16	1		3	45		477
371/4	0.25	31	31	11/16	11/16	6/8	3	1	1/16	1/16	1		6	54		471
371/4	0.25	31	31	11/16	11/16	6/8	2	1	1/16	1/16	1		7	61		465
371/4	0.25	31	31	11/16	11/16	6/8	1	1	1/16	1/16	1		6	66		459
93	1.0	32	32	0	0	6/8	4	1	1/4	1/4	1		-4	44		491
93	1.0	32	32	0	0	6/8	3	1	1/4	1/4	1		4	52		486
93	1.0	32	32	0	0	6/8	2	1	1/4	1/4	1		-5	61		481
93	1.0	32	32	0	0	6/8	1	1	1/4	1/4	1		-4	68		478
377/4	0.25	32	32	5/16	5/16	6/8	4	1	1/16	1/16	1		-4	44		492
377/4	0.25	32	32	5/16	5/16	6/8	3	1	1/16	1/16	1		-3	51		487
377/4	0.25	32	32	5/16	5/16	6/8	2	1	1/16	1/16	1		0	60		482
377/4	0.25	32	32	5/16	5/16	6/8	1	1	1/16	1/16	1		-4	68		479
95	0.5	32	32	1/2	1/2	6/8	3	1	1/8	1/8	1		-1	53		488
95	0.5	32	32	1/2	1/2	6/8	2	1	1/8	1/8	1		-5	61		483
95	1.0	32	32	1/2	1/2	6/8	1	1	1/4	1/4	1	1	-4	68		480
191/2	0.5	32	32	5/8	5/8	6/8	4	1	1/8	1/8	1	1	-5	37		493
191/2	0.5	32	32	5/8	5/8	6/8	4	1	1/8	1/8	1	1	-5	49		493
191/2	0.25	32	32	5/8	5/8	6/8	3	1	1/16	1/16	1		-2	58		489
191/2	0.25	32	32	5/8	5/8	6/8	2	1	1/16	1/16	1		-6	66		484
383/4	0.25	32	32	11/16	11/16	6/8	3	1	1/16	1/16	1		-6	54		490
383/4	0.25	32	32	11/16	11/16	6/8	2	1	1/16	1/16	1		-3	63		485
96	0.5	33	33	0	0	6/8	4	1	1/8	1/8	1	-1	-5	37		510
96	0.5	33	33	0	0	6/8	4	1	1/8	1/8	1	-1	-5	49		510
96	0.5	33	33	0	0	6/8	3	1	1/8	1/8	1		-1	53		504
96	0.5	33	33	0	0	6/8	2	1	1/8	1/8	1		-5	61		499
96	0.5	33	33	0	0	6/8	1	1	1/8	1/8	1	-1	-4	68		494
193/2	0.5	33	33	1/8	1/8	6/8	4	1	1/8	1/8	1		0	48		511
193/2	0.5	33	33	1/8	1/8	6/8	3	1	1/8	1/8	1		-3	51		505
193/2	1.0	33	33	1/8	1/8	6/8	2	1	1/4	1/4	1		-4	56		500
193/2	1.0	33	33	1/8	1/8	6/8	1	1	1/4	1/4	1		-1	77		495
97	0.5	33	33	1/4	1/4	6/8	4	1	1/8	1/8	1		-2	46		512
97	0.5	33	33	1/4	1/4	6/8	3	1	1/8	1/8	1		-5	49		506
195/2	0.5	33	33	3/8	3/8	6/8	4	1	1/8	1/8	1		-4	44		513
195/2	0.5	33	33	3/8	3/8	6/8	3	1	1/8	1/8	1		0	48		507
195/2	1.0	33	33	3/8	3/8	6/8	2	1	1/4	1/4	1	1	-4	56		501
195/2	0.5	33	33	3/8	3/8	6/8	1	1	1/8	1/8	1		-6	78		496
98	0.5	33	33	1/2	1/2	6/8	4	1	1/8	1/8	1		-2	46		514
98	0.5	33	33	1/2	1/2	6/8	3	1	1/8	1/8	1		-5	49		508
98	0.5	33	33	1/2	1/2	6/8	1	1	1/8	1/8	1		-1	77		497
197/2	0.5	33	33	5/8	5/8	6/8	4	1	1/8	1/8	1		0	48		515
197/2	0.5	33	33	5/8	5/8	6/8	3	1	1/8	1/8	1		-3	51		509
197/2	0.25	33	33	5/8	5/8	6/8	2	1	1/16	1/16	1	-1	-4	56		502
197/2	0.5	33	33	5/8	5/8	6/8	1	1	1/8	1/8	1		-3	75		498
395/4	0.25	33	33	11/16	11/16	6/8	2	1	1/16	1/16	1		-6	66		503
99	0.5	34	34	0	0	6/8	4	1	1/8	1/8	1		-5	49		533
99	0.5	34	34	0	0	6/8	3	1	1/8	1/8	1		-1	53		528
99	0.5	34	34	0	0	6/8	2	1	1/8	1/8	1		-1	65		522
99	0.5	34	34	0	0	6/8	1	1	1/8	1/8	1		-5	73		516
199/2	0.5	34	34	1/8	1/8	6/8	4	1	1/8	1/8	1		-3	51		534
199/2	0.5	34	34	1/8	1/8	6/8	3	1	1/8	1/8	1		-6	54		529
199/2	0.5	34	34	1/8	1/8	6/8	2	1	1/8	1/8	1		0	60		523
199/2	0.5	34	34	1/8	1/8	6/8	1	1	1/8	1/8	1		0	72		517
100	0.5	34	34	1/4	1/4	6/8	4	1	1/8	1/8	1		-1	53		535
100	0.5	34	34	1/4	1/4	6/8	3	1	1/8	1/8	1		-4	56		530
100	0.5	34	34	1/4	1/4	6/8	2	1	1/8	1/8	1		-5	61		524
100	0.5	34	34	1/4	1/4	6/8	1	1	1/8	1/8	1		-2	70		518
201/2	0.5	34	34	3/8	3/8	6/8	4	1	1/8	1/8	1		-1	53		536
201/2	0.5	34	34	3/8	3/8	6/8	3	1	1/8	1/8	1		-4	56		531
201/2	0.5	34	34	3/8	3/8	6/8	2	1	1/8	1/8	1		-5	61		525
201/2	0.5	34	34	3/8	3/8	6/8	1	1	1/8	1/8	1		-4	68		519
101	1.0	34	34	1/2	1/2	6/8	4	1	1/4	1/4	1		-3	51		537
101	1.0	34	34	1/2	1/2	6/8	3	1	1/4	1/4	1		-6	54		532
101	0.5	34	34	1/2	1/2	6/8	2	1	1/8	1/8	1		0	60		526
101	0.5	34	34	1/2	1/2	6/8	1	1	1/8	1/8	1		-2	70		520
203/2	0.5	34	34	5/8	5/8	6/8	2	1	1/8	1/8	1	1	-4	56		527
203/2	0.5	34	34	5/8	5/8	6/8	1	1	1/8	1/8	1		0	72		521
102	0.5	35	35	0	0	6/8	4	1	1/8	1/8	1		-5	49		554
102	0.5	35	35	0	0	6/8	3	1	1/8	1/8	1		-1	53		548
102	0.5	35	35	0	0	6/8	2	1	1/8	1/8	1	-1	-4	56		543
102	0.5	35	35	0	0	6/8	1	1	1/8	1/8	1		-5	73		538
205/2	0.5	35	35	1/8	1/8	6/8	4	1	1/8	1/8	1		0	48		555
205/2	0.5	35	35	1/8	1/8	6/8	3	1	1/8	1/8	1		-3	51		549
205/2	0.75	35	35	1/8	1/8	6/8	2	1	3/16	1/8	3/2		-4	56		544
205/2	0.5	35	35	1/8	1/8	6/8	1	1	1/8	1/8	1		-3	75		539
103	0.5	35	35	1/4	1/4	6/8	4	1	1/8	1/8	1		-2	46		556
103	0.5	35	35	1/4	1/4	6/8	3	1	1/8	1/8	1		-5	49		550
103	0.5	35	35	1/4	1/4	6/8	1	1	1/8	1/8	1		-1	77		540
413/4	0.25	35	35	5/16	5/16	6/8	2	1	1/16	1/16	1		-1	65		545
207/2	0.5	35	35	3/8	3/8	6/8	4	1	1/8	1/8	1		-4	44		557
207/2	0.5	35	35	3/8	3/8	6/8	3	1	1/8	1/8	1		0	48		551
207/2	1.0	35	35	3/8	3/8	6/8	2	1	1/4	1/4	1		-6	66		546
207/2	0.5	35	35	3/8	3/8	6/8	1	1	1/8	1/8	1		-1	77		541
104	0.5	35	35	1/2	1/2	6/8	4	1	1/8	1/8	1		-2	46		558
104	0.75	35	35	1/2	1/2	6/8	3	1	3/16	1/8	3/2		-4	56		552
104	1.0	35	35	1/2	1/2	6/8	1	1	1/4	1/4	1		-3	75		542
209/2	0.5	35	35	5/8	5/8	6/8	4	1	1/8	1/8	1		0	48		559
209/2	0.5	35	35	5/8	5/8	6/8	2	1	1/8	1/8	1	1	-4	68		547
419/4	0.25	35	35	11/16	11/16	6/8	3	1	1/16	1/16	1		-6	54		553
105	0.5	36	36	0	0	6/8	4	1	1/8	1/8	1		-5	49		577
105	0.5	36	36	0	0	6/8	3	1	1/8	1/8	1		-1	53		571
105	0.75	36	36	0	0	6/8	2	1	3/16	1/8	3/2	-1	-4	68		566
105	0.5	36	36	0	0	6/8	1	1	1/8	1/8	1		-5	73		560
211/2	0.5	36	36	1/8	1/8	6/8	4	1	1/8	1/8	1		-3	51		578
211/2	0.5	36	36	1/8	1/8	6/8	3	1	1/8	1/8	1		-6	54		572
211/2	0.5	36	36	1/8	1/8	6/8	1	1	1/8	1/8	1		0	72		561
423/4	0.25	36	36	3/16	3/16	6/8	2	1	1/16	1/16	1		0	60		567
106	0.5	36	36	1/4	1/4	6/8	4	1	1/8	1/8	1		-1	53		579
106	0.5	36	36	1/4	1/4	6/8	3	1	1/8	1/8	1		-4	56		573
106	0.5	36	36	1/4	1/4	6/8	2	1	1/8	1/8	1		-5	61		568
106	0.5	36	36	1/4	1/4	6/8	1	1	1/8	1/8	1		-2	70		562
213/2	0.5	36	36	3/8	3/8	6/8	4	1	1/8	1/8	1		-1	53		580
213/2	1.0	36	36	3/8	3/8	6/8	3	1	1/4	1/4	1	1	-4	56		574
213/2	0.5	36	36	3/8	3/8	6/8	2	1	1/8	1/8	1		-5	61		569
213/2	0.5	36	36	3/8	3/8	6/8	1	1	1/8	1/8	1		-4	68		563
107	0.75	36	36	1/2	1/2	6/8	4	1	3/16	1/8	3/2		-3	51		581
107	1.0	36	36	1/2	1/2	6/8	2	1	1/4	1/4	1	1	0	60		570
107	0.5	36	36	1/2	1/2	6/8	1	1	1/8	1/8	1		-2	70		564
215/2	0.25	36	36	5/8	5/8	6/8	3	1	1/16	1/16	1	-1	-4	56		575
215/2	0.5	36	36	5/8	5/8	6/8	1	1	1/8	1/8	1		0	72		565
431/4	0.25	36	36	11/16	11/16	6/8	4	1	1/16	1/16	1		4	52		582
431/4	0.25	36	36	11/16	11/16	6/8	3	1	1/16	1/16	1		1	55		576
108	1.0	37	37	0	0	6/8	4	1	1/4	1/4	1		-1	53		606
108	0.5	37	37	0	0	6/8	3	1	1/8	1/8	1		-4	56		597
108	0.5	37	37	0	0	6/8	2	1	1/8	1/8	1	-1	0	60		588
108	0.5	37	37	0	0	6/8	1	1	1/8	1/8	1		0	72		583
217/2	0.75	37	37	1/8	1/8	6/8	3	1	3/16	1/8	3/2		0	60		598
217/2	0.75	37	37	1/8	1/8	6/8	2	1	3/16	1/8	3/2		-1	65		589
217/2	0.75	37	37	1/8	1/8	6/8	1	1	3/16	1/8	3/2		-4	68		584
109	0.5	37	37	1/4	1/4	6/8	4	1	1/8	1/8	1		-1	53		607
437/4	0.25	37	37	5/16	5/16	6/8	3	1	1/16	1/16	1	1	3	57		599
437/4	0.25	37	37	5/16	5/16	6/8	2	1	1/16	1/16	1	1	0	60		590
437/4	0.25	37	37	5/16	5/16	6/8	1	1	1/16	1/16	1		3	69		585
219/2	0.5	37	37	3/8	3/8	6/8	4	1	1/8	1/8	1		-1	53		608
219/2	0.25	37	37	3/8	3/8	6/8	3	1	1/16	1/16	1	-1	3	57		600
219/2	0.25	37	37	3/8	3/8	6/8	2	1	1/16	1/16	1	-1	0	60		591
219/2	1.0	37	37	3/8	3/8	6/8	1	1	1/4	1/4	1		-1	77		586
439/4	0.25	37	37	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-2	58		601
439/4	0.25	37	37	7/16	7/16	6/8	2	1	1/16	1/16	1	1	-5	61		592
110	0.5	37	37	1/2	1/2	6/8	4	1	1/8	1/8	1		-5	49		609
110	0.25	37	37	1/2	1/2	6/8	3	1	1/16	1/16	1	-1	-2	58		602
110	0.25	37	37	1/2	1/2	6/8	2	1	1/16	1/16	1	-1	-5	61		593
441/4	0.25	37	37	9/16	9/16	6/8	3	1	1/16	1/16	1		0	60		603
441/4	0.25	37	37	9/16	9/16	6/8	2	1	1/16	1/16	1		-3	63		594
221/2	0.5	37	37	5/8	5/8	6/8	4	1	1/8	1/8	1		-2	46		610
221/2	0.25	37	37	5/8	5/8	6/8	3	1	1/16	1/16	1		0	60		604
221/2	0.25	37	37	5/8	5/8	6/8	2	1	1/16	1/16	1		-3	63		595
221/2	0.5	37	37	5/8	5/8	6/8	1	1	1/8	1/8	1		-1	77		587
443/4	0.25	37	37	11/16	11/16	6/8	3	1	1/16	1/16	1		-5	61		605
443/4	0.25	37	37	11/16	11/16	6/8	2	1	1/16	1/16	1		-1	65		596
111	1.0	38	38	0	0	6/8	4	1	1/4	1/4	1		-2	58		633
111	0.5	38	38	0	0	6/8	3	1	1/8	1/8	1		-5	61		625
111	0.5	38	38	0	0	6/8	2	1	1/8	1/8	1		-1	65		616
111	0.5	38	38	0	0	6/8	1	1	1/8	1/8	1		-1	77		611
223/2	1.0	38	38	1/8	1/8	6/8	3	1	1/4	1/4	1	1	2	62		626
223/2	0.75	38	38	1/8	1/8	6/8	2	1	3/16	1/8	3/2		-2	70		617
223/2	0.5	38	38	1/8	1/8	6/8	1	1	1/8	1/8	1		2	74		612
112	0.5	38	38	1/4	1/4	6/8	4	1	1/8	1/8	1		-2	58		634
112	0.5	38	38	1/4	1/4	6/8	1	1	1/8	1/8	1		-2	70		613
449/4	0.25	38	38	5/16	5/16	6/8	2	1	1/16	1/16	1	1	-1	65		618
225/2	0.5	38	38	3/8	3/8	6/8	4	1	1/8	1/8	1		-2	58		635
225/2	0.25	38	38	3/8	3/8	6/8	3	1	1/16	1/16	1	-1	2	62		627
225/2	0.25	38	38	3/8	3/8	6/8	2	1	1/16	1/16	1	-1	-1	65		619
225/2	1.0	38	38	3/8	3/8	6/8	1	1	1/4	1/4	1		-2	82		614
451/4	0.25	38	38	7/16	7/16	6/8	3	1	1/16	1/16	1	1	-3	63		628
451/4	0.25	38	38	7/16	7/16	6/8	2	1	1/16	1/16	1	1	-6	66		620
113	0.5	38	38	1/2	1/2	6/8	4	1	1/8	1/8	1		-6	54		636
113	0.25	38	38	1/2	1/2	6/8	3	1	1/16	1/16	1	-1	-3	63		629
113	0.25	38	38	1/2	1/2	6/8	2	1	1/16	1/16	1	-1	-6	66		621
